DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Housing & Regeneration Directorate,11/05/2023," 2,109.00 ",ASSET PROPERTY LTD,Invoice,B&B Payments
Children's Services Directorate,11/05/2023," 2,620.00 ",ACCORD FAMILY SERVICES,Invoice,Supervised Contact
Children's Services Directorate,11/05/2023," 4,406.40 ",Silver Birch Care Ltd,Invoice,External Lodgings
Housing & Regeneration Directorate,11/05/2023," 5,760.00 ",FERN COURT LONDON LTD,Invoice,B&B Payments
Children's Services Directorate,11/05/2023," 64,753.00 ",ASCENT FOSTERING AGENCY,Invoice,APC - External Fostering
Housing & Regeneration Directorate,11/05/2023," 128,467.72 ",Topcoat Construction Ltd t/a,Invoice,Vacants
Adult Social Services Directorate,11/05/2023," 8,470.62 ",A NEW LEAF,Invoice,Supported Living
Children's Services Directorate,11/05/2023, 910.90 ,THE OT PRACTICE LIMITED,Invoice,Other Therapies
Children's Services Directorate,11/05/2023," 14,185.71 ",FRESHSTART SOLUTIONS LTD,Invoice,External Lodgings
Children's Services Directorate,11/05/2023," 2,169.20 ",DIAGRAMA FOUNDATION,Invoice,Placement Costs
Resources Directorate,11/05/2023, 899.38 ,Underley Furnishing Limited,Invoice,Social Fund Payments
Children's Services Directorate,11/05/2023," 1,862.88 ",FOSTERING FOR YOU,Invoice,External Fostering
Housing & Regeneration Directorate,11/05/2023," 1,838.69 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Children's Services Directorate,11/05/2023," 11,760.00 ",The Baked Bean Charity,Invoice,Independent Fees
Housing & Regeneration Directorate,11/05/2023," 15,972.99 ",CABLESHEER ASBESTOS LIMITED,Invoice,Asbestos Removal
Children's Services Directorate,11/05/2023," 17,533.92 ",FOSTERING SUPPORT GROUP,Invoice,External Fostering
Children's Services Directorate,11/05/2023, 698.00 ,REDACTED PERSONAL DATA,Invoice,Equipment
Children's Services Directorate,11/05/2023," 3,192.86 ",Sunbeam Fostering Agency Limit,Invoice,External Fostering
Capital Expenditure,11/05/2023," 35,700.00 ",Cyclepods Ltd,Invoice,CAPEXP Equipment Purchase
Housing & Regeneration Directorate,11/05/2023," 8,007.00 ",Colberg Management Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,11/05/2023," 307,463.34 ",Aston Pearl Limited,Invoice,B&B Payments
Housing & Regeneration Directorate,11/05/2023," 2,850.00 ",Oliver Landon Ltd,Invoice,B&B Payments
Capital Expenditure,11/05/2023," 123,928.26 ",Accurate Roofing Ltd,Invoice,CAPEXP Construction Work
Children's Services Directorate,11/05/2023, 690.00 ,Lets Act Drama School,Invoice,APC - External Fostering
Children's Services Directorate,11/05/2023, 975.00 ,Specialist Educational Service,Invoice,Third Party Pymt - Ind Units
Children's Services Directorate,11/05/2023," 7,793.00 ",Donhead Preparatory School,Invoice,Independent Fees
Children's Services Directorate,11/05/2023," 9,714.28 ",Dynamic Living,Invoice,External Lodgings
Housing & Regeneration Directorate,11/05/2023," 4,287.42 ",Polar Lifts Ltd,Invoice,Lifts
Children's Services Directorate,11/05/2023, 918.00 ,Cognus Ltd,Invoice,Other Therapies
Children's Services Directorate,11/05/2023," 13,038.00 ",Collingham,Invoice,Independent Fees
Children's Services Directorate,11/05/2023," 8,578.27 ",UK Behaviour Analysis ,Invoice,Third Party Pymt - Ind Units
Children's Services Directorate,11/05/2023," 2,482.48 ",The Brit School LTD,Invoice,Independent Fees
Children's Services Directorate,11/05/2023," 9,797.35 ",OpenMinds Social Care Ltd,Invoice,External Lodgings
Housing & Regeneration Directorate,11/05/2023," 3,914.92 ",ENVIRONTEC,Invoice,Asbestos Removal
Children's Services Directorate,11/05/2023, 584.40 ,Abacus Mobility Ltd,Invoice,Transport
Housing & Regeneration Directorate,11/05/2023," 50,925.00 ",Elderflower Estate Limited,Invoice,B&B Payments
Housing & Regeneration Directorate,11/05/2023," 26,626.99 ",AMALGAMATED LIFTS LTD,Invoice,Lifts
Children's Services Directorate,11/05/2023," 17,714.18 ",Nursing Direct Healthcare Limi,Invoice,Essentials
Children's Services Directorate,11/05/2023," 6,445.00 ",Therapy4Kids,Invoice,Other Therapies
Housing & Regeneration Directorate,11/05/2023," 424,267.80 ",Stef & Phillips ltd,Invoice,B&B-Other Destitute
Children's Services Directorate,11/05/2023," 16,174.28 ",Transforming young people,Invoice,External Lodgings
Housing & Regeneration Directorate,11/05/2023," 11,242.50 ",Starting Care Limited,Invoice,B&B Payments
Housing & Regeneration Directorate,11/05/2023," 3,660.00 ",Heathrow Link Limited,Invoice,B&B-Other Destitute
Housing & Regeneration Directorate,11/05/2023," 1,770.00 ",Ray & Ray Homes Limited,Invoice,B&B Payments
Children's Services Directorate,11/05/2023," 4,071.30 ",G & H Care Limited,Invoice,External Lodgings
Children's Services Directorate,11/05/2023," 1,026.88 ",Wonde Ltd,Invoice,Subsistance
Housing & Regeneration Directorate,11/05/2023," 15,406.50 ",Theori Housing Management Serv,Invoice,B&B Payments
Children's Services Directorate,11/05/2023," 17,020.00 ",Kope-Medics Ltd,Invoice,Preventing Accom
Housing & Regeneration Directorate,11/05/2023," 26,202.00 ",London Croydon Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,11/05/2023," 6,615.00 ",Abel Living Limited,Invoice,B&B-Other Destitute
Housing & Regeneration Directorate,11/05/2023," 6,642.00 ",My Housing Limited,Invoice,B&B Payments
Housing & Regeneration Directorate,11/05/2023," 1,875.00 ",TJR VENTILLATION SOLUTIONS LTD,Invoice,General Repairs Non S/C
Children's Services Directorate,11/05/2023," 5,615.40 ",Castlebridge Finance SPV Ltd,Invoice,Travelling expenses
Housing & Regeneration Directorate,11/05/2023," 7,486.08 ",J CARROLL & SONS Non CIS work ,Invoice,General Repairs Non S/C
Children's Services Directorate,11/05/2023," 4,378.00 ",Specialist Learning Trust t/a ,Invoice,Independent Fees
Children's Services Directorate,11/05/2023," 7,588.90 ",A2ndvoice CIC,Invoice,Grants to Voluntary Orgs
Children's Services Directorate,11/05/2023," 49,971.60 ",Ascent Fostering Agency T/As A,Invoice,External Residential Care
Housing & Regeneration Directorate,11/05/2023," 158,667.39 ",Ganymede Solutions Limited,Invoice,Vacants
Housing & Regeneration Directorate,11/05/2023," 6,053.41 ",DSSL Group,Invoice,Entry Call
Children's Services Directorate,11/05/2023," 11,678.10 ",Young London Today,Invoice,External Lodgings
Children's Services Directorate,11/05/2023, 640.00 ,Bliss Care and Training Ltd,Invoice,Preventing Accom
Housing & Regeneration Directorate,11/05/2023," 14,184.00 ",A A & SONS LTD,Invoice,B&B Payments
Children's Services Directorate,11/05/2023, 787.50 ,Blessed Care Legacy Ltd,Invoice,Preventing Accom
Children's Services Directorate,11/05/2023," 8,588.02 ",Emergency Personnel Home CAre ,Invoice,Preventing Accom
Children's Services Directorate,11/05/2023, 600.00 ,Hummingbird House Therapies Lt,Invoice,Other Therapies
Children's Services Directorate,11/05/2023, 900.00 ,Inclusion.me ltd,Invoice,Other Therapies
Housing & Regeneration Directorate,11/05/2023," 1,890.00 ",City Investment Group Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,11/05/2023," 1,410.00 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
Children's Services Directorate,11/05/2023," 4,671.30 ",LONDON'S ASSISTED SEMI-INDEPEN,Invoice,External Lodgings
Housing & Regeneration Directorate,11/05/2023," 21,312.00 ",Tea Tree Property Limited,Invoice,B&B Payments
Children's Services Directorate,11/05/2023, 947.88 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,11/05/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,11/05/2023," 2,451.46 ",REDACTED PERSONAL DATA,Invoice,External Fostering
Children's Services Directorate,11/05/2023," 1,259.70 ",REDACTED PERSONAL DATA,Invoice,APC - Other Cla Services
Resources Directorate,11/05/2023," 13,233.50 ",BT Global Services,Invoice,WAN line charges
Resources Directorate,11/05/2023," 4,606.20 ",NEC Software Solutions UK Ltd,Invoice,Agency Staff
Environment & Community Services Directorate,11/05/2023," 17,964.00 ",GATENBYSANDERSON LIMITED,Invoice,Recruitment Costs
Chief Executives Directorate,11/05/2023," 1,767.44 ",SOFTCAT LIMITED,Invoice,Hardware Maintenance
Resources Directorate,11/05/2023," 109,095.60 ",MTI TECHNOLOGY LIMITED,Invoice,Software purchases
Resources Directorate,11/05/2023," 3,600.00 ",ACCESS INDEPENDENT,Invoice,Agency Staff
Chief Executives Directorate,11/05/2023," 4,434.00 ",IMPROVEMENT & DEVELOPMENT AGENCY (IDEA),Invoice,Hardware Maintenance
Resources Directorate,11/05/2023," 3,579.60 ",Tribepad Ltd,Invoice,Application maintenance
Adult Social Services Directorate,11/05/2023," 1,710.00 ",Access UK Ltd,Invoice,Equipment
Adult Social Services Directorate,11/05/2023," 6,924.14 ",NonStop Consulting Ltd,Invoice,Agency Staff
Housing & Regeneration Directorate,11/05/2023," 1,500.00 ",Institute of Money Advisers,Invoice,Training
Capital Expenditure,12/05/2023," 241,277.34 ",KIND & COMPANY (BUILDERS) LIMI,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,12/05/2023," 5,486.50 ",THE CHASELEY TRUST LTD,Invoice,External Nursing Care
Chief Executives Directorate,12/05/2023," 13,200.00 ",G2V Recruitment Group Limited,Invoice,Agency Staff
Adult Social Services Directorate,12/05/2023," 3,067.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,623.12 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,600.56 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 2,330.01 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 4,186.43 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 821.76 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 508.80 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,580.04 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 541.12 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,242.08 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 4,663.42 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,088.48 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 998.67 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 538.88 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,041.61 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 5,464.84 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 707.40 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,503.38 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,226.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 4,105.72 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 617.24 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 858.92 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 714.12 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,434.31 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 3,844.97 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,636.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 4,800.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,079.48 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,574.09 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,212.52 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,464.56 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 700.36 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,018.41 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,017.94 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 6,094.75 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 733.32 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,997.76 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,886.84 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,584.81 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,466.64 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 777.84 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 768.72 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,838.08 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,891.37 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 2,219.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 547.28 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,891.04 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,150.92 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,770.47 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,162.32 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 667.40 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,905.77 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,101.92 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 664.68 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 515.88 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,291.22 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 2,032.96 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,710.04 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,863.03 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,060.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 859.56 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,395.64 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,775.60 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 737.28 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 884.62 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 10,911.40 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 831.12 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 11,384.47 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 520.92 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 912.00 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,776.72 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,086.48 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,086.48 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 765.00 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,080.88 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 504.63 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,012.96 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,769.64 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 5,059.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 953.97 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 3,274.55 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 3,528.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,234.36 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 515.88 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,307.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 4,434.01 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,377.60 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 769.60 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,226.80 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 670.68 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,095.83 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,040.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,829.20 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 3,345.17 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 840.00 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,522.43 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,031.76 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,859.80 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 7,040.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 565.36 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,433.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 516.84 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,164.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 716.52 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,422.04 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,062.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Children's Services Directorate,12/05/2023," 3,761.27 ",Prepaid Financial Services (E-,Invoice,Essentials
Adult Social Services Directorate,12/05/2023," 1,146.50 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 784.00 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 697.05 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 859.80 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 6,816.32 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 997.83 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 520.28 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,968.96 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 930.72 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 549.59 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 7,746.06 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,455.37 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 678.81 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 4,046.64 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,550.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,854.16 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 2,964.89 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,895.32 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 11,235.68 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 721.68 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 573.20 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 802.48 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,268.56 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 615.30 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 3,355.26 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 1,586.83 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 603.00 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 574.80 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,390.88 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 981.29 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 601.88 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 613.91 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023, 831.16 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,369.40 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,004.64 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,777.36 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,589.60 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,12/05/2023," 3,094.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 3,209.92 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 923.20 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 978.81 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,227.60 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 1,246.72 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 888.48 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023, 802.48 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 7,781.19 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,12/05/2023," 6,757.14 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Housing & Regeneration Directorate,12/05/2023," 1,000.00 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
