DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Children's Services Directorate,06/07/2023," 3,686.77 ",Nacro,Invoice,External Lodgings
Children's Services Directorate,06/07/2023," 9,840.00 ",HM Prison & Probation Service,Invoice,Secure Accommodation
Housing & Regeneration Directorate,06/07/2023," 10,530.00 ",Carter Jonas LLP,Invoice,Property Services Contracts
Adult Social Services Directorate,06/07/2023," 99,707.84 ",Aspire Care Services Ltd,Invoice,External Homecare
Children's Services Directorate,06/07/2023," 4,548.96 ",Family Fostering,Invoice,External Fostering
Capital Expenditure,06/07/2023," 50,308.93 ",Collinstown Construction Ltd,Invoice,CAPEXP HRA House Purchase
Adult Social Services Directorate,06/07/2023," 11,781.12 ",Premier Cars Mini Cab Services,Invoice,Transport Hire & Leasing Costs
Children's Services Directorate,06/07/2023," 7,095.30 ",Affinity Fostering,Invoice,External Fostering
Capital Expenditure,06/07/2023," 16,006.63 ",Playle & Partners LLP,Invoice,CAPEXP Professional Fees
Children's Services Directorate,06/07/2023," 3,454.50 ",The Appropriate Adult Service ,Invoice,Legal & Court Fees 
Children's Services Directorate,06/07/2023," 9,535.71 ",OpenMinds Social Care Ltd,Invoice,External Lodgings
Children's Services Directorate,06/07/2023, 941.55 ,Street Support Ltd,Invoice,External Lodgings
Housing & Regeneration Directorate,06/07/2023," 2,558.40 ",OS Comms LTD,Invoice,Equipment
Children's Services Directorate,06/07/2023," 28,191.80 ",Nursing Direct Healthcare Limi,Invoice,Preventing Accom
Children's Services Directorate,06/07/2023, 884.75 ,School Space Limited,Invoice,Equipment
Adult Social Services Directorate,06/07/2023, 942.48 ,NonStop Consulting Ltd,Invoice,Agency Staff
Adult Social Services Directorate,06/07/2023," 1,062.14 ",SH:24 CIC,Invoice,HIV Prevention
Children's Services Directorate,06/07/2023," 9,321.00 ",Fostering London,Invoice,External Fostering
Capital Expenditure,06/07/2023," 16,396.53 ",Potter Raper,Invoice,CAPEXP Professional Fees
Capital Expenditure,06/07/2023," 2,520.00 ",Calfordseaden LLP,Invoice,CAPEXP Professional Fees
Children's Services Directorate,06/07/2023, 800.00 ,Mia Care Services,Invoice,Preventing Accom
Children's Services Directorate,06/07/2023," 3,300.00 ",Castlebridge Finance SPV Ltd,Invoice,Transport
Children's Services Directorate,06/07/2023, 540.00 ,ACS Private Hire Ltd,Invoice,Client Travel Expenses
Children's Services Directorate,06/07/2023," 4,368.00 ",Barmat Healthcare,Invoice,Preventing Accom
Children's Services Directorate,06/07/2023, 989.58 ,Little Beginnings,Invoice,APC - Other Cla Services
Children's Services Directorate,06/07/2023," 29,614.28 ",Jenkin Support Services,Invoice,External Lodgings
Children's Services Directorate,06/07/2023," 16,713.81 ",Young London Today,Invoice,External Lodgings
Children's Services Directorate,06/07/2023," 15,428.56 ",Heritage Care UK,Invoice,External Lodgings
Capital Expenditure,06/07/2023," 4,800.00 ",Transport Planning Associates ,Invoice,CAPEXP Professional Fees
Children's Services Directorate,06/07/2023, 910.00 ,Blessed Care Legacy Ltd,Invoice,Preventing Accom
Adult Social Services Directorate,06/07/2023," 14,323.78 ",ASPENS ENTERPRISES Ltd,Invoice,External Residential Care
Capital Expenditure,06/07/2023," 13,470.00 ",Paint Inspection LTD,Invoice,CAPEXP Construction Work
Capital Expenditure,06/07/2023," 11,021.13 ",Tony Gee and Partners LLP,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,06/07/2023," 38,905.56 ",Emezzions Limited,Invoice,Supported Living
Environment & Community Services Directorate,06/07/2023," 29,110.00 ",SWARCO UK and Ireland Ltd,Invoice,Equipment
Chief Executives Directorate,06/07/2023," 28,500.00 ",Shared Future CIC,Invoice,Project Work
Adult Social Services Directorate,06/07/2023," 40,005.80 ",Top Line Support Limited,Invoice,Supported Living
Adult Social Services Directorate,06/07/2023, 559.00 ,Areli Care Ltd t/a Caremark (B,Invoice,External Homecare
Children's Services Directorate,06/07/2023," 4,821.43 ",Independence Way,Invoice,External Lodgings
Children's Services Directorate,06/07/2023," 19,960.00 ",LIVING TRUTH CIC,Invoice,Grants to Voluntary Orgs
Children's Services Directorate,06/07/2023," 1,955.04 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Environment & Community Services Directorate,07/07/2023, 551.00 ,Rexel (UK) LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023, 832.22 ,William Smith Group 1832 Ltd,Invoice,Building Works Stores
Resources Directorate,07/07/2023," 16,723.14 ",Royal Mail Group Ltd,Invoice,Postage
Adult Social Services Directorate,07/07/2023," 12,420.96 ",Absolute Care Services (Richmo,Invoice,External Homecare
Environment & Community Services Directorate,07/07/2023, 838.66 ,Highway Quality Solutions Ltd,Invoice,Other Minor Contract Payments
Environment & Community Services Directorate,07/07/2023," 1,673.87 ",TOUCAN TOOL CO LTD,Invoice,Building Works Stores
Adult Social Services Directorate,07/07/2023," 1,020.00 ",PROTOCOL EDUCATION  LTD,Invoice,External Outreach
Adult Social Services Directorate,07/07/2023," 1,440.00 ",FIERCE NEUTRAL LTD,Invoice,External Lodgings
Adult Social Services Directorate,07/07/2023, 619.06 ,NAS SERVICES LIMITED,Invoice,External Daycare
Adult Social Services Directorate,07/07/2023, 996.48 ,PARCHMENT TRUST LTD,Invoice,External Daycare
Environment & Community Services Directorate,07/07/2023," 7,832.28 ",EDMUNDSON ELECTRICAL LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 15,719.52 ",MARSHALLS MONO LTD,Invoice,Building Works Stores
Adult Social Services Directorate,07/07/2023, 520.32 ,ESSEX CARE CONSORTIUM,Invoice,External Residential Care
Children's Services Directorate,07/07/2023," 11,727.00 ",HARRISON ALLEN EDUCATIONAL SER,Invoice,Third Party Pymt - Ind Units
Adult Social Services Directorate,07/07/2023, 771.28 ,SENSE-CHILDREN & ADULT SERVICE,Invoice,External Residential Care
Adult Social Services Directorate,07/07/2023," 1,006.50 ",Careoline Carers Services Ltd,Invoice,External Homecare
Adult Social Services Directorate,07/07/2023," 2,660.00 ",SIGNHEALTH,Invoice,External Homecare
Adult Social Services Directorate,07/07/2023," 5,744.48 ",METROPOLITAN HOUSING TRUST,Invoice,External Residential Care
Adult Social Services Directorate,07/07/2023," 1,006.00 ",WORCESTERSHIRE COUNTY COUNCIL,Invoice,Aps Shared Lives Scheme
Capital Expenditure,07/07/2023," 18,195.97 ",T BROWN GROUP LTD,Invoice,CAPEXP Housing Grants Analysis
Housing & Regeneration Directorate,07/07/2023, 576.00 ,COMMERCIAL KITCHEN SERVICES(LO,Invoice,Fixtures & Fittings
Adult Social Services Directorate,07/07/2023," 2,354.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Housing & Regeneration Directorate,07/07/2023," 1,822.27 ",SUPAFLORS,Invoice,Furniture
Adult Social Services Directorate,07/07/2023," 108,698.54 ",CARE OUTLOOK LTD,Invoice,External Homecare
Housing & Regeneration Directorate,07/07/2023," 19,293.90 ",CONVENT CO-OP LTD,Invoice,Co-Op Management Allowance
Environment & Community Services Directorate,07/07/2023," 92,059.20 ",Mallatite Ltd t/a Transport ,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023, 624.46 ,HEATING PLUMBING SUPPLIES,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 7,493.04 ",AGGREGATE INDUSTRIES UK LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 1,055.88 ",VOLANTE LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 6,509.16 ",FRASER'S TIMBER MERCHANTS LTD,Invoice,Building Works Stores
Housing & Regeneration Directorate,07/07/2023," 65,161.22 ",TOTTERIDGE HOUSE CO-OPERATIVE ,Invoice,Co-Op Management Allowance
Housing & Regeneration Directorate,07/07/2023," 13,854.04 ",ALL SAINTS TENANTS CO-OPERATIV,Invoice,Co-Op Management Allowance
Environment & Community Services Directorate,07/07/2023," 3,751.56 ",MARWOOD ELECTRICAL COMPANY LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 7,878.00 ",TRIHNOS LTD,Invoice,Materials
Environment & Community Services Directorate,07/07/2023," 9,468.97 ",MAGNET LTD,Invoice,Building Works Stores
Children's Services Directorate,07/07/2023, 920.66 ,CARESHOP,Invoice,Cleaning
Environment & Community Services Directorate,07/07/2023, 540.00 ,PLASTECH SOUTHERN LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 12,915.60 ",Certas Energy UK Ltd,Invoice,Frogmore Fuel Stores
Environment & Community Services Directorate,07/07/2023," 2,446.72 ",LAWSONS (WHETSTONE) LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 5,144.88 ",FABRIKAT LTD,Invoice,Building Works Stores
Adult Social Services Directorate,07/07/2023," 10,547.32 ",CHRISTIES CARE LTD,Invoice,External Homecare
Environment & Community Services Directorate,07/07/2023," 1,820.94 ",BROWNING JONES & MORRIS LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 7,641.62 ",D W Windsor Lighting Ltd,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 2,346.31 ",HODGSON SEALANTS LTD,Invoice,Building Works Stores
Capital Expenditure,07/07/2023," 25,895.00 ",Cyclehoop Ltd,Invoice,CAPEXP Equipment Purchase
Housing & Regeneration Directorate,07/07/2023," 44,254.67 ",MCCARTHY COURT MANAGEMENT ORGA,Invoice,Co-Op Management Allowance
Adult Social Services Directorate,07/07/2023," 41,788.00 ",WANDSWORTH CARE ALLIANCE,Invoice,Materials
Adult Social Services Directorate,07/07/2023, 700.00 ,REDACTED PERSONAL DATA,Invoice,Occupational Health Doctors
Adult Social Services Directorate,07/07/2023," 36,323.67 ",LONDON HOMECARE LTD,Invoice,External Homecare
Adult Social Services Directorate,07/07/2023, 830.60 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,047.60 ",REDACTED PERSONAL DATA,Invoice,Occupational Health Doctors
Adult Social Services Directorate,07/07/2023, 872.80 ,ADVOCACY FOR ALL,Invoice,Advocacy contract
Resources Directorate,07/07/2023," 3,213.13 ",TRINITY ESTATES,Invoice,Personal Account
Environment & Community Services Directorate,07/07/2023," 2,215.56 ",PUDSEY DIAMOND ENGINEERING LTD,Invoice,Building Works Stores
Adult Social Services Directorate,07/07/2023," 3,270.96 ",FAVOURED HEALTH CIC,Invoice,External Homecare
Adult Social Services Directorate,07/07/2023," 4,095.00 ",J.C. MICHAEL GROUPS LTD,Invoice,External Homecare
Adult Social Services Directorate,07/07/2023, 516.62 ,247 TRANSPORT SOLUTIONS LTD,Invoice,Transport Hire & Leasing Costs
Environment & Community Services Directorate,07/07/2023," 31,200.00 ",INNER CIRCLE CONSULTING LIMITE,Invoice,Consultants Fees
Children's Services Directorate,07/07/2023," 3,240.00 ",PANORAMIC ASSOCIATES LTD,Invoice,Agency Staff
Adult Social Services Directorate,07/07/2023, 575.85 ,Frazier Yeats Associates,Invoice,Advocacy contract
Capital Expenditure,07/07/2023," 3,883.60 ",DG Servicing Ltd,Invoice,CAPEXP Housing Grants Analysis
Adult Social Services Directorate,07/07/2023," 1,716.00 ",Ga'al Services Ltd,Invoice,Transport Hire & Leasing Costs
Environment & Community Services Directorate,07/07/2023," 14,550.00 ",Cleghorn Lighting Ltd,Invoice,Building Works Stores
Environment & Community Services Directorate,07/07/2023," 4,699.40 ",Cappagh Public Works Ltd,Invoice,Building Works Stores
Children's Services Directorate,07/07/2023," 1,703.00 ",What's Next UK Limited,Invoice,Consultants Fees
Adult Social Services Directorate,07/07/2023," 66,437.32 ",Revon Healthcare Ltd,Invoice,Supported Living
Capital Expenditure,07/07/2023," 1,294.31 ",Potter Raper,Invoice,CAPEXP Employers Agent and QS
Adult Social Services Directorate,07/07/2023," 9,041.44 ",Envico Supported Living,Invoice,Supported Living
Adult Social Services Directorate,07/07/2023," 1,538.00 ",Kope-Medics Ltd,Invoice,External Homecare
Capital Expenditure,07/07/2023," 2,784.00 ",Armadillo Marketing Limited,Invoice,CAPEXP Construction Work
Resources Directorate,07/07/2023," 3,410.02 ",HH Associates Limited,Invoice,Printing 
Environment & Community Services Directorate,07/07/2023," 8,955.46 ",CROYDON SUPPLIES LIMITED,Invoice,Building Works Stores
Adult Social Services Directorate,07/07/2023, 630.00 ,Daret Healthcare UK Ltd,Invoice,External Homecare
Adult Social Services Directorate,07/07/2023," 42,138.92 ",Callisto Healthcare Limited,Invoice,External Nursing Care
Adult Social Services Directorate,07/07/2023," 21,414.40 ",WT UK Opco 4 Ltd C/O Care Uk,Invoice,External Residential Care
Adult Social Services Directorate,07/07/2023," 10,306.00 ",Brand Healthcare Services Ltd,Invoice,External Homecare
Environment & Community Services Directorate,07/07/2023," 6,068.08 ",CDR ELECTRICAL WHOLESALERS LTD,Invoice,Building Works Stores
Adult Social Services Directorate,07/07/2023," 1,644.92 ",Emezzions Limited,Invoice,External Homecare
Adult Social Services Directorate,07/07/2023, 742.50 ,Infinite Healthcare Service Lt,Invoice,External Homecare
Housing & Regeneration Directorate,07/07/2023," 2,792.88 ",AES INT LTD,Invoice,Agency Staff
Adult Social Services Directorate,07/07/2023," 4,851.19 ",Sunrise Mental Health Ltd,Invoice,Supported Living
Capital Expenditure,07/07/2023," 4,200.00 ",Sweco UK Limited,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,07/07/2023, 910.60 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,074.48 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 5,328.08 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 925.20 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 912.04 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 653.36 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,353.80 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 4,079.20 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,182.92 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 4,643.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,353.64 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,882.08 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,767.32 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,154.08 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 9,629.76 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,647.32 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,464.56 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,333.76 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Children's Services Directorate,07/07/2023," 3,032.64 ",REDACTED PERSONAL DATA,Invoice,Essentials
Adult Social Services Directorate,07/07/2023," 4,632.96 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 743.96 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 734.40 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,285.04 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 802.48 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,407.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,418.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 3,417.80 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,219.04 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,144.88 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 3,525.28 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 530.48 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 3,946.80 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,160.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 502.32 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 3,610.48 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 754.40 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 3,121.56 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,309.64 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 627.92 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 717.60 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,184.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 661.88 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 856.68 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 3,183.88 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 645.84 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 563.72 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,152.80 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,624.04 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,762.76 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 719.68 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 675.88 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,275.52 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 888.48 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 814.80 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,534.48 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 972.00 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,200.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 989.40 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,263.24 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 4,800.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,203.72 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 996.28 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 859.80 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 729.12 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,475.96 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,062.77 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,07/07/2023, 526.72 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,446.36 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,189.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,130.16 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,390.36 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,024.32 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,361.36 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,062.20 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 540.64 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,004.64 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,547.98 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 791.52 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,882.92 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 917.12 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,808.16 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 841.80 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,885.08 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,060.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,203.72 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,433.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,151.52 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,763.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 856.72 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,619.28 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 11,267.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,289.76 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 795.16 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,973.40 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 5,223.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,211.36 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 779.60 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,656.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 8,853.80 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,610.92 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,147.48 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 4,347.68 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,149.24 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 800.36 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 770.52 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 745.16 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 6,149.90 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,405.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,171.56 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 956.18 ,REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,07/07/2023, 917.12 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,377.00 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 1,388.52 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 745.16 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 10,334.40 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 931.24 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,630.66 ",REDACTED PERSONAL DATA,Invoice,Client Conts - Direct Payments
Adult Social Services Directorate,07/07/2023, 540.28 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023, 862.84 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,051.12 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,07/07/2023," 2,732.31 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
