LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,4100816647,343.88,URBAN LAND MANAGEMENT LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,4100816648,702.26,URBAN LAND MANAGEMENT LTD
LONDON BOROUGH OF ENFIELD,HRD,Land / Buildings Cap,45328,4100816651,4312,TROWERS & HAMLINS LLP
LONDON BOROUGH OF ENFIELD,RESOURCES,Financial services,45328,3300326510,834.2,AUDIT PARTNERSHIP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490857,686.64,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490859,939.8,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490861,635.84,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490863,1029.96,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490864,1029.96,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490866,1373.28,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490868,1373.28,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490869,686.64,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,4100816176,5150.74,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,4100816180,424.8,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490876,370.98,REDYFNE RECRUITMENT & STAFFING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490891,26746.92,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490893,8744.64,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490894,6835.52,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490895,15203.24,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490897,8050.56,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490898,10264.44,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490900,9614.4,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45328,4100813666,385,DR GOCMAN & PARTNERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45328,4100813744,973.44,DR GOCMAN & PARTNERS
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45328,4100812589,42557.21,NETWORK RAIL INFRASTRUCTURE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100816390,522.84,COMPASS FOSTERING LONDON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100816392,4052.01,COMPASS FOSTERING LONDON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100816674,4052.01,COMPASS FOSTERING LONDON LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45328,4100816238,19592.13,PERFECT CIRCLE JV LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,3300326517,7895.96,OAK VIEW SCHOOL
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,4100814896,380.5,E4LAW TRADING LIMTED T/AS LEXTOX
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100813009,375.24,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100813011,380.62,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100813022,210,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100813025,660.1,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100813029,307.51,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100813810,384.47,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100813867,418.84,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100816320,1266.66,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100816326,250,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100816383,288.71,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100816385,685,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100816388,318,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,3300326516,9205.03,ICKBURGH SCHOOL
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490902,8306.2,TAMARINDO CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45328,4100812606,9357.6,MEDICUS HEALTH PARTNERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100812568,4207.14,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100812717,297.6,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100812720,6310.71,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100812771,4096.43,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100812772,297.6,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Burial services,45328,4100816231,1625,FUNERAL PARTNERS LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45328,4100816332,1280.28,PAYPOINT NETWORKS LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45328,4100816338,698.45,PAYPOINT NETWORKS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490849,2100,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490851,1965.32,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490853,1848,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490904,1663.2,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490905,2240,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490907,2520,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,HRD,Capital Construction,45328,4100816246,626.5,BRITISH HARDWOOD TREE NURSERY LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45328,4100816438,9038.78,CENTOR INSURANCE & RISK MGMNT LTD
LONDON BOROUGH OF ENFIELD,CEX,Emergency/Legl Srvcs,45328,4100816237,669.1,FREETHS LLP
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45328,4100814057,479,SAMP CORP LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100814741,836,E.H. ROBERTS - PENET GROUP LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45328,4100814742,550,E.H. ROBERTS - PENET GROUP LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,4100815774,4172.69,AVANCE LTD T/A AVANCE CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490871,457.76,CAPAAN DAY SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490872,3799.4,CAPAAN DAY SERVICE
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019115,1367,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019116,220,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019119,544.95,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019120,363.3,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019121,251.16,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019124,225.9,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019125,570,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019129,725.09,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019131,419,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019136,549,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019137,480,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019138,263.55,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019139,317.8,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019142,465,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019143,847.7,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019144,334.32,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019145,527.1,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019146,1330,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019147,753.48,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019148,1520,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019149,1403.4,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019150,500,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019152,612.9,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019153,561.36,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019154,1286.45,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019155,2280,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019156,1004.64,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019157,208.96,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019158,616.08,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019159,573.12,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019162,220,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019164,334.88,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019166,301.2,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019168,401.92,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019169,760,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019178,299,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45328,5200019186,360,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45328,5200019188,220,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45328,4100816652,2670.77,W H STEPHENS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100816191,576,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490909,4239,SOLUTIONS SOCIAL CARE
LONDON BOROUGH OF ENFIELD,PLACE,Facilities Managemnt,45328,4100812605,606.75,GRANT AND STONE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490877,2399.92,PRIME HEALTHCARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490879,1474.76,JURICHEZ LTD (TRADING NAME-JC CARE)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490881,503.8,JURICHEZ LTD (TRADING NAME-JC CARE)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490882,2748,JURICHEZ LTD (TRADING NAME-JC CARE)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490884,3334.24,JURICHEZ LTD (TRADING NAME-JC CARE)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490885,2436.56,JURICHEZ LTD (TRADING NAME-JC CARE)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490911,294,CREATIVE BEHAVIOURAL SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45328,4100814860,2590,MIDDLEMARCH ENVIRONMENTAL LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100816225,500,HOME COUNTIES THERAPY
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45328,4100814081,1462,RICHARDSON ENGINEERING SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45328,4100813826,3240,PASSENGER TRANSPORT SOFTWARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,4100813811,3750,NONSTOP CONSULTING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment Services,45328,4100816655,6753.15,SANCTUARY PERSONNEL LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment Services,45328,4100816656,5754.6,SANCTUARY PERSONNEL LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment Services,45328,4100816657,5754.6,SANCTUARY PERSONNEL LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment Services,45328,4100816658,5754.6,SANCTUARY PERSONNEL LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment Services,45328,4100816659,5754.6,SANCTUARY PERSONNEL LTD
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45328,4100812734,89981.22,GUARDING PROFESSIONALS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45328,4100812735,89337.2,GUARDING PROFESSIONALS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45328,4100812736,5101.69,GUARDING PROFESSIONALS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45328,4100812739,780.15,GUARDING PROFESSIONALS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45328,4100812740,748,GUARDING PROFESSIONALS LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45328,4100813676,2922.07,GAMMA NETWORK SOLUTIONS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Marketing&Advertisng,45328,4100812578,5000,RICE RETAIL MARKETING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,4100816364,1767.5,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment services,45328,4100816206,1065,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816223,931.26,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816217,1074.51,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816181,3839.78,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816229,496.71,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816263,926.45,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816260,1365.88,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816214,1351.72,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816203,1327.75,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816201,1017.12,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816227,1773.84,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816224,616.02,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816649,281.3,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816680,1034.82,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816215,410.67,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816221,967.29,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816266,701.94,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816234,1633.26,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816219,802.31,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816264,2636.28,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326503,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,4100814618,3900,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,3300326488,275,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816222,484.25,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816220,440,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326467,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,3300326487,1665.05,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,3300326491,269,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45328,4100816416,1248.21,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,3300326489,425,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326293,418,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326498,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326217,519,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326462,420,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326502,666.66,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326482,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326495,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326330,466.91,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45328,3300326500,250,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45328,7003490917,3000,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45328,4100816247,5000,REIDS PLAYGROUND MAINTENANCE LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019104,357.89,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019105,14083,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019106,537.16,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019107,474.43,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019108,309.25,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019109,275,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019110,254.55,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019111,357.89,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019112,2875,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45328,5200019113,504.55,ARCO ENVIRONMENTAL LIMITED
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45328,4100816335,2000,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45328,4100816341,4247.3,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,3300326493,2136,Garden Suburb Junior School
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45328,3300326518,6790,Wentworth TC Limited
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45329,4100816041,335.4,ENFIELD CARS LTD
LONDON BOROUGH OF ENFIELD,HRA,Utilities,45329,3300326546,4687.45,THAMES WATER UTILITIES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45329,4100816828,1075.08,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45329,4100816833,620.7,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Paper Products,45329,4100816842,569.32,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45329,4100815921,100514.53,WATES LIVING SPACE (MAINT) LTD-LINB
LONDON BOROUGH OF ENFIELD,PEOPLE,Nursery Education,45329,7003491156,881,WAVERLEY SCHOOL
LONDON BOROUGH OF ENFIELD,PEOPLE,Nursery Education,45329,7003491154,881,LEAPFROG NURSERY SCHOOL
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45329,3300326542,29091.4,NAS SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45329,3300326543,23340.28,NAS SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45329,4100815954,3631.65,THE NATIONAL FOSTERING AGENCY LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45329,4100816012,5987.65,THE NATIONAL FOSTERING AGENCY LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45329,4100816016,4534.99,THE NATIONAL FOSTERING AGENCY LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45329,4100815959,1034.66,THOMAS RIDLEY & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45329,4100816686,492.2,THOMAS RIDLEY & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Nursery Education,45329,7003491155,881,RIGHT START MONTESSORI
LONDON BOROUGH OF ENFIELD,PLACE,Storage/Removal,45329,4100812783,290,J A STEEL & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45329,4100816791,3638,JAMMA UMOJA
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45329,4100816775,488.33,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45329,4100816845,3714.42,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45329,4100814217,275,OCCUPATIONAL THERAPY PARTNERSHIP
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45329,4100812727,1179.4,NEWLINE ANGLIA LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45329,4100812754,1216.93,NEWLINE ANGLIA LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45329,4100816790,3324.11,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45329,4100816794,3324.11,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45329,4100816807,2824.41,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45329,4100816812,873,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45329,4100816823,2333.4,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45329,4100816826,4301.79,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45329,4100816827,2333.4,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45329,4100816836,2333.4,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45329,4100816805,500,OPUS PHARMACY SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Transport services,45329,4100816228,954.29,LONDON HIRE LTD
LONDON BOROUGH OF ENFIELD,HRA,Security/Safety Eqpm,45329,4100816846,211.48,BARNET LOCK & SECURITY
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45329,4100812755,7461.24,TRAVIS PERKINS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45329,7003491051,366.4,BLUEBIRD CARE (ENFIELD)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45329,7003491053,3508.28,BLUEBIRD CARE (ENFIELD)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45329,7003491055,3041.12,BLUEBIRD CARE (ENFIELD)
