Entity Name,Directorate,Service/Board,Cost Centre,Description,Subjective,Description,Supplier Name,Payment Date,Line Amount,Invoice Amount,Net Amount
51 Council of the Isles of Scilly,"Place, Economy and Environment",Inshore Fisheries and Conservation Authorities.,600220,IFCA,31201,Marine Gas Oil,Sibleys Fuel & Marine Services,45127.041666666664,898.4,1078.08,898.4
51 Council of the Isles of Scilly,"Place, Economy and Environment",Inshore Fisheries and Conservation Authorities.,600220,IFCA,46119,Haulage Costs,Isles Of Scilly Steamship Co,45134.041666666664,1200,1440,1200
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600230,Capital Development & Procurement Team,43505,Professional Services,Inner Circle Consulting Ltd,45132.041666666664,5000,6000,5000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600230,Capital Development & Procurement Team,93417,Matched Funding,St Martins Cosmos Observatory,45111.041666666664,1500,1500,1500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600233,CIOS Cultural Centre,43505,Professional Services,Isles of Scilly Museum Association,45113.041666666664,6532.52,6532.52,6532.52
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600233,CIOS Cultural Centre,43512,Publicity Promotions & Marketing,Roscoe Communications Ltd,45113.041666666664,1575,1890,1575
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21101,R&M - Buildings - Planned,Davey & Gilbert Ltd,45125.041666666664,665,798,665
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21101,R&M - Buildings - Planned,Davey & Gilbert Ltd,45125.041666666664,650,780,650
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Davey & Gilbert Ltd,45111.041666666664,620,744,620
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Davey & Gilbert Ltd,45127.041666666664,795,954,795
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Davey & Gilbert Ltd,45134.041666666664,836,1003.2,836
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Wright Construction,45118.041666666664,500,600,500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Wright Construction,45125.041666666664,5370,6444,5370
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21210,R&M - Electrical - Reactive,Wright Construction,45125.041666666664,1012,1214.4,1012
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,22002,Electricity,Edf Energy Plc,45114.041666666664,-2222.87,2517.45,2072.87
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,22002,Electricity,Edf Energy Plc,45114.041666666664,-150,2517.45,2072.87
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,22002,Electricity,Edf Energy Plc,45114.041666666664,2222.87,2517.45,2072.87
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600241,Private Housing,22501,Rent,,45121.041666666664,700,700,700
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43504,Consultancy,Cornwall Council,45120.041666666664,506.88,608.26,506.88
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43506,Professional Fees - Legal,Cornwall Council,45125.041666666664,24605,29526,24605
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,49002,Miscellaneous Expenditure,Civica Uk Ltd,45134.041666666664,-4777.78,5733.34,4777.78
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,49002,Miscellaneous Expenditure,Civica Uk Ltd,45134.041666666664,4777.78,5733.34,4777.78
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600306,Elections,43002,Stationery and Consumables,Democracy Counts Ltd,45132.041666666664,922,1106.4,922
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600313,Normandy Swimming Pool,22002,Electricity,Edf Energy Plc,45114.041666666664,2145.74,2574.89,2145.74
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600314,Fitness Centre,41104,Equipment & Plant - Direct Purchase,Westech (Sw) Limited,45120.041666666664,-1303.56,1536.94,1303.56
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600314,Fitness Centre,41104,Equipment & Plant - Direct Purchase,Westech (Sw) Limited,45120.041666666664,136.7,1536.94,1303.56
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600314,Fitness Centre,41104,Equipment & Plant - Direct Purchase,Westech (Sw) Limited,45120.041666666664,1166.86,1536.94,1303.56
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600314,Fitness Centre,41104,Equipment & Plant - Direct Purchase,Westech (Sw) Limited,45120.041666666664,1303.56,1536.94,1303.56
51 Council of the Isles of Scilly,Chief Executives Department,Support Services.,600321,Finance,11413,Pension Payments - Added Years,Cornwall Council,45127.041666666664,2694.96,2694.96,2694.96
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,12506,Bike 2 Work Scheme,Cycle Solutions (Cycle to Work) Ltd,45127.041666666664,468.75,562.5,468.75
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,43510,Advertising (Non Recruitment),Hemming Group Ltd,45134.041666666664,10000,12000,10000
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600328,Levelling Up Fund – Sea Link Project,43504,Consultancy,Bloom Procurement Services Ltd,45127.041666666664,8674,10408.8,8674
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600328,Levelling Up Fund – Sea Link Project,43504,Consultancy,Bloom Procurement Services Ltd,45120.041666666664,8400,10080,8400
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89104,Major Enhancement Works,Teignmouth Maritime Services Ltd,45120.041666666664,192265.78,230718.94,192265.78
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Bloom Procurement Services Ltd,45118.041666666664,13533.33,16240,13533.33
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Bloom Procurement Services Ltd,45125.041666666664,13577.03,16292.44,13577.03
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,,45132.041666666664,3356.25,3356.25,3356.25
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Purcell Architecture Ltd,45125.041666666664,69929.37,83915.24,69929.37
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,,45111.041666666664,2232.38,2232.38,2232.38
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89104,Major Enhancement Works,Wright Construction,45120.041666666664,4158,4989.6,4158
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89202,Legal Fees & Expenses,Ashfords,45132.041666666664,550,550,550
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89209,Other Professional Fees,Currie & Brown UK Ltd,45134.041666666664,4685,5622,4685
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690004,Democratic & Corporate Directorate,89104,Major Enhancement Works,Wright Construction,45125.041666666664,20753.33,24904,20753.33
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,21101,R&M - Buildings - Planned,SWAN Maintenance,45160.041666666664,735.8,735.8,735.8
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,21101,R&M - Buildings - Planned,Wright Construction,45169.041666666664,35710,42852,35710
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45160.041666666664,11250,13500,11250
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,22002,Electricity,Community Venture (Smart Islands Project),45146.041666666664,2293.51,2752.2,2293.51
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,24001,Water,South West Water Ltd,45139.041666666664,674.82,674.82,674.82
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45139.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45139.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45155.041666666664,1874.5,2249.4,1874.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45155.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45155.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45169.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,,45153.041666666664,796.25,796.25,796.25
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41201,Office Furniture,F.C.Brown(steel Equipment)Ltd,45153.041666666664,-128.33,770,641.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41201,Office Furniture,F.C.Brown(steel Equipment)Ltd,45153.041666666664,128.33,770,641.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41201,Office Furniture,F.C.Brown(steel Equipment)Ltd,45153.041666666664,641.67,770,641.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41201,Office Furniture,Portable Space Ltd,45139.041666666664,1891,2269.2,1891
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41304,Cleaning & Domestic Materials,Scilly Self Catering,45146.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41304,Cleaning & Domestic Materials,Scilly Self Catering,45155.041666666664,-1874.5,2249.4,1874.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41304,Cleaning & Domestic Materials,Scilly Self Catering,45155.041666666664,1874.5,2249.4,1874.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41304,Cleaning & Domestic Materials,Scilly Self Catering,45155.041666666664,-1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,41304,Cleaning & Domestic Materials,Scilly Self Catering,45155.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,43505,Professional Services,Vickery Holman Ltd,45146.041666666664,4800,5760,4800
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,45217,Annual Licence Software Fees,Trackplan,45148.041666666664,1560,1560,1560
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600002,Public Conveniences,21101,R&M - Buildings - Planned,SWAN Maintenance,45155.041666666664,1943,1943,1943
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600002,Public Conveniences,27001,Contract Cleaning,,45155.041666666664,775,775,775
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600002,Public Conveniences,41304,Cleaning & Domestic Materials,ESPO Eastern Shires Purchasing Organisation,45155.041666666664,1105.7,1326.84,1105.7
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600003,Commercial Property,22002,Electricity,Edf Energy Plc,45163.041666666664,1331.42,1597.7,1331.42
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,43505,Professional Services,Pitman Associates Ltd.,45162.041666666664,1190,1428,1190
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,43532,Professional Fees - Other,Building Research Establishment Ltd,45141.041666666664,3839,4606.8,3839
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,43532,Professional Fees - Other,Pfa Research Ltd,45160.041666666664,8885,10662,8885
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,89104,Major Enhancement Works,Marine Management Organisation,45162.041666666664,3934.5,3934.5,3934.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,89204,Design Fees,Campbell Reith Hill LLP,45167.041666666664,5000,6000,5000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600010,Operational R & M Services,31204,Derv Purchases,Acute Trading Ltd,45146.041666666664,618,741.6,618
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600010,Operational R & M Services,41109,R&M of Plant & Equipment,Flowplant Group Ltd,45160.041666666664,780.42,936.51,780.42
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600012,Highways,22002,Electricity,Edf Energy Plc,45142.041666666664,-1306.34,1710.26,1425.22
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600012,Highways,22002,Electricity,Edf Energy Plc,45142.041666666664,1197.65,1710.26,1425.22
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600012,Highways,22002,Electricity,Edf Energy Plc,45142.041666666664,1533.91,1710.26,1425.22
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600012,Highways,43504,Consultancy,Richard Lewis - Active Planning,45148.041666666664,4000,4000,4000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600012,Highways,43532,Professional Fees - Other,J R Stideford & Son,45162.041666666664,3850,4620,3850
51 Council of the Isles of Scilly,"Place, Economy and Environment",Planning and Development.,600023,Planning Enforcement,43505,Professional Services,Bloom Procurement Services Ltd,45146.041666666664,5150,6180,5150
51 Council of the Isles of Scilly,"Place, Economy and Environment",Planning and Development.,600023,Planning Enforcement,43505,Professional Services,Bloom Procurement Services Ltd,45148.041666666664,2625,3150,2625
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,22501,Rent,Island Floorcare,45160.041666666664,718.8,718.8,718.8
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,25003,Fire Equipment,Mitchell Communcations Ltd,45146.041666666664,3863.75,4636.5,3863.75
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,25003,Fire Equipment,National Fire Chiefs Council (NFCC),45146.041666666664,1500,1800,1500
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,43532,Professional Fees - Other,Cornwall Council,45169.041666666664,1100,6240,5200
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,43532,Professional Fees - Other,Cornwall Council,45148.041666666664,5338,6405.6,5338
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,43577,Actuary Fee,Hymans Robertson LLP,45169.041666666664,5500,6600,5500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,22501,Rent,Duchy Of Cornwall,45155.041666666664,1687.5,1687.5,1687.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,22501,Rent,Duchy Of Cornwall,45155.041666666664,999.66,999.66,999.66
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,22501,Rent,Duchy Of Cornwall,45155.041666666664,1687.5,1687.5,1687.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,22501,Rent,Duchy Of Cornwall,45167.041666666664,1687.5,1687.5,1687.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,22501,Rent,Duchy Of Cornwall,45167.041666666664,999.66,999.66,999.66
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,41302,Materials,D A Pak Ltd,45160.041666666664,540,648,540
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,41305,Purchase of Waste Sacks,Imperial Polythene Products Ltd,45169.041666666664,10478.21,12573.86,10478.21
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,43532,Professional Fees - Other,Eunomia Research and Consulting Ltd,45160.041666666664,10988,13185.6,10988
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,43532,Professional Fees - Other,Weightron Bilanciai Ltd,45139.041666666664,1128.3,1353.96,1128.3
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Island Carriers,45162.041666666664,4298.2,5157.88,4298.2
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Isles Of Scilly Steamship Co,45160.041666666664,14796.62,17755.93,14796.62
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Sibleys Fuel & Marine Services,45155.041666666664,-1689.68,1893.11,1689.68
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Sibleys Fuel & Marine Services,45155.041666666664,793.03,1893.11,1689.68
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Sibleys Fuel & Marine Services,45155.041666666664,896.65,1893.11,1689.68
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Sibleys Fuel & Marine Services,45155.041666666664,1689.68,1893.11,1689.68
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Bryher Forge,45160.041666666664,1265.5,1265.5,1265.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,,45139.041666666664,1100,1100,1100
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,,45160.041666666664,1100,1100,1100
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600042,Waste Recycling (Code Closed),46118,Freight Costs,Isles Of Scilly Steamship Co,45139.041666666664,5236.23,6283.51,5236.23
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,21101,R&M - Buildings - Planned,Wright Construction,45162.041666666664,1160,1392,1160
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,21101,R&M - Buildings - Planned,Wright Construction,45162.041666666664,815,978,815
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,21101,R&M - Buildings - Planned,DMF Carpentry,45160.041666666664,3360,4032,3360
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,22001,Heating Oil,Sibleys Fuel & Marine Services,45162.041666666664,1394.72,3571.64,3150.71
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,22002,Electricity,Edf Energy Plc,45139.041666666664,1389.81,1667.77,1389.81
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,22002,Electricity,Edf Energy Plc,45149.041666666664,808.32,969.98,808.32
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,22002,Electricity,Edf Energy Plc,45160.041666666664,2265.74,2718.88,2265.74
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,27001,Contract Cleaning,Island Cleaning co,45153.041666666664,1170,1170,1170
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,31102,Vehicle Repair and Maintenance,1A Engineering,45155.041666666664,8281.12,8281.12,8281.12
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,31204,Derv Purchases,Sibleys Fuel & Marine Services,45162.041666666664,1755.99,3571.64,3150.71
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,41103,Equipment - Spares,RS Components Ltd,45169.041666666664,775.2,930.24,775.2
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,43501,External Testing & Analysis,Avery Weigh Tronix,45169.041666666664,1175.25,1410.3,1175.25
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,43505,Professional Services,Cornwall Airport Ltd,45153.041666666664,750,900,750
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,43510,Advertising (Non Recruitment),DVV Media International Limited (Flight Global),45148.041666666664,1290,1548,1290
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,45207,IT Hardware Purchases,Phoenix Recording Systems Ltd,45148.041666666664,1250,1500,1250
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,45210,IT Communications,Servicom (High Tech) Ltd,45155.041666666664,622.08,746.49,622.08
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,45210,IT Communications,Servicom (High Tech) Ltd,45155.041666666664,491.67,589.99,491.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Infrastructure and Planning Management.,600070,Infrastructure & Planning SLT,49002,Miscellaneous Expenditure,Imperial Polythene Products Ltd,45146.041666666664,-1158.85,1390.58,1158.82
51 Council of the Isles of Scilly,"Place, Economy and Environment",Infrastructure and Planning Management.,600070,Infrastructure & Planning SLT,49002,Miscellaneous Expenditure,Imperial Polythene Products Ltd,45146.041666666664,1158.82,1390.58,1158.82
51 Council of the Isles of Scilly,"Place, Economy and Environment",Infrastructure and Planning Management.,600070,Infrastructure & Planning SLT,49002,Miscellaneous Expenditure,Imperial Polythene Products Ltd,45146.041666666664,1158.85,1390.58,1158.82
51 Council of the Isles of Scilly,"Place, Economy and Environment",Infrastructure and Planning Management.,600070,Infrastructure & Planning SLT,49002,Miscellaneous Expenditure,Wheal Alfred Metals Recycling Ltd,45148.041666666664,750.9,901.08,750.9
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45141.041666666664,-15726,1825.2,1521
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45141.041666666664,1521,1825.2,1521
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45141.041666666664,15726,1825.2,1521
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45148.041666666664,1521,1825.2,1521
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45155.041666666664,585,702,585
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45162.041666666664,1443,1731.6,1443
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45169.041666666664,1755,2106,1755
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,22501,Rent,,45149.041666666664,822.84,822.84,822.84
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,31602,Air Travel,Pentreath Ltd,45146.041666666664,574,574,574
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,43506,Professional Fees - Legal,Cornwall Council,45139.041666666664,885,1062,885
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,43506,Professional Fees - Legal,Cornwall Council,45146.041666666664,1699.2,2039.04,1699.2
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,43532,Professional Fees - Other,Adass,45148.041666666664,2408,2408,2408
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,57065,Independent At Home Care - Private Contractors,,45167.041666666664,540,540,540
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,57065,Independent At Home Care - Private Contractors,,45167.041666666664,1200,1200,1200
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600101,Better Care Fund,31603,Other Public Transport,St Mary's Boatmens Association,45153.041666666664,585,585,585
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600101,Better Care Fund,31603,Other Public Transport,Tresco Island Ltd,45139.041666666664,767,767,767
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600101,Better Care Fund,31603,Other Public Transport,Tresco Island Ltd,45139.041666666664,887,887,887
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600101,Better Care Fund,47013,Grants & Conts to Other Bodies - Discretionary,Age UK Cornwall & The Isles of Scilly (Age Concern In Cornwall & The Isles of Scilly),45149.041666666664,3375,3375,3375
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600103,Short and Long Term Support 18-64,57053,Independent Schools - Private Contractors,Autism West Midlands,45149.041666666664,9413.84,9413.84,9413.84
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600104,Short and Long Term Support 65,57066,Independent Meals at Home - Private Contractors,Cornwall Partnership NHS Foundation Trust,45167.041666666664,1410,1692,1410
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Newcross Healthcare Solutions Ltd,45155.041666666664,2099.4,2099.4,2099.4
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Nurse Plus,45139.041666666664,4293.73,4293.73,4293.73
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Nurse Plus,45146.041666666664,3680.8,3680.8,3680.8
