Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Net Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Nurs Spot,Langford Park Ltd,2023-06-26 00:00:00,SC01-000024992|SC-IAS-100005529|S0015911|5641779559,5298.24,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Sdg ST Phys Support - Respite,Sidmouth Care Limited,2023-06-26 00:00:00,SC01-000024992|SC-IAS-100005530|S0015928|5641779560,5280,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Nurs Spot,GolfHill Limited,2023-06-26 00:00:00,SC01-000024992|SC-IAS-100005531|S0015961|5639839762,3769.36,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - SRC Spot,Hyde Crook Nursing Home Ltd,2023-06-26 00:00:00,SC01-000024992|SC-IAS-100005532|S0016134|5641779562,4000,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Nurs OPMH Spot,Barchester Healthcare Homes Ltd,2023-06-26 00:00:00,SC01-000024992|SC-IAS-100005533|S0016294|5639839764,4000,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Res Spot,Stoneleigh Residential Care Home Lt,2023-06-26 00:00:00,SC01-000024992|SC-IAS-100005534|S0016317|5639839765,-1168.76,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Res Spot,Beaufort Park Ltd,2023-06-26 00:00:00,SC01-000024992|SC-IAS-100005535|S0040658|5641779565,4035.6,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Res Spot,Bridge House Residential Home Ltd,2023-06-26 00:00:00,SC01-000024992|SC-IAS-100005536|S0041253|5641779566,-691.2,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,South Somerset Partnership School,BW Taxis Limited,2023-06-26 00:00:00,SC01-000025018|SC-ISC-100013747|S0002364|5641805487,920,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,South Somerset Partnership School,Commsplus Ltd,2023-06-26 00:00:00,SC01-000025018|SC-ISC-100013751|S0002928|5641805491,582.92,Communications - Telephones - Calls
Somerset Council,2023-09-30 00:00:00,South Somerset Partnership School,Commsplus Ltd,2023-06-26 00:00:00,SC01-000025018|SC-ISC-100013752|S0002928|5641805491,517.69,Communications - Telephones - Calls
Somerset Council,2023-09-30 00:00:00,South Somerset Partnership School,Elementa Support Services Limited,2023-06-26 00:00:00,SC01-000025018|SC-ISC-100013754|S0013631|5641805494,1170.54,Employee Agency
Somerset Council,2023-09-30 00:00:00,South Somerset Partnership School,Prospero Recruitment Limited,2023-06-26 00:00:00,SC01-000025018|SC-ISC-100013755|S0008868|5641805495,1099.44,Employee Agency
Somerset Council,2023-09-30 00:00:00,South Somerset Partnership School,Prospero Recruitment Limited,2023-06-26 00:00:00,SC01-000025018|SC-ISC-100013756|S0008868|5641805495,741.1,Employee Agency
Somerset Council,2023-09-30 00:00:00,South Somerset Partnership School,Thriiver Ltd,2023-06-26 00:00:00,SC01-000025018|SC-ISC-100013759|S0001350|5641805499,1160,Training - Course Fees
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Homecare,Atwell Care Limited,2023-06-26 00:00:00,SC01-000025037|16109|S0014375|5641806627,25387.5,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-06-26 00:00:00,SC01-000025044|16115|S0008826|5641929587,6840,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD Shared Lives Team,Shared Lives South West,2023-06-26 00:00:00,SC01-000025047|16120|S0006928|5641929286,32044.32,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,HRA Temporary Acc Exp,MR KEVEN PEARSE,2023-06-26 00:00:00,SC01-000025062|SC-SIN-100002888|S0038971|5641803452,680,Repairs & Maint - Planned Maint - Building Ext Fabric
Somerset Council,2023-09-30 00:00:00,County Ticket,Isle Valley Transport,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001010|S0005104|5641808709,13518.36,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001011|S0002348|5641808713,7003.44,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001012|S0002348|5641808713,17126.64,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001013|S0002348|5641808713,6036.12,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001014|S0002348|5641808713,21445.68,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001015|S0002348|5641808713,2901.36,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001016|S0002348|5641808713,6380,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,FromeBus Limited,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001017|S0012471|5641808718,6064.34,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,FromeBus Limited,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001018|S0012471|5641808718,6837.6,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,FromeBus Limited,2023-06-26 00:00:00,SC01-000025068|SC-ICT-100001019|S0012471|5641808718,8727.38,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,HRA - Housing Stock - Repairs Exp,[Redacted],2023-06-26 00:00:00,SC01-000025076|SC-SIN-100002889|S0038971|5641803452,1600,Repairs & Maint - Responsive Maint - General
Somerset Council,2023-09-30 00:00:00,HRA Voids - Major,MR KEVEN PEARSE,2023-06-26 00:00:00,SC01-000025084|SC-SIN-100002890|S0038971|5641803452,3460,Repairs & Maint - Planned Maint - Building Ext Fabric
Somerset Council,2023-09-30 00:00:00,HRA Open Contract Capital Suspense,[Redacted],2023-06-26 00:00:00,SC01-000025089|SC-SIN-100002891|S0038971|5641803452,500,Supplies & Services - Suspense
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Clydach Mini Travel Ltd,2023-06-26 00:00:00,SC01-000025139|SC-ICT-100000987|S0015270|5641807319,702.93,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,ASC MH Day Care,Heads Up Somerset Limited,2023-06-26 00:00:00,SC01-000025140|16152|S0013515|5641929251,519.68,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Day Care,Heads Up Somerset Limited,2023-06-26 00:00:00,SC01-000025143|16156|S0013515|5641929251,519.68,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Day Care,Heads Up Somerset Limited,2023-06-26 00:00:00,SC01-000025147|16165|S0013515|5641929251,519.68,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Clydach Mini Travel Ltd,2023-06-26 00:00:00,SC01-000025162|SC-ICT-100000994|S0015270|5641807319,702.93,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,WOOKEY TAXIS CONSORTIUM LTD,2023-06-26 00:00:00,SC01-000025163|SC-ICT-100000995|S0002341|5641807320,892.3,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,LD DP SaWS,[Redacted],2023-06-26 00:00:00,SC01-000025169|SC-IAS-100005537|S0025049|5641807917,912.8,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,SSom LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025171|SC-IAS-100005538|S0044178|5641807918,9943.12,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025172|SC-IAS-100005539|S0021383|5641808046,2275.52,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,NHS Somerset,Hillcrest Taxis,2023-06-26 00:00:00,SC01-000025174|SC-ICT-100000997|S0005346|5641808071,585.63,Direct Transport - Medical Need Transport
Somerset Council,2023-09-30 00:00:00,School Transport(CLA)-S.Somers,Hillcrest Taxis,2023-06-26 00:00:00,SC01-000025174|SC-ICT-100000998|S0005346|5641808071,776,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,NHS Somerset,AJ Taxis,2023-06-26 00:00:00,SC01-000025174|SC-ICT-100000999|S0007930|5641808050,1085,Direct Transport - Medical Need Transport
Somerset Council,2023-09-30 00:00:00,NHS Somerset,Hillcrest Taxis,2023-06-26 00:00:00,SC01-000025177|SC-ICT-100001004|S0005346|5641808071,1120,Direct Transport - Medical Need Transport
Somerset Council,2023-09-30 00:00:00,SSom LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025181|SC-IAS-100005541|S0032811|5641808834,2061.49,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025182|SC-IAS-100005542|S0029766|5641808719,2045.45,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,Accessible Transport West Somerset,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001020|S0002391|5641813164,7005.22,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,Accessible Transport West Somerset,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001021|S0002391|5641813164,503.64,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,Mendip Community Transport,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001022|S0001594|5641813155,2270.4,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,Mendip Community Transport,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001023|S0001594|5641813155,1432.75,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,Mendip Community Transport,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001024|S0001594|5641813155,3967.62,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001025|S0002348|5641808713,19467.36,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001026|S0002348|5641808713,1733.04,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001027|S0002348|5641808713,9491.2,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,Ridlers Ltd,2023-06-26 00:00:00,SC01-000025185|SC-ICT-100001028|S0002363|5641808728,689.4,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,LD DP SaWS,[Redacted],2023-06-26 00:00:00,SC01-000025186|SC-IAS-100005543|S0043602|5641809606,1832.04,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Tton LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025189|SC-IAS-100005544|S0044171|5641809737,1944.62,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025191|SC-ICT-100001045|S0007415|5641815182,500,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Friends Taxis Limited,2023-06-26 00:00:00,SC01-000025191|SC-ICT-100001053|S0013915|5641809759,682,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Friends Taxis Limited,2023-06-26 00:00:00,SC01-000025191|SC-ICT-100001054|S0013915|5641809759,540,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Homecare,Butterfields Home Services Limited,2023-06-26 00:00:00,SC01-000025223|16184|S0009118|5641929304,8601.6,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025251|SC-IAS-100005550|S0030536|5641811635,-1231.82,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025254|SC-IAS-100005552|S0044213|5641811636,4793.94,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,St Louis Primary School,ASDA Stores Limited,2023-06-26 00:00:00,SC01-000025257|SC-ISC-100013875|S0013048|5641815429,2047.5,Catering - Catering
Somerset Council,2023-09-30 00:00:00,St Louis Primary School,Dolce Schools Catering,2023-06-26 00:00:00,SC01-000025257|SC-ISC-100013884|S0013658|5641815438,3090.56,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Stratton on Fosse St Benedict,Edwards and Ward Limited,2023-06-26 00:00:00,SC01-000025269|SC-ISC-100013801|S0007199|5641813013,3596.42,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,BFS Group Ltd t/a Bidfood,2023-06-26 00:00:00,SC01-000025271|SC-ISC-100013806|S0003466|5641926596,859.13,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,Findel Education Limited,2023-06-26 00:00:00,SC01-000025271|SC-ISC-100013816|S0002722|5641930162,804,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,Juniper Education Services Ltd,2023-06-26 00:00:00,SC01-000025271|SC-ISC-100013820|S0015445|5641813755,1539.85,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,Monarch Education,2023-06-26 00:00:00,SC01-000025271|SC-ISC-100013823|S0013102|5641813758,585,Employee Agency
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,QT Education,2023-06-26 00:00:00,SC01-000025271|SC-ISC-100013826|S0007693|5641931706,910,Employee Agency
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,Southern Electric,2023-06-26 00:00:00,SC01-000025271|SC-ISC-100013830|S0002779|5641813765,2148.72,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025273|SC-IAS-100005553|S0032029|5641813767,8421.72,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,SSom LT Phys Support - Homecare,DD EE Consulting UK Ltd,2023-06-26 00:00:00,SC01-000025274|16191|S0014558|5641929305,73500,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,Accessible Transport West Somerset,2023-06-26 00:00:00,SC01-000025275|SC-ICT-100001057|S0002391|5641813164,2341.32,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Accessible Transport,Mendip Community Transport,2023-06-26 00:00:00,SC01-000025275|SC-ICT-100001058|S0001594|5641813155,16550.09,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Accessible Transport,Mendip Community Transport,2023-06-26 00:00:00,SC01-000025275|SC-ICT-100001059|S0001594|5641813155,15775.93,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025276|SC-IAS-100005554|S0032472|5641813157,-524.12,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,County Ticket,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001060|S0002416|5641813159,2750.4,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001061|S0002416|5641813159,12533.56,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001062|S0002416|5641813159,8990.03,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001063|S0002416|5641813159,5975.35,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001064|S0002416|5641813159,5040.69,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001065|S0002416|5641813159,8970.16,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Accessible Transport,Accessible Transport West Somerset,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001066|S0002391|5641813164,8657.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Accessible Transport,Community Transport South West,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001067|S0002060|5641813167,3041.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Accessible Transport,Community Transport South West,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001068|S0002060|5641813167,3041.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Accessible Transport,Community Transport South West,2023-06-26 00:00:00,SC01-000025277|SC-ICT-100001069|S0002060|5641813167,3041.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,County Ticket,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025279|SC-ICT-100001070|S0002333|5641813785,7033.74,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025279|SC-ICT-100001071|S0002333|5641813785,7470.56,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,Hatch Green Coaches Ltd,2023-06-26 00:00:00,SC01-000025279|SC-ICT-100001072|S0002368|5641813786,6476.34,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Homecare,Abicare Services Limited,2023-06-26 00:00:00,SC01-000025281|16192|S0014754|5641929306,4919.2,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,SSom LT Phys Support - Homecare,Abicare Services Limited,2023-06-26 00:00:00,SC01-000025282|16193|S0014754|5641929306,4919.2,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Covenant Care Limited,2023-06-26 00:00:00,SC01-000025283|16194|S0014360|5641929308,5667.2,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Covenant Care Limited,2023-06-26 00:00:00,SC01-000025284|16195|S0014360|5641929308,3187.8,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Ashlands Primary School,G A Helliar & Son Limited,2023-06-26 00:00:00,SC01-000025286|SC-ISC-100013841|S0003530|5641815939,1383.21,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Ashlands Primary School,G A Helliar & Son Limited,2023-06-26 00:00:00,SC01-000025286|SC-ISC-100013842|S0003530|5641815939,1479.97,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Home to School Transport,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001560|S0002416|5641813159,2965.14,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001561|S0002416|5641813159,3886.02,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001562|S0002416|5641813159,4050,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001563|S0002416|5641813159,4445.64,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001564|S0002416|5641813159,2952,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001565|S0002416|5641813159,1953.9,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001566|S0002416|5641813159,2040,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,LIBRA TRAVEL LTD,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001567|S0002416|5641813159,3842.1,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Sedgemoor,CR Penny T/A Anchor Taxis,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001569|S0002375|5641816112,3182.4,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,CR Penny T/A Anchor Taxis,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001570|S0002375|5641816112,3192,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,CR Penny T/A Anchor Taxis,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001571|S0002375|5641816112,1103.13,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001572|S0002333|5641813785,6393.42,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001573|S0002333|5641813785,5364,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001574|S0002333|5641813785,5659.74,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001575|S0002333|5641813785,6259.32,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001576|S0002333|5641813785,6650.46,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001577|S0002333|5641813785,5581.44,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001578|S0002333|5641813785,6256.98,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001579|S0002333|5641813785,6282,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001580|S0002333|5641813785,6503.4,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001581|S0002333|5641813785,5659.74,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Bakers Dolphin,2023-06-26 00:00:00,SC01-000025288|SC-IST-100001582|S0002333|5641813785,5268.06,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,PRU Transport - South Somerset,Hillcrest Taxis,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001584|S0005346|5641808071,975.9,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-06-26 00:00:00,SC01-000025289|SC-IST-100001585|S0019120|5641815173,3483.72,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,TNT Taxis Taunton Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001586|S0012697|5641815174,2040,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Mainstream Special - Taunton & West Som,[Redacted],2023-06-26 00:00:00,SC01-000025289|SC-IST-100001587|S0026716|5641815176,1175.04,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-06-26 00:00:00,SC01-000025289|SC-IST-100001588|S0026716|5641815176,1302.26,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-06-26 00:00:00,SC01-000025289|SC-IST-100001589|S0026716|5641815176,1270.8,Vehicle Contract Hire/Op Leases - Vehicle Hire
