Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Baltonsborough Village Hall And Playing Field Trust,2023-07-03 00:00:00,SC01-000027896|SC-ISC-100015032|S0000013|5642151640,1060.15,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,[Redacted],2023-07-17 00:00:00,SC01-000032178|SC-IST-100002089|S0002409|5642591418,914,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Mainstream Special Transport - Sedgemoor,Chequer Cabs,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002100|S0002403|5642591429,1459.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Waste Head Office,Home Furniture Services Trust,2023-07-17 00:00:00,SC01-000004224|SC-SID-100006032|S0002649|5642695104,625.66,TPP Other - Recycling Credits
Somerset Council,2023-09-30 00:00:00,Dunster Primary School,The National Trust (Enterprises) Li,2023-07-17 00:00:00,SC01-000030238|SC-ISC-100018324|S0002720|5642588270,500,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Res Spot,Somerset Care Limited,2023-07-17 00:00:00,SC01-000023910|15422|S0002774|5642588947,527.39,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Res Spot,Somerset Care Limited,2023-07-17 00:00:00,SC01-000023911|15423|S0002774|5642588050,2321.06,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Res Spot,Somerset Care Limited,2023-07-17 00:00:00,SC01-000023918|15428|S0002774|5642588948,608.8,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,Berrow Primary School,Scholastic Ltd,2023-07-17 00:00:00,SC01-000032177|SC-ISC-100018498|S0002763|5642590967,1148.72,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Exford Primary School,SOMERSET COUNTY COUNCIL,2023-07-17 00:00:00,SC01-000032096|SC-ISC-100018090|S0002850|5642584019,865.09,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Shepton Mallet Infants School,SOMERSET COUNTY COUNCIL,2023-07-17 00:00:00,SC01-000032110|SC-ISC-100018148|S0002850|5642584869,1770,Rates - Business Rates NNDR
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,SOMERSET COUNTY COUNCIL,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018472|S0002850|5642590430,905.4,Fees & Hired - Examination Fees (Schools only)
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,SOMERSET COUNTY COUNCIL,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018473|S0002850|5642590431,1830,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,SOMERSET COUNTY COUNCIL,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018475|S0002850|5642590433,1440,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,NAS Services Limited,2023-07-17 00:00:00,SC01-000013145|14190|S0002948|5642585826,2045.94,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,Continental Sports Ltd,2023-07-17 00:00:00,SC01-000032190|SC-ISC-100018564|S0002912|5642702924,1647,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,Teaching Personnel Ltd,2023-07-17 00:00:00,SC01-000032152|SC-ISC-100018301|S0002959|5642587924,514.92,Employee Agency
Somerset Council,2023-09-30 00:00:00,Kilmersdon Primary School,PGL TRAVEL LTD,2023-07-17 00:00:00,SC01-000031278|SC-ISC-100017377|S0003014|5642459846,1050,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,St Johns Infants (Glastonbury),Peters Ltd,2023-07-17 00:00:00,SC01-000031973|SC-ISC-100018079|S0003195|5642580281,2020,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Stoberry Park Primary School,Travel Class Ltd t/a JCA Adventure,2023-07-17 00:00:00,SC01-000032158|SC-ISC-100018212|S0003324|5642587230,2280,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,Trinity Primary School (Frome),Early Education,2023-07-17 00:00:00,SC01-000031950|SC-ISC-100018002|S0003383|5642576000,580,Training - Course Fees
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,BFS Group Ltd t/a Bidfood,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018376|S0003466|5642590328,668.49,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,BFS Group Ltd t/a Bidfood,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018378|S0003466|5642590330,744.71,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,BFS Group Ltd t/a Bidfood,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018379|S0003466|5642590331,767.33,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,SPORTING WORLD,2023-07-17 00:00:00,SC01-000032152|SC-ISC-100018297|S0003538|5642587920,594,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,SPORTING WORLD,2023-07-17 00:00:00,SC01-000032152|SC-ISC-100018298|S0003538|5642587921,567,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Coroners,NORTH BRISTOL NHS TRUST,2023-07-17 00:00:00,SC01-000031779|20625|S0003693|5642586796,4340,TPP Other - Doctors & Paths
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,OCR,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018422|S0003730|5642590374,6849.9,Fees & Hired - Examination Fees (Schools only)
Somerset Council,2023-09-30 00:00:00,Rockwell Green Primary School,TECHNOLOGY RENTALS LTD,2023-07-17 00:00:00,SC01-000032113|SC-ISC-100018171|S0003969|5642585382,1094,School Suspense - Equipment ICT- DFCG
Somerset Council,2023-09-30 00:00:00,Fostering Placements,The National Fostering Agency Ltd,2023-07-17 00:00:00,SC01-000018282|11819|S0004008|5642694240,3794.4,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Concessionary Fares - Discretionary,Wivey Link Limited,2023-07-17 00:00:00,SC01-000030215|SC-SID-100006013|S0004421|5642584497,1170,Sup & Serv Oth - Contractors Costs - Not 3rd Party
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Yorkshire Purchasing Organisation,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018486|S0004372|5642590444,682.27,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Residential Placements,Willows Devon Ltd,2023-07-17 00:00:00,SC01-000031360|20750|S0004773|5642696894,1093.71,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Residential Placements,Willows Devon Ltd,2023-07-17 00:00:00,SC01-000032128|20748|S0004773|5642696901,28691.39,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,A Star Education,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018338|S0004564|5642589540,960,Employee Agency
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Crimson Hill Support Limited,2023-07-17 00:00:00,SC01-000031562|20482|S0004972|5642583549,2818.75,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,RM Educ. Resources Ltd t/a Consorti,2023-07-17 00:00:00,SC01-000032152|SC-ISC-100018250|S0005096|5642587873,804.67,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,RM Educ. Resources Ltd t/a Consorti,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018396|S0005096|5642590348,559.68,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Special Independent,Lynx Taxis,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002093|S0005370|5642591422,850,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Dial-a-Taxi,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002091|S0005544|5642591420,1530,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,EOTAS,Reach Alternative Education SW Ltd,2023-07-17 00:00:00,SC01-000007875|20371|S0005636|5642698367,840,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Reach Alternative Education SW Ltd,2023-07-17 00:00:00,SC01-000008264|20372|S0005636|5642698368,1980,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Reach Alternative Education SW Ltd,2023-07-17 00:00:00,SC01-000015989|20373|S0005636|5642698379,2310,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Reach Alternative Education SW Ltd,2023-07-17 00:00:00,SC01-000031354|20374|S0005636|5642698437,1155,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,Tor School,Reach Alternative Education SW Ltd,2023-07-17 00:00:00,SC01-000031715|SC-ISC-100018183|S0005636|5642587059,15840,Print Stationery Office Exp - Courses Fees
Somerset Council,2023-09-30 00:00:00,ASC MH Home Care,Newcross Healthcare Solutions Ltd,2023-07-17 00:00:00,SC01-000032020|20722|S0005580|5642588985,879.9,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ASC MH Home Care,Newcross Healthcare Solutions Ltd,2023-07-17 00:00:00,SC01-000032086|20727|S0005580|5642588987,1534.2,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ASC MH Home Care,Newcross Healthcare Solutions Ltd,2023-07-17 00:00:00,SC01-000032087|20728|S0005580|5642588988,550.48,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Reach Alternative Education SW Ltd,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018432|S0005636|5642590388,990,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,St Andrews Junior (Burnham),TLE Sports Coaching Ltd,2023-07-17 00:00:00,SC01-000031534|SC-ISC-100017705|S0005798|5642537467,1200,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,Shepton Mallet Infants School,TLE Sports Coaching Ltd,2023-07-17 00:00:00,SC01-000032110|SC-ISC-100018151|S0005798|5642584872,1727.25,Salaries - Basic Pay - Instructors
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Create Development Ltd,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018404|S0005684|5642590356,3800,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,TLE Sports Coaching Ltd,2023-07-17 00:00:00,SC01-000032455|SC-ISC-100018549|S0005798|5642698097,1085.7,Employee Agency
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Booktrust,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018393|S0005836|5642590345,990,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Eastover Primary School,Discovery Education Europe Ltd,2023-07-17 00:00:00,SC01-000032411|SC-ISC-100018514|S0006157|5642694135,695,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,GL Education Group Limited,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018412|S0006362|5642590364,635.5,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-17 00:00:00,SC01-000031722|20585|S0006763|5642583555,7235.04,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Shared Lives SaWS,Shared Lives South West,2023-07-17 00:00:00,SC01-000032094|20736|S0006928|5642692138,13399.96,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Trull Primary School,Bishop Foxs Academy,2023-07-17 00:00:00,SC01-000030161|SC-ISC-100018533|S0007079|5642695039,6579.78,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Elmhurst Junior School,Brookside School Academy,2023-07-17 00:00:00,SC01-000032153|SC-ISC-100018190|S0007094|5642586389,1517,Fees & Hired - Prof/Tech Serv Non-Curric
Somerset Council,2023-09-30 00:00:00,Other LA Special Top Up,The Partnership Trust,2023-07-17 00:00:00,SC01-000031404|SC-SID-100006037|S0007469|5642698438,56029.29,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Other LA Special Top Up,The Partnership Trust,2023-07-17 00:00:00,SC01-000031404|SC-SID-100006038|S0007469|5642698439,3622.43,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Somerset Care Support Services Ltd,2023-07-17 00:00:00,SC01-000018764|12144|S0007651|5642691692,277221.97,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Somerset Care Support Services Ltd,2023-07-17 00:00:00,SC01-000025473|16522|S0007651|5642691708,267394.57,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Home to School Transport,JJ's Taxis,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002101|S0007603|5642591430,1519.43,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Axcis Education Recruitment,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018374|S0007660|5642590326,2065.9,Employee Agency
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,Able2achieve Limited,2023-07-17 00:00:00,SC01-000031141|20197|S0007972|5642588834,1249.95,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Spec Trans - Out County,Peter Smith Private Hire,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002094|S0008106|5642591423,1891.84,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Trull Primary School,Equin Limited,2023-07-17 00:00:00,SC01-000030161|SC-ISC-100018537|S0008725|5642695043,1020,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Shepton Mallet Infants School,BAM FM Limited,2023-07-17 00:00:00,SC01-000032110|SC-ISC-100018144|S0008238|5642584865,3431.84,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,BAM FM Limited,2023-07-17 00:00:00,SC01-000032190|SC-ISC-100018555|S0008238|5642702915,1399.6,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,TeacherActive Limited,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018477|S0008840|5642590435,1171.65,Employee Agency
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,TeacherActive Limited,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018478|S0008840|5642590436,937.32,Employee Agency
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,TeacherActive Limited,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018479|S0008840|5642590437,1171.65,Employee Agency
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Prospero Recruitment Limited,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018430|S0008868|5642590384,749.7,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Prospero Recruitment Limited,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018431|S0008868|5642590385,749.7,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,Shepton Mallet Landscape Ltd,2023-07-17 00:00:00,SC01-000032152|SC-ISC-100018288|S0009691|5642587911,2618.2,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,Wellsprings Primary School,Jigsaw PSHE Ltd,2023-07-17 00:00:00,SC01-000006893|SC-ISC-100018129|S0009707|5642583338,995,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Yew Tree Nursery and Pre-School,2023-07-17 00:00:00,SC01-000019810|SC-SIN-100001888|S0009847|5641054411,-2474,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,EY Disability Access Fund,Yew Tree Nursery and Pre-School,2023-07-17 00:00:00,SC01-000024652|SC-SID-100005372|S0009847|5641985951,1656,TPP Payments To Clients - Grants - Other
Somerset Council,2023-09-30 00:00:00,Barwick Primary School,Yew Tree Nursery and Pre-School,2023-07-17 00:00:00,SC01-000031978|SC-ISC-100018071|S0009847|5642579916,936,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,St Pauls Junior School,Fusion Lifestyle,2023-07-17 00:00:00,SC01-000031482|SC-ISC-100018103|S0010115|5642584076,969,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Amy - Liam Executive,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002099|S0010599|5642591428,2500,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,Speech Link Multimedia Ltd,2023-07-17 00:00:00,SC01-000032152|SC-ISC-100018293|S0010679|5642587916,620.5,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Rockwell Green Primary School,Court Fields School - Blackdown Education Partnership,2023-07-17 00:00:00,SC01-000032113|SC-ISC-100018156|S0011063|5642585367,3568.5,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Rockwell Green Primary School,Court Fields School - Blackdown Education Partnership,2023-07-17 00:00:00,SC01-000032113|SC-ISC-100018157|S0011063|5642585368,5450.18,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Westonzoyland Primary School,Education People Ltd,2023-07-17 00:00:00,SC01-000032155|SC-ISC-100018204|S0011439|5642586404,525,Employee Agency
Somerset Council,2023-09-30 00:00:00,Other LA Special Top Up,Notton House School,2023-07-17 00:00:00,SC01-000031404|SC-SID-100006039|S0011452|5642698440,6960,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Tor School,Maia Executive Taxi Ltd,2023-07-17 00:00:00,SC01-000031715|SC-ISC-100018178|S0011947|5642587054,1285,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,Concessionary Fares - Discretionary,Frome Community Cars,2023-07-17 00:00:00,SC01-000032013|SC-SID-100006017|S0011808|5642584512,1846.95,Sup & Serv Oth - Contractors Costs - Not 3rd Party
Somerset Council,2023-09-30 00:00:00,NDR - Control Account - Mendip,SG Prison Limited,2023-07-17 00:00:00,SC01-000031984|SC-SID-100006005|S0011983|5642580435,3742.5,NDR - Control Account - Refunds
Somerset Council,2023-09-30 00:00:00,Coroners,Stuart Foster Funeral Services Limi,2023-07-17 00:00:00,SC01-000031796|20640|S0012365|5642586797,8665,Direct Transport - Conveyance of Bodies
Somerset Council,2023-09-30 00:00:00,LD Homecare SaWS,Dementia Care TLC Limited,2023-07-17 00:00:00,SC01-000031923|20697|S0012348|5642588845,1200,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Wellsprings Primary School,Wonde Ltd - Evouchers,2023-07-17 00:00:00,SC01-000006893|SC-ISC-100018143|S0012476|5642583352,5820,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Knights Templar Primary School,Wonde Ltd - Evouchers,2023-07-17 00:00:00,SC01-000031178|SC-ISC-100017339|S0012476|5642456306,3000,Catering - Catering
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Oaklea Care Ltd t/a Churchview Care Services,2023-07-17 00:00:00,SC01-000024102|15810|S0012541|5642583513,8785.56,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Treherne Care & Consultancy Limited,2023-07-17 00:00:00,SC01-000032111|20740|S0012808|5642699484,11369.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,ABC Executive Travel Ltd,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002098|S0012839|5642591427,920,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Home to School Transport,TNT Taxis Taunton Ltd,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002102|S0012697|5642591431,2280,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Traffic Control,Wavenet Limited,2023-07-17 00:00:00,SC01-000031745|20599|S0012947|5642699205,5098.58,TPP Other - Agency - BT PSTN
Somerset Council,2023-09-30 00:00:00,ASC MH Home Care,Galiant Health Care Limited,2023-07-17 00:00:00,SC01-000032341|20910|S0013229|5642699993,1325,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ICT Operational Software & Support,Node4 Limited,2023-07-17 00:00:00,SC01-000029117|19007|S0013356|5642698623,1000,Computing Costs - ICT - Software
Somerset Council,2023-09-30 00:00:00,LD Shared Lives SSom,Ategi Limited,2023-07-17 00:00:00,SC01-000031466|20419|S0013362|5642583545,2347.2,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Secure Placements,Rossie Young People's Trust,2023-07-17 00:00:00,SC01-000011992|11562|S0013442|5642581822,31553.66,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Secure Placements,Rossie Young People's Trust,2023-07-17 00:00:00,SC01-000028832|18598|S0013442|5642581856,30535.8,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Futures Taunton Ltd,2023-07-17 00:00:00,SC01-000031996|20716|S0013392|5642583567,2699.36,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,Lavender Country Kitchen Ltd,2023-07-17 00:00:00,SC01-000032152|SC-ISC-100018269|S0013576|5642587892,1656,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,Lavender Country Kitchen Ltd,2023-07-17 00:00:00,SC01-000032152|SC-ISC-100018270|S0013576|5642587893,1506.5,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Berrow Primary School,Hachette UK Distribution Ltd,2023-07-17 00:00:00,SC01-000027855|SC-ISC-100018307|S0013699|5642588176,504,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,LD Respite Tton,My Support & Care Services -West Co,2023-07-17 00:00:00,SC01-000031165|20218|S0013603|5642583544,1345.9,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SSom,Hazelhurst Farm Limited,2023-07-17 00:00:00,SC01-000024430|15699|S0014317|5642588053,3736,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Hazelhurst Farm Limited,2023-07-17 00:00:00,SC01-000030607|19871|S0014317|5642588828,2100.87,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Homecare,Axis Recruitment Ltd,2023-07-17 00:00:00,SC01-000031267|20378|S0014455|5642588977,19265.17,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Royal Devon & Exeter Hospital,Taunton Taxi Services LLP,2023-07-17 00:00:00,SC01-000032167|SC-ICT-100001396|S0014505|5642588380,2210,Direct Transport - Medical Need Transport
Somerset Council,2023-09-30 00:00:00,NHS Somerset,Taunton Taxi Services LLP,2023-07-17 00:00:00,SC01-000032167|SC-ICT-100001397|S0014505|5642588381,910,Direct Transport - Medical Need Transport
Somerset Council,2023-09-30 00:00:00,LD Transport SaWS,Taunton Taxi Services LLP,2023-07-17 00:00:00,SC01-000032167|SC-ICT-100001403|S0014505|5642588387,585,Car Allowances - Vehicle Mileage Allowance - Volunteers
Somerset Council,2023-09-30 00:00:00,LD Transport Tton,Taunton Taxi Services LLP,2023-07-17 00:00:00,SC01-000032167|SC-ICT-100001404|S0014505|5642588388,2156,Car Allowances - Vehicle Mileage Allowance - Volunteers
Somerset Council,2023-09-30 00:00:00,LD Transport Mdp,Taunton Taxi Services LLP,2023-07-17 00:00:00,SC01-000032167|SC-ICT-100001405|S0014505|5642588389,1008,Car Allowances - Vehicle Mileage Allowance - Volunteers
Somerset Council,2023-09-30 00:00:00,ICT Telecoms,G J Beckett & Associates Ltd,2023-07-17 00:00:00,SC01-000031954|20714|S0014686|5642698235,2834.85,Computing Costs - ICT - Mobile Phones
Somerset Council,2023-09-30 00:00:00,ICT Telecoms,G J Beckett & Associates Ltd,2023-07-17 00:00:00,SC01-000031957|20715|S0014686|5642698238,3617.47,Computing Costs - ICT - Mobile Phones
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000027614|17738|S0014897|5642698399,1176,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000027617|17741|S0014897|5642698400,1176,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000027619|17743|S0014897|5642698401,1128,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000027621|17745|S0014897|5642698402,1128,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000029017|18758|S0014897|5642698416,1274,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000029018|18759|S0014897|5642698417,686,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000029019|18760|S0014897|5642698418,1176,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000029030|18769|S0014897|5642698419,1960,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000029031|18770|S0014897|5642698420,1384.25,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000029032|18771|S0014897|5642698421,1176,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000029033|18772|S0014897|5642698422,568.99,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000031204|20236|S0014897|5642698433,1176,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,EOTAS,Lexia Education Services Limited,2023-07-17 00:00:00,SC01-000031205|20237|S0014897|5642698434,1880,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002050|S0014969|5642587294,504.43,BST HMRC - Control Account - Input VAT
