Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Economic Growth,C300009,Cheshire Scaffolds Ltd,12510063,45204,12300200464,800,External Professional Fees,C6002,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Construction,P3394
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CPP Perm Hub Winsford,R160663,REDACTED,12506606,45204,12300198217,698.25,Services - Fees and Charges,R4401,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Environment Property and Employment,R402102,H B Editorial Services Ltd,12528046,45204,12300200509,595,Services - Professional Fees,R4400,Facilities & Management Services,P1010,Advertising,P2082,Advertising,P3124
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Capital - Corporate,C400001,Sp Manweb Plc,12505153,45204,12300200625,594.67,"Conversion, Renovation & Improvement",C1101,Utilities,P1029,Electricity,P2217,Electricity,P3380
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,In House Mental Hlth West,R202208,REDACTED,12518243,45204,12300201262,550,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Additonal Learning Needs,R161070,REDACTED,12535292,45204,12300201294,500,Services - Professional Fees,R4400,Education,P1008,Statutory Education Services,P2067,Statutory Education Services,P3089
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,West Mercia Energy,12503963,45205,12300201120,504574.96,Electricity,R2100,Utilities,P1029,Electricity,P2217,Electricity,P3380
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Comensura,12503843,45205,12300201128,171343.2,Agency Staff,R1100,Human Resources,P1018,Temporary & Agency Staff,P2157,Temporary & Agency Staff,P3215
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,West Mercia Energy,12503963,45205,12300201121,138211.7,Gas,R2101,Utilities,P1029,Electricity,P2217,Electricity,P3380
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,United Utilities Water Ltd,12527762,45205,12300201383,80630,"Conversion, Renovation & Improvement",C1101,Utilities,P1029,Water,P2222,Water,P3385
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,HR Staff,R403000,JGP Resourcing Ltd,12513710,45205,12300201734,48000,Services - General Licences,R4402,Human Resources,P1018,Professional & Advisory Services,P2155,Professional & Advisory Services,P3213
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Forhousing,12508695,45205,12300201696,39884.9,"Conversion, Renovation & Improvement",C1101,Housing Management,P1017,Stock Management,P2151,Stock Management,P3209
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Con Fares-Full Consortium,R305900,D&G Bus Ltd,12501397,45205,12300201176,27288.79,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Property,C300010,Bloom Procurement Services Ltd,12526508,45205,12300198060,25657,"Plant, Equipment & Machinery",C3000,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Information and Advice,R201323,Dial West Cheshire,12514978,45205,12300201589,13750,Grant Payments,R4700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Client Finance,R401100,Liquidlogic,12503363,45205,12300201575,12736,Computer Software,R4531,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Interim Managd Properties,R309003,The Unity Company Group,12531358,45205,12300201612,12500,R&M Building Responsive,R2005,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,REDACTED,12534199,45205,12300201475,9000,Services - Professional Fees,R4400,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Admin,R162100,Arriva N W & Wales,12501277,45205,12300199635,7726.48,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Equans Regeneration Limited,12526579,45205,12300201565,7560,Acquisition of Buildings,C1001,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Construction,P3394
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Transport,C300007,Aecom Limited,12504221,45205,12300201618,6822.14,External Professional Fees,C6002,Consultancy,P1006,Strategic Planning,P2052,Strategic Planning,P3074
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Whistl UK Ltd,12503275,45205,12300201711,4748.36,Comms - Postage,R4503,Mail Services,P1021,Postage,P2174,Postage,P3257
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,CCTV,R302600,BT,12525427,45205,12300200953,4276.68,Comms - Telephone Rental,R4504,Information Communication Technology,P1019,Telecommunications,P2165,Fixed,P3247
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chesh Lancs Library Project,R308304,VanArtVan,12535057,45205,12300201466,4190,Services - Professional Fees,R4400,Arts & Leisure Services,P1000,Events,P2000,Events,P3001
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Support Independence PC,R160400,Advanced Child Care Assessments Ltd,12503473,45205,12300201529,3116.35,Services - Fees and Charges,R4401,Social Community Care Supplies & Services - Children,P1025,Support Services & Advocacy Services,P2204,Support Services & Advocacy Services,P3351
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Capital - Corporate,C400001,8x8 UK Limited,12529553,45205,12300201373,2550,"Plant, Equipment & Machinery",C3000,Information Communication Technology,P1019,Telecommunications,P2165,Telecommunications,P3245
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Recruitment and Pay,R401210,Latcham Direct Ltd,12535129,45205,12300201742,2349.43,Services - Fees and Charges,R4401,Mail Services,P1021,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Scottish Power Plc,12501269,45205,12300201168,2255.71,Electricity,R2100,Utilities,P1029,Electricity,P2217,Electricity,P3380
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Fern Grove (Ledsham),R160343,The Childcare Company (Old Windsor) Limited,12534444,45205,12300201594,2140,Services - Fees and Charges,R4401,Human Resources,P1018,Training & Conferences,P2158,Training,P3224
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,Isw Assessments Ltd,12523065,45205,12300201474,2090.4,Allowances and Assistance,R6304,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Pupil Premium Plus,R161103,TeacherActive Limited,12503851,45205,12300201420,2002.31,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Pupil Premium Plus,R161103,TeacherActive Limited,12503851,45205,12300201776,1972.63,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,AEB - Adult Education,R307119,Chawrec,12507772,45205,12300201242,1960,TPP - Private Contractors,R5700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Wyvern House,R309412,Pearson Surveyors Ltd,12507449,45205,12300192317,1950,Services - Consultants,R4404,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,Isw Assessments Ltd,12523065,45205,12300201359,1822.75,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Place Stab & Perm Hub Gen,R160631,REDACTED,12531211,45205,12300201775,1754.3,Services - Professional Fees,R4400,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Fostering Service,P3339
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Pupil Premium Plus,R161103,TeacherActive Limited,12503851,45205,12300201777,1597.55,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Welsh Water Dwr Cymru Cyf,12524531,45205,12300201174,1550.09,Water Services,R2400,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Whistl UK Ltd,12503275,45205,12300201710,1458.55,Comms - Postage,R4503,Mail Services,P1021,Postage,P2174,Postage,P3257
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Rural Touring Network,R308305,Crewe Colour Printers Ltd,12501473,45205,12300201310,1380,Printing,R4300,Facilities & Management Services,P1010,Printing,P2090,Printing,P3136
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Wyvern House,R309412,Shorrock Trichem Limited,12502415,45205,12300201534,1310.82,Services - Fees and Charges,R4401,Cleaning & Janitorial,P1004,Cleaning Materials,P2037,Cleaning Materials,P3045
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Resources Book Fund,R301906,Bolinda UK Ltd,12505158,45205,12300201768,1240.08,Books,R4309,Education,P1008,Supplies,P2068,Supplies,P3092
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Water Plus Limited,12513845,45205,12300201173,1183.66,Water Services,R2400,Utilities,P1029,Water,P2222,Water,P3385
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Comm MH Team CH&EP Team,R202106,JCOS Services,12506095,45205,12300201688,1110,Services - Fees and Charges,R4401,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,HoS Commissioning People,R201001,The Queen at Chester Hotel,12535347,45205,12300201693,960,Room Hire,R2201,Facilities & Management Services,P1010,Room Hire,P2096,Room Hire,P3142
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chesh Lancs Library Project,R308304,Baycrown Ltd T/A The Carpet Factory Chester,12527694,45205,12300201783,951.25,Fixtures and Fittings - R&M,R2008,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Fern Grove (Ledsham),R160343,Nyas,12500041,45205,12300201754,944,Services - Fees and Charges,R4401,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Fern Grove (Ledsham),R160343,Nyas,12500041,45205,12300201801,944,Services - Fees and Charges,R4401,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,CCTV,R302600,BT,12525427,45205,12300200952,943.5,Comms - Telephone Rental,R4504,Information Communication Technology,P1019,Telecommunications,P2165,Fixed,P3247
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Mental Capacity Act,R202302,REDACTED,12505425,45205,12300201364,897,Services - Professional Fees,R4400,Healthcare,P1014,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Recruitment and Pay,R401210,Atlantic Data Ltd,12502690,45205,12300201692,796.95,Services - Fees and Charges,R4401,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Business Growth Team,R307050,LoyalFree Ltd,12528948,45205,12300201588,750,"Education trips, Holidays, Outings & Activities",R4970,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Council Wide Initiatives,R403030,Independent Provider of Special Education Advice,12532989,45205,12300201354,696,Training Expenses,R1650,Human Resources,P1018,Training & Conferences,P2158,Training,P3224
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,British Gas Trading Ltd,12514087,45205,12300201170,694.24,Electricity,R2100,Utilities,P1029,Gas,P2218,Gas,P3381
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,E4 Law Limited T/A Lextox,12506315,45205,12300201457,665,Allowances and Assistance,R6304,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chesh Lancs Library Project,R308304,VanArtVan,12535057,45205,12300201467,574,Services - Professional Fees,R4400,Arts & Leisure Services,P1000,Events,P2000,Events,P3001
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Rural Adult Community Social Care Team,R202103,REDACTED,12531940,45205,12300200211,562.5,Services - Professional Fees,R4400,Legal Services,P1020,Specialist Support,P2171,Specialist Support,P3254
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,E4 Law Limited T/A Lextox,12506315,45205,12300201478,549,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Options,R306005,R Sanchez(Chester House),12517858,45205,12300201814,520,Accommodation Costs,R4900,Social Community Care Supplies & Services - Adult,P1024,Homeless Support,P2190,Homeless Support,P3283
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Options,R306005,R Sanchez(Chester House),12517858,45205,12300201832,520,Accommodation Costs,R4900,Social Community Care Supplies & Services - Adult,P1024,Homeless Support,P2190,Homeless Support,P3283
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Rural Adult Community Social Care Team,R202103,I Care GB Ltd,12530592,45205,12300200575,503.5,Service Charges,R2205,Catering,P1002,Social Care,P2030,Meals On Wheels,P3038
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chesh Lancs Library Project,R308304,Powell Williams LLP,12534676,45205,12300201687,500,Services - Professional Fees,R4400,Consultancy,P1006,Technical & Feasibility,P2053,Technical & Feasibility,P3075
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Waste Collection Contract,R304453,Cheshire West Recycling,12523080,45208,12300201850,1032346.26,TPP - Private Contractors,R5700,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Con Fares-Full Consortium,R305900,Warrington Borough Transport Limited,12500264,45208,12300201975,183184.29,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Con Fares-Full Consortium,R305900,Arriva N W & Wales,12501277,45208,12300201971,112431.17,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,SLA Holding Account,R300750,Allstar Business Solutions Ltd,12501445,45208,12300202127,44372.45,Petrol,R3000,Financial Services,P1011,Credit Services,P2104,Cards,P3156
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Con Fares-Full Consortium,R305900,Arriva N W & Wales,12501277,45208,12300201970,31679.48,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Con Fares-Full Consortium,R305900,Arriva N W & Wales,12501277,45208,12300201972,22825.81,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Forhousing,12508695,45208,12300201695,21553.91,"Conversion, Renovation & Improvement",C1101,Housing Management,P1017,Stock Management,P2151,Stock Management,P3209
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,Beech Hall School Trust Ltd,12517495,45208,12300202103,11037.33,Services - Fees and Charges,R4401,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,Beech Hall School Trust Ltd,12517495,45208,12300202101,10952.33,Services - Fees and Charges,R4401,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,Beech Hall School Trust Ltd,12517495,45208,12300202102,10513.75,Services - Fees and Charges,R4401,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Capital - Corporate,C400001,8x8 UK Limited,12529553,45208,12300201902,10000,"Plant, Equipment & Machinery",C3000,Information Communication Technology,P1019,Telecommunications,P2165,Telecommunications,P3245
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Northwich & Winsford,R305804,D&G Bus Ltd,12501397,45208,129000471793,7975,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45208,12300202112,6291.67,Services - Fees and Charges,R4401,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Culture & Leisure,C300008,Bright White Ltd,12510314,45208,12300201746,6250,External Professional Fees,C6002,Consultancy,P1006,Technical & Feasibility,P2053,Technical & Feasibility,P3075
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,Bright Futures Care Limited,12503780,45208,12300202099,5637.72,Services - Fees and Charges,R4401,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Vehicle Provision Hire,R300751,Leaseplan UK Ltd,12500301,45208,12300202046,5282.58,Vehicle Operating Lease,R3204,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,Bright Futures Care Limited,12503780,45208,12300202098,5180.78,Services - Fees and Charges,R4401,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,AJ And Friends C.I.C,12527571,45208,12300201926,5170,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chester Zoo Park & Ride,R305805,Chester Zoo,12514819,45208,12300202131,4761,Services - Fees and Charges,R4401,Arts & Leisure Services,P1000,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Con Fares-Full Consortium,R305900,Go North West Limited,12519530,45208,12300201973,4286.49,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,SLA Holding Account,R300750,Direct Tyre Management Limited,12530440,45208,12300202183,3993.81,Tyres,R3008,Passenger Transport,P1022,Repair,P2180,Repair,P3268
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Council Wide Initiatives,R403030,North West Employers,12500424,45208,12300201982,3440,Training Expenses,R1650,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,TMO StreetCare Vehicles,R300755,F R Sharrock Ltd,12501243,45208,12300202184,2475.81,Vehicle Maintenance - Repairs,R3022,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Enforcement Activity,R302550,Keltic Limited,12504225,45208,12300198703,2442.45,Clothing / Uniforms,R4201,Clothing,P1005,Uniforms,P2046,Uniforms,P3062
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Con Fares-Full Consortium,R305900,Halton Dar,12506013,45208,12300201974,2383.74,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Alcedo Orange Ltd t/a Alcedo Care Chester,12530507,45208,12300202041,2294.88,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Safe Child Partnership,R160009,REDACTED,12530892,45208,12300201900,2291.67,Services - Professional Fees,R4400,Consultancy,P1006,Management,P2049,Management,P3069
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Childrens - SEN Admin,R305914,Uniformity Clothing Co,12501813,45208,12300199974,2113.3,Clothing / Uniforms,R4201,Clothing,P1005,Uniforms,P2046,Uniforms,P3062
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Aintree Coachline,12503747,45208,12300201976,2028.08,Grant Payments,R4700,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Capital - Places,C300001,Pearson Surveyors Ltd,12507449,45208,12300201515,1900,External Professional Fees,C6002,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Manager Total Environment,R308600,REDACTED,12530400,45208,12300201628,1800,Grounds Maintenance - Non Contract,R2076,"Works - Construction, Repair & Maintenance",P1031,Open Spaces,P2235,Open Spaces,P3401
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Northwich & Winsford,R305804,D&G Bus Ltd,12501397,45208,129000471791,1760.92,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,StreetCare Delivery,R300201,Quantum Traffic Management (Northern) Limited,12527992,45208,12300202234,1750,Services - Fees and Charges,R4401,"Works - Construction, Repair & Maintenance",P1031,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,TMO StreetCare Vehicles,R300755,Dawsongroup Environmental Municipal Civil Limited,12515013,45208,12300202182,1738.1,Vehicle Operating Lease,R3204,Environmental Services,P1009,Street Cleansing,P2075,Sweeping,P3105
