Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,SLA Holding Account,R300750,Direct Tyre Management Limited,12530440,45320,12300222073,3643.77,Tyres,R3008,Passenger Transport,P1022,Repair,P2180,Repair,P3268
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CWD Business Support,R160907,Bright and Wonderful Care Limited,12534383,45320,12300221567,3520,Services - Professional Fees,R4400,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Statutory Nuisance,R302160,ADC Acoustics,12535716,45320,12300221630,3320,Services - Professional Fees,R4400,Environmental Services,P1009,Testing & Inspection,P2078,Testing & Inspection,P3107
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Vehicle Provision Hire,R300751,Kinto UK Ltd,12532766,45320,12300221690,3282.58,Vehicle Operating Lease,R3204,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,HQ,R204020,Valto,12520507,45320,12300221489,3223.5,Services - Fees and Charges,R4401,Information Communication Technology,P1019,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Northwich & Winsford,R305804,Stagecoach Services Limited,12503192,45320,129000514007,3208.33,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Ellesmere Port,R305803,Stagecoach Services Limited,12503192,45320,129000514005,3039.7,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45320,129000514012,2884.03,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45320,129000514015,2867.68,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Closed Churchyards H&S,R302426,Donald Insall Associates Chartered Architects,12500511,45320,12300226933,2804.25,Grounds Maintenance - Contract,R2075,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Director CSC,R160101,Wholehearted Learning,12534594,45320,12300222127,2587,Services - Fees and Charges,R4401,Human Resources,P1018,Training & Conferences,P2158,Training,P3224
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Lyreco UK Limited,12500505,45320,12300221508,2435.91,Stationery,R4308,Stationery,P1027,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Customer Services,R301000,The Message Pad Ltd,12502083,45320,12300222099,2299.44,Comms - Telephone Rental,R4504,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Northgate Market Chester,R309256,Plasma Clean Air Limited,12535110,45320,12300221462,2249.25,General Maintenance,R5715,Cleaning & Janitorial,P1004,Cleaning Service,P2038,Specialist,P3051
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Ellesmere Port,R305803,Stagecoach Services Limited,12503192,45320,129000514006,2234.32,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45320,129000514011,2228.87,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45320,129000514010,2147.19,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45320,129000514018,2104.96,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,SDA Consulting LLP,12528804,45320,12300222066,2010,External Professional Fees,C6002,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Culture & Leisure,C300008,SDA Consulting LLP,12528804,45320,12300222088,1976.76,"Conversion, Renovation & Improvement",C1101,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Economic Growth,C300009,Workman,12500404,45320,12300221460,1800,"Conversion, Renovation & Improvement",C1101,Consultancy,P1006,Property,P2051,Property,P3073
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Council Wide Initiatives,R403030,Investors in People Community Interest Company,12533963,45320,12300222172,1800,Services - Fees and Charges,R4401,Human Resources,P1018,Training & Conferences,P2158,Training,P3224
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45320,129000514014,1769.33,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,TMO StreetCare Vehicles,R300755,Dawsongroup Environmental Municipal Civil Limited,12515013,45320,12300221617,1738.1,Vehicle Operating Lease,R3204,Environmental Services,P1009,Street Cleansing,P2075,Sweeping,P3105
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Youth Service,R163400,Avenue Services (NW) Limited,12504120,45320,12300221623,1721.25,Room Hire,R2201,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Public Health,S Health Out of Area Prov,R203101,Liverpool University Hospitals Nhs Foundation Trust,12517376,45320,12300221510,1646,Services - Fees and Charges,R4401,Healthcare,P1014,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Customer Services,R301000,Allied Publicity Services (Manchester) Limited T/A Aps Group,12518074,45320,12300221713,1624.75,Materials,R4007,Health & Safety,P1013,Products,P2119,Products,P3175
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Business Support - Chester,R160302,Optimus Education Ltd,12514998,45320,12300221493,1600,Conference Expenses,R4611,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Beresford Adams Commercial Limited,12501212,45320,12300226591,1500,Acquisition of Buildings,C1001,Consultancy,P1006,Property,P2051,Property,P3073
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Welsh Water Dwr Cymru Cyf,12524531,45320,12300227178,1480.78,Water Services,R2400,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Winsford General Land and Property,R309215,Beresford Adams Commercial Limited,12501212,45320,12300227314,1450,Services - Professional Fees,R4400,Consultancy,P1006,Property,P2051,Property,P3073
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Hogg AM - Willaston & Thornton,R303804,Friends of Willaston Meadow,12535109,45320,12300226920,1440,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Garvey M - Frodsham,R303813,Frodsham Players Dramatic Society,12535979,45320,12300227172,1315,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Adults - Learning and Development,R403200,CWaC Leisure CIC T/A Brio Leisure,12514833,45320,12300225435,1280,Room Hire,R2201,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Customer Services,R301000,The Message Pad Ltd,12502083,45320,12300222100,1279.02,Comms - Telephone Rental,R4504,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Multiply,R307126,Bespoke Care Cheshire LTD,12533903,45320,12300221613,1250,Services - Professional Fees,R4400,Education,P1008,Adult & Further Education Services,P2056,Adult & Further Education Services,P3078
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Lush T - Tarvin & Kelsall,R303818,Tarvin Parish Council,12512695,45320,12300226911,1200,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Play Provision,R300602,Groundwork & Leisure Services Ltd,12500998,45320,12300221463,1184,Equipment - Purchase,R4000,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Roodee Café,R204700,Gleam & Glisten,12509943,45320,12300221527,1100.5,Contract Cleaning,R2700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Water Plus Limited,12513845,45320,12300227177,1092.7,Water Services,R2400,Utilities,P1029,Water,P2222,Water,P3385
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,SDA Consulting LLP,12528804,45320,12300222132,1058.57,External Professional Fees,C6002,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Waste & Environment,C300004,Turner Groundscare,12502125,45320,12300227206,1021.2,"Conversion, Renovation & Improvement",C1101,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Holiday Activity Fund,R163103,CWaC Leisure CIC T/A Brio Leisure,12514833,45320,12300225665,1010.5,"Education trips, Holidays, Outings & Activities",R4970,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,PA Tree Maintenance,R300323,Man Coed VM Ltd,12512030,45320,12300222089,1000,Grounds Maintenance - Contract,R2075,Horticultural,P1016,Trees & Shrubs,P2145,Trees & Shrubs,P3203
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,British Gas Trading Ltd,12514087,45320,12300227174,990.42,Electricity,R2100,Utilities,P1029,Gas,P2218,Gas,P3381
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Eton Environmental Group Ltd,12532751,45320,12300221971,980,New Construction,C1100,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Surveys,P3396
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Bright and Wonderful Care Limited,12534383,45320,12300221506,960,Services - Professional Fees,R4400,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Performance,R300606,Groundwork & Leisure Services Ltd,12500998,45320,12300221500,930,Services - Professional Fees,R4400,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Business Growth Team,R307050,REDACTED,12534940,45320,12300221680,925,Services - Professional Fees,R4400,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Planning,R305100,Portalplanquest Ltd,12524614,45320,12300226238,924,Fees - Planning Application,R9303,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Events,R302170,Spark Medical Limited,12515954,45320,12300221458,880,Services - Fees and Charges,R4401,Healthcare,P1014,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Bright and Wonderful Care Limited,12534383,45320,12300221504,880,Services - Professional Fees,R4400,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Assessment Centre,R401202,LA Directories Limited,12516200,45320,12300226218,880,Training Expenses,R1650,Human Resources,P1018,Training & Conferences,P2158,Training & Conferences,P3222
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Place Area,R300320,Nirvana Managed Services Limited,12508078,45320,12300221959,850,Fees - Other,R9308,Environmental Services,P1009,Street Cleansing,P2075,Street Cleansing,P3103
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chamberlain P - Chester & Garden Qtr,R303208,The Plum,12535636,45320,12300226908,750,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Hardy C - Tarporley,R303816,Little Budworth Parish Council,12502271,45320,12300226910,750,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Customer Services,R301000,Valtech Limited,12517990,45320,12300221681,721.74,Materials,R4007,Facilities & Management Services,P1010,Printing,P2090,Printing,P3136
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,The Beacons,R309203,Plumbley Environmental Contractors Ltd,12502985,45320,12300225863,710,Grounds Maintenance - Contract,R2075,"Works - Construction, Repair & Maintenance",P1031,Open Spaces,P2235,Open Spaces,P3401
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Shared Lives,R204600,Willaston Memorial Hall,12528675,45320,12300227087,676.8,Room Hire,R2201,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Environmental Protection,R302130,Enviro Technology Services Plc,12500839,45320,12300225483,615,Services - Fees and Charges,R4401,Environmental Services,P1009,Technical Equipment,P2077,Measuring,P3110
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Bright and Wonderful Care Limited,12534383,45320,12300221505,576,Services - Professional Fees,R4400,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Business Crimes,R302712,Littoralis Ltd,12503603,45320,12300221960,555,Computer Software,R4531,Information Communication Technology,P1019,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Bright and Wonderful Care Limited,12534383,45320,12300221507,528,Services - Professional Fees,R4400,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Christmas Lighting,R300313,Lucy Zodion Ltd,12524396,45320,12300221558,505.62,Services - Fees and Charges,R4401,Highway Equipment & Materials,P1015,Street Furniture & Ironworks,P2138,Street Furniture & Ironworks,P3195
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Public Inquiries Costs,R305101,Kings Chambers,12504287,45320,12300222136,500,Services - Professional Fees,R4400,Legal Services,P1020,Legal Opinion,P2169,Legal Opinion,P3252
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Public Health,Integrated Sexual Health Service,R203100,HCRG Care Services Ltd,12505322,45321,12300222274,216249.99,Services - Fees and Charges,R4401,Healthcare,P1014,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Countess of Chester Hospital,R202111,Care UK Community Partnership Ltd,12501401,45321,129000512437,47314.86,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Cambian Childcare Limited,12504297,45321,129000514123,27678.57,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Hexagon Care Services,12505513,45321,129000514124,26168.43,TPP - Private Contractors,R5700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Babble Cloud (VIV) Limited,12506132,45321,12300222197,18787.9,Comms - Mobile Telephones,R4507,Information Communication Technology,P1019,Telecommunications,P2165,Mobile,P3248
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45321,129000514175,18599.21,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45321,129000514174,17740.37,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Waste Collection Contract,R304453,IPL Plastics (UK) T/A IPL Rotherham,12524394,45321,12300222184,16002,Services - Fees and Charges,R4401,Environmental Services,P1009,Waste Management,P2079,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Waste Collection Contract,R304453,IPL Plastics (UK) T/A IPL Rotherham,12524394,45321,12300222186,16002,Services - Fees and Charges,R4401,Environmental Services,P1009,Waste Management,P2079,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,"Northgate, Chester",R309255,Savills (UK) Limited Clients Account,12513900,45321,12300224626,15555.82,Service Charges,R2205,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Public Health,Integrated Sexual Health Service,R203100,HCRG Care Services Ltd,12505322,45321,12300222273,12799.09,Services - Fees and Charges,R4401,Healthcare,P1014,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Childrens,C200003,Portable Offices Ltd,12501833,45321,12300222176,9234.25,New Construction,C1100,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Public Inquiries Costs,R305101,REDACTED,12531275,45321,12300222349,8097.5,Services - Professional Fees,R4400,Consultancy,P1006,Strategic Planning,P2052,Strategic Planning,P3074
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Resources Book Fund,R301906,Askews And Holts Library Services Limited,12501026,45321,12300222397,7864.439999999999,Books,R4309,Education,P1008,Supplies,P2068,Supplies,P3092
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Vehicle Provision Hire,R300751,Athlon Mobility Services UK Limited,12533947,45321,12300222201,7844.83,Vehicle Operating Lease,R3204,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45321,129000514122,7510,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45321,129000514120,6130,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Treatment Contract,R300803,Biffa Waste Services Ltd,12501755,45321,12300222198,5041.7,TPP - Private Contractors,R5700,Environmental Services,P1009,Waste Management,P2079,Waste Disposal,P3121
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Mental Capacity Act,R202302,REDACTED,12505157,45321,12300227443,4553.05,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Mental Capacity Act,R202302,REDACTED,12505157,45321,12300227444,4326.6,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,"Northgate, Chester",R309255,Savills (UK) Limited Clients Account,12513900,45321,12300224607,4118.05,Service Charges,R2205,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45321,129000514121,3600,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,"Northgate, Chester",R309255,Savills (UK) Limited Clients Account,12513900,45321,12300224605,3186.5,Service Charges,R2205,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Public Inquiries Costs,R305101,Kings Chambers,12504287,45321,12300222226,2850,Services - Professional Fees,R4400,Legal Services,P1020,Legal Opinion,P2169,Legal Opinion,P3252
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CIN Team 1 Ellesmere Port,R160203,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45321,129000514042,2520,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Resources Book Fund,R301906,Bolinda UK Ltd,12505158,45321,12300222398,2298.61,Books,R4309,Education,P1008,Supplies,P2068,Supplies,P3092
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CIN Team 1 Chester,R160303,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45321,129000514094,2090,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CP PP Court Team Winsford,R160526,P S Contracts Limited,12500985,45321,129000514059,1920,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Closed Landfill Sites,R300800,Structural Soils Ltd,12513481,45321,12300222230,1830,Grounds Maintenance - Contract,R2075,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
