Cost Centre,Supplier,Date,Account,Amount
Custody,INTOXIMETERS UK LTD,17/05/2023,Other Operational Expenses,6393.00
Custody,MITIE CARE AND CUSTODY LTD,14/06/2023,Detained Persons - Medical Fees,142813.28
Custody,MITIE CARE AND CUSTODY LTD,28/06/2023,Detained Persons - Medical Fees,143563.28
Custody - cs,ABBOTT TOXICOLOGY LTD,12/04/2023,Medical & Hygiene Supplies,1800.00
Custody - cs,ABBOTT TOXICOLOGY LTD,19/04/2023,Medical & Hygiene Supplies,900.00
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,921.80
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,1045.44
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,1216.42
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,533.85
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,648.44
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,866.26
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,633.31
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,1288.13
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,605.45
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,829.85
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,897.95
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,620.33
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,889.10
Custody - cs,BIDFOOD LTD,26/04/2023,Detained Persons - Meals / Refreshments,716.84
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,546.66
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,1191.95
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,621.92
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,685.50
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,1820.88
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,1438.26
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,787.23
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,546.36
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,910.44
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,639.59
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,813.27
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,925.61
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,938.33
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,779.40
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,732.58
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,666.20
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,1980.00
Custody - cs,BIDFOOD LTD,03/05/2023,Detained Persons - Meals / Refreshments,547.70
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,845.06
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,894.09
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,615.00
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,1049.20
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,1165.27
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,1129.32
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,620.28
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,936.98
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,572.10
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,708.30
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,1208.50
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,780.73
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,661.25
Custody - cs,BIDFOOD LTD,10/05/2023,Detained Persons - Meals / Refreshments,1289.81
Custody - cs,BIDFOOD LTD,24/05/2023,Detained Persons - Meals / Refreshments,887.89
Custody - cs,BIDFOOD LTD,24/05/2023,Detained Persons - Meals / Refreshments,1223.79
Custody - cs,BIDFOOD LTD,24/05/2023,Detained Persons - Meals / Refreshments,1257.63
Custody - cs,BIDFOOD LTD,24/05/2023,Detained Persons - Meals / Refreshments,1211.76
Custody - cs,BIDFOOD LTD,24/05/2023,Detained Persons - Meals / Refreshments,969.36
Custody - cs,BIDFOOD LTD,24/05/2023,Detained Persons - Meals / Refreshments,872.47
Custody - cs,CAPITA BUSINESS SERVICES LTD (TRANSLATION),26/04/2023,Interpreters Fees & Translators Fees,17782.61
Custody - cs,CHARLES FELLOWS SUPPLIES LTD,19/04/2023,Detained Persons - Clothing,1384.80
Custody - cs,CHARLES FELLOWS SUPPLIES LTD,26/04/2023,Detained Persons - Clothing,3724.40
Custody - cs,CHARLES FELLOWS SUPPLIES LTD,26/04/2023,Detained Persons - Clothing,1242.80
Custody - cs,CHARLES FELLOWS SUPPLIES LTD,26/04/2023,Detained Persons - Clothing,801.05
Custody - cs,CHARLES FELLOWS SUPPLIES LTD,17/05/2023,Detained Persons - Clothing,284.00
Custody - cs,FAST ENGINEERING LTD,05/04/2023,Other Operational Expenses,4560.00
Custody - cs,INTOXIMETERS UK LTD,19/04/2023,Maintenance Breath Testing Equipment,887.00
Custody - cs,MITIE CARE AND CUSTODY (HEALTH) LTD,12/04/2023,Detained Persons - Medical Fees,108839.31
Custody - cs,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,05/04/2023,Laundry,1996.71
Custody - cs,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,14/06/2023,Laundry,2250.80
Custody - cs,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,21/06/2023,Laundry,2349.16
Custody - cs,SPECIALIST COMPUTER CENTRES PLC,31/05/2023,Hardware - purchase,712.64
Digital Media Investigation Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),07/06/2023,Public Transport & Parking,17.76
Digital Media Investigations Unit,-B CESNNETT WORKPLACE SOLUTIONS LTD,26/04/2023,Hardware - purchase,679.40
Digital Media Investigations Unit,-B CESNNETT WORKPLACE SOLUTIONS LTD,14/06/2023,Office Equipment,1273.00
Digital Media Investigations Unit,-C CASPITA BUSINESS SERVICES LTD (TRAVEL),24/05/2023,Hotel Accommodation,1860.31
Digital Media Investigations Unit,-C CASPITA BUSINESS SERVICES LTD (TRAVEL),28/06/2023,Hotel Accommodation,1004.76
Digital Media Investigations Unit,-C CASPITA BUSINESS SERVICES LTD (TRAVEL),05/04/2023,Public Transport & Parking,47.00
Digital Media Investigations Unit,-C CASPITA BUSINESS SERVICES LTD (TRAVEL),03/05/2023,Public Transport & Parking,349.20
Digital Media Investigations Unit,-I NCTSAFORENSICS LTD,21/06/2023,Software Licences,7080.00
Digital Media Investigations Unit,-I NCTSAFORENSICS LTD,21/06/2023,Software Licences,10620.00
Digital Media Investigations Unit,-M CDS5 LTD,24/05/2023,Software Licences,850.00
Digital Media Investigations Unit,-O CPSEN TEXT UK LTD,18/04/2023,Software Licences,500.00
Digital Media Investigations Unit,-S CPSECIALIST COMPUTER CENTRES PLC,07/06/2023,Software Licences,1316.40
Driver Offender Referrals -,GL CAPITA BUSINESS SERVICES LTD (TRAVEL),07/06/2023,Public Transport & Parking,51.84
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,26/04/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,31/05/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,28/06/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL SOG RESOURCES LTD,05/04/2023,Hire of Rooms/Premises,1296.00
Driver Offender Referrals -,GL SOG RESOURCES LTD,03/05/2023,Hire of Rooms/Premises,1358.00
Driver Offender Referrals -,GL SOG RESOURCES LTD,31/05/2023,Hire of Rooms/Premises,1334.00
Driver Offender Referrals -,GL SOG RESOURCES LTD,28/06/2023,Hire of Rooms/Premises,912.00
Driver Offender Referrals -,GL SPECIALIST COMPUTER CENTRES PLC,17/05/2023,Hardware - purchase,530.62
Driver Offender Referrals -,GL UKROED LTD,03/05/2023,NDORS Fees,122696.00
Driver Offender Referrals -,GL UKROED LTD,31/05/2023,NDORS Fees,98098.00
Driver Offender Referrals -,GL UKROED LTD,28/06/2023,NDORS Fees,108290.00
Driver Offender Referrals -,GL WIRRAL DRIVING LTD,10/05/2023,Professional Fees,2154.00
Driver Offender Referrals -,GL WIRRAL DRIVING LTD,07/06/2023,Professional Fees,2488.00
Economic Crime Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),24/05/2023,Hotel Accommodation,2387.43
Economic Crime Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),03/05/2023,Public Transport & Parking,1347.12
Economic Crime Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),24/05/2023,Public Transport & Parking,764.41
Economic Crime Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),07/06/2023,Public Transport & Parking,517.44
Economic Crime Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),28/06/2023,Public Transport & Parking,881.50
Economic Crime Unit,EXPERIAN LTD,28/06/2023,Licence Fees,2333.00
Economic Crime Unit,EXPERIAN LTD,28/06/2023,Licence Fees,2333.00
Economic Crime Unit,EXPERIAN LTD,28/06/2023,Licence Fees,2333.00
Economic Crime Unit,EXPERIAN LTD,28/06/2023,Licence Fees,2333.00
Economic Crime Unit,EXPERIAN LTD,28/06/2023,Licence Fees,2333.00
Economic Crime Unit,EXPERIAN LTD,28/06/2023,Licence Fees,2333.00
Economic Crime Unit,NATIONAL CRIME AGENCY,28/06/2023,Network Services,725.00
Economic Crime Unit,TRUECALL LTD,19/04/2023,Specialist Equipment,5133.00
Electric Vehicle Charging Points,KDE LTD,12/04/2023,Building Works - Other,1638.23
Electric Vehicle Charging Points,KDE LTD,19/04/2023,Building Works - Other,3836.66
Electric Vehicle Charging Points,KDE LTD,19/04/2023,Building Works - Other,1350.55
Electric Vehicle Charging Points,KDE LTD,10/05/2023,Building Works - Other,10870.07
Ellesmere Port,LPU NeighbourhooBdIKERIGHT! LTD,05/04/2023,Bicycle Repairs & Maintenance,722.06
Enhanced Backup Capability,DIMENSION STORAGE & INTERIORS LTD,05/04/2023,Hardware,2333.00
Enhanced Backup Capability,SPECIALIST COMPUTER CENTRES PLC,12/04/2023,Hardware,3032.13
Error Suspense (Oracle),ALLELYS HEAVY HAULAGE LTD,10/05/2023,Error Suspense,4889.13
Estates,ACOUSTIC WALL SERVICES LTD,19/04/2023,Annual Servicing,2400.00
Estates,ADECCO UK LTD,17/05/2023,Agency / Temp Staff,40.95
Estates,ALAN JOHNSTON PARTNERSHIP LTD,07/06/2023,Professional Fees,1200.00
Estates,AMAZON,19/05/2023,Hardware - purchase,1998.34
Estates,ASSA ABLOY LTD,17/05/2023,Annual Servicing,3750.00
Estates,ASSA ABLOY LTD,26/04/2023,Reactive Maintenance,9639.98
Estates,ASSA ABLOY LTD,03/05/2023,Reactive Maintenance,3300.00
Estates,ASSA ABLOY LTD,03/05/2023,Reactive Maintenance,3514.50
Estates,ASSA ABLOY LTD,10/05/2023,Reactive Maintenance,4426.44
Estates,ASSA ABLOY LTD,27/06/2023,Reactive Maintenance,2811.60
Estates,AUDIENCE SYSTEMS LTD,19/04/2023,Annual Servicing,591.60
Estates,BID GROUP LTD,26/04/2023,Annual Servicing,2931.50
Estates,BID GROUP LTD,14/06/2023,Reactive Maintenance,896.50
Estates,BOLD COMMUNICATIONS LTD,26/04/2023,Annual Servicing,4676.00
Estates,BRADY CORPORATION LTD,19/04/2023,Reactive Maintenance,726.10
Estates,CANNING GENERATOR SOLUTIONS LTD,10/05/2023,Reactive Maintenance,2522.72
Estates,CAPITA BUSINESS SERVICES LTD (TRAVEL),03/05/2023,Public Transport & Parking,127.32
Estates,CASTLE WATER LTD,05/04/2023,Water Services / Rates,57914.97
Estates,CASTLE WATER LTD,17/05/2023,Water Services / Rates,26671.86
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,3832.75
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,6347.00
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,1112.75
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,743.29
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,682.35
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,4099.08
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,900.00
Estates,CHESHIRE EAST COUNCIL (CREWE),12/04/2023,Business Rates,14848.00
Estates,CHESHIRE EAST COUNCIL (CREWE),19/04/2023,Business Rates,975.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/04/2023,Business Rates,14848.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),31/05/2023,Business Rates,14848.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),28/06/2023,Business Rates,14848.00
Estates,CHESHIRE FIRE AND RESCUE SERVICE,31/05/2023,Rent,2235.31
Estates,CHESHIRE FIRE AND RESCUE SERVICE,31/05/2023,Rent,5388.98
Estates,CHESHIRE FIRE AND RESCUE SERVICE,31/05/2023,Rent,6011.00
Estates,CHESHIRE SPV LTD,05/04/2023,Building Maintenance - Day to Day,527.39
Estates,CHESHIRE SPV LTD,05/04/2023,Building Maintenance - Day to Day,6969.55
Estates,CHESHIRE SPV LTD,12/04/2023,Building Maintenance - Day to Day,7021.10
Estates,CHESHIRE SPV LTD,12/04/2023,Building Maintenance - Day to Day,5576.55
Estates,CHESHIRE SPV LTD,14/06/2023,Building Maintenance - Day to Day,5042.63
Estates,CHESHIRE SURVEYS LTD,05/04/2023,Professional Fees,800.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),19/04/2023,Business Rates,1938.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),17/05/2023,Rent,2000.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),26/04/2023,Service Charge,1120.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),17/05/2023,Service Charge,1120.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),21/06/2023,Service Charge,1120.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),12/04/2023,Business Rates,12138.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),12/04/2023,Business Rates,6197.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),12/04/2023,Business Rates,2094.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),12/04/2023,Business Rates,1595.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),12/04/2023,Business Rates,2184.25
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),12/04/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),12/04/2023,Business Rates,13206.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),12/04/2023,Business Rates,3893.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/04/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/04/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/04/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/04/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/04/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/04/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/04/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/04/2023,Business Rates,3891.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),31/05/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),31/05/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),31/05/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),31/05/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),31/05/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),31/05/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),31/05/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),31/05/2023,Business Rates,3891.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),28/06/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),28/06/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),28/06/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),28/06/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),28/06/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),28/06/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),28/06/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),28/06/2023,Business Rates,3891.00
Estates,COLIN PICKERING & SONS,17/05/2023,Reactive Maintenance,620.00
Estates,CONCEPT ELEVATORS (UK) LTD,05/04/2023,Reactive Maintenance,995.00
Estates,CONSTRUCTION LINX LTD (FACILITIES),19/04/2023,Planned Maintenance,9216.00
Estates,CONSTRUCTION LINX LTD (FACILITIES),19/04/2023,Planned Maintenance,2250.00
Estates,CONSTRUCTION LINX LTD (FACILITIES),19/04/2023,Planned Maintenance,2050.00
Estates,COPELAND DOOR ENGINEERING LTD,14/06/2023,Reactive Maintenance,2368.44
Estates,DEMETER LTD,28/06/2023,Annual Servicing,3344.00
Estates,DENCAS BY DESIGN LTD,26/04/2023,Building Maintenance - Day to Day,2620.00
Estates,DENCAS BY DESIGN LTD,10/05/2023,Building Maintenance - Day to Day,720.00
Estates,DENCAS BY DESIGN LTD,14/06/2023,Building Maintenance - Day to Day,1174.00
Estates,DIMENSION STORAGE & INTERIORS LTD,17/05/2023,Building Maintenance - Day to Day,826.00
Estates,FAAC ENTRANCE SOLUTIONS UK,05/04/2023,Reactive Maintenance,1720.00
Estates,FIRST RESCUE TRAINING AND SUPPLIES LTD,12/04/2023,Reactive Maintenance,2579.96
Estates,FLAGPOLE EXPRESS LIMITED,24/05/2023,Building Maintenance - Day to Day,1345.00
Estates,FLINTSHIRE COUNTY COUNCIL,12/04/2023,Business Rates,2469.72
Estates,FLINTSHIRE COUNTY COUNCIL,26/04/2023,Business Rates,2474.00
Estates,FLINTSHIRE COUNTY COUNCIL,31/05/2023,Business Rates,2474.00
Estates,FLINTSHIRE COUNTY COUNCIL,28/06/2023,Business Rates,2474.00
Estates,FULWOOD ROOFING SERVICING (NORTHERN) LTD,19/04/2023,Reactive Maintenance,5784.00
Estates,FULWOOD ROOFING SERVICING (NORTHERN) LTD,26/04/2023,Reactive Maintenance,3998.00
Estates G P,FIRE & SECURITY LTD,28/06/2023,Annual Servicing,2842.50
Estates G P,FIRE & SECURITY LTD,26/04/2023,Building Maintenance - Day to Day,4170.00
Estates G P,FIRE & SECURITY LTD,26/04/2023,Building Maintenance - Day to Day,4340.00
Estates G P,FIRE & SECURITY LTD,07/06/2023,Reactive Maintenance,690.00
Estates G P,FIRE & SECURITY LTD,28/06/2023,Reactive Maintenance,530.00
Estates,GLAZING FILMS UK LTD,10/05/2023,Building Maintenance - Day to Day,2530.00
Estates,HALTON BOROUGH COUNCIL,24/05/2023,Rent,4000.00
Estates,HALTON BOROUGH COUNCIL (RATES),12/04/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),12/04/2023,Business Rates,5579.00
Estates,HALTON BOROUGH COUNCIL (RATES),12/04/2023,Business Rates,4714.00
Estates,HALTON BOROUGH COUNCIL (RATES),10/05/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),10/05/2023,Business Rates,5581.00
Estates,HALTON BOROUGH COUNCIL (RATES),10/05/2023,Business Rates,4710.00
Estates,HALTON BOROUGH COUNCIL (RATES),14/06/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),14/06/2023,Business Rates,5581.00
Estates,HALTON BOROUGH COUNCIL (RATES),14/06/2023,Business Rates,4710.00
Estates,HARROW GREEN LTD,12/04/2023,Removal Costs,530.32
Estates,HARROW GREEN LTD,26/04/2023,Removal Costs,1124.48
Estates,HARROW GREEN LTD,21/06/2023,Removal Costs,841.85
Estates,HELIX ROOFING CONTRACTORS LTD,19/04/2023,Reactive Maintenance,2065.00
Estates,HELIX ROOFING CONTRACTORS LTD,07/06/2023,Reactive Maintenance,3924.00
Estates,HELIX ROOFING CONTRACTORS LTD,14/06/2023,Reactive Maintenance,9460.00
Estates,IWS,28/06/2023,Annual Servicing,861.70
Estates,IWS,28/06/2023,Annual Servicing,861.70
Estates,KDE LTD,12/04/2023,Annual Servicing,701.57
Estates,KDE LTD,14/06/2023,Annual Servicing,3975.00
Estates,KDE LTD,10/05/2023,Building Maintenance - Day to Day,2455.65
Estates,KDE LTD,24/05/2023,Building Maintenance - Day to Day,3648.81
Estates,KDE LTD,05/04/2023,Reactive Maintenance,1064.09
Estates,KDE LTD,05/04/2023,Reactive Maintenance,13649.37
Estates,KDE LTD,05/04/2023,Reactive Maintenance,663.75
Estates,KDE LTD,12/04/2023,Reactive Maintenance,694.53
Estates,KDE LTD,12/04/2023,Reactive Maintenance,1003.00
Estates,KDE LTD,19/04/2023,Reactive Maintenance,1425.00
Estates,KDE LTD,19/04/2023,Reactive Maintenance,679.40
Estates,KDE LTD,26/04/2023,Reactive Maintenance,601.74
Estates,KDE LTD,26/04/2023,Reactive Maintenance,2820.00
Estates,KDE LTD,10/05/2023,Reactive Maintenance,2833.30
Estates,KDE LTD,17/05/2023,Reactive Maintenance,599.61
Estates,KDE LTD,24/05/2023,Reactive Maintenance,977.78
Estates,KDE LTD,31/05/2023,Reactive Maintenance,576.57
Estates,KDE LTD,07/06/2023,Reactive Maintenance,750.00
Estates,KDE LTD,14/06/2023,Reactive Maintenance,550.00
Estates,KDE LTD,14/06/2023,Reactive Maintenance,1498.60
Estates,KDE LTD,14/06/2023,Reactive Maintenance,770.20
Estates,KDE LTD,21/06/2023,Reactive Maintenance,699.61
Estates,KDE LTD,21/06/2023,Reactive Maintenance,6298.53
Estates,KDE LTD,21/06/2023,Reactive Maintenance,876.62
Estates,KDE LTD,21/06/2023,Reactive Maintenance,508.67
Estates,KDE LTD,05/04/2023,Stationery & Office Consumables,1852.00
Estates,KDE LTD,05/04/2023,Stationery & Office Consumables,778.75
Estates,KDE LTD,21/06/2023,Stationery & Office Consumables,3373.88
Estates,LEGAT OWEN LTD (MAIN),31/05/2023,Service Charge,569.13
Estates,MONTAGUE EVANS LLP,24/05/2023,Professional Fees,6160.00
Estates P S I,(RESOURCES) LTD,05/04/2023,Reactive Maintenance,590.00
Estates P S I,(RESOURCES) LTD,26/04/2023,Reactive Maintenance,915.00
Estates P S I,(RESOURCES) LTD,26/04/2023,Reactive Maintenance,1605.00
Estates P S I,(RESOURCES) LTD,24/05/2023,Reactive Maintenance,920.00
Estates P S I,(RESOURCES) LTD,24/05/2023,Reactive Maintenance,3750.00
Estates P S I,(RESOURCES) LTD,28/06/2023,Reactive Maintenance,710.00
Estates P S I,(RESOURCES) LTD,28/06/2023,Reactive Maintenance,1860.00
Estates,PFI SIGN SOLUTIONS,24/05/2023,Building Maintenance - Day to Day,901.30
Estates,RAPID ENERGY LTD,24/05/2023,Reactive Maintenance,5780.00
Estates,RPS GROUP PLC,26/04/2023,Professional Fees,985.00
Estates,RPS GROUP PLC,24/05/2023,Reactive Maintenance,916.00
Estates,STONE CENTRAL NW LTD,21/06/2023,Reactive Maintenance,9536.50
Estates,SUB SURFACE NORTH WEST LTD,07/06/2023,Professional Fees,650.00
Estates,SURE MAINTENANCE LTD,26/04/2023,Annual Servicing,654.90
Estates,SURE MAINTENANCE LTD,05/04/2023,Reactive Maintenance,1570.07
Estates,SURE MAINTENANCE LTD,07/06/2023,Reactive Maintenance,2106.03
Estates,SURE MAINTENANCE LTD,07/06/2023,Reactive Maintenance,2292.99
Estates,SURE MAINTENANCE LTD,07/06/2023,Reactive Maintenance,1097.25
