Cost Centre,Supplier,Date,Account,Amount
Custody,CHARLES FELLOWS SUPPLIES LTD,12/07/2023,Detained Persons - Clothing,2866.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/07/2023,Detained Persons - Clothing,674.80
Custody,CHARLES FELLOWS SUPPLIES LTD,19/07/2023,Detained Persons - Clothing,853.00
Custody,CHARLES FELLOWS SUPPLIES LTD,19/07/2023,Detained Persons - Clothing,730.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/07/2023,Detained Persons - Clothing,1009.50
Custody,CHARLES FELLOWS SUPPLIES LTD,02/08/2023,Detained Persons - Clothing,2318.10
Custody,CHARLES FELLOWS SUPPLIES LTD,02/08/2023,Detained Persons - Clothing,747.50
Custody,CHARLES FELLOWS SUPPLIES LTD,02/08/2023,Detained Persons - Clothing,2661.30
Custody,CHARLES FELLOWS SUPPLIES LTD,09/08/2023,Detained Persons - Clothing,1380.30
Custody,CHARLES FELLOWS SUPPLIES LTD,16/08/2023,Detained Persons - Clothing,1171.50
Custody,CHARLES FELLOWS SUPPLIES LTD,16/08/2023,Detained Persons - Clothing,2767.90
Custody,CHARLES FELLOWS SUPPLIES LTD,30/08/2023,Detained Persons - Clothing,1322.90
Custody,CHARLES FELLOWS SUPPLIES LTD,06/09/2023,Detained Persons - Clothing,3425.50
Custody,CHARLES FELLOWS SUPPLIES LTD,27/09/2023,Detained Persons - Clothing,1704.00
Custody,FAST ENGINEERING LTD,26/07/2023,Detained Persons - Other Expenses,1056.00
Custody,LANGUAGE LINE TI LIMITED,26/07/2023,Interpreters Fees & Translators Fees,8684.46
Custody,LANGUAGE LINE TI LIMITED,30/08/2023,Interpreters Fees & Translators Fees,15113.57
Custody,MITIE CARE AND CUSTODY LTD,26/07/2023,Detained Persons - Medical Fees,121224.43
Custody,MITIE CARE AND CUSTODY LTD,30/08/2023,Detained Persons - Medical Fees,121224.43
Custody,MITIE CARE AND CUSTODY LTD,27/09/2023,Detained Persons - Medical Fees,121224.43
Custody,PUREGUSTO COFFEE COMPA,03/08/2023,Detained Persons - Meals / Refreshments,539.88
Custody,PUREGUSTO COFFEE COMPA,03/08/2023,Detained Persons - Meals / Refreshments,539.88
Custody,PUREGUSTO COFFEE COMPA,03/08/2023,Detained Persons - Meals / Refreshments,539.88
Custody,SPECIALIST COMPUTER CENTRES PLC,06/09/2023,Hardware - purchase,2751.24
Custody - cs,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,27/09/2023,Laundry,1832.40
Custody - cs,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,27/09/2023,Laundry,2819.13
Decarbonisation Measures,YORKSHIRE BUILDING SERVICES LTD,20/09/2023,Building Works - Other,42198.50
Digital Media Investigation Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),12/07/2023,Public Transport & Parking,618.60
Digital Media Investigation Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),27/07/2023,Hotel Accommodation,770.16
Digital Media Investigation Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),02/08/2023,Public Transport & Parking,295.40
Digital Media Investigation Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),25/08/2023,Hotel Accommodation,1291.97
Digital Media Investigation Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),30/08/2023,Public Transport & Parking,667.00
Digital Media Investigation Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),20/09/2023,Hotel Accommodation,1300.22
Digital Media Investigation Unit,FIRST FORENSIC SOLUTIONS LTD,26/07/2023,Software Licences,1000.00
Digital Media Investigation Unit,VIDEO4BUSINESS,06/09/2023,Software Licences,716.40
Driver Offender Referrals -,GL ATP DRIVER TRAINING,26/07/2023,Professional Fees,1873.00
Driver Offender Referrals -,GL ATP DRIVER TRAINING,09/08/2023,Professional Fees,725.00
Driver Offender Referrals -,GL ATP DRIVER TRAINING,06/09/2023,Professional Fees,1299.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,26/07/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,30/08/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,27/09/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL DG TRAINING LTD,06/09/2023,Professional Fees,1185.00
Driver Offender Referrals -,GL REVOLUTION DRIVING SCHOOL,26/07/2023,Professional Fees,556.00
Driver Offender Referrals -,GL REVOLUTION DRIVING SCHOOL,16/08/2023,Professional Fees,638.00
Driver Offender Referrals -,GL REVOLUTION DRIVING SCHOOL,13/09/2023,Professional Fees,684.00
Driver Offender Referrals -,GL SOG RESOURCES LTD,02/08/2023,Hire of Rooms/Premises,1346.00
Driver Offender Referrals -,GL SOG RESOURCES LTD,06/09/2023,Hire of Rooms/Premises,1902.00
Driver Offender Referrals -,GL UKROED LTD,02/08/2023,NDORS Fees,124117.00
Driver Offender Referrals -,GL UKROED LTD,30/08/2023,NDORS Fees,116669.00
Driver Offender Referrals -,GL WIRRAL DRIVING LTD,12/07/2023,Professional Fees,1808.00
Driver Offender Referrals -,GL WIRRAL DRIVING LTD,09/08/2023,Professional Fees,2110.00
Driver Offender Referrals -,GL WIRRAL DRIVING LTD,13/09/2023,Professional Fees,3091.00
Drugs Confiscation Holding Account,HMCTS (NERCU),06/09/2023,Creditor Holding Account,667.00
E Forensics Tech Refresh,SCAN COMPUTERS INTERNATIONAL LTD,09/08/2023,Hardware,7499.97
Economic Crime Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),12/07/2023,Public Transport & Parking,35.20
Economic Crime Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),02/08/2023,Public Transport & Parking,383.30
Economic Crime Unit,CAPITA BUSINESS SERVICES LTD (TRAVEL),25/08/2023,Hotel Accommodation,259.20
Economic Crime Unit,CREDITSAFE BUSINESS SOLUTIONS LTD,09/08/2023,Software - purchase,3199.00
Economic Crime Unit,EXPERIAN LTD,23/08/2023,Licence Fees,2333.00
Economic Crime Unit,EXPERIAN LTD,06/09/2023,Licence Fees,2333.00
Economic Crime Unit,EXPERIAN LTD,27/09/2023,Licence Fees,2333.00
Economic Crime Unit,NATIONAL CRIME AGENCY,23/08/2023,Network Services,580.00
Ellesmere Port,LPU Neighbourhood BIKERIGHT! LTD,05/07/2023,Bicycle Repairs & Maintenance,376.17
Ellesmere Port,LPU Neighbourhood GALA TENT LTD,12/07/2023,Donations / Contributions,687.45
Ellesmere Port,LPU Response CHESHIRE WEST AND CHESTER COUNCIL (MAIN),20/09/2023,Partnership Projects,3165.00
Ellesmere Port,LPU Response PREVEX LTD,13/09/2023,Partnership Projects,4500.00
Error Suspense (Oracle),GREATER MANCHESTER COMBINED AUTHORITY (REFUND ONLY),05/07/2023,Error Suspense,2006.93
Estates,ALFRED BAGNALL AND SONS (NORTH WEST) LTD,26/07/2023,Planned Maintenance,5676.00
Estates,ASSA ABLOY LTD,06/09/2023,Building Maintenance - Day to Day,21646.68
Estates,ASSA ABLOY LTD,13/09/2023,Reactive Maintenance,1083.00
Estates,ASSA ABLOY LTD,27/09/2023,Reactive Maintenance,1083.00
Estates,BID GROUP LTD,19/07/2023,Reactive Maintenance,1710.00
Estates,BID GROUP LTD,30/08/2023,Reactive Maintenance,735.00
Estates,BOLESWORTH ENERGY LTD,30/08/2023,Other Energy Costs,677.10
Estates,BRIAN J WATTS FLOORING SPECIALISTS LTD,12/07/2023,Reactive Maintenance,800.00
Estates,BURTONWOOD GENERATOR AND SWITCHGEAR SERVICES LTD,26/07/2023,Reactive Maintenance,610.00
Estates,BURTONWOOD GENERATOR AND SWITCHGEAR SERVICES LTD,16/08/2023,Reactive Maintenance,628.46
Estates,CANNING GENERATOR SOLUTIONS LTD,16/08/2023,Reactive Maintenance,3780.31
Estates,CANNING GENERATOR SOLUTIONS LTD,30/08/2023,Reactive Maintenance,3591.00
Estates,CANNING GENERATOR SOLUTIONS LTD,13/09/2023,Reactive Maintenance,3591.00
Estates,CAPITA BUSINESS SERVICES LTD (TRAVEL),12/07/2023,Public Transport & Parking,358.60
Estates,CASTLE WATER LTD,16/08/2023,Water Services / Rates,36854.68
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),26/07/2023,Business Rates,14848.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),30/08/2023,Business Rates,14848.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),27/09/2023,Business Rates,14848.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),12/07/2023,Rent,2000.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),12/07/2023,Service Charge,1120.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),16/08/2023,Service Charge,1120.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),13/09/2023,Service Charge,1120.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/07/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/07/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/07/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/07/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/07/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/07/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/07/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),26/07/2023,Business Rates,3891.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),30/08/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),30/08/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),30/08/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),30/08/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),30/08/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),30/08/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),30/08/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),30/08/2023,Business Rates,3891.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),27/09/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),27/09/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),27/09/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),27/09/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),27/09/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),27/09/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),27/09/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),27/09/2023,Business Rates,3891.00
Estates,COLIN PICKERING & SONS,13/09/2023,Reactive Maintenance,567.00
Estates,COLIN PICKERING & SONS,27/09/2023,Building Maintenance - Day to Day,610.00
Estates,CONCEPT ELEVATORS (UK) LTD,09/08/2023,Reactive Maintenance,1620.00
Estates,CONCEPT ELEVATORS (UK) LTD,23/08/2023,Reactive Maintenance,2546.40
Estates,CONCEPT ELEVATORS (UK) LTD,06/09/2023,Reactive Maintenance,1620.00
Estates,COPELAND DOOR ENGINEERING LTD,18/07/2023,Reactive Maintenance,4943.60
Estates,COPELAND DOOR ENGINEERING LTD,19/07/2023,Reactive Maintenance,923.00
Estates,COPELAND DOOR ENGINEERING LTD,19/07/2023,Reactive Maintenance,552.65
Estates,COPELAND DOOR ENGINEERING LTD,16/08/2023,Reactive Maintenance,1617.00
Estates,COPELAND DOOR ENGINEERING LTD,16/08/2023,Reactive Maintenance,586.00
Estates,COPELAND DOOR ENGINEERING LTD,06/09/2023,Annual Servicing,4943.60
Estates,COPELAND DOOR ENGINEERING LTD,13/09/2023,Reactive Maintenance,780.00
Estates,CORSTORPHINE AND WRIGHT LTD,06/09/2023,Professional Fees,3937.50
Estates,CORTECH DEVELOPMENTS LTD,19/07/2023,Annual Servicing,1883.06
Estates,CORTECH DEVELOPMENTS LTD,19/07/2023,Annual Servicing,1739.00
Estates,CORTECH DEVELOPMENTS LTD,19/07/2023,Annual Servicing,1693.29
Estates,DENCAS BY DESIGN LTD,12/07/2023,Building Maintenance - Day to Day,2070.00
Estates,DENCAS BY DESIGN LTD,12/07/2023,Building Maintenance - Day to Day,1052.00
Estates,DENCAS BY DESIGN LTD,26/07/2023,Building Maintenance - Day to Day,668.00
Estates,DIGITAL ID LTD,30/08/2023,Reactive Maintenance,516.45
Estates,DRUGLOO INTERNATIONAL LTD,12/07/2023,Carriage,105.23
Estates,DRUGLOO INTERNATIONAL LTD,12/07/2023,Annual Servicing,925.00
Estates,ECC ELECTRONIC ENGINEERING,06/09/2023,Annual Servicing,7290.00
Estates,ECC ELECTRONIC ENGINEERING,27/09/2023,Reactive Maintenance,586.25
Estates,ELECTROLUX PROFESS,14/09/2023,Reactive Maintenance,524.40
Estates,ESOS ENERGY,05/07/2023,Annual Servicing,1200.00
Estates,FIRST RESCUE TRAINING AND SUPPLIES LTD,26/07/2023,Reactive Maintenance,2460.00
Estates,FLINTSHIRE COUNTY COUNCIL,26/07/2023,Business Rates,2474.00
Estates,FLINTSHIRE COUNTY COUNCIL,30/08/2023,Business Rates,2474.00
Estates,FLINTSHIRE COUNTY COUNCIL,27/09/2023,Business Rates,2474.00
Estates,FULWOOD ROOFING SERVICING (NORTHERN) LTD,19/07/2023,Reactive Maintenance,1290.00
Estates,FULWOOD ROOFING SERVICING (NORTHERN) LTD,19/07/2023,Reactive Maintenance,580.00
Estates G P,FIRE & SECURITY LTD,09/08/2023,Building Maintenance - Day to Day,1580.00
Estates G P,FIRE & SECURITY LTD,13/09/2023,Reactive Maintenance,620.00
Estates G P,FIRE & SECURITY LTD,27/09/2023,Reactive Maintenance,1367.04
Estates,HALTON BOROUGH COUNCIL (RATES),12/07/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),12/07/2023,Business Rates,5581.00
Estates,HALTON BOROUGH COUNCIL (RATES),12/07/2023,Business Rates,4710.00
Estates,HALTON BOROUGH COUNCIL (RATES),09/08/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),09/08/2023,Business Rates,5581.00
Estates,HALTON BOROUGH COUNCIL (RATES),09/08/2023,Business Rates,4710.00
Estates,HALTON BOROUGH COUNCIL (RATES),13/09/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),13/09/2023,Business Rates,5581.00
Estates,HALTON BOROUGH COUNCIL (RATES),13/09/2023,Business Rates,4710.00
Estates,HARROW GREEN LTD,19/07/2023,Removal Costs,1608.93
Estates,HARROW GREEN LTD,26/07/2023,Removal Costs,1421.01
Estates,HARROW GREEN LTD,09/08/2023,Removal Costs,711.40
Estates,HARROW GREEN LTD,13/09/2023,Removal Costs,1114.24
Estates,HELIX ROOFING CONTRACTORS LTD,12/07/2023,Building Maintenance - Day to Day,1436.00
Estates,HELIX ROOFING CONTRACTORS LTD,13/09/2023,Building Maintenance - Day to Day,580.00
Estates,HELIX ROOFING CONTRACTORS LTD,27/09/2023,Reactive Maintenance,2286.00
Estates,IRIS DESIGN SOLUTIONS LTD,19/07/2023,Reactive Maintenance,510.00
Estates,IRIS DESIGN SOLUTIONS LTD,16/08/2023,Reactive Maintenance,531.44
Estates,IWS,02/08/2023,Annual Servicing,865.39
Estates,IWS,02/08/2023,Annual Servicing,2295.00
Estates,IWS,09/08/2023,Annual Servicing,1890.00
Estates,IWS,23/08/2023,Annual Servicing,2205.00
Estates,IWS,23/08/2023,Annual Servicing,869.64
Estates,IWS,23/08/2023,Annual Servicing,869.64
Estates,IWS,23/08/2023,Annual Servicing,869.64
Estates,IWS,06/09/2023,Annual Servicing,869.64
Estates,IWS,20/09/2023,Annual Servicing,1041.70
Estates K,BARRY AND SON,27/09/2023,Reactive Maintenance,2860.00
Estates,KDE LTD,05/07/2023,Reactive Maintenance,1575.90
Estates,KDE LTD,05/07/2023,Reactive Maintenance,590.80
Estates,KDE LTD,19/07/2023,Building Maintenance - Day to Day,2890.59
Estates,KDE LTD,19/07/2023,Reactive Maintenance,3000.00
Estates,KDE LTD,19/07/2023,Reactive Maintenance,508.34
Estates,KDE LTD,26/07/2023,Reactive Maintenance,1335.17
Estates,KDE LTD,26/07/2023,Annual Servicing,2168.50
Estates,KDE LTD,02/08/2023,Building Maintenance - Day to Day,1676.34
Estates,KDE LTD,02/08/2023,Reactive Maintenance,13204.25
Estates,KDE LTD,30/08/2023,Reactive Maintenance,755.70
Estates,KDE LTD,06/09/2023,Reactive Maintenance,683.79
Estates,KDE LTD,20/09/2023,Reactive Maintenance,577.07
Estates,KDE LTD,20/09/2023,Annual Servicing,795.70
Estates,KDE LTD,27/09/2023,Reactive Maintenance,542.50
Estates,KDE LTD,27/09/2023,Reactive Maintenance,2246.38
Estates,KDE LTD,27/09/2023,Building Maintenance - Day to Day,996.61
Estates,KDE LTD,27/09/2023,Reactive Maintenance,627.61
Estates P S I,(RESOURCES) LTD,12/07/2023,Annual Servicing,3248.00
Estates P S I,(RESOURCES) LTD,26/07/2023,Reactive Maintenance,4580.00
Estates P S I,(RESOURCES) LTD,26/07/2023,Reactive Maintenance,3990.00
Estates P S I,(RESOURCES) LTD,26/07/2023,Reactive Maintenance,510.00
Estates P S I,(RESOURCES) LTD,26/07/2023,Reactive Maintenance,800.00
Estates P S I,(RESOURCES) LTD,02/08/2023,Reactive Maintenance,3907.50
Estates P S I,(RESOURCES) LTD,02/08/2023,Reactive Maintenance,3267.50
Estates P S I,(RESOURCES) LTD,02/08/2023,Reactive Maintenance,3187.50
Estates P S I,(RESOURCES) LTD,23/08/2023,Reactive Maintenance,2425.00
Estates P S I,(RESOURCES) LTD,23/08/2023,Reactive Maintenance,800.00
Estates P S I,(RESOURCES) LTD,23/08/2023,Reactive Maintenance,2600.00
Estates P S I,(RESOURCES) LTD,23/08/2023,Reactive Maintenance,837.50
Estates P S I,(RESOURCES) LTD,20/09/2023,Reactive Maintenance,3845.00
Estates P S I,(RESOURCES) LTD,20/09/2023,Reactive Maintenance,1045.00
Estates,RAPID ENERGY LTD,05/07/2023,Reactive Maintenance,2486.00
Estates,RAPID ENERGY LTD,05/07/2023,Reactive Maintenance,2486.00
Estates,RAPID ENERGY LTD,23/08/2023,Reactive Maintenance,1598.31
Estates,RPS GROUP PLC,23/08/2023,Reactive Maintenance,570.00
Estates,SAFEGUARD (NW) LTD,26/07/2023,Reactive Maintenance,786.31
Estates,SAFEGUARD (NW) LTD,20/09/2023,Reactive Maintenance,941.66
Estates,SHAWFIELD LINE MARKING SPECIALISTS LTD,12/07/2023,Building Maintenance - Day to Day,680.00
Estates,SURE MAINTENANCE LTD,05/07/2023,Reactive Maintenance,1663.82
Estates,SURE MAINTENANCE LTD,05/07/2023,Reactive Maintenance,3169.64
Estates,SURE MAINTENANCE LTD,05/07/2023,Reactive Maintenance,9565.72
Estates,SURE MAINTENANCE LTD,05/07/2023,Reactive Maintenance,5282.16
Estates,SURE MAINTENANCE LTD,12/07/2023,Reactive Maintenance,2116.88
Estates,SURE MAINTENANCE LTD,16/08/2023,Reactive Maintenance,5496.35
Estates,SURE MAINTENANCE LTD,16/08/2023,Reactive Maintenance,587.36
Estates,SURE MAINTENANCE LTD,16/08/2023,Reactive Maintenance,1176.81
Estates,SYSTEMSLINK 2000 LTD,05/07/2023,Annual Servicing,5665.00
Estates T,MANNERS & SONS LTD,05/07/2023,Building Maintenance - Day to Day,9335.00
Estates,TOTAL JETTING SERVICES LTD,02/08/2023,Reactive Maintenance,682.50
Estates,TOTAL JETTING SERVICES LTD,02/08/2023,Reactive Maintenance,585.00
Estates,TOTAL JETTING SERVICES LTD,06/09/2023,Reactive Maintenance,522.00
Estates,UPS POWER SERVICES LTD,12/07/2023,Annual Servicing,2700.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),05/07/2023,Business Rates,4371.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),05/07/2023,Business Rates,13696.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),05/07/2023,Business Rates,786.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),05/07/2023,Business Rates,1210.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),02/08/2023,Business Rates,4371.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),02/08/2023,Business Rates,13696.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),02/08/2023,Business Rates,786.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),02/08/2023,Business Rates,1210.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),16/08/2023,Business Rates,2675.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),16/08/2023,Business Rates,960.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),30/08/2023,Business Rates,4371.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),30/08/2023,Business Rates,13696.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),30/08/2023,Business Rates,786.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),30/08/2023,Business Rates,1210.00
Estates,WEST MERCIA ENERGY,12/07/2023,Gas,93595.75
Estates,WEST MERCIA ENERGY,12/07/2023,Electricity,91537.32
Estates,WEST MERCIA ENERGY,02/08/2023,Electricity,99049.62
Estates,WEST MERCIA ENERGY,02/08/2023,Gas,33066.44
Estates,WEST MERCIA ENERGY,06/09/2023,Gas,24687.99
Estates,WEST MERCIA ENERGY,06/09/2023,Electricity,154587.83
Estates,WEST MERCIA ENERGY,27/09/2023,Gas,18369.90
Estates,WEST MERCIA ENERGY,27/09/2023,Electricity,45702.18
Facilities Management Contracts,CONSTRUCTION LINX LTD (FACILITIES),13/09/2023,Planned Maintenance,5589.75
Facilities Management Contracts,CONSTRUCTION LINX LTD (FACILITIES),13/09/2023,Planned Maintenance,4730.00
Facilities Management Contracts,CONSTRUCTION LINX LTD (FACILITIES),27/09/2023,Planned Maintenance,1111.00
Facilities Management Contracts,DIMENSION STORAGE & INTERIORS LTD,27/09/2023,Planned Maintenance,4197.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,12/07/2023,Contract Cleaning,1528.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,26/07/2023,Contract Cleaning,1528.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,02/08/2023,Contract Cleaning,764.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,16/08/2023,Contract Cleaning,764.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,23/08/2023,Contract Cleaning,764.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,23/08/2023,Contract Cleaning,1528.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,06/09/2023,Contract Cleaning,1528.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,27/09/2023,Contract Cleaning,1528.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,27/09/2023,Contract Cleaning,1528.00
Facilities Management Contracts,EVOLUTION AUTOMATIC DOORS LTD,05/07/2023,Planned Maintenance,2744.00
Facilities Management Contracts,HELIX ROOFING CONTRACTORS LTD,27/09/2023,Planned Maintenance,11969.00
Facilities Management Contracts,INDUSTRIAL DOOR DEVELOPMENTS LTD,13/09/2023,Planned Maintenance,2378.00
Facilities Management Contracts K,BARRY AND SON,02/08/2023,Planned Maintenance,7618.00
Facilities Management Contracts,KDE LTD,12/07/2023,Planned Maintenance,11941.88
Facilities Management Contracts,SHERRATT GROUP LTD,26/07/2023,Grounds Maintenance,1694.89
Facilities Management Contracts,SHERRATT GROUP LTD,20/09/2023,Grounds Maintenance,1451.34
Facilities Management Contracts,SHERRATT GROUP LTD,27/09/2023,Grounds Maintenance,1451.34
Facilities Management Contracts,VERGO PEST MANAGEMENT LTD,09/08/2023,Pest Control,869.50
Facilities Management Contracts,YORKSHIRE BUILDING SERVICES LTD,20/09/2023,Planned Maintenance,49500.00
Facilities Support,ADECCO UK LTD,11/07/2023,Agency / Temp Staff,2305.81
Facilities Support,ADECCO UK LTD,12/07/2023,Agency / Temp Staff,1180.58
Facilities Support,ADECCO UK LTD,19/07/2023,Agency / Temp Staff,1167.53
Facilities Support,ADECCO UK LTD,26/07/2023,Agency / Temp Staff,2305.81
Facilities Support,ADECCO UK LTD,16/08/2023,Agency / Temp Staff,1189.58
Facilities Support,ADECCO UK LTD,23/08/2023,Agency / Temp Staff,1130.62
Facilities Support,ADECCO UK LTD,30/08/2023,Agency / Temp Staff,1169.78
Facilities Support,ADECCO UK LTD,20/09/2023,Agency / Temp Staff,1130.63
Facilities Support,ADECCO UK LTD,20/09/2023,Agency / Temp Staff,1026.90
Facilities Support,ADECCO UK LTD,20/09/2023,Agency / Temp Staff,1067.75
Facilities Support,CAPITA BUSINESS SERVICES LTD (TRAVEL),02/08/2023,Public Transport & Parking,672.60
Facilities Support,KDE LTD,02/08/2023,Building Maintenance - Day to Day,1143.43
Facilities Support,SHERRATT GROUP LTD,20/09/2023,Grounds Maintenance,50.84
