Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,16/02/2023,601484230,60000.00,0.00,60000.00,Tameside Mbc,People (Adults) - CHSC,Payment to Lead Districts
Salford City Council,16/02/2023,601484047,726.00,121.00,605.00,Tametech Solutions Ltd,People (Childrens) Service Group,IT  Licence Fees
Salford City Council,16/02/2023,601484211,13062.76,0.00,13062.76,Taxis Transfers Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/02/2023,601484210,31688.42,0.00,31688.42,Taxis Transfers Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/02/2023,601484101,670.80,111.80,559.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,16/02/2023,601484103,856.50,142.75,713.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,16/02/2023,601484234,1500.00,0.00,1500.00,Thompsons Academy Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,16/02/2023,601484106,1750.00,0.00,1750.00,Thompsons Academy Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,16/02/2023,1600705142,720.00,120.00,600.00,Transport For Greater Manchester,Place Directorate,General Contractor Work
Salford City Council,16/02/2023,1600705152,720.00,120.00,600.00,Transport For Greater Manchester,Place Directorate,General Contractor Work
Salford City Council,16/02/2023,601484186,1724.00,0.00,1724.00,Travel By Myles,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/02/2023,601484187,9530.04,0.00,9530.04,Travel By Myles,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/02/2023,6003654209,554.93,0.00,554.93,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,16/02/2023,6003654192,1250.86,0.00,1250.86,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,16/02/2023,601484228,7370.12,0.00,7370.12,Valley Luxury Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/02/2023,601484227,38943.91,0.00,38943.91,Valley Luxury Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/02/2023,6003654248,526.51,0.00,526.51,Wm Morrisons Store Pick,People (Childrens) Service Group,Food and refreshments
Salford City Council,16/02/2023,6003654182,580.00,0.00,580.00,Www.Adass.Org.Uk,People (Childrens) Service Group,Subscriptions
Salford City Council,16/02/2023,6003654188,564.00,0.00,564.00,Www.Annarbor.Co.Uk,People (Childrens) Service Group,Marketing & Publicity
Salford City Council,16/02/2023,601484272,660.00,0.00,660.00,You Can Community Club Hq,Place Directorate,Payments to Voluntary Organisations
Salford City Council,17/02/2023,601484390,3834.24,0.00,3834.24,Aba Travels Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,17/02/2023,1600705310,9589.51,0.00,9589.51,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/02/2023,1600705307,930.00,155.00,775.00,Armor Cleaning Ltd,Capital Expenditure,Other Works
Salford City Council,17/02/2023,601484340,2544.50,0.00,2544.50,Barnardos Finance ,People (Childrens) Service Group,Other Professional Fees
Salford City Council,17/02/2023,1600705018,2494.80,415.80,2079.00,Bloom Procurement Services Ltd,Place Directorate,Other Professional Fees
Salford City Council,17/02/2023,6003655012,558.88,0.00,558.88,Booker Ltd - 38591314,People (Childrens) Service Group,Food and refreshments
Salford City Council,17/02/2023,6003655114,687.85,1.42,686.43,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/02/2023,6003655102,750.38,18.39,731.99,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/02/2023,1600705295,5000.00,0.00,5000.00,Bury Council,People (Childrens) Service Group,Payments to Agencies
Salford City Council,17/02/2023,6003654951,10494.74,0.00,10494.74,Care Direct Salford Ltd,People (Adults) - CHSC,Day Care
Salford City Council,17/02/2023,6003654990,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,17/02/2023,6003654968,7887.88,0.00,7887.88,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,17/02/2023,601484354,4061.09,0.00,4061.09,Enterprise Rent-A-Car Uk Ltd,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,17/02/2023,601484376,783.35,0.00,783.35,Fab Travel Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,17/02/2023,601484363,3600.00,0.00,3600.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,17/02/2023,1600698546,3645.00,607.50,3037.50,General Utilities North West Ltd,Capital Expenditure,External Fees - Other
Salford City Council,17/02/2023,1600704243,48090.00,0.00,48090.00,Gmw Mental Health Nhs Ft,Place Directorate,Payments to Agencies
Salford City Council,17/02/2023,1600704371,723323.00,0.00,723323.00,Gmw Mental Health Nhs Ft,Public Health,Payments to Agencies
Salford City Council,17/02/2023,1600704242,118717.32,19786.22,98931.10,Groundwork Landscapes Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,17/02/2023,601484381,-5491.73,0.00,-5491.73,H59 Transport Ltd / Paul Mackin,People (Childrens) Service Group,VAT Adjustment
Salford City Council,17/02/2023,601484382,5626.93,0.00,5626.93,H59 Transport Ltd / Paul Mackin,People (Childrens) Service Group,VAT Adjustment
Salford City Council,17/02/2023,1600703286,1355.64,225.94,1129.70,Ijm Electrical Contractors Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,17/02/2023,1600705277,6244.14,1040.69,5203.45,Insight Direct (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,17/02/2023,1600704278,25919.10,4319.85,21599.25,Insight Direct (Uk) Limited,Capital Expenditure,Purchase of Computer Equipment
Salford City Council,17/02/2023,1600704236,452804.93,75467.49,377337.44,John Sisk & Son (Holdings) Ltd,Capital Expenditure,Other Works
Salford City Council,17/02/2023,601484338,4500.00,0.00,4500.00,Kosher Savers Ltd,People (Adults) - CHSC,Security Services
Salford City Council,17/02/2023,1600704068,29683.08,4947.18,24735.90,Kpmg Llp,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,17/02/2023,601484405,3600.00,0.00,3600.00,Lewis Street Primary,People (Childrens) Service Group,Equipment Purchase
Salford City Council,17/02/2023,1600705329,5984.00,0.00,5984.00,Little Acorns Before & After School,People (Adults) - CHSC,Grants
Salford City Council,17/02/2023,1600705330,3900.00,0.00,3900.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/02/2023,601484383,986.95,0.00,986.95,Mike Davies Transport Ltd T/A Lynch,People (Childrens) Service Group,VAT Adjustment
Salford City Council,17/02/2023,1600703270,2800.92,466.82,2334.10,Mott Macdonald Ltd,Place Directorate,Other Professional Fees
Salford City Council,17/02/2023,601484369,1410.00,235.00,1175.00,Mr Mike Smith T/A Strand Refrigerat,Place Directorate,delegated kitchen formula
Salford City Council,17/02/2023,1600704384,10892.15,1815.36,9076.79,Ncer Cic,People (Childrens) Service Group,IT  Licence Fees
Salford City Council,17/02/2023,1600704374,1409958.06,234993.01,1174965.05,Pendleton Together Operating Ltd,Outside Hierarchy,Unitary Charge
Salford City Council,17/02/2023,1600705297,907.50,151.25,756.25,Pennine Medical Supplies Ltd T/A Pe,Place Directorate,Clothing & Uniforms
Salford City Council,17/02/2023,601484344,544.80,90.80,454.00,Psi (Resources) Limited,Place Directorate,delegated kitchen formula
Salford City Council,17/02/2023,6003654992,1043.09,0.00,1043.09,Psycho Peacock Limited,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,17/02/2023,1600705275,993.60,165.60,828.00,Randstad Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,17/02/2023,6003654952,14680.16,0.00,14680.16,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,17/02/2023,6003654962,30003.87,0.00,30003.87,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,17/02/2023,601484377,15613.40,0.00,15613.40,Redacted Data,People (Childrens) Service Group,VAT Adjustment
Salford City Council,17/02/2023,1600704172,13500.00,2250.00,11250.00,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,17/02/2023,1600703973,10166.66,0.00,10166.66,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,17/02/2023,1600704013,448706.00,0.00,448706.00,Salford Royal Nhs Foundation Trust,Public Health,Payments to Agencies
Salford City Council,17/02/2023,601484353,1400.00,0.00,1400.00,Salford Storm Football Club Cic,Place Directorate,Payments to Voluntary Organisations
Salford City Council,17/02/2023,1600704580,792.77,132.13,660.64,Schofield & Sons,Place Directorate,UV Day to Day Repairs
Salford City Council,17/02/2023,1600704617,842.40,140.40,702.00,Schofield & Sons,Place Directorate,UV Day to Day Repairs
Salford City Council,17/02/2023,1600704135,2144.40,357.40,1787.00,Schofield & Sons,Place Directorate,UV Day to Day Repairs
Salford City Council,17/02/2023,1600704096,644.40,107.40,537.00,Schofield & Sons Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,17/02/2023,1600705298,21576.67,3596.11,17980.56,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,17/02/2023,1600705308,2262.00,377.00,1885.00,Soil Association Limited,Place Directorate,Marketing & Publicity
Salford City Council,17/02/2023,1600704232,10356.48,1726.08,8630.40,Ssi Schaefer Limited,Place Directorate,Equipment Purchase
Salford City Council,17/02/2023,1600704231,11016.00,1836.00,9180.00,Ssi Schaefer Limited,Place Directorate,Equipment Purchase
Salford City Council,17/02/2023,1600704376,15815.52,2635.92,13179.60,Straight Manufacturing Ltd,Place Directorate,Equipment Purchase
Salford City Council,17/02/2023,6003655050,1700.00,0.00,1700.00,Sumup *Lmac Roofing Ltd,People (Adults) - CHSC,Subscriptions
Salford City Council,17/02/2023,1600704357,14000.00,2333.33,11666.67,Sunhigh Ltd T/A Winter Warm Packs,Capital Expenditure,Other Works
Salford City Council,17/02/2023,1600704385,14262.00,2377.00,11885.00,Support In Sport (Uk) Ltd,Capital Expenditure,Other Works
Salford City Council,17/02/2023,6003654986,724.00,0.00,724.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,17/02/2023,6003654961,4374.72,0.00,4374.72,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,17/02/2023,601484387,9035.96,0.00,9035.96,Taxis Transfers Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,17/02/2023,1600705274,832.00,0.00,832.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/02/2023,1600705271,4316.00,0.00,4316.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/02/2023,6003654939,10859.52,0.00,10859.52,The Focus Foundation,People (Adults) - CHSC,Supported Tenancies
Salford City Council,17/02/2023,601484329,2098.36,349.73,1748.63,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,17/02/2023,1600705280,841.08,140.18,700.90,Transport For Greater Manchester,Capital Expenditure,External Fees - Other
Salford City Council,17/02/2023,6003655087,1235.86,0.00,1235.86,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,17/02/2023,1600705294,1512.00,252.00,1260.00,Ultracooling Ltd,People (Childrens) Service Group,Equipment Repair
Salford City Council,17/02/2023,601484392,5491.73,0.00,5491.73,Valley Luxury Minibuses Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,17/02/2023,6003655022,6861.94,0.00,6861.94,Virgin Media Pymts,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,17/02/2023,6003655044,590.70,0.00,590.70,Virginmedia.Com,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,17/02/2023,6003654989,3517.66,0.00,3517.66,Virginmedia.Com,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,17/02/2023,1600705256,2327.51,387.92,1939.59,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,17/02/2023,1600705255,6324.00,1053.67,5270.33,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,17/02/2023,1600705319,-9084.66,-1514.11,-7570.55,Xma Ltd,Capital Expenditure,Purchase of Computer Equipment
Salford City Council,17/02/2023,1600705321,9084.66,1514.11,7570.55,Xma Ltd,Capital Expenditure,Purchase of Computer Equipment
Salford City Council,17/02/2023,1600704375,12179.33,2029.89,10149.44,Xma Ltd,Capital Expenditure,Purchase of Computer Equipment
Salford City Council,20/02/2023,601484472,15000.00,0.00,15000.00,Aldi Stores Ltd,People (Adults) - CHSC,Client Subsistence
Salford City Council,20/02/2023,1600705349,838.56,139.76,698.80,Alliance Disposables Ltd,Service Reform (Corp Bus & Transform),Cleaning Materials
Salford City Council,20/02/2023,1600705416,1100.00,0.00,1100.00,Aroa Educational Psychology Service,People (Childrens) Service Group,Equipment Purchase
Salford City Council,20/02/2023,1600705110,690.23,115.04,575.19,Bilway Marine Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,20/02/2023,1600705111,690.23,115.04,575.19,Bilway Marine Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,20/02/2023,1600705113,690.23,115.04,575.19,Bilway Marine Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,20/02/2023,1600705116,690.23,115.04,575.19,Bilway Marine Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,20/02/2023,6003655649,622.37,3.82,618.55,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,20/02/2023,601484412,2400.00,0.00,2400.00,Brighter Futures,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,20/02/2023,1600704441,34336.43,5722.74,28613.69,Capita Property & Infrastructure Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,20/02/2023,1600704552,31572.58,0.00,31572.58,Central Manchester University,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,1600704548,29139.99,0.00,29139.99,Choices Home For Children Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,1600704549,32739.99,0.00,32739.99,Choices Home For Children Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,601484423,66000.00,11000.00,55000.00,Cms Cameron Mckenna Nabarro Olswang,Place Directorate,Other Professional Fees
Salford City Council,20/02/2023,601484424,88886.40,14814.40,74072.00,Cms Cameron Mckenna Nabarro Olswang,Place Directorate,Other Professional Fees
Salford City Council,20/02/2023,1600704543,33451.80,5575.30,27876.50,Connell Bros Ltd,Capital Expenditure,Works & Building
Salford City Council,20/02/2023,1600705373,1800.96,300.16,1500.80,Cycle Works Ltd,Place Directorate,Equipment Purchase
Salford City Council,20/02/2023,601484409,11037.18,1839.53,9197.65,Da Languages Ltd,Service Reform (Corp Bus & Transform),Translation Services
Salford City Council,20/02/2023,601484419,1315.86,0.00,1315.86,Derbyshire County Council,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,20/02/2023,6003655559,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,20/02/2023,1600705419,-1590.58,-265.10,-1325.48,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600705420,-1501.56,-250.26,-1251.30,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600705367,3643.51,607.25,3036.26,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600704560,278073.94,46345.66,231728.28,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600704429,15333.32,0.00,15333.32,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,20/02/2023,601484427,800.00,0.00,800.00,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,601484473,560.00,0.00,560.00,Faith Brooke Academy,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,20/02/2023,1600705377,1341.86,223.64,1118.22,Firemark Ltd,People (Childrens) Service Group,Fire Equipment
Salford City Council,20/02/2023,601484435,800.00,0.00,800.00,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,20/02/2023,601484470,47021.01,0.00,47021.01,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,20/02/2023,1600705352,5000.00,0.00,5000.00,George House Trust,Public Health,Payments to Agencies
Salford City Council,20/02/2023,1600704438,14810.00,0.00,14810.00,Greater Manchester Combined,Capital Expenditure,External Fees - Other
Salford City Council,20/02/2023,601484434,800.00,0.00,800.00,Happy Feet Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,20/02/2023,1600705378,575.00,0.00,575.00,Health & Safety Solutions (Nw) Ltd,People (Childrens) Service Group,Training expenses
Salford City Council,20/02/2023,1600705366,1128.50,0.00,1128.50,Hg Care Service,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,1600705365,2664.00,0.00,2664.00,Hg Care Service,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,6003655575,689.00,0.00,689.00,Hotel At Booking.Com,People (Childrens) Service Group,Staff Travel
Salford City Council,20/02/2023,1600705376,762.00,127.00,635.00,Integrated Digital Cctv Systems Ltd,Place Directorate,Contractors
Salford City Council,20/02/2023,1600705354,-1246.85,-207.81,-1039.04,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,20/02/2023,1600705355,2441.05,406.84,2034.21,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,20/02/2023,601484430,750.75,0.00,750.75,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,601484429,955.50,0.00,955.50,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,601484432,600.00,0.00,600.00,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,1600705380,4524.00,754.00,3770.00,Land Law Llp,Capital Expenditure,Miscellaneous Expenses
Salford City Council,20/02/2023,1600705368,4046.40,674.40,3372.00,Manchester City Council,Capital Expenditure,External Fees - Other
Salford City Council,20/02/2023,601484414,1725.00,0.00,1725.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,20/02/2023,601484416,627.53,104.59,522.94,Mike Davies Transport Ltd T/A Lynch,People (Childrens) Service Group,Pupil Assistance
Salford City Council,20/02/2023,1600705404,606.68,0.00,606.68,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705409,1840.39,0.00,1840.39,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705415,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705427,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705428,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705429,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705430,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705406,2487.69,0.00,2487.69,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705411,2487.69,0.00,2487.69,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,20/02/2023,1600705359,1264.10,210.68,1053.42,Parentpay Ltd T/A Cypad,Place Directorate,Interest & Charges
Salford City Council,20/02/2023,1600704473,11747.70,1957.95,9789.75,Pavement Testing Services Ltd (Pts),Place Directorate,Contractors
Salford City Council,20/02/2023,601484454,614.50,0.00,614.50,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,20/02/2023,601484418,1055.95,175.99,879.96,Rtriibe,People (Childrens) Service Group,Agency Fees
Salford City Council,20/02/2023,1600705296,-12586.68,-2097.78,-10488.90,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600704567,20346.60,3391.10,16955.50,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600704569,906748.85,151124.81,755624.04,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600704430,20954.16,0.00,20954.16,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600704431,44209.38,7368.23,36841.15,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600704427,1077967.44,179661.24,898306.20,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/02/2023,1600703098,11912.33,0.00,11912.33,Salford City Red Devils Foundation,People (Adults) - CHSC,Grants
Salford City Council,20/02/2023,601484594,2520.00,0.00,2520.00,Salford City Red Devils Foundation,Place Directorate,Payments to Voluntary Organisations
Salford City Council,20/02/2023,1600704482,25846.24,0.00,25846.24,Seashell Trust,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,20/02/2023,1600704483,25846.24,0.00,25846.24,Seashell Trust,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,20/02/2023,1600705370,6000.00,0.00,6000.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,20/02/2023,1600705371,8340.00,0.00,8340.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,20/02/2023,1600705369,9150.00,0.00,9150.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,20/02/2023,601484421,611.28,101.88,509.40,Southern Electric,People (Childrens) Service Group,Electricity
Salford City Council,20/02/2023,6003655529,4340.00,0.00,4340.00,Sumup *Reds Garden Servi,People (Adults) - CHSC,General Repairs
Salford City Council,20/02/2023,601484415,613.20,102.20,511.00,T/A Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,20/02/2023,601484428,600.00,0.00,600.00,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,1600705353,1870.62,311.77,1558.85,Teaching Personnel Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,20/02/2023,601484590,37500.00,6250.00,31250.00,The Landing At Media City Ltd,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,20/02/2023,1600704426,11448.00,1908.00,9540.00,The Royal Society For The Prevention,Place Directorate,Consultants
Salford City Council,20/02/2023,6003655557,584.92,0.00,584.92,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,20/02/2023,1600704479,19200.00,0.00,19200.00,University Of Salford,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/02/2023,1600705392,5329.12,887.59,4441.53,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,21/02/2023,1600705463,4262.00,710.00,3552.00,A  Venning Ltd,Place Directorate,delegated kitchen formula
Salford City Council,21/02/2023,601483795,1161.60,0.00,1161.60,Aim Habonim-Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,21/02/2023,601483920,2680.15,0.00,2680.15,Aim Habonim-Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,21/02/2023,1600704995,54754.00,0.00,54754.00,Aim Habonim-Nursery,People (Childrens) Service Group,Pupil Assistance
Salford City Council,21/02/2023,1600705456,550.80,91.80,459.00,Ashbrook (Warrington) Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,21/02/2023,1600705118,690.23,115.04,575.19,Bilway Marine Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,21/02/2023,6003658504,503.66,12.40,491.26,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,21/02/2023,6003658409,532.00,0.00,532.00,British Gas Otp,People (Adults) - CHSC,Gas
Salford City Council,21/02/2023,1600705446,4880.50,813.42,4067.08,C P Davidson & Sons Ltd,Place Directorate,VMS Materials (Non Stock)
Salford City Council,21/02/2023,1600705541,1634.40,272.40,1362.00,Cheshire Woodlands Ltd,Capital Expenditure,External Fees - Other
Salford City Council,21/02/2023,1600704600,118343.40,19723.90,98619.50,Coating Services Ltd,Capital Expenditure,External Fees - Other
Salford City Council,21/02/2023,1600704656,12072.00,2012.00,10060.00,Dolphin Mobility Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,21/02/2023,601484649,825.00,0.00,825.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484652,825.00,0.00,825.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484648,1045.00,0.00,1045.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484646,1650.00,0.00,1650.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484655,2475.00,0.00,2475.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484647,3630.00,0.00,3630.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484645,4125.00,0.00,4125.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484653,4125.00,0.00,4125.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484654,4125.00,0.00,4125.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484656,4125.00,0.00,4125.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484650,4375.00,0.00,4375.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,1600705477,3249.00,541.50,2707.50,Encore Envelopes Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,21/02/2023,1600705455,8534.89,1422.48,7112.41,Evolve 4 Solutions,Place Directorate,IT  Licence Fees
Salford City Council,21/02/2023,1600704703,14745.60,2457.60,12288.00,Exclusec Group Ltd,Capital Expenditure,External Fees - Other
Salford City Council,21/02/2023,601484614,610.70,101.78,508.92,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,21/02/2023,601484608,729.45,121.58,607.87,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,21/02/2023,601484606,980.60,163.44,817.16,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,21/02/2023,1600705478,7391.76,1231.96,6159.80,Handicare Accessibility Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,21/02/2023,1600705491,5606.40,934.40,4672.00,Ijm Electrical Contractors Ltd,Place Directorate,Other Office Expenses
Salford City Council,21/02/2023,1600705533,3429.26,0.00,3429.26,Jan Robinson Early Years Ltd,People (Childrens) Service Group,Training of Staff
