DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Resources Directorate,09/06/2023, 586.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 554.20 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 509.74 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 501.78 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 533.56 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 646.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 606.68 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 543.34 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 623.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 504.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023," 1,499.04 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 759.46 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 504.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 880.10 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 570.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 572.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 644.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 569.58 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 661.30 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 713.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 533.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 605.99 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 572.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 719.90 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 511.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 830.76 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 584.36 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 518.48 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 599.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 572.04 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 594.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 669.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023," 1,587.60 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 627.32 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 528.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 570.46 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 605.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 601.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 553.88 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 584.36 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 591.18 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 540.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 544.62 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 612.34 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 669.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 909.68 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 644.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 648.96 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 726.88 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 989.58 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 761.54 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 530.76 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 564.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 573.72 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 695.30 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 557.72 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 573.66 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 713.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 571.36 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 612.18 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 540.46 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 876.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 509.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 736.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 715.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 713.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 540.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023," 1,242.84 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 551.54 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 539.10 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,09/06/2023," 9,721.41 ",PA HOUSING,Invoice,Rent Allowances
Resources Directorate,09/06/2023," 1,831.54 ",LONDON & QUADRANT HOUSING TRUS,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 682.86 ,THE GUINNESS PARTNERSHIP,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 855.90 ,PLACES FOR PEOPLE HOMES,Invoice,Rent Allowances
Resources Directorate,09/06/2023," 2,543.22 ",METROPOLITAN THAMES VALLEY,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 572.96 ,NETWORK HOMES,Invoice,Rent Allowances
Resources Directorate,09/06/2023, 570.00 ,MOUNTVIEW ESTATES PLC,Invoice,Rent Allowances
Resources Directorate,09/06/2023," 4,624.00 ",UNITY HOUSING SUPPORT,Invoice,Rent Allowances
Chief Executives Directorate,09/06/2023," 1,204.00 ",V3 Group,Invoice,General Contract Work
Chief Executives Directorate,09/06/2023, 756.00 ,Smartchoice Hospitality Ltd,Invoice,Conference Expenses
Housing & Regeneration Directorate,09/06/2023," 1,233.28 ",Royal Mail Group Ltd,Invoice,Postage
Adult Social Services Directorate,09/06/2023," 2,201.87 ",Kingston Hospital NHS FT,Invoice,ISH Services
Chief Executives Directorate,09/06/2023," 3,502.33 ",BARNES COMMUNITY ASSOC(Retail ,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,09/06/2023," 1,369.74 ",HML Independent Medical Advice,Invoice,Consultants Fees
Environment & Community Services Directorate,09/06/2023," 1,101.06 ",Friends of Mortlake Churchyard,Invoice,Contribution to Churches
Adult Social Services Directorate,09/06/2023," 10,634.21 ",Consensus,Invoice,External Residential Care
Environment & Community Services Directorate,09/06/2023," 2,269.36 ",Westco Trading Ltd,Invoice,Advertising / Publicity
Chief Executives Directorate,09/06/2023," 21,774.00 ",Habitats and Heritage,Invoice,Other minor services
Environment & Community Services Directorate,09/06/2023," 1,500.00 ",Bespoke Properties Ltd,Invoice,Consultants Fees
Environment & Community Services Directorate,09/06/2023," 3,900.00 ",Barnes Common Limited,Invoice,Conservation Contract
Capital Expenditure,09/06/2023," 5,703.93 ",K & A Construction,Invoice,CAPEXP Housing Grants Analysis
Environment & Community Services Directorate,09/06/2023," 150,794.61 ",F M Conway Limited,Invoice,Highways Maintenance Con
Housing & Regeneration Directorate,09/06/2023," 9,631.43 ",Tunstall Healthcare (UK) Ltd,Invoice,Hardware purchases
Housing & Regeneration Directorate,09/06/2023," 8,046.50 ",REDACTED PERSONAL DATA,Invoice,Property Maintenance 
Environment & Community Services Directorate,09/06/2023," 128,706.49 ",Continental Landscapes Ltd,Invoice,General Grounds Maintenance
Adult Social Services Directorate,09/06/2023," 15,473.00 ",ROYAL BOROUGH OF KENSINGTON AN,Invoice,Other Minor Contract Payments
Adult Social Services Directorate,09/06/2023," 1,088.64 ",HATS Group Ltd,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,09/06/2023," 1,257.36 ",FIERCE NEUTRAL LTD,Invoice,External Lodgings
Adult Social Services Directorate,09/06/2023," 7,016.93 ",SOUTHSIDE PARTNERSHIP,Invoice,Aps Shared Lives Scheme
Adult Social Services Directorate,09/06/2023," 30,134.96 ",CARE UK COMMUNITY PARTNERSHIP,Invoice,External Residential Care
Environment & Community Services Directorate,09/06/2023, 793.80 ,Latis Scientific Ltd,Invoice,Equipment
Adult Social Services Directorate,09/06/2023," 1,374.40 ",WORKSHOP 305,Invoice,External Residential Care
Adult Social Services Directorate,09/06/2023," 204,715.38 ",MEDEQUIP ASSISTIVE TECHNOLOGY ,Invoice,Cont for Joint Comm Equip
Adult Social Services Directorate,09/06/2023," 21,972.91 ",RUILS,Invoice,Grants to Voluntary Orgs
Adult Social Services Directorate,09/06/2023, 960.00 ,ORCHARD HILL COLLEGE,Invoice,External Daycare
Adult Social Services Directorate,09/06/2023," 9,550.33 ",Chelsea & Westminster Hospital,Invoice,ISH Services
Environment & Community Services Directorate,09/06/2023," 16,668.00 ",SUMO SERVICES LTD,Invoice,Traffic and Pedestrian Meas
Environment & Community Services Directorate,09/06/2023," 3,900.00 ",CIA Fire and Security Ltd,Invoice,Furniture
Environment & Community Services Directorate,09/06/2023," 3,000.00 ",Exigere Project Services Limit,Invoice,Consultants Fees
Environment & Community Services Directorate,09/06/2023," 4,972.96 ",Bibby Factors Leicester Ltd,Invoice,Agency Staff
Environment & Community Services Directorate,09/06/2023," 3,798.94 ",KPS Contractors Ltd,Invoice,Arboricultural Contract
Capital Expenditure,09/06/2023," 110,655.30 ",Operational Services,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,09/06/2023," 12,357.31 ",Salutem Shared Services III,Invoice,External Residential Care
Adult Social Services Directorate,09/06/2023," 76,539.07 ",Revon Healthcare Ltd,Invoice,Supported Living
Adult Social Services Directorate,09/06/2023," 1,500.00 ",Pongo and Matelot t/a,Invoice,Miscellaneous Expenses
Capital Expenditure,09/06/2023," 4,655.65 ",Portable Venues Group Ltd,Invoice,CAPEXP Other Building Reltd Wk
Capital Expenditure,09/06/2023," 11,160.00 ",Savills (UK)Ltd,Invoice,CAPEXP Professional Fees
Adult Social Services Directorate,09/06/2023," 10,000.00 ",Sheddington,Invoice,Other PH Contracts
Children's Services Directorate,12/06/2023," 6,173.28 ",New Spring Nursery School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 1,666.08 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023, 810.72 ,REDACTED PERSONAL DATA,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 1,621.44 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 7,735.62 ",The Mall School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 5,573.70 ",Twickenham Preparatory School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 8,174.76 ",Unicorn School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 14,998.32 ",St. Elizabeths Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 12,979.40 ",Jellie Tots Pre-School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 6,404.69 ",Brook House Nursery Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 9,983.66 ",The Kings Road Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 7,526.88 ",Whitton Playdays Playgroup,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 15,705.18 ",Busy Lizzie's Montessori,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 10,688.93 ",Scamps,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 15,113.17 ",Maria Grey Nursery School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 5,861.81 ",The Barn Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 9,416.13 ",Merry Gold Montessori School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 12,438.39 ",Squirrels Day Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 32,220.72 ",Tic Toc Nursery School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 41,346.72 ",Whitton Day Nursery Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 12,633.72 ",Kew College,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 10,423.10 ",New Stepping Stones Playgroup ,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 20,538.24 ",Eaton Square Private Schools L,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 7,137.00 ",Chestnuts Childcare & Training,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 4,458.96 ",THE CHILD CARE NETWORK LTD,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 1,418.76 ",The Childrens Garden,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 6,752.59 ",Playwam,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 6,761.97 ",Grassroots Day Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 13,097.23 ",Hampton Hill Nursery School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 16,222.54 ",Debucare Ltd T/a St Michael's ,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 27,606.66 ",Aston Pierpoint Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 20,660.65 ",Julia's Montessori Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 14,863.20 ",Old Vicarage School Trust Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 4,053.60 ",The Montessori Pavilion,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 8,683.58 ",Pebbles Pre-School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 16,988.69 ",St Marys & St Peters Pre Schoo,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 5,534.59 ",Riverside Playgroup,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 14,152.68 ",MILKSHAKE MONTESSORI SCHOOL,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 8,483.97 ",SUDBROOK SCHOOL,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 10,775.82 ",Hampton School (incorp Denmead,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 11,686.18 ",Working Mums Daycare & Prescho,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 4,087.38 ",Kew Green Preparatory School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 14,451.78 ",Lambsmead Nurseries(Meadowview,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 9,371.34 ",The Pavilion Montessori School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 32,643.65 ",Building Blocks Childcare Limi,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 6,053.38 ",K.I.S.H.,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 11,890.56 ",Kids Inc Nurseries,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 16,822.44 ",Newland House School c/o The B,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 40,519.11 ",Jack and Jill School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 19,265.27 ",S & S Education Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 7,454.70 ",Sunshine Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 1,216.08 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 5,675.04 ",Vicarage Nursery Schools,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 23,105.52 ",Bright Beginnings(Twickenham) ,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 15,403.68 ",Ceres Nursery Ltd T/A Working ,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 4,806.86 ",Strawberry Hill Preschool,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 19,864.02 ",Sheen Montessori Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 20,353.52 ",Kindred Education (Teddington),Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023, 810.72 ,REDACTED PERSONAL DATA,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 40,548.67 ",The Barnes Village Nursery Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 6,335.42 ",St Edmund's Playgroup Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 54,058.74 ",Greenacres (Oldfield),Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 10,362.00 ",Annie's Nest Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 41,241.96 ",Little Stars Day Nursery (UK) ,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 26,786.88 ",Kerswell Kids Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023, 903.60 ,Irene Okello T/A Little Missmi,Invoice,Nursery Budget Share
Environment & Community Services Directorate,12/06/2023, 808.70 ,Newsquest Media Group Ltd,Invoice,Section 14 RTA Costs
Children's Services Directorate,12/06/2023," 9,593.52 ",Barnes Day Care Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 10,383.97 ",Sunflower Montessori Nursery S,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 16,991.34 ",Buttercups Day Nursery,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 9,791.52 ",Little Wrens Nursery School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 10,701.50 ",Kew Montessori,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 2,769.96 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 19,951.92 ",Greenacres Day Nursery School ,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 16,619.76 ",Bright Beginnings Day Nurserie,Invoice,Nursery Budget Share
Resources Directorate,12/06/2023," 1,615.19 ",Restore Plc,Invoice,Fees & Charges
Children's Services Directorate,12/06/2023," 9,509.04 ",Happy Kid's Face Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 22,429.92 ",The Ivytree Nursery Hampton Lt,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 11,442.96 ",Casa Montessori Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 1,621.44 ",B Rubio Ltd T/A Happy Beans,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 2,270.02 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 10,775.82 ",Broomfield House School Ltd,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023, 513.46 ,REDACTED PERSONAL DATA,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 8,917.92 ",London Organic Day Nurseries L,Invoice,Nursery Budget Share
Capital Expenditure,12/06/2023," 7,377.60 ",K & A Construction,Invoice,CAPEXP Other Building Reltd Wk
Housing & Regeneration Directorate,12/06/2023," 7,364.71 ",WEC Electrical Contractors Ltd,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,12/06/2023," 11,472.00 ",A & M Fencing Company  Limited,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,12/06/2023," 1,505.05 ",T Mohan ,Invoice,Reactive maintenance - bldgs
Children's Services Directorate,12/06/2023," 22,478.66 ",Hampton Wick Infants School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 9,303.26 ",The Russell School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 11,934.00 ",Darell Primary School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 17,698.32 ",Holy Trinity Primary School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 16,407.36 ",St Richards & St Andrews C of ,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 18,241.20 ",St James'  RC Primary School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 16,769.97 ",Orleans Primary school,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 19,996.56 ",Chase Bridge Primary School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 20,313.87 ",Hampton Infant School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 10,133.28 ",Buckingham Primary School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 17,933.64 ",Stanley Primary School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 33,094.80 ",Heathfield Infant School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 6,771.09 ",Sacred Heart R. C. School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 33,228.91 ",Collis School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 11,774.16 ",Meadlands Primary School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 16,301.03 ",Archdeacon Cambridge School,Invoice,Nursery Budget Share
Chief Executives Directorate,12/06/2023," 3,360.00 ",London Borough Of Merton,Invoice,Project Work
Children's Services Directorate,12/06/2023," 21,104.67 ",St Edmund's R.C.School,Invoice,Nursery Budget Share
Children's Services Directorate,12/06/2023," 29,996.64 ",Barnes Primary School,Invoice,Nursery Budget Share
