Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,11/06/2024,2100307241,"-2,047.00",Revenue,UNITED TRAVEL INVESTMENTS LTD,0000125945
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,11/06/2024,2100307242,"1,513.00",Revenue,UNITED TRAVEL INVESTMENTS LTD,0000125945
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/06/2024,5100414890,"1,460.04",Revenue,CHOICE SUPPORT,0000126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,11/06/2024,5100414888,637.65,Revenue,CHOICE SUPPORT,0000126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,11/06/2024,5100414889,"45,484.34",Revenue,CHOICE SUPPORT,0000126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,11/06/2024,5100414891,656.28,Revenue,CHOICE SUPPORT,0000126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,11/06/2024,5100415008,"63,199.53",Revenue,CHOICE SUPPORT,0000126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,11/06/2024,5100414892,"2,341.39",Revenue,CHOICE SUPPORT,0000126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,11/06/2024,5100414887,"32,028.93",Revenue,CHOICE SUPPORT,0000126075
PLACE AND COMMUNITIES,600,REGENERATION DIRECTOR,6100,Capital - Regen.,Capital Expenditure S106,6144325,11/06/2024,5100412790,"53,938.11",Capital,MARSTON MORETEYNE PLAYING FIEL,0000126214
PLACE AND COMMUNITIES,600,REGENERATION DIRECTOR,6100,Capital - Regen.,Capital Expenditure S106,6144325,11/06/2024,5100412790,"15,782.00",Capital,MARSTON MORETEYNE PLAYING FIEL,0000126214
OFFICE OF THE CHIEF EXECUTIVE,100,SERVICE DEVELOPMENT,1150,Engagement,Household Support Fund,6161650,11/06/2024,5100412700,"6,866.59",Revenue,LEIGHTON LINSLADE HOMELESS SER,0000127619
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410766,420.00,Revenue,H C L SAFETY LIMITED,0000130356
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Planned Servicing,6121070,11/06/2024,5100410922,347.00,Revenue,H C L SAFETY LIMITED,0000130356
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Planned Servicing,6121070,11/06/2024,5100410923,301.00,Revenue,H C L SAFETY LIMITED,0000130356
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Biggleswade Soc Ctr,Catering Supplies,6140200,11/06/2024,5100410232,521.44,Revenue,BFS GROUP LTD T/A 3663,0000130382
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,H Regis Day Care Ctr,Catering Supplies,6140200,11/06/2024,5100411400,450.60,Revenue,BFS GROUP LTD T/A 3663,0000130382
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Beehive,Catering Supplies,6140200,11/06/2024,5100410233,656.09,Revenue,BFS GROUP LTD T/A 3663,0000130382
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Postages,6142000,11/06/2024,5100414680,"2,335.70",Revenue,WHISTL UK LTD,0000130551
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Postages,6142000,11/06/2024,5100414681,"2,697.37",Revenue,WHISTL UK LTD,0000130551
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Postages,6142000,11/06/2024,5100414682,"1,389.72",Revenue,WHISTL UK LTD,0000130551
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,HAF,Childcare,6160930,11/06/2024,5100411519,"14,900.00",Revenue,FULL HOUSE THEATRE COMPANY,0000131047
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,11/06/2024,5100415473,"1,383.84",Revenue,KINGSMOOR LOWER SCHOOL,0000131223
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Intake & Assessment,Rents,6120400,11/06/2024,5100412535,220.00,Revenue,MARTIN TUCK SERVICES,0000131335
HRA,850,HOUSING SERVICES (HRA),5100,Community Support,Security Costs,6121110,11/06/2024,5100415847,"3,362.42",Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,CORPORATE ASSETS,7600,Develop & Dispose,Security Costs,6121110,11/06/2024,5100415957,"16,778.28",Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,CORPORATE ASSETS,7600,Vacant Schools,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,CORPORATE ASSETS,7600,Develop & Dispose,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,CORPORATE ASSETS,7600,Develop & Dispose,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Recycling  Dun,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Recycling  Big,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Recycling  Amp,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Recycling  L_B,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Shops and Offices,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Grove View Health Hu,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,West Mid Beds Quadra,Security Costs,6121110,11/06/2024,5100414254,200.00,Revenue,CYS SECURITY LTD,0000131628
PLACE AND COMMUNITIES,600,PLACE & C DIRECTOR,6200,Capital - Comm Servs,Security Costs,6121110,11/06/2024,5100415957,526.68,Capital,CYS SECURITY LTD,0000131628
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,11/06/2024,5100414994,"5,841.00",Capital,WALL TO WALL HOME IMPROVEMENTS,0000131758
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Safeguarding Ext Pro,Private Contractors,6151500,11/06/2024,5100415339,"1,031.00",Revenue,DNA WORLDWIDE GROUP,0000131983
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,FS Biggleswade,Private Contractors,6151500,11/06/2024,5100415337,595.00,Revenue,DNA WORLDWIDE GROUP,0000131983
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Allison House OPH,Gas Costs,6120220,11/06/2024,5100415084,"4,276.08",Revenue,TOTAL ENERGIES,0000132010
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,11/06/2024,2100307826,680.88,Revenue,PSYCARE LIMITED,0000132063
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,11/06/2024,2100307827,680.88,Revenue,PSYCARE LIMITED,0000132063
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,11/06/2024,2100307828,680.88,Revenue,PSYCARE LIMITED,0000132063
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,11/06/2024,2100307829,680.88,Revenue,PSYCARE LIMITED,0000132063
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,11/06/2024,5100415364,"13,952.24",Revenue,BUSY BEES DAY NURSERY,0000132259
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,11/06/2024,5100415652,"26,555.45",Revenue,BUSY BEES DAY NURSERY,0000132259
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410909,93.50,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410909,187.00,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Planned Servicing,6121070,11/06/2024,5100410909,187.00,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Planned Servicing,6121070,11/06/2024,5100410909,187.00,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Leighton Linslade Qu,Planned Servicing,6121070,11/06/2024,5100410909,93.50,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Planned Servicing,6121070,11/06/2024,5100410909,187.00,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410909,187.00,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410909,93.50,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410909,93.50,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Planned Servicing,6121070,11/06/2024,5100410909,93.50,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410909,187.00,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410909,561.00,Revenue,REACTIVE DOORS,0000132635
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,11/06/2024,5100410909,187.00,Revenue,REACTIVE DOORS,0000132635
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,11/06/2024,5100415566,"1,807.92",Revenue,THE MARY BASSETT PRE-SCHOOL,0000132968
RESOURCES,150,REVENUE & BENEFITS,2240,Revenues,Professional Services - Consultancy,6141020,11/06/2024,5100414797,"-9,280.50",Revenue,PENHAM EXCEL LTD,0000133697
RESOURCES,150,REVENUE & BENEFITS,2240,Revenues,Professional Services - Consultancy,6141020,11/06/2024,5100414797,"9,280.50",Revenue,PENHAM EXCEL LTD,0000133697
RESOURCES,150,INFORMATION TECHNOLOGY,7550,Corp IT Costs,Data Networks,6142107,11/06/2024,5100415885,691.25,Revenue,DAISY CORPORATE SERVICES,0000133748
HRA,850,HOUSING SERVICES (HRA),5100,Acq & Develop,External Legal Costs,6141045,11/06/2024,5100410718,"30,304.98",Revenue,TROWERS & HAMLINS LLP,0000134425
PLACE AND COMMUNITIES,600,CLIENT & DEVELOPMENT SERVICES,6150,Albion - Projects,Vehicle Repairs and Maintenance Costs,6130200,11/06/2024,5100412354,555.63,Revenue,DGM SERVICES LTD,0000134875
PLACE AND COMMUNITIES,600,COMMUNITY SAFETY,6820,Community Safety,Vehicle Repairs and Maintenance Costs,6130200,11/06/2024,5100412602,277.00,Revenue,DGM SERVICES LTD,0000134875
PLACE AND COMMUNITIES,600,COMMUNITY SAFETY,6820,Community Safety,Vehicle Repairs and Maintenance Costs,6130200,11/06/2024,5100412358,570.63,Revenue,DGM SERVICES LTD,0000134875
PLACE AND COMMUNITIES,600,TRANSPORT,6410,Fleet Education,Vehicle Repairs and Maintenance Costs,6130200,11/06/2024,5100412537,210.00,Revenue,DGM SERVICES LTD,0000134875
PLACE AND COMMUNITIES,600,TRANSPORT,6410,Fleet Welfare,Vehicle Repairs and Maintenance Costs,6130200,11/06/2024,5100415043,-450.00,Revenue,DGM SERVICES LTD,0000134875
PLACE AND COMMUNITIES,600,TRANSPORT,6410,Fleet Education,Vehicle Repairs and Maintenance Costs,6130200,11/06/2024,5100412538,523.23,Revenue,DGM SERVICES LTD,0000134875
PLACE AND COMMUNITIES,600,CLIENT & DEVELOPMENT SERVICES,6150,Albion - Projects,Vehicle Fuel,6130405,11/06/2024,5100412083,52.17,Revenue,UK FUELS LIMITED,0000135320
PLACE AND COMMUNITIES,600,COMMUNITY SAFETY,6820,Community Safety,Vehicle Fuel,6130405,11/06/2024,5100412083,247.55,Revenue,UK FUELS LIMITED,0000135320
PLACE AND COMMUNITIES,600,COMMUNITY SAFETY,6820,Community Safety,Vehicle Fuel,6130405,11/06/2024,5100412083,72.32,Revenue,UK FUELS LIMITED,0000135320
RESOURCES,150,GOVERNANCE,2500,Coroners,Post Mortem Expenses,6151400,11/06/2024,5100414903,"2,890.00",Revenue,DR JENISH PATEL,0000135384
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,11/06/2024,5100415287,"1,216.80",Capital,CADENT GAS LTD,0000135834
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/06/2024,5100413791,"1,663.32",Revenue,NEW CENTURY DOORS LTD,0000136117
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,11/06/2024,5100413790,"1,382.63",Capital,NEW CENTURY DOORS LTD,0000136117
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,11/06/2024,5100413789,659.53,Capital,NEW CENTURY DOORS LTD,0000136117
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,11/06/2024,5100413788,723.10,Capital,NEW CENTURY DOORS LTD,0000136117
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306141,566.21,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306142,568.46,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306143,560.28,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/06/2024,2100306152,288.06,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/06/2024,2100306154,288.73,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/06/2024,2100306155,291.23,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306156,894.33,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,11/06/2024,2100306161,493.66,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,11/06/2024,2100306162,503.80,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,11/06/2024,2100306163,450.91,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,11/06/2024,2100306164,455.83,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306165,336.85,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306166,337.93,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306167,321.82,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306168,347.32,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306169,915.43,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306170,905.98,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/06/2024,2100306171,918.30,Revenue,1ST HOMECARE SOLUTIONS LTD,0000136145
