Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,05/12/2024,2100433829,"1,430.29",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433701,"1,253.50",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433700,"1,253.50",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433699,"1,253.50",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433698,"1,253.50",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433229,"1,380.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433228,"1,380.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433227,"1,380.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433226,"1,380.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100432844,"1,208.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100432843,"1,208.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100432842,"1,208.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100432841,"1,208.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,05/12/2024,2100432735,"1,197.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,05/12/2024,2100432734,"1,197.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,05/12/2024,2100432733,"1,197.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,05/12/2024,2100432732,"1,197.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100432691,"1,308.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100432690,"1,308.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100432689,"1,308.00",Revenue,PENROSE COURT CARE HOME,146430
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100432688,"1,308.00",Revenue,PENROSE COURT CARE HOME,146430
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,Music Operations,Private Contractors,6151500,05/12/2024,5100455015,895.53,Revenue,NICK BARNES,146465
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100435956,"1,500.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100435955,"1,500.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100435954,"1,500.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100434992,"1,200.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100434991,"1,200.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100434990,"1,200.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100434989,"1,200.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100434518,882.00,Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100434517,882.00,Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100434516,882.00,Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100434515,882.00,Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Nursing Home Payments,6151205,05/12/2024,2100434090,"1,200.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Nursing Home Payments,6151205,05/12/2024,2100434089,"1,200.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Nursing Home Payments,6151205,05/12/2024,2100434088,"1,200.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Nursing Home Payments,6151205,05/12/2024,2100434087,"1,200.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433073,"1,375.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433072,"1,375.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433071,"1,375.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,05/12/2024,2100433070,"1,375.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100433013,"1,590.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100433012,"1,590.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100433011,"1,590.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100433010,"1,590.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100436350,"1,450.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100436349,"1,450.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100436348,"1,450.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100436347,"1,450.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Nursing Home Payments,6151205,05/12/2024,2100436258,"1,100.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Nursing Home Payments,6151205,05/12/2024,2100436257,"1,100.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Nursing Home Payments,6151205,05/12/2024,2100436256,"1,100.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Nursing Home Payments,6151205,05/12/2024,2100436255,"1,100.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100436218,"1,423.50",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100436217,"1,423.50",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100436216,"1,423.50",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100436215,"1,423.50",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100435957,"1,500.00",Revenue,HAMBERLEY CARE 1 LTD,146527
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100433273,563.43,Revenue,HC - ONE LTD LARCHWOOD,146814
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100433272,563.43,Revenue,HC - ONE LTD LARCHWOOD,146814
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100433271,563.43,Revenue,HC - ONE LTD LARCHWOOD,146814
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100433270,563.43,Revenue,HC - ONE LTD LARCHWOOD,146814
PLACE AND COMMUNITIES,600,PARKING,6825,Car Park Mgt &Maint,Professional Services - Consultancy,6141020,05/12/2024,5100455174,"6,364.30",Revenue,NEWLYN PLC,146955
PLACE AND COMMUNITIES,600,PARKING,6825,Car Park Mgt &Maint,Professional Services - Consultancy,6141020,05/12/2024,5100455174,"-6,364.30",Revenue,NEWLYN PLC,146955
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Asylum 18+ Non-Statu,Living Expenses,6160920,05/12/2024,5100454945,186.00,Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Asylum 18+ Non-Statu,Accommodation,6160915,05/12/2024,5100454945,"3,538.34",Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Accommodation,6160915,05/12/2024,5100454943,"3,100.00",Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Transport & Meals (Social Services Care),6151265,05/12/2024,5100454943,67.00,Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Clothes Uniform & Laundry,6140600,05/12/2024,5100454943,20.00,Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Living Expenses,6160920,05/12/2024,5100454808,248.00,Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Leaving Care Grant  (New),6151807,05/12/2024,5100454808,139.00,Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Transport & Meals (Social Services Care),6151265,05/12/2024,5100454808,32.00,Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Clothes Uniform & Laundry,6140600,05/12/2024,5100454808,20.00,Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Living Expenses,6160920,05/12/2024,5100454943,310.00,Revenue,HOPE FOR 16 PLUS,146984
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Accommodation,6160915,05/12/2024,5100454808,"1,700.00",Revenue,HOPE FOR 16 PLUS,146984
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435627,822.30,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435626,959.35,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435625,959.35,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435624,959.35,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435623,411.15,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435622,561.90,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435621,655.55,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435620,655.55,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435619,655.55,Revenue,THE EDMUND TRUST,147042
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/12/2024,2100435618,280.95,Revenue,THE EDMUND TRUST,147042
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,Therapies,Therapeutic Services,6160990,05/12/2024,5100455232,"1,273.16",Revenue,MAGIC WORDS THERAPY LTD,147125
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,Therapies,Therapeutic Services,6160990,05/12/2024,5100455228,450.55,Revenue,MAGIC WORDS THERAPY LTD,147125
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100436410,"1,643.60",Revenue,HEATHCOTES GROUP,147199
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100436409,"1,643.60",Revenue,HEATHCOTES GROUP,147199
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100436408,"1,643.60",Revenue,HEATHCOTES GROUP,147199
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100436407,"1,643.60",Revenue,HEATHCOTES GROUP,147199
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438275,286.16,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438270,419.01,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438277,286.16,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438278,286.16,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100436178,375.76,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100436177,375.76,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100436176,375.76,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100436175,375.76,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100435171,447.58,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438279,286.16,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438280,293.02,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438281,293.02,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438282,293.02,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100438283,293.02,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100435170,447.58,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100435169,447.58,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100433801,375.76,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100433800,375.76,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100433799,375.76,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,05/12/2024,2100433798,375.76,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,05/12/2024,2100433791,"1,281.07",Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,05/12/2024,2100433790,"1,281.07",Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,05/12/2024,2100433789,"1,281.07",Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,05/12/2024,2100433788,"1,281.07",Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,05/12/2024,2100433194,324.52,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,05/12/2024,2100433193,324.52,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,05/12/2024,2100433192,324.52,Revenue,JULEE CARE LIMITED,147228
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,05/12/2024,2100433191,324.52,Revenue,JULEE CARE LIMITED,147228
RESOURCES & ORG CHANGE,150,SERVICE DIR HUMAN RESOURCES & ORG DEVELP,7300,Training,Training – Corporate,6151733,05/12/2024,5100452910,"1,095.00",Revenue,KH FIRST AID TRAINING LTD,147264
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,Adult Skills Budget,Private Contractors,6151500,05/12/2024,5100450810,500.00,Revenue,TEMPLEFIELD LOWER SCHOOL,147291
PLACE AND COMMUNITIES,600,PLACE & C DIRECTOR,6200,Capital - Comm Servs,Capital Construction / Refurbishment,6121005,05/12/2024,5100454929,"2,228.00",Capital,ANTS GROUP LTD,147360
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100433206,"1,582.00",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100433207,"1,582.00",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100433208,"1,582.00",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100435655,"1,056.82",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100435654,"1,056.82",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100435653,"1,056.82",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,05/12/2024,2100435652,"1,056.82",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100433884,"1,400.00",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100433883,"1,400.00",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100433882,"1,400.00",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100433881,"1,400.00",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,05/12/2024,2100433209,"1,582.00",Revenue,LINFORD GRANGE,147388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,ASC Carers Vouchers,6151290,05/12/2024,5100455329,264.00,Revenue,TTTRIPPLE CARE LIMITED,147402
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,GF Inclusion,Private Contractors,6151500,05/12/2024,5100455204,"1,913.34",Revenue,REDWINGS LODGE (HERTS) LTD,147431
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Accommodation,6160915,05/12/2024,5100454752,"4,202.71",Revenue,SHALOM HOMES LTD,147457
