Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188247-C-11935,"œ2,566.39",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188247-C-11936,"œ2,967.39",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188247-C-11937,"œ4,521.40",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188247-C-11938,"œ5,320.00",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188248-46,"œ1,886.04",CONNORS MINI BUSES.*
Regeneration Economy and Growth,Business Durham,Premises,120021,Energy Costs,10/10/2023,4188251-17819605,"œ1,588.32",CORONA ENERGY RETAIL 2 LTD.
Regeneration Economy and Growth,Business Durham,Premises,120021,Energy Costs,10/10/2023,4188251-17819606,"œ1,798.75",CORONA ENERGY RETAIL 2 LTD.
Regeneration Economy and Growth,Business Durham,Premises,120021,Energy Costs,10/10/2023,4188251-17819627,"œ2,788.49",CORONA ENERGY RETAIL 2 LTD.
Regeneration Economy and Growth,Business Durham,Premises,120021,Energy Costs,10/10/2023,4188251-17820134,œ797.46,CORONA ENERGY RETAIL 2 LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,324117,Provisions E324,10/10/2023,4188252-REG0095,œ664.80,COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,324500,Provisions E324,10/10/2023,4188257-25401,"œ30,965.58",CREATIVE MANAGEMENT SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,10/10/2023,4188258-116557/116558,"œ1,385.47",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,10/10/2023,4188258-116559,"œ3,993.12",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188258-116561,"œ3,988.01",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188258-116574/116563,"œ3,345.01",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188258-116576,"œ1,897.73",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188258-116578,"œ1,129.54",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188265-3520SEP23,"œ2,397.24",DAVE'S PRIVATE HIRE.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,10/10/2023,4188267-96447059,œ609.30,DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,10/10/2023,4188267-96447060,œ609.30,DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,10/10/2023,4188267-96447061,œ657.30,DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,10/10/2023,4188268-DE11620838,"œ2,230.33",DENNIS EAGLE LTD.
Regeneration Economy and Growth,Business Durham,Premises,120009,Energy Costs,10/10/2023,4188275-000016546608,"œ32,535.58",EDF ENERGY CUSTOMERS PLC T/A EDF ENERGY.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,10/10/2023,4188279-147582,"œ12,427.08",FABRIKAT (NOTTINGHAM) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188284-INV-0191,"œ2,150.40",FIGGY BUS (TAXI).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188284-INV-0192,"œ3,351.60",FIGGY BUS (TAXI).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188284-INV-0194,"œ1,900.00",FIGGY BUS (TAXI).
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,10/10/2023,4188287-IN236999,œ738.04,FM STEELSTOCK LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,10/10/2023,4188287-IN237002,œ619.78,FM STEELSTOCK LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,10/10/2023,4188290-119502,"œ2,920.34",FR SHARROCK LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304252,Equipment and Materials,10/10/2023,4188292-414296464,œ701.80,GAP GROUP LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188293-25002,"œ5,491.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188293-25002-3003,"œ5,225.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188293-25002-3004,"œ5,605.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188293-25002-3005,"œ10,355.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188293-25002-3008,"œ4,712.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188293-25002-3203,"œ4,655.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188293-25002-3262,"œ4,845.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188293-25002-3333,"œ5,035.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,10/10/2023,4188294-001,"œ1,995.00",GARY JACKSON PRIVATE HIRE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188297-81875,"œ1,176.00",GEORGE VARDY HAULAGE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188297-81876,œ636.00,GEORGE VARDY HAULAGE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188297-81878,œ636.00,GEORGE VARDY HAULAGE.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,10/10/2023,4188304-4771333,"œ2,100.00",HEADLAM (FLOORCOVERING DISTRIBUTORS) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188307-23647,"œ3,030.50",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188307-23648,"œ5,415.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188307-23649,"œ5,415.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188307-23650,"œ6,460.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188307-23651,"œ2,850.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188307-23652,"œ3,648.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188307-23653,"œ3,330.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188307-23655,"œ3,990.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188307-23656,"œ3,990.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188307-23657,"œ2,166.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188307-23659,"œ1,584.60",HODGSONS COACH OPERATORS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,10/10/2023,4188313-3171,"œ5,358.00",IAN C LIDDLE T/A IC LIDDLE SERVICES.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,10/10/2023,4188313-3180,"œ1,386.00",IAN C LIDDLE T/A IC LIDDLE SERVICES.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,10/10/2023,4188313-3181,"œ2,520.00",IAN C LIDDLE T/A IC LIDDLE SERVICES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188319-6600,"œ1,569.67",J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188319-6602,"œ1,296.00",J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,10/10/2023,4188319-6605,"œ1,721.86",J YOUNG T/A VIP TAXIS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188320-5306969,"œ1,543.80",JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188320-5306970,"œ1,227.60",JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188320-5306971,"œ1,611.73",JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188320-5306972,"œ1,973.40",JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188325-INV3296,"œ1,546.20",JEFF ANDERSON COACHES LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,10/10/2023,4188327-171640,œ951.77,JG PAXTON & SONS LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,10/10/2023,4188329-DW3Grant005,"œ1,486.67",JIGSAW WAREHOUSING & DISTRIBUTION LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188331-32649,"œ2,043.00",JOHN R BUTTERFIELD LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,10/10/2023,4188334-1454,œ782.68,K & R TAXIS (STANLEY).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188334-1462,"œ1,728.00",K & R TAXIS (STANLEY).
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188338-4676,œ720.00,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188338-4680,"œ1,439.10",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,10/10/2023,4188338-4684,"œ1,345.20",KEVIN SNOWDON GROUNDWORKS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188348-33039,"œ4,560.00",LEE`S COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188348-33043,"œ9,000.00",LEE`S COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188349-5162,"œ2,922.05",LINCAB TAXIS.
Resources BK0010,Digital Services,Supplies and Services,344111,Telephones,10/10/2023,4188355-261888,"œ32,558.03",MAINTEL EUROPE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-6855,"œ10,992.70",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-6859,"œ1,288.80",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,10/10/2023,4188356-6864,"œ1,578.00",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440048,Other third party payments E440,10/10/2023,4188356-7184,"œ5,997.60",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8061,"œ10,939.44",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8062,œ858.00,MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8063,"œ11,616.60",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,10/10/2023,4188356-8064,"œ10,623.60",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8067,"œ1,240.98",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8069,"œ2,689.63",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8070,"œ11,515.81",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8071,œ891.46,MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8072,"œ11,821.96",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,10/10/2023,4188356-8073,"œ16,165.80",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8075,"œ5,188.32",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8076,"œ2,506.76",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8078,"œ3,280.15",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8079,"œ11,583.89",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8080,œ938.50,MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8081,"œ11,995.21",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,10/10/2023,4188356-8082,"œ12,236.20",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8086,"œ2,570.40",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8087,"œ2,619.46",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8089,"œ3,515.81",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8090,"œ11,972.70",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8091,œ985.18,MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8092,"œ10,287.72",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8096,"œ1,000.20",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8099,"œ3,238.10",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8100,"œ12,586.49",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8101,œ720.66,MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8102,"œ11,995.20",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8105,œ608.69,MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8107,"œ3,347.45",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8108,"œ11,890.81",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8109,œ643.50,MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8111,"œ11,995.20",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8113,"œ12,228.59",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,10/10/2023,4188356-8115,"œ3,080.10",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8116,"œ12,158.28",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,10/10/2023,4188356-8117,"œ11,880.90",MAJOR RECRUITMENT LTD.*
Adult and Health Services,Head of Adults,Third Party Payments,474101,Purchase of Care,10/10/2023,4188358-BLOCKBEDS-OCT23,"œ28,432.49",MALHOTRA CARE HOMES LTD.
Adult and Health Services,Head of Adults,Third Party Payments,474101,Purchase of Care,10/10/2023,4188358-BLOCKBEDS-RNCC-OCT23,"œ7,784.01",MALHOTRA CARE HOMES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188359-INV09/2023-07,"œ2,285.70",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188359-INV09/2023-08,"œ3,420.00",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188359-INV09/2023-09,"œ5,006.02",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,10/10/2023,4188359-INV09/2023-10,"œ3,890.48",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,10/10/2023,4188359-INV09/2023-11,"œ4,170.52",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188359-INV09/2023-16,"œ3,381.24",MARK & JOHN CHISHOLM T/A (CHEVRON).
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,10/10/2023,4188387-INV91135,"œ1,226.40",NE TRUCK SPARES LTD (NETS).
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304259,Equipment and Materials,10/10/2023,4188389-8110026586,"œ1,587.60",NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,308011,Furniture,10/10/2023,4188411-SI/87545,"œ5,342.40",PINEAPPLE CONTRACTS.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,10/10/2023,4188416-21174,"œ7,560.00",RADECAL SIGNS GRAPHICS & ADVERTISING.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,10/10/2023,4188416-21175,"œ8,652.00",RADECAL SIGNS GRAPHICS & ADVERTISING.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188421-2090,"œ5,310.00",ROBERTS TOURS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188421-2091,"œ3,555.00",ROBERTS TOURS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188423-1955,"œ1,203.01",RON`S TAXIS (FISHBURN).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188424-ROXDCC327,"œ9,360.00",ROXBYS BUS HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188424-ROXDCC328,"œ9,588.00",ROXBYS BUS HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188426-4079-01,"œ2,160.00",S & S TRAVEL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188426-S080-01,"œ2,160.00",S & S TRAVEL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188426-W090-01,"œ3,240.00",S & S TRAVEL LTD.
Adult and Health Services,Head of Adults,Third Party Payments,472101,Purchase of Care,10/10/2023,4188431-RES-10-2023-220,"œ40,743.86",SECOND TO NONE CARE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,10/10/2023,4188435-11025,"œ3,796.88",SHOTTON PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,10/10/2023,4188435-11026,"œ1,546.37",SHOTTON PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188435-6006SEP23,"œ2,857.06",SHOTTON PRIVATE HIRE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,10/10/2023,4188438-714560240733,"œ1,104.74",SIG TRADING LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,10/10/2023,4188439-3495,œ889.00,SIMONS TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,10/10/2023,4188440-3495-WV116SEP23,œ889.00,SIMONS TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,10/10/2023,4188445-00504,"œ1,814.40",SPENNYMOOR TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188447-09110,"œ2,096.69",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188447-09113,"œ1,267.22",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,10/10/2023,4188447-09126,"œ1,425.00",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,10/10/2023,4188447-0913,"œ2,508.00",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188447-09136,"œ1,815.67",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188447-63462,"œ6,403.00",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188447-63463,"œ5,396.00",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188447-63464,"œ4,256.00",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,10/10/2023,4188447-63465,"œ3,079.80",STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,10/10/2023,4188447-63466,"œ13,128.30",STANLEY TRAVEL (NORTH EAST) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,10/10/2023,4188448-19857,"œ2,306.40",STEADFAST SECURITY SOLUTIONS LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,10/10/2023,4188458-DWF0001BELLDAVMTH3,"œ2,252.69",THE BELDAV GROUP LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,10/10/2023,4188461-256,"œ1,156.00",THE TAXI COMPANY (MURTON) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,10/10/2023,4188463-40141,"œ12,420.00",TODDS HIGHWAY MAINTENANCE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,10/10/2023,4188466-200413,œ901.01,TRAFALGAR RELEASING LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,352001,Conference Expenses,10/10/2023,4188467-INV-16523,"œ4,590.00",TRIANGLE CONSULTING SOCIAL ENTERPRISE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,10/10/2023,4188469-251264,œ884.90,TYNEDALE ROADSTONE LTD.
