Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/11/2023,4198412-32710,"œ1,568.80",JOHN R BUTTERFIELD LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,03/11/2023,4198416-0113/00052949,"œ1,741.00",JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,03/11/2023,4198416-0113/00052952,"œ1,262.40",JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/11/2023,4198420-4724,"œ1,163.50",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/11/2023,4198420-4732,œ943.50,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/11/2023,4198420-4733,œ943.50,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/11/2023,4198420-4734,"œ1,145.50",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/11/2023,4198420-4735,œ925.00,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,108135,Service Repairs and Maintenance,03/11/2023,4198427-126168,œ531.40,LANDSCAPE SUPPLY COMPANY.
Children and Young Peoples Services,Head of Education and Skills,Construction work A908,908105,Construction work,03/11/2023,4198436-189716,"œ4,200.00",LUCION ENVIRONMENTAL LLP LTD.
Children and Young Peoples Services,Head of Education and Skills,Construction work A908,908105,Construction work,03/11/2023,4198436-189718,"œ3,360.00",LUCION ENVIRONMENTAL LLP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,03/11/2023,4198436-190608,"œ2,520.00",LUCION ENVIRONMENTAL LLP LTD.
Adult and Health Services,Commissioning inc Supporting People,Supplies and Services,338099,Services,03/11/2023,4198445-1209,"œ18,281.25",MOBILISE CARE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338043,Services,03/11/2023,4198446-F1452,"œ4,113.09",MORTONS LAW LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384956,Miscellaneous Expenses,03/11/2023,4198448-644111,œ611.30,MPLC MOTION PICTURE LICENSING COMPANY LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/11/2023,4198457-NC/234/BW,"œ1,100.00",NEDCO CONTRACTS (NE) LTD.
Resources BK0010,HR & Employee Services,Supplies and Services,384150,Miscellaneous Expenses,03/11/2023,4198459-3010053781,"œ5,250.00",NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,03/11/2023,4198461-27283139,"œ3,511.21",NISBETS PLC.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/11/2023,4198473-DT218063,"œ1,996.50",PARK ELECTRICAL DISTRIBUTORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/11/2023,4198473-XL308676,œ600.00,PARK ELECTRICAL DISTRIBUTORS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,03/11/2023,4198473-XL308701,œ833.00,PARK ELECTRICAL DISTRIBUTORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,03/11/2023,4198476-105457,œ675.00,PETERLEE FIRE CO LTD.
Regeneration Economy and Growth,Business Durham,Premises,106082,Centrally Controlled Rep and Maint,03/11/2023,4198482-17326,œ975.00,PREMIER CELL FIT T/A LIVEWIRE GATES & DOORS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/11/2023,4198492-SI-22182-E063,"œ3,390.96",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,03/11/2023,4198492-SI-22183-EAS003,"œ3,270.69",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,03/11/2023,4198492-SI-22184-EAS213,"œ1,680.00",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,03/11/2023,4198492-SI-22185-EAS093,"œ1,582.68",RAPID MINIBUSES.
Resources - C A C,Resources - C A C- Level C,Supplies and Services,338099,Services,03/11/2023,4198503-SRM23-INV066,"œ3,980.00",SECURITY RISK MANAGEMENT LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106080,Centrally Controlled Rep and Maint,03/11/2023,4198508-1957450,"œ4,160.00",SHENTON GLOBAL LTD T/A SHENTON GROUP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338027,Services,03/11/2023,4198515-11102023,œ830.00,SPECIALISED TRANSPORT ADVISORY NETWORK.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,03/11/2023,4198516-00399620,"œ3,080.05",STAGE ELECTRICS PARTNERSHIP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,03/11/2023,4198518-19586,"œ3,363.50",STEADFAST SECURITY SOLUTIONS LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,03/11/2023,4198520-146863,"œ2,489.88",SWITCHSHOP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/11/2023,4198523-1083088,"œ3,314.39",T CROSSLING & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/11/2023,4198524-3799,"œ1,095.00",T MANNERS & SONS LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479101,Purchase of Care,03/11/2023,4198527-4810023251,"œ20,829.50",TEES ESK & WEAR VALLEYS NHS FOUNDATION TRUST.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479101,Purchase of Care,03/11/2023,4198527-4810023252,"œ21,871.00",TEES ESK & WEAR VALLEYS NHS FOUNDATION TRUST.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,03/11/2023,4198536-0960,"œ2,300.00",THE SKILL MILL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,328041,Clothing uniforms and laundry E328,03/11/2023,4198538-NSIN00102280,"œ1,024.64",THOMAS OWEN & SONS (NEWCASTLE) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/11/2023,4198541-40345,"œ2,539.00",TOTAL PUMP SOLUTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/11/2023,4198545-11181307,œ628.11,TRADECHOICE DISTRIBUTION LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,03/11/2023,4198547-305488/INVTB24,"œ1,700.00",TRINITY CHAMBERS.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,03/11/2023,4198548-DLB26933,œ540.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,106080,Centrally Controlled Rep and Maint,03/11/2023,4198548-DLB27103,"œ1,319.70",TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,03/11/2023,4198548-DLB27104,œ540.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,344033,Telephones,03/11/2023,4198549-209851,œ572.70,UNIFY BUSINESS SOLUTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,03/11/2023,4198558-22386,œ610.00,WATERMAN ENVIRONMENTAL SERVICES.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,03/11/2023,4198558-22387,"œ1,654.00",WATERMAN ENVIRONMENTAL SERVICES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/11/2023,4198563-145544445,"œ1,294.32",ZG LIGHTING (UK) LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,03/11/2023,4198302-15399,œ706.50,A1 TROPHIES & ENGRAVING.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/11/2023,4198375-INV-0188,"œ3,636.00",TEESDALE PASSENGER TRANSPORT LTD T/A FIGGY BUS & FIGGY`S TAXIS.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,384086,Miscellaneous Expenses,03/11/2023,4198535-VOUCHER23NB-EDRC010,"œ1,000.00",THE PARISH OF THE UPPER SKERNE.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,03/11/2023,4198310-00181,"œ5,600.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,03/11/2023,4198311-RES-11-2023-049,"œ2,955.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338045,Services,03/11/2023,4198359-496,"œ2,505.00",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Supplies and Services,338066,Services,03/11/2023,4198364-23-10-08,œ534.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338066,Services,03/11/2023,4198454-134503A,œ900.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,03/11/2023,4198475-B055/SEPT/23,"œ3,612.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,03/11/2023,4198478-2061,"œ4,390.10",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,03/11/2023,4198387-202309,"œ1,718.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,03/11/2023,4198440-20/10/23,"œ1,221.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384302,Miscellaneous Expenses,03/11/2023,4198474-292,œ505.00,REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Fees,901002,Consultants fees 901002,06/11/2023,4198713-RD1247,œ850.00,HAIGH RAIL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,324117,Provisions E324,06/11/2023,4198759-INV-13866,œ513.80,LONTON COFFEE COMPANY LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/11/2023,4198564-107103,"œ2,393.10",24X7LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,06/11/2023,4198565-678,"œ1,790.00",4NATURE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/11/2023,4198566-0923-SJ,"œ1,512.00",AABAT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,06/11/2023,4198567-0605,"œ4,613.60",ABC & OUSTON CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,304516,Equipment and Materials,06/11/2023,4198587-128108,"œ1,597.00",BACK CARE SOLUTIONS LTD.
Resources BK0010,Corporate Finance & Commercial Services,Supplies and Services,338066,Services,06/11/2023,4198602-SIN047008,"œ58,261.13",BLOOM PROCUREMENT SERVICES LTD (FORMERLY NEPRO LTD).
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,06/11/2023,4198604-6074SEP23,"œ3,420.00",BON VOYAGE TRANSPORT LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198607-0000310968,œ898.00,BROXAP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198614-140016745,œ935.15,CARLISLE CONSTRUCTION MATERIALS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,06/11/2023,4198616-438244,œ520.00,CARRS BILLINGTON AGRICULTURE.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,108001,Service Repairs and Maintenance,06/11/2023,4198625-DGN/377412,"œ2,520.00",CITY ELECTRICAL FACTORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198626-2852ABX045,œ795.01,CITY PLUMBING SUPPLIES HOLDINGS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198626-2852ABX046,"œ1,290.87",CITY PLUMBING SUPPLIES HOLDINGS LTD.
Resources BK0010,Pensions CK0700,Supplies and Services,342051,Computers and Communications,06/11/2023,4198627-C/PE287887,"œ8,250.00",CIVICA UK LTD.
Resources BK0010,Pensions CK0700,Supplies and Services,342051,Computers and Communications,06/11/2023,4198627-C/PE287888,"œ5,170.50",CIVICA UK LTD.
Resources BK0010,Pensions CK0700,Supplies and Services,342051,Computers and Communications,06/11/2023,4198627-C/PE287889,"œ2,190.59",CIVICA UK LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/11/2023,4198644-116580,"œ3,751.92",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430127,Rendered by Private Contractors,06/11/2023,4198647-INV-0281,"œ1,647.92",D & L HOPPS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/11/2023,4198648-610,"œ2,090.00",DA TRAVEL.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,384999,Miscellaneous Expenses,06/11/2023,4198655-050,"œ1,500.00",DENTON MANAGEMENT LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,06/11/2023,4198656-INV/156264,"œ1,022.00",DFP SERVICES LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308013,Furniture,06/11/2023,4198665-00149,œ960.00,DUCKS CARPET CLEARANCE WAREHOUSE.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198670-059-323552,œ627.76,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198670-059-326775,œ982.10,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198670-059-326778,œ927.24,EDMUNDSON ELECTRICAL LTD.
Chief Executives Office,Corporate Policy Planning & Performance,Supplies and Services,372009,Subscriptions E372,06/11/2023,4198683-UK-SIN041803,"œ10,525.00",ESRI (UK) LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,06/11/2023,4198685-HEX67000785155,"œ5,039.86",EXPERIAN LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,308011,Furniture,06/11/2023,4198695-17351,œ933.34,FRANKS THE FLOORING STORE.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,06/11/2023,4198698-6EE,"œ1,140.00",FSK THERAPY (MINDS MATTER).
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,06/11/2023,4198698-7EE,"œ1,400.00",FSK THERAPY (MINDS MATTER).
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,06/11/2023,4198699-503046,"œ3,540.00",FT LEISURE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/11/2023,4198700-103642,"œ2,682.00",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304252,Equipment and Materials,06/11/2023,4198702-007139513,"œ1,022.96",GAP GROUP LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,06/11/2023,4198708-06/242943,œ645.18,GREENHAM TRADING LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,06/11/2023,4198708-06/242993,"œ1,197.35",GREENHAM TRADING LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,06/11/2023,4198708-06/243277,œ702.59,GREENHAM TRADING LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,06/11/2023,4198718-2510051910,"œ929,264.13",HARROGATE & DISTRICT NHS FOUNDATION TRUST.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,06/11/2023,4198718-2510051911,"œ4,548.77",HARROGATE & DISTRICT NHS FOUNDATION TRUST.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,06/11/2023,4198718-2510051912,"œ4,289.17",HARROGATE & DISTRICT NHS FOUNDATION TRUST.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,06/11/2023,4198718-2510051913,"œ37,289.61",HARROGATE & DISTRICT NHS FOUNDATION TRUST.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,06/11/2023,4198718-2510051914,"œ19,867.00",HARROGATE & DISTRICT NHS FOUNDATION TRUST.
Resources BK0010,Legal & Democratic Services,Supplies and Services,342033,Computers and Communications,06/11/2023,4198727-2100737609,œ594.95,INSIGHT DIRECT (UK) LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,06/11/2023,4198727-2100737610,"œ1,351.41",INSIGHT DIRECT (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198742-0303/01021073,"œ1,890.00",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198742-0303/01021993,"œ1,890.00",JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,06/11/2023,4198742-0303/01043818,"œ1,925.00",JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198742-0303/01046433,"œ2,291.68",JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198742-0303/01046434,œ921.51,JT DOVE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,06/11/2023,4198744-1749,"œ52,510.00",JW BAINBRIDGE CONTRACTORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/11/2023,4198770-INV09/202328,œ576.00,MARK & JOHN CHISHOLM T/A (CHEVRON).
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198771-Z001729399,"œ7,008.52",MARSHALLS MONO LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,06/11/2023,4198777-5406432,œ540.00,MIDDLESBROUGH BOROUGH COUNCIL.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,440999,Other third party payments E440,06/11/2023,4198796-60855,"œ3,678.01",NATIONAL YOUTH ADVOCACY SERVICE.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,332029,Printing Stationery and Gen Off Exps,06/11/2023,4198800-SI-5898,"œ6,699.00",NEWLANDMEDIA LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,336005,Advertising E336,06/11/2023,4198801-43754388,œ693.33,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,06/11/2023,4198803-7441000739,"œ10,000.00",NHS NORTH EAST & NORTH CUMBRIA ICB.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,384199,Miscellaneous Expenses,06/11/2023,4198814-3664,"œ1,575.00",PARAMOUNT CEILINGS & PARTITIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198816-XL308742,œ960.00,PARK ELECTRICAL DISTRIBUTORS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,06/11/2023,4198816-XL308743,œ940.00,PARK ELECTRICAL DISTRIBUTORS LTD.
Adult and Health Services,Head of Adults,Third Party Payments,479102,Purchase of Care,06/11/2023,4198830-INV-0250,"œ3,112.00",POSITIVE CARE & SUPPORT LTD.
Adult and Health Services,Head of Adults,Third Party Payments,479102,Purchase of Care,06/11/2023,4198830-INV-0251,"œ7,561.08",POSITIVE CARE & SUPPORT LTD.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,06/11/2023,4198831-722273,œ658.00,POTTS PRINTERS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,06/11/2023,4198839-60007806,"œ1,040.00",RED INDUSTRIES (BROWNHILLS) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,06/11/2023,4198842-78006,"œ4,835.00",RJ UTILITY SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,06/11/2023,4198842-78022,"œ4,955.00",RJ UTILITY SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,06/11/2023,4198856-24712,"œ66,010.81",SEYMOUR (CIVIL ENGINEERING CONTRACTORS) LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,06/11/2023,4198861-4100820662,"œ1,265.00",SMARTT NORTH EAST LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198870-43651,"œ1,837.14",STONEGRAVE AGGREGATES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304337,Equipment and Materials,06/11/2023,4198874-SWINV093167,œ639.45,SWIM ENGLAND TRADING LTD.*
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,06/11/2023,4198876-146895,"œ3,462.00",SWITCHSHOP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198877-1083708,œ872.22,T CROSSLING & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198877-1084631,œ874.40,T CROSSLING & CO LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,328041,Clothing uniforms and laundry E328,06/11/2023,4198884-NSIN00102415,"œ1,761.20",THOMAS OWEN & SONS (NEWCASTLE) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198889-40363,"œ3,915.00",TOTAL PUMP SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,06/11/2023,4198890-115140,"œ1,328.64",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,06/11/2023,4198890-115141,"œ1,796.00",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,06/11/2023,4198890-115144,œ666.40,TOTAL RENTAL SOLUTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198894-11179977,"œ1,109.68",TRADECHOICE DISTRIBUTION LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-302122/INVTS826,"œ1,250.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-303407/INVMA279,"œ4,840.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-303886/INVEM87,"œ2,310.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-304774/INVHPR214,œ585.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-305541/INVKK42,"œ5,190.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-306128/INVKIO314,œ720.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-306177/INVGM553,œ665.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-306784/INVTOP174,œ720.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-308201/INVTOP175,"œ1,440.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-309224/INVHM439,"œ2,320.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-310336/INVKF506,œ720.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,06/11/2023,4198897-310402/INVKW751,œ785.00,TRINITY CHAMBERS.
Neighbourhoods and Climate Change,Environmental Services,Transport,230710,Contract Hire,06/11/2023,4198898-ML/0045842/01,"œ4,364.82",TRIPLE POINT LEASE PARTNERS.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,06/11/2023,4198902-48170,"œ2,112.00",UK CONTAINER MAINTENANCE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198903-04039774,"œ1,011.73",UK ELECTRIC LTD.*
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,06/11/2023,4198906-RES-11-2023-070,"œ11,447.50",VALENTINE VALE ALPACAS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/11/2023,4198914-29302,œ765.20,WARD TIMBER LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,06/11/2023,4198915-23174942,œ589.13,WARNER BROS ENTERTAINMENT UK LTD.
Neighbourhoods and Climate Change,Highways,Fees,901002,Consultants fees 901002,06/11/2023,4198916-319,"œ27,745.25",WEAR RIVERS TRUST.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,304259,Equipment and Materials,06/11/2023,4198920-0000243380,"œ2,870.00",WINNCARE (UNITED KINGDOM) LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215023,Running Costs of Vehicles,06/11/2023,4198925-1024818,œ570.00,YOUR NRG LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,06/11/2023,4198925-1038192,"œ34,321.52",YOUR NRG LTD.
