Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
MoJ,MoJ HQ,25/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Prisons Tech Debt,FARSIGHT CONSULTING LTD,INV-2574,"£375,588.00",Information technology related costs
MoJ,MoJ HQ,25/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Prisons Tech Debt,FARSIGHT CONSULTING LTD,INV-2487,"£466,863.00",Information technology related costs
MoJ,MoJ HQ,25/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Prisons Tech Debt,FARSIGHT CONSULTING LTD,INV-2537,"£558,957.00",Information technology related costs
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),FOOD MATTERS,WSCCC202225FOODMATTERS,"£32,472.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,26/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,Chief People Officer Group Office,GARTNER UK LTD,20128504,"£33,600.00",Professional services
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR Casework,GLOBAL ELOQUENCE LTD,INV-0809,"£102,252.85",Staff training learning and development
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR Casework,GLOBAL ELOQUENCE LTD,INV-0810,"£102,252.85",Staff training learning and development
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Probation Reform Prog Support,GLUE REPLY,3231002429,"£56,940.00",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Probation Reform Prog Support,GLUE REPLY,3231002483,"£72,060.00",Information technology related costs
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Judicial Pension Scheme Programme,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00036848,"£33,781.08",Professional services
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Judicial Pension Scheme Programme,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00036849,"£33,781.09",Professional services
MoJ,MoJ HQ,26/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Judicial Pension Scheme Programme,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00036845,"£119,433.24",Professional services
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES - AUDIT SERVICES,Internal Audit & Assurance IA1,GOVERNMENT INTERNAL AUDIT AGENCY,46183,"£405,237.00",Audit services
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Legal Services - Government Legal Department,Legal Aid,GOVERNMENT LEGAL DEPARTMENT,537213,"£35,733.84",Legal services
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Legal Services - Government Legal Department,Judicial Policy (Admin),GOVERNMENT LEGAL DEPARTMENT,536647,"£26,203.76",Legal services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Legal Services - Government Legal Department,Legal Aid,GOVERNMENT LEGAL DEPARTMENT,525383,"£45,724.56",Legal services
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Legal Services - Government Legal Department,Malkinson Inquiry - Admin,GOVERNMENT LEGAL DEPARTMENT,537314,"£67,186.67",Legal services
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - Other Occupancy Costs,Southern House (Croydon),GOVERNMENT PROPERTY AGENCY,00000001/30404,"£48,659.00",Property related charges
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",GREATER MANCHESTER COMBINED AUTHORITY,P2A-23/24-GG-GM,"£40,404.00",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,24/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",GREATER MANCHESTER COMBINED AUTHORITY,P2-23/24-FB-GM,"£1,705,340.54",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,24/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",GREATER MANCHESTER COMBINED AUTHORITY,P2-23/24-GG-GM,"£1,067,552.23",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,HAMPSHIRE CONSTABULARY,3680024962,"£57,390.30",Outsourced shared services
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,HR Services,HEALTH MANAGEMENT LTD,C403993,"-£29,783.92",Staff occupational health services
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,HR Services,HEALTH MANAGEMENT LTD,INV549863,"£68,640.00",Staff occupational health services
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Prisons Digital,HIPPO DIGITAL LTD,INV000906,"£96,816.00",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Prisons Digital,HIPPO DIGITAL LTD,INV000904,"£131,761.72",Information technology related costs
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - LEGAL SERVICES - THIRD PARTY LEGAL COSTS,Business Management - BAU,HOGAN LOVELLS INTERNATIONAL LLP,17100095731,"£271,414.80",Legal services
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - LICENCES,Engineering,IBM DIRECT( UNITED KINGDOM) LTD,105877238,"£32,568.48",Information technology related costs
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - LICENCES,Engineering,IBM DIRECT( UNITED KINGDOM) LTD,105876764,"£1,536,760.26",Information technology related costs
MoJ,MoJ HQ,30/01/24,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"Victim, Witness & CJS Delivery",IDAS,P1-23/24-ISVA/IDVATFUND-IDAS,"£44,598.58",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,Legal Support & Court Fees Policy,IFF RESEARCH LTD,0018153,"£96,000.00",Professional services
MoJ,MoJ HQ,25/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Recruitment costs,ALB Centre of Excellence,INCLUSIVE BOARDS LTD,0869,"£72,930.00",Professional services
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM MoJ HQ,INTERSERVE (FACILITIES MANAGEMENT)LTD,230507/92935826,"£47,700.00",Property related charges
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,INTERSERVE (FACILITIES MANAGEMENT)LTD,230507/92941076,"£1,738,383.30",Property related charges
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,Consolidated FFM invoice,INTERSERVE (FACILITIES MANAGEMENT)LTD,230507/92950714,"£158,958.67",Property related charges
MoJ,MoJ HQ,26/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,INTERSERVE (FACILITIES MANAGEMENT)LTD,230507/92957049,"£1,054,925.91",Property related charges
MoJ,MoJ HQ,31/01/24,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,Consolidated FFM invoice,INTERSERVE (FACILITIES MANAGEMENT)LTD,230507/92957071,"£252,770.18",Property related charges
MoJ,MoJ HQ,31/01/24,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,Consolidated FFM invoice,INTERSERVE (FACILITIES MANAGEMENT)LTD,230507/92961965,"£197,747.39",Property related charges
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),KAIROS WOMEN WORKING TOGETHER,WCSCC20222025KAIROSWOMEN3,"£30,000.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,17/01/24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - Management fee,FFM MoJ HQ,KELLOGG BROWN ROOT LTD,2312MOJ396,"£135,803.05",Property related charges
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10328672,"£220,135.57",Property related charges
MoJ,MoJ HQ,16/01/24,EXP - PURCHASE OF GOODS/SERVICES - WATER,FFM Home Office - Reactive,KIER FACILITIES SERVICES LTD,10328747,"£35,977.95",Property related charges
MoJ,MoJ HQ,17/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM Home Office - Reactive,KIER FACILITIES SERVICES LTD,10328788,"£934,269.14",Property related charges
MoJ,MoJ HQ,17/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10328845,"£857,066.41",Property related charges
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329072,"£304,318.11",Property related charges
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329227,"£207,788.68",Property related charges
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329228,"£1,118,368.79",Property related charges
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329225,"£115,400.84",Property related charges
MoJ,MoJ HQ,26/01/24,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329521,"£498,687.94",Property related charges
MoJ,MoJ HQ,26/01/24,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329522,"£1,480,350.91",Property related charges
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM Home Office - Reactive,KIER FACILITIES SERVICES LTD,10329715,"£95,662.50",Property related charges
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM Home Office - Reactive,KIER FACILITIES SERVICES LTD,10329827,"£222,447.36",Property related charges
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM Home Office - Reactive,KIER FACILITIES SERVICES LTD,10329722,"£255,759.94",Property related charges
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM HMPPS,KIER FACILITIES SERVICES LTD,10329720,"£37,956.41",Property related charges
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM HMPPS,KIER FACILITIES SERVICES LTD,10329721,"£38,884.96",Property related charges
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM HMPPS,KIER FACILITIES SERVICES LTD,10329717,"£170,404.56",Property related charges
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM Scotland Office,KIER FACILITIES SERVICES LTD,10329822,"£422,506.31",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329539,"£616,792.93",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329817,"£216,390.37",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329525,"£147,811.92",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329586,"£1,556,095.75",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329719,"£663,774.25",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM Home Office - Reactive,KIER FACILITIES SERVICES LTD,10329819,"£162,973.27",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329818,"£785,413.62",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329816,"£38,298.56",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM HMPPS,KIER FACILITIES SERVICES LTD,10329820,"£30,452.35",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,KIER FACILITIES SERVICES LTD,10329718,"£92,432.45",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM HMPPS,KIER FACILITIES SERVICES LTD,10329723,"£144,962.65",Property related charges
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM HMPPS,KIER FACILITIES SERVICES LTD,10329821,"£218,785.75",Property related charges
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),LANCASHIRE WOMEN,WSCCC202225LW2,"£47,875.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,17/01/24,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LSAP- Legal Support Action Plan,LAW FOR LIFE FOUNDATION FOR PUBLIC LEGAL EDUCATION,ADVICENOWGRANTJAN24,"£33,661.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",LEICESTERSHIRE POLICE,P2-23/24-FB-Leics,"£661,548.51",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",LEICESTERSHIRE POLICE,P2-23/24-GG-Leics,"£552,576.70",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,05/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,Youth Justice Policy Turnaround (Prog),LONDON BOROUGH OF LAMBETH,TA2324JAN003,"£92,482.53",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - HOSTING - Hosting,Probation Digital,LUMEN TECHNOLOGIES UK LTD,672008083/2072939,"£69,000.00",Information technology related costs
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - HOSTING - Hosting,Probation Digital,LUMEN TECHNOLOGIES UK LTD,672006755/2072942,"£30,000.00",Information technology related costs
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - HOSTING - Hosting,Probation Digital,LUMEN TECHNOLOGIES UK LTD,92692623/2058355,"£28,297.20",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Probation Digital,MADE TECH LTD,INV004389,"£110,081.15",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Probation Digital,MADE TECH LTD,INV004390,"£111,578.40",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Engineering,MADE TECH LTD,INV004412,"£145,446.85",Information technology related costs
MoJ,MoJ HQ,26/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),MANCHESTER ACTION ON STREET HEALTH,WCSCC20222025MANCHESTERACTION3,"£31,967.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,24/01/24,"EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - Publicity, Advertising & Communications",Recruitment and Retention Comms (Prog),MANNING GOTTLIEB OMD,F44960,"£54,852.31",Recruitment advertising
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,HMPPS Digital Shared Service Line,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,SIN079031,"£120,042.00",Information technology related costs
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - NICTS,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,SIN079043,"£522,000.00",Information technology related costs
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Prisons Digital,MODULAR DATA LTD,23/0040,"£238,680.00",Information technology related costs
MoJ,MoJ HQ,08/01/24,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,Family Grants and other programme,NATIONAL ASSOCIATION OF CHILD CONTACT CENTRES (NACCC),NACCC-GRANT/Q4-23-24,"£48,000.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,10/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - NS&I CFO Operational Service Costs,Office of the Accountant General,NATIONAL SAVINGS & INVESTMENTS,700848,"£346,377.02",Professional services
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - LICENCES,Probation Digital,NEC SOFTWARE SOLUTIONS UK LTD,91480677,"£156,000.00",Information technology related costs
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Probation Digital,NEC SOFTWARE SOLUTIONS UK LTD,91481183,"£138,600.00",Information technology related costs
MoJ,MoJ HQ,31/01/24,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - Exit Management,LAA Digital,NEC SOFTWARE SOLUTIONS UK LTD - PREVIOUSLY I2N LTD,91481480,"£100,395.00",Information technology related costs
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),NOTTINGHAM WOMENS CENTRE,WSCCC202225NWC3,"£30,500.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Design102,NURVED LTD,0003747,"£223,574.47",Information technology related costs
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - Charges/Rental - mobile,Infrastructure Services - Mobile Telephony,O2 TELEFONICA LTD,27711775,"£25,740.00",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - Charges/Rental - mobile,Infrastructure Services - Mobile Telephony,O2 TELEFONICA LTD,28001114,"£32,859.22",Information technology related costs
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - SECURITY,REDACTED,OAKLIN LTD,2290,"£71,790.00",Information technology related costs
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - SECURITY,REDACTED,OAKLIN LTD,2361,"£71,790.00",Information technology related costs
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - SECURITY,REDACTED,OAKLIN LTD,2362,"£71,790.00",Information technology related costs
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,Consolidated FFM invoice,OCS GROUP UK LTD,5000541821,"£337,846.60",Property related charges
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,Consolidated FFM invoice,OCS GROUP UK LTD,5000541822,"£91,188.94",Property related charges
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,Consolidated FFM invoice,OCS GROUP UK LTD,5000545057,"£1,985,035.28",Property related charges
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,FFM Home Office - Reactive,OCS GROUP UK LTD,5000545058,"£1,269,617.16",Property related charges
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Independent Expert Fees,Youth Justice Policy Admin,OFSTED,SINMSC2493,"£62,500.00",Professional services
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Intermediary Cost,Family Justice Reform,OPIA LTD,SI005360,"£300,000.00",Intermediary costs
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Intermediary Cost,Criminal and Family Justice Policy Admin,OPIA LTD,SI005359,"£42,690.60",Intermediary costs
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,Legal Aid,PA CONSULTING SERVICES LTD,0000028260,"£96,000.00",Professional services
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",PCC FOR HERTFORDSHIRE,P2A-23/24-GG-Herts,"£33,048.00",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,HR Services,PEOPLE ASSET MANAGEMENT T/A PAM OH SOLUTIONS,0000137384,"£29,787.60",Staff occupational health services
MoJ,MoJ HQ,03/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Recruitment costs,"Leadership, Talent & Capability",PEOPLESCOUT LTD,345851,"£121,461.16",Recruitment of staff
MoJ,MoJ HQ,12/01/24,"EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - Publicity, Advertising & Communications",Recruitment & Resourcing,PEOPLESCOUT LTD,345354,"£116,722.04",Recruitment advertising
MoJ,MoJ HQ,16/01/24,"EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - Publicity, Advertising & Communications",Recruitment & Resourcing,PEOPLESCOUT LTD,349243,"£30,300.00",Recruitment advertising
MoJ,MoJ HQ,16/01/24,"EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - Publicity, Advertising & Communications",Recruitment & Resourcing,PEOPLESCOUT LTD,346136,"£45,062.16",Recruitment advertising
MoJ,MoJ HQ,18/01/24,"EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - Publicity, Advertising & Communications",Recruitment & Resourcing,PEOPLESCOUT LTD,349242,"£104,038.08",Recruitment advertising
MoJ,MoJ HQ,19/01/24,"EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - Publicity, Advertising & Communications",Recruitment & Resourcing,PEOPLESCOUT LTD,349666,"£34,299.60",Recruitment advertising
MoJ,MoJ HQ,19/01/24,"EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - Publicity, Advertising & Communications",Recruitment & Resourcing,PEOPLESCOUT LTD,349665,"£207,555.00",Recruitment advertising
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION MAINTENANCE AND SUPPORT,Prisons Digital,PHONEHUB IO LTD,00360035,"£54,189.00",Information technology related costs
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Judicial Office - Programme,PIVOTL LTD,INV-1004,"£41,220.00",Information technology related costs
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,Data and Analysis - Capital Project B - R&D Evaluation,PIVOTL LTD,INV-1002,"£56,400.00",Professional services
MoJ,MoJ HQ,31/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,Data and Analysis - Capital Project B - R&D Evaluation,PIVOTL LTD,INV-1009,"£34,080.00",Professional services
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE & CRIME COMISSIONER FOR NORFOLK,P2A-23/24-GG-Norf,"£25,789.50",Grant payments to Police and Crime Commissioners
