,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239714,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239715,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239716,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239717,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239718,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239719,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,359.24,R3200,Hire of Vehicles,24/01/2024,191239720,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239721,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239722,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239723,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,493.64,R3200,Hire of Vehicles,24/01/2024,191239724,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239725,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,493.64,R3200,Hire of Vehicles,24/01/2024,191239726,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239727,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,535.20,R3200,Hire of Vehicles,24/01/2024,191239728,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239729,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,359.24,R3200,Hire of Vehicles,24/01/2024,191239730,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,493.64,R3200,Hire of Vehicles,24/01/2024,191239731,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239732,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239733,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239734,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,359.24,R3200,Hire of Vehicles,24/01/2024,191239735,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239736,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239737,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239738,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239739,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,24/01/2024,191239740,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,359.24,R3200,Hire of Vehicles,24/01/2024,191239741,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,24/01/2024,191239742,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,745.92,R3200,Hire of Vehicles,24/01/2024,191239743,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,556.64,R3200,Hire of Vehicles,24/01/2024,191239744,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,359.24,R3200,Hire of Vehicles,08/01/2024,191232206,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,08/01/2024,191232207,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,08/01/2024,191232210,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,08/01/2024,191232208,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,08/01/2024,191232209,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,334.00,R3200,Hire of Vehicles,08/01/2024,191232205,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,08/01/2024,191232211,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,556.64,R3200,Hire of Vehicles,08/01/2024,191232213,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,359.24,R3200,Hire of Vehicles,08/01/2024,191232212,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,745.92,R3200,Hire of Vehicles,08/01/2024,191232194,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,510.72,R3200,Hire of Vehicles,08/01/2024,191232193,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,556.64,R3200,Hire of Vehicles,08/01/2024,191232192,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,493.64,R3200,Hire of Vehicles,08/01/2024,191232195,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,08/01/2024,191232196,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,08/01/2024,191232197,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,510.72,R3200,Hire of Vehicles,08/01/2024,191232203,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,08/01/2024,191232201,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,08/01/2024,191232199,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,08/01/2024,191232198,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,541.24,R3200,Hire of Vehicles,08/01/2024,191232200,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,493.64,R3200,Hire of Vehicles,08/01/2024,191232202,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3200,Hire of Vehicles,08/01/2024,191232204,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,"5,392.56",R3200,Hire of Vehicles,05/01/2024,191230425,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,61.00,R3200,Hire of Vehicles,05/01/2024,191230421,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,62.75,R3200,Hire of Vehicles,05/01/2024,191230422,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,72.00,R3200,Hire of Vehicles,05/01/2024,191230423,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,226.81,R3200,Hire of Vehicles,05/01/2024,191230424,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,26.00,R3200,Hire of Vehicles,05/01/2024,191230416,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,"5,541.24",R3200,Hire of Vehicles,05/01/2024,191230415,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,86.00,R3200,Hire of Vehicles,05/01/2024,191230420,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,"1,332.22",R3200,Hire of Vehicles,05/01/2024,191230419,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,112.71,R3200,Hire of Vehicles,05/01/2024,191230417,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,339.95,R3200,Hire of Vehicles,05/01/2024,191230418,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,"1,100.49",R3200,Hire of Vehicles,05/01/2024,191230414,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,61.00,R3200,Hire of Vehicles,05/01/2024,191230426,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,81.88,R3200,Hire of Vehicles,05/01/2024,191230427,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,977.76,R3200,Hire of Vehicles,29/01/2024,191241134,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,"1,075.76",R3200,Hire of Vehicles,29/01/2024,191241135,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,977.76,R3200,Hire of Vehicles,12/01/2024,191234898,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,319.94,R3200,Hire of Vehicles,12/01/2024,191234897,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,982.52,R3200,Hire of Vehicles,12/01/2024,191234899,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,982.52,R3200,Hire of Vehicles,12/01/2024,191234900,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,293.72,R3000,Petrol,17/01/2024,191236673,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,982.52,R3200,Hire of Vehicles,17/01/2024,191236672,Fleet Services,Fleet Management
INSERTED DETAIL,705946,Northgate Vehicle Hire Limited,556.64,R3200,Hire of Vehicles,17/01/2024,191236674,Fleet Services,Fleet Management
INSERTED DETAIL,705994,Oaklawn Guest House Limited,930.00,R5024,TPP - B&B payments to landlords,05/01/2024,191230755,Homelessness and New Communities,Homeless Families
INSERTED DETAIL,705994,Oaklawn Guest House Limited,900.00,R6403,Section 17,29/01/2024,130415875,Strengthening Families,EI Area 5 - Whitmore Reans
INSERTED DETAIL,705994,Oaklawn Guest House Limited,930.00,R6403,Section 17,29/01/2024,130415876,Strengthening Families,EI Area 5 - Whitmore Reans
INSERTED DETAIL,705994,Oaklawn Guest House Limited,210.00,R6403,Section 17,19/01/2024,130396961,Strengthening Families,"Child Assessment Team			"
INSERTED DETAIL,705994,Oaklawn Guest House Limited,280.00,R6314,No Recourse to Public Funds,02/01/2024,130412672,Strengthening Families,No Recourse to Public Funds - CIN/CP
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,14.84,R4000,Equipment - Purchase,02/01/2024,191229545,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,15.29,R4000,Equipment - Purchase,02/01/2024,191229546,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,14.84,R4000,Equipment - Purchase,02/01/2024,191229550,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,14.17,R4000,Equipment - Purchase,02/01/2024,191229550,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,-9.08,R4000,Equipment - Purchase,02/01/2024,191229542,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,14.08,R4000,Equipment - Purchase,02/01/2024,191229543,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,23.74,R4000,Equipment - Purchase,02/01/2024,191229543,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,100.33,R4000,Equipment - Purchase,02/01/2024,191229544,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,155.87,R4000,Equipment - Purchase,04/01/2024,191230222,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,847.35,R4000,Equipment - Purchase,04/01/2024,191230222,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,432.17,R4000,Equipment - Purchase,04/01/2024,191230222,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,"1,069.27",R4000,Equipment - Purchase,04/01/2024,191230222,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,254.97,R4000,Equipment - Purchase,04/01/2024,191230222,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,292.17,R4000,Equipment - Purchase,04/01/2024,191230222,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,51.32,R4000,Equipment - Purchase,04/01/2024,191230223,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,3.88,R4000,Equipment - Purchase,04/01/2024,191230223,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,"1,602.74",R4000,Equipment - Purchase,08/01/2024,191232104,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,10.00,R4000,Equipment - Purchase,08/01/2024,191232106,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,139.50,R4000,Equipment - Purchase,08/01/2024,191232105,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,41.85,R4000,Equipment - Purchase,08/01/2024,191232105,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,1.02,R4000,Equipment - Purchase,08/01/2024,191232105,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,81.25,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,17.87,R4000,Equipment - Purchase,08/01/2024,191232108,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,26.67,R4000,Equipment - Purchase,08/01/2024,191232108,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,286.67,R4000,Equipment - Purchase,08/01/2024,191232108,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,28.32,R4000,Equipment - Purchase,08/01/2024,191232108,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,96.00,R4000,Equipment - Purchase,08/01/2024,191232109,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,36.00,R4000,Equipment - Purchase,08/01/2024,191232109,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,279.72,R4000,Equipment - Purchase,08/01/2024,191232109,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,23.74,R4000,Equipment - Purchase,08/01/2024,191232109,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,90.00,R4000,Equipment - Purchase,08/01/2024,191232109,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,70.45,R4000,Equipment - Purchase,08/01/2024,191232110,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,112.10,R4000,Equipment - Purchase,08/01/2024,191232110,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,21.83,R4000,Equipment - Purchase,08/01/2024,191232112,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,9.75,R4000,Equipment - Purchase,08/01/2024,191232112,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,100.00,R4000,Equipment - Purchase,08/01/2024,191232111,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,70.45,R4000,Equipment - Purchase,08/01/2024,191232113,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,65.63,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,53.13,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,91.25,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,510.63,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,160.86,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,60.62,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,50.63,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,85.63,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,351.25,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,82.45,R4000,Equipment - Purchase,08/01/2024,191232107,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,38.80,R4000,Equipment - Purchase,08/01/2024,191232114,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,20.84,R4000,Equipment - Purchase,08/01/2024,191232108,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,53.33,R4000,Equipment - Purchase,08/01/2024,191232108,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,33.33,R4000,Equipment - Purchase,08/01/2024,191232108,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,48.99,R4000,Equipment - Purchase,08/01/2024,191232108,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,519.13,R4000,Equipment - Purchase,08/01/2024,191232115,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,368.45,R4000,Equipment - Purchase,08/01/2024,191232115,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,110.09,R4000,Equipment - Purchase,08/01/2024,191232115,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,185.44,R4000,Equipment - Purchase,08/01/2024,191232115,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,154.83,R4000,Equipment - Purchase,08/01/2024,191232115,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,319.14,R4000,Equipment - Purchase,08/01/2024,191232115,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,127.04,R4000,Equipment - Purchase,08/01/2024,191232115,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,518.44,R4000,Equipment - Purchase,08/01/2024,191232115,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,22.00,R4000,Equipment - Purchase,25/01/2024,191240083,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,6.31,R4000,Equipment - Purchase,25/01/2024,191240085,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,94.61,R4000,Equipment - Purchase,25/01/2024,191240085,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,32.35,R4000,Equipment - Purchase,25/01/2024,191240085,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,179.25,R4000,Equipment - Purchase,25/01/2024,191240085,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,15.05,R4000,Equipment - Purchase,25/01/2024,191240085,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,322.35,R4000,Equipment - Purchase,25/01/2024,191240085,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,8.63,R4000,Equipment - Purchase,25/01/2024,191240085,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,210.00,R4000,Equipment - Purchase,25/01/2024,191240086,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,64.09,R4000,Equipment - Purchase,25/01/2024,191240084,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,129.17,R4000,Equipment - Purchase,25/01/2024,191240084,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,25.66,R4000,Equipment - Purchase,25/01/2024,191240084,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,114.06,R4000,Equipment - Purchase,11/01/2024,191234725,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,21.75,R4000,Equipment - Purchase,18/01/2024,191237590,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,27.21,R4000,Equipment - Purchase,18/01/2024,191237590,Fleet Services,Fleet Management
INSERTED DETAIL,705995,Oakley's Limited-J and J Bland Limited,186.00,R4000,Equipment - Purchase,18/01/2024,191237591,Fleet Services,Fleet Management
INSERTED DETAIL,706004,OCL Kingswinford Limited,43.99,R4200,Protective Clothing,10/01/2024,130413708,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,706004,OCL Kingswinford Limited,35.98,R4000,Equipment - Purchase,10/01/2024,130413871,Waste Services,Anchor Lane Civic Amenity Site
INSERTED DETAIL,706004,OCL Kingswinford Limited,97.50,R4000,Equipment - Purchase,10/01/2024,130413709,Waste Services,Shaw Road Civic Amenity Site
INSERTED DETAIL,706004,OCL Kingswinford Limited,34.98,R4000,Equipment - Purchase,10/01/2024,130413870,Waste Services,Shaw Road Civic Amenity Site
INSERTED DETAIL,706004,OCL Kingswinford Limited,16.75,R4200,Protective Clothing,16/01/2024,130414566,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,706004,OCL Kingswinford Limited,33.50,R4200,Protective Clothing,16/01/2024,130414566,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,706004,OCL Kingswinford Limited,22.95,R4200,Protective Clothing,16/01/2024,130414566,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,706004,OCL Kingswinford Limited,55.50,R4200,Protective Clothing,16/01/2024,130414566,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,706004,OCL Kingswinford Limited,911.25,R4000,Equipment - Purchase,02/01/2024,130412155,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,706033,OLM Systems Limited,"85,000.00",R4534,Computing - Maint Agreements,19/01/2024,130397992,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706064,Opus Energy Limited,90.09,R2100,Electricity,23/01/2024,191239014,Estates and Valuations,Industrial Premises ; Fordhouse Road
INSERTED DETAIL,706064,Opus Energy Limited,90.00,R2100,Electricity,23/01/2024,191239029,Corporate Asset Management,Central Utilities to Recharge
INSERTED DETAIL,706064,Opus Energy Limited,62.00,R2101,Gas,23/01/2024,191239030,Facilities Management,Management of Vacant Properties
INSERTED DETAIL,706068,EE Limited,"13,207.27",R4507,Comms - Mobile Telephones,02/01/2024,130412502,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,"24,346.76",R4507,Comms - Mobile Telephones,12/01/2024,130414330,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,"13,204.18",R4507,Comms - Mobile Telephones,15/01/2024,130414334,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,"11,290.24",R4507,Comms - Mobile Telephones,15/01/2024,130414333,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,115.00,R4507,Comms - Mobile Telephones,15/01/2024,130414332,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,"3,810.67",R4507,Comms - Mobile Telephones,15/01/2024,130414331,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,"24,343.14",R4507,Comms - Mobile Telephones,02/01/2024,130412506,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,115.00,R4507,Comms - Mobile Telephones,02/01/2024,130412505,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,"11,280.59",R4507,Comms - Mobile Telephones,02/01/2024,130412503,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706068,EE Limited,"3,809.73",R4507,Comms - Mobile Telephones,02/01/2024,130412504,Digital and IT,Strategic ICTS (ICT Service Budget)
INSERTED DETAIL,706120,P A & S G Southall,45.20,R4309,Books,11/01/2024,130414103,Libraries,Spring Vale Library
INSERTED DETAIL,706147,P Wilcox,"5,982.50",R4400,Services - Professional Fees,11/01/2024,130414104,Educational Excellence,Music Support Team
INSERTED DETAIL,706157,P.J. Arnold Limited,"2,511.00",R2001,R&M - Departmental planned (external),25/01/2024,130410420,Estates and Valuations,Magistrates
INSERTED DETAIL,706240,PDE Waste Technologies Limited,325.00,R4001,Equipment - Hire,19/01/2024,130414864,Markets,Bilston Market and Licensed Operations
INSERTED DETAIL,706290,Penham Excel Limited,294.00,R4400,Services - Professional Fees,29/01/2024,130415723,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,706301,Penna PLC,"3,570.00",R4400,Services - Professional Fees,23/01/2024,130413385,Director of Finance,Director of Finance
