Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
704931,Konica Minolta Bus.Solutions(UK)Limited.,"2,374.74",R4304,Photocopier Operating Lease,19/10/2023,130404977,Adult Education,ICT Services
704931,Konica Minolta Bus.Solutions(UK)Limited.,"1,075.56",R4304,Photocopier Operating Lease,19/10/2023,130404976,Adult Education,ICT Services
704931,Konica Minolta Bus.Solutions(UK)Limited.,272.79,R4304,Photocopier Operating Lease,19/10/2023,130404975,Digital and IT,Printing MFDs
704931,Konica Minolta Bus.Solutions(UK)Limited.,"17,905.91",R4304,Photocopier Operating Lease,19/10/2023,130404464,Digital and IT,Printing MFDs
704931,Konica Minolta Bus.Solutions(UK)Limited.,193.38,R4304,Photocopier Operating Lease,27/10/2023,130405691,Adult Education,ICT Services
704931,Konica Minolta Bus.Solutions(UK)Limited.,73.43,R4304,Photocopier Operating Lease,24/10/2023,130405407,Adult Education,ICT Services
704931,Konica Minolta Bus.Solutions(UK)Limited.,294.61,R4304,Photocopier Operating Lease,24/10/2023,130405408,Adult Education,ICT Services
704931,Konica Minolta Bus.Solutions(UK)Limited.,219.29,R4304,Photocopier Operating Lease,27/10/2023,130405835,Digital and IT,Printing MFDs
704931,Konica Minolta Bus.Solutions(UK)Limited.,193.38,R4304,Photocopier Operating Lease,27/10/2023,130405690,Adult Education,ICT Services
704931,Konica Minolta Bus.Solutions(UK)Limited.,272.79,R4304,Photocopier Operating Lease,12/10/2023,130401046,Digital and IT,Printing MFDs
704931,Konica Minolta Bus.Solutions(UK)Limited.,"29,426.88",R4304,Photocopier Operating Lease,16/10/2023,130404467,Digital and IT,Printing MFDs
704931,Konica Minolta Bus.Solutions(UK)Limited.,276.45,R4530,Computing - Purchase of Hardware,13/10/2023,130402618,Digital and IT,Strategic ICTS (ICT Service Budget)
704931,Konica Minolta Bus.Solutions(UK)Limited.,"13,176.99",R4304,Photocopier Operating Lease,16/10/2023,130404462,Digital and IT,Printing MFDs
704931,Konica Minolta Bus.Solutions(UK)Limited.,"29,426.88",R4304,Photocopier Operating Lease,16/10/2023,130404463,Digital and IT,Printing MFDs
704931,Konica Minolta Bus.Solutions(UK)Limited.,"29,426.88",R4304,Photocopier Operating Lease,16/10/2023,130404465,Digital and IT,Printing MFDs
705003,Lapwing,127.05,R4100,Catering,18/10/2023,130404848,Highways Maintenance,Patching
705003,Lapwing,149.50,R4000,Equipment - Purchase,13/10/2023,130401432,Highways Maintenance,Patching
705003,Lapwing,65.00,R4000,Equipment - Purchase,13/10/2023,130401432,Highways Maintenance,Patching
705003,Lapwing,35.60,R4000,Equipment - Purchase,13/10/2023,130401432,Highways Maintenance,Patching
705003,Lapwing,176.40,R4000,Equipment - Purchase,13/10/2023,130401432,Highways Maintenance,Patching
705003,Lapwing,31.00,R4200,Protective Clothing,13/10/2023,130401432,Highways Maintenance,Patching
705003,Lapwing,212.40,R4200,Protective Clothing,13/10/2023,130401432,Highways Maintenance,Patching
705003,Lapwing,115.70,R4200,Protective Clothing,13/10/2023,130401432,Highways Maintenance,Patching
705003,Lapwing,171.00,R4000,Equipment - Purchase,13/10/2023,130401432,Highways Maintenance,Patching
705003,Lapwing,2.05,R4000,Equipment - Purchase,13/10/2023,130401432,Highways Maintenance,Patching
705059,Bunzl UK LTD (trading as Lee Brothers),75.60,R4201,Clothing / Uniforms,11/10/2023,130403556,Leisure Services,Bert Williams Leisure Centre
705059,Bunzl UK LTD (trading as Lee Brothers),75.60,R4201,Clothing / Uniforms,06/10/2023,130403557,Leisure Services,Aldersley Leisure Village
705081,Lesar UK Limited,549.50,R4000,Equipment - Purchase,20/10/2023,130403958,Adult Education,"Business Support Services	"
705083,Let Us Play (Wolverhampton),"10,474.40",R4700,Grant Payments,16/10/2023,130404468,Head of Children's Improvement,Hashtag Youth Engagement Strategy
705088,Lewis Psychology Cic,510.00,R4400,Services - Professional Fees,25/10/2023,130405409,Human Resources,Stress Counselling
705088,Lewis Psychology Cic,510.00,R4400,Services - Professional Fees,05/10/2023,130403125,Human Resources,Stress Counselling
705088,Lewis Psychology Cic,510.00,R4400,Services - Professional Fees,30/10/2023,130405410,Human Resources,Stress Counselling
705133,Lion Fpg Limited,478.00,R4300,Printing,05/10/2023,130403443,Digital and IT,Digital Print Solutions
705162,Local Government Association,398.00,R1650,Training Expenses,03/10/2023,130402953,Organisational Development,Member Training
705162,Local Government Association,396.00,R1650,Training Expenses,04/10/2023,130402951,Organisational Development,Member Training
705162,Local Government Association,398.00,R1650,Training Expenses,26/10/2023,130402952,Organisational Development,Member Training
705163,Local Government Information Unit,821.00,R1650,Training Expenses,24/10/2023,130405249,Organisational Development,Workforce Development
705183,Lodge Tyre Co.Limited,843.82,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,35.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,240.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,566.72,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,510.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,71.62,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,15.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,59.43,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,7.50,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,99.88,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,60.50,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,93.59,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,90.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,421.91,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,83.32,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,20.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,70.95,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,358.10,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,358.80,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,315.56,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,78.89,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,84.95,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,61.89,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,25.90,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,220.58,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,136.72,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,68.36,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,178.29,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,176.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,143.24,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,562.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,12.95,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,165.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,82.50,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,-5.37,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201688,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,-309.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201689,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,277.26,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,88.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,65.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,83.00,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705183,Lodge Tyre Co.Limited,95.29,R3009,Vehicle Maintenance - Spare Parts,19/10/2023,191201722,Fleet Services,Fleet Management
705274,M.K.G. (Food Products) Limited,7.47,R4101,Provisions (Not for resale),30/10/2023,130405977,Catering,Civic Centre Catering
705274,M.K.G. (Food Products) Limited,199.83,R4101,Provisions (Not for resale),30/10/2023,130405977,Catering,Civic Centre Catering
705274,M.K.G. (Food Products) Limited,-6.13,R4101,Provisions (Not for resale),30/10/2023,130404687,Catering,Civic Centre Catering
705278,MA Education Limited,299.00,R1650,Training Expenses,30/10/2023,130405250,Strengthening Families,Family Hubs and Start for Life
705307,Main Street Signs Limited,157.40,R4009,Signage and Labels,27/10/2023,130404688,Highways Maintenance,Street Seats & Nameplates
705307,Main Street Signs Limited,15.00,R4503,Comms - Postage,27/10/2023,130404688,Highways Maintenance,Street Seats & Nameplates
705308,Maintenance Components Limited,-60.58,R4000,Equipment - Purchase,13/10/2023,191199501,Fleet Services,Fleet Management
705308,Maintenance Components Limited,6.68,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,9.54,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,6.28,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,3.82,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,7.51,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,5.72,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,10.92,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,7.18,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,82.10,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,4.80,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,5.20,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705308,Maintenance Components Limited,10.91,R4000,Equipment - Purchase,13/10/2023,191199461,Fleet Services,Fleet Management
705404,MBL Seminars Limited,590.00,R4701,Subscriptions,17/10/2023,130404689,Legal Services,Legal Services
705453,Mercian Shutters Limited,407.40,R2001,R&M - Departmental planned (external),02/10/2023,130402136,Project and Works Team – Maintenance Programme,Centralised R&M
705453,Mercian Shutters Limited,565.00,R2001,R&M - Departmental planned (external),06/10/2023,130398992,Markets,Wholesale Market Facilities Management
705519,Midland Motascreens Limited,25.00,R4962,Insurance - General,31/10/2023,130406322,Audit Services,Motor Vehicles
705519,Midland Motascreens Limited,500.00,R4962,Insurance - General,31/10/2023,130406322,Licensing,"Private Hire Vehicles			"
705520,Midland News Association Limited,518.67,R4317,Marketing \ Non-staff advertising,24/10/2023,130405416,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,518.67,R4317,Marketing \ Non-staff advertising,24/10/2023,130405417,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,466.81,R4317,Marketing \ Non-staff advertising,24/10/2023,130405418,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,"3,376.60",R4317,Marketing \ Non-staff advertising,24/10/2023,130405419,School Business and Support Services,Pupil & Student Support
705520,Midland News Association Limited,"1,970.95",C1100,Construction and Conversion,24/10/2023,130405420,,"GF - Maintenance of unclassified roads	"
705520,Midland News Association Limited,622.40,C1100,Construction and Conversion,24/10/2023,130405421,,Safety Programme
705520,Midland News Association Limited,466.80,R4317,Marketing \ Non-staff advertising,24/10/2023,130405422,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,466.80,R4317,Marketing \ Non-staff advertising,24/10/2023,130405423,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,518.67,R4317,Marketing \ Non-staff advertising,24/10/2023,130405424,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,674.27,C1100,Construction and Conversion,24/10/2023,130405425,,Safety Programme
705520,Midland News Association Limited,233.40,R4317,Marketing \ Non-staff advertising,24/10/2023,130405426,City Planning,Planning
705520,Midland News Association Limited,518.67,R4317,Marketing \ Non-staff advertising,24/10/2023,130405414,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,466.81,R4317,Marketing \ Non-staff advertising,24/10/2023,130405415,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,181.53,R4317,Marketing \ Non-staff advertising,24/10/2023,130405411,City Planning,Planning
705520,Midland News Association Limited,466.81,R4317,Marketing \ Non-staff advertising,24/10/2023,130405412,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,778.01,C1100,Construction and Conversion,25/10/2023,130405537,,Safety Programme
705520,Midland News Association Limited,"1,556.01",C1100,Construction and Conversion,25/10/2023,130405538,,Safety Programme
705520,Midland News Association Limited,622.40,C1100,Construction and Conversion,25/10/2023,130405539,,Safety Programme
705520,Midland News Association Limited,259.34,R4317,Marketing \ Non-staff advertising,25/10/2023,130405542,City Planning,Planning
705520,Midland News Association Limited,933.61,R4317,Marketing \ Non-staff advertising,25/10/2023,130405543,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,933.61,R4317,Marketing \ Non-staff advertising,25/10/2023,130405544,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,195.00,R4317,Marketing \ Non-staff advertising,25/10/2023,130405536,Regional Adoption Agency Consortium,"Regional Adoption Agency 			"
705520,Midland News Association Limited,"1,970.94",C1100,Construction and Conversion,24/10/2023,130405413,,"GF - Maintenance of unclassified roads	"
705520,Midland News Association Limited,375.00,R4317,Marketing \ Non-staff advertising,23/10/2023,130404978,Regional Adoption Agency Consortium,"Regional Adoption Agency 			"
705520,Midland News Association Limited,933.61,R4317,Marketing \ Non-staff advertising,30/10/2023,130406004,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,518.67,R4317,Marketing \ Non-staff advertising,11/10/2023,130403959,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,518.67,R4317,Marketing \ Non-staff advertising,12/10/2023,130403960,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,"1,141.07",R4317,Marketing \ Non-staff advertising,13/10/2023,130404469,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,"1,452.28",R4317,Marketing \ Non-staff advertising,13/10/2023,130404470,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705520,Midland News Association Limited,"1,244.81",R4317,Marketing \ Non-staff advertising,13/10/2023,130404471,Operation & Maintenance of Existing Network,UTC - Utilities Organisations
705525,Midland Quarry Products Limited,384.27,R4007,Materials,24/10/2023,130404690,Highways Maintenance,Patching
705525,Midland Quarry Products Limited,83.49,R4007,Materials,24/10/2023,130400866,Highways Maintenance,Patching
705525,Midland Quarry Products Limited,275.00,R4007,Materials,23/10/2023,130404979,Highways Maintenance,Patching
705525,Midland Quarry Products Limited,518.77,R4007,Materials,13/10/2023,130401735,Highways Maintenance,Patching
705525,Midland Quarry Products Limited,"1,526.55",R4007,Materials,13/10/2023,130401734,Highways Maintenance,Patching
705525,Midland Quarry Products Limited,455.36,R4007,Materials,16/10/2023,130404322,Highways Maintenance,Patching
705525,Midland Quarry Products Limited,249.96,R4007,Materials,16/10/2023,130402619,Highways Maintenance,Patching
705534,Midlands Truck & Van Limited,4.41,R4000,Equipment - Purchase,13/10/2023,191199499,Fleet Services,Fleet Management
705534,Midlands Truck & Van Limited,33.39,R4000,Equipment - Purchase,13/10/2023,191199499,Fleet Services,Fleet Management
705534,Midlands Truck & Van Limited,5.00,R4000,Equipment - Purchase,13/10/2023,191199499,Fleet Services,Fleet Management
705534,Midlands Truck & Van Limited,32.22,R4000,Equipment - Purchase,13/10/2023,191199500,Fleet Services,Fleet Management
705534,Midlands Truck & Van Limited,12.64,R4000,Equipment - Purchase,16/10/2023,191200407,Fleet Services,Fleet Management
705542,Midwest Mechanical&ElectricalServicesLtd,"3,467.90",C1100,Construction and Conversion,16/10/2023,130400580,,GF - Brewers Yard Phase 1 - Culwell Street
705542,Midwest Mechanical&ElectricalServicesLtd,-654.92,R2001,R&M - Departmental planned (external),16/10/2023,130404333,Markets,Wholesale Market Facilities Management
705542,Midwest Mechanical&ElectricalServicesLtd,"1,651.31",R2001,R&M - Departmental planned (external),17/10/2023,130402148,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,121.00,R2001,R&M - Departmental planned (external),17/10/2023,130402983,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130403127,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,215.36,R2001,R&M - Departmental planned (external),17/10/2023,130402960,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130403128,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),17/10/2023,130403295,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,88.40,R2001,R&M - Departmental planned (external),17/10/2023,130403296,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,113.50,R2001,R&M - Departmental planned (external),17/10/2023,130403293,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,53.80,R2001,R&M - Departmental planned (external),17/10/2023,130403294,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,81.81,R2001,R&M - Departmental planned (external),17/10/2023,130403291,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,67.59,R2001,R&M - Departmental planned (external),17/10/2023,130403292,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,140.22,R2001,R&M - Departmental planned (external),17/10/2023,130403297,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,149.42,R2001,R&M - Departmental planned (external),17/10/2023,130403298,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130403995,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,64.95,R2001,R&M - Departmental planned (external),17/10/2023,130403996,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),17/10/2023,130403987,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130403988,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130403991,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,"1,245.60",R2001,R&M - Departmental planned (external),17/10/2023,130403581,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,"1,059.84",R2001,R&M - Departmental planned (external),17/10/2023,130403579,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404189,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,60.00,R2001,R&M - Departmental planned (external),17/10/2023,130404191,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404187,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404188,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,"5,277.36",R2001,R&M - Departmental planned (external),17/10/2023,130404186,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404001,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,67.59,R2001,R&M - Departmental planned (external),17/10/2023,130404194,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),17/10/2023,130404195,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404192,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,68.12,R2001,R&M - Departmental planned (external),17/10/2023,130404193,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404200,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,177.68,R2001,R&M - Departmental planned (external),17/10/2023,130404201,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,71.77,R2001,R&M - Departmental planned (external),17/10/2023,130404198,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,92.90,R2001,R&M - Departmental planned (external),17/10/2023,130404199,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404326,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404477,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),17/10/2023,130404478,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),17/10/2023,130404473,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),17/10/2023,130404479,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,110.82,R2001,R&M - Departmental planned (external),17/10/2023,130404480,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,60.04,R2001,R&M - Departmental planned (external),17/10/2023,130404481,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
705542,Midwest Mechanical&ElectricalServicesLtd,"11,509.30",C1100,Construction and Conversion,17/10/2023,130403595,,Corporate Asset Management
705542,Midwest Mechanical&ElectricalServicesLtd,118.55,R2001,R&M - Departmental planned (external),18/10/2023,130403132,Estates and Valuations,Magistrates
705542,Midwest Mechanical&ElectricalServicesLtd,53.80,R2001,R&M - Departmental planned (external),17/10/2023,130402958,Estates and Valuations,Magistrates
705542,Midwest Mechanical&ElectricalServicesLtd,"3,222.02",R2001,R&M - Departmental planned (external),20/10/2023,130396805,Facilities Management,Caretakers Community Centre
705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),20/10/2023,130404000,Facilities Management,Caretakers Community Centre
705542,Midwest Mechanical&ElectricalServicesLtd,522.91,R2001,R&M - Departmental planned (external),18/10/2023,130388609,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
