Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
707751,T H White Limited,12.71,R4000,Equipment - Purchase,31/08/2023,191183067,Fleet Services,Fleet Management
707751,T H White Limited,17.15,R4000,Equipment - Purchase,31/08/2023,191183067,Fleet Services,Fleet Management
707751,T H White Limited,15.63,R4000,Equipment - Purchase,31/08/2023,191183066,Fleet Services,Fleet Management
707751,T H White Limited,3.40,R4000,Equipment - Purchase,31/08/2023,191183066,Fleet Services,Fleet Management
707751,T H White Limited,25.97,R4000,Equipment - Purchase,31/08/2023,191183066,Fleet Services,Fleet Management
707751,T H White Limited,250.25,R4000,Equipment - Purchase,31/08/2023,191183066,Fleet Services,Fleet Management
707751,T H White Limited,4.03,R4000,Equipment - Purchase,31/08/2023,191183066,Fleet Services,Fleet Management
707751,T H White Limited,196.33,R4000,Equipment - Purchase,31/08/2023,191183066,Fleet Services,Fleet Management
707751,T H White Limited,29.89,R4000,Equipment - Purchase,31/08/2023,191183066,Fleet Services,Fleet Management
707840,Telewest Communications/Virgin Media,41.43,R4537,Computing - Internet,30/08/2023,130399020,Schools,Loxdale Primary School
707840,Telewest Communications/Virgin Media,19.85,R4504,Comms - Telephone Rental,04/08/2023,191175620,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,62.20,R4504,Comms - Telephone Rental,04/08/2023,191175621,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,19.85,R4504,Comms - Telephone Rental,04/08/2023,191175622,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,20.92,R4504,Comms - Telephone Rental,04/08/2023,191175623,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,112.50,R4504,Comms - Telephone Rental,04/08/2023,191175624,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,"11,979.69",R4504,Comms - Telephone Rental,04/08/2023,191175625,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,39.70,R4504,Comms - Telephone Rental,04/08/2023,191175626,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,59.52,R4504,Comms - Telephone Rental,04/08/2023,191175627,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,19.85,R4504,Comms - Telephone Rental,04/08/2023,191175628,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,38.58,R4504,Comms - Telephone Rental,04/08/2023,191175629,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,28.35,R4537,Computing - Internet,04/08/2023,191175630,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,3.66,R4504,Comms - Telephone Rental,04/08/2023,191175631,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,"9,633.01",R4504,Comms - Telephone Rental,04/08/2023,191175632,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,"4,473.47",R4504,Comms - Telephone Rental,04/08/2023,191175633,Digital and IT,Strategic ICTS (ICT Service Budget)
707840,Telewest Communications/Virgin Media,0.27,R4504,Comms - Telephone Rental,04/08/2023,191175634,Digital and IT,Strategic ICTS (ICT Service Budget)
707855,Terberg Matec UK Limited,"1,011.13",R4400,Services - Professional Fees,31/08/2023,191183060,Fleet Services,Fleet Management
707855,Terberg Matec UK Limited,232.46,R4400,Services - Professional Fees,18/08/2023,191178797,Fleet Services,Fleet Management
707855,Terberg Matec UK Limited,740.91,R4000,Equipment - Purchase,17/08/2023,191178669,Fleet Services,Fleet Management
707946,The Disabled Adaptations Service,"4,682.00",C5011,Grants paid out to other organisations,23/08/2023,191181177,,Disabled Facilities Grants
707946,The Disabled Adaptations Service,"2,500.00",C5011,Grants paid out to other organisations,23/08/2023,191181186,,Disabled Facilities Grants
707946,The Disabled Adaptations Service,"1,845.61",C5011,Grants paid out to other organisations,23/08/2023,191181186,,Disabled Facilities Grants
707967,The Fostering Network,"2,516.61",R4701,Subscriptions,10/08/2023,130396571,Children & Young People In Care,Fostering Team & Allowances
707986,The Helping Hand Company,454.40,R4000,Equipment - Purchase,16/08/2023,130398325,Older People Provider Services,"ILS Stores			"
707986,The Helping Hand Company,15.00,R4503,Comms - Postage,16/08/2023,130398325,Older People Provider Services,"ILS Stores			"
707986,The Helping Hand Company,"1,680.00",R4003,Equipment - R & M,08/08/2023,130397445,Older People Provider Services,"ILS Stores			"
707986,The Helping Hand Company,"1,916.00",R4000,Equipment - Purchase,08/08/2023,130398002,Older People Provider Services,"ILS Stores			"
707986,The Helping Hand Company,25.00,R4503,Comms - Postage,08/08/2023,130398002,Older People Provider Services,"ILS Stores			"
707986,The Helping Hand Company,75.00,R4000,Equipment - Purchase,25/08/2023,130398933,Older People Provider Services,"ILS Stores			"
707986,The Helping Hand Company,149.00,R4000,Equipment - Purchase,25/08/2023,130398933,Older People Provider Services,"ILS Stores			"
708090,The Refugee And Migrant Centre Limited,"35,000.00",R4400,Services - Professional Fees,03/08/2023,130396187,West Midlands Strategic Migration Partnership,Hong Kong BNO Welcome Hub Grant
708176,Thompson Avc Limited,"4,000.00",R4530,Computing - Purchase of Hardware,01/08/2023,130395163,Strengthening Families,Family Hubs and Start for Life
708176,Thompson Avc Limited,"4,054.00",R4530,Computing - Purchase of Hardware,01/08/2023,130396862,Strengthening Families,Family Hubs and Start for Life
708198,Time Right Limited,223.50,R4401,Services - Fees and Charges,14/08/2023,130398147,Environmental Services,Ground Maintenance East
708201,Timeplan Fuel Solutions Limited,285.00,R4531,Computing - Purchase of Software,29/08/2023,191182157,Fleet Services,Fleet Management
708201,Timeplan Fuel Solutions Limited,504.00,R4531,Computing - Purchase of Software,29/08/2023,191182157,Fleet Services,Fleet Management
708216,Tlc College,"9,986.00",R4700,Grant Payments,15/08/2023,130398682,External Funding and Digital Projects,"UKSPF - Community Grants			"
708216,Tlc College,"24,733.65",R4700,Grant Payments,02/08/2023,130397447,Head of Children's Improvement,Holiday Activity Fund
708216,Tlc College,"5,000.00",R4400,Services - Professional Fees,07/08/2023,130397818,Adult Education,Skills for Work
708251,Total Energies Gas & Power Limited,111.12,R2101,Gas,16/08/2023,191178155,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,24.18,R2101,Gas,16/08/2023,191178156,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,83.33,R2101,Gas,16/08/2023,191178157,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,830.12,R2101,Gas,16/08/2023,191178212,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,808.16,R2101,Gas,16/08/2023,191178213,Schools,Loxdale Primary School
708251,Total Energies Gas & Power Limited,71.92,R2101,Gas,16/08/2023,191178159,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,66.34,R2101,Gas,16/08/2023,191178158,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,53.94,R2101,Gas,16/08/2023,191178160,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,53.14,R2101,Gas,16/08/2023,191178161,Schools,Bilston Church of England Primary School
708251,Total Energies Gas & Power Limited,155.81,R2101,Gas,16/08/2023,191178162,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,66.71,R2101,Gas,16/08/2023,191178164,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,88.46,R2101,Gas,16/08/2023,191178165,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,98.22,R2101,Gas,16/08/2023,191178167,Schools,Christ Church (Church of England) Junior School
708251,Total Energies Gas & Power Limited,23.56,R2101,Gas,16/08/2023,191178166,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,82.24,R2101,Gas,16/08/2023,191178168,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,82.49,R2101,Gas,16/08/2023,191178163,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,46.50,R2101,Gas,16/08/2023,191178169,Schools,Phoenix Nursery
708251,Total Energies Gas & Power Limited,46.50,R2101,Gas,16/08/2023,191178170,Schools,Christ Church (Tettenhall Wood) Infant School
708251,Total Energies Gas & Power Limited,63.66,R2101,Gas,16/08/2023,191178171,Schools,Merridale Primary School
708251,Total Energies Gas & Power Limited,17.36,R2101,Gas,16/08/2023,191178172,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,69.01,R2101,Gas,16/08/2023,191178173,Schools,Christ Church (Tettenhall Wood) Infant School
708251,Total Energies Gas & Power Limited,28.52,R2101,Gas,16/08/2023,191178174,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,29.99,R2101,Gas,16/08/2023,191178175,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,9.92,R2101,Gas,16/08/2023,191178176,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,9.30,R2101,Gas,16/08/2023,191178177,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,808.99,R2101,Gas,16/08/2023,191178178,Schools,Castlecroft Primary School
708251,Total Energies Gas & Power Limited,"1,244.02",R2101,Gas,16/08/2023,191178179,Schools,Claregate Primary School
708251,Total Energies Gas & Power Limited,949.34,R2101,Gas,16/08/2023,191178180,Schools,Bantock Primary School
708251,Total Energies Gas & Power Limited,706.42,R2101,Gas,16/08/2023,191178181,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,925.80,R2101,Gas,16/08/2023,191178214,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,767.92,R2101,Gas,16/08/2023,191178182,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,796.52,R2101,Gas,16/08/2023,191178183,Schools,Eastfield Nursery
708251,Total Energies Gas & Power Limited,654.36,R2101,Gas,16/08/2023,191178184,Schools,Lanesfield Primary School
708251,Total Energies Gas & Power Limited,870.86,R2101,Gas,16/08/2023,191178185,Schools,Springvale Primary School
708251,Total Energies Gas & Power Limited,"2,299.77",R2101,Gas,16/08/2023,191178186,Schools,Stow Heath Primary School
708251,Total Energies Gas & Power Limited,14.88,R2101,Gas,16/08/2023,191178044,Estates and Valuations,Industrial Premises ; Fordhouse Road
708251,Total Energies Gas & Power Limited,14.88,R2101,Gas,16/08/2023,191178045,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,14.88,R2101,Gas,16/08/2023,191178046,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,14.88,R2101,Gas,16/08/2023,191178047,Schools,Bushbury Nursery
708251,Total Energies Gas & Power Limited,14.26,R2101,Gas,16/08/2023,191178048,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,14.26,R2101,Gas,16/08/2023,191178049,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,21.08,R2101,Gas,16/08/2023,191178050,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,23.87,R2101,Gas,16/08/2023,191178051,Schools,Wodensfield Primary School
708251,Total Energies Gas & Power Limited,67.99,R2101,Gas,16/08/2023,191178052,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,29.45,R2101,Gas,16/08/2023,191178053,Schools,Eastfield Nursery
708251,Total Energies Gas & Power Limited,9.61,R2101,Gas,16/08/2023,191178058,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,124.16,R2101,Gas,16/08/2023,191178057,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,9.61,R2101,Gas,16/08/2023,191178059,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,64.30,R2101,Gas,16/08/2023,191178054,Estates and Valuations,Industrial Premises ; Fordhouse Road
708251,Total Energies Gas & Power Limited,95.74,R2101,Gas,16/08/2023,191178055,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,87.92,R2101,Gas,16/08/2023,191178056,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,9.61,R2101,Gas,16/08/2023,191178060,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,9.61,R2101,Gas,16/08/2023,191178061,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,73.47,R2101,Gas,16/08/2023,191178062,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,35.03,R2101,Gas,16/08/2023,191178063,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,70.06,R2101,Gas,16/08/2023,191178064,Schools,Christ Church (Church of England) Junior School
708251,Total Energies Gas & Power Limited,109.29,R2101,Gas,16/08/2023,191178065,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,150.12,R2101,Gas,16/08/2023,191178066,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,50.84,R2101,Gas,16/08/2023,191178067,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,53.84,R2101,Gas,16/08/2023,191178068,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,79.05,R2101,Gas,16/08/2023,191178071,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,142.29,R2101,Gas,16/08/2023,191178072,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,98.27,R2101,Gas,16/08/2023,191178069,Estates and Valuations,Industrial Premises ; Fordhouse Road
708251,Total Energies Gas & Power Limited,239.14,R2101,Gas,16/08/2023,191178073,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,89.45,R2101,Gas,16/08/2023,191178074,Schools,St Michael's Church of England Primary School
708251,Total Energies Gas & Power Limited,107.66,R2101,Gas,16/08/2023,191178075,Schools,Ashmore Park Nursery
708251,Total Energies Gas & Power Limited,"6,283.54",R2101,Gas,16/08/2023,191178187,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"9,723.28",R2101,Gas,16/08/2023,191178188,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"11,367.70",R2101,Gas,16/08/2023,191178189,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"3,565.65",R2101,Gas,16/08/2023,191178190,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"1,065.50",R2101,Gas,16/08/2023,191178191,Schools,St Andrews Church of England Primary School
708251,Total Energies Gas & Power Limited,"1,336.45",R2101,Gas,16/08/2023,191178192,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,696.90,R2101,Gas,16/08/2023,191178193,Schools,Wood End Primary School
708251,Total Energies Gas & Power Limited,836.40,R2101,Gas,16/08/2023,191178194,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,739.30,R2101,Gas,16/08/2023,191178195,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"22,251.09",R2101,Gas,16/08/2023,191178196,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"3,752.79",R2101,Gas,16/08/2023,191178197,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"4,083.77",R2101,Gas,16/08/2023,191178198,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"2,295.93",R2101,Gas,16/08/2023,191178199,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"1,129.64",R2101,Gas,16/08/2023,191178200,Schools,Warstones Primary School
708251,Total Energies Gas & Power Limited,"1,964.38",R2101,Gas,16/08/2023,191178201,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,934.64,R2101,Gas,16/08/2023,191178202,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,403.02,R2101,Gas,16/08/2023,191178076,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,253.73,R2101,Gas,16/08/2023,191178077,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,156.67,R2101,Gas,16/08/2023,191178078,Schools,Wilkinson Primary School
708251,Total Energies Gas & Power Limited,57.04,R2101,Gas,16/08/2023,191178070,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,260.71,R2101,Gas,16/08/2023,191178079,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,72.23,R2101,Gas,16/08/2023,191178080,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,194.68,R2101,Gas,16/08/2023,191178081,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,355.94,R2101,Gas,16/08/2023,191178082,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,128.65,R2101,Gas,16/08/2023,191178083,Schools,St Michael's Church of England Primary School
708251,Total Energies Gas & Power Limited,81.43,R2101,Gas,16/08/2023,191178084,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,290.90,R2101,Gas,16/08/2023,191178085,Schools,Bushbury Hill Primary School
708251,Total Energies Gas & Power Limited,189.66,R2101,Gas,16/08/2023,191178086,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,352.51,R2101,Gas,16/08/2023,191178087,Schools,Westacre Infant School
708251,Total Energies Gas & Power Limited,98.43,R2101,Gas,16/08/2023,191178088,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,198.66,R2101,Gas,16/08/2023,191178089,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,40.61,R2101,Gas,16/08/2023,191178092,City Development,Southside
708251,Total Energies Gas & Power Limited,430.50,R2101,Gas,16/08/2023,191178093,Schools,Merridale Primary School
708251,Total Energies Gas & Power Limited,302.89,R2101,Gas,16/08/2023,191178090,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,182.65,R2101,Gas,16/08/2023,191178091,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"2,122.32",R2101,Gas,16/08/2023,191178203,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,657.24,R2101,Gas,16/08/2023,191178204,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,563.54,R2101,Gas,16/08/2023,191178205,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"2,105.31",R2101,Gas,16/08/2023,191178206,Schools,Dovecotes Primary School
708251,Total Energies Gas & Power Limited,"1,173.22",R2101,Gas,16/08/2023,191178209,Schools,Rakegate Primary School
708251,Total Energies Gas & Power Limited,"1,199.51",R2101,Gas,16/08/2023,191178211,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,830.58,R2101,Gas,16/08/2023,191178207,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"1,214.52",R2101,Gas,16/08/2023,191178208,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,910.62,R2101,Gas,16/08/2023,191178210,Schools,Long Knowle Primary School
708251,Total Energies Gas & Power Limited,323.26,R2101,Gas,16/08/2023,191178095,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,402.49,R2101,Gas,16/08/2023,191178094,Schools,Holy Trinity Catholic Primary School
708251,Total Energies Gas & Power Limited,345.01,R2101,Gas,16/08/2023,191178112,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,490.21,R2101,Gas,16/08/2023,191178113,Schools,Uplands Junior School
708251,Total Energies Gas & Power Limited,348.60,R2101,Gas,16/08/2023,191178115,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"1,706.61",R2101,Gas,16/08/2023,191178114,Schools,Colton Hills Community School
708251,Total Energies Gas & Power Limited,92.00,R2101,Gas,16/08/2023,191178116,Schools,St Luke's Church of England Aided Primary School
708251,Total Energies Gas & Power Limited,68.20,R2101,Gas,16/08/2023,191178117,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,25.20,R2101,Gas,16/08/2023,191178119,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,18.60,R2101,Gas,16/08/2023,191178118,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,55.80,R2101,Gas,16/08/2023,191178120,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"1,006.78",R2101,Gas,16/08/2023,191178121,Schools,Bilston Church of England Primary School
708251,Total Energies Gas & Power Limited,411.59,R2101,Gas,16/08/2023,191178123,Schools,St Andrews Church of England Primary School
708251,Total Energies Gas & Power Limited,447.19,R2101,Gas,16/08/2023,191178122,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,287.79,R2101,Gas,16/08/2023,191178124,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,408.58,R2101,Gas,16/08/2023,191178125,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,492.37,R2101,Gas,16/08/2023,191178127,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,499.77,R2101,Gas,16/08/2023,191178126,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,165.23,R2101,Gas,16/08/2023,191178096,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,230.24,R2101,Gas,16/08/2023,191178097,Schools,West Park Primary School
708251,Total Energies Gas & Power Limited,432.47,R2101,Gas,16/08/2023,191178099,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,424.47,R2101,Gas,16/08/2023,191178098,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,378.26,R2101,Gas,16/08/2023,191178100,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,265.84,R2101,Gas,16/08/2023,191178101,Schools,Bilston Church of England Primary School
708251,Total Energies Gas & Power Limited,"1,145.36",R2101,Gas,16/08/2023,191178103,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,477.07,R2101,Gas,16/08/2023,191178102,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,244.63,R2101,Gas,16/08/2023,191178104,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,269.21,R2101,Gas,16/08/2023,191178110,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"1,000.83",R2101,Gas,16/08/2023,191178111,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,354.64,R2101,Gas,16/08/2023,191178105,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,312.02,R2101,Gas,16/08/2023,191178107,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,489.05,R2101,Gas,16/08/2023,191178106,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,247.61,R2101,Gas,16/08/2023,191178108,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,"2,072.28",R2101,Gas,16/08/2023,191178109,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,464.17,R2101,Gas,16/08/2023,191178128,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,403.36,R2101,Gas,16/08/2023,191178129,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,665.32,R2101,Gas,16/08/2023,191178131,Schools,St Luke's Church of England Aided Primary School
708251,Total Energies Gas & Power Limited,99.39,R2101,Gas,16/08/2023,191178130,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,501.93,R2101,Gas,16/08/2023,191178132,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,412.34,R2101,Gas,16/08/2023,191178133,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,711.69,R2101,Gas,16/08/2023,191178135,Schools,Fallings Park Primary School
708251,Total Energies Gas & Power Limited,819.68,R2101,Gas,16/08/2023,191178134,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,452.73,R2101,Gas,16/08/2023,191178136,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,300.73,R2101,Gas,16/08/2023,191178137,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,215.54,R2101,Gas,16/08/2023,191178139,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,369.50,R2101,Gas,16/08/2023,191178138,Schools,Bilston Nursery
708251,Total Energies Gas & Power Limited,237.53,R2101,Gas,16/08/2023,191178140,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,391.28,R2101,Gas,16/08/2023,191178141,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,60.58,R2101,Gas,16/08/2023,191178143,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,469.45,R2101,Gas,16/08/2023,191178142,Schools,St Andrews Church of England Primary School
708251,Total Energies Gas & Power Limited,55.18,R2101,Gas,16/08/2023,191178144,Schools,Bushbury Nursery
708251,Total Energies Gas & Power Limited,327.08,R2101,Gas,16/08/2023,191178145,Schools,Wodensfield Primary School
708251,Total Energies Gas & Power Limited,498.98,R2101,Gas,16/08/2023,191178147,Schools,Uplands Junior School
708251,Total Energies Gas & Power Limited,55.56,R2101,Gas,16/08/2023,191178154,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,100.13,R2101,Gas,16/08/2023,191178153,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,104.16,R2101,Gas,16/08/2023,191178146,Schools,St Michael's Church of England Primary School
708251,Total Energies Gas & Power Limited,492.77,R2101,Gas,16/08/2023,191178148,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,21.39,R2101,Gas,16/08/2023,191178149,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,133.92,R2101,Gas,16/08/2023,191178151,Facilities Management,Management of Vacant Properties
708251,Total Energies Gas & Power Limited,358.60,R2101,Gas,16/08/2023,191178150,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,76.15,R2101,Gas,16/08/2023,191178152,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,15.86,R2100,Electricity,16/08/2023,191178219,Estates and Valuations,"Shops Worcester,Salop,Pitt, Cleveland"
708251,Total Energies Gas & Power Limited,36.53,R2100,Electricity,16/08/2023,191178220,Corporate Asset Management,Central Utilities to Recharge
708251,Total Energies Gas & Power Limited,47.35,R2100,Electricity,16/08/2023,191178222,Estates and Valuations,Industrial Premises ; Landport Road
708251,Total Energies Gas & Power Limited,21.27,R2100,Electricity,16/08/2023,191178221,Corporate Asset Management,Central Utilities to Recharge
