Organisation Name,Organisation Code,Unique Ref No ,Effective Date,Directorate where expenditure incurred, Supplier Name ,Payment Date,Net amount,Purpose of Spend,"Procurement Classification
(Higher Level)","Procurement Classification
(Lower Level)",CAPITAL / REVEUNE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-1,31.07.2023,RESOURCES AND TRANSFORMATION,11KBW,10/07/2023,"-16,214.17",6610-School Only Payments - Catering,THIRD PARTY PAYMENTS,INDEPENDENT UNIT WITHIN COUNCIL,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2,31.07.2023,RESOURCES AND TRANSFORMATION,11KBW,10/07/2023,"16,214.17",6610-School Only Payments - Catering,THIRD PARTY PAYMENTS,INDEPENDENT UNIT WITHIN COUNCIL,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-3,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,950.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-4,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,850.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-5,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,584.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-6,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,158.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,158.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-8,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,500.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-9,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,690.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-10,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,272.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-11,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,057.30",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-12,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,850.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-13,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,885.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-14,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,850.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-15,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,850.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-16,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"3,900.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-17,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,761.20",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-18,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,400.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-19,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,500.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-20,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,158.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-21,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,088.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-22,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,330.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-23,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,140.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-24,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,461.60",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-25,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,158.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-26,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,491.60",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-27,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,400.60",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-28,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,097.60",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-29,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,615.2,6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-30,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,158.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-31,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,158.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-32,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,158.40",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-33,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,520.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-34,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"2,554.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-35,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,"1,696.32",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-36,31.07.2023,CHILDRENS,247 CARS (WILLENHALL) LIMITED,17/07/2023,567.6,6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-37,31.07.2023,RESOURCES AND TRANSFORMATION,3 SPIRIT UK TRAINING & CONSULTANCY,31/07/2023,700,6625-Consultant Fees,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-38,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,756,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-39,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,328.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-40,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-41,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,432,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-42,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,630,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-43,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,360,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-44,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,378,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-45,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-46,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,"1,008.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-47,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,360,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-48,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-49,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-50,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,597,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-51,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,351,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-52,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,"1,386.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-53,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-54,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-55,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,378,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-56,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-57,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,504,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-58,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,864,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-59,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,651,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-60,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-61,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,262.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-62,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-63,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,819,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-64,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,630,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-65,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-66,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,576,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-67,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,603,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-68,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-69,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,864,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-70,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,360,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-71,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,774,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-72,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,756,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-73,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,328.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-74,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-75,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-76,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,597,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-77,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,666,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-78,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,"1,386.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-79,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,630,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-80,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-81,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-82,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-83,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,504,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-84,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,864,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-85,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,651,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-86,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-87,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,360,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-88,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,378,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-89,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-90,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,"1,008.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-91,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-92,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,262.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-93,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,630,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-94,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,819,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-95,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,378,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-96,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-97,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-98,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,04/07/2023,603,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-99,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-100,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,432,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-101,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,774,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
