FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
LIST,Blackpool Council,Michael Dyson Associates Limited,186634,1140513,1/03/2024,"16,779.00","2,796.50",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,11171,114051318663411171
LIST,Blackpool Council,Senate Mech Ltd,186663,1004234,5/03/2024,"1,010.11",168.35,Our Lady Of The Asumption General,10137,61013,Emergency,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED161,Our Lady Of The Assumption - 5,005729,1004234186663005729
LIST,Blackpool Council,Key Engineering Supplies Ltd,186707,1000771,4/03/2024,350.16,58.36,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,68153,100077118670768153
LIST,Blackpool Council,Key Engineering Supplies Ltd,186719,1000771,5/03/2024,369.88,61.65,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,68306,100077118671968306
LIST,Blackpool Council,Key Engineering Supplies Ltd,186733,1000771,12/03/2024,"1,150.46",191.74,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,68481,100077118673368481
LIST,Blackpool Council,Hachette Uk Distribution,186754,1003871,5/03/2024,"1,440.00",0.00,St John Vianney -General,10215,63008,Educational Equipment,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,9002563061,10038711867549002563061
LIST,Blackpool Council,Key Engineering Supplies Ltd,186771,1000771,15/03/2024,408.00,68.00,"Depot, Management & Admin",50102,63201,Clothing and Uniforms,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJHA1,"Depot, Management & Admin - 5",68608,100077118677168608
LIST,Blackpool Council,Viatec Uk Ltd,186817,1001621,4/03/2024,"1,248.00",208.00,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,1994292,10016211868171994292
LIST,Blackpool Council,Konica Minolta Business (Uk) Ltd,186820,1000277,11/03/2024,"1,808.68",301.45,Printing Costs,40113,63305,Photocopying Charges,Resources - 1,TRSTOT,FGBA,Specific (Directorate)-Service - 3,FGBAAA1,Specific (Directorate)-Service - 5,1168610016,10002771868201168610016
LIST,Blackpool Council,The Networking People,186821,1002170,11/03/2024,"5,230.03",871.67,Strategic Management& Admin,40101,63522,Landline - Call Charges,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,SI114715,1002170186821SI114715
LIST,Blackpool Council,Lifeline Language Services Ltd,186822,1001286,11/03/2024,331.20,55.20,Lac Financial Assistance,10544,65507,Personal,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,1123041,10012861868221123041
LIST,Blackpool Council,Bay Media Ltd,186871,1001731,5/03/2024,"1,116.00",186.00,Marketing Opportunities,50153,63401,General Services,Communication & Regeneration - 1,AMCPI,VB,Visit Blackpool/Marketing Co - 3,PRL1,Marketing - 5,10507,100173118687110507
LIST,Blackpool Council,Civica Uk Limited,186874,1001524,5/03/2024,"9,494.30","1,582.39",Treasury Management,60009,66102,Bank Charges,Budgets Outside Cash Limits - 1,BUDOCL,FH0001,Treasury Management - 3,FH00012,Treasury Management - 5,C/PY295497,1001524186874C/PY295497
LIST,Blackpool Council,Civica Uk Limited,186875,1001524,5/03/2024,"42,851.92","7,141.99",Treasury Management,60009,66102,Bank Charges,Budgets Outside Cash Limits - 1,BUDOCL,FH0001,Treasury Management - 3,FH00012,Treasury Management - 5,C/PY295498,1001524186875C/PY295498
LIST,Blackpool Council,TP EXTRUSIONS LTD,186876,1141723,8/03/2024,"1,884.00",314.00,Stock,50106,63511,Postages,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJBA1,Wages Overhead Account - 5,27331,114172318687627331
LIST,Blackpool Council,Generation (Uk) Ltd,186884,1000862,5/03/2024,"3,644.70",607.45,E.O.D. (Erection/Operation/Dis,50094,63006,Hire of Equipment,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJAA1,"Erection, Operation & Dismantl - 5",H3007160,1000862186884H3007160
LIST,Blackpool Council,Susan Hayward Consulting,186906,1005340,5/03/2024,"3,825.00",0.00,Advisory Service - General,10469,63413,Consultants,Children's Services - 1,CHISER,MNGMT,Central Management - 3,MNGMT2,Central Management - 5,025/BC,1005340186906025/BC
LIST,Blackpool Council,Angela Latham Psychology Services Ltd,186911,1004109,8/03/2024,"1,300.00",0.00,,,63401,General Services,Better Start Projects - 1,BSTPRJ,BSTPRJ2,Better Start Projects - 3,BSTPRJ4,Better Start Projects - 5,120642,1004109186911120642
LIST,Blackpool Council,DAVID SUDLOW DESIGNERS LIMITED,186919,1141529,15/03/2024,"2,880.00",480.00,,,47305,Professional Services,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,532,1141529186919532
LIST,Blackpool Council,Spencer Clarke Group,186940,1007543,7/03/2024,"2,940.00",490.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,SCGED51,1007543186940SCGED51
LIST,Blackpool Council,REDACTED PERSONAL DATA,187055,1004968,11/03/2024,951.43,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,654480,1004968187055654480
LIST,Blackpool Council,Dr Karen Shannon Associates,187234,1002686,8/03/2024,"3,300.00",550.00,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-4423,1002686187234INV-4423
LIST,Blackpool Council,NSPCC,187237,1139796,21/03/2024,"5,734.86",955.81,Start for Life Programme,10564,63401,General Services,Children's Services - 1,CHISER,EARHEL,Early Help - 3,EARHEL2,Early Help - 5,SINMN-160883,1139796187237SINMN-160883
LIST,Blackpool Council,Key Engineering Supplies Ltd,187243,1000771,15/03/2024,331.20,55.20,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,68607,100077118724368607
LIST,Blackpool Council,Wyre Scaffolding Ltd,187264,1004403,5/03/2024,"2,382.00",397.00,Municipal Buildings,40060,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,DUP,Dual Use Propeties - 3,BDMB,Buildings -Municipal Buildings - 5,2648,10044031872642648
LIST,Blackpool Council,H Jenkinson & Co Ltd,187268,1000077,18/03/2024,"3,220.75",536.79,Bickerstaffe,40062,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,DUP,Dual Use Propeties - 3,BDBH,Buildings - Bickerstaffe House - 5,SINV00972004,1000077187268SINV00972004
LIST,Blackpool Council,The Helping Hand Company Ltd,187436,1000076,13/03/2024,300.00,50.00,,,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,CD970086821,1000076187436CD970086821
LIST,Blackpool Council,Stannah Lift Services Ltd,187438,1000811,5/03/2024,360.00,60.00,Csdp,20443,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,1085637113,10008111874381085637113
LIST,Blackpool Council,Technical & Electrical Services Ltd,187442,1000536,27/03/2024,762.59,127.10,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,CAP: 2304,1000536187442CAP: 2304
LIST,Blackpool Council,Stannah Lift Services Ltd,187446,1000811,5/03/2024,"1,061.00",0.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,1085637081,10008111874461085637081
LIST,Blackpool Council,The Networking People,187471,1002170,15/03/2024,"13,346.75","2,224.46",Network & Security Team,40102,63527,Communication Lines,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,SI114733,1002170187471SI114733
LIST,Blackpool Council,Key Engineering Supplies Ltd,187481,1000771,4/03/2024,627.62,104.60,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,68150,100077118748168150
LIST,Blackpool Council,REDACTED PERSONAL DATA,187556,1141898,13/03/2024,"5,700.00",0.00,,,60981,Professional Fees,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,00012024,114189818755600012024
LIST,Blackpool Council,Linda Clegg Consulting Ltd,187564,1003526,5/03/2024,"3,600.00",600.00,General Overheads,10491,63401,General Services,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,055,1003526187564055
LIST,Blackpool Council,Tec Quality Ltd,187573,1003404,12/03/2024,"2,568.00",428.00,Vitaline Services,20019,64501,Private Contractors,Adult Services - 1,ADULTS,APFBAB,Vitaline - 3,APFBAB2,Vitaline - 5,1023,10034041875731023
LIST,Blackpool Council,Acorn Care & Education Ltd,187623,1000402,13/03/2024,"9,899.52",0.00,Out of Borough - Behaviour Education,10438,64403,Special Needs - Children,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,121060,1000402187623121060
LIST,Blackpool Council,Cornerstone Design And Marketing Limited,187626,1005360,5/03/2024,"3,000.00",500.00,Leisure Management Staffing,30016,63401,General Services,Community & Env Services - 1,BPLSER,LESR,Leisure - 3,LEISUR1,Leisure Managem - 5,13621,100536018762613621
LIST,Blackpool Council,Technical & Electrical Services Ltd,187631,1000536,27/03/2024,762.59,127.10,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,CAP: 2303,1000536187631CAP: 2303
LIST,Blackpool Council,Data TV Ltd,187642,1141687,15/03/2024,"2,550.00",425.00,Members,61005,60911,Training Expenses,Governance & Partnerships - 1,DEMTOT,BCA,Corp And Member Services - 3,BCA2,Corp And Member Services - 5,1691,11416871876421691
LIST,Blackpool Council,Apt Training & Consultancy Ltd,187652,1001564,12/03/2024,522.00,87.00,Adolescent Service,10550,60911,Training Expenses,Children's Services - 1,CHISER,ADOLE,Adolescent Services - 3,ADOLE2,Adolescent Services - 5,19072,100156418765219072
LIST,Blackpool Council,Bethell Construction Limited,187656,1000540,5/03/2024,"16,214.94","2,702.49",Core Footway-Day To Day,30201,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,19598,100054018765619598
LIST,Blackpool Council,Medequip Assistive Technology Limited,187666,1003318,5/03/2024,"16,633.40","2,772.23",,,63006,Hire of Equipment,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,54077,100331818766654077
LIST,Blackpool Council,Curve Learning And Development Ltd,187680,1002411,15/03/2024,439.20,73.20,Adults Training,20032,60911,Training Expenses,Adult Services - 1,ADULTS,ADULTTR,Adults Training - 3,ADULTTR2,Adults Training - 5,21104,100241118768021104
LIST,Blackpool Council,Facultatieve Technologies Ltd,187692,1000883,13/03/2024,"21,060.85","3,510.14",Carleton Crematorium Services,61064,62002,Repairs and Maintenance,Governance & Partnerships - 1,DEMTOT,LIFEVE1,Life Events Reg & Care - 3,LIFEVE3,Life Events Reg & Care - 5,24100801,100088318769224100801
LIST,Blackpool Council,SISU SERVICES LTD,187703,1141203,1/03/2024,"25,113.34",0.00,Mother And Baby Unit,10546,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,1208 N,11412031877031208 N
LIST,Blackpool Council,Coordination Group Publications,187707,1000411,5/03/2024,291.00,0.00,Pru Supplies And Services,10449,63401,General Services,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,3880777,10004111877073880777
LIST,Blackpool Council,BEAR CARE SERVICES LTD,187710,1139908,12/03/2024,"10,360.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-1910,1139908187710INV-1910
LIST,Blackpool Council,PARTNERS IN CARE LTD,187712,1141729,4/03/2024,"30,532.86",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,3814,11417291877123814
LIST,Blackpool Council,Aspireone Care Ltd,187718,1140127,5/03/2024,"17,337.65",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,AOC TW310224,1140127187718AOC TW310224
LIST,Blackpool Council,Appletree Treatment Centre Ltd,187719,1000482,5/03/2024,"20,474.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,3327,10004821877193327
LIST,Blackpool Council,Hmg Paints Ltd,187869,1000626,13/03/2024,348.36,58.06,Stock,50106,63511,Postages,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJBA1,Wages Overhead Account - 5,5174859,10006261878695174859
LIST,Blackpool Council,Turnock Ltd,187873,1000061,15/03/2024,"2,664.00",444.00,Stock,50106,63041,Other Materials,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJBA1,Wages Overhead Account - 5,53539,100006118787353539
LIST,Blackpool Council,Place North West,187887,1003441,13/03/2024,"1,500.00",250.00,,,63315,Marketing,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,MPB1,Edc - Economic Dev Company - 5,6035,10034411878876035
LIST,Blackpool Council,L & R Roadlines Ltd,187898,1000505,5/03/2024,"2,827.74",471.29,Line Marking And Other Works,30202,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,74531,100050518789874531
LIST,Blackpool Council,L & R Roadlines Ltd,187900,1000505,5/03/2024,"1,472.04",245.34,,,64501,Private Contractors,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,SCHEME1,Highways Scheme - 5,74532,100050518790074532
LIST,Blackpool Council,P N Grundy Ltd,187902,1001597,13/03/2024,300.00,0.00,Corporate Training,64004,60911,Training Expenses,Chief Executive - 1,CEXTOT,OWD,Organisation & Workforce Dev - 3,OWD2,Organisation & Workforce Dev - 5,843,1001597187902843
LIST,Blackpool Council,Asdan Limited,187959,1000477,13/03/2024,817.45,0.00,Woodlands HT,10364,63404,Exam Fees & Expenses - Schools,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED531,Woodlands - 5,SIN32950,1000477187959SIN32950
LIST,Blackpool Council,REDACTED PERSONAL DATA,187961,1006661,5/03/2024,417.00,0.00,Woodlands HT,10364,63303,Games and Visits,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED531,Woodlands - 5,REDACTED PERSONAL DATA,1006661187961ANDREW HILL 260124
LIST,Blackpool Council,Konica Minolta Business (Uk) Ltd,188002,1000277,19/03/2024,885.11,147.52,Printing Costs,40113,63305,Photocopying Charges,Resources - 1,TRSTOT,FGBA,Specific (Directorate)-Service - 3,FGBAAA1,Specific (Directorate)-Service - 5,1168699439,10002771880021168699439
LIST,Blackpool Council,Askews And Holts Library Services Ltd,188003,1000479,19/03/2024,"2,160.00",360.00,Bibliography,50007,63304,Books and Periodicals,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,0000018365,10004791880030000018365
LIST,Blackpool Council,The Helping Hand Company Ltd,188029,1000076,15/03/2024,"6,674.40","1,112.40",Sen Central Team,10430,65401,Aids To Daily Living,Children's Services - 1,CHISER,JCAA,Cwan - Management & Admin - 3,JCAA2,Cwan - Management & Admin - 5,CD970087145,1000076188029CD970087145
LIST,Blackpool Council,Tts Group Ltd,188053,1000084,12/03/2024,719.86,119.98,Highfurlong -Pupil Premium,10344,63008,Educational Equipment,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED511,Highfurlong - 5,DE7384750,1000084188053DE7384750
LIST,Blackpool Council,Tts Group Ltd,188059,1000084,13/03/2024,542.59,90.43,Highfurlong -Think & Explore,10349,63008,Educational Equipment,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED511,Highfurlong - 5,DE7384469,1000084188059DE7384469
LIST,Blackpool Council,Tts Group Ltd,188083,1000084,13/03/2024,529.10,88.18,Highfurlong -Early Years Unit,10347,63008,Educational Equipment,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED511,Highfurlong - 5,DE7384505,1000084188083DE7384505
LIST,Blackpool Council,Inclusive Technology Ltd,188087,1000306,11/03/2024,437.40,72.90,Highfurlong -Pupil Premium,10344,63008,Educational Equipment,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED511,Highfurlong - 5,218758,1000306188087218758
LIST,Blackpool Council,Dawn Frith T/A Coordinated Kids,188093,1003094,13/03/2024,450.00,0.00,Highfurlong -Pupil Premium,10344,63412,Therapeutic Work,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED511,Highfurlong - 5,566,1003094188093566
LIST,Blackpool Council,North Liverpool Construction Ltd (Fac067),188098,1003477,19/03/2024,"2,388.38",398.06,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130776,1003477188098130776
LIST,Blackpool Council,Knight Air Products Limited,188104,1000275,12/03/2024,"2,291.04",381.84,Highfurlong - General,10363,61601,Consumable Supplies,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED511,Highfurlong - 5,328581,1000275188104328581
LIST,Blackpool Council,North Liverpool Construction Ltd (Fac067),188112,1003477,19/03/2024,"2,600.59",433.43,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130781,1003477188112130781
LIST,Blackpool Council,North Liverpool Construction Ltd (Fac067),188114,1003477,19/03/2024,"2,006.78",334.46,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130780,1003477188114130780
LIST,Blackpool Council,North Liverpool Construction Ltd (Fac067),188126,1003477,14/03/2024,"2,875.20",479.20,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,130762,1003477188126130762
LIST,Blackpool Council,Travis Perkins Trading Company Limited,188143,1000056,19/03/2024,"1,453.51",242.24,Balance Sheet,90000,61065,VAT ADJUSTMENT,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,6938 AAF073,10000561881436938 AAF073
LIST,Blackpool Council,Focus Consultants 2010 Llp,188149,1005149,1/03/2024,"3,878.40",646.40,,,66443,Equipment Other,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,017061,1005149188149017061
LIST,Blackpool Council,Veritas Education (Preston) Limited,188152,1003038,1/03/2024,702.00,117.00,Moor Park -General,10302,60794,Supply Teaching,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED361,Moor Park - 5,101437,1003038188152101437
LIST,Blackpool Council,Veritas Education (Preston) Limited,188153,1003038,1/03/2024,421.20,70.20,Moor Park -General,10302,60794,Supply Teaching,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED361,Moor Park - 5,101439,1003038188153101439
LIST,Blackpool Council,Civica Uk Limited,188155,1001524,19/03/2024,"15,392.00","2,565.33",Housing Needs / Allocation,70017,63801,Other Expenses,Non-Repairs - 1,HRASEC,HEA,Housing Needs / Allocation - 3,HEA2,Housing Needs / Allocation - 5,C/HG296698,1001524188155C/HG296698
LIST,Blackpool Council,Michael Dyson Associates Limited,188164,1140513,14/03/2024,"31,161.00","5,193.50",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,11266,114051318816411266
LIST,Blackpool Council,Shaw & Sons Ltd,188166,1000125,19/03/2024,"2,172.00",362.00,Pcc Elections,61057,62001,Purchases,Governance & Partnerships - 1,DEMTOT,BG,Electoral Services - 3,BG2,Electoral Services - 5,0000292824,10001251881660000292824
LIST,Blackpool Council,Acorn Care & Education Ltd,188193,1000402,13/03/2024,"4,028.88",0.00,Out of Borough - Behaviour Education,10438,64403,Special Needs - Children,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,121059,1000402188193121059
LIST,Blackpool Council,Elygra Limited,188208,1000652,8/03/2024,"4,806.00",801.00,Catering Management,30073,63301,Printing,Community & Env Services - 1,BPLSER,CATERG,Catering Services - 3,CATOTH1,Other Catering - 5,17339,100065218820817339
LIST,Blackpool Council,Bethell Construction Limited,188231,1000540,5/03/2024,"1,694.84",282.47,Core Carriageway,30200,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,19591,100054018823119591
LIST,Blackpool Council,Bethell Construction Limited,188234,1000540,5/03/2024,"2,568.29",428.05,Core Carriageway,30200,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,19593,100054018823419593
LIST,Blackpool Council,Bethell Construction Limited,188235,1000540,5/03/2024,"1,469.16",244.86,Core Carriageway,30200,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,19594,100054018823519594
LIST,Blackpool Council,Bethell Construction Limited,188237,1000540,5/03/2024,"1,812.42",302.07,Core Carriageway,30200,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,19596,100054018823719596
LIST,Blackpool Council,Bethell Construction Limited,188240,1000540,5/03/2024,"5,762.26",960.38,Core Carriageway,30200,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,19597,100054018824019597
LIST,Blackpool Council,Social Value Engine Ltd,188242,1007737,19/03/2024,"3,000.00",500.00,Business Services Team,40071,63711,Subscriptions,Resources - 1,TRSTOT,BST,Business Services Team - 3,BST2,Business Services Team - 5,2024-15,10077371882422024-15
LIST,Blackpool Council,Insight Direct (Uk) Ltd,188246,1001148,18/03/2024,338.04,56.34,Strategic Management& Admin,40101,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,2100829332,10011481882462100829332
LIST,Blackpool Council,Squire Patton Boggs (Uk) Llp,188252,1001775,6/03/2024,"9,566.40","1,594.40",,,63413,Consultants,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,TRAMWAY,Tramway - 5,2750461,10017751882522750461
LIST,Blackpool Council,Randstad Solutions Ltd,188253,1007189,1/03/2024,662.40,110.40,Sen Central Team,10430,64403,Special Needs - Children,Children's Services - 1,CHISER,JCAA,Cwan - Management & Admin - 3,JCAA2,Cwan - Management & Admin - 5,30465484,100718918825330465484
LIST,Blackpool Council,ORIGINALS INTERNATIONAL LTD,188254,1141781,12/03/2024,"1,132.22",188.70,,,47391,Vatable Hire Of Rooms,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,30499,114178118825430499
LIST,Blackpool Council,Wilde Recruitment Ltd,188258,1001272,14/03/2024,552.38,92.06,,,66504,Agency Staff,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,TRAMWAY,Tramway - 5,44160,100127218825844160
LIST,Blackpool Council,Sporting Nrg Ltd,188261,1004381,6/03/2024,"1,850.00",0.00,Pru Supplies And Services,10449,64501,Private Contractors,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,SI-7186,1004381188261SI-7186
LIST,Blackpool Council,Whistlejacket London Limited,188262,1004293,12/03/2024,"2,740.51",456.75,,,63315,Marketing,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,MPB1,Edc - Economic Dev Company - 5,INV-1130,1004293188262INV-1130
LIST,Blackpool Council,Baltimore Consulting Ltd (Contract),188263,1003771,1/03/2024,"2,881.50",480.25,Service Manager Secondarymh/Ld,20053,60791,Agency Staff,Adult Services - 1,ADULTS,ADMHLD,Mh And Ld - 3,AMH1,Mental Health - 5,44836,100377118826344836
LIST,Blackpool Council,Tts Group Ltd,188281,1000084,15/03/2024,353.96,58.99,Highfurlong -Pupil Premium,10344,63008,Educational Equipment,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED511,Highfurlong - 5,DE7387154,1000084188281DE7387154
LIST,Blackpool Council,Fox Fire Security Limited,188327,1002168,11/03/2024,378.00,63.00,The Foyer - Singleton Court,40006,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,AEB,Buildings - 3,BDAAAA,Buildings - Operational - 5,INV 4267,1002168188327INV 4267
LIST,Blackpool Council,Fox Fire Security Limited,188328,1002168,11/03/2024,403.20,67.20,Sure Start Grange Park,40043,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,AEB,Buildings - 3,BDCH,Buildings -Childrens - 5,INV 4268,1002168188328INV 4268
LIST,Blackpool Council,Automatic Alarms Ltd,188335,1000535,8/03/2024,580.79,96.80,Boundary Primary - General,10082,61064,Delegated Maintenance,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED071,Boundary Park Community - 5,INV21098,1000535188335INV21098
LIST,Blackpool Council,Automatic Alarms Ltd,188337,1000535,8/03/2024,"6,379.63","1,063.27",Town Hall,40062,61171,Service Contracts,Resources - 1,TRSTOT,DUP,Schools - Delegated - 3,ED371,Stanley Primary School - 5,INV21106,1000535188337INV21106
LIST,Blackpool Council,Automatic Alarms Ltd,188338,1000535,8/03/2024,"1,074.00",179.00,Stanley -General,40051,61171,Service Contracts,Resources - 1,TRSTOT,MUSIC,Schools - Delegated - 3,MUSIC2,Stanley Primary School - 5,INV21107,1000535188338INV21107
LIST,Blackpool Council,Teach Rex Ltd,188341,1142098,22/03/2024,"1,170.00",195.00,Boundary -Science,10059,63303,Games and Visits,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED071,Boundary Park Community - 5,INV-0339,1142098188341INV-0339
