Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,22/08/2023,2200339650,"£4,564.80",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,22/08/2023,2200339652,"£6,201.90",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,22/08/2023,2200339653,"£8,827.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,22/08/2023,2200339656,"£15,879.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,22/08/2023,2200339659,"£8,184.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,22/08/2023,2200339664,"£6,438.50",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,22/08/2023,2200339665,"£6,934.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,24/08/2023,2200340063,"£22,201.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,31/08/2023,2200340826,"£6,934.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,31/08/2023,2200340827,"£6,438.50",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,31/08/2023,2200340830,"£8,827.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,31/08/2023,2200340833,£550.00,,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,07/09/2023,2200342265,"£6,934.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,07/09/2023,2200342267,"£6,438.50",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,07/09/2023,2200342268,"£8,184.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,07/09/2023,2200342270,"£8,827.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,14/09/2023,2200343833,"£2,500.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,21/09/2023,2200345235,£750.00,,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,22/09/2023,2200345485,"£8,251.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,26/09/2023,2200346171,£507.20,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,26/09/2023,2200346172,£689.10,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,26/09/2023,2200346173,£507.20,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,26/09/2023,2200346176,"£6,891.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,26/09/2023,2200346177,"£6,891.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,26/09/2023,2200346178,"£4,564.80",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,26/09/2023,2200346179,"£4,564.80",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,DPJ Sprinklers Limited,1308421,,,,26/09/2023,2200346180,"£6,201.90",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,04/07/2023,2200329740,"£38,995.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,14/07/2023,2200332362,"£10,659.59",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,14/07/2023,2200332368,"£5,141.14",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,14/07/2023,2200332369,"£5,582.30",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,21/07/2023,2200333540,"£3,213.21",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,01/08/2023,2200335398,"£12,250.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,03/08/2023,2200336076,"£1,283.10",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,03/08/2023,2200336239,"£6,501.77",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,03/08/2023,2200336240,"£6,387.11",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,03/08/2023,2200336241,"£5,468.74",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,03/08/2023,2200336242,"£10,374.55",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,03/08/2023,2200336243,"£10,177.99",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,03/08/2023,2200336247,"£5,319.17",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,20/09/2023,2200344880,£687.96,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,26/09/2023,2200346182,"£18,260.97",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,27/09/2023,2200346437,"£1,862.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,28/09/2023,2200346684,"£4,002.18",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,29/09/2023,2200346935,"£1,678.95",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,29/09/2023,2200346936,"£4,022.93",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,29/09/2023,2200346937,"£2,725.63",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,29/09/2023,2200346941,"£1,086.54",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,29/09/2023,2200346942,"£1,086.54",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,29/09/2023,2200346944,"£7,569.20",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Decontaminate UK Limited,1280985,,,,29/09/2023,2200346945,"£1,830.19",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Delva Patman Redler LLP,1271465,,,,19/09/2023,2200344624,"£4,500.00",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,03/07/2023,2200329380,£695.00,,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,04/07/2023,2200329686,£679.12,,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,04/07/2023,2200329721,"£2,384.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,04/07/2023,2200329729,"£8,580.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,04/07/2023,2200329851,£563.22,,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,05/07/2023,2200330167,£500.00,,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,28/07/2023,2200334881,"£1,149.99",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,28/07/2023,2200334885,£733.32,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,28/07/2023,2200334907,£520.83,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,28/07/2023,2200334910,"£2,300.01",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,31/07/2023,2200335296,"£5,368.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,01/08/2023,2200335366,£903.47,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,02/08/2023,2200335966,"£2,394.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,04/08/2023,2200336425,"£10,560.58",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,04/08/2023,2200336426,"£5,655.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,07/08/2023,2200336801,£695.00,,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,18/08/2023,2200339128,£995.00,,Design Consultant,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,04/09/2023,2200341639,"£2,394.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Derisk (UK) Limited ,1233980,,,,13/09/2023,2200343554,£695.00,,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Disruptive Innovators Network Ltd,1310385,,,,17/08/2023,2200338910,£795.00,,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Doorway Maintenance Co ,1231196,,,,01/07/2023,2200329227,"£26,005.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Doorway Maintenance Co ,1231196,,,,05/07/2023,2200330185,£985.00,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Doorway Maintenance Co ,1231196,,,,20/09/2023,2200344898,"£41,053.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Driver Consult Limited,1307145,,,,04/08/2023,2200336388,"£25,395.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Driver Consult Limited,1307145,,,,04/08/2023,2200336402,"£8,976.25",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ECD Architects Ltd,1234067,,,,15/08/2023,2200338456,"£2,000.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ECD Architects Ltd,1234067,,,,29/08/2023,2200340487,"£2,000.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ECD Architects Ltd,1234067,,,,01/09/2023,2200341171,"£7,341.23",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ECD Architects Ltd,1234067,,,,15/09/2023,2200343952,"£3,000.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ETEC Contract Services Ltd,1298114,,,,10/07/2023,2200331046,"£38,086.71",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ecolution Group Limited,1305294,,,,11/07/2023,2200331557,"£3,500.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ecolution Group Limited,1305294,,,,08/08/2023,2200337312,"£15,118.01",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ecolution Group Limited,1305294,,,,08/08/2023,2200337323,"£13,311.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ecolution Group Limited,1305294,,,,11/08/2023,2200338006,"£7,659.50",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ecolution Group Limited,1305294,,,,15/08/2023,2200338356,"£46,043.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ecolution Group Limited,1305294,,,,21/08/2023,2200339465,"£7,659.50",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ecolution Group Limited,1305294,,,,13/09/2023,2200343327,"£8,250.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ecolution Group Limited,1305294,,,,14/09/2023,2200343835,"£11,222.00",,Electrical & Mechanical Engineers,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Electroplan Contracting Limited,1308330,,,,06/08/2023,2200336703,"£71,003.55",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,18/07/2023,2200332817,"£8,070.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,18/07/2023,2200332831,"£3,790.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,21/07/2023,2200333508,"£7,560.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,25/08/2023,2200340254,"£7,170.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,18/09/2023,2200344277,"£6,830.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,19/09/2023,2200344547,"£6,725.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,20/09/2023,2200344891,"£7,325.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,25/09/2023,2200345809,"£3,790.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,25/09/2023,2200345814,"£3,990.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Emisphere Ltd ,1231200,,,,25/09/2023,2200345904,"£7,770.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Evans Jones Limited,1309190,,,,27/07/2023,2200334639,"£7,190.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,03/07/2023,2200329418,"£100,000.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,05/07/2023,2200330132,"£353,932.26",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,11/07/2023,2200331345,"£8,334.82",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,24/07/2023,2200333866,"£26,710.97",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,26/07/2023,2200334438,"£1,990.95",,Other capital equipment,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,04/08/2023,2200336345,"£421,930.75",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,31/08/2023,2200340900,"£3,958.43",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,01/09/2023,2200341150,"£40,000.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,01/09/2023,2200341233,"£18,148.80",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,04/09/2023,2200341460,£526.49,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,06/09/2023,2200341937,"£382,471.98",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,06/09/2023,2200342108,"£9,330.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,06/09/2023,2200342109,"£90,100.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,06/09/2023,2200342110,"£40,000.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,18/09/2023,2200344443,"£6,030.25",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,20/09/2023,2200344973,"£2,377.72",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,22/09/2023,2200345515,"£25,000.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,26/09/2023,2200346037,"£80,600.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,F.M Conway Ltd ,1231208,,,,26/09/2023,2200346144,"£1,829.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,FDS Consult (UK) Limited,1295342,,,,18/09/2023,2200344377,£850.00,,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Falck Fire Services UK LTD,1277465,,,,11/07/2023,2200331636,"£5,100.00",,Design Consultant,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Falck Fire Services UK LTD,1277465,,,,07/08/2023,2200337046,"£3,075.00",,Design Consultant,,,,,,No
