Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Business Improvement,,MICWINDSHIELDS.COM,0,,,,10/06/2024,9830849270,157.94,,Purchase of IT Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,COSTA COFFEE 43011470,0,,,,10/06/2024,9830849740,8.4,,Section 17 : Other,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,FEZ MANGAL,,,,,10/06/2024,9830849468,43.2,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,No Recourse To Public Funds & Commission,,SLIM CHICKENS CAMBRIDG,0,,,,10/06/2024,9830849254,27.4,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Euroflorist UK Ltd,0,,,,10/06/2024,9830849402,31.98,,Other employee expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,SAINSBURYS S/MKTS,0,,,,10/06/2024,9830849798,22,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Substance Misuse/Offender Hlth Commissng,Substance Misuse/Offender Hlth Commissng,,LONDON WILDLIFE CAMLEY,0,,,,10/06/2024,9830849820,8.6,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,SOLOPRESS.COM V/TERMIN,0,,,,10/06/2024,9830849610,120.21,,Printing,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,STARBUCKS,0,,,,10/06/2024,9830849476,10.37,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Human Resources,HR Strategy and OD,,EVERYTHING BRANDED,0,,,,10/06/2024,9830849604,295,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,AMAZON  206-8233385-87,0,,,,10/06/2024,9830849286,16.65,,Stationery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Youth Offending Service,,AROMA BUFFET LONDON,0,,,,10/06/2024,9830849428,7.5,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER  TRIP,,,,,10/06/2024,9830849536,10.89,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SAINSBURYS S/MKTS,0,,,,10/06/2024,9830849758,17.25,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,TRAINLINE,0,,,,10/06/2024,9830849888,32.22,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,STARBUCKS,0,,,,10/06/2024,9830849838,11.25,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Clinical Practice,,PARTNERSHIPPROJECTS,0,,,,10/06/2024,9830849688,262.5,,Training related expenditure,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Conference & Events,,SP DISABILITYRIGHTUK,0,,,,10/06/2024,9830849720,5,,"Books, DVDs and CDs",,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,WASABI VICTORIA ST,0,,,,10/06/2024,9830849636,17.67,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Clinical Practice,,PARTNERSHIPPROJECTS,0,,,,10/06/2024,9830849678,262.5,,Training related expenditure,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,ZARA LONDON VICTORIA,0,,,,10/06/2024,9830849626,193.95,,Clothing and Uniforms,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAINLINE,0,,,,10/06/2024,9830849732,6.09,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,MAKAN CAFE,0,,,,10/06/2024,9830849774,23,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,SNAKES AND LADDERS,0,,,,10/06/2024,9830849220,145.25,,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,No Recourse To Public Funds & Commission,,Scribbler Kensington,0,,,,10/06/2024,9830849244,4.99,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,HANWELL LOCAL UXBRIDGE,0,,,,10/06/2024,9830849450,4,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,AMBER MOVES,0,,,,10/06/2024,9830849854,528,,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BKG HOTEL AT BOOKING.C,,,,,10/06/2024,9830849902,"2,095.25",,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,SAINSBURYS S/MKTS,0,,,,10/06/2024,9830849696,14.29,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Business Improvement,,GOOGLE  YouTubePremium,0,,,,10/06/2024,9830849274,12.99,,Purchase of IT Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,AMAZON  204-3540516-26,0,,,,10/06/2024,9830849552,13.2,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,LAC Leaving Care,,CO-OP GROUP 350002,0,,,,10/06/2024,9830849524,1.37,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,HMCTSLONDONCSE077,0,,,,10/06/2024,9830849544,89,,Payment to Government Departments,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,TESCO STORES 4393,0,,,,10/06/2024,9830849784,12.15,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,PAYBYPHONE RE RBKC,0,,,,10/06/2024,9830849326,7.67,,Parking and congestion charges,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Env & Comm Exec Directorate & Support,E&C Business Improvement,,MARKS&SPENCER PLC,0,,,,10/06/2024,9830849594,30,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,TESCO STORES,0,,,,10/06/2024,9830849392,32.99,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,LBHF PARK RINGO,0,,,,10/06/2024,9830849334,20.2,,Parking and congestion charges,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Trainline,0,,,,10/06/2024,9830849438,51.71,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,AMAZON  204-7123060-45,0,,,,10/06/2024,9830849314,10.78,,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,SAINSBURYS.CO.UK,0,,,,10/06/2024,9830849572,53.98,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,FACEBK  698F36QSP2,0,,,,10/06/2024,9830849338,17,,"Publicity, Promotions and Advertisement",,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,TESCO STORES 6109,0,,,,10/06/2024,9830849418,111.82,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    EATS,0,,,,09/06/2024,9830849812,12.1,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,TESCO STORES 6109,0,,,,10/06/2024,9822280796,57.2,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,AMZNMktplace HV0LY1CS4,0,,,,09/06/2024,9822281304,50.9,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,ZOOM.US 888-799-9666,0,,,,09/06/2024,9822281544,105.23,,IT Software,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,BOLT.EU/O/2406091643,0,,,,09/06/2024,9822281514,10.3,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,AMAZON  204-4128427-62,,,,,09/06/2024,9822280752,234.99,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,TESCO STORES 3470,0,,,,09/06/2024,9822280790,13,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,AMAZON  204-1004438-70,0,,,,09/06/2024,9822280606,27.48,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,AMZNMktplace HJ3OT8YL4,0,,,,09/06/2024,9822281292,37.1,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,AMAZON  204-4085057-32,0,,,,09/06/2024,9822280834,70.75,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,AMZNMktplace HJ3MX0Y64,0,,,,09/06/2024,9822281286,14.11,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,AMZNMktplace HJ6BH3YU4,0,,,,09/06/2024,9822281298,18.56,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,AMZNMktplace HJ2FW0YU4,0,,,,09/06/2024,9822281278,20.01,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Business Improvement,,InDesign,0,,,,09/06/2024,9822280654,27.48,,Purchase of IT Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,AMAZON  204-1233862-12,0,,,,09/06/2024,9822280926,28.99,,Domestic Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,WWW.RIVERFORD.CO.UK,0,,,,09/06/2024,9822280704,41,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,AMAZON  204-0641245-35,0,,,,09/06/2024,9822281476,22.38,,Purchase of IT Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,AMZNMktplace HJ0L92RX4,0,,,,09/06/2024,9822281270,13.66,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,09/06/2024,9822281366,1,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Env & Comm Exec Directorate & Support,E&C Business Improvement,,WWW.AMAZON  204-114883,0,,,,09/06/2024,9822281178,124.17,,Purchase of IT Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,08/06/2024,9822280988,15.21,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,AMAZON  204-1233862-12,0,,,,08/06/2024,9822280922,73.92,,Health and Safety Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,AMAZON  204-0567609-67,0,,,,08/06/2024,9822280916,42.7,,Health and Safety Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Place Planning and Access to Educ,,RANDOM.ORG,0,,,,08/06/2024,9822280732,39.05,,"Books, DVDs and CDs",,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,AMAZON  204-3548994-53,0,,,,08/06/2024,9822281140,9.16,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,AMAZON  204-3548994-53,0,,,,08/06/2024,9822281140,13.32,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,AMAZON  204-3548994-53,0,,,,08/06/2024,9822281140,23.32,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,AMAZON  204-3548994-53,0,,,,08/06/2024,9822281140,4.74,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,SHEETMUSICDIRECT.COM,0,,,,08/06/2024,9822280870,5.28,,"Educational Supplies, Stationery & Mater",,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Amazon Prime HJ8LY5KM4,,,,,08/06/2024,9822280746,7.49,,Marketing costs,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,WORLD OF GOLF LONDON,0,,,,08/06/2024,9822281128,36,,Day Activities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,WORLD OF GOLF LONDON,0,,,,08/06/2024,9822281122,27,,Day Activities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,IKEA LTD HAMMERSMITH,0,,,,08/06/2024,9822280952,31.46,,Furniture,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,AMZNMktplace HJ4ZV22C4,0,,,,08/06/2024,9822280824,60.81,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Sustainability,,SIXTY STORES LTD,0,,,,08/06/2024,9822280776,327,,Furniture,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,ICELAND,0,,,,08/06/2024,9822281254,3,,Day Activities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,SAINSBURYS S/MKTS,0,,,,08/06/2024,9822281262,11,,Day Activities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,eBay O 06-11673-58060,0,,,,08/06/2024,9822281342,5.73,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,eBay O 06-11673-58061,0,,,,08/06/2024,9822281350,3.99,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,TESCO SUBSCRIPTION,0,,,,08/06/2024,9822280944,47.94,,Marketing costs,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,GETT,0,,,,07/06/2024,9822281492,19.19,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Integrated Commissioning,Head of Provider Services,,ZOOM.US 888-799-9666,0,,,,07/06/2024,9822281242,11.88,,Telephone : Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Health Partnership,Head of Service CIS,,MCDONALDS 1519,,,,,07/06/2024,9822280904,5.76,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Audit, Risk, Fraud and Insurance",Insurance,,TRAINLINE,0,,,,07/06/2024,9822281192,75.89,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAVELODG TRAVELODGE G,0,,,,07/06/2024,9822281554,290.66,,Hire of Accommodation and Facilities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,VOUCHER EXPRESS,0,,,,07/06/2024,9822281450,30,,Other employee expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,WWW.WESTMINSTER.GOV.UK,0,,,,07/06/2024,9822281012,15.5,,Payment to Government Departments,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,WAITROSE 173,0,,,,07/06/2024,9822280662,25,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,Amazon Prime HJ77B86E4,0,,,,07/06/2024,9822280860,7.49,,Postage and Delivery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,MORPLAN.COM,0,,,,07/06/2024,9822281072,113.98,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,WWW.RBKC.GOV.UK,0,,,,07/06/2024,9822281008,25,,Payment to Government Departments,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,WWW.AMAZON  204-869326,0,,,,07/06/2024,9822281068,35.47,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,Leto Caffe,0,,,,07/06/2024,9822280594,7.42,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Community Safety,,SAINSBURYS S/MKTS,0,,,,07/06/2024,9822281000,2.79,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,COCO DI MAMA LIMITED,0,,,,07/06/2024,9822281524,9.7,,Staff Non:Travel Subsistence,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,LUL TICKET MACHINE,0,,,,07/06/2024,9822281324,8.33,,Non:Staff Subsistence and Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,WWW.RBKC.GOV.UK,0,,,,07/06/2024,9822281136,144,,Parking Permit,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,ROYAL MAIL GROUP LTD,0,,,,07/06/2024,9822281060,2.99,,Postage and Delivery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,VOUCHER EXPRESS,0,,,,07/06/2024,9822280540,16.67,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TESCO GIFT CARD,0,,,,07/06/2024,9822280544,16.67,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BKG HOTEL AT BOOKING.C,0,,,,07/06/2024,9822281042,189,,LAC Contact,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,MCDONALDS 6,0,,,,07/06/2024,9822281418,9.01,,Non:Staff Subsistence and Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAINLINE,0,,,,07/06/2024,9822281048,101.4,,LAC Contact,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,SWRAILWAYSELFSERVE,0,,,,07/06/2024,9822281084,19.4,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,RYMAN 1071,0,,,,07/06/2024,9822281054,9.57,,"Educational Supplies, Stationery & Mater",,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,JoeJuice_PortobelloRd,0,,,,07/06/2024,9822281108,2.5,,Non:Staff Subsistence and Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,JoeJuice_PortobelloRd,0,,,,07/06/2024,9822281104,6.75,,Non:Staff Subsistence and Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,JoeJuice_PortobelloRd,0,,,,07/06/2024,9822281318,3.08,,Non:Staff Subsistence and Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Bluegarden,0,,,,07/06/2024,9822280762,20,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Bluegarden,0,,,,07/06/2024,9822281160,20,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,INGRESS LTD,0,,,,07/06/2024,9822281026,200,,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,Trainline,0,,,,07/06/2024,9822281574,24.47,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,PRET A MANGER,0,,,,07/06/2024,9822280962,3.8,,Other employee expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,AMAZON  204-2684105-24,0,,,,07/06/2024,9822281146,15.25,,Stationery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,KINGSWAY LEON,0,,,,07/06/2024,9822281392,11.48,,Staff Non:Travel Subsistence,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,KINGSWAY LEON,0,,,,07/06/2024,9822281566,10.78,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,WASABI HAMMERSMITH,0,,,,07/06/2024,9822280974,8.5,,Other employee expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,LBHF CASHIERS,0,,,,07/06/2024,9822281438,99,,Fees,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TEXT MARKETER,0,,,,07/06/2024,9822280698,57.6,,IT Software,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,FEZ MANGAL,0,,,,07/06/2024,9822280688,"1,518.00",,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,No Recourse To Public Funds & Commission,,SUPERDRUG STORES PLC,0,,,,07/06/2024,9822280620,42,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,Neev & May LG,0,,,,07/06/2024,9822281098,5.08,,Non:Staff Subsistence and Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,Maison Puget,0,,,,07/06/2024,9822281312,5.67,,Non:Staff Subsistence and Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Chief Information Officer,Evolution & Operations,,CLOUDFLARE,0,,,,07/06/2024,9822280716,201.7,,IT Software,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Financial Management,Director of Financial Management,,TSGN TL ST ALBANS SST,0,,,,07/06/2024,9822281504,10.55,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,HIGH WYCOMBE SSTP,0,,,,07/06/2024,9822281018,17.25,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,No Recourse To Public Funds & Commission,,SumUp   Chai Spot Hold,0,,,,07/06/2024,9822280616,29,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,AMAZON  204-3676570-58,0,,,,07/06/2024,9822280816,49.95,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,No Recourse To Public Funds & Commission,,SAINSBURYS S/MKTS,0,,,,07/06/2024,9822280638,7,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,AMAZON  204-0274025-66,0,,,,07/06/2024,9822280672,19.98,,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,MAILBOXES ETC,0,,,,07/06/2024,9822280600,6.66,,Postage and Delivery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,SP PLASTOCK.CO.UK,0,,,,07/06/2024,9822281200,194.5,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Youth Offending Service,,MARKS&SPENCER PLC SACA,0,,,,07/06/2024,9822280894,5.7,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,AMAZON  204-9896258-58,0,,,,07/06/2024,9822280680,177.4,,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,Double Shot,0,,,,07/06/2024,9822281430,2.75,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,SAINSBURYS S/MKTS,0,,,,07/06/2024,9822281444,8.8,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,GETT,0,,,,07/06/2024,9822281500,24.39,,Staff and Volunteer Travel Expenses,,,,,,Yes
