Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,ADULT SOCIAL CARE,ST AIDENS COTTAGE,57730522,06/01/2025,07/01/2025,"9,372.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST BEDES RESIDENTIAL HOME,57730523,06/01/2025,07/01/2025,"1,918.12",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST CUTHBERTS CARE,57730524,06/01/2025,07/01/2025,"3,240.56",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST HELENS NURSING HOME,57730525,06/01/2025,07/01/2025,"3,766.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST HELENS NURSING HOME,57730525,06/01/2025,07/01/2025,"1,946.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,STAINTON LODGE CARE CENTRE,57730528,06/01/2025,31/01/2025,"3,550.34",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,STOCKTON ON TEES BOROUGH COUNCIL,55592662,12/12/2024,08/01/2025,600,Client Home Adaptations - Private Housing,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,ADULT SOCIAL CARE,STOCKTON ON TEES BOROUGH COUNCIL,55594262,02/01/2025,30/01/2025,900,Client Home Adaptations - Private Housing,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,ADULT SOCIAL CARE,STOCKTON ON TEES BOROUGH COUNCIL,55592991,17/12/2024,14/01/2025,600,Client Home Adaptations - Private Housing,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,ADULT SOCIAL CARE,SUSASH MIDDLESBROUGH LTD ST MARY'S CARE HOME,57730526,06/01/2025,07/01/2025,"3,662.32",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,TEES GRANGE HEALTH CARE LIMITED T/A EXEMPLAR HEALTH CARE,57730530,06/01/2025,07/01/2025,"7,812.76",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE ARK CARE PRINCEIPLES,57731942,20/01/2025,21/01/2025,"3,200.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE AVENUE,57730531,06/01/2025,07/01/2025,"11,780.56",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE AVENUE,57730531,06/01/2025,07/01/2025,"6,247.76",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730534,06/01/2025,07/01/2025,"12,720.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730534,06/01/2025,07/01/2025,"114,558.57",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730534,06/01/2025,07/01/2025,"6,480.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730534,06/01/2025,07/01/2025,"7,058.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GUIDE DOGS FOR THE BLIND ASSOCIATION,55594024,31/12/2024,31/01/2025,535.95,Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GUIDE DOGS FOR THE BLIND ASSOCIATION,55592943,17/12/2024,16/01/2025,875.15,Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"83,127.14",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"1,620.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"6,997.14",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"3,240.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"32,217.15",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"1,128.57",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57730535,06/01/2025,07/01/2025,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THERA NORTH,57731944,20/01/2025,21/01/2025,"4,091.50",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THOMAS HOPE,57732112,21/01/2025,22/01/2025,608,Individual Direct Payments,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THORNBECK COLLEGE- NORTH EAST AUTISM,57731931,20/01/2025,21/01/2025,"7,241.26",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNDERHILL RESIDENTIAL HOME,57730536,06/01/2025,31/01/2025,"3,200.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,11165701,23/12/2024,23/12/2024,"79,765.53",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,57731946,20/01/2025,21/01/2025,"95,867.49",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,55593446,23/12/2024,15/01/2025,"79,765.53",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,57731946,20/01/2025,21/01/2025,716.76,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VALORUM CARE GROUP LTD,57730507,06/01/2025,07/01/2025,"4,928.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VALORUM CARE GROUP LTD,57730507,06/01/2025,07/01/2025,"7,200.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"2,742.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593447,24/12/2024,15/01/2025,"130,505.29",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593448,24/12/2024,15/01/2025,"102,674.29",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593449,24/12/2024,15/01/2025,"147,179.14",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593450,24/12/2024,15/01/2025,"158,925.72",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,11165703,24/12/2024,24/12/2024,"102,674.29",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,11165704,24/12/2024,24/12/2024,"147,179.14",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,11165705,24/12/2024,24/12/2024,"158,925.72",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593441,24/12/2024,15/01/2025,"120,771.42",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593442,24/12/2024,15/01/2025,"174,430.00",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593443,24/12/2024,15/01/2025,"135,775.72",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593444,24/12/2024,15/01/2025,"140,300.43",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,55593445,24/12/2024,15/01/2025,"132,578.57",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,11165702,24/12/2024,24/12/2024,"130,505.29",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"26,520.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"51,800.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"4,720.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"8,580.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"3,200.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"3,120.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"6,617.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"9,360.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57730537,06/01/2025,07/01/2025,"6,462.85",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57730506,06/01/2025,07/01/2025,"9,192.28",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57731947,20/01/2025,21/01/2025,"3,963.26",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"3,240.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"50,054.29",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"16,040.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"3,240.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"14,384.29",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730542,06/01/2025,07/01/2025,"4,160.36",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"2,031.43",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"4,226.36",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"6,771.42",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57730539,06/01/2025,07/01/2025,"20,552.86",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WYKEWOOD HEALTH CARE LTD,57730836,07/01/2025,08/01/2025,"81,059.82",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,YOUNG FOUNDATION LTD,57730532,06/01/2025,07/01/2025,"8,100.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ZOE'S PLACE TRUST,55594214,31/12/2024,22/01/2025,585,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ZOE'S PLACE TRUST,55594215,01/12/2024,22/01/2025,"1,170.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,360 CHILDREN'S RESIDENTIAL SERVICES LIMITED,57732910,27/01/2025,28/01/2025,"14,142.86",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,A1 FOSTER CARE,57732879,27/01/2025,28/01/2025,"22,807.36",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,A1 FOSTER CARE,57732879,27/01/2025,28/01/2025,"18,513.55",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN CARE (UK) LIMITED,57732880,27/01/2025,28/01/2025,"15,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN CARE NE - FOSTERING,57732881,27/01/2025,28/01/2025,"5,304.00",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN HOUSE ( FOSTERING SERVICES) LTD,57732882,27/01/2025,28/01/2025,"4,367.36",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,AP & D CONSULTANCY,55592245,10/12/2024,07/01/2025,518,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,AP & D CONSULTANCY,55592865,12/12/2024,08/01/2025,638.25,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,AR CURAM LTD,57732927,27/01/2025,28/01/2025,"17,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ARRONBETH LTD,57732883,27/01/2025,28/01/2025,"41,660.40",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ARRONBETH LTD,57732884,27/01/2025,28/01/2025,"20,760.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BANYA FAMILY PLACEMENT AGENCY LIMITED,57732885,27/01/2025,28/01/2025,"4,211.20",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,57732886,27/01/2025,28/01/2025,"7,707.59",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,57732886,27/01/2025,28/01/2025,"11,157.11",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,55594012,31/12/2024,21/01/2025,"14,433.69",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,BARNARDO'S,55594014,31/12/2024,21/01/2025,"15,889.81",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,BETA NORTH LIMITED (TRADING AS EVOLVE FOSTERING),57732897,27/01/2025,28/01/2025,"11,268.30",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BETA NORTH LIMITED (TRADING AS EVOLVE FOSTERING),57732897,27/01/2025,28/01/2025,"7,935.12",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BRITANNIA FOSTERING AGENCY LIMITED,57732889,27/01/2025,28/01/2025,"3,800.00",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CAMBIAN CHILDCARE LTD,57732890,27/01/2025,28/01/2025,"25,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHANGING FUTURES NORTH EAST,55594870,31/12/2024,30/01/2025,"1,239.68",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57732891,27/01/2025,28/01/2025,"1,491.48",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57732893,27/01/2025,28/01/2025,"7,474.11",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57732894,27/01/2025,28/01/2025,"8,715.33",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57732892,27/01/2025,28/01/2025,"7,252.74",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57732893,27/01/2025,28/01/2025,"10,966.25",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57732894,27/01/2025,28/01/2025,"3,477.20",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,COMPASS FOSTERING NORTH LTD,57732895,27/01/2025,28/01/2025,"3,903.48",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55593646,23/12/2024,17/01/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55593647,23/12/2024,17/01/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55593724,23/12/2024,17/01/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55593725,23/12/2024,17/01/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55593726,23/12/2024,17/01/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55594329,13/12/2024,29/01/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DE CLARKE CONSULTANCY,55593085,13/12/2024,10/01/2025,593.75,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,DESTINI LTD,57732878,27/01/2025,28/01/2025,"23,200.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55593198,19/12/2024,16/01/2025,679.84,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55593990,31/12/2024,28/01/2025,679.84,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55594257,02/01/2025,30/01/2025,604.24,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,EURONICS,55593607,13/12/2024,21/01/2025,758.33,Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FAIRFIELD HOUSE,57732929,27/01/2025,28/01/2025,"53,505.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FAMILY FIRST FOSTERING,57732898,27/01/2025,28/01/2025,"4,000.00",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57732900,27/01/2025,28/01/2025,"4,168.44",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57732901,27/01/2025,28/01/2025,"4,574.28",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57732899,27/01/2025,28/01/2025,"2,029.84",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FOSTER CARE ASSOCIATES LTD,57732902,27/01/2025,28/01/2025,"4,032.48",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARES LTD,57732903,27/01/2025,28/01/2025,"15,115.50",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTERING PEOPLE LIMITED,57732904,27/01/2025,28/01/2025,"8,388.96",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTERING PEOPLE LIMITED,57732904,27/01/2025,28/01/2025,"3,827.21",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FRONTLINE TAXIS,55594311,24/12/2024,24/01/2025,"1,598.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FRONTLINE TAXIS,55594309,24/12/2024,24/01/2025,"1,080.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FRONTLINE TAXIS,55594310,24/12/2024,24/01/2025,"1,800.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,HEXAGON CARE SERVICES LTD,57732887,27/01/2025,28/01/2025,"54,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
