Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MIDDLESBROUGH BOROUGH COUNCIL,33176,15/11/2024,10645627,37000.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5007,Payments to Joint Authorities,10033,HIGHWAY MAINTENANCE,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",1ST COVERALL COMPANY LIMITED,65410,15/11/2024,10645628,752.75,140000,Clothing,Not Classified,Not Classified,no,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4039,"Clothes, Uniform & Laundry",50019,ENFORCEMENT,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",1ST COVERALL COMPANY LIMITED,65410,15/11/2024,10645631,516.00,140000,Clothing,Not Classified,Not Classified,no,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4039,"Clothes, Uniform & Laundry",50019,ENFORCEMENT,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,A TIME 4 YOU PSYCHOLOGICAL SERVICES CIC,70578,13/11/2024,10645638,637.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,17/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,A TIME 4 YOU PSYCHOLOGICAL SERVICES CIC,70578,13/11/2024,10645639,637.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,17/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,CHILD & ADULT THERAPY SOLUTIONS LTD,64379,15/11/2024,10645653,1320.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,17/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,SWECO UK LTD,78262,26/11/2024,10645655,8560.30,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C210,PROFESSIONAL & CONSULTANCY,C2179,TOWN DEAL - CYCLEWAYS,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,SWECO UK LTD,78262,26/11/2024,10645657,6903.65,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C210,PROFESSIONAL & CONSULTANCY,C2179,TOWN DEAL - CYCLEWAYS,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",EEMITS,34213,15/11/2024,10645662,702.00,271900,Information Communication Technology,Telecommunications,Airwave,no,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4009,"Equipment, Furniture & Materials",50019,ENFORCEMENT,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,NATIONAL YOUTH ADVOCACY SERVICE,39894,15/11/2024,10645669,1282.05,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CHILDRENS STRATEGY & COMMISSIONING,5014,Private Contractors,30158,CONTRACT - OTHER CYP SERVICES,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",VODAFONE MOBILE PHONES,33286,28/11/2024,10645670,665.00,271800,Information Communication Technology,Telecommunications,Mobile,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",10044,STREET LIGHTING,31/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",VODAFONE MOBILE PHONES,33286,28/11/2024,10645670,804.00,271800,Information Communication Technology,Telecommunications,Mobile,no,REVENUE,STOCKTON ICT & XENTRALL,4009,"Equipment, Furniture & Materials",40157,ICT CONSUMABLES,31/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",VODAFONE MOBILE PHONES,33286,28/11/2024,10645670,699.75,271800,Information Communication Technology,Telecommunications,Mobile,no,REVENUE,STOCKTON ICT & XENTRALL,4009,"Equipment, Furniture & Materials",40157,ICT CONSUMABLES,31/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",VODAFONE MOBILE PHONES,33286,28/11/2024,10645670,635.25,271800,Information Communication Technology,Telecommunications,Mobile,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50950,HIA SERVICE,31/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTH EAST AUTOMATION LIMITED,45548,15/11/2024,10645671,2220.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,40338,FM RESPONSIVE REPAIRS & DANGEROUS BUILDINGS,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",D JONES CONSTRUCTION AND HAULAGE LTD,48895,15/11/2024,10645673,1276.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,OAKDALE THERAPIES,78449,15/11/2024,10645676,560.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FUTURE STEPS CONSULTANCY SERVICES LTD,63584,15/11/2024,10645677,2880.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,25/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FUTURE STEPS CONSULTANCY SERVICES LTD,63584,20/11/2024,10645678,1500.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,25/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FUTURE STEPS CONSULTANCY SERVICES LTD,63584,20/11/2024,10645679,2160.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,25/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FUTURE STEPS CONSULTANCY SERVICES LTD,63584,20/11/2024,10645680,1950.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,08/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FUTURE STEPS CONSULTANCY SERVICES LTD,63584,20/11/2024,10645681,1950.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,08/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FUTURE STEPS CONSULTANCY SERVICES LTD,63584,20/11/2024,10645682,2100.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,16/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,CHILD & ADULT THERAPY SOLUTIONS LTD,64379,20/11/2024,10645684,520.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ADOPTION MATTERS,55688,20/11/2024,10645686,1511.60,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ADOPTION MATTERS,55688,20/11/2024,10645687,1511.60,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ACORN CHILDREN & FAMILIES WELL-BEING LTD,72364,20/11/2024,10645693,660.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ACORN CHILDREN & FAMILIES WELL-BEING LTD,72364,20/11/2024,10645694,720.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,27/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645697,690.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645699,2980.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645701,550.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645704,690.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645705,640.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645706,520.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645712,870.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645714,510.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING CAPITAL",CLOSOMAT LTD,35965,08/11/2024,10645719,4735.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,CAPITAL,HOUSING,C610,PAYMENT OF CAPITAL GRANT,C5004,DISABLED FACILITY GRANTS,11/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JAMES FLETCHER,34666,22/11/2024,10645720,604.17,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",11290,STOCKTON SPARKLES,25/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ASPIRE PSYCHOLOGICAL SERVICES LTD,68635,20/11/2024,10645721,510.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30891,ADOPTION SUPPORT FUND,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",THIRTEEN,35838,07/11/2024,10645726,17500.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50911,ROUGH SLEEPERS INITIATIVE,07/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HCRG CARE SERVICES LTD,64702,20/11/2024,10645728,88012.62,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PUBLIC HEALTH,5014,Private Contractors,30858,SEXUAL HEALTH,01/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,07/11/2024,10645737,6469.39,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50257,CORE,27/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,07/11/2024,10645738,13823.01,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50340,CFYA Agency Holding Code,27/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,22/11/2024,10645739,7731.32,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BELL TRUCK SALES LTD,33662,08/11/2024,10645740,840.00,381400,Vehicle Management,Maintenance,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50380,VEHICLES,29/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",STOCKTON ARTS CENTRE LTD,36782,07/11/2024,10645741,801.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50911,ROUGH SLEEPERS INITIATIVE,17/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,07/11/2024,10645742,684.47,100000,Building Construction Materials,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,18/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,22/11/2024,10645743,2109.73,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50236,GROUNDS - GENERAL,27/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,22/11/2024,10645744,945.20,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,1140,Pay - Agency Staff & External Salary Contributions,50450,HVE - INTERNAL WORK,27/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,12/11/2024,10645745,975.28,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50896,PRESTON PARK CAFE,27/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,07/11/2024,10645746,1198.24,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50380,VEHICLES,27/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,12/11/2024,10645747,10140.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,29/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CORE HIGHWAYS,71775,08/11/2024,10645748,579.20,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,10044,STREET LIGHTING,30/09/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,15/11/2024,10645749,929.80,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,1140,Pay - Agency Staff & External Salary Contributions,50450,HVE - INTERNAL WORK,20/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,MEWA LLP,69814,15/11/2024,10645751,595.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,18/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",WHALE TANKERS LTD,36140,15/11/2024,10645752,996.38,381500,Vehicle Management,Parts,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50380,VEHICLES,19/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,NEARBY LA TAXIS,78251,07/11/2024,10645755,850.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,SAFEGUARDING,4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,10/12/2023,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,BW PUBLISHING & EVENTS GROUP LTD,78050,12/11/2024,10645757,10795.50,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,INCLUSIVE GROWTH & DEVELOPMENT,C210,PROFESSIONAL & CONSULTANCY,C7040,INWARD INVESTMENT STRATEGY,28/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TRL SUPPLIES LTD,55506,15/11/2024,10645761,1073.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,20/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",DR PETER OKEY T/A ALLBRITE CONSULTANCY SERVICES,77163,15/11/2024,10645763,860.52,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30872,DOLS,20/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROAR DIGITAL MARKETING LTD,74196,20/11/2024,10645765,759.83,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4009,"Equipment, Furniture & Materials",30882,ADOPTION TEES VALLEY,20/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BREEDON TRADING LIMITED,73343,15/11/2024,10645770,3194.40,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,20/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BREEDON TRADING LIMITED,73343,15/11/2024,10645771,2551.25,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,20/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BREEDON TRADING LIMITED,73343,15/11/2024,10645772,806.25,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,20/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,15/11/2024,10645774,10140.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,20/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YOUR NRG LTD,66099,15/11/2024,10645783,14624.73,381100,Vehicle Management,Fuel,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3025,Vehicle Fuel,50380,VEHICLES,21/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YOUR NRG LTD,66099,15/11/2024,10645784,14619.51,381100,Vehicle Management,Fuel,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3025,Vehicle Fuel,50380,VEHICLES,21/10/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,FOUNTAINS CHAMBERS,38116,15/11/2024,10645787,1200.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,21/10/2024,0,0,2024,202408,SBC,
