Transaction Date,Cost Centre,Cost Centre (T),Merchant Name,Gross Amount,Account,Account (T),MCC,MCC Description
04/06/2024,LR10,Braywick Nature Centre,Screwfix Direct,11.78,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
04/06/2024,MA30,HR Strategic,C2e892200693u Ukvi,"2,239.00",J46,Other Expenses,9399,Government Services
04/06/2024,ML15,Public Relations,Maidenhead-Advertiser.,4.99,A77,Professional Subscriptions,5734,Computer Software Stores
04/06/2024,SFRG,Social Fund Reform Grant,Www.Argos.Co.Uk,330.00,H16,Furniture,5311,Department Stores
04/06/2024,MJ41,Elections -Parliamentary,A1 Loo Hire Ltd,126.00,H10,Equipment Purchase,7394,Equipment Rental and Leasing Services
04/06/2024,MJ41,Elections -Parliamentary,A1 Loo Hire Ltd,126.00,H10,Equipment Purchase,7394,Equipment Rental and Leasing Services
04/06/2024,MJ41,Elections -Parliamentary,A1 Loo Hire Ltd,126.00,H10,Equipment Purchase,7394,Equipment Rental and Leasing Services
05/06/2024,LB18,Libraries-Maidenhead,Amazon* 206-9947684-41,19.99,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
05/06/2024,LR10,Braywick Nature Centre,Travis Perkins,17.89,J46,Other Expenses,5211,Lumber & Building Materials Stores
05/06/2024,SADG,Asylum Dispersal Grant,Amazon* 204-1083386-03,51.04,J46,Other Expenses,5399,Miscellaneous General Merchandise
06/06/2024,MA51,Democratic Services,Amazon* 204-8790242-17,21.99,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
06/06/2024,MC36,Pensions Administration,Marks&spencer Plc,50.00,H10,Equipment Purchase,5411,Grocery Stores and Supermarkets
06/06/2024,MJ20,Civic & Mayoral Costs,Dvla Pr Online,80.00,G10,Vehicle Servicing & Repairs,9399,Government Services
06/06/2024,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
06/06/2024,MJ41,Elections -Parliamentary,Www.Argos.Co.Uk,66.00,H10,Equipment Purchase,5311,Department Stores
06/06/2024,LB18,Libraries-Maidenhead,Amznmktplace*hj6gd1xk4,20.47,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
07/06/2024,LR10,Braywick Nature Centre,Wickes Building,99.00,J46,Other Expenses,5211,Lumber & Building Materials Stores
07/06/2024,LR10,Braywick Nature Centre,B&q Ltd,80.00,J46,Other Expenses,5211,Lumber & Building Materials Stores
07/06/2024,LR10,Braywick Nature Centre,B & Q 1262,8.95,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
08/06/2024,MJ41,Elections -Parliamentary,Www.Amazon* 204-592818,79.74,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
10/06/2024,MJ41,Elections -Parliamentary,Amazon* 204-8415886-40,55.95,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
10/06/2024,MA30,HR Strategic,C2e892800586i Ukvi,239.00,J46,Other Expenses,9399,Government Services
10/06/2024,SFRG,Social Fund Reform Grant,B&q Marketplace,296.91,H16,Furniture,5211,Lumber & Building Materials Stores
10/06/2024,SFRG,Social Fund Reform Grant,Www.Argos.Co.Uk,186.95,H16,Furniture,5311,Department Stores
10/06/2024,LB18,Libraries-Maidenhead,Amznmktplace*hv5vg0nj4,17.97,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
10/06/2024,LB18,Libraries-Maidenhead,Amznmktplace*hv5vg0nj4,7.98,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
10/06/2024,LB80,Libraries-Replacement System,Www.Amazon* 204-910654,30.00,H91,Hardware,5399,Miscellaneous General Merchandise
10/06/2024,LB18,Libraries-Maidenhead,Baker Ross,204.21,J47,Events & Activities,5970,"Artist Supply Stores, Craft Shops"
10/06/2024,MJ20,Civic & Mayoral Costs,Beaconsfield Sstp,35.50,J46,Other Expenses,4112,Passenger Railways
10/06/2024,EC26,"Information, Advice and Support Service",Eig*constantcontact.Com,46.80,H80,Communication,5968,Direct Marketing Continuity Subscription Merchants
10/06/2024,EC26,"Information, Advice and Support Service",Www.Amazon* 204-896561,8.50,H45,Stationery,5399,Miscellaneous General Merchandise
10/06/2024,MJ41,Elections -Parliamentary,Www.Amazon* 204-250977,28.00,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
10/06/2024,MT49,Community Warden Scheme,Amazon* 204-6448569-22,11.39,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
11/06/2024,SADG,Asylum Dispersal Grant,Tesco Gift Card,55.00,J46,Other Expenses,5411,Grocery Stores and Supermarkets
11/06/2024,MJ41,Elections -Parliamentary,Signet Signs Limited,309.00,H10,Equipment Purchase,2741,Miscellaneous Publishing and Printing
11/06/2024,ML15,Public Relations,Www.Amazon* 204-070558,16.02,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
11/06/2024,MJ20,Civic & Mayoral Costs,Crazy About Framing Vat 3,55.00,J46,Other Expenses,5947,"Card, Gift, Novelty, and Souvenir Shops"
11/06/2024,MJ20,Civic & Mayoral Costs,Frosts Rosettes,215.58,J46,Other Expenses,5999,Miscellaneous and Specialty Retail Stores
12/06/2024,LR10,Braywick Nature Centre,Wickes Building,33.00,J46,Other Expenses,5211,Lumber & Building Materials Stores
12/06/2024,LR10,Braywick Nature Centre,Wickes Building,27.50,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
13/06/2024,MY37,Corporate I.T. - Networks,Amazon* 204-8159963-85,38.95,H91,Hardware,5399,Miscellaneous General Merchandise
13/06/2024,SADG,Asylum Dispersal Grant,Sp Springboard,13.58,J46,Other Expenses,5691,Mens and Womens Clothing Stores
14/06/2024,MJ41,Elections -Parliamentary,Stationeryu,186.00,H31,Catering (non-taxable benefit),5943,"Office, School Supply, and Stationery Stores"
14/06/2024,MB01,Centralised Stationery,Stationeryu,94.13,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
14/06/2024,LT80,Guildhall-Meetings & Events,Ocado,45.60,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
14/06/2024,LT50,Tourism Support,Picrights Europe Gmbh,370.00,J46,Other Expenses,5999,Miscellaneous and Specialty Retail Stores
14/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
14/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
14/06/2024,ML15,Public Relations,Eig*constantcontact.Com,397.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
15/06/2024,SADG,Asylum Dispersal Grant,Amazon* 204-2025357-28,182.94,J46,Other Expenses,5399,Miscellaneous General Merchandise
15/06/2024,SADG,Asylum Dispersal Grant,Amazon* 204-2025357-28,31.47,J46,Other Expenses,5399,Miscellaneous General Merchandise
17/06/2024,LB18,Libraries-Maidenhead,Dvla Vehicle Tax,212.50,J46,Other Expenses,9311,Tax Payments
17/06/2024,LB18,Libraries-Maidenhead,Amazon* 206-0764305-71,13.99,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
17/06/2024,MJ41,Elections -Parliamentary,Booker Ltd - 38603524,256.90,H31,Catering (non-taxable benefit),5411,Grocery Stores and Supermarkets
17/06/2024,MJ41,Elections -Parliamentary,Booker Ltd - 38603524,35.63,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
17/06/2024,LT80,Guildhall-Meetings & Events,Booker Ltd - 38603524,115.20,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
17/06/2024,MA69,Facilities Management,Argos Newbury,33.00,H10,Equipment Purchase,5310,Discount Stores
17/06/2024,MC36,Pensions Administration,Gwr Reading Sst,5.70,G39,Client Public Transport,4112,Passenger Railways
17/06/2024,LR10,Braywick Nature Centre,Waitrose 194,27.55,H10,Equipment Purchase,5411,Grocery Stores and Supermarkets
17/06/2024,LR10,Braywick Nature Centre,Amazon* 204-6338189-24,32.88,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
18/06/2024,CA01,IT Equipment,Amazon* 204-0151932-39,79.90,Q05,Purchase of IT Equipment (P & R) (Capital Only),5399,Miscellaneous General Merchandise
18/06/2024,MB01,Centralised Stationery,Stationeryu,56.20,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
18/06/2024,MA69,Facilities Management,Www.Ukwristbands.Com,145.47,J46,Other Expenses,5699,Miscellaneous Accessory and Apparel Stores
18/06/2024,MA30,HR Strategic,C2e893600524c Ukvi,"1,239.00",J46,Other Expenses,9399,Government Services
19/06/2024,MC36,Pensions Administration,Premier Inn,328.98,K77,Client Temporary Accommodation,3811,Premier Inn
19/06/2024,LB18,Libraries-Maidenhead,Amazon Prime*hf7as9vn4,8.99,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
19/06/2024,LR90,Community Participation Projects,Amazon* 204-7902045-85,119.70,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
19/06/2024,MJ41,Elections -Parliamentary,Costco Wholesale #114,325.65,H31,Catering (non-taxable benefit),7278,"Shopping Clubs, Services"
19/06/2024,MJ41,Elections -Parliamentary,Costco Wholesale #114,201.43,H30,Catering (taxable benefit),7278,"Shopping Clubs, Services"
20/06/2024,LB82,S E Library Management,Paymate*spun,367.50,A77,Professional Subscriptions,8699,"Organizations, Membership"
20/06/2024,MC36,Pensions Administration,Gwr Maidenhead To,109.50,G39,Client Public Transport,4112,Passenger Railways
20/06/2024,SADG,Asylum Dispersal Grant,Waitrose 194,17.00,J46,Other Expenses,5411,Grocery Stores and Supermarkets
20/06/2024,LR10,Braywick Nature Centre,Vmo*vimeo Plus+ Monthl,9.54,J44,Marketing/Promotions,5968,Direct Marketing Continuity Subscription Merchants
21/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
21/06/2024,LB18,Libraries-Maidenhead,Mol*ceiling Tiles Express,140.40,H10,Equipment Purchase,5251,Hardware Stores
21/06/2024,SADG,Asylum Dispersal Grant,Aldi Stores,93.08,J46,Other Expenses,5411,Grocery Stores and Supermarkets
21/06/2024,MC36,Pensions Administration,Www.Avantiwestcoast.Co,109.30,G39,Client Public Transport,4112,Passenger Railways
24/06/2024,MT10,Legal Services,Llg Enterprises Ltd,186.00,J46,Other Expenses,8249,"Schools, Trade and Vocational"
24/06/2024,MA51,Democratic Services,Zoom.Us 888-799-9666,129.93,H92,Software,4814,Telecommunication Services
24/06/2024,LT50,Tourism Support,Vmo*vimeo Pro,226.80,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
24/06/2024,LB82,S E Library Management,Foreign Exchange Fee,10.11,A77,Professional Subscriptions,,
25/06/2024,LB80,Libraries-Replacement System,Contstant Contact,171.00,H80,Communication,5968,Direct Marketing Continuity Subscription Merchants
25/06/2024,MJ20,Civic & Mayoral Costs,Powerbell Services Limite,50.00,G10,Vehicle Servicing & Repairs,7538,Automotive Service Shops
25/06/2024,MA69,Facilities Management,Screwfix Dir Ltd,59.97,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
25/06/2024,MA69,Facilities Management,Screwfix Dir Ltd,34.41,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
25/06/2024,MC36,Pensions Administration,Gwr Maidenhead To,17.90,G39,Client Public Transport,4112,Passenger Railways
25/06/2024,LR10,Braywick Nature Centre,Toolstation Uk,12.98,H10,Equipment Purchase,5251,Hardware Stores
25/06/2024,SADG,Asylum Dispersal Grant,Sopra Steria Limited Ukvc,139.00,J46,Other Expenses,9399,Government Services
26/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
26/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
26/06/2024,RC54,Optalis IT Recharges,Amazon* 204-2235721-94,119.29,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
26/06/2024,LB18,Libraries-Maidenhead,Amznbusiness*s06hx5wg5,5.16,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
26/06/2024,MT49,Community Warden Scheme,Dvla Vehicle Tax,182.50,G10,Vehicle Servicing & Repairs,9311,Tax Payments
26/06/2024,MJ41,Elections -Parliamentary,The Range,669.84,H10,Equipment Purchase,5712,"Equipment, Furniture, and Home Furnishings Stores "
26/06/2024,MA69,Facilities Management,Booker Ltd - 38603524,432.29,H10,Equipment Purchase,5411,Grocery Stores and Supermarkets
27/06/2024,MA30,HR Strategic,C2e894501082c Ukvi,"1,239.00",J46,Other Expenses,9399,Government Services
27/06/2024,MA30,HR Strategic,C2e894501120o Ukvi,"1,239.00",J46,Other Expenses,9399,Government Services
27/06/2024,MA30,HR Strategic,C2e894501110d Ukvi,"1,239.00",J46,Other Expenses,9399,Government Services
27/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
28/06/2024,MJ41,Elections -Parliamentary,Stationeryu,111.66,H10,Equipment Purchase,5943,"Office, School Supply, and Stationery Stores"
28/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
28/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,3.00,J46,Other Expenses,9399,Government Services
28/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
28/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
28/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
28/06/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
28/06/2024,LR10,Braywick Nature Centre,Clr*www.Rbwm.Gov.Uk,21.00,J46,Other Expenses,9399,Government Services
28/06/2024,SADG,Asylum Dispersal Grant,Tesco Gift Card,70.00,J46,Other Expenses,5411,Grocery Stores and Supermarkets
28/06/2024,SADG,Asylum Dispersal Grant,Tesco Gift Card,100.00,J46,Other Expenses,5411,Grocery Stores and Supermarkets
01/07/2024,MA69,Facilities Management,Costco Wholesale #114,203.46,J46,Other Expenses,7278,"Shopping Clubs, Services"
02/07/2024,MB38,Aboricultural / Tree Team (Planning),Greenham Trading Ltd,68.92,H10,Equipment Purchase,5072,Hardware Equipment and Supplies
02/07/2024,MB38,Aboricultural / Tree Team (Planning),Trade Survey,154.80,H10,Equipment Purchase,5251,Hardware Stores
02/07/2024,LB18,Libraries-Maidenhead,Amazon* 206-5713888-90,9.80,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
02/07/2024,SHRU,Homes for Ukraine,Slough B/C Atp,12.50,J46,Other Expenses,9399,Government Services
02/07/2024,MB38,Aboricultural / Tree Team (Planning),Www.Hiltonphoto.Co.Uk,399.99,H10,Equipment Purchase,5946,Camera and Photographic Supply Stores
02/07/2024,LB18,Libraries-Maidenhead,Www.Avpartmaster.Net,197.10,J46,Other Expenses,7622,Electronic Repair Shops
03/07/2024,MA69,Facilities Management,Blue River Cafe & Bar,239.00,J46,Other Expenses,7011,"Hotels, Motels, Resorts"
03/07/2024,MA30,HR Strategic,C2e895101068h Ukvi,"1,239.00",J46,Other Expenses,9399,Government Services
03/07/2024,LB82,S E Library Management,Dell Products,"1,398.00",H91,Hardware,5045,"Computers, Computer Peripheral Equipment, Software"
03/07/2024,ML15,Public Relations,Facebk *z4a5e6cjf2,17.07,A77,Professional Subscriptions,7311,Advertising Services
03/07/2024,MA30,HR Strategic,C2e895101086f Ukvi,"1,239.00",J46,Other Expenses,9399,Government Services
04/07/2024,MA69,Facilities Management,Screwfix Dir Ltd,31.83,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
04/07/2024,LB18,Libraries-Maidenhead,Amazon* 204-1826743-94,17.97,J47,Events & Activities,5399,Miscellaneous General Merchandise
04/07/2024,ML15,Public Relations,Maidenhead-Advertiser.,4.99,A77,Professional Subscriptions,5734,Computer Software Stores
04/07/2024,LB18,Libraries-Maidenhead,Amazon* 204-6631829-66,19.98,J47,Events & Activities,5399,Miscellaneous General Merchandise
04/07/2024,LB18,Libraries-Maidenhead,Amazon* 204-2730002-32,48.95,J47,Events & Activities,5399,Miscellaneous General Merchandise
04/07/2024,LB18,Libraries-Maidenhead,Amazon* 204-5220454-52,47.41,J47,Events & Activities,5399,Miscellaneous General Merchandise
04/07/2024,LB18,Libraries-Maidenhead,Www.Amazon* 204-511165,22.80,J47,Events & Activities,5399,Miscellaneous General Merchandise
04/07/2024,LB18,Libraries-Maidenhead,Amazon* 204-4252009-45,3.79,J47,Events & Activities,5399,Miscellaneous General Merchandise
04/07/2024,MJ41,Elections -Parliamentary,A1 Loo Hire Ltd,-126.00,H10,Equipment Purchase,7394,Equipment Rental and Leasing Services
04/07/2024,LB18,Libraries-Maidenhead,Amazon* 204-1533838-74,3.99,J47,Events & Activities,5399,Miscellaneous General Merchandise
07/07/2024,EC26,"Information, Advice and Support Service",Zettle_*the Butterfly Com,6.00,H35,Refreshments,8398,"Organizations, Charitable and Social Service"
07/07/2024,EC26,"Information, Advice and Support Service",Tesco-Stores 6897,17.35,H35,Refreshments,5411,Grocery Stores and Supermarkets
08/07/2024,RC54,Optalis IT Recharges,Amazon* 204-1585382-98,120.48,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
09/07/2024,LB18,Libraries-Maidenhead,Amazon* 204-7066300-40,81.90,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
10/07/2024,EC26,"Information, Advice and Support Service",Eig*constantcontact.Com,46.80,H80,Communication,5968,Direct Marketing Continuity Subscription Merchants
10/07/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
11/07/2024,EC26,"Information, Advice and Support Service",Amazon* 204-3544418-96,-6.79,H45,Stationery,5399,Miscellaneous General Merchandise
11/07/2024,EC26,"Information, Advice and Support Service",Amazon* 204-3544418-96,6.79,H45,Stationery,5399,Miscellaneous General Merchandise
11/07/2024,EC26,"Information, Advice and Support Service",Www.Amazon* 204-879482,2.96,H45,Stationery,5399,Miscellaneous General Merchandise
11/07/2024,SHRU,Homes for Ukraine,Abri Group Ltd,279.08,J46,Other Expenses,6513,Real Estate Managers - Rentals
11/07/2024,EC26,"Information, Advice and Support Service",Amazon* 204-2305587-26,6.79,H45,Stationery,5399,Miscellaneous General Merchandise
11/07/2024,SHRU,Homes for Ukraine,Www.Argos.Co.Uk,157.95,H10,Equipment Purchase,5311,Department Stores
12/07/2024,MJ20,Civic & Mayoral Costs,Clr*www.Rbwm.Gov.Uk,189.00,J46,Other Expenses,9399,Government Services
12/07/2024,LT80,Guildhall-Meetings & Events,Windsor And Eton Brewery,108.86,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
12/07/2024,MJ20,Civic & Mayoral Costs,Clr*www.Rbwm.Gov.Uk,189.00,J46,Other Expenses,9399,Government Services
13/07/2024,SADG,Asylum Dispersal Grant,Www.Amazon* 204-080822,36.99,J46,Other Expenses,5399,Miscellaneous General Merchandise
14/07/2024,ML15,Public Relations,Eig*constantcontact.Com,397.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
16/07/2024,EC26,"Information, Advice and Support Service",Loqate,60.00,H92,Software,5968,Direct Marketing Continuity Subscription Merchants
16/07/2024,MA69,Facilities Management,C Brewer & Sons Lt,55.34,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
16/07/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
16/07/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
16/07/2024,MB01,Centralised Stationery,Ryman,88.98,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
16/07/2024,LR10,Braywick Nature Centre,Civil Aviation Authority,11.13,J41,Licences (Expend),9399,Government Services
17/07/2024,MC36,Pensions Administration,Royal Mail Fees,627.00,H70,Postage,7399,Other Business Services
17/07/2024,MJ20,Civic & Mayoral Costs,Clr*www.Rbwm.Gov.Uk,-189.00,J46,Other Expenses,9399,Government Services
17/07/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
18/07/2024,RC54,Optalis IT Recharges,Amazon* 204-1585382-98,-120.48,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
18/07/2024,EC26,"Information, Advice and Support Service",Marks&spencer Plc Saca,3.95,H35,Refreshments,5411,Grocery Stores and Supermarkets
18/07/2024,LR10,Braywick Nature Centre,Tally Ho Farm Limited,55.50,J46,Other Expenses,5995,Pet Shops-Pet Food and Supplies
18/07/2024,SADG,Asylum Dispersal Grant,Tesco Gift Card,75.00,J46,Other Expenses,5411,Grocery Stores and Supermarkets
18/07/2024,EC26,"Information, Advice and Support Service",Marks&spencer Plc,3.40,H35,Refreshments,5411,Grocery Stores and Supermarkets
18/07/2024,LR10,Braywick Nature Centre,Tally Ho Farm Limited,-11.10,J46,Other Expenses,5995,Pet Shops-Pet Food and Supplies
19/07/2024,LB18,Libraries-Maidenhead,Amazon Prime*pv7ek7p75,8.99,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
19/07/2024,LB18,Libraries-Maidenhead,Clr*www.Rbwm.Gov.Uk,21.00,J47,Events & Activities,9399,Government Services
19/07/2024,LR10,Braywick Nature Centre,Vmo*vimeo Plus+ Monthl,9.54,J44,Marketing/Promotions,5968,Direct Marketing Continuity Subscription Merchants
19/07/2024,LB18,Libraries-Maidenhead,Signs Direct,245.54,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
21/07/2024,LT50,Tourism Support,Paperturn *1026934,192.00,J46,Other Expenses,5045,"Computers, Computer Peripheral Equipment, Software"
22/07/2024,LB18,Libraries-Maidenhead,Amazon* 204-6631829-66,-19.98,J47,Events & Activities,5399,Miscellaneous General Merchandise
22/07/2024,LR10,Braywick Nature Centre,Homebase Ltd,54.00,J46,Other Expenses,5200,Home Supply Warehouse Stores
22/07/2024,LB18,Libraries-Maidenhead,Waitrose 194,1.85,J46,Other Expenses,5411,Grocery Stores and Supermarkets
22/07/2024,LB18,Libraries-Maidenhead,Amznbusiness*ct32e0a05,70.75,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
23/07/2024,LB18,Libraries-Maidenhead,Amazon* 206-2098006-99,28.04,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
23/07/2024,LR10,Braywick Nature Centre,Amazon* 204-2975215-77,59.65,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
24/07/2024,LR10,Braywick Nature Centre,Ocado,261.10,J46,Other Expenses,5411,Grocery Stores and Supermarkets
24/07/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
24/07/2024,PD18,CCTV,Security Industry Auth,184.00,A77,Professional Subscriptions,9399,Government Services
24/07/2024,MA51,Democratic Services,Zoom.Us 888-799-9666,129.93,H92,Software,4814,Telecommunication Services
24/07/2024,SADG,Asylum Dispersal Grant,Teleperformance,76.50,J46,Other Expenses,9399,Government Services
24/07/2024,SADG,Asylum Dispersal Grant,Ukvi 3br0046627815,160.66,J46,Other Expenses,9399,Government Services
25/07/2024,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,119.17,H31,Catering (non-taxable benefit),5411,Grocery Stores and Supermarkets
25/07/2024,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,3.59,H31,Catering (non-taxable benefit),5411,Grocery Stores and Supermarkets
25/07/2024,LB18,Libraries-Maidenhead,Just Fans Limited,68.33,H10,Equipment Purchase,5074,Plumbing and Heating Equipment
25/07/2024,LB80,Libraries-Replacement System,Contstant Contact,171.00,H80,Communication,5968,Direct Marketing Continuity Subscription Merchants
25/07/2024,LB82,S E Library Management,Se Online Web,23.30,G40,Staff Public Transport,4112,Passenger Railways
25/07/2024,SADG,Asylum Dispersal Grant,McEvoy & Rowley,94.99,J46,Other Expenses,5722,Household Appliance Stores
25/07/2024,SADG,Asylum Dispersal Grant,Foreign Exchange Fee,4.42,J46,Other Expenses,,
26/07/2024,MA30,HR Strategic,C2e897400650h Ukvi,239.00,J46,Other Expenses,9399,Government Services
26/07/2024,MA30,HR Strategic,C2e897400784g Ukvi,"1,239.00",J46,Other Expenses,9399,Government Services
26/07/2024,LB82,S E Library Management,Se Online Web,34.95,G40,Staff Public Transport,4112,Passenger Railways
29/07/2024,LR10,Braywick Nature Centre,Waitrose 194,23.00,H10,Equipment Purchase,5411,Grocery Stores and Supermarkets
29/07/2024,SADG,Asylum Dispersal Grant,Cs*morrisons Gift Card,100.00,J46,Other Expenses,5947,"Card, Gift, Novelty, and Souvenir Shops"
29/07/2024,MB01,Centralised Stationery,Theworks,5.00,H45,Stationery,5310,Discount Stores
29/07/2024,LC10,Cemeteries & Churchyards,Www.Amazon* 202-891740,40.14,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
31/07/2024,LT50,Tourism Support,Facebk *t9e7u7qyc2,17.00,J46,Other Expenses,7311,Advertising Services
31/07/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
01/08/2024,MB38,Aboricultural / Tree Team (Planning),Honey Brothers Ltd,140.54,J46,Other Expenses,5072,Hardware Equipment and Supplies
01/08/2024,MT49,Community Warden Scheme,Dvla Vehicle Tax,182.50,A77,Professional Subscriptions,9311,Tax Payments
01/08/2024,LE10,Economic Development,Clr*www.Rbwm.Gov.Uk,189.00,J46,Other Expenses,9399,Government Services
01/08/2024,LB18,Libraries-Maidenhead,Amazon* 204-2541346-56,15.98,J47,Events & Activities,5399,Miscellaneous General Merchandise
02/08/2024,SADG,Asylum Dispersal Grant,Www.Slough.Gov.Uk,224.63,J46,Other Expenses,9399,Government Services
02/08/2024,SADG,Asylum Dispersal Grant,Sopra Steria Limited Ukvc,143.00,J46,Other Expenses,9399,Government Services
04/08/2024,ML15,Public Relations,Maidenhead-Advertiser.,4.99,A77,Professional Subscriptions,5734,Computer Software Stores
05/08/2024,MK80,New Licensing Act,Eif/Purpleguide,30.00,J11,Corporate Subscriptions,8699,"Organizations, Membership"
05/08/2024,LB18,Libraries-Maidenhead,Amazon* Hh5nt8nk5,14.56,J46,Other Expenses,5399,Miscellaneous General Merchandise
05/08/2024,MK80,New Licensing Act,Eif/Purpleguide,30.00,J11,Corporate Subscriptions,8699,"Organizations, Membership"
05/08/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
06/08/2024,LB18,Libraries-Maidenhead,Sainsburys S/mkts,5.00,F21,Health & Safety,5411,Grocery Stores and Supermarkets
06/08/2024,LR10,Braywick Nature Centre,Amznmktplace*u35fk5eo5,120.36,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
06/08/2024,MB38,Aboricultural / Tree Team (Planning),Sorbus* O #20403,47.94,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
07/08/2024,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
07/08/2024,LR10,Braywick Nature Centre,Amazon.Co.Uk*3w4t20bu5,16.54,H45,Stationery,5969,Other Direct Marketing-Other Direct Marketers
08/08/2024,LB18,Libraries-Maidenhead,Www.Beaucare.Com,117.37,F21,Health & Safety,8099,"Health Practitioners, Medical Services"
08/08/2024,MH33,Environmental Protection,Ukplanningmaps 1134690,30.00,H46,Books & Publications,5999,Miscellaneous and Specialty Retail Stores
08/08/2024,LB18,Libraries-Maidenhead,Amazon* Cx4mz6h85,5.59,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
09/08/2024,LB18,Libraries-Maidenhead,Homebase Ltd,6.00,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
