Transaction Date,Cost Centre,Cost Centre (T),Merchant Name, Gross Amount ,Account,Account (T),MCC,MCC Description
07/06/2023,AK81,Postage - Rechargeable,Post Office Self Serve,12.35,H70,Postage,9402,Postal Services - Government Only
07/06/2023,MC36,Pensions Administration,Gwr Reading Sst,5.40,G39,Client Public Transport,4112,Passenger Railways
07/06/2023,MT49,Community Warden Scheme,Amznmktplace,53.98,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
08/06/2023,AK81,Postage - Rechargeable,Post Office Counter,106.10,H70,Postage,9402,Postal Services - Government Only
08/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,12.99,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
08/06/2023,LB18,Libraries-Maidenhead,Clr*www.Rbwm.Gov.Uk,21.00,J47,Events & Activities,9399,Government Services
08/06/2023,LB18,Libraries-Maidenhead,Sp Yoyo Village Sale,36.92,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
08/06/2023,LT80,Guildhall-Meetings & Events,Sainsburys S/mkt,51.00,H31,Catering (non-taxable benefit),5411,Grocery Stores and Supermarkets
08/06/2023,MT10,Legal Services,Post Office Counter,8.20,H70,Postage,9402,Postal Services - Government Only
08/06/2023,MT49,Community Warden Scheme,Amznmktplace,51.86,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
09/06/2023,LB82,S E Library Management,Se Strood To,57.30,G40,Staff Public Transport,4112,Passenger Railways
09/06/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,"1,311.38",H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
09/06/2023,SVHM,Homelessness,Travelodge Gb0000,117.27,K77,Client Temporary Accommodation,3615,Travelodge
09/06/2023,SVHM,Homelessness,Travelodge Gb0000,994.37,K77,Client Temporary Accommodation,3615,Travelodge
10/06/2023,EC26,"Information, Advice and Support Service",Eig*constantcontact.Com,18.00,J11,Corporate Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
11/06/2023,MT49,Community Warden Scheme,Amznmktplace,30.63,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
11/06/2023,MT49,Community Warden Scheme,Amznmktplace,58.71,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
12/06/2023,AK81,Postage - Rechargeable,Post Office Self Serve,31.25,H70,Postage,9402,Postal Services - Government Only
12/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,11.28,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
12/06/2023,MT65,Community Safety Grant Funded,Amznmktplace,21.98,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
12/06/2023,SVHM,Homelessness,Travelodge Gb0000,62.20,K77,Client Temporary Accommodation,3615,Travelodge
13/06/2023,AK81,Postage - Rechargeable,Post Office Self Serve,38.20,H70,Postage,9402,Postal Services - Government Only
13/06/2023,LR10,Braywick Nature Centre,Screwfix Dir Ltd,88.46,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
13/06/2023,MA42,Business Development,Helloprint United Kingdom,23.14,J44,Marketing/Promotions,7338,"Quick Copy, Reproduction, and Blueprinting Service"
13/06/2023,MA42,Business Development,Xl Displays Ltd,512.40,J44,Marketing/Promotions,5399,Miscellaneous General Merchandise
13/06/2023,MB30,Planning Development Control,Land Registry Ecom Ccc,3.00,J46,Other Expenses,9399,Government Services
14/06/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,542.88,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
14/06/2023,MB01,Centralised Stationery,Amznmktplace,16.03,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
14/06/2023,MB01,Centralised Stationery,Amznmktplace,45.44,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
14/06/2023,ML15,Public Relations,Contstant Contact,169.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
15/06/2023,AK81,Postage - Rechargeable,Post Office Self Serve,73.10,H70,Postage,9402,Postal Services - Government Only
15/06/2023,EC26,"Information, Advice and Support Service",Sainsburys S/mkts,5.65,H35,Refreshments,5411,Grocery Stores and Supermarkets
15/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,19.99,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
15/06/2023,MJ20,Civic & Mayoral Costs,Beaconsfield Sstp,34.20,G39,Client Public Transport,4112,Passenger Railways
15/06/2023,MY37,Corporate I.T. - Networks,Amazon Prime*d44ze9x55,95.00,J11,Corporate Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
16/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,17.10,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
18/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,7.95,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
18/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,17.97,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
19/06/2023,AK81,Postage - Rechargeable,Post Office Self Serve,43.35,H70,Postage,9402,Postal Services - Government Only
19/06/2023,LB18,Libraries-Maidenhead,Amazon.Co.Uk*8e1ar7545,7.33,J47,Events & Activities,5969,Other Direct Marketing-Other Direct Marketers
19/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,9.57,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
19/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,11.99,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
19/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,21.99,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
19/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,25.99,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
19/06/2023,LB18,Libraries-Maidenhead,Gls Educational Su,66.86,J47,Events & Activities,8220,"Colleges, Universities, Professional Schools"
19/06/2023,LB18,Libraries-Maidenhead,Dvla Vehicle Tax,202.50,J46,Other Expenses,9311,Tax Payments
19/06/2023,LB18,Libraries-Maidenhead,Baker Ross,336.26,J47,Events & Activities,5970,"Artist Supply Stores, Craft Shops"
20/06/2023,AK81,Postage - Rechargeable,Post Office Counter,15.75,H70,Postage,9402,Postal Services - Government Only
20/06/2023,LR10,Braywick Nature Centre,Vmo*vimeo Plus+ Monthl,9.54,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
20/06/2023,MB01,Centralised Stationery,Stationeryu,73.43,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
20/06/2023,MC36,Pensions Administration,Premier Inn,185.98,K77,Client Temporary Accommodation,3811,Premier Inn
20/06/2023,ML15,Public Relations,Amazon.Co.Uk*je3lf38b5,22.71,H10,Equipment Purchase,5969,Other Direct Marketing-Other Direct Marketers
20/06/2023,SVHM,Homelessness,Travelodge Gb0000,915.86,K77,Client Temporary Accommodation,3615,Travelodge
21/06/2023,AK81,Postage - Rechargeable,Post Office Counter,6.75,H70,Postage,9402,Postal Services - Government Only
21/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,2.98,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
21/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,13.14,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
21/06/2023,NA11,Town Hall- Operations,Currys Slough,39.99,H10,Equipment Purchase,5732,Electronic Sales
22/06/2023,AK81,Postage - Rechargeable,Post Office Self Serve,38.25,H70,Postage,9402,Postal Services - Government Only
22/06/2023,LR10,Braywick Nature Centre,Amznmktplace,11.98,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
22/06/2023,MA69,Facilities Management,Post Office Counter,184.00,J46,Other Expenses,9402,Postal Services - Government Only
22/06/2023,MA69,Facilities Management,Post Office Counter,184.00,J46,Other Expenses,9402,Postal Services - Government Only
22/06/2023,MB01,Centralised Stationery,Stationeryu,216.49,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
23/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,9.98,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
23/06/2023,LB18,Libraries-Maidenhead,Www.First4magnets.Com,121.63,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
23/06/2023,MT06,Head- Strategy.Policy.,Amznmktplace,70.38,J20,Conference Fees,5999,Miscellaneous and Specialty Retail Stores
23/06/2023,MT06,Head- Strategy.Policy.,Marks&spencer Plc,71.50,J20,Conference Fees,5411,Grocery Stores and Supermarkets
24/06/2023,MA51,Democratic Services,Zoom.Us 888-799-9666,116.94,H92,Software,4814,Telecommunication Services
25/06/2023,LE10,Economic Development,Vmo*vimeo Pro,226.80,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
26/06/2023,AK81,Postage - Rechargeable,Post Office Self Serve,20.25,H70,Postage,9402,Postal Services - Government Only
26/06/2023,LB18,Libraries-Maidenhead,Amznmktplace,6.99,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
26/06/2023,LB80,Libraries-Replacement System,Amznmktplace,16.94,H91,Hardware,5999,Miscellaneous and Specialty Retail Stores
27/06/2023,AK81,Postage - Rechargeable,Post Office Self Serve,38.25,H70,Postage,9402,Postal Services - Government Only
27/06/2023,MT65,Community Safety Grant Funded,Amznmktplace,28.07,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
27/06/2023,MY74,Learning and Development,Qa.Com,"2,340.00",A70,Training - Non-Taxable Benefit,8299,Other Schools and Educational Services
28/06/2023,AK81,Postage - Rechargeable,Post Office Counter,13.15,H70,Postage,9402,Postal Services - Government Only
28/06/2023,LT80,Guildhall-Meetings & Events,Waitrose 194,24.50,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
28/06/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,"1,842.00",H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
28/06/2023,MA69,Facilities Management,Post Office Counter,368.00,J46,Other Expenses,9402,Postal Services - Government Only
28/06/2023,MJ20,Civic & Mayoral Costs,Mfg Maidenhead Road,14.99,J46,Other Expenses,5541,Service Stations
29/06/2023,AK81,Postage - Rechargeable,Post Office Counter,57.60,H70,Postage,9402,Postal Services - Government Only
29/06/2023,LB18,Libraries-Maidenhead,Sainsburys Smkts,308.00,J47,Events & Activities,5411,Grocery Stores and Supermarkets
29/06/2023,LT80,Guildhall-Meetings & Events,Booker Ltd - 38603524,236.34,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
29/06/2023,MT10,Legal Services,Post Office Counter,5.39,H70,Postage,9402,Postal Services - Government Only
30/06/2023,MB30,Planning Development Control,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
30/06/2023,MB30,Planning Development Control,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
30/06/2023,SVHM,Homelessness,Travelodge Gb0000,"1,520.64",K77,Client Temporary Accommodation,3615,Travelodge
02/07/2023,LB18,Libraries-Maidenhead,Amz*tabitha Tam,-9.98,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
02/07/2023,ML15,Public Relations,Axate,2.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
03/07/2023,AK81,Postage - Rechargeable,Post Office Counter,59.70,H70,Postage,9402,Postal Services - Government Only
03/07/2023,LB82,S E Library Management,Se Online Web,35.40,G40,Staff Public Transport,4112,Passenger Railways
05/07/2023,AK81,Postage - Rechargeable,Post Office Self Serve,62.70,H70,Postage,9402,Postal Services - Government Only
05/07/2023,LB18,Libraries-Maidenhead,Amznmktplace,13.59,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
05/07/2023,LB70,Libraries-Stock Fund,Wob.Com,37.66,J55,Book Stock Fund,5192,"Books, Periodicals and Newspapers"
05/07/2023,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,7.63,J46,Other Expenses,5411,Grocery Stores and Supermarkets
05/07/2023,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,17.14,J46,Other Expenses,5411,Grocery Stores and Supermarkets
05/07/2023,MB30,Planning Development Control,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
05/07/2023,MB30,Planning Development Control,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
05/07/2023,NA11,Town Hall- Operations,Www.Screwfix.Com,8.32,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
06/07/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
06/07/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
06/07/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
06/07/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
06/07/2023,MC36,Pensions Administration,Gwr Maidenhead To,104.40,G39,Client Public Transport,4112,Passenger Railways
06/07/2023,MJ20,Civic & Mayoral Costs,Powerbell Services Limite,45.00,G10,Vehicle Servicing & Repairs,7538,Automotive Service Shops
06/07/2023,MJ20,Civic & Mayoral Costs,Powerbell Services Limite,"1,516.54",G10,Vehicle Servicing & Repairs,7538,Automotive Service Shops
10/07/2023,EC26,"Information, Advice and Support Service",Eig*constantcontact.Com,21.60,J11,Corporate Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
10/07/2023,MB30,Planning Development Control,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
10/07/2023,MB38,Aboricultural / Tree Team (Planning),Bsi Standards Ltd,232.00,J46,Other Expenses,2741,Miscellaneous Publishing and Printing
11/07/2023,LB18,Libraries-Maidenhead,Amznmktplace,5.59,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
11/07/2023,MB30,Planning Development Control,Land Registry Ecom Ccc,3.00,J46,Other Expenses,9399,Government Services
11/07/2023,MB30,Planning Development Control,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
12/07/2023,EC26,"Information, Advice and Support Service",Tesco-Stores 6262,3.05,H35,Refreshments,5411,Grocery Stores and Supermarkets
12/07/2023,LB18,Libraries-Maidenhead,Majestic Wine,656.43,H35,Refreshments,5921,"Package Stores, Beer, Wine, Liquor"
12/07/2023,LB24,Libraries-Windsor,Amazon.Co.Uk*oy3sh5hs5,22.92,H10,Equipment Purchase,5969,Other Direct Marketing-Other Direct Marketers
12/07/2023,LB82,S E Library Management,Se Strood To,50.20,G40,Staff Public Transport,4112,Passenger Railways
12/07/2023,MJ20,Civic & Mayoral Costs,Gwr Maidenhead Sst,3.20,G40,Staff Public Transport,4112,Passenger Railways
12/07/2023,MJ20,Civic & Mayoral Costs,Powerbell Services Limite,362.39,G10,Vehicle Servicing & Repairs,7538,Automotive Service Shops
13/07/2023,LB18,Libraries-Maidenhead,Amznmktplace,9.99,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
13/07/2023,LE10,Economic Development,Terraquest Solutions Ltd,21.00,J46,Other Expenses,2741,Miscellaneous Publishing and Printing
13/07/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,-209.88,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
13/07/2023,LT80,Guildhall-Meetings & Events,Windsor And Eton Brewery,123.66,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
13/07/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
13/07/2023,MT65,Community Safety Grant Funded,Amznmktplace,28.07,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
13/07/2023,PQ41,Burial of the Dead,Clr*royal Borough Of,11.00,J46,Other Expenses,9399,Government Services
14/07/2023,LT80,Guildhall-Meetings & Events,W J Daniel & Co,129.99,H10,Equipment Purchase,5311,Department Stores
14/07/2023,ML15,Public Relations,Contstant Contact,196.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
14/07/2023,NA11,Town Hall- Operations,Tesco Stores Plc,1.30,H31,Catering (non-taxable benefit),5411,Grocery Stores and Supermarkets
16/07/2023,LB18,Libraries-Maidenhead,Amznmktplace,29.50,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
17/07/2023,EC26,"Information, Advice and Support Service",Loqate,60.00,H92,Software,5968,Direct Marketing Continuity Subscription Merchants
17/07/2023,LB18,Libraries-Maidenhead,Majestic Wine,244.00,J47,Events & Activities,5921,"Package Stores, Beer, Wine, Liquor"
17/07/2023,MT10,Legal Services,Post Office Counter,2.60,H70,Postage,9402,Postal Services - Government Only
17/07/2023,SVHM,Homelessness,Premier Inn,614.00,K77,Client Temporary Accommodation,3811,Premier Inn
18/07/2023,LB18,Libraries-Maidenhead,Sainsburys.Co.Uk,82.03,J47,Events & Activities,5411,Grocery Stores and Supermarkets
18/07/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
18/07/2023,MT49,Community Warden Scheme,Sp Patrolstore,61.98,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
19/07/2023,EC26,"Information, Advice and Support Service",Amazon.Co.Uk*j18e46pm5,8.66,H45,Stationery,5969,Other Direct Marketing-Other Direct Marketers
19/07/2023,LB18,Libraries-Maidenhead,Amazon Prime*r02ag7vq5,8.99,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
19/07/2023,LR10,Braywick Nature Centre,Teemill Pro,10.00,J46,Other Expenses,5699,Miscellaneous Accessory and Apparel Stores
19/07/2023,LR10,Braywick Nature Centre,Teemill Tech Ltd,20.34,J46,Other Expenses,5699,Miscellaneous Accessory and Apparel Stores
19/07/2023,LR10,Braywick Nature Centre,Radio Solutions,85.14,H10,Equipment Purchase,5065,Electrical Parts and Equipment
19/07/2023,MA42,Business Development,Www.Presco-Uk.Com,122.30,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
19/07/2023,MT49,Community Warden Scheme,Ecardforest Cards&gift,3.49,H10,Equipment Purchase,5815,"Digital Goods - Media, Books, Movies, Music"
20/07/2023,LB18,Libraries-Maidenhead,Sainsburys.Co.Uk,98.27,J47,Events & Activities,5411,Grocery Stores and Supermarkets
20/07/2023,LR10,Braywick Nature Centre,Vmo*vimeo Plus+ Monthl,9.54,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
20/07/2023,LR10,Braywick Nature Centre,Teemill Tech Ltd,181.44,J46,Other Expenses,5699,Miscellaneous Accessory and Apparel Stores
20/07/2023,LT80,Guildhall-Meetings & Events,Southern Co-Op 0176,6.95,H31,Catering (non-taxable benefit),5411,Grocery Stores and Supermarkets
20/07/2023,LT80,Guildhall-Meetings & Events,Windsor And Eton Brewery,98.93,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
20/07/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,"1,557.97",H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
20/07/2023,ML15,Public Relations,Amznmktplace,55.97,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
21/07/2023,LB18,Libraries-Maidenhead,Sainsburys S/mkts,3.95,J47,Events & Activities,5411,Grocery Stores and Supermarkets
21/07/2023,LB18,Libraries-Maidenhead,Sainsburys S/mkts,9.90,J47,Events & Activities,5411,Grocery Stores and Supermarkets
21/07/2023,LB18,Libraries-Maidenhead,Robert Dyas Maidenhead,69.34,J47,Events & Activities,5251,Hardware Stores
21/07/2023,LE10,Economic Development,Paperturn *1021297,172.80,J46,Other Expenses,5045,"Computers, Computer Peripheral Equipment, Software"
21/07/2023,MT10,Legal Services,Find A Will,1.50,J46,Other Expenses,8999,Professional Services
21/07/2023,MY37,Corporate I.T. - Networks,Amazon Prime,-95.00,J11,Corporate Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
24/07/2023,LB18,Libraries-Maidenhead,Majestic Wine,-240.00,J47,Events & Activities,5921,"Package Stores, Beer, Wine, Liquor"
24/07/2023,LB18,Libraries-Maidenhead,Amznmktplace,9.69,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
24/07/2023,LB18,Libraries-Maidenhead,Amznmktplace,12.99,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
24/07/2023,MA51,Democratic Services,Zoom.Us 888-799-9666,116.94,H92,Software,4814,Telecommunication Services
24/07/2023,MT49,Community Warden Scheme,Amazon.Co.Uk*7p9yp7p15,31.34,H10,Equipment Purchase,5969,Other Direct Marketing-Other Direct Marketers
24/07/2023,MT49,Community Warden Scheme,Dvla Vehicle Tax,172.50,H10,Equipment Purchase,9311,Tax Payments
24/07/2023,MT49,Community Warden Scheme,Dvla Vehicle Tax,172.50,H10,Equipment Purchase,9311,Tax Payments
24/07/2023,MT49,Community Warden Scheme,Dvla Vehicle Tax,172.50,A77,Professional Subscriptions,9311,Tax Payments
24/07/2023,SVHM,Homelessness,Premier Inn,695.50,K77,Client Temporary Accommodation,3811,Premier Inn
25/07/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
25/07/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
25/07/2023,PQ41,Burial of the Dead,Clr*royal Borough Of,11.00,J46,Other Expenses,9399,Government Services
26/07/2023,LR10,Braywick Nature Centre,Homebase Ltd,450.00,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
28/07/2023,LB18,Libraries-Maidenhead,One Below,4.50,H10,Equipment Purchase,5411,Grocery Stores and Supermarkets
28/07/2023,LB18,Libraries-Maidenhead,Amznmktplace,21.57,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
28/07/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
29/07/2023,LB18,Libraries-Maidenhead,Amznmktplace,6.79,J47,Events & Activities,5999,Miscellaneous and Specialty Retail Stores
29/07/2023,LB18,Libraries-Maidenhead,Amazon.Co.Uk*ea72j5uw5,38.73,H10,Equipment Purchase,5969,Other Direct Marketing-Other Direct Marketers
31/07/2023,HE01,"MD/Strategic Director A,C & H",The Society Of Local Auth,630.00,J20,Conference Fees,8699,"Organizations, Membership"
31/07/2023,SVHM,Homelessness,Premier Inn,585.50,K77,Client Temporary Accommodation,3811,Premier Inn
01/08/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,3.00,J46,Other Expenses,9399,Government Services
02/08/2023,LB18,Libraries-Maidenhead,Amznmktplace,28.97,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
02/08/2023,ML15,Public Relations,Axate,2.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
03/08/2023,SFRG,Social Fund Reform Grant,Www.Argos.Co.Uk,187.95,H16,Furniture,5311,Department Stores
03/08/2023,SFRG,Social Fund Reform Grant,Www.Argos.Co.Uk,187.95,H16,Furniture,5311,Department Stores
03/08/2023,SFRG,Social Fund Reform Grant,Currys Online,368.00,H16,Furniture,5732,Electronic Sales
03/08/2023,SFRG,Social Fund Reform Grant,Currys Online,383.00,H16,Furniture,5732,Electronic Sales
04/08/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
04/08/2023,MJ20,Civic & Mayoral Costs,Clr*www.Rbwm.Gov.Uk,147.00,J46,Other Expenses,9399,Government Services
07/08/2023,LR10,Braywick Nature Centre,Amznmktplace,38.99,J46,Other Expenses,5999,Miscellaneous and Specialty Retail Stores
07/08/2023,SFRG,Social Fund Reform Grant,Www.Argos.Co.Uk,-185.00,H16,Furniture,5311,Department Stores
07/08/2023,SFRG,Social Fund Reform Grant,Www.Argos.Co.Uk,-2.95,H16,Furniture,5311,Department Stores
07/08/2023,SVHM,Homelessness,Travelodge Gb0000,808.75,K77,Client Temporary Accommodation,3615,Travelodge
08/08/2023,LB21,Libraries-Sunningdale,Sp Displaysense Ltd,152.00,H10,Equipment Purchase,5712,"Equipment, Furniture, and Home Furnishings Stores "
08/08/2023,LE10,Economic Development,Sp Love Maps On Ltd.,100.00,J46,Other Expenses,7333,"Commercial Art, Graphics, Photography "
08/08/2023,LE10,Economic Development,Royal Mail Online Shop,165.00,J46,Other Expenses,9402,Postal Services - Government Only
08/08/2023,MB01,Centralised Stationery,Stationeryu,528.31,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
08/08/2023,MY74,Learning and Development,Www.Soton.Ac.Uk,425.00,A70,Training - Non-Taxable Benefit,8220,"Colleges, Universities, Professional Schools"
08/08/2023,NA11,Town Hall- Operations,Homebase Ltd,7.70,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
09/08/2023,MB01,Centralised Stationery,Stationeryu,60.79,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
09/08/2023,MJ20,Civic & Mayoral Costs,Powerbell Services Limite,"1,029.30",G10,Vehicle Servicing & Repairs,7538,Automotive Service Shops
09/08/2023,MY74,Learning and Development,Www.Charteredforesters,45.00,A70,Training - Non-Taxable Benefit,8699,"Organizations, Membership"
09/08/2023,NA11,Town Hall- Operations,Homebase Ltd,188.00,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
10/08/2023,EC26,"Information, Advice and Support Service",Eig*constantcontact.Com,21.60,H80,Communication,5968,Direct Marketing Continuity Subscription Merchants
10/08/2023,LT80,Guildhall-Meetings & Events,Marks&spencer Plc,15.30,H31,Catering (non-taxable benefit),5411,Grocery Stores and Supermarkets
10/08/2023,MA30,HR Strategic,Stationeryu,127.74,H10,Equipment Purchase,5943,"Office, School Supply, and Stationery Stores"
10/08/2023,MB01,Centralised Stationery,Ryman,82.98,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
10/08/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
10/08/2023,NA11,Town Hall- Operations,Bt Business Bill,72.68,H80,Communication,4814,Telecommunication Services
10/08/2023,PQ41,Burial of the Dead,Clr*royal Borough Of,11.00,J46,Other Expenses,9399,Government Services
11/08/2023,LB70,Libraries-Stock Fund,Amznmktplace,26.49,J46,Other Expenses,5999,Miscellaneous and Specialty Retail Stores
11/08/2023,MB01,Centralised Stationery,Stationeryu,26.99,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
14/08/2023,LR10,Braywick Nature Centre,Tally Ho Farm Limited,29.10,J46,Other Expenses,5995,Pet Shops-Pet Food and Supplies
14/08/2023,LR10,Braywick Nature Centre,Tesco Stores 3404,43.11,J46,Other Expenses,5411,Grocery Stores and Supermarkets
14/08/2023,ML15,Public Relations,Contstant Contact,196.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
15/08/2023,LR10,Braywick Nature Centre,Homebase Ltd,3.60,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
15/08/2023,LR10,Braywick Nature Centre,Sainsburys Spmkts,6.75,J46,Other Expenses,5411,Grocery Stores and Supermarkets
15/08/2023,LR10,Braywick Nature Centre,Tesco Stores 4395,16.60,J46,Other Expenses,5411,Grocery Stores and Supermarkets
15/08/2023,LR10,Braywick Nature Centre,Iceland,19.00,J46,Other Expenses,5411,Grocery Stores and Supermarkets
15/08/2023,MB38,Aboricultural / Tree Team (Planning),Greenham Trading Ltd,98.33,J01,Clothing & Uniforms,5072,Hardware Equipment and Supplies
16/08/2023,LE10,Economic Development,Clr*www.Rbwm.Gov.Uk,147.00,J46,Other Expenses,9399,Government Services
