Transaction Number,Supplier Name,Paid Date,Total,Vat,Service Area,Service Sub Area,Merchant Category
0000324545,REDACTED PERSONAL INFORMATION,11/10/2024,"4,470.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324546,REDACTED PERSONAL INFORMATION,11/10/2024,"3,600.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324547,REDACTED PERSONAL INFORMATION,11/10/2024,"2,850.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324549,REDACTED PERSONAL INFORMATION,11/10/2024,"5,400.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324550,REDACTED PERSONAL INFORMATION,11/10/2024,"5,400.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324551,CLOVER,31/10/2024,"2,561.23",0.00,Car Parks,Car Park Administration,Credit Card Charges
0000324552,REDACTED PERSONAL INFORMATION,11/10/2024,"1,100.16",183.36,Human Resources,Human Resources,Consultants fees
0000324553,CLOVER,31/10/2024,"2,633.46",0.00,Car Parks,Car Park Administration,Credit Card Charges
0000324554,SURREY RECRUITMENT SERVICES LIMITED,11/10/2024,"9,087.95","1,514.66",Depot,"Refuse Collection, Street Cleaning, Grounds Maintenance",Agency Staff
0000324555,CLOVER,31/10/2024,"2,778.19",0.00,Car Parks,Car Park Administration,Credit Card Charges
0000324556,CLOVER,31/10/2024,"2,642.83",0.00,Car Parks,Car Park Administration,Credit Card Charges
0000324561,SOURCE 4 PERSONNEL SOLUTIONS,11/10/2024,632.06,105.34,Depot,Refuse Collection,Agency Staff
0000324562,PERTEMPS RECRUITMENT PARTNERSHIP LTD,11/10/2024,"1,154.40",192.40,Depot,Refuse Collection,Agency Staff
0000324563,FNX MEDIA,25/10/2024,"1,200.00",200.00,Chief Exec. Dpt,Spelthorne Means Business awar,Rechargeable Works Expenditure
0000324565,LAW MORGAN LTD T/AS MORGAN LAW LTD,11/10/2024,"3,300.00",550.00,Car Parks,Procurement,Agency Staff
0000324567,REDACTED PERSONAL INFORMATION,30/10/2024,714.00,0.00,Housing Needs,Housing Needs Administration,Other training
0000324572,REDACTED PERSONAL INFORMATION,11/10/2024,795.00,0.00,Housing Needs,Homelessness Prevention,Rents
0000324576,PLANNING/ASSET MGMT,11/10/2024,917.90,0.00,Asset Management,LAHF properties,LAHF property expenditure
0000324584,NPOWER LTD,29/10/2024,"2,237.26",372.88,Community Safety and Corporate Services,Spelthorne Youth Hub,Electricity
0000324589,SMI GROUP,22/10/2024,"1,276.36",212.72,Depot,Grounds Maintenance,Protective clothing
0000324590,WATSON FUELS,18/10/2024,"19,272.81","3,212.13",Depot,Depot Fuel & Oils,Purchases
0000324592,REIGATE & BANSTEAD BOROUGH COUNCIL,15/10/2024,"27,651.90","4,608.65",Car Parks,Audit,Counter Fraud Service
0000324602,REDACTED PERSONAL INFORMATION,15/10/2024,"1,450.00",0.00,Housing Needs,Rough Sleep Initiative,Rents
0000324606,ENVIRONMENT AGENCY,15/10/2024,540.13,0.00,Depot,Grounds Maintenance,Operational equipment leasing
0000324613,INSIDE HOUSING SOLUTIONS LTD,18/10/2024,"4,800.00",800.00,Environmental Health,Noise Control,OutOfHoursCallService
0000324616,ALEXANDER MARQUEES LTD,18/10/2024,"4,864.90",810.82,Community Safety and Corporate Services,Spelthorne Means Business awar,Rechargeable Works Expenditure
0000324619,PARK AVENUE RECRUITMENT LTD,29/10/2024,"13,406.40","2,234.40",Asset Management,Asset Management Admin,Recruitment Agency Fees
0000324620,REDACTED PERSONAL INFORMATION,15/10/2024,900.00,0.00,Housing Needs,LAHF properties,Purchase of Furniture
0000324638,REID'S PLAYGROUND MAINTENANCE LTD,15/10/2024,"1,986.00",331.00,Environmental Health,Grounds Maintenance,Playground Improvements
0000324639,REID'S PLAYGROUND MAINTENANCE LTD,15/10/2024,"1,266.00",211.00,Depot,Grounds Maintenance,Playground Improvements
0000324640,REID'S PLAYGROUND MAINTENANCE LTD,15/10/2024,"2,076.00",346.00,Depot,Grounds Maintenance,Playground Inspections
0000324644,REACH PUBLISHING SERVICES LIMITED,18/10/2024,"1,202.54",200.42,Community Safety and Corporate Services,Licensing,Other Miscellaneous Expenses
0000324647,CENTRAL SECURITY SYSTEMS,15/10/2024,"1,525.01",254.17,Community Safety and Corporate Services,Neighbourhood Serv Mgt Support,Operational Equipment purchase
0000324648,CENTRAL SECURITY SYSTEMS,15/10/2024,"2,154.31",359.05,Community Safety and Corporate Services,Mobile CCTV Units,Other Grants
0000324658,DICOL EFFLUENT,15/10/2024,"1,236.00",171.00,Depot,White House Garage Site,Environmental Services
0000324659,PLANNING/ASSET MGMT,15/10/2024,"2,000.00",0.00,Planning,Share Prosperity Fund,Business Growth Plans & Innova
0000324661,WORKPLACE COMMUNICATIONS LTD,15/10/2024,840.00,140.00,Independent Living,Community Care Administration,Other training
0000324662,PLANNING/ASSET MGMT,15/10/2024,"2,000.00",0.00,Planning,Share Prosperity Fund,Business Growth Plans & Innova
0000324663,REDACTED PERSONAL INFORMATION,15/10/2024,"1,250.00",0.00,Housing Needs,Homelessness Prevention,Rents
0000324666,REID'S PLAYGROUND MAINTENANCE LTD,18/10/2024,"1,368.00",228.00,Environmental Health,Grounds Maintenance,Playground Improvements
0000324667,REID'S PLAYGROUND MAINTENANCE LTD,18/10/2024,816.00,136.00,Environmental Health,Grounds Maintenance,Playground Improvements
0000324668,REID'S PLAYGROUND MAINTENANCE LTD,18/10/2024,"2,466.00",411.00,Environmental Health,Grounds Maintenance,Playground Improvements
0000324675,CORNERSTONES BARRISTERS,18/10/2024,840.00,140.00,Planning,Development Control,Legal and Court Costs
0000324677,REDACTED PERSONAL INFORMATION,18/10/2024,"2,033.16",338.86,Housing Needs,Property acquisition for famil,Other Works
0000324678,LONDON WARRANT ENFORCEMENT,18/10/2024,"1,382.96",0.00,Office Services,Office Services,Office Services
0000324681,NOBLE POLYTHENE LTD,22/10/2024,"4,407.48",734.58,Depot,Grounds Maintenance,Operational Equipment purchase
0000324682,SURREY RECRUITMENT SERVICES LIMITED,18/10/2024,"7,869.74","1,311.62",Depot,"Refuse Collection, Street Cleaning, Grounds Maintenance",Agency Staff
0000324683,SURREY RECRUITMENT SERVICES LIMITED,18/10/2024,"6,575.18","1,095.86",Depot,"Refuse Collection, Street Cleaning, Grounds Maintenance",Agency Staff
0000324686,REDACTED PERSONAL INFORMATION,18/10/2024,"1,800.00",300.00,Projects,Green Initiatives,Consultants fees
0000324687,SELLICK PARTNERSHIP LTD,18/10/2024,"1,903.97",317.33,Car Parks,Legal,Agency Staff
0000324688,SELLICK PARTNERSHIP LTD,18/10/2024,"1,742.40",290.40,Car Parks,Legal,Agency Staff
0000324695,SURREY COUNTY COUNCIL,18/10/2024,"2,380.50",396.75,Chief Exec. Dpt,Local Land Charges,Other LA Surrey County Council
0000324696,REDACTED PERSONAL INFORMATION,25/10/2024,"1,320.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324697,REDACTED PERSONAL INFORMATION,18/10/2024,"1,740.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324711,PREMIER SERVICES,18/10/2024,804.00,134.00,Asset Management,Planned Maintenance Programme,Improvements and Adaptation
0000324713,PREMIER SERVICES,18/10/2024,"12,722.40","2,120.40",Asset Management,Thameside House,Site Security
0000324714,PREMIER SERVICES,18/10/2024,"12,312.00","2,052.00",Asset Management,Thameside House,Site Security
0000324715,REDACTED PERSONAL INFORMATION,18/10/2024,"8,635.20","1,439.20",Asset Management,Charter Building,Consultants fees
0000324716,REDACTED PERSONAL INFORMATION,18/10/2024,"14,922.00","2,487.00",Asset Management,Charter Building,Consultants fees
0000324717,SAFEPLAY PLAYGROUND SERVICES LTD,18/10/2024,"12,884.88","2,147.48",Asset Management,Planned Maintenance Programme,Programmed Maintenance
0000324718,FLOWBIRD SMART CITY UK LTD,18/10/2024,"2,794.80",465.80,Car Parks,Car Park Administration,Operational Equipment Maint.
0000324721,PH DESIGN,18/10/2024,"2,670.00",0.00,Environmental Health,Allotments,Grounds maintained noncontract
0000324725,AREA SQ LIMITED,18/10/2024,"94,134.05","15,689.01",Asset Management,Thames Tower,Building Works
0000324726,REDACTED PERSONAL INFORMATION,18/10/2024,"4,166.40",694.40,Asset Management,Thames Tower,Consultants fees
0000324727,REDACTED PERSONAL INFORMATION,18/10/2024,"4,166.40",694.40,Asset Management,Thames Tower,Consultants fees
0000324728,REDACTED PERSONAL INFORMATION,18/10/2024,"4,166.40",694.40,Asset Management,Thames Tower,Consultants fees
0000324730,ASHFORD YOUTH AND COMMUNITY CLUB CIC,18/10/2024,"2,788.39",0.00,Community Safety and Corporate Services,Spelthorne Youth Hub various,Cleaning materials
0000324735,G2RECRUITMENT,18/10/2024,"1,050.00",175.00,Environmental Health,Environmental Health Admin,Agency Staff
0000324741,CULLIGAN (UK) LTD,18/10/2024,"1,362.10",227.02,Office Services,Facilities Management,Operational Equipment Maint.
0000324746,SP GRAPHICS,18/10/2024,"1,020.00",170.00,Car Parks,Car Park Administration,Operational Equipment Maint.
0000324749,VIVID RESOURCING,18/10/2024,748.80,124.80,Environmental Health,Environmental Health Admin,Agency Staff
0000324750,REDACTED PERSONAL INFORMATION,18/10/2024,"14,264.81","2,377.47",Housing Needs,LAHF properties,Building Works
0000324752,VIVID RESOURCING,18/10/2024,"2,052.00",342.00,Planning,Planning Policy and Implement,Agency Staff
0000324753,VIVID RESOURCING,18/10/2024,"1,692.00",282.00,Planning,Planning Policy and Implement,Agency Staff
0000324755,WATSON FUELS,18/10/2024,"3,850.20",641.70,Depot,Depot Fuel & Oils,Purchases
0000324759,CENTRAL SECURITY SYSTEMS,18/10/2024,"1,525.01",254.17,Community Safety and Corporate Services,Mobile CCTV Units,Other Grants
0000324761,REDACTED PERSONAL INFORMATION,18/10/2024,"17,558.64","2,926.44",Human Resources,Human Resources,Consultants fees
0000324774,EZE LIFTS LIMITED,18/10/2024,734.96,122.49,Asset Management,Planned Maintenance Programme,Improvements and Adaptation
0000324775,THAMESWAY CONTRACTORS LTD,18/10/2024,"4,535.70",755.95,Asset Management,Planned Maintenance Programme,Programmed Maintenance
0000324776,JG ENVIRONMENTAL LTD,18/10/2024,"5,047.16",841.19,Asset Management,SpelthorneLeisurCenDevelopment,Other Works
0000324778,PREMIER SERVICES,18/10/2024,"6,293.67","1,048.95",Asset Management,SpelthorneLeisurCenDevelopment,Other Works
0000324780,JG ENVIRONMENTAL LTD,18/10/2024,900.00,150.00,Asset Management,SpelthorneLeisurCenDevelopment,Other Works
0000324781,REDACTED PERSONAL INFORMATION,18/10/2024,924.00,154.00,Asset Management,Asset Management Admin,Consultants fees
0000324783,PROFESSIONAL ELECTRICAL SOLUTIONS LTD,18/10/2024,642.00,107.00,Asset Management,Business Incubator,Networking
0000324784,REDACTED PERSONAL INFORMATION,18/10/2024,988.20,164.70,Asset Management,WBC 4,Consultants fees
0000324785,MORGAN HUNT,18/10/2024,"1,134.00",189.00,Office Services,Customer Services,Agency Staff
0000324787,WICKSTEED LEISURE LTD,18/10/2024,"73,006.80","12,167.80",Environmental Health,Shepperton Studios S106,Playground Improvements
0000324788,REDACTED PERSONAL INFORMATION,18/10/2024,"30,802.42",0.00,Housing Needs,White House,Responsive maintenance
0000324789,REDACTED PERSONAL INFORMATION,22/10/2024,"1,995.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324791,REDACTED PERSONAL INFORMATION,22/10/2024,"1,995.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324807,REDACTED PERSONAL INFORMATION,22/10/2024,"21,960.00","3,660.00",Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324812,REDACTED PERSONAL INFORMATION,18/10/2024,"4,176.67",0.00,Housing Needs,Rent Assure Scheme,Rents
0000324816,REDACTED PERSONAL INFORMATION,18/10/2024,"1,900.00",0.00,Housing Needs,Homelessness Prevention,Rent Deposits
0000324818,REDACTED PERSONAL INFORMATION,18/10/2024,"1,733.00",0.00,Housing Needs,Homelessness Prevention,Rents
0000324820,REDACTED PERSONAL INFORMATION,18/10/2024,"2,150.00",0.00,Housing Needs,Rough Sleep Initiative,Rents
0000324823,AAI MEDIA,22/10/2024,706.36,117.73,Planning,Development Control,Other Advertising
0000324825,CLOVER,31/10/2024,"2,781.14",0.00,Car Parks,Car Park Administration,Credit Card Charges
0000324826,REDACTED PERSONAL INFORMATION,29/10/2024,"1,700.00",0.00,Housing Needs,Longford Village,Rents
0000324827,REDACTED PERSONAL INFORMATION,29/10/2024,"1,700.00",0.00,Housing Needs,Longford Village,Rents
0000324828,REDACTED PERSONAL INFORMATION,29/10/2024,"2,450.00",0.00,Housing Needs,Longford Village,Rents
0000324829,REDACTED PERSONAL INFORMATION,29/10/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000324830,REDACTED PERSONAL INFORMATION,29/10/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000324831,REDACTED PERSONAL INFORMATION,29/10/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000324833,REDACTED PERSONAL INFORMATION,29/10/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000324834,REDACTED PERSONAL INFORMATION,29/10/2024,"1,450.00",0.00,Housing Needs,Longford Village,Rents
0000324835,REDACTED PERSONAL INFORMATION,29/10/2024,"2,450.00",0.00,Housing Needs,Longford Village,Rents
0000324836,REDACTED PERSONAL INFORMATION,29/10/2024,"1,450.00",0.00,Housing Needs,Longford Village,Rents
0000324837,REDACTED PERSONAL INFORMATION,29/10/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000324838,REDACTED PERSONAL INFORMATION,29/10/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000324839,REDACTED PERSONAL INFORMATION,29/10/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000324840,REDACTED PERSONAL INFORMATION,29/10/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000324841,REDACTED PERSONAL INFORMATION,29/10/2024,"1,700.00",0.00,Housing Needs,Longford Village,Rents
0000324844,REDACTED PERSONAL INFORMATION,25/10/2024,700.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324845,REDACTED PERSONAL INFORMATION,25/10/2024,630.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324847,REDACTED PERSONAL INFORMATION,25/10/2024,770.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324856,KIMMIES KRAFTS,22/10/2024,"1,806.25",0.00,Environment Services,Staines Market,Hard Surfaces
0000324857,ABC FOOD LAW LTD,22/10/2024,"1,500.00",250.00,Office Services,CX,Other training
0000324863,BACS IDS,22/10/2024,783.86,0.00,Building Control,Building Control,BC Gar Regulation applications
0000324864,BACS IDS,22/10/2024,"2,000.00",0.00,Community Safety and Corporate Services,Share Prosperity Fund,Business Growth Plans & Innova
0000324866,REDACTED PERSONAL INFORMATION,22/10/2024,"25,883.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324870,REDACTED PERSONAL INFORMATION,22/10/2024,"2,100.00",350.00,Human Resources,Human Resources,Consultants fees
0000324873,YBC CLEANING SERVICES LTD,22/10/2024,"12,197.04","2,032.84",Office Services,Various,Contract cleaning
0000324875,NTA MONITOR,25/10/2024,"5,400.00",900.00,Office Services,IT Overheads & Infrastructure,Secure networking
0000324876,SPECIALIST FLEET SERVICES LIMITED,22/10/2024,"4,135.47",680.63,Depot,"SAT, Refuse Collection, Street Cleaning, Grounds Maintenance",Commercial Vehicle Maintenance
0000324877,PRODRIVE PERSONNEL LTD,25/10/2024,625.92,104.32,Depot,Grounds Maintenance,Agency Staff
0000324879,REDACTED PERSONAL INFORMATION,22/10/2024,"3,360.00",560.00,Human Resources,Human Resources,Consultants fees
0000324880,SURF & TURF INSTANT SHELTERS,22/10/2024,"1,135.00",189.17,Depot,Staines Market,External Contracts
0000324885,REDACTED PERSONAL INFORMATION,22/10/2024,800.00,0.00,Community Safety and Corporate Services,Corporate Publicity,Marketing
0000324887,SELLICK PARTNERSHIP LTD,22/10/2024,"1,742.40",290.40,Car Parks,Legal,Agency Staff
0000324891,REDACTED PERSONAL INFORMATION,25/10/2024,"3,080.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324892,GIFFORD TREE SERVICES,22/10/2024,900.00,150.00,Depot,Grounds Maintenance,Operational equip mats & suppl
0000324893,THE OTTER NURSERY,22/10/2024,"2,065.40",344.24,Depot,Grounds Maintenance,Operational equip mats & suppl
0000324896,SELLICK PARTNERSHIP LTD,22/10/2024,"1,968.88",328.15,Car Parks,Legal,Agency Staff
0000324897,SELLICK PARTNERSHIP LTD,22/10/2024,"2,166.19",361.03,Car Parks,Legal,Agency Staff
0000324899,TRAFFIC MANAGEMENT CENTRE,22/10/2024,560.00,0.00,Environment Services,Car Park Administration,Traffic Enforcement Centre
0000324900,SELLICK PARTNERSHIP LTD,22/10/2024,"1,665.97",277.66,Car Parks,Legal,Agency Staff
0000324901,SELLICK PARTNERSHIP LTD,22/10/2024,"1,903.97",317.33,Car Parks,Legal,Agency Staff
0000324902,SELLICK PARTNERSHIP LTD,22/10/2024,"2,242.36",373.73,Car Parks,Legal,Agency Staff
0000324907,AREA SQ LIMITED,25/10/2024,"91,648.21","15,274.70",Asset Management,Thames Tower,Building Works
0000324908,REDACTED PERSONAL INFORMATION,25/10/2024,700.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324909,REDACTED PERSONAL INFORMATION,25/10/2024,630.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324910,REDACTED PERSONAL INFORMATION,25/10/2024,595.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324911,REDACTED PERSONAL INFORMATION,25/10/2024,595.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324912,REDACTED PERSONAL INFORMATION,25/10/2024,595.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324913,REDACTED PERSONAL INFORMATION,25/10/2024,770.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000324919,J S FRUITERERS,25/10/2024,730.00,0.00,Independent Living,"Fordbridge Day Centre, Meals on Wheels",Food Purchases
0000324925,PROFESSIONAL ELECTRICAL SOLUTIONS LTD,25/10/2024,"1,353.60",225.60,Asset Management,Planned Maintenance Programme,Responsive maintenance
0000324932,SEE SERVICES,25/10/2024,"5,384.16",897.36,Asset Management,Planned Maintenance Programme,Programmed Maintenance
0000324933,CLYDE & CO LLP,25/10/2024,"4,200.00",700.00,Asset Management,"3 Roundwood Ave, Stockley Park",Legal and Court Costs
0000324934,THE OYSTER PARTNERSHIP,25/10/2024,"4,050.00",675.00,Asset Management,Asset Management Admin,Agency Staff
0000324936,TIAA LTD,25/10/2024,"5,076.00",846.00,Car Parks,Audit,External Contracts
0000324938,SIREN DESIGN LIMITED,25/10/2024,"4,431.00",738.50,Asset Management,Charter Building,Marketing
0000324939,THAMESWAY CONTRACTORS LTD,25/10/2024,"6,330.00","1,055.00",Asset Management,SpelthorneLeisurCenDevelopment,Other Works
0000324940,REDACTED PERSONAL INFORMATION,25/10/2024,"3,060.00",510.00,Asset Management,Charter Building,Consultants fees
0000324942,ROYAL MAIL,25/10/2024,"1,052.77",175.46,Office Services,Postage Holding Account,Holding Account Expenditure
0000324948,HIAB LTD,25/10/2024,"2,351.10",391.85,Depot,Refuse Collection,Commercial Vehicle Maintenance
0000324957,CFH DOCMAIL LTD,25/10/2024,"15,743.04","2,623.84",Financial Support,Electoral Registration,Postage Direct charge
0000324960,G2RECRUITMENT,25/10/2024,"1,905.76",317.63,Environmental Health,Environmental Health Admin,Agency Staff
0000324961,WHITE LODGE CENTRE,25/10/2024,"1,610.00",0.00,Leisure,Youth Projects,Playscheme Vouchers
0000324969,REDACTED PERSONAL INFORMATION,25/10/2024,"10,800.00","1,800.00",Planning,Development Control,Consultants fees
0000324971,REDACTED PERSONAL INFORMATION,25/10/2024,"8,100.00","1,350.00",Housing Needs,Homes for Spelthorne,Other Miscellaneous Expenses
0000324974,CTS RECRUITMENT,25/10/2024,614.02,102.34,Depot,Refuse Collection,Agency Staff
0000324975,SOFTCAT,25/10/2024,"18,204.48","3,034.08",Information Technology,IT Overheads & Infrastructure,Hardware Support
0000324977,PERTEMPS RECRUITMENT PARTNERSHIP LTD,25/10/2024,"2,539.68",423.28,Depot,Refuse Collection,Agency Staff
0000324982,KENT COUNTY COUNCIL (KCS),25/10/2024,"42,998.82","6,523.94",Asset Management,Various,Electricity
0000324983,KENT COUNTY COUNCIL (KCS),25/10/2024,"8,404.65","1,309.02",Asset Management,Various,Gas
0000324987,REDACTED PERSONAL INFORMATION,25/10/2024,"33,991.50","5,665.25",Planning,Development Control,Consultants fees
0000324988,VIVID RESOURCING,25/10/2024,"2,052.00",342.00,Planning,Planning Policy and Implement,Agency Staff
0000324989,LANDSCAPE SUPPLY COMPANY,29/10/2024,710.61,118.44,Depot,Grounds Maintenance,Operational equip mats & suppl
0000324990,CORNERSTONES BARRISTERS,25/10/2024,"14,610.00","2,435.00",Planning,Development Control,Legal and Court Costs
0000324994,STAINES UPON THAMES BID LTD,25/10/2024,"2,000.00",333.33,Leisure,Share Prosperity Fund,Cultural Kick Starter Elmsleig
0000324996,PROFESSIONAL ELECTRICAL SOLUTIONS LTD,29/10/2024,"1,848.00",308.00,Community Safety and Corporate Services,Spelthorne Youth Hub,Electrical Works
0000324999,ROYAL MAIL,25/10/2024,"2,910.04",485.01,Office Services,Postage Holding Account,Holding Account Expenditure
0000325000,ROYAL MAIL,25/10/2024,"6,326.30",982.18,Office Services,Postage Holding Account,Holding Account Expenditure
0000325002,REDACTED PERSONAL INFORMATION,25/10/2024,"1,530.80",0.00,Planning,Planning Policy and Implement,Consultants fees
0000325008,LONDON WARRANT ENFORCEMENT,29/10/2024,913.87,0.00,Office Services,Office Services,Office Services
0000325010,WHITBY PARTNERSHIP LTD,29/10/2024,"4,188.00",698.00,Depot,Environmental Enhancements,Grounds maintained noncontract
0000325014,RICHARD CLARK,29/10/2024,700.00,0.00,Independent Living,Community Care Administration,NWS Alliance Prevention
0000325016,RICHARD CLARK,29/10/2024,875.00,0.00,Independent Living,Community Care Administration,NWS Alliance Prevention
0000325019,SURREY RECRUITMENT SERVICES LIMITED,29/10/2024,933.12,155.52,Independent Living,Greeno Day Centre,Temporary Staff
0000325023,SELLICK PARTNERSHIP LTD,29/10/2024,"1,900.80",316.80,Car Parks,Legal,Agency Staff
0000325026,REID'S PLAYGROUND MAINTENANCE LTD,29/10/2024,816.00,136.00,Asset Management,Grounds Maintenance,Playground Improvements
0000325029,SURREY RECRUITMENT SERVICES LIMITED,29/10/2024,933.12,155.52,Independent Living,Greeno Day Centre,Temporary Staff
0000325030,VALID CONSULTANCY LTD,29/10/2024,"1,240.00",0.00,Environmental Health,Food Safety Acts,Analysts fees
0000325034,KINNARPS (UK) LTD,29/10/2024,"2,192.88",365.48,Office Services,Office Services,Office Furniture Purchase
0000325045,SMITH AND BYFORD LIMITED,29/10/2024,"23,200.56","3,866.76",Asset Management,Planned Maintenance Programme,Programmed Maintenance
0000325046,SAFESITE SECURITY SOLUTIONS LTD,29/10/2024,"1,101.18",183.53,Asset Management,Hanover House,Security services
0000325047,THE OYSTER PARTNERSHIP,29/10/2024,"4,050.00",675.00,Asset Management,Asset Management Admin,Agency Staff
0000325049,STRUCTURAL RENOVATIONS LTD,29/10/2024,"27,428.40","4,571.40",Asset Management,Planned Maintenance Programme,Programmed Maintenance
0000325050,ORWAK EASI UK LTD,29/10/2024,"1,500.00",250.00,Asset Management,Benwell P2,Responsive maintenance
0000325051,REDACTED PERSONAL INFORMATION,29/10/2024,"1,320.00",220.00,Asset Management,Asset Management Admin,Consultants fees
0000325052,CONTACT ROLLER SHUTTERS LTD,29/10/2024,"12,225.60","2,037.60",Asset Management,Tothill Street M/s Car Park,F&F Repairs
0000325054,CLYDE & CO LLP,29/10/2024,720.00,120.00,Asset Management,Elmsleigh,Legal and Court Costs
0000325055,CLYDE & CO LLP,29/10/2024,"6,000.00","1,000.00",Asset Management,Elmsleigh,Legal and Court Costs
0000325056,CLYDE & CO LLP,29/10/2024,966.00,161.00,Asset Management,Elmsleigh,Legal and Court Costs
0000325060,SMI GROUP,29/10/2024,"1,155.70",192.63,Depot,Grounds Maintenance,Protective clothing
0000325064,THE ENVIRONMENTAL PROTECTION GROUP LTD,29/10/2024,"6,354.00","1,059.00",Environmental Health,Pollution Control,Pollution Control Monitoring
0000325065,GREEN & PARTNERS LLP,29/10/2024,"8,100.00","1,350.00",Asset Management,Elmsleigh,Premises Letting Fees
0000325080,WILLMOTT DIXON CONSTRUCTION LIMITED,29/10/2024,"764,461.25","127,410.21",Asset Management,SpelthorneLeisurCenDevelopment,Other Works
0000325085,BACS IDS,29/10/2024,"2,000.00",0.00,Community Safety and Corporate Services,Share Prosperity Fund,Business Growth Plans & Innova
0000325086,BACS IDS,29/10/2024,"2,000.00",0.00,Community Safety and Corporate Services,Share Prosperity Fund,Business Growth Plans & Innova
0000325088,REDACTED PERSONAL INFORMATION,29/10/2024,"4,773.63",795.60,Asset Management,SpelthorneLeisurCenDevelopment,Consultants fees
,,,,,,,
,CREDIT CARDS,,,,,,
,AMAZON,,333.99,0,Electoral Registration,Long Service Awards,Applie iPad 2022
,LNER ONLINE,,54.7,0,Members Expenses,Other training,Train tickets for the Leader
,TESCO STORES,,15.5,0,Facilities Management,Tea Trolley provisions,milk
,AMAZON,,39,0,Neighbourhood Serv Mgt Support,Books & publications,Cemetery Law Book
,CABLE TIES DIRECT,,95.16,15.86,Street Cleaning,Operational equip mats & suppl,Cable ties
,TESCO STORES,,13.95,0,Facilities Management,Tea Trolley provisions,Milk
,DVLA TACHOGRAPH WEB,,38,0,Refuse Collection,Commercial Vehicle Maintenance,Tachograph Fee
,TESCO STORES,,17.05,0,Facilities Management,Tea Trolley provisions,Milk
,TESCO STORES,,18.6,0,Facilities Management,Tea Trolley provisions,Milk
,AMAZON,,40.98,6.83,Grounds Maintenance,Grounds maintained noncontract,Screwdriver and hex key set
,SPECSAVERS,,60,0,Neighbourhood Serv Mgt Support,Medical Reports,Hearing test
,SHELL ASHFORD,,7.6,0,Facilities Management,Tea Trolley provisions,milk
,AMAZON,,44.09,7.35,Grounds Maintenance,Grounds maintained noncontract,jumbo high tower
,AMAZON,,68.77,11.47,Grounds Maintenance,Grounds maintained noncontract,"Suffleboard, rocks, lawn set"
,AMAZON,,32.99,0,Grounds Maintenance,Grounds maintained noncontract,grounds maintenance
,SAINSBURYS SUPERMARKET,,23.8,0,Facilities Management,Tea Trolley provisions,milk
,AMAZON,,21.9,3.65,Grounds Maintenance,Grounds maintained noncontract,bean bag
,SAINSBURYS.CO.UK,,230.38,0,Staines Community Centre,Food Purchases,Food for Staines CC café
,HIGHFIELD-GROUP,,30,5,CX,Other training,Food safety training for TF at Staines
,AMAZON,,25.94,4.32,Meals on Wheels,Commercial Vehicle Maintenance,Extension lead for mow van
,SAINSBURYS.CO.UK,,-3.5,0,Staines Community Centre,Food Purchases,Food for Staines CC café
,SAINSBURYS.CO.UK,,229.31,0,Staines Community Centre,Food Purchases,Food for Staines CC café
,ICELAND FOODS,,169.35,0,Greeno Day Centre,Food Purchases,Food for Greeno
