Transaction Number,Supplier Name,Paid Date,Total,Vat,Service Area,Service Sub Area,Merchant Category
0000314656,ASHFORD RELIEF IN NEED CHARITIES,12/03/2024,"2,000.00",0.00,Accounts,Allotments,Rents
0000314657,PERTEMPS RECRUITMENT PARTNERSHIP LTD,12/03/2024,"2,835.46",472.58,Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000314681,SURREY RECRUITMENT SERVICES LIMITED,12/03/2024,"7,701.41","1,283.57",Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000314683,ESSEX CHAMBERS,12/03/2024,"2,700.00",450.00,Planning,Development Control,Legal and Court Costs
0000314685,SURREY COUNT COUNCIL,12/03/2024,"149,864.00",0.00,Car Parks,DPE,Other LA Surrey County Council
0000314686,SURREY COUNT COUNCIL,12/03/2024,"153,492.00",0.00,Car Parks,DPE,Other LA Surrey County Council
0000314695,REDACTED PERSONAL INFORMATION,12/03/2024,"6,472.58",0.00,Housing Needs,Harper House,External Management of T/A
0000314696,REDACTED PERSONAL INFORMATION,12/03/2024,"30,802.42",0.00,Housing Needs,White House,External Management of T/A
0000314699,IMPROVEMENT&DEVELOPMENT AGENCY,12/03/2024,"1,560.00",260.00,Information Technology,IT Overheads & Infrastructure,Subscriptions General
0000314701,SELLICK PARTNERSHIP LTD,12/03/2024,"2,813.18",468.86,Car Parks,Legal,Agency Staff
0000314702,THE OYSTER PARTNERSHIP,12/03/2024,"2,745.60",457.60,Car Parks,Procurement,Agency Staff
0000314703,FLOWBIRD SMART CITY UK LTD,12/03/2024,670.68,111.78,Car Parks,Car Park Administration,Operational Equipment Maint.
0000314704,REDACTED PERSONAL INFORMATION,15/03/2024,"12,945.60","2,157.60",Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314705,EVERYONE ACTIVE,12/03/2024,"11,499.99","1,916.66",Leisure,Spelthorne Leisure Centre,General repairs
0000314706,APETITO LTD,12/03/2024,"2,551.49",425.25,Independent Living,Meals on Wheels,Commercial Vehicle Lease
0000314707,REDACTED PERSONAL INFORMATION,15/03/2024,"13,838.40","2,306.40",Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314709,RUNNYMEDE BOROUGH COUNCIL,19/03/2024,"40,701.60","6,783.60",Community Safety and Corporate Services,Community Safety CCTV,Other LA Runnymede BC
0000314710,KINETIQ,12/03/2024,"4,800.00",800.00,Community Safety and Corporate Services,Corporate Publicity,Computer Software
0000314711,ABACUS PROPERTY SOLUTIONS,12/03/2024,"34,313.06","5,718.84",Environment Services,"Laleham Nursery Portacabins, Street cleaning, Moorings & Lifebelts",Equipment
0000314713,POWERPOINT FIRE AND SECURITY LTD,12/03/2024,"1,032.00",172.00,Environment Services,Street Cleaning,Litter Bins
0000314716,MICK EVANS TRAINING SERVICES,12/03/2024,"1,390.00",0.00,Depot,Grounds Maintenance,Operational Training
0000314718,INOVEM LTD,12/03/2024,"9,024.00","1,504.00",Planning,Planning Policy and Implement,Computer Software
0000314719,SELLICK PARTNERSHIP LTD,12/03/2024,"1,947.24",324.54,Car Parks,Legal,Agency Staff
0000314722,WORKOUT WORLD,12/03/2024,560.00,0.00,Independent Living,Staines Community Centre,Tutors
0000314723,SIREN DESIGN LIMITED,12/03/2024,"1,440.00",240.00,Asset Management,Charter Building,Marketing
0000314724,CLYDE & CO LLP,12/03/2024,"47,522.16","7,920.36",Asset Management,"3 Roundwood Ave, Stockley Park",Legal and Court Costs
0000314725,BTP FOODSERVICE LTD,12/03/2024,"4,973.48",828.91,Asset Management,Charter Building,Landlord's Subsidy
0000314726,LEO HORSFIELD SURVEYING LTD,12/03/2024,650.00,108.34,Asset Management,LAHF properties,LAHF property expenditure
0000314727,LEO HORSFIELD SURVEYING LTD,12/03/2024,650.00,108.34,Asset Management,LAHF properties,LAHF property expenditure
0000314728,APPLIED RESILIENCE,12/03/2024,"19,128.03","3,188.00",Projects,Emergency Planning,External Contracts
0000314729,REDACTED PERSONAL INFORMATION,15/03/2024,"13,050.00","2,175.00",Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314730,REDACTED PERSONAL INFORMATION,19/03/2024,630.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314731,REDACTED PERSONAL INFORMATION,19/03/2024,630.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314732,REDACTED PERSONAL INFORMATION,19/03/2024,700.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314733,REDACTED PERSONAL INFORMATION,19/03/2024,770.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314734,REDACTED PERSONAL INFORMATION,19/03/2024,595.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314736,REDACTED PERSONAL INFORMATION,19/03/2024,"2,620.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314740,SPELTHORNE MUSEUM,12/03/2024,"5,400.00",0.00,Housing Needs,Community Development,Neighbourhood Agenda
0000314751,REDACTED PERSONAL INFORMATION,15/03/2024,"1,440.00",240.00,Car Parks,Legal,Consultants fees
0000314753,REDACTED PERSONAL INFORMATION,15/03/2024,"5,670.00",945.00,Planning,Economic Development,Consultants fees
0000314755,BRAY ASSOCIATES,15/03/2024,"10,380.00","1,730.00",Depot,Staines Market,External Contracts
0000314765,REDACTED PERSONAL INFORMATION,15/03/2024,"2,100.00",0.00,Environment Services,Sales Ledger Control Account,Refunds
0000314770,REDACTED PERSONAL INFORMATION,19/03/2024,"1,772.57",0.00,Human Resources,General Staff Exp Unallocated,Consultants fees
0000314771,FIRST CALL CONTRACT SERVICES,15/03/2024,"1,236.38",206.06,Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000314772,SURREY RECRUITMENT SERVICES LIMITED,15/03/2024,"7,063.01","1,177.17",Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000314776,VIVID RESOURCING,15/03/2024,"1,159.20",193.20,Office Services,Environmental Health Admin,Agency Staff
0000314779,VIVID RESOURCING,15/03/2024,"1,440.00",240.00,Environmental Health,Licensing,Agency Staff
0000314781,PERTEMPS RECRUITMENT PARTNERSHIP LTD,15/03/2024,"2,835.46",472.58,Depot,Refuse Collection,Agency Staff
0000314783,ACTIVE TRAINING WORLD LTD.,15/03/2024,"1,593.60",265.60,Leisure,Sports and Active Lifestyle,Operational Equipment purchase
0000314784,REDACTED PERSONAL INFORMATION,15/03/2024,950.00,0.00,Housing Needs,Homelessness Prevention,Court Desk Duty
0000314786,MORGAN HUNT,15/03/2024,"1,398.60",233.10,Office Services,Customer Services,Agency Staff
0000314789,RED KITE CONSERVATION SERVICES,15/03/2024,984.00,164.00,Depot,Environmental Enhancements,Grounds maintained noncontract
0000314792,THE OYSTER PARTNERSHIP,15/03/2024,"1,608.76",268.13,Planning,Planning Policy and Implement,Agency Staff
0000314795,GRANICUS-FIRMSTEP LTD,19/03/2024,"37,050.00","6,175.00",Office Services,"Customer Services, Acquisition of GovTech",Computer Software
0000314796,J R B ENTERPRISE,15/03/2024,"2,926.92",487.82,Depot,Grounds Maintenance,Operational equipment leasing
0000314798,REDACTED PERSONAL INFORMATION,19/03/2024,"1,800.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314800,BLUE SOLUTION COMMERCIAL CLEANING LTD,15/03/2024,888.00,148.00,Planning,Business Incubator,Contract cleaning
0000314801,SPECIALIST FLEET SERVICES LIMITED,15/03/2024,"2,623.90",437.32,Depot,Refuse Collection,Commercial Vehicle Maintenance
0000314803,CENTRAL SECURITY SYSTEMS,15/03/2024,"1,056.00",176.00,Community Safety and Corporate Services,Grounds Maintenance,Operational Equipment purchase
0000314815,RMP IRRIGATION,15/03/2024,"7,774.80","1,295.80",Environment Services,Grounds Maintenance,Operational Equipment purchase
0000314816,VANTA STAFFING LTD,15/03/2024,"1,940.64",323.44,Depot,Refuse Collection,Agency Staff
0000314817,THAMESWAY CONTRACTORS LTD,15/03/2024,"9,030.00","1,505.00",Housing Needs,Harper House,Responsive maintenance
0000314818,THAMESWAY CONTRACTORS LTD,15/03/2024,"1,692.00",282.00,Housing Needs,Harper House,Responsive maintenance
0000314819,REDACTED PERSONAL INFORMATION,15/03/2024,973.92,162.32,Housing Needs,Harper House,Responsive maintenance
0000314820,SURREY RECRUITMENT SERVICES LIMITED,15/03/2024,"6,717.51","1,119.59",Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000314823,REDACTED PERSONAL INFORMATION,15/03/2024,"1,500.00",0.00,Housing Needs,Accommodation for Offenders,Other Miscellaneous Expenses
0000314825,TIAA LTD,19/03/2024,"6,480.00","1,080.00",Car Parks,Audit,External Contracts
0000314826,TIAA LTD,19/03/2024,"3,240.00",540.00,Car Parks,Audit,External Contracts
0000314830,PRODRIVE PERSONNEL LTD,26/03/2024,875.52,145.92,Depot,Grounds Maintenance,Agency Staff
0000314831,INSIDE HOUSING SOLUTIONS LTD,22/03/2024,"3,019.99",503.33,Environmental Health,Noise Control,OutOfHoursCallService
0000314832,SELLICK PARTNERSHIP LTD,15/03/2024,"1,861.20",310.20,Car Parks,Legal,Agency Staff
0000314839,REDACTED PERSONAL INFORMATION,19/03/2024,"1,242.00",0.00,Human Resources,General Staff Exp Unallocated,Medical Advisor
0000314842,CAPSTICKS SOLICITORS LLP,19/03/2024,876.00,146.00,Car Parks,Legal,Legal and Court Costs
0000314845,REDACTED PERSONAL INFORMATION,19/03/2024,"1,170.00",195.00,Human Resources,Human Resources,Consultants fees
0000314846,PENTLAND PLANTS LTD,19/03/2024,969.90,161.65,Depot,Grounds Maintenance,Operational Training
0000314847,CIPFA BUSINESS LTD,19/03/2024,"8,688.00","1,448.00",Accounts,Accountancy,Subscriptions General
0000314848,CIPFA BUSINESS LTD,19/03/2024,"3,420.00",0.00,Accounts,Accountancy,Subscriptions General
0000314849,STREETMASTER PRODUCTS,19/03/2024,"1,554.00",259.00,Depot,Street Cleaning,Operational equip mats & suppl
0000314851,SAFEPLAY PLAYGROUND SERVICES LTD,19/03/2024,"2,570.40",428.40,Environmental Health,Grounds Maintenance,Playground Inspections
0000314854,VIVID RESOURCING,26/03/2024,"2,318.40",386.40,Office Services,Environmental Health Admin,Agency Staff
0000314855,CENTERPRISE INTERNATIONAL LTD,19/03/2024,"15,300.00","2,550.00",Information Technology,IT Overheads & Infrastructure,Disaster recovery
0000314857,CENTERPRISE INTERNATIONAL LTD,19/03/2024,"1,200.00",200.00,Information Technology,IT Overheads & Infrastructure,Disaster recovery
0000314859,REDACTED PERSONAL INFORMATION,26/03/2024,"1,375.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314863,REDACTED PERSONAL INFORMATION,26/03/2024,"1,540.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314867,REDACTED PERSONAL INFORMATION,26/03/2024,"1,540.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314871,LONDON WARRANT ENFORCEMENT,19/03/2024,"1,462.84",0.00,Office Services,Office Services,Office Services
0000314878,LABC SERVICES,19/03/2024,"2,694.18",449.03,Building Control,Building Control,External Contracts
0000314880,LLOYDS BANK PLC,26/03/2024,630.59,0.00,Accounts,Corporate Management,Bank Charges
0000314881,SELLICK PARTNERSHIP LTD,19/03/2024,"2,344.32",390.72,Car Parks,Legal,Agency Staff
0000314884,SAFESITE SECURITY SOLUTIONS LTD,19/03/2024,"2,775.30",462.55,Asset Management,Ashford Hospital - Victory Pla,Security services
0000314888,WILLMOTT DIXON CONSTRUCTION LIMITED,19/03/2024,"2,670,805.91","445,134.32",Asset Management,SpelthorneLeisurCenDevelopment,Other Works
0000314892,THE OYSTER PARTNERSHIP,19/03/2024,"3,432.00",572.00,Asset Management,Asset Management Admin,Agency Staff
0000314893,THE OYSTER PARTNERSHIP,19/03/2024,"4,050.00",675.00,Asset Management,Asset Management Admin,Agency Staff
0000314894,JK BUILD LTD,19/03/2024,762.00,127.00,Asset Management,Planned Maintenance Programme,Surveyors
0000314897,JK BUILD LTD,19/03/2024,912.00,152.00,Asset Management,Planned Maintenance Programme,Surveyors
0000314898,REDACTED PERSONAL INFORMATION,19/03/2024,696.00,116.00,Housing Needs,Harper House,Service Charge
0000314900,IDOX SOFTWARE LTD,19/03/2024,780.00,130.00,Financial Support,Electoral Registration,Computer Software
0000314901,REDACTED PERSONAL INFORMATION,19/03/2024,696.00,116.00,Housing Needs,White House,Service Charge
0000314922,SILKTIDE LTD,19/03/2024,"2,805.86",467.64,Community Safety and Corporate Services,Corporate Publicity,Marketing
0000314928,MAY HARRIS MULTI SERVICES LTD,19/03/2024,"12,552.83","2,092.14",Office Services,Various Day centres,Contract cleaning
0000314933,FRONTLINE,19/03/2024,"6,273.76","1,045.62",Community Safety and Corporate Services,Corporate Publicity,Borough Newspaper & annual rep
0000314934,SURREYARBORIST,19/03/2024,660.00,0.00,Depot,Grounds Maintenance,Operational Equipment Maint.
0000314937,RUNNYMEDE BOROUGH COUNCIL,19/03/2024,"10,105.36","1,684.23",Depot,Neighbourhood Serv Mgt Support,Other Miscellaneous Expenses
0000314938,CUSHMAN AND WAKEFIELD,19/03/2024,644.60,0.00,Asset Management,Charter Building,Service Charge
0000314953,REDACTED PERSONAL INFORMATION,19/03/2024,"3,230.00",0.00,Housing Needs,Homelessness Prevention,Rents
0000314962,GM COACHWORK GROUP,22/03/2024,"1,188.00",198.00,Depot,Replacement Spelride Bus,Equipment
0000314970,PELICAN PROCUREMENT SERVICES,26/03/2024,640.95,11.47,Independent Living,Staines Community Centre,Food Purchases
0000314971,SURREY COUNTY COUNCIL,22/03/2024,"1,912.03",318.67,Chief Exec. Dpt,Local Land Charges,Other LA Surrey County Council
0000314973,REDACTED PERSONAL INFORMATION,26/03/2024,"10,151.78","1,673.63",Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314974,SELLICK PARTNERSHIP LTD,22/03/2024,"1,615.78",269.30,Car Parks,Legal,Agency Staff
0000314975,VIVID RESOURCING,22/03/2024,"1,159.20",193.20,Office Services,Environmental Health Admin,Agency Staff
0000314976,VIVID RESOURCING,22/03/2024,"1,440.00",240.00,Environmental Health,Licensing,Agency Staff
0000314977,AIR QUALITY CONSULTANTS LIMITED,22/03/2024,"10,080.00","1,680.00",Environmental Health,Pollution Control,Pollution Control Monitoring
0000314979,REDACTED PERSONAL INFORMATION,22/03/2024,"3,978.00",663.00,Planning,Planning Policy and Implement,Consultants fees
0000314980,REDACTED PERSONAL INFORMATION,22/03/2024,"10,000.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314982,G2RECRUITMENT,22/03/2024,"1,764.00",294.00,Environmental Health,Licensing,Agency Staff
0000314984,SELLICK PARTNERSHIP LTD,22/03/2024,"1,108.80",184.80,Car Parks,Legal,Agency Staff
0000314985,CIVICA UK LTD,22/03/2024,"10,989.00","1,831.50",Community Safety and Corporate Services,Committee Services,Computer Software
0000314986,E C MILLS LIMITED,22/03/2024,"1,690.00",0.00,Environmental Health,Public Health,Public Burials
0000314988,MORGAN HUNT,22/03/2024,"1,398.60",233.10,Office Services,Customer Services,Agency Staff
0000314989,CENTRAL SECURITY SYSTEMS,22/03/2024,"1,689.60",281.60,Community Safety and Corporate Services,Neighbourhood Serv Mgt Support,Marketing
0000314990,BT GLOBAL SERVICES,22/03/2024,"1,475.28",245.88,Information Technology,IT Overheads & Infrastructure,Networking
0000314991,REDACTED PERSONAL INFORMATION,22/03/2024,754.93,0.00,Planning,Planning Policy and Implement,Consultants fees
0000314993,CASTLE WATER,28/03/2024,"2,336.21",255.99,Asset Management,Various,Water Charges
0000314994,THE OYSTER PARTNERSHIP,22/03/2024,"3,432.00",572.00,Car Parks,Procurement,Agency Staff
0000314995,THE OYSTER PARTNERSHIP,22/03/2024,"2,745.60",457.60,Car Parks,Procurement,Agency Staff
0000314998,REDACTED PERSONAL INFORMATION,26/03/2024,660.00,110.00,Depot,River Ash Broadwalk,Consultants fees
0000314999,FIRST CALL CONTRACT SERVICES,26/03/2024,"2,198.02",366.34,Depot,Street Cleaning,Agency Staff
0000315000,REDACTED PERSONAL INFORMATION,22/03/2024,600.00,0.00,Community Safety and Corporate Services,Corporate Publicity,Marketing
0000315001,SPECIALIST FLEET SERVICES LIMITED,22/03/2024,"3,007.01",501.17,Depot,Refuse Collection,Commercial Vehicle Maintenance
0000315004,TMPI LTD,22/03/2024,"5,645.00",0.00,Environmental Health,Grounds Maintenance,Operational equip mats & suppl
0000315005,REIGATE & BANSTEAD BOROUGH COUNCIL,22/03/2024,"27,054.00","4,509.00",Car Parks,Audit,Counter Fraud Service
0000315025,PRO DOOR (UK) LTD,22/03/2024,710.40,118.40,Asset Management,Planned Maintenance Programme,Responsive maintenance
0000315027,THE OYSTER PARTNERSHIP,22/03/2024,"3,432.00",572.00,Asset Management,Asset Management Admin,Agency Staff
0000315028,GM COACHWORKS LTD,22/03/2024,"96,985.00","16,155.00",Depot,Replacement Spelride Bus,Equipment
0000315029,THE OYSTER PARTNERSHIP,22/03/2024,"4,050.00",675.00,Asset Management,Asset Management Admin,Agency Staff
0000315030,DEVONSHIRES SOLICITORS LLP,22/03/2024,658.80,109.80,Asset Management,General Property Expenses,Legal and Court Costs
0000315032,AFFINITY WATER LTD,22/03/2024,"16,178.70",0.00,Asset Management,SpelthorneLeisurCenDevelopment,Public Utilities
0000315035,PROMOTIONAL CLOTHING COMPANY LTD,22/03/2024,838.88,83.13,Leisure,Sports and Active Lifestyle,Clothing
0000315036,STAINES-UPON-THAMES BID LTD,22/03/2024,873.00,145.50,Office Services,Staines BID,Rechargeable Works Expenditure
0000315037,REDACTED PERSONAL INFORMATION,22/03/2024,950.00,0.00,Housing Needs,Homelessness Prevention,Court Desk Duty
0000315038,STAINES-UPON-THAMES BID LTD,22/03/2024,736.28,122.71,Office Services,Staines BID,Rechargeable Works Expenditure
0000315039,STAINES-UPON-THAMES BID LTD,22/03/2024,"2,178.47",363.08,Office Services,Staines BID,Rechargeable Works Expenditure
0000315065,JK BUILD LTD,22/03/2024,"3,780.00",630.00,Housing Needs,Longford Village,General repairs
0000315068,JK BUILD LTD,22/03/2024,630.00,105.00,Housing Needs,Longford Village,General repairs
0000315070,WATSON FUELS,26/03/2024,"2,508.84",418.14,Depot,Depot Fuel & Oils,Purchases
0000315072,JK BUILD LTD,22/03/2024,"44,563.20","7,427.20",Housing Needs,LAHF properties,LAHF property expenditure
0000315073,REDACTED PERSONAL INFORMATION,26/03/2024,"1,855.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315077,SEE SERVICES,22/03/2024,"1,344.84",224.14,Housing Needs,Longford Village,General repairs
0000315079,HURST PEIRCE & MALCOLM LLP,22/03/2024,"1,536.00",256.00,Asset Management,Thames Tower,Consultants fees
0000315081,REDACTED PERSONAL INFORMATION,26/03/2024,"3,819.18",534.89,Asset Management,"Car Park Administration, Community Safety CCTV",Electricity
0000315082,KENT COUNTY COUNCIL (KCS),26/03/2024,"63,550.43","9,488.36",Asset Management,Facilities Management Various,Electricity
0000315083,KENT COUNTY COUNCIL (KCS),26/03/2024,"18,459.52","3,029.52",Asset Management,Facilities Management Various,Gas
0000315084,REDACTED PERSONAL INFORMATION,22/03/2024,539.00,0.00,Building Control,Building Control,Professional subscriptions
0000315090,Proludic Ltd,22/03/2024,"39,684.00","6,614.00",Environmental Health,Parks Strategy,Playground Improvements
0000315091,Proludic Ltd,22/03/2024,"1,716.00",286.00,Environmental Health,Parks Strategy,Playground Improvements
0000315092,MARTIN CRANFIELD ASSOCIATES,22/03/2024,"3,345.60",557.60,Environmental Health,Pollution Control,Pollution Control Monitoring
0000315095,SMITH AND BYFORD LIMITED,22/03/2024,"2,318.76",386.46,Housing Needs,Longford Village,General repairs
0000315098,COMMUNITY FOUNDATION FOR SURREY,22/03/2024,"1,250.00",0.00,Accounts,Corporate Management,Community Plan
0000315105,REDACTED PERSONAL INFORMATION,26/03/2024,"1,056.00",176.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315108,REDACTED PERSONAL INFORMATION,26/03/2024,"1,131.20",151.20,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315109,REDACTED PERSONAL INFORMATION,26/03/2024,"1,092.00",182.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315112,ALPHABET (UK) FLEET MANAGEMENT LTD,26/03/2024,"4,236.44",706.07,Human Resources,Social Prescribing,Leased Cars
0000315119,REDACTED PERSONAL INFORMATION,26/03/2024,550.00,0.00,Community Safety and Corporate Services,Members Expenses,Other training
0000315120,REDACTED PERSONAL INFORMATION,26/03/2024,800.00,0.00,Independent Living,Staines Community Centre,Tutors
0000315123,PERTEMPS RECRUITMENT PARTNERSHIP LTD,26/03/2024,"3,271.68",545.28,Depot,Refuse Collection,Agency Staff
0000315128,REDACTED PERSONAL INFORMATION,26/03/2024,600.00,0.00,Independent Living,Staines Community Centre,Tutors
0000315133,VANTA STAFFING LTD,26/03/2024,"1,612.51",268.75,Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000315134,SURREY RECRUITMENT SERVICES LIMITED,26/03/2024,"4,986.04",831.00,Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000315135,REDACTED PERSONAL INFORMATION,26/03/2024,"4,773.49",0.00,Planning,Planning Policy and Implement,Consultants fees
0000315138,REDACTED PERSONAL INFORMATION,26/03/2024,630.00,0.00,Independent Living,Greeno Day Centre,Tutors
0000315139,REDACTED PERSONAL INFORMATION,26/03/2024,"9,600.00",0.00,Housing Needs,Homelessness Prevention,Rental Payment Support
0000315140,REDACTED PERSONAL INFORMATION,26/03/2024,900.00,0.00,Housing Needs,Homelessness Prevention,Advice Plus
0000315154,REDACTED PERSONAL INFORMATION,26/03/2024,"6,472.58",0.00,Housing Needs,Harper House,Responsive maintenance
0000315162,JAMES & JAMES DESIGN LTD,26/03/2024,"14,088.00","2,348.00",Asset Management,"3 Roundwood Ave, Stockley Park",Marketing
0000315163,REDACTED PERSONAL INFORMATION,26/03/2024,"7,200.00","1,200.00",Asset Management,Benwell P2,Consultants fees
0000315164,BTP FOODSERVICE LTD,26/03/2024,"3,490.25",581.71,Asset Management,Charter Building,Landlord's Subsidy
0000315165,KEMPTON CARR CROFT,26/03/2024,"1,404.00",234.00,Asset Management,General Property Expenses,Surveyors
0000315166,JUDGE EVENTS LTD,26/03/2024,"1,950.00",325.00,Asset Management,"3 Roundwood Ave, Stockley Park",Marketing
0000315168,JLL LTD,26/03/2024,"9,000.00","1,500.00",Asset Management,12 Hammersmith Grove,Consultants fees
0000315169,PREMIER SERVICES,26/03/2024,"11,901.60","1,983.60",Depot,Hanover House,Security services
0000315170,REDACTED PERSONAL INFORMATION,26/03/2024,"1,320.00",220.00,Leisure,SpelthorneLeisurCenDevelopment,Consultants fees
0000315171,MAY HARRIS MULTI SERVICES LTD,28/03/2024,"12,552.83","2,092.14",Office Services,Various Day centres,Contract cleaning
0000315172,PREMIER SERVICES,26/03/2024,"2,940.00",490.00,Depot,Grounds Maintenance,Security services
0000315173,PREMIER SERVICES,26/03/2024,"1,599.60",266.60,Depot,Grounds Maintenance,Security services
0000315182,REDACTED PERSONAL INFORMATION,26/03/2024,"10,171.20","1,695.20",Housing Needs,Homelessness Prevention,Projects
0000315183,TALKING TREE,26/03/2024,"1,287.55",0.00,Leisure,Share Prosperity Fund,Urban Garden & Food Growth
0000315186,PRODRIVE PERSONNEL LTD,26/03/2024,875.52,145.92,Depot,Grounds Maintenance,Agency Staff
0000315187,VODAFONE LTD,26/03/2024,"7,649.70","1,274.95",Office Services,IT Overheads & Infrastructure,Computer Supplies
0000315188,PRODRIVE PERSONNEL LTD,26/03/2024,875.52,145.92,Depot,Grounds Maintenance,Agency Staff
0000315246,CUSHMAN AND WAKEFIELD,26/03/2024,"45,515.52",0.00,Asset Management,Thames Tower,Service Charge
0000315247,CUSHMAN AND WAKEFIELD,26/03/2024,"28,350.00",0.00,Asset Management,Summit Centre,Service Charge
0000315248,REDACTED PERSONAL INFORMATION,26/03/2024,"2,632.92",438.82,Housing Needs,Harper House,Contract cleaning
0000315249,REDACTED PERSONAL INFORMATION,26/03/2024,"2,632.92",438.82,Housing Needs,Harper House,Contract cleaning
0000315250,REDACTED PERSONAL INFORMATION,28/03/2024,"2,632.92",438.82,Housing Needs,Harper House,Contract cleaning
0000315251,NOMINET UK,26/03/2024,666.92,111.16,Office Services,IT Overheads & Infrastructure,Networking
0000315252,REDACTED PERSONAL INFORMATION,26/03/2024,"1,397.09",225.95,Human Resources,Electric car scheme,Advances made
0000315253,THE NATIONAL LEAFLET COMPANY,26/03/2024,"5,054.46",840.31,Community Safety and Corporate Services,Corporate Publicity,Borough Newspaper & annual rep
0000315256,RPS CONSULTING SERVICES LTD,26/03/2024,"2,028.00",338.00,Asset Management,Elmbrook House,General repairs
0000315257,REDACTED PERSONAL INFORMATION,26/03/2024,"2,400.00",400.00,Housing Needs,Homelessness Prevention,Projects
0000315260,VODAFONE LTD,26/03/2024,"7,659.90","1,276.65",Office Services,IT Overheads & Infrastructure,Computer Supplies
0000315261,REDACTED PERSONAL INFORMATION,26/03/2024,"2,520.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315265,SING SPELTHORNE,26/03/2024,"2,640.00",0.00,Leisure,Share Prosperity Fund,Cultural Kick Starter Elmsleig
0000315271,TRANSPORT FOR LONDON,28/03/2024,612.50,0.00,Depot,Refuse Collection,Other Reimbursements
0000315272,PELICAN PROCUREMENT SERVICES,28/03/2024,"3,070.57",63.68,Independent Living,Meals on Wheels,Food Purchases
0000315273,PELICAN PROCUREMENT SERVICES,28/03/2024,"2,927.17",31.08,Independent Living,Greeno Day Centre,Food Purchases
0000315274,H M LAND REGISTRY,28/03/2024,690.00,0.00,Car Parks,Development Control,Land registry
0000315278,WYBONE LIMITED,28/03/2024,"4,665.07",777.51,Depot,Grounds Maintenance,Grounds maintained noncontract
0000315279,THE OYSTER PARTNERSHIP,28/03/2024,950.63,158.44,Planning,Planning Policy and Implement,Agency Staff
0000315280,VIVID RESOURCING,28/03/2024,"1,159.20",193.20,Office Services,Environmental Health Admin,Agency Staff
0000315281,GRANICUS-FIRMSTEP LTD,28/03/2024,"17,761.18","2,960.19",Information Technology,Applications - Achieve Forms,Computer Software
0000315282,STAINES-UPON-THAMES BID LTD,28/03/2024,"2,400.00",400.00,Planning,Economic Development,Inward Investment
0000315284,SPECIALIST FLEET SERVICES LIMITED,28/03/2024,"9,736.05","1,614.06",Depot,"Facilities Management, Neighbourhood Serv Mgt Support, Refuse Collection, Grounds maintenance, SAT",Commercial Vehicle Maintenance
0000315285,LEAP ENVIRONMENTAL,28/03/2024,"7,302.00","1,217.00",Asset Management,General Property Expenses,Collection of Rubbish & Recycl
0000315304,FIRST CALL CONTRACT SERVICES,28/03/2024,"1,511.14",251.86,Depot,Street Cleaning,Agency Staff
0000315305,EP TRAINING,28/03/2024,"1,195.00",170.00,Depot,Street Cleaning,Operational equip mats & suppl
0000315309,MORGAN HUNT,28/03/2024,"1,398.60",233.10,Office Services,Customer Services,Agency Staff
0000315314,REDACTED PERSONAL INFORMATION,28/03/2024,595.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315316,REDACTED PERSONAL INFORMATION,28/03/2024,700.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
