* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police - Other Third Party Payments,45035,7631.08,MINISTRY OF JUSTICE (KNOWN AS NATIONAL OFFENDERS MANAGEMENT SERVICE)
Clothing & Uniform,45035,772.2,MICHAEL LUPTON ASSOCIATES LTD
Police -Stray / Dangerous Animals,45035,632.09,ANIMAL RELATED SERVICES
Police - Pathologists Fees,45035,1051.6,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST (MFT)
Police - Pathologists Fees,45035,1051.6,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST (MFT)
Police - Pathologists Fees,45035,1051.6,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST (MFT)
Rates,45035,5370.49,LANCASTER CITY COUNCIL [17340]
Rates,45035,133120,LANCASTER CITY COUNCIL [17340]
Rates,45035,52736,LANCASTER CITY COUNCIL [17340]
Rates,45035,4872.73,LANCASTER CITY COUNCIL [17340]
Police Reactive Maintenance - Building Services,45035,1839.02,KENDRA ENERGY SOLUTIONS LTD
Police - Counsel Fees,45035,2050.02,KBW BARRISTERS CHAMBERS
Police - Vehicle Workshop Parts,45035,1308.93,JEPSON & CO LTD
Rates,45035,2169.07,HYNDBURN BOROUGH COUNCIL
Rates,45035,130560,HYNDBURN BOROUGH COUNCIL
Rates,45035,17215.5,HYNDBURN BOROUGH COUNCIL
Rates,45035,9356.25,HYNDBURN BOROUGH COUNCIL
Rents - General,45035,5911.57,HYNDBURN BOROUGH COUNCIL
Rents - General,45035,3770.81,HENCO (INTERNATIONAL) LTD
Police - Casualty Bureau Collaboration,45035,6987.5,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police - Tyres,45035,8284.52,GOODYEAR SSC
Police - Tyres,45035,13485.52,GOODYEAR SSC
Police - Media Campaigns,45035,2207.83,GLOBAL MEDIA GROUP SERVICES LTD
Police - Media Campaigns,45035,1442.36,GLOBAL MEDIA GROUP SERVICES LTD
Police - Media Campaigns,45035,2099.81,GLOBAL MEDIA GROUP SERVICES LTD
Computer Licences,45035,600,GENIUS GROUP LTD
Rates,45035,62464,FYLDE BOROUGH COUNCIL
Rates,45035,14096.75,FYLDE BOROUGH COUNCIL
Training Expenses (External),45035,840,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Vehicle Workshop Parts,45035,500,CICELEY COMMERCIALS LTD [227519]
Rates,45035,2357.77,CHORLEY BOROUGH COUNCIL
Rates,45035,74752,CHORLEY BOROUGH COUNCIL
Police - Guest Speakers,45035,1869,CHARTERED MANAGEMENT INSTITUTE
Police - Detained Persons - Other Expenses,45035,1785,CHARLES FELLOWS SUPPLIES LTD
Hire of Transport,45035,538.44,ARNOLD CLARK CAR & VAN RENTAL
Computer Equipment (Hardware),45035,7658.82,CDW UK LTD
Computer Licences,45035,5123.28,CDW UK LTD
Ext  Adapt  Improv  Etc,45035,6375,CCH JOINERY (PRESTON) LTD
Ext  Adapt  Improv  Etc,45035,3375,CCH JOINERY (PRESTON) LTD
Police Reactive Maintenance - Building Fabric,45035,885,CCH JOINERY (PRESTON) LTD
Hire of Transport,45035,783,CAR-PORT UK
Hire of Transport,45035,1044,CAR-PORT UK
Rates,45035,13485.48,BURNLEY BOROUGH COUNCIL
Rates,45035,7073.33,BURNLEY BOROUGH COUNCIL
Rates,45035,9106.75,BURNLEY BOROUGH COUNCIL
Rates,45035,73216,BURNLEY BOROUGH COUNCIL
Rates,45035,6811.35,BLACKPOOL COUNCIL
Rates,45035,378880,BLACKPOOL COUNCIL
Rates,45035,5239.5,BLACKBURN WITH DARWEN BOROUGH COUNCIL
Rates,45035,2986.52,BLACKBURN WITH DARWEN BOROUGH COUNCIL
Rates,45035,12849.25,BLACKBURN WITH DARWEN BOROUGH COUNCIL
Rates,45035,11227.5,BLACKBURN WITH DARWEN BOROUGH COUNCIL
Rates,45035,11102.75,BLACKBURN WITH DARWEN BOROUGH COUNCIL
Rents - General,45037,1382.75,WYRE BOROUGH COUNCIL
Vehicle & Plant R&M (External),45037,7603.78,WN V TECH T/A VCS POLICE & SPECIAL PROJECTS
Police - Counsel Fees,45037,2622.5,WEIGHTMANS LLP
Vehicle Purchase,45037,23889.36,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Catering Service (External),45037,2749.2799999999997,TURNER PRICE LTD
Catering Service (External),45037,911.31,TURNER PRICE LTD
Catering Service (External),45037,804.47,TIFFIN SANDWICHES LTD
ICT Stock / Stores,45037,2185.38,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45037,582.04,THIRD PARTY SUPPLIER
Computer Licences,45037,120684.37,THIRD PARTY SUPPLIER
Computer Licences,45037,12166.7,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45037,540.78,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45037,3141.4100000000003,THIRD PARTY SUPPLIER
ICT Stock / Stores,45037,600.1,THIRD PARTY SUPPLIER
Computer Licences,45037,47885.57,THIRD PARTY SUPPLIER
Computer Data Network,45037,5739.1900000000005,THIRD PARTY SUPPLIER
Programmed Service Contracts,45037,4709.94,THIRD PARTY SUPPLIER
Agency Staff,45037,819.23,ACHIEVA GROUP LTD
Police - FSS,45037,4619,THIRD PARTY FORENSIC SERVICES
Clothing & Uniform,45037,2419.2,TASK FORCE DISTRIBUTION LTD
Rates,45037,60928,SOUTH RIBBLE BOROUGH COUNCIL
Vehicle Purchase,45037,900,SEPURA LTD
Equipment General,45037,690,SCENESAFE
Computer Licences,45037,138308.4,SCC
Furniture General,45037,511.6,SCC
Police - Health & Safety - Occ Health,45037,1128.1,AERO HEALTHCARE
Postage & Carriage,45037,3079.8999999999996,ROYAL MAIL NW & NW
Equipment General,45037,4702,ROBINSON GALE-TASH UK LTD
Conference Expenses,45037,6000,ROAD SAFETY SUPPORT LTD
Police - Vehicle Workshop Parts,45037,585,RIBBLESDALE AUTO ELECTRICS UNITS LTD
Police - Other Third Party Payments,45037,3746.0299999999997,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45037,5000,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45037,3720.1800000000003,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45037,1200,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45037,1009.73,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45037,1200,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45037,1009.73,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45037,5000,AFC FYLDE COMMUNITY FOUNDATION
Consultant Fees,45037,7346.35,REED SPECIALIST RECRUITMENT LTD
Rents - General,45037,1122,AGED BLIND & DISABLED CENTRE (BACUP)
Consultant Fees,45037,10659,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45037,3483.33,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45037,603.63,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45037,10972.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45037,6270,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45037,279015,REED SPECIALIST RECRUITMENT LTD
Training Expenses (External),45037,10450,REED SPECIALIST RECRUITMENT LTD
Police Reactive Maintenance - Building Services,45037,754.65,PREMIER OF LYTHAM  LTD
Petrol,45037,33716.67999999999,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Police Reactive Maintenance - Building Services,45037,7253.799999999999,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45037,1605,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45037,1604,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45037,5282.5199999999995,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45037,824.9200000000001,PREMIER OF LYTHAM  LTD
Computer Licences,45037,82048.7,POLICE DIGITAL SERVICE
Computer Licences,45037,60000,POLICE DIGITAL SERVICE
Police ICT Company,45037,261478,POLICE DIGITAL SERVICE
Training Expenses (External),45037,1835,POLICE AND CRIME COMMISSIONER FOR KENT
Training Expenses (External),45037,1475,POLCOMM TRAINING & DEVELOPMENT
Furniture General,45037,675,OFFICE CHAIR RENOVATION
Police - Other Third Party Payments,45037,1300,ODD ARTS
Police -Stray / Dangerous Animals,45037,2093.11,ANIMAL RELATED SERVICES
Police - Horse Expenses,45037,941.28,ANIMAL RELATED SERVICES
Rents - General,45037,2471.33,LANCASHIRE COUNTY DEVELOPMENTS (PROPERTY) LTD
Police - Financial Services - Payroll,45037,94369,LANCASHIRE COUNTY COUNCIL (200398)
Computer Hardware,45037,692.81,LANCASHIRE COUNTY COUNCIL (200398)
Equipment General,45037,13500,LANCASHIRE COUNTY COUNCIL (200398)
Police - Health & Safety - Occ Health,45037,540,KAYS MEDICAL LTD
Waste Collection Charges,45037,720,JACKSON SKIPS & RECYCLING LTD
Vehicle & Plant R&M (External),45037,1076.52,HALFORDS
Conference Expenses,45037,1126,GRESHAM OFFICE FURNITURE LTD
Police - Counsel Fees,45037,600,FORBES SOLICITORS
Police - Counsel Fees,45037,800,FORBES SOLICITORS
Ext  Adapt  Improv  Etc,45037,5350.8,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45037,516.62,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45037,633.8,E-TEC ELECTRICAL LTD
Training Expenses (External),45037,2800,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45037,1240.75,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Vehicle Workshop Parts,45037,554.1,ECCO SAFETY GROUP UK LTD
Police - Vehicle Workshop Equipment,45037,1125.95,CV COMPONENTS (FORMERLY ALLIANCE AUTOMOTIVE UK LV LTD)
Equipment General,45037,6176.44,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Consolidated invoice suspense,45037,55723.47,CORONA ENERGY
Other Expenses,45037,594.71,COFFEE 1652
Consolidated invoice suspense,45037,2011.63,CLARITY TRAVEL LIMITED
Police - Vehicle Workshop Equipment,45037,1549.35,CALIBRATION & CONSULTANCY SERVICES (UK)
Equipment General,45037,666.3199999999999,CAELUS DRONES LTD
Rents - General,45037,1712.5,BLACKPOOL COUNCIL
Equipment General,45037,7704.5,AVR GROUP LIMITED
Ext  Adapt  Improv  Etc,45037,9596.57,ASSA ABLOY SECURITY DOORS
Rates,45041,1362.27,WYRE BOROUGH COUNCIL
Police - Mutual assistance,45041,4006.73,WEST MERCIA POLICE & CRIME COMMISSIONER
Police - Other Third Party Payments,45041,8850,WAVE TRUST
PCC Commissioning - Public Protection,45041,18284.58,VICTIM SUPPORT LANCASHIRE
PCC Commissioning - Public Protection,45041,50301.83,VICTIM SUPPORT LANCASHIRE
PCC Commissioning - Public Protection,45041,198039.83,VICTIM SUPPORT LANCASHIRE
PCC Commissioning - Public Protection,45041,77007.5,VICTIM SUPPORT LANCASHIRE
Police - Other Third Party Payments,45041,20000,UCLAN - UNIVERSITY OF CENTRAL LANCASHIRE
Catering Service (External),45041,746.38,TURNER PRICE LTD
Catering Service (External),45041,1961.9699999999998,TURNER PRICE LTD
Police - Other Third Party Payments,45041,4166.4,TRUECALL LTD
Police - Agents Fees,45041,2187.5,TLT LLP
Equipment General,45041,867.73,THIRD PARTY SUPPLIER
Police - Settlements - Staff,45041,14000,THIRD PARTY SUPPLIER
ICT Stock / Stores,45041,2320.5,THIRD PARTY SUPPLIER
Police - FSS,45041,11162.72,THIRD PARTY FORENSIC SERVICES
Police - FSS,45041,2253.83,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45041,2945.63,THIRD PARTY FORENSIC SERVICES
Computer Licences,45041,84994,SYNAPPS SOLUTIONS LTD
Computer Expenditure General,45041,3553.24,STERIA SERVICES LIMITED
Equipment General,45041,2007.3000000000002,SPANSET LTD
Cleaning & Domestic General,45041,891,SHORROCK TRICHEM LTD
Clothing & Uniform,45041,4488,SEALSKINZ LIMITED
Computer Equipment (Hardware),45041,14000,SCC
Police - Vehicle Workshop Parts,45041,502.28,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45041,801.29,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45041,998.04,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45041,694.69,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45041,1208.85,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45041,830.34,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45041,1096.76,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45041,504.33,ROBINS & DAY PRESTON
Travelling Expenses General,45041,5460.12,REED SPECIALIST RECRUITMENT LTD
Consolidated invoice suspense,45041,11018.74,AGIITO LTD (FORMALLY CAPITA TRAVEL & EVENTS LTD)
Consultant Fees,45041,3762,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45041,552016.9,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45041,12958,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45041,6230.29,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45041,1609.3,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45041,9405,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45041,18104.62,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45041,38927,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45041,2508,REED SPECIALIST RECRUITMENT LTD
Police - Pathologists Fees,45041,3013.03,ALISON ARMOUR
Police - Statutory Maintenance,45041,1133.33,PROTEC FIRE DETECTION PLC
Police Reactive Maintenance - Building Services,45041,739.6800000000001,PREMIER OF LYTHAM  LTD
Police - Professional Subscriptions,45041,1650,POLICE AUTHORITY TREASURERS SOCIETY
Police - PNLD,45041,24338.65,POLICE & CRIME COMMISSIONER FOR WEST YORKSHIRE
Vehicle & Plant R&M (External),45041,587.4,NATIONAL WINDSCREENS NW
Partnership Grants,45041,27371.98,MINISTRY OF JUSTICE (KNOWN AS NATIONAL OFFENDERS MANAGEMENT SERVICE)
Clothing & Uniform,45041,929.6,MICHAEL LUPTON ASSOCIATES LTD
Training Expenses (External),45041,2224.69,MERSEYSIDE POLICE AUTHORITY
Clothing & Uniform,45041,645.46,MC PRODUCTS
Clothing & Uniform,45041,2589,MC PRODUCTS
Police - Horse Expenses,45041,1087.78,ANIMAL RELATED SERVICES
Clothing & Uniform,45041,1441.5,MC PRODUCTS
Training Expenses (External),45041,1375,MAYOR'S OFFICE FOR POLICING & CRIME (MET POLICE AUTH)
Computer Hardware,45041,1844.53,LANCASHIRE COUNTY COUNCIL (200398)
Partnership Grants,45041,12000,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Ledger,45041,41205,LANCASHIRE COUNTY COUNCIL (200398)
Police - Scientific Support Equipment,45041,4044,KARDEX SYSTEMS (UK) LTD
Police - Media Campaigns,45041,6391,HECKFORD PRINTERS LTD
Police - Other Third Party Payments,45041,12380.369999999999,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Programmed Work,45041,5390,GABLES UK LTD
Police - Counsel Fees,45041,1805,FORBES SOLICITORS
Police - Counsel Fees,45041,1800,FORBES SOLICITORS
Police - Counsel Fees,45041,1000,FORBES SOLICITORS
Police - Counsel Fees,45041,1300,FORBES SOLICITORS
Vehicle & Plant R&M (External),45041,967.3,AP FLEET SERVICES LTD
Consultant Fees,45041,60000,DURHAM UNIVERSITY
Training Expenses (External),45041,2000,DURHAM CONSTABULARY
Consultant Fees,45041,4120,DENISE NATHAN CONSULTANCY LTD
Consultant Fees,45041,4100,DENISE NATHAN CONSULTANCY LTD
Equipment General,45041,2940.26,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Equipment General,45041,1622.74,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Equipment General,45041,20804.44,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Police - Professional Subscriptions,45041,1645,CIPFA BUSINESS LTD (FORMERLY INSTITUTE OF PUBLIC FINANCE LTD)
Police - Detained Persons - Other Expenses,45041,2037.6,CHARLES FELLOWS SUPPLIES LTD
Other Energy Costs,45041,2675.61,CERTAS ENERGY UK LTD
Hire of Transport,45041,538.44,ARNOLD CLARK CAR & VAN RENTAL
Police - FSS,45041,1962,CELLMARK
Police - FSS,45041,2080,CELLMARK
Police - FSS,45041,2452,CELLMARK
Police - FSS,45041,2079.1,CELLMARK
Police - FSS,45041,5829,CELLMARK
Computer Equipment (Hardware),45041,2250.56,CDW UK LTD
Police - Property External Fees,45041,502,CAPSTICKS SOLICITORS LLP
Equipment General,45041,7787.1900000000005,CAELUS DRONES LTD
Police - Other Third Party Payments,45041,2524.2,BLACKPOOL FC COMMUNITY TRUST
Police - Other Third Party Payments,45041,3704.34,BLACKPOOL FC COMMUNITY TRUST
PCC Commissioning - Public Protection,45041,5055,BLACKBURN WITH DARWEN BOROUGH COUNCIL
Police - Detained Persons - Meals / Refreshments,45041,691.75,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45041,529.01,BIDFOOD
Clothing & Uniform,45041,1193.2,BENNETT SAFETYWEAR LIMITED
Recruitment - Advertising,45041,1125.31,BAUER RADIO
Recruitment - Advertising,45041,866.84,BAUER RADIO
Police - Other Investigative Expenses,45041,1822.25,AVR TRANSCRIPTION LTD
Lump Sum,45041,1367.73,AVC WISE LTD
Police - Vehicle Recovery & Storage,45041,715,ASSURED AUTOMOBILE ASSESSORS LTD [205138]
Police - Professional Subscriptions,45041,38550,ASSOCIATION OF POLICE AND CRIME COMMISSIONERS
Police - Professional Subscriptions,45041,2500,ASSOCIATION OF POLICE AND CRIME COMMISSIONERS
Police - Other Third Party Payments,45044,11058.17,WIGAN ATHLETIC COMMUNITY TRUST
Computer Software,45044,3617.66,4NET TECHNOLOGIES LTD
Hire of Transport,45044,719.2,WHITEGATE VEHICLE SOLUTIONS LTD
Hire of Transport,45044,1791.8,WHITEGATE VEHICLE SOLUTIONS LTD
Delegated Grounds Maintenance,45044,1440,A J BRETHERTON GROUNDWORK & PLANT HIRE
Computer Maintenance,45044,2148,UNISYS LIMITED
Police - Qualification Training,45044,4710,UCLAN - UNIVERSITY OF CENTRAL LANCASHIRE
Catering Service (External),45044,1733.19,TURNER PRICE LTD
Catering Service (External),45044,895,TURNER PRICE LTD
Catering Service (External),45044,982.56,TURNER PRICE LTD
Police - Agents Fees,45044,750,TLT LLP
Catering Service (External),45044,1769.64,TIFFIN SANDWICHES LTD
Computer Licences,45044,140084.69,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45044,40781.37,THIRD PARTY SUPPLIER
Computer Software,45044,193800,THIRD PARTY SUPPLIER
Computer Hardware,45044,2535.84,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45044,162034,THIRD PARTY SUPPLIER
Computer Maintenance,45044,249000,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45044,3989.5,THIRD PARTY SUPPLIER
Equipment General,45044,3206.25,THIRD PARTY SUPPLIER
Consolidated invoice suspense,45044,32557.52,ACS BUSINESS SUPPLIES LTD
Training Expenses (External),45044,1199,THE AWARD SCHEME LTD
Training Expenses (External),45044,22440,THE ATACC GROUP
Clothing & Uniform,45044,1702,TACTICAL OPTICIAN
Rents - General,45044,10346.42,SKM PROPERTY HOLDINGS LTD
Computer Maintenance,45044,185705.91,SCC
ICT Stock / Stores,45044,1168.8,SCC
Police - Waste Collection - ERP,45044,2800,SAME DAY PLC GUARDIAN SERVICES
Police - Vehicle Workshop Parts,45044,1112.26,RSG ENGINEERING LTD
Postage & Carriage,45044,3401.97,ROYAL MAIL NW & NW
Police - Vehicle Workshop Parts,45044,1188.51,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45044,1388.95,ROBINS & DAY PRESTON
Police - Vehicle Workshop Parts,45044,555,RIBBLESDALE AUTO ELECTRICS UNITS LTD
Postage & Carriage,45044,2000,QUADIENT LTD. CREDIFON RBV ACCOUNT
Printing - External,45044,693,PSL PRINT MANAGEMENT LTD
Equipment General,45044,3930,PSL PRINT MANAGEMENT LTD
Police - LGBT Lesbian Gay Bisexual Trans Network,45044,525,PSL PRINT MANAGEMENT LTD
Police - Promotional Materials,45044,17001.2,PSL PRINT MANAGEMENT LTD
Equipment General,45044,642.32,PSL PRINT MANAGEMENT LTD
Printing - External,45044,1436,PSL PRINT MANAGEMENT LTD
Printing - External,45044,630,PSL PRINT MANAGEMENT LTD
Equipment General,45044,1035,PSL PRINT MANAGEMENT LTD
Printing - External,45044,588,PSL PRINT MANAGEMENT LTD
Printing - External,45044,1399,PSL PRINT MANAGEMENT LTD
Printing - External,45044,532.5,PSL PRINT MANAGEMENT LTD
Printing - External,45044,1560,PSL PRINT MANAGEMENT LTD
Equipment General,45044,585,PSL PRINT MANAGEMENT LTD
Equipment General,45044,4475,PSL PRINT MANAGEMENT LTD
Printing - External,45044,1200,PSL PRINT MANAGEMENT LTD
Printing - External,45044,580,PSL PRINT MANAGEMENT LTD
Police - Other Third Party Payments,45044,5128.97,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Computer Licences,45044,16341,PREMIERTEC CONSULTING LTD T/A CLAREMONT
Computer Licences,45044,19609.2,PREMIERTEC CONSULTING LTD T/A CLAREMONT
IT Consultancy,45044,984.38,PREMIERTEC CONSULTING LTD T/A CLAREMONT
Police Reactive Maintenance - Building Services,45044,2065.96,PREMIER OF LYTHAM  LTD
Petrol,45044,37789.60999999999,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Police Reactive Maintenance - Building Services,45044,1330.52,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45044,3751.61,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45044,3635,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45044,1760,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45044,1515,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45044,975.2,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Fabric,45044,7681.22,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45044,4404.4800000000005,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45044,1640.6,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45044,4437.23,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45044,620.22,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45044,1972.17,PREMIER OF LYTHAM  LTD
Police - Other Third Party Payments,45044,7264.65,POLICE FEDERATION OF ENGLAND AND WALES
Computer Licences,45044,3774.88,POLICE DIGITAL SERVICE
Police - Collaboration - ANPR,45044,10828.52,POLICE AND CRIME COMMISSIONER FOR CHESHIRE
Police - Other Third Party Payments,45044,500,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE
Police - Statutory Maintenance,45044,531.3599999999999,PICKERINGS EUROPE LIMITED
Police - Statutory Maintenance,45044,816.4399999999997,PICKERINGS EUROPE LIMITED
Police - Statutory Maintenance,45044,864.5999999999997,PICKERINGS EUROPE LIMITED
Police Reactive Maintenance - Building Services,45044,619.5,PICKERINGS EUROPE LIMITED
Police Reactive Maintenance - Building Services,45044,1217.5,PICKERINGS EUROPE LIMITED
Rates,45044,1065,PENDLE BOROUGH COUNCIL
Equipment General,45044,609.97,OUTFIT INTERNATIONAL A/S
Police - Health & Safety - Occ Health,45044,1286,OAK ENVIRONMENTAL SOLUTIONS LTD
Police - Other Third Party Payments,45044,729.5,NW RFCA
Training Expenses (External),45044,15373.5,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
Training Expenses (External),45044,1120,NDORS TRAINER
IT Consultancy,45044,6200,NCC GROUP SECURITY SERVICES LTD
Police - Counsel Fees,45044,750,MR LEE BONNER
Police - Counsel Fees,45044,650,MR CHARLES APTHORP
Computer Licences,45044,11625,MERSEYSIDE POLICE AUTHORITY
Police - Doctors Statements,45044,1500,LYNDA LEE CONSULTING LTD
Rates,45044,1342.5,LANCASTER CITY COUNCIL [17340]
Clothing & Uniform,45044,1067.85,KEELA INTERNATIONAL LTD
Equipment General,45044,7472.5,JUMA COMMUNICATIONS LTD
Consultant Fees,45044,20000,JMU SERVICES LTD
Computer Licences,45044,2495,IN-TEND LTD
Furniture (Purchase),45044,2905,GRESHAM OFFICE FURNITURE LTD
Equipment General,45044,556,GRESHAM OFFICE FURNITURE LTD
Equipment General,45044,1630,GARLICK GARDEN MACHINERY LTD
Programmed Work,45044,4410,GABLES UK LTD
Police - Vehicle Recovery & Storage,45044,4712.5,FMG SUPPORT
Police - Vehicle Recovery & Storage,45044,29515,FMG SUPPORT
Police - Other Third Party Payments,45044,3500,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45044,2712.5,FLEETWOOD TOWN COMMUNITY
Police - Telecom Forensics,45044,949.62,EPAY LTD
Laundry,45044,1020.81,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45044,1189.86,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45044,915.45,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Clothing & Uniform,45044,891.49,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Equipment General,45044,6626.25,D.TEC INTERNATIONAL LTD
Training Expenses (External),45044,960,CREASED PUDDLE LIMITED
Training Expenses (External),45044,1152,CREASED PUDDLE LIMITED
Consolidated invoice suspense,45044,2951.6800000000003,CLARITY TRAVEL LIMITED
Police Reactive Maintenance - Building Fabric,45044,1135,CCH JOINERY (PRESTON) LTD
Rates,45044,2409,BURNLEY BOROUGH COUNCIL
Waste Collection Charges,45044,1094.35,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45044,2672.359999999999,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45044,649.7,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45044,524.79,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45044,777.3000000000001,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45044,1734.6000000000001,BIFFA WASTE SERVICES LTD
Consolidated invoice suspense,45044,29075.21,ARROW COUNTY SUPPLIES
Police - Detained Persons - Meals / Refreshments,45044,1263.6100000000001,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45044,730.98,BIDFOOD
