* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police - Vehicle Workshop Parts,45219,787.69,PARTS PLUS
Recruitment - Advertising,45219,1380,NAVY&GREY LTD
Vehicle & Plant R&M (External),45219,528.5,NATIONAL WINDSCREENS NW
Training Expenses (External),45219,5800,LUCID OPTICAL SERVICES LTD
Computer Maintenance,45219,58912.44,KALLIDUS LIMITED
Police - Legal Costs,45219,24561.25,JMW SOLICITORS LLP
Waste Collection Charges,45219,720,JACKSON SKIPS & RECYCLING LTD
Waste Collection Charges,45219,720,JACKSON SKIPS & RECYCLING LTD
Police Reactive Maintenance - Building Fabric,45219,1285.8,HIGHER WALTON GLASS LTD
Police - Drug Testing,45219,1150.1,HAVAS PEOPLE LTD
Furniture General,45219,1475.5,GRESHAM OFFICE FURNITURE LTD
Delegated Grounds Maintenance,45219,3500,GREENLANDS
Police - Other Third Party Payments,45219,937.5,GO APE - TA ADVENTURE FOREST
Police - Vehicle Workshop Equipment,45219,19726.5,EURO CAR PARTS LTD
Training Expenses (External),45219,1400,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Other Third Party Payments,45219,5100,EMPORIA MARKETING LTD
Police - Other Third Party Payments,45219,6100,EMPORIA MARKETING LTD
Police Reactive Maintenance - Building Services,45219,512.22,E E THOMPSON & SON LTD
Equipment General,45219,1066.62,DRAEGER SAFETY UK LTD
Police - Other Third Party Payments,45219,6333.48,COLLEGE OF POLICING
Police - Detained Persons - Other Expenses,45219,1012.2,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45219,2013.1999999999998,CHARLES FELLOWS SUPPLIES LTD
Police Reactive Maintenance - Building Services,45219,2639.93,CAS FM LTD
Police - Guest Speakers,45219,7000,BREAKING BARRIERS CIC
Rents - General,45219,40000,BLACKPOOL COUNCIL
PCC Commissioning - Public Protection,45219,1000,BLACKBURN WITH DARWEN BOROUGH COUNCIL
Police - Other Third Party Payments,45219,3170,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45219,2953.17,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45219,2680.37,BLACKBURN ROVERS COMMUNITY TRUST
Police - Detained Persons - Meals / Refreshments,45219,966.56,BIDFOOD
Police - Scientific Support Equipment,45223,546.1899999999999,WEX PHOTO VIDEO
Vehicle Purchase,45223,30683.33,VOLVO CAR UK LTD
Vehicle Purchase,45223,30683.33,VOLVO CAR UK LTD
Vehicle Purchase,45223,30683.33,VOLVO CAR UK LTD
Vehicle Purchase,45223,24091.82,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Clothing & Uniform,45223,2125,TOTAL INSIGNIA LTD
Catering Service (External),45223,913.77,TIFFIN SANDWICHES LTD
Subsistence,45223,625.5,THIRD PARTY SUPPLIER
Computer Expenditure - H&S,45223,1134.77,THIRD PARTY SUPPLIER
Computer Licences,45223,70754,THIRD PARTY SUPPLIER
Police - Pathologists Fees,45223,3074.47,THIRD PARTY FORENSIC SERVICES
Police - Other Investigative Expenses,45223,1080,THIRD PARTY FORENSIC SERVICES
Police - Horse Expenses,45223,4583.33,THE UNIVERSITY OF LIVERPOOL
Equipment General,45223,962.5,THE ROYAL BRITISH LEGION POPPY APPEAL
Equipment General,45223,1025.64,SCENESAFE
Equipment General,45223,879.07,SCENESAFE
Equipment General,45223,1144.74,SCENESAFE
Equipment General,45223,991,SCENESAFE
Equipment General,45223,1594.2,SCENESAFE
Agency Staff,45223,590.24,ADECCO UK LTD
Agency Staff,45223,517.75,ADECCO UK LTD
Agency Staff,45223,714.5,ADECCO UK LTD
Consultant Fees,45223,4937.62,REED SPECIALIST RECRUITMENT LTD
Training Expenses (External),45223,36180,AI TRAINING SERVICES LTD
Training Expenses (External),45223,2950,POLCOMM TRAINING & DEVELOPMENT
Cleaning & Domestic General,45223,754.67,PHS GROUP PLC
Police - Pathologists Fees,45223,3034.63,ALISON ARMOUR
Police - Pathologists Fees,45223,2220,PAEDIATRIC & PERINATAL PATHOLOGY SERVICES LTD
Police - Horse Expenses,45223,1330,MYERSCOUGH COLLEGE
Police - Counsel Fees,45223,4200,MS VICTORIA VON WACHTER
Police - Counsel Fees,45223,750,MR CHARLES APTHORP
Agency Staff,45223,6119.53,MACE LTD
Works Fees (External),45223,11296.18,MACE LTD
Agency Staff,45223,7343.44,MACE LTD
Agency Staff,45223,6119.53,MACE LTD
Agency Staff,45223,3060,MACE LTD
Agency Staff,45223,3672,MACE LTD
Works Fees (External),45223,72990,MACE LTD
Works Fees (External),45223,87588,MACE LTD
Works Fees (External),45223,13555.42,MACE LTD
Training Expenses (External),45223,2960,LION LABORATORIES PLC
Hospitality,45223,24504.38,LANCASHIRE COUNTY COUNCIL (200398)
Hospitality,45223,4664.5,LANCASHIRE COUNTY COUNCIL (200398)
Police  - Additional Cleaning,45223,4319,KING COMMERCIAL HYGIENE
Police - Legal Costs,45223,24561.25,JMW SOLICITORS LLP
Police - Pathologists Fees,45223,3120.11,JAMIE EDWARD ROBINSON
Police -Stray / Dangerous Animals,45223,927.04,ANIMAL RELATED SERVICES
Police - Dog Expenses,45223,6118.6,ANIMAL RELATED SERVICES
Police - Scientific Support Equipment,45223,592,FISHER SCIENTIFIC UK LTD
Fixture & Fittings - General,45223,1060.56,ENCON INSULATION
Police Reactive Maintenance - Building Services,45223,2176,ELECTRICITY NORTH WEST LTD
Agency Staff,45223,675,DRS. DIRECT
Food Provisions General,45223,576.3,COFFEE 1652
Police - Other Third Party Payments,45223,3009.52,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45223,2970,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45223,2949.18,CLARETS IN THE COMMUNITY LTD
Computer Licences,45223,32457.17,CIVICA UK LTD
Equipment General,45223,1531.8,CHORLEY BOROUGH COUNCIL
Exchange Phones,45223,1750,BT GLOBAL SERVICES
Police - Other Third Party Payments,45223,5183.97,BLACKPOOL FC COMMUNITY TRUST
Police - Other Third Party Payments,45223,5183.67,BLACKPOOL FC COMMUNITY TRUST
Police - Other Third Party Payments,45223,3004.36,BLACKPOOL FC COMMUNITY TRUST
Police - Detained Persons - Meals / Refreshments,45223,2591.74,BIDFOOD
Clothing & Uniform,45223,3322,B K S LEATHER
Hire of Transport,45223,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45223,614.32,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45223,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45223,1048.88,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45223,538.44,ARNOLD CLARK CAR & VAN RENTAL
Computer Licences,45226,9516,ZELLIS (FORMERLY NORTHGATE ARINSO UK LTD)
Computer Licences,45226,7930,ZELLIS (FORMERLY NORTHGATE ARINSO UK LTD)
Hire of Transport,45226,696,WHITEGATE VEHICLE SOLUTIONS LTD
Hire of Transport,45226,1038,WHITEGATE VEHICLE SOLUTIONS LTD
Vehicle Purchase,45226,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45226,31042.03,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45226,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45226,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Computer Licences,45226,4920,UNISYS LIMITED
Catering Service (External),45226,659.9,TURNER PRICE LTD
Catering Service (External),45226,1976.98,TURNER PRICE LTD
Clothing & Uniform,45226,1337.6,TOTAL INSIGNIA LTD
Computer Licences,45226,226859.15000000002,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45226,3353.35,ACCRINGTON STANLEY COMMUNITY TRUST
Computer Software,45226,102000,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45226,538.09,THIRD PARTY SUPPLIER
Computer Software,45226,21199.58,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45226,98500,THIRD PARTY SUPPLIER
Equipment General,45226,3206.25,THIRD PARTY SUPPLIER
Equipment General,45226,3800,THIRD PARTY SUPPLIER
Training Expenses (External),45226,5600,THE ATACC GROUP
Training Expenses (External),45226,3960,THE ATACC GROUP
Police - Health & Safety - Occ Health,45226,1500,ST JAMES MEDICAL CENTRE
Postage & Carriage,45226,592.5,SONIC COMMUNICATIONS (INTERNATIONAL) LTD
Catering Service (External),45226,2589.59,SODEXO LTD
Computer Licences,45226,46000,SOCIALSIGNIN T/A ORLO
Training Expenses (External),45226,600,SIMON BLAKEBROUGH
Computer Licences,45226,41914.91,SCC
Police Reactive Maintenance - Building Services,45226,500,S & S SITE SERVICES LTD
Police - Vehicle Workshop Parts,45226,656.37,RYBROOK
Police - Vehicle Workshop Parts,45226,1737.39,RYBROOK
Postage & Carriage,45226,4152.35,ROYAL MAIL NW & NW
Postage & Carriage,45226,3155.9,ROYAL MAIL NW & NW
Consultant Fees,45226,6949.25,REED SPECIALIST RECRUITMENT LTD
Equipment General,45226,83600,REED SPECIALIST RECRUITMENT LTD
Equipment General,45226,520,PSL PRINT MANAGEMENT LTD
Police - Dog Expenses,45226,1865.75,PSL PRINT MANAGEMENT LTD
Printing - External,45226,2670,PSL PRINT MANAGEMENT LTD
Printing - External,45226,892.5,PSL PRINT MANAGEMENT LTD
Police - Other Third Party Payments,45226,6355.27,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Rents - General,45226,1122,AGED BLIND & DISABLED CENTRE (BACUP)
Police - Other Third Party Payments,45226,2760,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45226,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police Reactive Maintenance - Building Services,45226,2372.41,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45226,9745.529999999999,PREMIER OF LYTHAM  LTD
Furniture - H&S,45226,2181.52,PILKINGTON BROS (CHURCH) LTD
Police Reactive Maintenance - Building Services,45226,1217.5,PICKERINGS EUROPE LIMITED
Police - Waste Collection Charges - Clinical,45226,1136.11,PHS GROUP PLC
Police - Statutory Maintenance,45226,1459.39,PHS COMPLIANCE
Police - Vehicle Workshop Parts,45226,727.25,PARTS PLUS
Training Expenses (External),45226,7784,P W AUTOMOTIVE TRAINING LTD
Training Expenses (External),45226,5500,OPCC NORFOLK
Police - Vehicle Workshop Parts,45226,25323.66,OECONNECTION LTD
Police - Health & Safety - Occ Health,45226,4005,NORTH WEST POLICE BENEVOLENT FUND
Training Expenses (External),45226,1520,NDORS TRAINER
Police - Counsel Fees,45226,800,MS VICTORIA VON WACHTER
Clothing & Uniform,45226,886.23,ALTBERG LTD
Police - Other Third Party Payments,45226,2130,MORECAMBE FC COMMUNITY SPORTS
Police - Other Third Party Payments,45226,1608.01,MORECAMBE FC COMMUNITY SPORTS
Police - Other Third Party Payments,45226,1153.88,MORECAMBE FC COMMUNITY SPORTS
Police - Counsel Fees,45226,1677.49,MISS JOANNE KANE
Works Fees (External),45226,11296.18,MACE LTD
Rents - General,45226,575,LOWRY GROUP LIMITED
Computer Software,45226,73195.67,LOCAL PENSIONS PARTNERSHIP ADMINISTRATION LTD
Police - Other Third Party Payments,45226,22932,LANCASHIRE COUNTY COUNCIL (200398)
Police - Other Third Party Payments,45226,6476.2,LANCASHIRE COUNTY COUNCIL (200398)
Police Reactive Maintenance - Building Services,45226,522,KENDRA ENERGY SOLUTIONS LTD
Computer Software,45226,30660,IKEN BUSINESS LTD
Rents - General,45226,5911.57,HYNDBURN BOROUGH COUNCIL
Police - Other Third Party Payments,45226,2533.45,HM PRISON & PROBATION SERVICE
Police - Other Third Party Payments,45226,15702.1,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police - Other Third Party Payments,45226,21568.47,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police - Other Third Party Payments,45226,20087.44,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police Reactive Maintenance - Building Fabric,45226,573,GABLES UK LTD
Programmed Work,45226,746,GABLES UK LTD
Police - Horse Expenses,45226,1088.6399999999999,ANIMAL RELATED SERVICES
Lubricants,45226,1254.5,FUCHS LUBRICANTS (UK) PLC
Police - Vehicle Recovery & Storage,45226,3826,FMG SUPPORT
Police - Vehicle Recovery & Storage,45226,26162,FMG SUPPORT
Training Expenses (External),45226,980,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Other Third Party Payments,45226,3000,CREATING POSITIVITY LTD
Vehicle Purchase,45226,6040.7,AP FLEET SERVICES LTD
Training Expenses (External),45226,4230,COLLEGE OF POLICING
Consolidated invoice suspense,45226,39529.47,CLARITY TRAVEL LIMITED
Police - FSS,45226,1573,CELLMARK
Police - FSS,45226,3481.5,CELLMARK
Police - FSS,45226,4558.4,CELLMARK
Police - FSS,45226,2288,CELLMARK
Police - Damage to Property / Boarding Up,45226,4127.7,BOING RAPID SECURE LTD
Waste Collection Charges,45226,1094.17,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45226,504,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45226,1115.3400000000001,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45226,813.18,BIFFA WASTE SERVICES LTD
Recruitment - Advertising,45226,2400,BAUER RADIO
Recruitment - Advertising,45226,2063.67,BAUER RADIO
Cleaning Materials,45226,22881.45,ARROW COUNTY SUPPLIES
Hire of Transport,45226,538.44,ARNOLD CLARK CAR & VAN RENTAL
Police - Scientific Support Equipment,45230,1117.44,WEX PHOTO VIDEO
Equipment General,45230,553.83,WCF LTD T/A PROGREEN
Police - Accreditation,45230,509.5,UNITED KINGDOM ACCREDITATION SERVICE
PCC Commissioning - Public Protection,45230,32095.88,TRUST HOUSE LANCASHIRE
Catering Service (External),45230,938.71,TIFFIN SANDWICHES LTD
Equipment General,45230,685.74,THOMAS FATTORINI LTD
Police - Counselling,45230,2200,THIRD PARTY SUPPLIER
Police - Counselling,45230,640,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45230,636.14,THIRD PARTY SUPPLIER
Police - Counselling,45230,1440,THIRD PARTY SUPPLIER
Computer Licences,45230,47885.57,THIRD PARTY SUPPLIER
Police - Counselling,45230,1800,THIRD PARTY SUPPLIER
Equipment General,45230,3000,THIRD PARTY FORENSIC SERVICES
PCC Commissioning - Public Protection,45230,25104,THE WISH CENTRE
PCC Commissioning - Public Protection,45230,148427.5,THE WISH CENTRE
PCC Commissioning - Public Protection,45230,28452.75,THE EMILY DAVISON CENTRE K/A HARV
PCC Commissioning - Public Protection,45230,21512.42,THE BIRCHALL TRUST
Water,45230,252982.55,SCOTTISH WATER BUSINESS STREAM
Equipment General,45230,3703.0099999999998,SCENESAFE
Police - Scientific Support Equipment,45230,1463.5,SCENESAFE
Equipment General,45230,965,SCENESAFE
ICT Stock / Stores,45230,652.5,SCC
Computer Equipment (Hardware),45230,840,SCC
Agency Staff,45230,517.75,ADECCO UK LTD
Agency Staff,45230,569.53,ADECCO UK LTD
Agency Staff,45230,569.53,ADECCO UK LTD
Agency Staff,45230,774.54,ADECCO UK LTD
Consultant Fees,45230,15250,SAFELIVES
Consultant Fees,45230,4963.75,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,7837.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,6583.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,9927.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,3971,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,6270,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,739.48,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,511.76,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,5225,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,4900,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,998,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,1417.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,4389,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45230,7837.5,REED SPECIALIST RECRUITMENT LTD
Police - Vehicle Workshop Equipment,45230,1035.66,R S COMPONENTS LTD
Police - Other Third Party Payments,45230,5880,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45230,5595.490000000002,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45230,5901.25,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45230,2760,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45230,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45230,2760,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45230,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Programmed Service Contracts,45230,8878.400000000001,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45230,1452,PREMIER OF LYTHAM  LTD
Police - Other Third Party Payments,45230,2000,PERCEPTION THEATRE
PCC Commissioning - Public Protection,45230,43565.41,PARENTS AGAINST CHILD SEXUAL EXPLOITATION
PCC Commissioning - Public Protection,45230,30000,PALADIN NSAS
PCC Commissioning - Public Protection,45230,23115,PAC - POSITIVE ACTION IN THE COMMUNITY
Computer Maintenance,45230,955.23,NOMINET UK
Petrol,45230,525.6,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45230,40858.82999999999,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45230,44739.87999999999,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45230,43585.14999999999,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Training Expenses (External),45230,640,NDORS TRAINER
Police - Scientific Support Equipment,45230,1106.6000000000001,MERCK LIFE SCIENCE UK LTD (FORMALLY SIGMA-ALDRICH CO LTD)
Consolidated invoice suspense,45230,36494.73,LASER ENERGY BUYING GROUP
Consolidated invoice suspense,45230,324922.64999999997,LASER ENERGY BUYING GROUP
Works Fees (External),45230,887.15,LANCASHIRE COUNTY COUNCIL (200398)
Ext  Adapt  Improv  Etc,45230,13320,KEYPLUS SECURITY LTD
Police - Statutory Maintenance,45230,3261.790000000002,INTEGRATED WATER SERVICES LTD
PCC Commissioning - Public Protection,45230,20000,HUMRAAZ
Police - Statutory Maintenance,45230,1450,HIGHWIRE TESTING SERVICES
Police - Media Campaigns,45230,2625,HECKFORD PRINTERS LTD
Police - Promotional Materials,45230,500,HECKFORD PRINTERS LTD
PCC Commissioning - Public Protection,45230,113896.5,FYLDE COAST WOMEN'S AID
PCC Commissioning - Community Liason,45230,14976,FYLDE BOROUGH COUNCIL
Training Expenses (External),45230,900,FIREBRAND TRAINING LTD
Equipment General,45230,1694,FAST ENGINEERING LTD
Training Expenses (External),45230,823.5,EURO CAR PARTS LTD
Training Expenses (External),45230,939.53,EURO CAR PARTS LTD
Police Reactive Maintenance - Building Services,45230,860.4,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45230,558,E-TEC ELECTRICAL LTD
Ext  Adapt  Improv  Etc,45230,586,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45230,868.52,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45230,687.08,E-TEC ELECTRICAL LTD
PCC Commissioning - Public Protection,45230,17308,EMPOWERMENT CHARITY LANCASHIRE
Laundry,45230,920.9,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Clothing & Uniform,45230,762.34,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45230,1233.77,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Equipment General,45230,8589,EDWARD PRYOR & SON LTD
Equipment General,45230,940.55,EASTERN SHIRES PURCHASING ORGANISATION
Police - Pathologists Fees,45230,3084.55,DR MEGAN JENKINS
Police - Pathologists Fees,45230,3084.55,DR MEGAN JENKINS
Police - Pathologists Fees,45230,2185.83,DR M S LYALL
Police - Other Third Party Payments,45230,2409,DORSET POLICE AUTHORITY
Police - Counsel Fees,45230,1137.5,COBDEN HOUSE CHAMBERS
Training Expenses (External),45230,1440,CJS EVENT SOLUTIONS LTD
Police - Vehicle Workshop Parts,45230,525.2,CICELEY COMMERCIALS LTD [227519]
Police - Qualification Training,45230,1750,CHIMP MANAGEMENT LTD
Police - Detained Persons - Other Expenses,45230,4260,CHARLES FELLOWS SUPPLIES LTD
Waste Collection Charges,45230,2685.6400000000003,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45230,680.19,BIFFA WASTE SERVICES LTD
Police - Detained Persons - Meals / Refreshments,45230,884.75,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45230,1909.06,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45230,1168.4,BIDFOOD
Ext  Adapt  Improv  Etc,45230,8860.41,AUSTIN WATSON
Equipment General,45230,1180,ATTOBUS LTD
