* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Catering Service (External),45251,561.37,TURNER PRICE LTD
Catering Service (External),45251,820.59,TIFFIN SANDWICHES LTD
Police - Pathologists Fees,45251,3074.47,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45251,3094.92,THIRD PARTY FORENSIC SERVICES
Training Expenses (External),45251,574,THE POLICE AND CRIME COMMISSIONER FOR NORTH WALES
Cleaning & Domestic General,45251,1275,SOUTH RIBBLE BOROUGH COUNCIL
Equipment General,45251,697.5,SCENESAFE
Telecommunications Equipment,45251,1360,SCC
Computer Equipment (Hardware),45251,2427,SCC
Waste Collection Charges,45251,2730,SAME DAY PLC GUARDIAN SERVICES
Agency Staff,45251,621.3,ADECCO UK LTD
Police - Vehicle Workshop Parts,45251,535.5,RELIANCE MEDICAL LTD
Equipment General,45251,845,PSL PRINT MANAGEMENT LTD
Police - Statutory Maintenance,45251,951.81,PROTEC FIRE DETECTION PLC
Training Expenses (External),45251,1440,NDORS TRAINER
Training Expenses (External),45251,960,NDORS TRAINER
Police Reactive Maintenance - Building Fabric,45251,956,MONODRAUGHT
Programmed Work,45251,540,LUCION ENVIRONMENTAL LTD
Police - Other Third Party Payments,45251,32083.31,LANCASHIRE TEACHING NHS HOSPITALS FT
Police - Found & Unclaimed Cash,45251,28214.73,HMCTS
Police - Counsel Fees,45251,1400,FORBES SOLICITORS
Furniture (Purchase),45251,1115.9,EASTERN SHIRES PURCHASING ORGANISATION
Equipment General,45251,1408.73,CPC (COMBINED PRECISION COMPONENTS) PLC
Equipment General,45251,1860,COLLINS & SONS LOCKSMITHS
Puchasing Default Code,45251,3123,CLARITY INFORMATION SOLUTIONS LTD
Police - Other Third Party Payments,45251,3827,CHARTERED MANAGEMENT INSTITUTE
Police - Counsel Fees,45251,10000,CAPSTICKS SOLICITORS LLP
Police - Horse Expenses,45251,1360,ANIMAL RELATED SERVICES
Police - Horse Expenses,45251,730.8199999999999,ANIMAL RELATED SERVICES
Police - Horse Expenses,45251,760.52,ANIMAL RELATED SERVICES
Police - Detained Persons - Meals / Refreshments,45251,599.53,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45251,824.1899999999999,BIDFOOD
Hire of Transport,45251,538.44,ARNOLD CLARK CAR & VAN RENTAL
Police - Other Investigative Expenses,45253,11200,WILSONS AUCTIONS LTD
Vehicle Purchase,45253,18602.71,WILKER UK LIMITED
Hire of Transport,45253,1038,WHITEGATE VEHICLE SOLUTIONS LTD
Consultant Fees,45253,198039.83,VICTIM SUPPORT LANCASHIRE
Consultant Fees,45253,50301.83,VICTIM SUPPORT LANCASHIRE
Police - Qualification Training,45253,2000,UNIVERSITY OF CHESTER
Vehicle Purchase,45253,14559.09,A J ENGINEERING SERVICES LTD
Catering Service (External),45253,797.46,TURNER PRICE LTD
Catering Service (External),45253,518.15,TURNER PRICE LTD
Consultant Fees,45253,109000,TRUST HOUSE LANCASHIRE
Police - Counsel Fees,45253,500,TLT LLP
Acquisition Fees (External),45253,501.92,TLT LLP
Police - Property External Fees,45253,805,TLT LLP
Computer Hardware,45253,1117.8000000000002,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45253,2655,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45253,1689.67,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45253,604.22,THIRD PARTY SUPPLIER
Police - Staff Engagement,45253,780,SNAP SURVEYS LTD
Police - Scientific Support Equipment,45253,1120.2599999999998,SCENESAFE
Computer Licences,45253,9241.46,SCC
Equipment General,45253,1536,SAFEQUIP LTD
Equipment General,45253,2760,SAFEQUIP LTD
Postage & Carriage,45253,4018.97,ROYAL MAIL NW & NW
Consultant Fees,45253,15910.12,REED SPECIALIST RECRUITMENT LTD
Equipment General,45253,839,AERO HEALTHCARE
Police - Vehicle Workshop Parts,45253,769.86,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Mutual assistance,45253,3929.55,POLICE AND CRIME COMMISSIONER FOR CHESHIRE
Training Expenses (External),45253,2100,POLCOMM TRAINING & DEVELOPMENT
Police - Planned Preventative Maintenance,45253,1890,PHAROS GENERATOR SERVICES LIMITED
Police - Vehicle Workshop Parts,45253,552.65,PARTS PLUS
Vehicle & Plant R&M (External),45253,579.75,NATIONAL WINDSCREENS NW
Police - Counsel Fees,45253,502.5,MR MATTHEW HOLDCROFT
Police - Counsel Fees,45253,1750,KBW BARRISTERS CHAMBERS
Vehicle & Plant R&M (External),45253,700,K N TRANSMISSIONS
Computer Licences,45253,2500,HEAD LIGHT LTD
Furniture General,45253,1950,GRESHAM OFFICE FURNITURE LTD
Furniture General,45253,802.5,GRESHAM OFFICE FURNITURE LTD
Clothing & Uniform,45253,12354,GLOBAL TECHNICAL TEXTILES LIMITED
Consultant Fees,45253,3000,EMPOWERMENT CHARITY LANCASHIRE
Police - Detained Persons - Other Expenses,45253,2870.4,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45253,1278,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45253,2927.2,CHARLES FELLOWS SUPPLIES LTD
Police - Vehicle Workshop Equipment,45253,2970,CALIBRATION & CONSULTANCY SERVICES (UK) LTD
Police - Trainer/Lecturer Fees,45253,8500,BURNLEY COLLEGE
Police - Other Third Party Payments,45253,2578.13,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45253,3170,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45253,2655,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45253,2894.13,BLACKBURN ROVERS COMMUNITY TRUST
Waste Collection Charges,45253,593.52,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45253,855.68,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45253,1074.11,BIFFA WASTE SERVICES LTD
Hire of Transport,45257,719.2,WHITEGATE VEHICLE SOLUTIONS LTD
Equipment,45257,2304.7,UK TELEMATICS
Equipment,45257,9170,UK TELEMATICS
Equipment,45257,26753.8,UK TELEMATICS
Catering Service (External),45257,586,TURNER PRICE LTD
Catering Service (External),45257,1469.8899999999999,TURNER PRICE LTD
Catering Service (External),45257,784.07,TIFFIN SANDWICHES LTD
Equipment General,45257,3800,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45257,3936.99,ACCRINGTON STANLEY COMMUNITY TRUST
Equipment General,45257,22443.75,THIRD PARTY SUPPLIER
Equipment General,45257,3206.25,THIRD PARTY SUPPLIER
Police - Planned Preventative Maintenance,45257,1241,STULZ UK LTD
Police Reactive Maintenance - Building Services,45257,824.82,SECURITY SOLUTIONS
Waste Collection Charges,45257,2730,SAME DAY PLC GUARDIAN SERVICES
Police - Other Third Party Payments,45257,2085,RIGHT MANAGEMENT LIMITED
Rents - General,45257,1725,REVOE LEARNING ACADEMY
Training Expenses (External),45257,1597,QA LTD
Stationery,45257,560,PSL PRINT MANAGEMENT LTD
Clothing & Uniform,45257,1864.8,PSL PRINT MANAGEMENT LTD
Police - Other Third Party Payments,45257,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45257,2760,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45257,6584.5,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police Reactive Maintenance - Building Services,45257,1347.38,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45257,5304.589999999999,PREMIER OF LYTHAM  LTD
Police - Vehicle Workshop Parts,45257,841.1,PARTS PLUS
Police - Vehicle Workshop Parts,45257,621.11,PARTS PLUS
Police - Vehicle Workshop Parts,45257,904.25,PARTS PLUS
Police - Vehicle Workshop Parts,45257,939.3,PARTS PLUS
Police - Vehicle Workshop Parts,45257,502.75,PARTS PLUS
Police - Vehicle Workshop Parts,45257,1401.68,OECONNECTION LTD
Police - Vehicle Workshop Parts,45257,30002.72,OECONNECTION LTD
Police - Counsel Fees,45257,2287.5,MR SEBASTIAN NAUGHTON
Police - Counsel Fees,45257,1000,MISS CHELSEA BROOKE WARD
Works Fees (External),45257,11296.18,MACE LTD
Ext  Adapt  Improv  Etc,45257,11457.67,KEYPLUS SECURITY LTD
Police Reactive Maintenance - Building Services,45257,522,KENDRA ENERGY SOLUTIONS LTD
Clothing & Uniform,45257,870,KEELA INTERNATIONAL LTD
Police - Statutory Maintenance,45257,3222.5100000000016,INTEGRATED WATER SERVICES LTD
Police - Doctors Statements,45257,580,HEALTHWORK
Police - Mutual assistance,45257,568.45,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Training Expenses (External),45257,1150,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Training Expenses (External),45257,1970,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police - Mutual assistance,45257,555.12,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Training Expenses (External),45257,1970,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Transport Insurance,45257,10535,GALLAGHER BASSETT
Police Reactive Maintenance - Building Fabric,45257,9480,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45257,9480,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45257,8350,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45257,12400,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45257,1650,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45257,12400,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45257,12600,GABLES UK LTD
Lubricants,45257,1184.9,FUCHS LUBRICANTS (UK) PLC
Training Expenses (External),45257,1394.38,EURO CAR PARTS LTD
Police Reactive Maintenance - Building Services,45257,908.9,E E THOMPSON & SON LTD
Agency Staff,45257,1350,DRS. DIRECT
Police - Exchanges Phones - Call Charges,45257,726.0799999999999,BT PLC
Police - Exchanges Phones - Call Charges,45257,2352.0299999999997,BT PLC
Exchange Phones,45257,2776.39,BT PLC
Police - Exchanges Phones - Call Charges,45257,7287.13,BT PLC
Police - Other Third Party Payments,45257,3046.57,BLACKPOOL FC COMMUNITY TRUST
Recruitment - Advertising,45257,3890.27,BAUER RADIO
Delegated Grounds Maintenance,45257,1261.6399999999999,BALMERS GM LTD
Ext  Adapt  Improv  Etc,45257,27314.62,AUSTIN WATSON
Cleaning Materials,45257,27056.94,ARROW COUNTY SUPPLIES
Postage & Carriage,45258,3422.84,ROYAL MAIL NW & NW
Catering Service (External),45260,1123.96,TURNER PRICE LTD
Catering Service (External),45260,783.0999999999999,TURNER PRICE LTD
Catering Service (External),45260,2903.38,TURNER PRICE LTD
Training Expenses (External),45260,1500,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45260,5994.929999999999,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45260,14617.24,THIRD PARTY SUPPLIER
Exchange Phones,45260,4668.16,THIRD PARTY SUPPLIER
Computer Licences,45260,299412.76,THIRD PARTY SUPPLIER
Equipment General,45260,4123.72,THIRD PARTY SUPPLIER
Telecommunications Equipment,45260,16004.33,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45260,2230.8,THIRD PARTY SUPPLIER
ICT Stock / Stores,45260,1339,THIRD PARTY SUPPLIER
Police - Airwave,45260,1611.5,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45260,782.58,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45260,1673.97,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45260,5994.94,THIRD PARTY SUPPLIER
Police - FSS,45260,9374.2,THIRD PARTY FORENSIC SERVICES
PCC Commissioning - Community Liason,45260,1000,THE MESSAGE TRUST
Police - Trainer/Lecturer Fees,45260,995,THE KNOWLEDGE ACADEMY LTD
Police Reactive Maintenance - Building Services,45260,6176.92,STULZ UK LTD
Police - Health & Safety - Occ Health,45260,1500,ST JAMES MEDICAL CENTRE
Water,45260,6356.61,SCOTTISH WATER BUSINESS STREAM
Water,45260,6248.200000000001,SCOTTISH WATER BUSINESS STREAM
Equipment General,45260,2410.7999999999997,SCENESAFE
Equipment General,45260,860,SCENESAFE
Equipment General,45260,1965.9699999999998,SCENESAFE
Equipment General,45260,1894.5,SCENESAFE
Computer Equipment (Hardware),45260,4574.97,SCC
Waste Collection Charges,45260,2730,SAME DAY PLC GUARDIAN SERVICES
Postage & Carriage,45260,3934.99,ROYAL MAIL NW & NW
Postage & Carriage,45260,2910.59,ROYAL MAIL NW & NW
Postage & Carriage,45260,3263.5299999999997,ROYAL MAIL NW & NW
PCC Commissioning - Community Liason,45260,7553.33,RIBBY HALL VILLAGE
PCC Commissioning - Community Liason,45260,9064,RIBBY HALL VILLAGE
Consultant Fees,45260,7315,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45260,1040.72,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45260,5225,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45260,1672,REED SPECIALIST RECRUITMENT LTD
Postage & Carriage,45260,3000,QUADIENT LTD. CREDIFON RBV ACCOUNT
Printing - External,45260,757,PSL PRINT MANAGEMENT LTD
Police - Statutory Maintenance,45260,1133.33,PROTEC FIRE DETECTION PLC
Police - Other Third Party Payments,45260,715,POLICE CRIME PREVENTION INITIATIVES LIMITED
Police - Conferences,45260,2970,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE
Police - Waste Collection Charges - Clinical,45260,1072.26,PHS GROUP PLC
Cleaning & Domestic General,45260,754.67,PHS GROUP PLC
Police - Media Campaigns,45260,4225,ONE SMART COOKIE COMMUNICATIONS
Training Expenses (External),45260,720,NDORS TRAINER
Vehicle & Plant R&M (External),45260,528.5,NATIONAL WINDSCREENS NW
Environmental Saving Initiatives,45260,1250,MECHANICAL DESIGN CONSULTANCY
Police - Vehicle Workshop Parts,45260,615.83,MACHINE MART LTD
Police Reactive Maintenance - Building Fabric,45260,603,LUSTALUX LTD
Vehicle & Plant R&M (External),45260,630,LANCASHIRE DAF LTD
Police - Counsel Fees,45260,1462.5,JOHN BEGGS QC
Police - Telecom Forensics,45260,549.78,EPAY LTD
Clothing & Uniform,45260,713.4,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Clothing & Uniform,45260,961.47,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45260,1268.86,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Clothing & Uniform,45260,964.97,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Food Provisions General,45260,1114.34,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Food Provisions General,45260,1250.06,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Computer Software,45260,880,DO-IT SOLUTIONS LTD
Police - Vehicle Workshop Parts,45260,1151.59,CICELEY COMMERCIALS LTD [227519]
Police -Stray / Dangerous Animals,45260,564.78,ANIMAL RELATED SERVICES
Police - Horse Expenses,45260,1045.08,ANIMAL RELATED SERVICES
Police - Other Specialist Operational Equipment,45260,4116.29,CAELUS DRONES LTD
Police - Detained Persons - Meals / Refreshments,45260,560.6700000000001,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45260,3032.49,BIDFOOD
PCC Commissioning - Community Liason,45260,10000,BACUP FAMILY CENTRE LTD





































