* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police -Stray / Dangerous Animals,45279,6941.53,ANIMAL RELATED SERVICES
Police -Stray / Dangerous Animals,45279,6001.63,ANIMAL RELATED SERVICES
Police -Stray / Dangerous Animals,45279,2241.43,ANIMAL RELATED SERVICES
Police - FSS,45279,2486,CELLMARK
Police - FSS,45279,5339.4,CELLMARK
Consultant Fees,45279,3184.81,CELL:CM
Police - Property External Fees,45279,1240,CAPSTICKS SOLICITORS LLP
Police - Other Third Party Payments,45279,2966.65,BLACKPOOL FC COMMUNITY TRUST
Catering Service (External),45279,1804.9,BIDFOOD
Police Reactive Maintenance - Building Fabric,45279,4240.9,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45279,2495.02,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45279,14315.8,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45279,995.9,ASHTON JOINERY & BUILDING SERVICES LTD
Hire of Transport,45279,773.83,ARNOLD CLARK CAR & VAN RENTAL
General Office Supplies,45281,59562.41999999999,XEROX (UK) LTD
Works Fees (External),45281,207615.12,WILLMOTT DIXON CONSTRUCTION LTD
Erection Of Buildings,45281,206755.41,WILLMOTT DIXON CONSTRUCTION LTD
Clothing & Uniform,45281,1966.86,WILLIAM SUGDEN & SONS LTD
Equipment General,45281,9999,WESTCOTEC LTD
Exchange Phones,45281,19000,VIRGIN MEDIA BUSINESS LTD
Exchange Phones,45281,12531.61,VIRGIN MEDIA BUSINESS LTD
Vehicle Purchase,45281,2052,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45281,25878,TOYOTA GB PLC
Police - Other Third Party Payments,45281,585.82,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45281,1482.5,THIRD PARTY SUPPLIER
Computer Hardware,45281,1382.33,THIRD PARTY SUPPLIER
Telecommunications Equipment,45281,854.45,THIRD PARTY SUPPLIER
Telecommunications Equipment,45281,17549.41,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45281,1016.01,THIRD PARTY SUPPLIER
Telecommunications Equipment,45281,12284.59,THIRD PARTY SUPPLIER
Computer Licences,45281,3695.09,THIRD PARTY SUPPLIER
Police - Pathologists Fees,45281,3074.47,THIRD PARTY FORENSIC SERVICES
Stationery,45281,13491.18,ACS BUSINESS SUPPLIES LTD
Cleaning & Domestic General,45281,5280,SOUTH RIBBLE BOROUGH COUNCIL
Cleaning & Domestic General,45281,1404,SOUTH RIBBLE BOROUGH COUNCIL
Clothing & Uniform,45281,1090.6000000000001,SMART IMAGE WORKWEAR LTD
Police - Scientific Support Equipment,45281,9210,SHIMADZU UK LTD
Equipment General,45281,739.2399999999999,SCENESAFE
Equipment General,45281,747.74,SCENESAFE
Police - Guest Speakers,45281,1600,SAM WARNER CONSULTING LTD
Agency Staff,45281,621.3,ADECCO UK LTD
Agency Staff,45281,673.08,ADECCO UK LTD
Agency Staff,45281,517.75,ADECCO UK LTD
Agency Staff,45281,621.3,ADECCO UK LTD
Agency Staff,45281,517.75,ADECCO UK LTD
Agency Staff,45281,621.3,ADECCO UK LTD
Agency Staff,45281,621.3,ADECCO UK LTD
Agency Staff,45281,621.3,ADECCO UK LTD
Police Reactive Maintenance - Building Fabric,45281,655,RED ROSE BUILDING MAINTENANCE
Printing - External,45281,600,PSL PRINT MANAGEMENT LTD
Ext  Adapt  Improv  Etc,45281,595,PROTEC FIRE DETECTION PLC
Police - Other Third Party Payments,45281,7264.65,POLICE FEDERATION OF ENGLAND AND WALES
Police Reactive Maintenance - Building Fabric,45281,2823.52,PILKINGTON BROS (CHURCH) LTD
Police - Vehicle Workshop Parts,45281,562.36,PARTS PLUS
Training Expenses (External),45281,560,NDORS TRAINER
Police - Media Campaigns,45281,1950,NAVY&GREY LTD
Recruitment - Advertising,45281,930,NAVY&GREY LTD
Consultant Fees,45281,5935.9,LOIS BURTON LTD
Equipment General,45281,1198,LASER TECH UK LTD
Police - Interpreters,45281,32391.75,LANGUAGE LINE TI LTD
Police - Interpreters,45281,20934.800000000003,LANGUAGE LINE TI LTD
Police - Media Campaigns,45281,2743.9300000000003,JACK AND GRACE COMMUNICATIONS
Vehicle Purchase,45281,1942.8,INTOMOVE LTD
Vehicle Purchase,45281,8145.17,INTOMOVE LTD
Police - Statutory Maintenance,45281,3239.4500000000016,INTEGRATED WATER SERVICES LTD
Clothing & Uniform,45281,689.29,ALTBERG LTD
Clothing & Uniform,45281,4865.84,ALTBERG LTD
Police - FSS,45281,2398.4,ANALYTICAL SERVICES INTERNATIONAL LTD
Police - Vehicle Workshop Parts,45281,527.58,GSF CAR PARTS LTD
Equipment General,45281,762.6,CPC (COMBINED PRECISION COMPONENTS) PLC
Police - Other Third Party Payments,45281,2950,COPACC LIMITED
Police - Detained Persons - Other Expenses,45281,1704,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45281,2927.2,CHARLES FELLOWS SUPPLIES LTD
Police Reactive Maintenance - Building Fabric,45281,1452.29,CCH JOINERY (PRESTON) LTD
Police - Vehicle Workshop Parts,45281,964.35,BMW UK LTD
Police - Other Third Party Payments,45281,2894.13,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45281,3170,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45281,2578.13,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45281,2655,BLACKBURN ROVERS COMMUNITY TRUST
Waste Collection Charges,45281,898.1600000000001,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45281,901.5799999999999,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45281,517.45,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45281,2518.3399999999997,BIFFA WASTE SERVICES LTD
Police - Other Third Party Payments,45281,1995,ARLINGCLOSE LTD
Computer Equipment (Hardware),45281,580,ATTOBUS LTD
Police Reactive Maintenance - Building Fabric,45281,2150,ASSA ABLOY SECURITY DOORS
Ext  Adapt  Improv  Etc,45281,2150,ASSA ABLOY SECURITY DOORS
Hire of Transport,45288,708.1,WHITEGATE VEHICLE SOLUTIONS LTD
Hire of Transport,45288,1038,WHITEGATE VEHICLE SOLUTIONS LTD
Police - Mobile Data,45288,1776,VODAFONE LTD (215385)
Catering Service (External),45288,551.72,TURNER PRICE LTD
Catering Service (External),45288,2272.21,TURNER PRICE LTD
Catering Service (External),45288,1057.6399999999999,TURNER PRICE LTD
Catering Service (External),45288,869.6700000000001,TURNER PRICE LTD
Catering Service (External),45288,3188.13,TURNER PRICE LTD
Catering Service (External),45288,1527.73,TURNER PRICE LTD
Catering Service (External),45288,1141.0900000000001,TURNER PRICE LTD
Catering Service (External),45288,1051.35,TURNER PRICE LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,1050,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,7375.36,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,900,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,7375,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45288,10837.08,A J ENGINEERING SERVICES LTD
Police - Legal Costs,45288,1000,TLT LLP
Equipment General,45288,3800,THIRD PARTY SUPPLIER
Police - Other Investigative Expenses,45288,6471.6,THIRD PARTY SUPPLIER
Other Expenses,45288,5085.6,THIRD PARTY SUPPLIER
Police - Settlements - Staff,45288,15000,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45288,557.56,THIRD PARTY SUPPLIER
Training Expenses (External),45288,1500,THIRD PARTY SUPPLIER
Computer Maintenance,45288,22549.48,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45288,2941.7799999999997,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45288,2581.75,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45288,2655,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45288,3280,ACCRINGTON STANLEY COMMUNITY TRUST
Equipment General,45288,3206.25,THIRD PARTY SUPPLIER
Police - Trainer/Lecturer Fees,45288,500,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45288,697.2,THIRD PARTY SUPPLIER
Police - FSS,45288,6209.5,THIRD PARTY FORENSIC SERVICES
Consultant Fees,45288,70400,THE BRIDGE (IT RECRUITMENT) LIMITED
PCC Commissioning - Community Liason,45288,10000,THE BOATHOUSE YOUTH
Training Expenses (External),45288,10800,THE ATACC GROUP
Training Expenses (External),45288,18400,THE ATACC GROUP
Subsistence,45288,1365,SUDELL SANDWICHES
Computer Software,45288,1470,SUBSTANCE 2005 lTD
Police - Health & Safety - Occ Health,45288,750,ST JAMES MEDICAL CENTRE
Equipment General,45288,609,SONIC COMMUNICATIONS (INTERNATIONAL) LTD
Equipment General,45288,1231.5,SLINGERS IRONMONGERS
Police Reactive Maintenance - Building Services,45288,3970,SECURITY SOLUTIONS
Police Reactive Maintenance - Building Services,45288,501.5,SECURITY SOLUTIONS
Computer Maintenance,45288,28480,SCOTTISH POLICE AUTHORITY
Equipment General,45288,1495.6999999999998,SCENESAFE
Equipment General,45288,3336.84,SCC
Police - Waste Collection - ERP,45288,2730,SAME DAY PLC GUARDIAN SERVICES
Consolidated invoice suspense,45288,134286.96,REED SPECIALIST RECRUITMENT LTD
ICT Stock / Stores,45288,508,RADIO SERVICE
Printing - External,45288,2108,PSL PRINT MANAGEMENT LTD
Clothing & Uniform,45288,4321.8,PSL PRINT MANAGEMENT LTD
Police Reactive Maintenance - Building Services,45288,1663.38,PROTEC FIRE DETECTION PLC
Equipment General,45288,607.1,PRISMA WORLDWIDE LTD
Police - Vehicle Workshop Parts,45288,824.56,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45288,523.82,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Other Third Party Payments,45288,2760,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45288,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Conference Expenses,45288,550,PREMIER PEOPLE SOLUTIONS LTD T/A PREMIER PARTNERSHIP
Conference Expenses,45288,895,PREMIER PEOPLE SOLUTIONS LTD T/A PREMIER PARTNERSHIP
Police Reactive Maintenance - Building Services,45288,3966.0699999999993,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,2975.7000000000003,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,1812.13,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,1695.02,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,5286.5,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,2254.19,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,2507.8,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,6949.41,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,2652.8999999999996,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,1937.09,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45288,1771.8999999999999,PREMIER OF LYTHAM  LTD
Police - Other Third Party Payments,45288,1041.67,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45288,1095,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45288,1095,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45288,1041.67,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45288,1041.67,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45288,1095,AFC FYLDE COMMUNITY FOUNDATION
Police - Firearms Ammunition,45288,3186.54,POINT SOUTH LIMITED
Programmed Work,45288,3019.14,PILKINGTON BROS (CHURCH) LTD
Police - Statutory Maintenance,45288,3519.2,PICKERINGS EUROPE LIMITED
Works Fees (External),45288,31600,PERFECT CIRCLE JV LTD
Police - Vehicle Cleaning,45288,875,PENNINE FIRE & SAFETY LTD
Police - Vehicle Workshop Parts,45288,19509.13,OECONNECTION LTD
Training Expenses (External),45288,2493,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
Police - Counsel Fees,45288,9150,MR CHARLES APTHORP
Police - Counsel Fees,45288,4800,MR CHARLES APTHORP
Police - Other Third Party Payments,45288,537.17,MOTION PICTURE LICENSING CO LTD
Police - Property External Fees,45288,806,MICHELMORES LLP
Training Expenses (External),45288,1250,MERSEYSIDE POLICE AUTHORITY
Police - Other Third Party Payments,45288,4966.5,MENTE LIMITED
Police - Doctors Statements,45288,750,LYNDA LEE CONSULTING LTD
Equipment General,45288,45600,LASER TECH UK LTD
Puchasing Default Code,45288,1445,LASER TECH UK LTD
Police - Treasurers Services - Other,45288,13450,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45288,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Police Reactive Maintenance - Building Services,45288,1044,KENDRA ENERGY SOLUTIONS LTD
Police - Other Third Party Payments,45288,2856.6,JHJ MEDICO LEGAL LTD
Vehicle & Plant R&M (External),45288,13919.34,JAMES ALPE LTD
Vehicle & Plant R&M (External),45288,13919.34,JAMES ALPE LTD
Equipment General,45288,972.92,HOLLAND GLASS LTD
Clothing & Uniform,45288,1390.24,ALTBERG LTD
Clothing & Uniform,45288,2450,ALTBERG LTD
Police - FSS,45288,17380,ANALYTICAL SERVICES INTERNATIONAL LTD
Police Reactive Maintenance - Building Fabric,45288,972,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45288,1554,GABLES UK LTD
Programmed Work,45288,26696.25,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45288,4344,GABLES UK LTD
Police - Vehicle Recovery & Storage,45288,2990,FMG SUPPORT
Police - Vehicle Recovery & Storage,45288,27198,FMG SUPPORT
Police - Other Third Party Payments,45288,1910,FLEETWOOD TOWN COMMUNITY TRUST
Police - Other Third Party Payments,45288,2785,FLEETWOOD TOWN COMMUNITY TRUST
Police - Other Third Party Payments,45288,2460,FLEETWOOD TOWN COMMUNITY TRUST
Police - Other Third Party Payments,45288,2000,FLEETWOOD TOWN COMMUNITY TRUST
Training Expenses (External),45288,8700,EXPERT WITNESS SERVICES LTD
Police - Mobile Data,45288,8838.21,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45288,6132.29,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45288,6210.06,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45288,6207.37,EVERYTHING EVERYWHERE LTD
Training Expenses (External),45288,1868,EURO CAR PARTS LTD
Food Provisions General,45288,985.98,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Clothing & Uniform,45288,953.65,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45288,782.98,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Food Provisions General,45288,1401.04,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Equipment General,45288,511.20000000000005,EASTERN SHIRES PURCHASING ORGANISATION
Police - Promotional Materials,45288,550,E6 CREATIVE LTD
Police Reactive Maintenance - Building Services,45288,833.31,E E THOMPSON & SON LTD
Police Reactive Maintenance - Building Services,45288,780.8,E E THOMPSON & SON LTD
Police Reactive Maintenance - Building Services,45288,908.17,E E THOMPSON & SON LTD
Police - Other Third Party Payments,45288,2244,DA LANGUAGES LTD
Equipment General,45288,6498.75,D.TEC INTERNATIONAL LTD
Computer Software,45288,84000,CORPORATE IT SYSTEMS LIMITED
Other Expenses,45288,1609.4,COFFEE 1652
Consolidated invoice suspense,45288,30743.97,CLARITY TRAVEL LIMITED
Police - Other Third Party Payments,45288,2016.96,CHILD ACTION NORTHWEST
Police - Other Third Party Payments,45288,674.25,CHILD ACTION NORTHWEST
Police - Detained Persons - Other Expenses,45288,1691.5,CHILD ACTION NORTHWEST
Police - Other Third Party Payments,45288,1784.46,CHILD ACTION NORTHWEST
Police - FSS,45288,6946.5,CELLMARK
Police - FSS,45288,891,CELLMARK
Police - FSS,45288,907.5,CELLMARK
Police - FSS,45288,2486,CELLMARK
Police - FSS,45288,5339.4,CELLMARK
Police - FSS,45288,851.4,CELLMARK
Police - FSS,45288,893.75,CELLMARK
Police - FSS,45288,2175.36,CELLMARK
Police - Dog Expenses,45288,750,ANIMAL RELATED SERVICES
Police -Stray / Dangerous Animals,45288,651.93,ANIMAL RELATED SERVICES
Equipment General,45288,694.95,BUYER DIRECT LTD
Equipment General,45288,694.96,BUYER DIRECT LTD
Police - Other Third Party Payments,45288,2966.95,BLACKPOOL FC COMMUNITY TRUST
Police - Other Third Party Payments,45288,3017.5,BLACKPOOL FC COMMUNITY TRUST
Police - Detained Persons - Meals / Refreshments,45288,3173.46,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45288,1388.4499999999998,BIDFOOD
Recruitment - Advertising,45288,1266.18,BAUER RADIO
Equipment General,45288,805,ATTOBUS LTD
Equipment General,45288,25061.22,ARROW COUNTY SUPPLIES
Hire of Transport,45288,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45288,538.44,ARNOLD CLARK CAR & VAN RENTAL
