* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police - Health & Safety - Occ Health,45128,514.16,AERO HEALTHCARE
Police Reactive Maintenance - Building Services,45128,2164.57,SECURITY SOLUTIONS
Police Reactive Maintenance - Building Services,45128,2164.57,SECURITY SOLUTIONS
Equipment General,45128,955.44,SCENESAFE
Postage & Carriage,45128,3814,ROYAL MAIL NW & NW
Rents - General,45128,1122,AGED BLIND & DISABLED CENTRE (BACUP)
Police - Planned Preventative Maintenance,45128,574,PENNINE FIRE & SAFETY LTD
Training Expenses (External),45128,1200,NDORS TRAINER
Police - Other Investigative Expenses,45128,1800,MEWA
Equipment General,45128,973,LGC LTD
Police - Scientific Support Equipment,45128,2321.67,KARDEX SYSTEMS (UK) LTD
Waste Collection Charges,45128,870,JACKSON SKIPS & RECYCLING LTD
Clothing & Uniform,45128,3495.25,DHL SUPPLY CHAIN
Equipment General,45128,6404,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Police - Other Third Party Payments,45128,2169,COLLEGE OF POLICING
Police - Drinking Water,45128,985.2,AQUAID
Police - Detained Persons - Other Expenses,45128,900.94,CHILD ACTION NORTHWEST
Police - Detained Persons - Other Expenses,45128,7391.5,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45128,1172.4,CHARLES FELLOWS SUPPLIES LTD
Rents - General,45128,3222.62,CELL:CM
Police - Planned Preventative Maintenance,45128,5961.81,CAMFIL FARR
Police - Detained Persons - Meals / Refreshments,45128,603.21,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45128,896.1700000000001,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45128,1171.1599999999999,BIDFOOD
Equipment General,45128,1293.8300000000002,ASDARTS INH. ANDREAS HUBER
Police Reactive Maintenance - Building Services,45133,575.99,ZIP WATER (FORMALLY INSTANTA LIMITED)
Vehicle Purchase,45133,5399.87,A J ENGINEERING SERVICES LTD
PCC Commissioning - Public Protection,45133,18284.58,VICTIM SUPPORT LANCASHIRE
Catering Service (External),45133,2644.8199999999997,TURNER PRICE LTD
Police - Other Third Party Payments,45133,3000,TRUST HOUSE LANCASHIRE
Catering Service (External),45133,1018.71,TIFFIN SANDWICHES LTD
Computer Equipment (Hardware),45133,120927,THIRD PARTY SUPPLIER
ICT Stock / Stores,45133,508,THIRD PARTY SUPPLIER
Police - Compensation,45133,645,THIRD PARTY SUPPLIER
Computer Licences,45133,3130.7,THIRD PARTY SUPPLIER
Agency Staff,45133,621.3,ADECCO UK LTD
Equipment General,45133,969.96,SLINGERS IRONMONGERS
Police - Scientific Support Equipment,45133,632.77,SCENESAFE
Equipment General,45133,5790,SCENESAFE
Equipment General,45133,2895,SCENESAFE
Equipment General,45133,720,SCENESAFE
Equipment General,45133,536,SCENESAFE
Computer Equipment (Hardware),45133,1207.2,SCC
Telecommunications Equipment,45133,740.5800000000002,SCC
Police - Statutory Maintenance,45133,505.21000000000004,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45133,4927.39,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45133,5113.09,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45133,5183.639999999999,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45133,3311.7,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45133,3311.7,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45133,5549.15,PREMIER OF LYTHAM  LTD
Training Expenses (External),45133,2275,PLUXEE UK LTD (FORMERLY SODEXO LTD)
Training Expenses (External),45133,1895.83,PLUXEE UK LTD (FORMERLY SODEXO LTD)
Police - Statutory Maintenance,45133,502.5999999999999,PICKERINGS EUROPE LIMITED
Police Reactive Maintenance - Building Services,45133,850,PICKERINGS EUROPE LIMITED
Electricity,45133,2812.15,NPOWER LTD
Vehicle & Plant R&M (External),45133,754,NATIONAL WINDSCREENS NW
Police - Counsel Fees,45133,875,MISS ANGELA GEORGIOU
Equipment General,45133,6840,MILLERS UK LTD
Police - Other Third Party Payments,45133,20530.74,LANCASHIRE FIRE & RESCUE
Police  - Additional Cleaning,45133,10267.51,LANCASHIRE COUNTY COUNCIL (200398)
Police - Planned Preventative Maintenance,45133,522,KENDRA ENERGY SOLUTIONS LTD
Police -Stray / Dangerous Animals,45133,1515.34,ANIMAL RELATED SERVICES
Police -Stray / Dangerous Animals,45133,740,ANIMAL RELATED SERVICES
Police - Dog Expenses,45133,750,ANIMAL RELATED SERVICES
Police - Other Third Party Payments,45133,2460,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45133,2000,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45133,2785,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45133,1910,FLEETWOOD TOWN COMMUNITY
Equipment General,45133,752.5,EDGAR BROTHERS
Police - Firearms Ammunition,45133,6490,EDGAR BROTHERS
Police - Vehicle Workshop Parts,45133,1139.95,CV COMPONENTS (FORMERLY ALLIANCE AUTOMOTIVE UK LV LTD)
Vehicle & Plant R&M (External),45133,548.9,AP FLEET SERVICES LTD
Equipment General,45133,3725,CREATV BROADCAST
Police - Detained Persons - Other Expenses,45133,1354.31,CHILD ACTION NORTHWEST
Police - Detained Persons - Other Expenses,45133,1615.88,CHILD ACTION NORTHWEST
Police - Detained Persons - Other Expenses,45133,563.81,CHILD ACTION NORTHWEST
Police - Detained Persons - Other Expenses,45133,3655,CHARLES FELLOWS SUPPLIES LTD
Rents - General,45133,3085.97,CELL:CM
ICT Stock / Stores,45133,4052.5,CDW UK LTD
Hire of Transport,45133,3240,CAR-PORT UK
Police - Planned Preventative Maintenance,45133,2906.83,CAMFIL FARR
Police - Planned Preventative Maintenance,45133,1608.15,CAMFIL FARR
Hire of Transport,45133,614.32,ARNOLD CLARK CAR & VAN RENTAL
Police - Detained Persons - Meals / Refreshments,45133,985.89,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45133,907.4300000000001,BIDFOOD
Recruitment - Advertising,45133,3060,BAUER RADIO
Consolidated invoice suspense,45133,16732.42,ARROW COUNTY SUPPLIES
Petrol,45134,37302.4,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Hire of Transport,45135,707.1,WHITEGATE VEHICLE SOLUTIONS LTD
Hire of Transport,45135,1401,WHITEGATE VEHICLE SOLUTIONS LTD
Training Expenses (External),45135,550,WEST MIDLANDS POLICE AUTHORITY
Police - Media Campaigns,45135,1300,VOODOO AGENCY
Police - Community Engagement,45135,960,VOODOO AGENCY
Vehicle Purchase,45135,20000,VOLVO CAR UK LTD
Vehicle Purchase,45135,17793,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,25495.25,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,25495.25,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17635.33,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,1500,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,27216.15,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17793,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17793,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17793,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Training Expenses (External),45135,4430,ABILITY SMART LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17793,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45135,17848,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Computer Maintenance,45135,6794.75,VODAFONE LTD (215385)
Police - Exchanges Phones - Call Charges,45135,945.25,VIRGIN MEDIA BUSINESS LTD
Exchange Phones,45135,947.06,VIRGIN MEDIA BUSINESS LTD
Police - Training Expenses for DHEP ( Degree Holder Entry ),45135,75000,UCLAN - UNIVERSITY OF CENTRAL LANCASHIRE
Catering Service (External),45135,2268.49,TURNER PRICE LTD
Catering Service (External),45135,731.57,TURNER PRICE LTD
Catering Service (External),45135,651.3399999999999,TURNER PRICE LTD
Catering Service (External),45135,1807.15,TURNER PRICE LTD
Catering Service (External),45135,595.22,TURNER PRICE LTD
Equipment General,45135,921,TRUVELO UK LIMITED
Catering Service (External),45135,679.29,TIFFIN SANDWICHES LTD
ICT Stock / Stores,45135,3519,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45135,596.96,THIRD PARTY SUPPLIER
Window Cleaning,45135,534.18,THIRD PARTY SUPPLIER
Police - Vehicle Recovery & Storage,45135,575,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45135,1015.22,THIRD PARTY SUPPLIER
Computer Hardware,45135,5182.38,THIRD PARTY SUPPLIER
Equipment General,45135,3800,THIRD PARTY SUPPLIER
Equipment General,45135,3206.25,THIRD PARTY SUPPLIER
IT Consultancy,45135,11000,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,12600,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,9900,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,11000,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,11000,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,8500,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,8000,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,9675,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,9900,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,9900,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,10500,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45135,15400,THE BRIDGE (IT RECRUITMENT) LIMITED
Training Expenses (External),45135,17200,THE ATACC GROUP
Training Expenses (External),45135,3960,THE ATACC GROUP
Police Reactive Maintenance - Building Services,45135,560,STULZ UK LTD
Police - Health & Safety - Occ Health,45135,2250,ST JAMES MEDICAL CENTRE
Police - Health & Safety - Occ Health,45135,2250,ST JAMES MEDICAL CENTRE
Police - Other Third Party Payments,45135,1181.5,SOLON SECURITY LTD
Police - Data Acquisition/Surveys,45135,4460,SNAP SURVEYS LTD
Police - Scientific Support Equipment,45135,1412.4699999999998,SHIMADZU UK LTD
Police - Scientific Support Equipment,45135,3273,SHIMADZU UK LTD
Police - Health & Safety - Occ Health,45135,1208.6399999999999,AERO HEALTHCARE
Police Reactive Maintenance - Building Services,45135,585,SECURITY SOLUTIONS
Equipment General,45135,1655.88,SCENESAFE
Equipment,45135,18719.61,SCC
Computer Equipment (Hardware),45135,26539.54,SCC
Waste Collection Charges,45135,2730,SAME DAY PLC GUARDIAN SERVICES
Waste Collection Charges,45135,2427.7,SAME DAY PLC GUARDIAN SERVICES
Lubricants,45135,3144.96,RYBROOK
Postage & Carriage,45135,3476.8,ROYAL MAIL NW & NW
Computer Licences,45135,9800,RISK LEDGER LTD
Computer Licences,45135,9800.01,RISK LEDGER LTD
Programmed Work,45135,3500,REID JONES PARTNERSHIP
Consultant Fees,45135,5016,REED SPECIALIST RECRUITMENT LTD
Computer Licences,45135,2315,QUADIENT UK LTD
Printing - External,45135,785.3399999999999,PSL PRINT MANAGEMENT LTD
Printing - External,45135,2335.3,PSL PRINT MANAGEMENT LTD
Police - Community Engagement,45135,5000,PRGLOO LTD
Police - Vehicle Workshop Parts,45135,1881.63,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Other Third Party Payments,45135,5880,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45135,5130.39,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45135,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45135,2760,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police Reactive Maintenance - Building Services,45135,3588.88,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45135,533.3199999999999,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45135,4626.66,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45135,1562.7099999999998,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45135,4116.02,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45135,1455,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45135,2837.9,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45135,1123.31,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Fabric,45135,1340,PILKINGTON BROS (CHURCH) LTD
Cleaning & Domestic General,45135,783.57,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45135,1131.71,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45135,1144.38,PHS GROUP PLC
Cleaning & Domestic General,45135,783.57,PHS GROUP PLC
Programmed Service Contracts,45135,1402.73,PHAROS GENERATOR SERVICES LIMITED
Police - Telecom Forensics,45135,1610,PAYPOINT NETWORKS LTD
Police - Vehicle Workshop Parts,45135,36306.71,OECONNECTION LTD
Training Expenses (External),45135,1120,NW RFCA ALTERNATIVE VENUES
Electricity,45135,881.56,NPOWER LTD
Electricity,45135,1003.5,NPOWER LTD
Electricity,45135,913.7,NPOWER LTD
Electricity,45135,911.27,NPOWER LTD
Electricity,45135,925.48,NPOWER LTD
Electricity,45135,12614.11,NPOWER LTD
Electricity,45135,10890.89,NPOWER LTD
Electricity,45135,11596.41,NPOWER LTD
Electricity,45135,10046.15,NPOWER LTD
Electricity,45135,10731.73,NPOWER LTD
Electricity,45135,11621.07,NPOWER LTD
Electricity,45135,12375.11,NPOWER LTD
Electricity,45135,12572.95,NPOWER LTD
Electricity,45135,11111.66,NPOWER LTD
Electricity,45135,12443.27,NPOWER LTD
Electricity,45135,11470.2,NPOWER LTD
Electricity,45135,12642.02,NPOWER LTD
Electricity,45135,11447,NPOWER LTD
Rents - General,45135,1457.71,ALPHA INVESTMENTS (NW) LTD C/O BLUEMANTLE LTD
Rents - General,45135,1768.62,ALPHA INVESTMENTS (NW) LTD C/O BLUEMANTLE LTD
Electricity,45135,12065.06,NPOWER LTD
Electricity,45135,10888.17,NPOWER LTD
Electricity,45135,11633.54,NPOWER LTD
Electricity,45135,11077.92,NPOWER LTD
Electricity,45135,10354.81,NPOWER LTD
Electricity,45135,11127.46,NPOWER LTD
Electricity,45135,739.31,NPOWER LTD
Electricity,45135,933.99,NPOWER LTD
Electricity,45135,861.9,NPOWER LTD
Electricity,45135,818.78,NPOWER LTD
Electricity,45135,838.31,NPOWER LTD
Electricity,45135,715.28,NPOWER LTD
Electricity,45135,697.88,NPOWER LTD
Electricity,45135,778.3,NPOWER LTD
Clothing & Uniform,45135,1737.8,ALTBERG LTD
Electricity,45135,1068.59,NPOWER LTD
Electricity,45135,663.2,NPOWER LTD
Electricity,45135,510.59,NPOWER LTD
Electricity,45135,1021.36,NPOWER LTD
Electricity,45135,950.58,NPOWER LTD
Electricity,45135,871.75,NPOWER LTD
Electricity,45135,895.19,NPOWER LTD
Electricity,45135,1033.97,NPOWER LTD
Electricity,45135,762.97,NPOWER LTD
Electricity,45135,879.14,NPOWER LTD
Electricity,45135,864.81,NPOWER LTD
Electricity,45135,883.71,NPOWER LTD
Electricity,45135,879.29,NPOWER LTD
Electricity,45135,885.32,NPOWER LTD
Electricity,45135,787.86,NPOWER LTD
Electricity,45135,990.23,NPOWER LTD
Electricity,45135,963.21,NPOWER LTD
Electricity,45135,872.55,NPOWER LTD
Electricity,45135,771.1,NPOWER LTD
Electricity,45135,735.33,NPOWER LTD
Electricity,45135,751.69,NPOWER LTD
Police - Counsel Fees,45135,3600,MISS REBECCA HIRST
Police - Property External Fees,45135,707,MICHELMORES LLP
Building Cleaning Contract (External),45135,105357.28000000003,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45135,55002,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45135,55002,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45135,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45135,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Clothing & Uniform,45135,1105,KEELA INTERNATIONAL LTD
Vehicle Purchase,45135,27863.55,JORDANS & CO (HULL) LTD
Vehicle Purchase,45135,19330.29,INTOMOVE LTD
Police - Statutory Maintenance,45135,3078.3000000000006,INTEGRATED WATER SERVICES LTD
Police Reactive Maintenance - Building Services,45135,622.02,INTEGRATED WATER SERVICES LTD
Police - Doctors Statements,45135,870,HEALTHWORK
Recruitment - Advertising,45135,1800.75,HAVAS PEOPLE LTD
Furniture General,45135,1386,GRESHAM OFFICE FURNITURE LTD
Equipment General,45135,1362.5,GRESHAM OFFICE FURNITURE LTD
Furniture - H&S,45135,1150,GRESHAM OFFICE FURNITURE LTD
Police - Other Third Party Payments,45135,21538.16,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police - Other Third Party Payments,45135,15384.13,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police - Other Third Party Payments,45135,18597.91,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Ext  Adapt  Improv  Etc,45135,9973,GABLES UK LTD
Police - Vehicle Recovery & Storage,45135,8541,FMG SUPPORT
Police - Vehicle Recovery & Storage,45135,33064,FMG SUPPORT
Police - Mobile Data,45135,5757.91,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45135,6208.52,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45135,6213.39,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45135,8831,EVERYTHING EVERYWHERE LTD
Police - Vehicle Workshop Parts,45135,764.56,EURO CAR PARTS LTD
Police Reactive Maintenance - Building Services,45135,1882,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45135,630.8,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45135,847.24,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45135,1340.48,E-TEC ELECTRICAL LTD
Clothing & Uniform,45135,1404.32,ESSENTRA COMPONENTS LTD
Training Expenses (External),45135,2240,ENLIGHTEN TRAINING & CONSULTANCY LTD
Training Expenses (External),45135,4760,ENLIGHTEN TRAINING & CONSULTANCY LTD
Training Expenses (External),45135,2520,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45135,5100,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45135,4880,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45135,1960,ENLIGHTEN TRAINING & CONSULTANCY LTD
Laundry,45135,1128.42,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45135,915.96,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45135,1023.48,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45135,871.18,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Computer Licences,45135,8021.6,EGRESS SOFTWARE TECHNOLOGIES LTD
Police - Promotional Materials,45135,550,E6 CREATIVE LTD
Agency Staff,45135,675,DRS. DIRECT
Police - Doctors Statements,45135,1125,DR DANIEL HAINES
Vehicle & Plant R&M (External),45135,1055.24,AP FLEET SERVICES LTD
Police - Other Third Party Payments,45135,2800,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45135,2788.52,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45135,2970,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45135,2805.18,CLARETS IN THE COMMUNITY LTD
Police - Drinking Water,45135,507.4,AQUAID
Police - Other Specialist Operational Equipment,45135,1358,ARCO LTD
Police - Other Third Party Payments,45135,1662.38,CHILD ACTION NORTHWEST
Police - FSS,45135,528,CELLMARK
Police - FSS,45135,3072,CELLMARK
Police - FSS,45135,1520,CELLMARK
Police - FSS,45135,8065.6,CELLMARK
Police - FSS,45135,2410,CELLMARK
Police - FSS,45135,2010.8,CELLMARK
Ext  Adapt  Improv  Etc,45135,3712.5,CCH JOINERY (PRESTON) LTD
Police Reactive Maintenance - Building Fabric,45135,580,CCH JOINERY (PRESTON) LTD
Ext  Adapt  Improv  Etc,45135,3847.5,CCH JOINERY (PRESTON) LTD
Ext  Adapt  Improv  Etc,45135,2445,CCH JOINERY (PRESTON) LTD
Police Reactive Maintenance - Building Services,45135,608,CAS FM LTD
Police - Other Third Party Payments,45135,4600,BUILD A BETTER LIFE
Police - Other Third Party Payments,45135,2894.13,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45135,2655,BLACKBURN ROVERS COMMUNITY TRUST
Hire of Transport,45135,538.44,ARNOLD CLARK CAR & VAN RENTAL
Police - Other Third Party Payments,45135,3170,BLACKBURN ROVERS COMMUNITY TRUST
Police - Other Third Party Payments,45135,2578.13,BLACKBURN ROVERS COMMUNITY TRUST
Waste Collection Charges,45135,1120.03,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45135,803.88,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45135,515.06,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45135,1249.29,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45135,508.51,BIFFA WASTE SERVICES LTD
Police - Other Investigative Expenses,45135,2845,ASSURED AUTOMOBILE ASSESSORS LTD [205138]
