* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police - Pathologists Fees,45070,3034.63,ALISON ARMOUR
Equipment General,45070,502.5,NOTJUSTBALLOONS.CO.UK LTD
Police - Counsel Fees,45070,762,MR LEE BONNER
Equipment,45070,1111340.49,MERSEYSIDE POLICE AUTHORITY
Police - Other Third Party Payments,45070,545.02,MARTEN WALSH CHERER LTD
Transport Insurance,45070,7349.96,MAPS LEGAL ASSISTANCE
Clothing & Uniform,45070,8704.04,KEELA INTERNATIONAL LTD
Computer Software,45070,27750,KALLIDUS LIMITED
Printing - External,45070,1425,JSB PRINT SOLUTIONS
Printing - External,45070,1147.5,JSB PRINT SOLUTIONS
Clothing & Uniform,45070,5821.63,ALTBERG LTD
Police - Statutory Maintenance,45070,1947.3799999999997,INTEGRATED WATER SERVICES LTD
Furniture (Purchase),45070,4790,GRESHAM OFFICE FURNITURE LTD
Police - Counsel Fees,45070,3800,FORBES SOLICITORS
Telecommunications Equipment,45070,220830,EVERYTHING EVERYWHERE LTD
Police - Trainer/Lecturer Fees,45070,1400,ENLIGHTEN TRAINING & CONSULTANCY LTD
Laundry,45070,666.66,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Police - Horse Expenses,45070,725.76,ANIMAL RELATED SERVICES
Consolidated invoice suspense,45070,60259.8,CORONA ENERGY
Other Expenses,45070,773.92,COFFEE 1652
Police - Vehicle Workshop Parts,45070,2258.15,CICELEY COMMERCIALS LTD [227519]
Police - Vehicle Workshop Parts,45070,670.42,CICELEY COMMERCIALS LTD [227519]
Equipment General,45070,520,CHORLEY BOROUGH COUNCIL
Police - Other Third Party Payments,45070,2057.63,CHILD ACTION NORTHWEST
Police - FSS,45070,14239.6,CELLMARK
Police - FSS,45070,7672,CELLMARK
Police - FSS,45070,1825,CELLMARK
Computer Hardware,45070,2360.49,CDW UK LTD
Police Reactive Maintenance - Building Fabric,45070,1019,CCH JOINERY (PRESTON) LTD
Police Reactive Maintenance - Building Fabric,45070,2985,CCH JOINERY (PRESTON) LTD
Police - Vehicle Workshop Equipment,45070,2072.5,CALIBRATION & CONSULTANCY SERVICES (UK)
Police - Professional Subscriptions,45070,1240,CABINET OFFICE
Police - Detained Persons - Meals / Refreshments,45070,1455.8200000000002,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45070,1408.74,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45070,627.9100000000001,BIDFOOD
Works Fees (External),45070,950,BALL & BERRY LTD
Hire of Transport,45070,614.32,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45072,1734,WHITEGATE VEHICLE SOLUTIONS LTD
Hire of Transport,45072,696,WHITEGATE VEHICLE SOLUTIONS LTD
Computer Software,45072,22916,4NET TECHNOLOGIES LTD
Computer Software,45072,30375.5,4NET TECHNOLOGIES LTD
Equipment General,45072,2563.75,ULTIMAT DEFENCE LTD
Computer Data Network,45072,6095.28,UK TELEMATICS
Catering Service (External),45072,2113.97,TURNER PRICE LTD
Catering Service (External),45072,575.62,TURNER PRICE LTD
Catering Service (External),45072,707.08,TURNER PRICE LTD
Acquisition Fees (External),45072,665,TLT LLP
ICT Stock / Stores,45072,647.4,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45072,3200,THIRD PARTY SUPPLIER
IT Consultancy,45072,4033.97,THIRD PARTY SUPPLIER
IT Consultancy,45072,681.15,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45072,3989.5,THIRD PARTY SUPPLIER
Police - Media Campaigns,45072,4500,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45072,1000,THIRD PARTY SUPPLIER
Agency Staff,45072,867.42,ACHIEVA GROUP LTD
Training Expenses (External),45072,6000,THE ATACC GROUP
Agency Staff,45072,930.94,ADECCO UK LTD
Agency Staff,45072,569.53,ADECCO UK LTD
Agency Staff,45072,621.3,ADECCO UK LTD
Computer Equipment (Hardware),45072,4200,SCC
Waste Collection Charges,45072,2730,SAME DAY PLC GUARDIAN SERVICES
Police - Vehicle Workshop Parts,45072,1016.49,RYBROOK
Police - Other Third Party Payments,45072,1350,RED ROSE RECOVERY
Waste Collection Charges,45072,590,RECYCLING LIVES LTD
Postage & Carriage,45072,4000,QUADIENT LTD. CREDIFON RBV ACCOUNT
Printing - External,45072,690,PSL PRINT MANAGEMENT LTD
Equipment General,45072,554,PSL PRINT MANAGEMENT LTD
Printing - External,45072,669.6,PSL PRINT MANAGEMENT LTD
Police - Scientific Support Equipment,45072,850,PSL PRINT MANAGEMENT LTD
Police - Other Third Party Payments,45072,1450,PSL PRINT MANAGEMENT LTD
Printing - External,45072,780.8,PSL PRINT MANAGEMENT LTD
Publications for Office Use,45072,555,PSL PRINT MANAGEMENT LTD
IT Consultancy,45072,1443.75,PREMIERTEC CONSULTING LTD T/A CLAREMONT
Police Reactive Maintenance - Building Services,45072,2553.75,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45072,4520.2699999999995,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45072,4410.03,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Fabric,45072,5806.37,PILKINGTON BROS (CHURCH) LTD
Police - Planned Preventative Maintenance,45072,521,PHS COMPLIANCE
Police - Planned Preventative Maintenance,45072,4043.5,PHS COMPLIANCE
Police - Vehicle Workshop Parts,45072,575.58,PARTS PLUS
Police - Vehicle Workshop Parts,45072,615,PARTS PLUS
Furniture General,45072,520,OFFICE CHAIR RENOVATION
Staff Long Service Award,45072,502.50000000000006,NOTJUSTBALLOONS.CO.UK LTD
Vehicle & Plant R&M (External),45072,1136.4,NATIONAL WINDSCREENS NW
Clothing & Uniform,45072,4512,MWUK Ltd T/AS YAFFY
Police - Counsel Fees,45072,1011,MR LEE BONNER
Petrol,45072,38403.13,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45072,35706.98,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Police - Vehicle Workshop Parts,45072,547.16,LOOKERS
Equipment General,45072,625.82,LASER TECH UK LTD
Police Reactive Maintenance - Building Services,45072,522,KENDRA ENERGY SOLUTIONS LTD
Waste Collection Charges,45072,870,JACKSON SKIPS & RECYCLING LTD
Vehicle Purchase,45072,8858.88,INTOMOVE LTD
Clothing & Uniform,45072,1181.64,ALTBERG LTD
Clothing & Uniform,45072,608.23,ALTBERG LTD
Police - Statutory Maintenance,45072,3021.7700000000004,INTEGRATED WATER SERVICES LTD
Police - Media Campaigns,45072,4950,HECKFORD PRINTERS LTD
Police - Media Campaigns,45072,2887.5,HECKFORD PRINTERS LTD
Recruitment - Expenses,45072,775.75,HAVAS PEOPLE LTD
Furniture (Purchase),45072,6311.8,GRESHAM OFFICE FURNITURE LTD
Furniture (Purchase),45072,975,GRESHAM OFFICE FURNITURE LTD
Furniture - H&S,45072,683,GRESHAM OFFICE FURNITURE LTD
Furniture General,45072,776,GRESHAM OFFICE FURNITURE LTD
Police Reactive Maintenance - Building Fabric,45072,4680,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45072,2290,GABLES UK LTD
Police Reactive Maintenance - Building Fabric,45072,531,GABLES UK LTD
Police - Vehicle Recovery & Storage,45072,20438,FMG SUPPORT
Police - Vehicle Recovery & Storage,45072,6323,FMG SUPPORT
Computer Maintenance,45072,9351.5,FIVIUM LTD
Clothing & Uniform,45072,744,FIRMIN & SONS P L C
Training Expenses (External),45072,3596,EURO CAR PARTS LTD
Laundry,45072,836.72,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45072,786.96,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45072,1212.9,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45072,935.52,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Clothing & Uniform,45072,2495,EDGAR BROTHERS
Clothing & Uniform,45072,14963.88,DHL SUPPLY CHAIN
Police - Vehicle Workshop Parts,45072,500,CV COMPONENTS (FORMERLY ALLIANCE AUTOMOTIVE UK LV LTD)
Police - Vehicle Workshop Parts,45072,2355,CV COMPONENTS (FORMERLY ALLIANCE AUTOMOTIVE UK LV LTD)
Computer Maintenance,45072,1350,CROWN COMPUTING LTD
Telecommunications Equipment,45072,4525,CROWN COMPUTING LTD
Computer Maintenance,45072,34280,CROWN COMPUTING LTD
Police - Other Third Party Payments,45072,1960.75,CHILD ACTION NORTHWEST
Police - FSS,45072,880,CELLMARK
Police - FSS,45072,3459,CELLMARK
Computer Hardware,45072,12154.12,CDW UK LTD
Waste Collection Charges,45072,907.8299999999999,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45072,681.24,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45072,507.2,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45072,2193.1699999999996,BIFFA WASTE SERVICES LTD
Waste Collection Charges,45072,1098.75,BIFFA WASTE SERVICES LTD
Clothing & Uniform,45072,2040,BENNETT SAFETYWEAR LIMITED
Vehicle Purchase,45072,1296,AP FLEET SERVICES LTD
Police Reactive Maintenance - Building Fabric,45072,2700,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45072,1978.8400000000001,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45072,2370.72,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45072,2068.0499999999997,ASHTON JOINERY & BUILDING SERVICES LTD
Programmed Work,45072,1946,ASHTON JOINERY & BUILDING SERVICES LTD
Computer Licences,45077,2684.6,ZELLIS (FORMERLY NORTHGATE ARINSO UK LTD)
Police - Media Campaigns,45077,500,WHATEVER NEXT PRODUCTIONS
Training Expenses (External),45077,25990,WEST MIDLANDS POLICE AUTHORITY
Cleaning Materials,45077,563.3,TURNER PRICE LTD
Catering Service (External),45077,693.0999999999999,TURNER PRICE LTD
Catering Service (External),45077,766.31,TURNER PRICE LTD
Catering Service (External),45077,1936.56,TURNER PRICE LTD
Catering Service (External),45077,1483.0300000000002,TURNER PRICE LTD
Catering Service (External),45077,616.75,TIFFIN SANDWICHES LTD
Hire of Transport,45077,1348.33,A TO B VEHICLES LTD
Police - Other Third Party Payments,45077,3280,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45077,2564.17,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45077,2582.53,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45077,2655,ACCRINGTON STANLEY COMMUNITY TRUST
Computer Equipment (Hardware),45077,8742.52,THIRD PARTY SUPPLIER
ICT Stock / Stores,45077,1177.6,THIRD PARTY SUPPLIER
Equipment General,45077,4123.72,THIRD PARTY SUPPLIER
Training Expenses (External),45077,545,THIRD PARTY SUPPLIER
Police - Other Investigative Expenses,45077,7146.46,THIRD PARTY SUPPLIER
Police - Other Investigative Expenses,45077,77659,THIRD PARTY SUPPLIER
Police - Other Investigative Expenses,45077,6471.600000000006,THIRD PARTY SUPPLIER
Conference Expenses,45077,1200,THIRD PARTY SUPPLIER
Police - Pathologists Fees,45077,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45077,2050,THIRD PARTY FORENSIC SERVICES
Agency Staff,45077,771.04,ACHIEVA GROUP LTD
Training Expenses (External),45077,1180,SPATTERED LTD
Training Expenses (External),45077,1766,SPATTERED LTD
Equipment General,45077,2339.87,SOLON SECURITY LTD
Equipment General,45077,1350,SOLON SECURITY LTD
Equipment General,45077,2970,SOLON SECURITY LTD
Clothing & Uniform,45077,537.47,SHORROCK MOTORCYCLES
Equipment General,45077,719.74,SCENESAFE
Postage & Carriage,45077,3288.92,ROYAL MAIL NW & NW
Consultant Fees,45077,2612.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45077,1045,REED SPECIALIST RECRUITMENT LTD
Training Expenses (External),45077,895,PREMIER PEOPLE SOLUTIONS LTD T/A PREMIER PARTNERSHIP
Police Reactive Maintenance - Building Services,45077,5083.01,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45077,2233.74,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45077,857.78,PICKERINGS EUROPE LIMITED
Police - Planned Preventative Maintenance,45077,816.5,PHS COMPLIANCE
Police - Planned Preventative Maintenance,45077,10867.5,PHS COMPLIANCE
Police - Vehicle Workshop Parts,45077,652.62,PARTS PLUS
Police - Vehicle Workshop Parts,45077,925.58,PARTS PLUS
Police - Pathologists Fees,45077,3065.45,ALISON ARMOUR
Training Expenses (External),45077,800,NDORS TRAINER
Training Expenses (External),45077,960,NDORS TRAINER
Training Expenses (External),45077,619.5,MYERSCOUGH COLLEGE
Equipment General,45077,750,MODUFLEX
Police - Scientific Support Equipment,45077,735,MIELE COMPANY LIMITED
Clothing & Uniform,45077,1969.4,ALTBERG LTD
Clothing & Uniform,45077,1477.13,ALTBERG LTD
Clothing & Uniform,45077,521.34,ALTBERG LTD
Police - Media Campaigns,45077,10000,HOTFOOT DESIGN LTD
Furniture - H&S,45077,1214,GRESHAM OFFICE FURNITURE LTD
Training Expenses (External),45077,2650,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Training Expenses (External),45077,2650,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police - Other Third Party Payments,45077,1910,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45077,2460,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45077,2785,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45077,2000,FLEETWOOD TOWN COMMUNITY
Fixture & Fittings - General,45077,987.23,EDMUNDSON ELECTRICAL LTD
Police - Dog Expenses,45077,3220,ANIMAL RELATED SERVICES
Police - Horse Expenses,45077,1034.62,ANIMAL RELATED SERVICES
Police - Other Investigative Expenses,45077,981.79,CONTINENTAL AUTOMOTIVE ROMANIA
Training Expenses (External),45077,2147,COLLEGE OF POLICING
Training Expenses (External),45077,1934,COLLEGE OF POLICING
Training Expenses (External),45077,940,CJS EVENT SOLUTIONS LTD
Clothing & Uniform,45077,3224,BUSINESS IMAGE LTD
Police - Vehicle Workshop Equipment,45077,2316,BRITISH ENGINEERING SERVICES ASSET RELIABILITY LIMITED
Police - Damage to Property / Boarding Up,45077,2543.4,BOING RAPID SECURE LTD
PCC Commissioning - Public Protection,45077,2500,BLACKPOOL COUNCIL
Police - Other Third Party Payments,45077,25173.08,BLACKPOOL COUNCIL
Police - Detained Persons - Meals / Refreshments,45077,1140.53,BIDFOOD
Vehicle & Plant R&M (External),45077,522.78,AP FLEET SERVICES LTD
Vehicle & Plant R&M (External),45077,602.74,AP FLEET SERVICES LTD
Engineering Insurance,45077,12120.07,ARTHUR J GALLAGHER (UK)
Engineering Insurance,45077,904.01,ARTHUR J GALLAGHER (UK)



















































