Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973791,45167,LIVER CARE LTD,3193.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973735,45167,HOMEBIRD CARE,3193.68
City Development,Agency Non Admn/Cler,Other Manual,5101077679,45167,MICHAEL PAGE INTERNATIONAL,3169.69
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101077671,45167,QUICK STAY PROPERTY SOLUTIONS,3150
City Development,Non Employ Prof Fees,Professional Fees,5101077668,45167,RACHAEL BAMPTON-AIKEN LTD,2900
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973950,45167,SLC RAGLIN LTD,2795.52
Neighbourhoods,Furniture(Not Office,General Supplies,5101077587,45167,FURNITURE RESOURCE CENTRE LTD,2749.14
Finance & Resources,General Legal Fees,Professional Fees,1905973486,45167,****REDACTED COMMERCIALLY SENSITIVE****,2708
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905973409,45167,CHEADLE ROYAL SCHOOL PRIORY,2643.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973792,45167,LIVER CARE LTD,2630.12
Neighbourhoods,General Legal Fees,Professional Fees,1905973487,45167,****REDACTED COMMERCIALLY SENSITIVE****,2512
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973564,45167,****REDACTED PERSONAL INFO****,2508.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973673,45167,GLENELG SUPPORT LIMITED,2414.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973829,45167,MEDILINE SUPPORTED LIVING LTD,2362.58
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973952,45167,SLC RAGLIN LTD,2281.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973925,45167,EXPECT LTD,2281.15
City Law & Governanc,Furniture(Not Office,General Supplies,5101077585,45167,CHILDWALL TABLE & CHAIR HIRE,2280
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973556,45167,****REDACTED PERSONAL INFO****,2247.4
Finance & Resources,General Legal Fees,Professional Fees,1905973495,45167,****REDACTED COMMERCIALLY SENSITIVE****,2184
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973717,45167,CREATIVE SUPPORT,2137.09
Children & Young Peo,Private Contractors,Agency & Contract Services,5101077704,45167,ADVANCED CCA - CHORLEY,2133.45
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973640,45167,GLENELG SUPPORT LIMITED,2129.06
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101077648,45167,PROSPERO GROUP LTD,2024
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973801,45167,ASPIRATIONS CARE LTD,1996.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973850,45167,COMMUNITY INTEGRATED CARE,1958.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973763,45167,WINGS CARE NORTH WEST LLP,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973855,45167,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973857,45167,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973868,45167,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973779,45167,WINGS CARE NORTH WEST LLP,1862.98
City Development,R&M - Building Works,R&M Technical Support,5101077674,45167,KNOWSLEY LIFT SERVICES LTD,1830
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973847,45167,COMMUNITY INTEGRATED CARE,1805.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973848,45167,COMMUNITY INTEGRATED CARE,1805.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973555,45167,****REDACTED PERSONAL INFO****,1750.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973845,45167,COMMUNITY INTEGRATED CARE,1729.91
City Development,ProfessionalServices,Professional Fees,5101077680,45167,MARSH LTD,1680
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101077663,45167,INSIGHT DIRECT (UK) LIMITED,1678.76
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905973408,45167,CHEADLE ROYAL SCHOOL PRIORY,1626.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973560,45167,****REDACTED PERSONAL INFO****,1620.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973800,45167,ASPIRATIONS CARE LTD,1596.84
Children & Young Peo,Room Hire,Expenses,5101077672,45167,QUICK STAY PROPERTY SOLUTIONS,1575
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973942,45167,SLC RAGLIN LTD,1444.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973671,45167,GLENELG SUPPORT LIMITED,1413.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973756,45167,COOPER NOBLE CARE LTD,1397.24
Neighbourhoods,Library Materials (G,Library Materials,1905973420,45167,ASKEWS AND HOLTS LIBRARY SERVICES L,1383.61
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973879,45167,AUTISM INITIATIVES,1330.66
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973659,45167,GLENELG SUPPORT LIMITED,1317.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973450,45167,GREEN LANE PHARMACY,1296.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973458,45167,GREEN LANE PHARMACY,1296.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973642,45167,GLENELG SUPPORT LIMITED,1279.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973761,45167,COOPER NOBLE CARE LTD,1264.17
Neighbourhoods,Library Materials (G,Library Materials,1905973431,45167,CRAMER MUSIC,1255.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973909,45167,ALTERNATIVE FUTURES GROUP,1218.84
Finance & Resources,General Legal Fees,Professional Fees,1905973496,45167,****REDACTED COMMERCIALLY SENSITIVE****,1201.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973945,45167,SLC RAGLIN LTD,1197.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973455,45167,GREEN LANE PHARMACY,1179
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973660,45167,GLENELG SUPPORT LIMITED,1167.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973795,45167,LIVER CARE LTD,1102.58
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973618,45167,INDEPENDENT LIVING ALLIANCE,1064.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973562,45167,****REDACTED PERSONAL INFO****,1054.58
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973754,45167,COOPER NOBLE CARE LTD,1036.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973661,45167,GLENELG SUPPORT LIMITED,1034.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973652,45167,GLENELG SUPPORT LIMITED,1034.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973647,45167,GLENELG SUPPORT LIMITED,1020.46
Adult Services & Hea,R&M - Building Works,R&M Technical Support,5101077623,45167,RETRO LOVE DELUXE,975
Neighbourhoods,Clothing & Uniforms,"Clothing & Uniforms, Laundry",5101077625,45167,IOMA CLOTHING CO LTD,962.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973824,45167,NORTHERN HEALTHCARE,956.48
Neighbourhoods,Clothing & Uniforms,"Clothing & Uniforms, Laundry",5101077712,45167,KELTIC LTD,950.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973634,45167,L'ARCHE LIVERPOOL,931.49
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973771,45167,WINGS CARE NORTH WEST LLP,931.49
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973869,45167,COMMUNITY INTEGRATED CARE,912.48
Chief Operating Offi,Telephone (General),Communications,5101077610,45167,TELEFONICA UK LTD,899
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973644,45167,GLENELG SUPPORT LIMITED,883.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973846,45167,COMMUNITY INTEGRATED CARE,864.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973960,45167,SLC RAGLIN LTD,862.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973675,45167,GLENELG SUPPORT LIMITED,855.45
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973811,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973815,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973809,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973813,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973814,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973817,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973819,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973816,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973810,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973818,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973812,45167,SOLUTIONS IN SERVICE LTD,844.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973820,45167,SOLUTIONS IN SERVICE LTD,844.48
Neighbourhoods,Library Materials (G,Library Materials,1905973416,45167,ASKEWS AND HOLTS LIBRARY SERVICES L,839.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973670,45167,GLENELG SUPPORT LIMITED,834.3
Adult Services & Hea,Catering Equip.(Gen),Catering,5101077701,45167,BLAKEMORE FOODSERVICE,827
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973806,45167,ACCOMPLISH GROUP LTD - BIRMINGHAM,803.71
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973926,45167,EXPECT LTD,798.43
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973628,45167,L'ARCHE LIVERPOOL,775.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973826,45167,LIFEWAYS - SIL,775
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1905973550,45167,DIVERSE HEALTH & FITNESS,753.33
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973649,45167,GLENELG SUPPORT LIMITED,741.39
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973853,45167,COMMUNITY INTEGRATED CARE,731.89
Finance & Resources,Lgl Cost Paid-Non Em,General Services Expenses,1905973527,45167,****REDACTED PERSONAL INFO****,730
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973738,45167,COOPER NOBLE CARE LTD,722.38
City Development,Events,General Services Expenses,1905973501,45167,PPL PRS LTD,715.39
City Development,R&M - Building Works,R&M Technical Support,5101077627,45167,RSM AIR CONDITIONING & REFRIGERATIO,708.5
City Development,Stationery (General),Printing & Office Expenses,5101077694,45167,LYRECO UK LTD,707.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973452,45167,GREEN LANE PHARMACY,697.26
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101077641,45167,PURPLE FLAME AROMATHERAPY LTD,686.59
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973803,45167,ASPIRATIONS CARE LTD,684.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973674,45167,GLENELG SUPPORT LIMITED,684.36
City Development,R&M - Building Works,R&M Technical Support,5101077630,45167,ROBY GLAZING LTD,680
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101077592,45167,INSIGHT DIRECT (UK) LIMITED,677.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973922,45167,ALTERNATIVE FUTURES GROUP,666.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973782,45167,WINGS CARE NORTH WEST LLP,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973783,45167,WINGS CARE NORTH WEST LLP,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973786,45167,WINGS CARE NORTH WEST LLP,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973624,45167,L'ARCHE LIVERPOOL,646.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973653,45167,GLENELG SUPPORT LIMITED,646.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973655,45167,GLENELG SUPPORT LIMITED,646.34
Chief Operating Offi,Stationery (General),Printing & Office Expenses,5101077651,45167,PREMIER PAPER GROUP,644.25
City Development,R&M - Building Works,R&M Technical Support,5101077640,45167,FLAKTGROUP UK LTD,642.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973646,45167,GLENELG SUPPORT LIMITED,627.33
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973825,45167,NORTHERN HEALTHCARE,613.13
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973663,45167,GLENELG SUPPORT LIMITED,598.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973924,45167,ALTERNATIVE FUTURES GROUP,592.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973645,45167,GLENELG SUPPORT LIMITED,589.31
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973668,45167,GLENELG SUPPORT LIMITED,589.31
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973742,45167,COOPER NOBLE CARE LTD,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973968,45167,SLC RAGLIN LTD,565.55
Chief Operating Offi,Stationery (General),Printing & Office Expenses,5101077622,45167,ROSEFOX PAPER LTD,558
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973658,45167,GLENELG SUPPORT LIMITED,551.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973944,45167,SLC RAGLIN LTD,551.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973951,45167,SLC RAGLIN LTD,547.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973897,45167,ALTERNATIVE FUTURES GROUP,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973740,45167,COOPER NOBLE CARE LTD,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973741,45167,COOPER NOBLE CARE LTD,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973765,45167,WINGS CARE NORTH WEST LLP,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973858,45167,COMMUNITY INTEGRATED CARE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973953,45167,SLC RAGLIN LTD,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973954,45167,SLC RAGLIN LTD,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973894,45167,ALTERNATIVE FUTURES GROUP,524.16
Neighbourhoods,Library Materials (G,Library Materials,1905973424,45167,ASKEWS AND HOLTS LIBRARY SERVICES L,523.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973932,45167,SLC RAGLIN LTD,522.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973588,45167,INDEPENDENT LIVING ALLIANCE,513.27
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973930,45167,SLC RAGLIN LTD,513.27
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905973616,45167,INDEPENDENT LIVING ALLIANCE,503.77
Capital Regen,Capital Regen,Main contract,5101077796,45168,COLAS LIMITED,132747.22
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,1905974091,45168,SEFTON MBC,84358.7
Children & Young Peo,Counsel Fees,Professional Fees,1905974104,45168,****REDACTED COMMERCIALLY SENSITIVE****,48250
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101077757,45168,TRIBAL EDUCATION LTD,42342.84
City Development,Agency Admin/Cleric,Professional,1905974092,45168,ROBERTSON CAPITAL PROJECTS LTD,32000.37
Capital Regen,Capital Regen,Main contract,5101077791,45168,COLAS LIMITED,25974.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101077784,45168,MERSEYSIDE SOCIETY FOR DEAF PEOPLE,25804.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974263,45168,INDEPENDENT LIVING ALLIANCE,21780.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975120,45168,AUTISM INITIATIVES,19870.92
Capital Regen,Capital Regen,Main contract,5101077793,45168,COLAS LIMITED,14639.59
Neighbourhoods,Counsel Fees,Professional Fees,1905974106,45168,****REDACTED PERSONAL INFO****,13364.59
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101077773,45168,PROSPERO GROUP LTD,13272
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974478,45168,NEW START LIVING LTD,11861.02
Capital Regen,Capital Regen,Main contract,5101077792,45168,COLAS LIMITED,11638.24
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101077775,45168,CENTERPRISE INTERNATIONAL LTD,9976
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101077788,45168,OPENING THE BOOK LTD,9962.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974898,45168,COMMUNITY INTEGRATED CARE,8839.32
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101077756,45168,BLISS RECRUITMENT LTD (QUBA SOLUTIO,8314
Capital Regen,Capital Regen,Main contract,1905974098,45168,BIOGAS TECHNOLOGY LTD,8112.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974479,45168,MOUNTBATTON CARE LIMITED,6682.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101077749,45168,N-COMPASS TOWARDS A BRIGHTER FUTURE,6666.5
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101077781,45168,PROSPERO GROUP LTD,6468
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975127,45168,ALTERNATIVE FUTURES GROUP,6320.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975126,45168,ALTERNATIVE FUTURES GROUP,6282.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974477,45168,NEW START LIVING LTD,5719
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974609,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,5719
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975103,45168,AUTISM INITIATIVES,5719
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975118,45168,AUTISM INITIATIVES,5719
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975117,45168,AUTISM INITIATIVES,5506.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974309,45168,LANGDON COMMUNITY,5340.6
Capital Regen,Capital Regen,Main contract,5101077795,45168,COLAS LIMITED,5082.64
City Development,R&M - Building Works,R&M Technical Support,5101077782,45168,HANKINSON WHITTLE PROGRAMMED LTD,5000
City Development,R&M - Building Works,R&M Technical Support,5101077783,45168,HANKINSON WHITTLE PROGRAMMED LTD,5000
City Development,R&M - Building Works,R&M Technical Support,5101077770,45168,HANKINSON WHITTLE PROGRAMMED LTD,4997
City Development,R&M - Building Works,R&M Technical Support,5101077771,45168,HANKINSON WHITTLE PROGRAMMED LTD,4980
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974312,45168,GLENELG SUPPORT LIMITED,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974577,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975112,45168,AUTISM INITIATIVES,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975121,45168,AUTISM INITIATIVES,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974986,45168,OPTIONS FOR SUPPORTED LIVING,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974313,45168,GLENELG SUPPORT LIMITED,4826.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974610,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,4804.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974595,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,4700.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975136,45168,ALTERNATIVE FUTURES GROUP,4610.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975133,45168,ALTERNATIVE FUTURES GROUP,4526.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974475,45168,NEW START LIVING LTD,4388.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974572,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,4388.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974592,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,4388.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975124,45168,AUTISM INITIATIVES,4388.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974234,45168,LOCAL SOLUTIONS,4258.24
Capital Regen,Capital Regen,Main contract,5101077794,45168,COLAS LIMITED,4221.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974632,45168,GRAY HEALTHCARE LTD,4219.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974633,45168,GRAY HEALTHCARE LTD,4219.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974634,45168,GRAY HEALTHCARE LTD,4219.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974314,45168,GLENELG SUPPORT LIMITED,4198.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974904,45168,COMMUNITY INTEGRATED CARE,4175.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974958,45168,OPTIONS FOR SUPPORTED LIVING,4137.14
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101077787,45168,CHADWICK TRAVEL LTD,4077.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974622,45168,AFFINITY SUPPORTING PEOPLE LTD,3865.23
Chief Operating Offi,Postages (General),Communications,5101077726,45168,ROYAL MAIL,3815.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974942,45168,COMMUNITY INTEGRATED CARE,3684.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974875,45168,COMMUNITY INTEGRATED CARE,3642.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974781,45168,NATURAL BREAKS MERSEYSIDE,3634.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974316,45168,GLENELG SUPPORT LIMITED,3631.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975109,45168,AUTISM INITIATIVES,3621.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975137,45168,ALTERNATIVE FUTURES GROUP,3509.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974811,45168,MEDILINE SUPPORTED LIVING LTD,3383.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974308,45168,LANGDON COMMUNITY,3382.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974910,45168,COMMUNITY INTEGRATED CARE,3370.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975095,45168,AUTISM INITIATIVES,3369.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974581,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,3258.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974597,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,3251.28
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101077753,45168,KEYS GROUP (CONSIDERATE CARE),3248
City Development,Non Employ Prof Fees,Professional Fees,5101077754,45168,VIV'ID (A) LTD,3200
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974565,45168,ASPIRATIONS CARE LTD,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974585,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974608,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974914,45168,COMMUNITY INTEGRATED CARE,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974957,45168,OPTIONS FOR SUPPORTED LIVING,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975106,45168,AUTISM INITIATIVES,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975111,45168,AUTISM INITIATIVES,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974612,45168,SPECIAL NEEDS CARE LIMITED,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974315,45168,GLENELG SUPPORT LIMITED,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975171,45168,SLC RAGLIN LTD,3162.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974872,45168,MEDILINE SUPPORTED LIVING LTD,3149.39
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974662,45168,MENCAP,3078.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974579,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,3006.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974831,45168,MEDILINE SUPPORTED LIVING LTD,2899.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974969,45168,OPTIONS FOR SUPPORTED LIVING,2899.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974833,45168,MEDILINE SUPPORTED LIVING LTD,2896.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974965,45168,OPTIONS FOR SUPPORTED LIVING,2888.83
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975108,45168,AUTISM INITIATIVES,2879.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974578,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,2846.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975089,45168,WIRRAL AUTISTIC SOCIETY,2800.11
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974284,45168,L'ARCHE LIVERPOOL,2791.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975051,45168,BROTHERS OF CHARITY SERVICES MERSEY,2763.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905975166,45168,LEONARD CHESHIRE NORTH WEST,2755.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974570,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,2706.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974640,45168,MENCAP,2681.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974631,45168,PINEHIRST,2654.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974575,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,2642.39
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974601,45168,ACCOMPLISH GROUP LTD - BIRMINGHAM,2638.31
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905974802,45168,MEDILINE SUPPORTED LIVING LTD,2630.18
