Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964095,45160,PAVILION PRE-SCHOOL (AIGBURTH),7956.79
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964477,45160,ALTERNATIVE FUTURES GROUP,7890.4
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963876,45160,THE LIFE BANK NURSERY,7778.16
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964081,45160,MOSSLEY HILL CHILDCARE LTD,7723.56
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963920,45160,MUDDY FOOTPRINTS EYC (PARKLANDS),7624.5
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964014,45160,EASTFIELD DAY NURSERY,7545.9
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963986,45160,BLACKBURNE HOUSE,7524.66
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963989,45160,****REDACTED PERSONAL INFO****,7489.4
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964140,45160,WILLOW NURSERIES LTD,7427.16
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964122,45160,STONEYCROFT CHILDRENS CENTRE NURSER,7383.78
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964011,45160,DENEHURST DAY NURSERY,7251.66
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964127,45160,THE BELVEDERE PREPARATORY SCHOOL LL,7227.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964466,45160,BROTHERS OF CHARITY SERVICES MERSEY,7013.66
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963908,45160,CHRIST THE KING PLAYGROUP,7010.29
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963912,45160,HOLYROOD DAY NURSERIES,6993.12
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963858,45160,WV AND SONS LTD t/a SELWYN NURSERY,6963.78
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963994,45160,CARLETON HOUSE PREP SCHOOL,6851.42
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963899,45160,THREE BEARS DAY NURSERY,6810.34
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964111,45160,SMALL WORLD DAY NURSERY,6771.18
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963762,45160,CLARENDON NURSERY DINGLE,6747.72
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963854,45160,ROSEBUDS DAY NURSERY LTD,6697.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964233,45160,RIVERSIDE,6387.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964414,45160,AFFINITY SUPPORTING PEOPLE LTD,6387.22
Neighbourhoods,Medical Fees (Genera,Professional Fees,1905963975,45160,WOOLTON PHYSIOTHERAPY CLINIC LTD,6300
Neighbourhoods,Medical Fees (Genera,Professional Fees,1905963976,45160,WOOLTON PHYSIOTHERAPY CLINIC LTD,6300
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964072,45160,****REDACTED PERSONAL INFO****,6290.7
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963800,45160,KIDDY ACADEMY OLD SWAN LTD,6249.12
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963744,45160,BLACKBURNE HOUSE,6049.68
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963825,45160,LITTLE SEEDLINGS,6049.68
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964080,45160,MOSSLEY HILL CHILDCARE LTD FULWOOD,6017.7
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963921,45160,OUT OF THIS WORLD KIDS CLUB,5917.08
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963917,45160,LITTLE ANGELS @ PRINCES PARK,5916.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964347,45160,WINGS CARE NORTH WEST LLP,5899.32
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963849,45160,RAINBOW HOUSE LTD,5833.62
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963985,45160,BIZZ KIDS DAY NURSERY,5817.24
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964068,45160,LITTLE EXPLORERS,5790.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964413,45160,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964070,45160,LITTLE GRASSHOPPERS LTD,5758.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964361,45160,ASPIRATIONS CARE LTD,5749.04
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963766,45160,2ND STEPS DAY NURSERY,5717.28
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964141,45160,WOOLTON VILLAGE DAY NURSERY,5693.28
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964133,45160,TUEBROOK TOTS,5609.76
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963923,45160,ST AMBROSE CATHOLIC ACADEMY,5602.74
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963759,45160,CHILDWALL VALLEY NEIGHBOURHOOD NURS,5584.32
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963738,45160,ANFIELD PRE-SCHOOL,5517.84
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964104,45160,ROTUNDA - STANLEY ROAD,5499
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963752,45160,BOTANIC LODGE NURSERY,5467.98
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963781,45160,ST JOHN'S CATHOLIC PRIMARY DAY NURS,5401.5
Neighbourhoods,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,1905963953,45160,EUROPEAN FACILITIES MANAGEMENT COMP,5397.5
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905964147,45160,LISTER STEPS - THE OLD LIBRARY,5185.44
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963990,45160,BONNIE BEAR DAY CARE LTD,5183.3
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964110,45160,WV AND SONS LTD t/a SELWYN NURSERY,5168.82
Neighbourhoods,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,1905963948,45160,EUROPEAN FACILITIES MANAGEMENT COMP,4980.73
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963924,45160,IMAGINE IF TRUST,4977.18
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963870,45160,STONEYCROFT CHILDRENS CENTRE NURSER,4969.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964460,45160,COMMUNITY INTEGRATED CARE,4951.8
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963979,45160,AINTREE DAY NURSERY & KIDS CLUB,4880.46
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963988,45160,BLUEBELL DAY NURSERY,4828.2
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964096,45160,CENTRE 56 LTD,4804.02
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964059,45160,****REDACTED PERSONAL INFO****,4762.94
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963751,45160,BONNIE BEAR DAY CARE LTD,4753.32
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963807,45160,KIDS WORLD,4710.11
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101077343,45160,ASSESS EDUCATION,4689.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964485,45160,SLC RAGLIN LTD,4524.24
Children & Young Peo,Relocation Costs,Fixtures & Fittings,1905963938,45160,****REDACTED PERSONAL INFO****,4512
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963755,45160,BUSY BEES CHILDWALL-LIVERPOOL,4454.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964183,45160,GLENELG SUPPORT LIMITED,4334.12
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963769,45160,DIDDY DAYCARE CROXTETH,4321.2
Neighbourhoods,ProfessionalServices,Professional Fees,1905963977,45160,NEWLYN PLC,4296.14
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964283,45160,NEW START LIVING LTD,4292.55
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963878,45160,THREE BEARS DAY NURSERY,4263.2
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963840,45160,ROSIE AND JIM'S CHILDCARE LTD,4221.48
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963872,45160,SURE STEPS DERBY LANE,4171.62
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963887,45160,WEST DERBY PRESCHOOL BONSALL AFTERS,4168.3
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963882,45160,UP AND AWAY,4155
City Development,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,1905963954,45160,EUROPEAN FACILITIES MANAGEMENT COMP,4140.05
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963742,45160,BARTON DAY NURSERIES t/a KIDDIWINKS,4105.14
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963855,45160,ROTUNDA- GREAT MERSEY,4105.14
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964029,45160,HAPPY HOUSE DAYCARE,3995.68
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963843,45160,OUT OF THIS WORLD KIDS CLUB,3938.94
Neighbourhoods,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,1905963949,45160,EUROPEAN FACILITIES MANAGEMENT COMP,3911.44
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963869,45160,IMAGINE IF TRUST,3889.08
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964004,45160,CLARENDON NURSERY DINGLE,3810.24
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964056,45160,KINDERGARTEN DAY NURSERY-BUSINESS A,3774.42
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964058,45160,LARK LANE FAMILY PRE-SCHOOL CENTRE,3774.42
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964131,45160,TILLYMINTS NURSERY LIMITED,3719.04
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963767,45160,DANDELION DAY NURSERY LIMITED,3673.02
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963823,45160,LITTLE LOOKS PRE SCHOOL,3656.4
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963785,45160,HAPPY CHILDREN NURSERY,3639.78
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963804,45160,KIDS IN BLOOM,3623.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964207,45160,GLENELG SUPPORT LIMITED,3621.1
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964121,45160,STAPLANDS NURSERY SCHOOL,3607.76
Neighbourhoods,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,1905963956,45160,EUROPEAN FACILITIES MANAGEMENT COMP,3558.95
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963919,45160,MARYBONE DAY NURSERY,3549.78
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964089,45160,ROSIE AND JIM'S CHILDCARE LTD,3463.2
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963780,45160,FIRST FOOTSTEPS,3456.96
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964082,45160,MOSSLEY HILL PRE SCHOOL,3376.33
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963821,45160,LITTLE FOXES,3340.62
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963736,45160,AINTREE DAY NURSERY & KIDS CLUB,3240.9
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963818,45160,LITTLE ANGELS DAYCARE LTD,3240.9
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963857,45160,SANDFIELD PARK PRIVATE DAY NURSERY,3240.9
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963862,45160,SPRING PARK NURSERY,3240.9
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963735,45160,ABERCROMBY NURSERY SCHOOL,3224.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964353,45160,LIVER CARE LTD,3193.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964288,45160,HOMEBIRD CARE,3193.68
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964063,45160,LIME PICTURES (NURSERY) LTD,3103.1
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964116,45160,ST JAMES PRE-SCHOOL,3088.64
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963801,45160,KIDDY ACADEMY HUNTS CROSS LTD,3058.08
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963775,45160,ELM HOUSE DAY NURSERY WEST DERBY,3024.84
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963794,45160,HUNTS CROSS CHILDRENS CENTRE NURSER,3024.84
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963879,45160,TILLYMINTS NURSERY LIMITED,3024.84
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964117,45160,ST NICHOLAS CATHOLIC ACADEMY,3020.94
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963992,45160,CHELWOOD & DISTRICT WELFARE ASSOCIA,3013.46
City Development,Electricity (General,Energy Costs,5101077347,45160,LEEP ELECTRICITY SERVICES LTD,2930.18
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963771,45160,EASTFIELD DAY NURSERY,2825.4
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963764,45160,COMMUNITY FAMILY SERVICES LTD,2808.78
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963793,45160,HONEY POT NURSERY WAVERTREE,2692.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964293,45160,TRANSITION CARE,2681.26
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963777,45160,FAZAKERLEY (NURSERY ) CHILDRENS CEN,2675.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964297,45160,TRANSITION CARE,2661.36
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963753,45160,BRIGHT HORIZONS,2642.58
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963743,45160,BIZZ KIDS DAY NURSERY,2635.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964365,45160,ACCOMPLISH GROUP LTD - BIRMINGHAM,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964390,45160,ACCOMPLISH GROUP LTD - BIRMINGHAM,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964354,45160,LIVER CARE LTD,2630.12
Neighbourhoods,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,1905963950,45160,EUROPEAN FACILITIES MANAGEMENT COMP,2595.16
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963881,45160,TUEBROOK TOTS,2559.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964478,45160,EXPECT LTD,2556.11
Neighbourhoods,Kennelling Of Animal,General Services Exp Social Svs Clients,5101077364,45160,ANIMAL WARDENS LTD,2549.17
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963808,45160,KID ZONE NURSERY LTD t/a BUMBLES NU,2426.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964208,45160,GLENELG SUPPORT LIMITED,2414.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964296,45160,TRANSITION CARE,2414.28
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963875,45160,THE GREENHOUSE PROJECT,2376.66
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963900,45160,THE ROYAL SCHOOL FOR THE BLIND,2376.66
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964423,45160,NORTH WEST COMMUNITY SERVICES,2362.58
Capital Regen,Capital Regen,Utilities,5101077369,45160,BT PAYMENT SERVICES LTD,2350
Neighbourhoods,Eqip &Mats-Hire/Rent,General Supplies,1905963974,45160,SOUNDS GOOD RADIO COMMUNICATIONS LT,2340
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964385,45160,ACCOMPLISH GROUP LTD - BIRMINGHAM,2302.52
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964071,45160,LITTLE LOOKS PRE SCHOOL,2253.42
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963786,45160,HAPPY HOUSE DAYCARE,2210.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964387,45160,ACCOMPLISH GROUP LTD - BIRMINGHAM,2203.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964391,45160,ACCOMPLISH GROUP LTD - BIRMINGHAM,2203.84
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964040,45160,JIGSAW DAY NURSERY,2163.72
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963868,45160,STAPLANDS NURSERY SCHOOL,2160.6
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905963927,45160,THE CHILDCARE ACADEMY LTD,2141.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964252,45160,CREATIVE SUPPORT,2137.09
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964175,45160,GLENELG SUPPORT LIMITED,2129.06
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964064,45160,****REDACTED PERSONAL INFO****,2115.36
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964088,45160,****REDACTED PERSONAL INFO****,2115.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964152,45160,****REDACTED PERSONAL INFO****,2045.32
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963805,45160,KIDS PLANET GREENBANK PARK,2022.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964444,45160,COMMUNITY INTEGRATED CARE,1958.03
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963778,45160,FIELD OF DREAMS NURSERY,1944.54
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963779,45160,FIRST FOOTSTEPS,1944.54
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963806,45160,KIDS PLANET WAVERTREE,1944.54
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963817,45160,LITTLE ANGELS @ PRINCES PARK,1944.54
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963748,45160,BLUEBELL DAY NURSERY,1911.3
Children & Young Peo,Private Contractors,Agency & Contract Services,5101077344,45160,ADVANCED CCA - CHORLEY,1890.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964169,45160,L'ARCHE LIVERPOOL,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964287,45160,NEW START LIVING LTD,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964325,45160,WINGS CARE NORTH WEST LLP,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964449,45160,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964451,45160,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964462,45160,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964341,45160,WINGS CARE NORTH WEST LLP,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964441,45160,COMMUNITY INTEGRATED CARE,1805.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964442,45160,COMMUNITY INTEGRATED CARE,1805.95
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964039,45160,JENNY TSAI (TILLYMINTS CHILDMINDING,1762.8
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964060,45160,****REDACTED PERSONAL INFO****,1762.8
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964077,45160,****REDACTED PERSONAL INFO****,1762.8
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964091,45160,PAGODA NURSERY,1762.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964376,45160,ACCOMPLISH GROUP LTD - BIRMINGHAM,1729.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964439,45160,COMMUNITY INTEGRATED CARE,1729.91
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963774,45160,ELM HOUSE DAY NURSERY GATEACRE,1728.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964383,45160,ACCOMPLISH GROUP LTD - BIRMINGHAM,1686.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964279,45160,NEW START HOMES,1685.1
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964044,45160,****REDACTED PERSONAL INFO****,1678.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964263,45160,CREATIVE SUPPORT,1619.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964419,45160,NISACRAFTCARE LTD,1580.75
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963788,45160,HOLYROOD DAY NURSERIES,1578.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964163,45160,L'ARCHE LIVERPOOL,1551.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964261,45160,CREATIVE SUPPORT,1543.16
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963814,45160,****REDACTED PERSONAL INFO****,1512.42
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963847,45160,CENTRE 56 LTD,1512.42
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963865,45160,ST PASCHAL BAYLON NURSERY,1512.42
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964136,45160,WALTON KIDDIWINKS,1499.94
Children & Young Peo,Relocation Costs,Fixtures & Fittings,1905963931,45160,****REDACTED PERSONAL INFO****,1419.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964206,45160,GLENELG SUPPORT LIMITED,1413.01
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964036,45160,****REDACTED PERSONAL INFO****,1410.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964318,45160,COOPER NOBLE CARE LTD,1397.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964259,45160,CREATIVE SUPPORT,1391.08
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963830,45160,MARYBONE DAY NURSERY,1362.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964285,45160,NEW START LIVING LTD,1349.71
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964473,45160,AUTISM INITIATIVES,1330.66
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963756,45160,CHELWOOD & DISTRICT WELFARE ASSOCIA,1329.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964194,45160,GLENELG SUPPORT LIMITED,1317.96
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963813,45160,LARK LANE FAMILY PRE-SCHOOL CENTRE,1296.36
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963877,45160,THE OLD SCHOOL HOUSE NURSERY,1296.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964159,45160,L'ARCHE LIVERPOOL,1292.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964177,45160,GLENELG SUPPORT LIMITED,1279.94
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101077324,45160,PRESTIGE NURSING,1264.99
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964323,45160,COOPER NOBLE CARE LTD,1264.17
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964038,45160,****REDACTED PERSONAL INFO****,1233.96
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964090,45160,****REDACTED PERSONAL INFO****,1233.96
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964094,45160,****REDACTED PERSONAL INFO****,1233.96
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964113,45160,****REDACTED PERSONAL INFO****,1233.96
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964042,45160,****REDACTED PERSONAL INFO****,1202.76
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1905964086,45160,****REDACTED PERSONAL INFO****,1175.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964195,45160,GLENELG SUPPORT LIMITED,1167.02
Neighbourhoods,Rent-LCC Occupy Prem,Rent & Rates etc,1905963972,45160,PORTAKABIN LTD,1165.66
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101077328,45160,BLISS RECRUITMENT LTD (QUBA SOLUTIO,1118
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101077329,45160,BLISS RECRUITMENT LTD (QUBA SOLUTIO,1118
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101077330,45160,BLISS RECRUITMENT LTD (QUBA SOLUTIO,1118
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101077331,45160,BLISS RECRUITMENT LTD (QUBA SOLUTIO,1118
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964357,45160,LIVER CARE LTD,1102.58
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963873,45160,ARTS CENTRE NURSERY CLC,1096.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964258,45160,CREATIVE SUPPORT,1086.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905964260,45160,CREATIVE SUPPORT,1086.92
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963758,45160,CHERYLS CHILDMINDING,1080.3
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963776,45160,****REDACTED PERSONAL INFO****,1080.3
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963792,45160,HONEY POT DAY NURSERY GARSTON 2,1080.3
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963819,45160,LITTLE ANGELS @ WOOLTON VILLAGE,1080.3
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1905963822,45160,LITTLE GRASSHOPPERS LTD,1080.3
