Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,01/05/2024,319783-94827,"œ2,467.53",CORPORATE COMPUTER SUPPLIES LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,384086,Miscellaneous Expenses,01/05/2024,4264213-VOUCHER24NB-EDUR001,"œ1,485.00",1338 SEAHAM SQUADRON ATC CIVILION CMT.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264238-5135,"œ1,750.00",BCS PROPERTY PROJECTS LIMITED.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/05/2024,4264319-5765,"œ41,567.00",FUSION CLC LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264361-KIV1533899,œ599.99,KNS AUTOMOTIVE LTD.
Dedicated Schools Grant BG0015,DSG Schools Block,Supplies and Services,384199,Miscellaneous Expenses,01/05/2024,4264441-II-22763,œ697.00,SPARK2 EDUCATION LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,01/05/2024,4264458-RES-04-2024-1091,"œ1,168.00",TERN THE TIDE.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,01/05/2024,4264462-130424-BATOWNHALL,"œ1,076.25",THE EVERREADY BAND.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,304259,Equipment and Materials,01/05/2024,4264466-I286314,"œ1,518.84",THOMAS FATTORINI LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/05/2024,4264219-54657539,"œ1,735.00",ADT FIRE & SECURITY PLC.
Resources - C A C,Resources - C A C- Level C,Supplies and Services,384199,Miscellaneous Expenses,01/05/2024,4264220-RES-04-2024-1019,"œ41,800.00",AGE UK COUNTY DURHAM.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,01/05/2024,4264222-427326480,œ859.38,AIR PRODUCTS PLC.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/05/2024,4264228-SI30421,œ542.67,AMBIC LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/05/2024,4264232-0000084572,"œ1,120.00",ASHCOURT (DURHAM & TEES VALLEY) LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,01/05/2024,4264233-7029496,œ688.66,ASKEWS & HOLTS LIBRARY SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Fees,901001,Internal fees,01/05/2024,4264234-24015072,"œ16,769.04",ATKINSREALIS PPS LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264240-051901-WI,œ913.03,BENELLA AUTO ELECTRICAL SERVICES LTD T/A BENELLA COMMERCIAL.
Regeneration Economy and Growth,Planning & Housing,Third Party Payments,440999,Other third party payments E440,01/05/2024,4264242-DHP0171,œ952.08,BERNICIA GROUP LTD.*
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,324117,Provisions E324,01/05/2024,4264246-26989047,œ835.87,BIDFOOD.
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,338066,Services,01/05/2024,4264250-SIN051583,"œ9,236.00",BLOOM PROCUREMENT SERVICES LTD (FORMERLY NEPRO LTD).
Resources BK0010,Corporate Finance & Commercial Services,Supplies and Services,338066,Services,01/05/2024,4264250-SIN051584,"œ106,667.06",BLOOM PROCUREMENT SERVICES LTD (FORMERLY NEPRO LTD).
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,352001,Conference Expenses,01/05/2024,4264251-SIN481564,œ570.00,BOND SOLON TRAINING LTD.*
Regeneration Economy and Growth,Corporate Property and Land,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,01/05/2024,4264254-RES-04-2024-1078,"œ20,000.00",C & S PROPERTIES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/05/2024,4264257-883,œ985.60,CEILINGS DIRECT LTD.
Regeneration Economy and Growth,Transport and Contract Services,Supplies and Services,384199,Miscellaneous Expenses,01/05/2024,4264258-INV-1500,"œ6,650.00",CHALLENGE FOR CHANGE LTD T/A LOVE TO RIDE.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/05/2024,4264263-CC148209,"œ2,475.00",CITY CLEAN NORTHERN LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,01/05/2024,4264268-CTA/DCC/COMLEARN/L,"œ4,950.00",COMMUNICATORS TRAINING ASSOCIATES LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,308011,Furniture,01/05/2024,4264271-HAND033,œ570.00,COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308011,Furniture,01/05/2024,4264271-REG0141,œ825.00,COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308011,Furniture,01/05/2024,4264271-REG0142,"œ1,600.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308011,Furniture,01/05/2024,4264271-REG0144,"œ1,675.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308011,Furniture,01/05/2024,4264271-REG0145,"œ1,814.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308011,Furniture,01/05/2024,4264271-REG0146,"œ1,674.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384606,Miscellaneous Expenses,01/05/2024,4264275-RES-04-2024-1034,"œ2,305.00",CUMBRIA EDUCATION TRUST.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/05/2024,4264276-RES-04-2024-1030,"œ6,000.00",CUMBRIA WILDLIFE TRUST LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264281-96456329,œ620.23,DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264281-96457327,"œ1,130.32",DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264282-DE11672384,"œ2,249.95",DENNIS EAGLE LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,364501,Grants to Voluntary Organisations,01/05/2024,4264283-065,"œ1,500.00",DENTON MANAGEMENT LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Third Party Payments,430131,Rendered by Private Contractors,01/05/2024,4264285-TF2403,"œ4,167.00",DERWENTSIDE ASC.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264294-09,"œ1,800.00",DURHAM CITY METHODISTS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,01/05/2024,4264295-06042024,"œ1,164.93",DURHAM CITY NEWSTORE.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338094,Services,01/05/2024,4264296-3333,"œ1,002.91",DURHAM CRICKET EVENTS LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338094,Services,01/05/2024,4264296-3352,"œ1,002.91",DURHAM CRICKET EVENTS LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338094,Services,01/05/2024,4264296-3546,œ685.42,DURHAM CRICKET EVENTS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384606,Miscellaneous Expenses,01/05/2024,4264301-RES-04-2024-1027,œ500.79,EDEN VALLEY CAMERA CLUB.
Chief Executives Office,Corporate BI,Supplies and Services,342051,Computers and Communications,01/05/2024,4264307-UK-SIN044943,"œ147,000.00",ESRI (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304259,Equipment and Materials,01/05/2024,4264308-INV165641,"œ2,268.00",EVAC & CHAIR INTERNATIONAL LTD.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430106,Rendered by Private Contractors,01/05/2024,4264312-PUBLICSERVICE-APRIL24,œ960.00,FERRYHILL VILLAGE TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/05/2024,4264314-115394,œ503.00,FORENSIC TESTING SERVICE LTD.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,338045,Services,01/05/2024,4264316-120912-PM,"œ1,600.00",FOUNTAIN CHAMBERS.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,01/05/2024,4264328-06/266390,œ785.40,GREENHAM TRADING LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,145023,Cleaning and Domestic Supplies,01/05/2024,4264328-06/266411/2024,œ989.48,GREENHAM TRADING LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264329-285610,œ736.96,GREENLAY T/A THOMAS SHERRIFF & CO LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,364359,Grants to Voluntary Organisations,01/05/2024,4264333-EY334203/1,œ585.00,HAPPYTIMES DAYCARE LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,364359,Grants to Voluntary Organisations,01/05/2024,4264333-EY334203/2,œ843.00,HAPPYTIMES DAYCARE LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,364359,Grants to Voluntary Organisations,01/05/2024,4264333-EY334203/3,œ802.80,HAPPYTIMES DAYCARE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,01/05/2024,4264343-2100873062,"œ1,370.46",INSIGHT DIRECT (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264356-0213/01144349,"œ1,295.20",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264356-0303/01207506,"œ1,599.60",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264356-0303/01213041,"œ4,397.22",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264356-0303/01220729,œ607.87,JT DOVE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/05/2024,4264363-RES-04-2024-1031,"œ6,300.00",LANCASHIRE WILDLIFE TRUST LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Employees,080025,Agency Staff,01/05/2024,4264375-2481805,"œ181,943.03",MAGNIT GLOBAL GRI LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264379-INV-0343,"œ3,050.00",MER FLEET SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,01/05/2024,4264387-RES-04-2024-1096,"œ10,000.00",NATIONAL TRUST.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,440999,Other third party payments E440,01/05/2024,4264388-62490,"œ3,678.01",NATIONAL YOUTH ADVOCACY SERVICE.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/05/2024,4264391-INV-3048,"œ4,612.50",NERAMS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Third Party Payments,430130,Rendered by Private Contractors,01/05/2024,4264394-COASI75,"œ2,673.18",NEW COLLEGE DURHAM ACADEMIES TRUST (NCDAT).
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/05/2024,4264400-RES-04-2024-1032,"œ8,100.00",NORTHUMBERLAND WILDLIFE TRUST.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,304259,Equipment and Materials,01/05/2024,4264415-2594196541,"œ2,690.65",PHONAK UK LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264417-46597,"œ4,847.68",PLASLOC LTD.
Adult and Health Services,Head of Adults,Supplies and Services,304259,Equipment and Materials,01/05/2024,4264419-5625395,"œ1,891.54",PRISM MEDICAL UK WESTHOLME DIVISION.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,338066,Services,01/05/2024,4264427-CR4573,"œ2,083.33",ROBINSONS ESTATE AGENTS.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264432-2024.1000006486,œ812.54,SCARAB SWEEPERS LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,230720,Contract Hire,01/05/2024,4264436-001/24/1560566,"œ24,650.00",SIEMENS FINANCIAL SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264437-23143613,"œ1,498.69",SIMON BAILES LTD.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,01/05/2024,4264445-153401,œ600.00,STATEX PRESS (NORTHERN) LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,384159,Miscellaneous Expenses,01/05/2024,4264446-17725,œ697.50,STEADFAST SECURITY SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264450-48199,"œ1,910.33",STONEGRAVE AGGREGATES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/05/2024,4264452-181017,"œ4,955.00",SUPATINT LTD T/A SUPATINT WINDOW FILMS & BLINDS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264454-1175635,"œ1,162.70",T CROSSLING & CO LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264455-9048259621,œ532.88,TARMAC TRADING LTD.
Regeneration Economy and Growth,Business Durham,Supplies and Services,344033,Telephones,01/05/2024,4264463-005566371,"œ1,022.01",THE PHONE CO-OP.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384871,Miscellaneous Expenses,01/05/2024,4264464-0989,"œ10,000.00",THE SKILL MILL LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/05/2024,4264467-NSIN00111777,œ894.61,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/05/2024,4264467-NSIN00111779,"œ1,194.79",THOMAS OWEN & SONS (NEWCASTLE) LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,304516,Equipment and Materials,01/05/2024,4264469-96417,œ825.00,THRIIVER LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264474-258664,"œ1,287.15",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264474-258665,œ812.85,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264474-258666,"œ1,217.40",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264474-258667,"œ1,401.63",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/05/2024,4264474-258668,"œ1,587.65",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/05/2024,4264478-54437,"œ4,293.39",VERSALIFT DISTRIBUTORS (UK) LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,01/05/2024,4264482-3629,"œ8,331.56",WF HOWES LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,01/05/2024,4264484-VOUCHER23AB-EDUR006,"œ4,900.00",WINGATE PARISH COUNCIL.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/05/2024,4264486-1161593,"œ5,979.70",YOUR NRG LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/05/2024,4264486-1161915,"œ15,492.10",YOUR NRG LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/05/2024,4264223-2631,"œ4,550.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/05/2024,4264279-CTO00053I,œ750.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,01/05/2024,4264351-RES-04-2024-1082,"œ1,159.44",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338027,Services,01/05/2024,4264382-RES-04-2024-1087,"œ1,151.25",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/05/2024,4264422-43647,"œ2,732.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/05/2024,4264225-050424,"œ1,896.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,01/05/2024,4264428-INV-0009,"œ1,802.67",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Corporate Property and Land,Construction work A908,908105,Construction work,02/05/2024,4264494-351,"œ1,640.00",ACCESS & INCLUSION BY DESIGN LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,364501,Grants to Voluntary Organisations,02/05/2024,4264725-3194,œ585.00,NEWTON ASSETS.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264487-CREEPAYMENT2024-25MEN,"œ3,000.00",(DVCP) DENE VALLEY COMMUNITY PARTNERSHIP.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264487-CREEPAYMENT2024-25WOMEN,"œ3,000.00",(DVCP) DENE VALLEY COMMUNITY PARTNERSHIP.
Regeneration Economy and Growth,Planning & Housing,Premises,150005,Apportioned Exps of Operational Blds,02/05/2024,4264490-3630,"œ1,500.00",AA GROUNDCARE UK LTD T/A AA GARDEN LANDSCAPES LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,108099,Service Repairs and Maintenance,02/05/2024,4264495-40198,"œ5,363.90",ACI REPORTS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264498-AWPU-04-2024-015,"œ2,457.32",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264499-AWPU-04-2024-017,"œ1,916.71",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264499-AWPU-04-2024-022,"œ1,621.83",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264499-AWPU-04-2024-023,"œ1,548.11",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264499-AWPU-04-2024-024,"œ1,548.11",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264500-AWPU-04-2024-003,"œ1,855.60",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264500-AWPU-04-2024-011,"œ2,852.64",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264501-AWPU-04-2024-008,"œ2,948.78",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264501-AWPU-04-2024-012,"œ2,963.42",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264502-AWPU-04-2024-025,œ815.72,ADVANCE LEARNING PARTNERSHIP.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,02/05/2024,4264503-60298924,œ630.57,AEBI SCHMIDT UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,02/05/2024,4264507-3463,"œ2,250.00",AJ GUTHRIE & SON.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,02/05/2024,4264517-0000040142,œ675.00,AQUAJET DRAIN CLEANING LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,106082,Centrally Controlled Rep and Maint,02/05/2024,4264517-0000040157,"œ1,226.20",AQUAJET DRAIN CLEANING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/05/2024,4264518-0000040129,"œ2,482.00",AQUAJET DRAIN CLEANING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/05/2024,4264518-0000040140,"œ2,437.50",AQUAJET DRAIN CLEANING LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,460224,Contract Payments,02/05/2024,4264519-30974,"œ59,655.37",ARM PIPETEK LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,230005,Contract Hire,02/05/2024,4264522-CI0140866,"œ2,663.13",ARNOLD CLARK CAR & VAN RENTAL.
Non-Service Specific,Non Service Specific-Financing,Long Term Debtors,924001,Travel Loans,02/05/2024,4264523-121717,"œ1,026.67",ARRIVA NORTHUMBRIA LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/05/2024,4264526-36626,"œ15,119.00",ASTOR BANNERMAN (MEDICAL) LTD.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264530-CREEPAYMENT2024-25,"œ3,000.00",BEAMISH MUSEUM LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,02/05/2024,4264532-16198371,œ622.39,BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,02/05/2024,4264532-46067502,"œ7,745.50",BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Children and Young Peoples Services,Head of Education and Skills,Fees,901002,Consultants fees 901002,02/05/2024,4264533-44882,"œ2,485.00",BGP CONSULTING LTD T/A BILLINGHURST GEORGE & PARTNERS.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264534-CREEPAYMENT2024-25,"œ3,000.00",BISHOP AUCKLAND COMMUNITY PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264535-AWPU-04-2024-001,"œ2,211.59",BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264536-AWPU-04-2024-004,"œ3,292.81",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264536-AWPU-04-2024-010,"œ1,621.83",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264536-AWPU-04-2024-013,"œ5,400.63",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510051,School Children,02/05/2024,4264536-AWPU-04-2024-014,"œ2,727.62",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264537-CREEPAYMENT2024-25MEN,"œ3,000.00",BLACKHALL COMMUNITY ASSOCIATION.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264537-CREEPAYMENT2024-25WOMEN,"œ3,000.00",BLACKHALL COMMUNITY ASSOCIATION.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264540-CREEPAYMENT2024-25,"œ3,000.00",BREATHING SPACE ST MICHAELS.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,02/05/2024,4264541-22SI2298964,"œ1,837.52",BRENNTAG UK LTD.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264544-CREEPAYMENT2024-25MEN,"œ3,000.00",BULLION COMMUNITY RESOURCE CENTRE.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264544-CREEPAYMENT2024-25WOMEN,"œ3,000.00",BULLION COMMUNITY RESOURCE CENTRE.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338066,Services,02/05/2024,4264549-6017152485,"œ3,497.00",CAPITA PROPERTY & INFRASTRUCTURE LTD.
Regeneration Economy and Growth,Business Durham,Premises,120021,Energy Costs,02/05/2024,4264568-18325252,"œ2,114.89",CORONA ENERGY RETAIL 2 LTD.
Regeneration Economy and Growth,Business Durham,Premises,120021,Energy Costs,02/05/2024,4264568-18325258,"œ2,618.51",CORONA ENERGY RETAIL 2 LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338101,Services,02/05/2024,4264569-3910023036,"œ17,393.52",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264571-CREEPAYMENT2024-25MEN,"œ3,000.00",CRAGHEAD DEVELOPMENT TRUST LTD.
Adult and Health Services,Public Health CC0450,Supplies and Services,384899,Miscellaneous Expenses,02/05/2024,4264571-CREEPAYMENT2024-25WOMEN,"œ3,000.00",CRAGHEAD DEVELOPMENT TRUST LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,02/05/2024,4264574-01-10255366,œ950.00,DAC BEACHCROFT LLP.
