Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,04/07/2024,4288771-RES-07-2024-045,"œ21,420.00",BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,04/07/2024,4288773-37-JUN24,"œ2,100.00",BL TAXIS.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,04/07/2024,4288774-PIG_202784,"œ1,347.84",BLEEP 360 CARE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4288776-M22/5/24,"œ1,320.00",BOBS TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,04/07/2024,4288778-252802,œ601.94,BOLINDA DIGITAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,04/07/2024,4288778-253102,œ599.48,BOLINDA DIGITAL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288783-BZ00525,"œ2,300.80",BREZ`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288783-BZ00526,"œ1,296.60",BREZ`S TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,04/07/2024,4288783-BZ00527,œ806.60,BREZ`S TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,04/07/2024,4288783-BZ00528,œ703.20,BREZ`S TAXIS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/07/2024,4288791-140018754,"œ2,235.00",CARLISLE CONSTRUCTION MATERIALS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,04/07/2024,4288792-TI061815,"œ1,861.58",CARTER BROWN THE EXPERT SERVICE LTD.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4288794-111,œ540.00,CHANNER`S CABS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230035,Contract Hire,04/07/2024,4288794-112,"œ2,029.60",CHANNER`S CABS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4288794-113,œ840.00,CHANNER`S CABS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4288796-2673,"œ1,780.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,04/07/2024,4288796-2831,"œ1,326.00",CHEVRON TAXIS LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,04/07/2024,4288797-122518,"œ1,657.50",CHILD ACCIDENT PREVENTION TRUST (CAPT).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288798-BE10,"œ1,886.80",CHIPPERS TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288807-C/12130,"œ8,098.60",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288807-C/12131,"œ4,504.40",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288807-C/12132,"œ5,600.00",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288807-C/12133,"œ4,970.00",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288807-C/12134,"œ4,970.00",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288807-C/12135,"œ2,911.80",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288809-70/76,"œ2,705.48",CONNORS MINI BUSES.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288809-74,"œ2,227.60",CONNORS MINI BUSES.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288809-75,"œ3,229.20",CONNORS MINI BUSES.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288810-2-JUN24,"œ2,835.00",CONSETT CONTRACTS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288811-INV010-N328JUN24,"œ5,581.20",CONSETT EXECUTIVE CABS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4288811-INV021-JUN24,"œ1,736.02",CONSETT EXECUTIVE CABS.
Adult and Health Services,Central/Other,Supplies and Services,384619,Miscellaneous Expenses,04/07/2024,4288814-RES-07-2024-024,"œ5,892.84",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308011,Furniture,04/07/2024,4288815-010PAS,"œ2,596.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288820-1899,"œ2,569.18",DA TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288821-641,"œ2,329.20",DA TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288826-696,"œ4,450.00",DANNY`S TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288826-698,"œ4,090.00",DANNY`S TRAVEL.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,04/07/2024,4288835-7403011549,"œ39,177.87",DELL COMPUTER CORPORATION LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338042,Services,04/07/2024,4288839-380662/INVRC168,œ625.00,DERE STREET BARRISTERS.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338042,Services,04/07/2024,4288839-392822/INVSEB1X379,œ775.00,DERE STREET BARRISTERS.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338042,Services,04/07/2024,4288839-397814/INVLD149,œ625.00,DERE STREET BARRISTERS.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,04/07/2024,4288846-RES-07-2024-034,"œ106,082.61",DURHAM WILDLIFE TRUST LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338025,Services,04/07/2024,4288849-06/24,"œ1,190.00",EAST DURHAM FUNERAL SERVICE LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,04/07/2024,4288850-RES-07-2024-003,"œ16,380.00",EDEN LEARNING TRUST T/A TANFIELD SCHOOL.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/07/2024,4288852-059-337697,"œ2,425.68",EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Construction work A908,908105,Construction work,04/07/2024,4288858-182313,"œ197,677.89",ESH CONSTRUCTION LTD FORMERLY LUMSDEN & CARROLL CONSTRUCTION LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288860-2514,"œ2,000.00",EX626 LTD.
Regeneration Economy and Growth,Business Durham,Supplies and Services,384906,Miscellaneous Expenses,04/07/2024,4288861-RES-07-2024-047,œ500.00,EXCEL ACADEMY PARTNERSHIP T/A FRAMWELLGATE SCHOOL DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288863-N064JUN24,"œ2,752.00",FAIR FARE TRAVEL (TAXIS).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288874-104013,"œ1,502.66",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,04/07/2024,4288874-104025,"œ2,951.73",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288874-104061,"œ2,655.20",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288874-104063,"œ1,168.56",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288874-104103,"œ1,720.64",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288874-104122,"œ3,308.40",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288874-104124,"œ1,453.20",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288874-104125,"œ3,319.00",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288874-N035-0424,"œ2,638.71",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288876-25591,"œ4,086.80",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25744,"œ15,833.20",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25745-4034,"œ3,162.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25745-4035,"œ3,341.20",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25745-4037,"œ6,601.60",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25745-4038,"œ3,753.60",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25746-3182,"œ4,900.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25746-3255,"œ5,580.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25747-3007,"œ4,800.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25747-3315,"œ5,900.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25747-3435,"œ7,960.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25748,"œ6,280.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25749-3020,"œ5,700.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25749-3024,"œ6,700.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25749-3027,"œ4,900.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25749-3028,"œ4,900.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25749-3029,"œ6,200.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25751,"œ5,900.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25752-3003,"œ5,500.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25752-3004,"œ5,900.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25752-3005,"œ10,900.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25752-3008,"œ4,960.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288876-25752-3203,"œ4,900.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25752-3223,"œ5,780.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25752-3262,"œ5,100.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,04/07/2024,4288876-25752-3333,"œ5,300.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288879-011,"œ2,100.00",GARY JACKSON PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288880-6658,"œ2,880.40",GEM TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288880-6659,"œ1,793.41",GEM TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288885-0010,"œ3,308.00",GMC TAXIS NORTH EAST.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4288885-009-F114JUN24,"œ1,910.88",GMC TAXIS NORTH EAST.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430106,Rendered by Private Contractors,04/07/2024,4288886-84608,"œ367,290.25",GO GATESHEAD LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4288892-F369-0624,"œ1,400.00",GUY`S TAXIS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/07/2024,4288894-GB10-INV069818,œ975.50,HANDICARE ACCESSIBILITY LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,04/07/2024,4288906-3019-JUNE-24,"œ2,250.45",HORNDALE TAXIS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/07/2024,4288908-A38/0183801,"œ2,519.34",HOWDENS JOINERY LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/07/2024,4288908-A38/0183802,"œ2,885.91",HOWDENS JOINERY LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,04/07/2024,4288910-SI-HK-002588,"œ374,752.00",HUMANKIND CHARITY.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288913-1224,"œ3,255.20",I & R EXECUTIVE TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288913-1225,"œ2,250.40",I & R EXECUTIVE TRAVEL.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,04/07/2024,4288913-1226,"œ2,124.20",I & R EXECUTIVE TRAVEL.
Neighbourhoods and Climate Change,Highways,Fees,901002,Consultants fees 901002,04/07/2024,4288917-INV-3573,"œ7,733.00",ISLE UTILITIES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,04/07/2024,4288921-RES-05-2024-457,"œ3,213.31",J & J CLARK & SONS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,324117,Provisions E324,04/07/2024,4288922-31852,œ567.26,J MORAN LTD T/A CAFFE VINCI.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,324117,Provisions E324,04/07/2024,4288922-32307,œ706.07,J MORAN LTD T/A CAFFE VINCI.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,324117,Provisions E324,04/07/2024,4288922-32574,œ559.16,J MORAN LTD T/A CAFFE VINCI.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288923-6657,"œ1,241.00",J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288923-6658,"œ1,556.20",J YOUNG T/A VIP TAXIS.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,04/07/2024,4288924-29384,œ788.77,JACK COUPE & SONS LTD T/A COUPE LINE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,04/07/2024,4288926-2324157,"œ2,213.34",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,04/07/2024,4288926-2324193,"œ1,507.20",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288928-3338,"œ2,877.80",JEFF ANDERSON COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288928-INV3336,"œ1,687.77",JEFF ANDERSON COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288928-INV3337,"œ2,373.80",JEFF ANDERSON COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288935-M00971,"œ3,794.40",JOVIAL PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288935-M01632,"œ1,592.60",JOVIAL PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288935-M01771,"œ2,887.00",JOVIAL PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288935-N030033,"œ3,235.80",JOVIAL PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4288937-004,œ880.00,JR TAXI SERVICES NORTH EAST.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/07/2024,4288938-0108/00041093,"œ1,535.01",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/07/2024,4288938-0113/00062428,œ939.84,JT DOVE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288940-1553,"œ5,293.20",K & R TAXIS (STANLEY).
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,04/07/2024,4288940-1555,"œ3,728.94",K & R TAXIS (STANLEY).
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,04/07/2024,4288940-1557,"œ3,760.48",K & R TAXIS (STANLEY).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288940-1559,"œ3,743.00",K & R TAXIS (STANLEY).
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,04/07/2024,4288941-424633,"œ8,674.76",KAEFER LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288947-A050JUN24,"œ1,181.20",KENNAS CABS.
Neighbourhoods and Climate Change,Environmental Services,Construction work A908,908105,Construction work,04/07/2024,4288953-210881,"œ3,087.62",KOMPAN SCOTLAND LTD.
Neighbourhoods and Climate Change,Environmental Services,Construction work A908,908105,Construction work,04/07/2024,4288953-210886,"œ4,947.36",KOMPAN SCOTLAND LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288964-33978,"œ4,000.00",LEE`S COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288964-33979,"œ4,749.20",LEE`S COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288964-33980,"œ5,200.00",LEE`S COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4288964-33981,"œ10,000.00",LEE`S COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288972-5675,"œ2,094.80",LOCAL TRANSPORT LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,04/07/2024,4288972-5676,"œ1,702.80",LOCAL TRANSPORT LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4288972-5677,"œ1,868.20",LOCAL TRANSPORT LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,324117,Provisions E324,04/07/2024,4288973-INV-15766,œ538.40,LONTON COFFEE COMPANY LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,04/07/2024,4288974-20,"œ5,921.84",LORRAINES TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,324117,Provisions E324,04/07/2024,4288984-230942,œ505.39,MARK TONEY & CO LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,04/07/2024,4289023-2024,"œ3,000.00",ND TAXIS.
Neighbourhoods and Climate Change,Highways,Fees,901004,Capital - Detailed Design,04/07/2024,4289029-45303207,œ816.04,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,430100,Rendered by Private Contractors,04/07/2024,4289032-5118,"œ3,896.75",NORTH EAST DANCE CIC.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,430100,Rendered by Private Contractors,04/07/2024,4289032-5119,"œ2,539.54",NORTH EAST DANCE CIC.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,430100,Rendered by Private Contractors,04/07/2024,4289032-5120,"œ2,198.70",NORTH EAST DANCE CIC.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384700,Miscellaneous Expenses,04/07/2024,4289033-RES-06-2024-446,"œ2,888.92",NORTH EAST LEARNING TRUST (NELT).
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,04/07/2024,4289034-NEI-HCL-06-2024-006,"œ5,000.00",NORTHERN HEARTLANDS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4289046-DCC441,"œ2,000.00",PAUL`S TAXIS..
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4289046-DCC442,"œ4,227.92",PAUL`S TAXIS..
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4289047-32,"œ1,740.00",PB PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4289047-33,"œ3,311.00",PB PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4289047-F321JUN24,"œ5,366.52",PB PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,430100,Rendered by Private Contractors,04/07/2024,4289051-DL09,"œ2,992.06",PENSHAW VIEW TRAINING LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,430100,Rendered by Private Contractors,04/07/2024,4289051-DL10,"œ11,583.00",PENSHAW VIEW TRAINING LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289054-5294/JUNE24,"œ1,974.00",PETER`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,04/07/2024,4289054-7345/JUNE24,"œ2,461.20",PETER`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4289054-F116/JUNE24,"œ1,512.52",PETER`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289055-INV0062,"œ4,290.80",PHIL BELL EXECUTIVE TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,04/07/2024,4289057-95256,"œ2,456.96",PHOENIX TAXIS T/A PRATT`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289057-95257,"œ1,696.80",PHOENIX TAXIS T/A PRATT`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,04/07/2024,4289057-95258,"œ2,236.80",PHOENIX TAXIS T/A PRATT`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4289063-1411,"œ3,328.80",PODA TAXIS LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,04/07/2024,4289065-7647,"œ2,020.00",PRICE TRAINING LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,04/07/2024,4289069-15818,œ568.00,QUANTUM POWER CONNECTIONS LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338094,Services,04/07/2024,4289071-RES-07-2024-052,œ500.00,QUEBEC & DISTRICT VILLAGE HALL ASSOCIATION.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,04/07/2024,4289076-21889,"œ1,885.00",RADECAL SIGNS GRAPHICS & ADVERTISING.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289077-4004-0624,"œ1,751.60",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289077-4005 - 0624,"œ4,766.00",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289077-4006-0624,"œ3,267.80",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289077-4062-0624,"œ1,703.80",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4289078-RDS102,"œ1,147.08",RDS TAXI.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,04/07/2024,4289083-SI-194,"œ2,019.00",ROBBIE`S PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/07/2024,4289083-SI-195,"œ3,700.00",ROBBIE`S PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/07/2024,4289083-SI-197,"œ4,476.16",ROBBIE`S PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289084-2319,"œ11,000.00",ROBERTS TOURS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289084-2320,"œ5,900.00",ROBERTS TOURS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/07/2024,4289084-2322,"œ5,200.00",ROBERTS TOURS.
