Body,Expense Area,Supplier,Expense Type,Reference,Date,Amount
Rotherham Metropolitan Borough Council,Adult Care & Housing,Layden Court Care Home Ltd,Supporting People - Independent Sector Residential,11844806,45334,-149.05
Rotherham Metropolitan Borough Council,Adult Care & Housing,Whiston Hall Ltd,Supporting People - Independent Sector Residential,11844807,45334,3636
Rotherham Metropolitan Borough Council,Adult Care & Housing,Whiston Hall Ltd,Supporting People - Independent Sector Residential,11844807,45334,2424
Rotherham Metropolitan Borough Council,Adult Care & Housing,Whiston Hall Ltd,Supporting People - Independent Sector Residential,11844807,45334,-1458.73
Rotherham Metropolitan Borough Council,Adult Care & Housing,Whiston Hall Ltd,Supporting People - Independent Sector Residential,11844807,45334,-237.52
Rotherham Metropolitan Borough Council,Adult Care & Housing,Emerald Care Services Ltd,Supporting People - Independent Sector Residential,11844808,45334,4694.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,Emerald Care Services Ltd,Supporting People - Independent Sector Residential,11844808,45334,-241.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,Ariya Neuro Care (Residential) Limited,Supporting People - Independent Sector Residential,11844809,45334,1950.38
Rotherham Metropolitan Borough Council,Adult Care & Housing,Ariya Neuro Care (Residential) Limited,Supporting People - Independent Sector Residential,11844809,45334,5090.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,Ariya Neuro Care (Residential) Limited,Supporting People - Independent Sector Residential,11844809,45334,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,Ariya Neuro Care (Residential) Limited,Supporting People - Independent Sector Residential,11844809,45334,-146.85
Rotherham Metropolitan Borough Council,Adult Care & Housing,Paul Crabtree And Gloria Crabtree (A Par,Supporting People - Independent Sector Residential,11844810,45334,3120
Rotherham Metropolitan Borough Council,Adult Care & Housing,Paul Crabtree And Gloria Crabtree (A Par,Supporting People - Independent Sector Residential,11844810,45334,-561.84
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,1757.68
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,622
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,799.71
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,-296.04
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,4877.38
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,-740
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,3194.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,-1767.13
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,3784
Rotherham Metropolitan Borough Council,Adult Care & Housing,Portland Care 2 Ltd,Supporting People - Independent Sector Residential,11844811,45334,-1176.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,Corbenic Camphill Community Ltd,Supporting People - Independent Sector Residential,11844812,45334,1442.97
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Abundantia Care Limited,Supporting People - Independent Sector Residential,11844838,45334,11500
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Kaima Care Ltd,Supporting People - Independent Sector Residential,11844839,45334,5999
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Limitless Homes & Support Ltd,Supporting People - Independent Sector Residential,11844840,45334,111.43
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Limitless Homes & Support Ltd,Supporting People - Independent Sector Residential,11844840,45334,11966.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rush House Project Ltd,Supporting Minorities & Communities,11844841,45334,3068.21
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Safe Haven Adolescent Care Group Ltd,Supporting People - Independent Sector Residential,11844842,45334,7500
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Virtue Health Services Ltd,Supporting People - Independent Sector Residential,11844843,45334,14867.44
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,R H Fullwood & Co Ltd,Repair And Maintenance,11845541,45335,1200.26
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11845542,45336,13032
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11845543,45337,6173.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Esh Construction Ltd,New Build & Major Refurb Trades,11845546,45335,16338.85
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Catcliffe Primary School (Academy),Energy,11845547,45337,608.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lindrick Kennels Ltd,Boarding Kennels,11845548,45336,100
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lindrick Kennels Ltd,Boarding Kennels,11845549,45336,500
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lindrick Kennels Ltd,Boarding Kennels,11845550,45336,83.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lindrick Kennels Ltd,Boarding Kennels,11845551,45336,133.33
Rotherham Metropolitan Borough Council,Adult Care & Housing,Flannery Builders Ltd,Repair And Maintenance,11845554,45335,3100
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11845555,45337,509.76
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11845556,45337,527.78
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11845557,45337,643.4
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11845558,45337,400.02
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11845559,45337,644.92
Rotherham Metropolitan Borough Council,Adult Care & Housing,The Testing Lab Ltd,Health And Hygiene Equipment,11845560,45351,8568.2
Rotherham Metropolitan Borough Council,Adult Care & Housing,The Testing Lab Ltd,Health And Hygiene Equipment,11845561,45341,18354.6
Rotherham Metropolitan Borough Council,Finance & Customer Services,Ashdale Engineering,Repair And Maintenance,11845563,45355,7102
Rotherham Metropolitan Borough Council,Adult Care & Housing,Hopwells Ltd,Food And Drink,11845564,45336,92.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,Back Care Solutions Ltd,Stationery Furniture & It Consumables,11845568,45345,675
Rotherham Metropolitan Borough Council,Adult Care & Housing,Back Care Solutions Ltd,Stationery Furniture & It Consumables,11845568,45345,459.94
Rotherham Metropolitan Borough Council,Adult Care & Housing,Parity Community Support Ltd,Supporting People - Generic Services,11845569,45341,1368.84
Rotherham Metropolitan Borough Council,Adult Care & Housing,Alzheimers & Dementia Products Ltd,Health And Hygiene Equipment,11845570,45337,3874.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Technical Utilities Services Uk Ltd,New Build & Major Refurb Trades,11845571,45355,3991.69
Rotherham Metropolitan Borough Council,Adult Care & Housing,Social Eyes Rotherham Cic,Supporting People - Learning Disabilities,11845572,45337,773.76
Rotherham Metropolitan Borough Council,Adult Care & Housing,Social Eyes Rotherham Cic,Supporting People - Learning Disabilities,11845573,45337,535.68
Rotherham Metropolitan Borough Council,Adult Care & Housing,Social Eyes Rotherham Cic,Supporting People - Learning Disabilities,11845574,45337,535.68
Rotherham Metropolitan Borough Council,Adult Care & Housing,Social Eyes Rotherham Cic,Supporting People - Learning Disabilities,11845575,45337,476.16
Rotherham Metropolitan Borough Council,Adult Care & Housing,Social Eyes Rotherham Cic,Supporting People - Learning Disabilities,11845576,45337,833.28
Rotherham Metropolitan Borough Council,Adult Care & Housing,Fusco Browne Healthcare Ltd,Supporting People - Generic Services,11845577,45336,16254
Rotherham Metropolitan Borough Council,Regeneration & Environment,Association Of Town Centre Management,Licence & Professional Fees,11845578,45337,790
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Wider Plan Ltd,Supporting People - Childcare Fees,11845579,45335,2459
Rotherham Metropolitan Borough Council,Regeneration & Environment,Breaking The Silence Ltd,Training Services,11845581,45336,5866.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gardenforce Yorkshire Ltd,Repair And Maintenance,11845582,45336,3260
Rotherham Metropolitan Borough Council,Regeneration & Environment,Batleys Foodservice,Food And Drink,11845583,45348,240.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845588,45349,58.12
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845589,45349,235.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845590,45349,231.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845591,45349,526.95
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845592,45349,495.06
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845593,45349,1290.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845594,45349,111.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845595,45349,173.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845596,45349,37.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845597,45349,443.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845598,45348,310.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845599,45348,365.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mjr Hose Services Ltd,Vehicle Recovery Maintenance Repair,11845601,45337,406
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mjr Hose Services Ltd,Vehicle Recovery Maintenance Repair,11845602,45337,317.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mjr Hose Services Ltd,Vehicle Recovery Maintenance Repair,11845603,45337,102.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mjr Hose Services Ltd,Vehicle Recovery Maintenance Repair,11845604,45337,127.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mjr Hose Services Ltd,Vehicle Recovery Maintenance Repair,11845605,45337,406.35
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845608,45335,11147.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845608,45335,169.44
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845608,45335,517.24
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845609,45336,283.66
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845609,45336,865.93
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845609,45336,18662.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Killgerm Chemicals Ltd,Pest Control Services,11845610,45352,1075
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845611,45335,37886.62
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845611,45335,575.88
Rotherham Metropolitan Borough Council,Adult Care & Housing,Equans Regeneration Ltd,New Build & Major Refurb Trades,11845611,45335,1757.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11845615,45345,31
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cemex Uk Operations Ltd,Re-Instatement Materials,11845616,45336,540.07
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845617,45345,620.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845618,45345,310.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845619,45345,620.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845620,45345,310.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845621,45345,310.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845622,45345,620.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845623,45351,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845625,45355,1027.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845626,45345,2464.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845627,45345,2464.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845628,45352,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845629,45352,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845630,45352,783.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845631,45352,1027.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845632,45345,1027.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845633,45345,1086.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845634,45345,1027.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845635,45345,783.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845636,45345,783.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845637,45345,695.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845638,45345,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845639,45345,796.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845640,45345,650.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845645,45345,437.12
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845646,45345,695.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845647,45345,1027.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845648,45345,1027.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845651,45345,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845652,45345,783.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845653,45352,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jackson Civil Engineering Group Ltd,Consultancy,11845657,45335,1858.61
Rotherham Metropolitan Borough Council,Adult Care & Housing,British Gas,Energy,11845658,45335,227.22
Rotherham Metropolitan Borough Council,Adult Care & Housing,British Gas,Energy,11845658,45335,217.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,R Burkinshaw & Sons Ltd,Plant Hire,11845659,45336,2072
Rotherham Metropolitan Borough Council,Regeneration & Environment,Pwlc Projects Llp,New Build & Major Refurb Trades,11845660,45343,10457
Rotherham Metropolitan Borough Council,Regeneration & Environment,R Burkinshaw & Sons Ltd,Plant Hire,11845663,45336,1043.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11845667,45345,278.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11845668,45341,276.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11845677,45337,67.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11845678,45337,906.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11845680,45337,249.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11845682,45337,566.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11845683,45337,310.38
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11845685,45337,281.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11845686,45337,114.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11845687,45341,5.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11845688,45337,28.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11845689,45337,21.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11845690,45337,93.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11845691,45337,166.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11845692,45337,60
Rotherham Metropolitan Borough Council,Adult Care & Housing,British Gas,Energy,11845696,45335,246.73
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11845697,45348,-28.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Peters Ltd,Books Periodicals And Journals,11845698,45345,607.02
Rotherham Metropolitan Borough Council,Adult Care & Housing,Yorkshire Purchasing Organisation,Food And Drink,11845700,45341,29.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11845705,45338,336.62
Rotherham Metropolitan Borough Council,Finance & Customer Services,Royal Mail,Postal And Courier Services,11845707,45338,1405.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Seem Internet Solutions Ltd,Advertising Services,11845718,45349,599.88
Rotherham Metropolitan Borough Council,Finance & Customer Services,Gallagher Bassett International Limited,Banking Leasing And Insurance,11845719,45335,75695.83
Rotherham Metropolitan Borough Council,Regeneration & Environment,Holler Technology Ltd,Telecomms,11845722,45335,872
Rotherham Metropolitan Borough Council,Regeneration & Environment,Holler Technology Ltd,Telecomms,11845722,45335,13.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Holler Technology Ltd,Telecomms,11845728,45335,1344
Rotherham Metropolitan Borough Council,Adult Care & Housing,British Gas,Energy,11845729,45335,410.02
Rotherham Metropolitan Borough Council,Adult Care & Housing,Rogers Geotechnical Services Ltd,Consultancy,11845730,45335,1506
Rotherham Metropolitan Borough Council,Adult Care & Housing,Rogers Geotechnical Services Ltd,Consultancy,11845731,45335,1635
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rogers Geotechnical Services Ltd,Consultancy,11845732,45335,2349
Rotherham Metropolitan Borough Council,Finance & Customer Services,Jane Wheatley,Legal Services,11845733,45349,1275
Rotherham Metropolitan Borough Council,Finance & Customer Services,Richard Veni,Legal Services,11845734,45338,1425
Rotherham Metropolitan Borough Council,Finance & Customer Services,Richard Veni,Legal Services,11845735,45337,437.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,L30 Relational Systems Ltd,Training Services,11845736,45345,1984
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hirst Signs Ltd,Ppe Tools And Janitorial Supplies,11845740,45338,122.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11845741,45337,175.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11845742,45337,300.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11845743,45337,123.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,234.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,234.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,150.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,112.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,225.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,112.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,150.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,450.72
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,741.81
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,685.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,873.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,422.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,902.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,413.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,37.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,28.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845744,45338,93.9
Rotherham Metropolitan Borough Council,Adult Care & Housing,Lanten Metering Services Ltd,Energy,11845745,45341,383.04
Rotherham Metropolitan Borough Council,Adult Care & Housing,Neil Hutton,Removal Services,11845748,45335,450
Rotherham Metropolitan Borough Council,Adult Care & Housing,Perfect Circle Jv Ltd,Surveyors Architects & Auctions,11845749,45349,51887.59
Rotherham Metropolitan Borough Council,Adult Care & Housing,Mears Ltd,Repair And Maintenance,11845750,45335,557.28
Rotherham Metropolitan Borough Council,Adult Care & Housing,Mears Ltd,Repair And Maintenance,11845750,45335,743.04
Rotherham Metropolitan Borough Council,Adult Care & Housing,Mears Ltd,Repair And Maintenance,11845750,45335,18576.12
Rotherham Metropolitan Borough Council,Adult Care & Housing,Astor-Bannerman (Medical) Ltd,Health And Hygiene Equipment,11845751,45355,5632
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11845752,45348,14941.67
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11845754,45345,9730
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11845756,45348,12030
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11845758,45345,20987
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11845760,45348,17773.33
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Barnardos,Supporting Minorities & Communities,11845762,45338,43875
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Barnardos,Supporting Minorities & Communities,11845764,45338,10712.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Marcaz Limited Swallow Sky Tech,Funding Contributions Or Grant,11845766,45338,2000
Rotherham Metropolitan Borough Council,Regeneration & Environment,Stag Interiors South Anston Limited,Funding Contributions Or Grant,11845767,45338,1512.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,Oakley Fencing Contractors Ltd,Landscaping,11845768,45335,850
Rotherham Metropolitan Borough Council,Regeneration & Environment,Holler Technology Ltd,Telecomms,11845770,45335,536.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Holler Technology Ltd,Telecomms,11845771,45335,60
Rotherham Metropolitan Borough Council,Regeneration & Environment,Holler Technology Ltd,Telecomms,11845771,45335,1.08
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11845791,45335,50
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11845800,45337,-2811.74
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11845801,45337,-1360.71
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11845802,45337,-2312
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11845803,45337,-2691.32
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11845804,45337,-2889.99
Rotherham Metropolitan Borough Council,Adult Care & Housing,Matrix Scm Ltd,Agency Staff Services,11845805,45337,-1440.63
Rotherham Metropolitan Borough Council,Adult Care & Housing,Matrix Scm Ltd,Agency Staff Services,11845806,45337,-1177.07
Rotherham Metropolitan Borough Council,Adult Care & Housing,Matrix Scm Ltd,Agency Staff Services,11845807,45337,-1008.83
Rotherham Metropolitan Borough Council,Adult Care & Housing,Matrix Scm Ltd,Agency Staff Services,11845808,45337,-1447.38
Rotherham Metropolitan Borough Council,Adult Care & Housing,Matrix Scm Ltd,Agency Staff Services,11845809,45337,-1445.13
Rotherham Metropolitan Borough Council,Adult Care & Housing,Matrix Scm Ltd,Agency Staff Services,11845810,45337,-889.44
Rotherham Metropolitan Borough Council,Adult Care & Housing,Matrix Scm Ltd,Agency Staff Services,11845811,45337,-1436.13
