Body Name,Date Paid,Transaction Number,Amount,Invoice Date,Supplier Name,Supplier Type,Invoice Number,Account,Transaction Type,Transaction Type Description,Supplier Reporting,Expense Area,Cost Centre Description ,Service Area Categorisation,Service Division Categorisation,Expense Type
West Northamptonshire Council,04-Aug-23,51400332311,£960.00,06-Jul-23,11 KBW Limited,COMPANY,118972 / INVJA752,D4105,SPV,AP VAT Spreadsheet Import - Payments,,Assistant Director Education,Assistant Director Education,Education,Assistant Director Education,External Legal Fees
West Northamptonshire Council,04-Aug-23,51400331950,£971.41,31-Jul-23,ALLSTAR BUSINESS SOLUTIONS LTD,TRADE SUPPLIER,E2017421322,C0110,II,Incoming Invoice Posting,,Social & Leisure [NCC],Social & Leisure - In House,Safeguarding and Wellbeing,Provider Services,Vehicle Fuel
West Northamptonshire Council,04-Aug-23,51400331946,£999.14,31-Jul-23,ALLSTAR BUSINESS SOLUTIONS LTD,TRADE SUPPLIER,E2017421302,C0110,II,Incoming Invoice Posting,,Sensory Equipment & Rehabilitation Team [NCC],Sensory Equipment & Rehabilitation Team - In House,Safeguarding and Wellbeing,Prevention & Occupational Therapy,Vehicle Fuel
West Northamptonshire Council,04-Aug-23,51400332338,"£1,029.60",03-Aug-23,Redacted Personal Data,PARENT/GUARDIAN,Term 5 Apr - May 2023,C5010,SPS,AP Spreadsheet Import - Payments,,Home to School Transport WNC,Home to School Trans - Special,Highways & Transport Service WNC,Passenger Transport WNC,Car mileage and allowances - other
West Northamptonshire Council,04-Aug-23,51400332120,"£1,041.92",26-May-23,LIVABILITY,CARE ESTABLISHMENT,N0321503 165571-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
West Northamptonshire Council,04-Aug-23,51400332122,"£1,041.92",26-May-23,LIVABILITY,CARE ESTABLISHMENT,N0321503 165576-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
West Northamptonshire Council,04-Aug-23,51400321604,"£1,042.97",10-Jul-23,Parking and Secure Documents,COMPANY,1354433,D3000,II,Incoming Invoice Posting,,Car parks management Northampton,Car Parks,Assets and Environment,A&E Public Realm & Heritage,Printing
West Northamptonshire Council,04-Aug-23,51400325121,"£1,095.60",10-Jul-23,Designs for Lighting Ltd,TRADE SUPPLIER,5805,D4100,II,Incoming Invoice Posting,,Development Mangement,Development Management,Planning - Development Management and Policy,Planning - Development Management,Consultancy
West Northamptonshire Council,04-Aug-23,51400332339,"£1,108.80",03-Aug-23,Redacted Personal Data,PARENT/GUARDIAN,Term 6 June - July 2023,C5010,SPS,AP Spreadsheet Import - Payments,,Home to School Transport WNC,Home to School Trans - Special,Highways & Transport Service WNC,Passenger Transport WNC,Car mileage and allowances - other
West Northamptonshire Council,04-Aug-23,51400322066,"£1,117.72",10-Jul-23,Twinkle Ltd,EDUCATION,118362,D0000,II,Incoming Invoice Posting,,Library Service,Library Service HQ,Place Shaping,Library Service,Equipment and Tools
West Northamptonshire Council,04-Aug-23,51400332074,"£1,152.00",19-Jun-23,SPECTRUM NORTHANTS LIMITED,CARE ESTABLISHMENT,N1613122 1668-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Day Care
West Northamptonshire Council,04-Aug-23,51400332250,"£1,190.40",03-Aug-23,Peterborough Diocese Education Trust t/a St James CE Primary School,EDUCATION,91400004188,A6310,NCP,AP Non-Commercial Payments,,Early Education and Childcare HNF [NCC],High Needs Funding (HNF),Early Years Block,3 to 4 Year Old [NCC],Compensation Payments
West Northamptonshire Council,04-Aug-23,51400332353,"£1,210.14",03-Aug-23,Redacted Personal Data,PARENT/GUARDIAN,Term 5 Apr - May 2023,C5010,SPS,AP Spreadsheet Import - Payments,,Home to School Transport WNC,Home to School Trans - Special,Highways & Transport Service WNC,Passenger Transport WNC,Car mileage and allowances - other
West Northamptonshire Council,04-Aug-23,51400332253,"£1,219.00",02-Aug-23,Co-Operative Funeralcare,COMPANY,F44470-31621,D4110,II,Incoming Invoice Posting,,Environmental Protection,Burials & Misc Expenses,Regulatory Services,Environmental Protection and Environmental Crime,Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400331365,"£1,242.92",26-Jul-23,BACA WORKWEAR & SAFETY,TRADE SUPPLIER,PSIB000332695,D2005,II,Incoming Invoice Posting,,Parks and open spaces [NBC],Parks & Open Spaces,Assets and Environment,A&E Public Realm & Heritage,Protective Clothing
West Northamptonshire Council,04-Aug-23,51400332246,"£1,246.46",03-Aug-23,Cogenhoe Primary School,EDUCATION,91400004184,A6310,NCP,AP Non-Commercial Payments,,EYSFF 3 & 4 Year Old [NCC],Early Years 3 & 4 Year Old,Early Years Block,Early Years Free Entitlement [NCC],Compensation Payments
West Northamptonshire Council,04-Aug-23,51400332248,"£1,246.46",03-Aug-23,Cogenhoe Primary School,EDUCATION,91400004186,A6310,NCP,AP Non-Commercial Payments,,EYSFF 3 & 4 Year Old [NCC],EY 30 hours entitlement,Early Years Block,Early Years Free Entitlement [NCC],Compensation Payments
West Northamptonshire Council,04-Aug-23,51400331103,"£1,275.00",10-Jul-23,Tamara Enterprise Limited,TRADE SUPPLIER,4158-3,D4140,II,Incoming Invoice Posting,,Homelessness,Temporary Accomodation - B&B,Housing and Communities,Housing Solutions,Homelessness Services
West Northamptonshire Council,04-Aug-23,51400325193,"£1,297.20",10-Jul-23,ManShed Ltd,TRADE SUPPLIER,SI-364,XF000,II,Incoming Invoice Posting,,Northamptonshire Holistic Flood Reslilience,Northamptonshire Holistic Flood Reslilience,Assets and Environment Capital,Flood and Water Management,Expenditure on Grants
West Northamptonshire Council,04-Aug-23,51400332194,"£1,320.00",24-Jul-23,Northampton Removal & Logistics Ltd,COMPANY,24072023,D0100,II,Incoming Invoice Posting,,Homelessness,"Temporary Accommodation Furniture, Fixtures & Fittings",Housing and Communities,Housing Solutions,Furniture
West Northamptonshire Council,04-Aug-23,51400332064,"£1,327.00",30-Jun-23,Pathfinder Legal Services Limited,TRADE SUPPLIER,277966VAT,D4105,II,Incoming Invoice Posting,,Highways Development Liason WNC,Highways Development Agreements S278,Highways & Transport Service WNC,Transport Strategy & Development WNC,External Legal Fees
West Northamptonshire Council,04-Aug-23,51400332354,"£1,344.60",03-Aug-23,Redacted Personal Data,PARENT/GUARDIAN,Term 6 June - July 2023,C5010,SPS,AP Spreadsheet Import - Payments,,Home to School Transport WNC,Home to School Trans - Special,Highways & Transport Service WNC,Passenger Transport WNC,Car mileage and allowances - other
West Northamptonshire Council,04-Aug-23,51400322011,"£1,421.53",10-Jul-23,ENTERPRISE FLEX-E-RENT,TRADE SUPPLIER,13001704029,C0205,II,Incoming Invoice Posting,,Reablement West,Reablement West,Health and Reablement,Health & Reablement,Leased Vehicle Costs
West Northamptonshire Council,04-Aug-23,51400332324,"£1,429.70",03-Aug-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,847370,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,04-Aug-23,51400332278,"£1,451.70",09-Jun-23,MAPP Property Management Ltd,TRADE SUPPLIER,563000/8359,B2010,II,Incoming Invoice Posting,,Balance Sheet [SNC],Investment Properties,Balance Sheet,Balance Sheet [SNC],Service Charges
West Northamptonshire Council,04-Aug-23,51400331951,"£1,475.84",31-Jul-23,ALLSTAR BUSINESS SOLUTIONS LTD,TRADE SUPPLIER,E2017421296,C0110,II,Incoming Invoice Posting,,New Roads and Street Works Act WNC,New Roads and Street Works Act,Highways & Transport Service WNC,Highways Network WNC,Vehicle Fuel
West Northamptonshire Council,04-Aug-23,51400332407,"£1,476.84",03-Aug-23,ORCHARD HOUSE R SONS (HOMES) LIMITED,CARE ESTABLISHMENT,NT834960 P137299-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,DART Care Costs,Physical Support Res LT Discharge and Review Team,Adult Services,DART Care Costs,Residential Care
West Northamptonshire Council,04-Aug-23,51400320502,"£1,542.60",30-Jun-23,Kingsley Bathroom Plumbing and Heating,COMPANY,MIN0005122,B0005,II,Incoming Invoice Posting,,Reactive Maintenance,Reactive Maintenance,Assets and Environment,A&E Facilities Management,Building Stuctural Maintenance - Planned
West Northamptonshire Council,04-Aug-23,51400332178,"£1,559.49",02-Jul-23,Bristow & Sutor,COMPANY,256237,D4510,II,Incoming Invoice Posting,,Council Tax Collection(WNC),Cost Of Collection Council Tax(WNC),Revenue & Benefits,Revenues and Benefits,Debt Recovery
West Northamptonshire Council,04-Aug-23,51400332406,"£1,575.36",03-Aug-23,Crown Care X Ltd,CARE ESTABLISHMENT,N2311274 P137311-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,DART Care Costs,Physical Support Res LT Discharge and Review Team,Adult Services,DART Care Costs,Residential Care
West Northamptonshire Council,04-Aug-23,51400332249,"£1,595.88",03-Aug-23,Peterborough Diocese Education Trust t/a St James CE Primary School,EDUCATION,91400004187,A6310,NCP,AP Non-Commercial Payments,,EYSFF 3 & 4 Year Old [NCC],EY 30 hours entitlement,Early Years Block,Early Years Free Entitlement [NCC],Compensation Payments
West Northamptonshire Council,04-Aug-23,51400331258,"£1,830.00",10-Jul-23,Tamara Enterprise Limited,TRADE SUPPLIER,4160-1,D4140,II,Incoming Invoice Posting,,Homelessness,Temporary Accomodation - B&B,Housing and Communities,Housing Solutions,Homelessness Services
West Northamptonshire Council,04-Aug-23,51400332247,"£1,873.87",03-Aug-23,Cogenhoe Primary School,EDUCATION,91400004185,A6310,NCP,AP Non-Commercial Payments,,EYSFF 3 & 4 Year Old [NCC],EY 30 hours entitlement,Early Years Block,Early Years Free Entitlement [NCC],Compensation Payments
West Northamptonshire Council,04-Aug-23,51400321621,"£1,904.00",10-Jul-23,Sarah Patel t/a Sarah Patel Design,SOLETRADER,INV0062023,D0220,II,Incoming Invoice Posting,,Museum and Art Galleries,Museum Commercial,Place Shaping,Museums,Materials for resale
West Northamptonshire Council,04-Aug-23,51400332330,"£2,098.28",03-Aug-23,COGENHOE & WHISTON PARISH COUNCIL,OTHER PUBLIC BODIES,2023/WNC18,C6000,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Concessionary Fares,Highways & Transport Service WNC,Transport Strategy & Development WNC,Concessions - payments to transport operators
West Northamptonshire Council,04-Aug-23,51400332411,"£2,100.48",03-Aug-23,RATHGAR CARE HOME LTD,CARE ESTABLISHMENT,N1258003 P137309-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,DART Care Costs,Support with Memory & Cognition Res LT Discharge and Review Team,Adult Services,DART Care Costs,Residential Care
West Northamptonshire Council,04-Aug-23,51400332129,"£2,177.64",31-Jul-23,SENSE WEST,CARE ESTABLISHMENT,N0531432 201704-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Day Care
West Northamptonshire Council,04-Aug-23,51400331841,"£2,313.69",30-May-23,CAROLINE CHISHOLM SCHOOL,TRADE SUPPLIER,A000533,B1015,II,Incoming Invoice Posting,,Wooldale Centre - CCS (DSG),Wooldale PFI Contract,Assets and Environment,A&E Works,Gas
West Northamptonshire Council,04-Aug-23,51400332133,"£2,320.00",16-Jul-23,SHEPHERD HEIGHTS LIMITED,CARE ESTABLISHMENT,N0222015 775-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Day Care
West Northamptonshire Council,04-Aug-23,51400332135,"£2,320.00",16-Jul-23,SHEPHERD HEIGHTS LIMITED,CARE ESTABLISHMENT,N0228206 776-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Day Care
West Northamptonshire Council,04-Aug-23,51400332322,"£2,366.00",03-Aug-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,847350,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,04-Aug-23,51400332318,"£2,596.48",03-Aug-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,506876,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,04-Aug-23,51400332137,"£2,600.00",16-Jul-23,SHEPHERD HEIGHTS LIMITED,CARE ESTABLISHMENT,N2113074 778-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Day Care
West Northamptonshire Council,04-Aug-23,51400332126,"£2,600.00",22-May-23,Mower's Ark CIC,CARE ESTABLISHMENT,N2037282 MAMP009-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,PD Physical Disability CCP LT [NCC],Physical Support CCP Long Term PD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
West Northamptonshire Council,04-Aug-23,51400332127,"£2,600.00",18-Jun-23,Mower's Ark CIC,CARE ESTABLISHMENT,N2037282 MAMP011-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,PD Physical Disability CCP LT [NCC],Physical Support CCP Long Term PD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
West Northamptonshire Council,04-Aug-23,51400332128,"£2,600.00",13-Jul-23,Mower's Ark CIC,CARE ESTABLISHMENT,N2037282 MAMP012-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Day Care
West Northamptonshire Council,04-Aug-23,51400331446,"£2,631.10",29-Jun-23,CAROLINE CHISHOLM SCHOOL,TRADE SUPPLIER,A000540,B1015,II,Incoming Invoice Posting,,Wooldale Centre - CCS (DSG),Wooldale PFI Contract,Assets and Environment,A&E Works,Gas
West Northamptonshire Council,04-Aug-23,51400332304,"£2,700.00",01-Mar-23,Adventure Ways,TRADE SUPPLIER,SI-1157,D4110,SPV,AP VAT Spreadsheet Import - Payments,,High Needs Out County [NCC],SEN Alt Provisions,High Needs Block,High Needs Out County [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332414,"£2,985.72",03-Aug-23,MERRIFIELD HOUSE,CARE ESTABLISHMENT,NT834960 P137293-00001,E7140,CPN,Social Care West Northampton Council CareCost Payments,,DART Care Costs,Physical Support Res ST Discharge and Review Team,Adult Services,DART Care Costs,Rehabilitation And Respite Care
West Northamptonshire Council,04-Aug-23,51400332408,"£3,060.00",03-Aug-23,ST MATTHEWS LIMITED - (KINGSTHORPE GRANGE),CARE ESTABLISHMENT,N1826762 P137301-00001,E7140,CPN,Social Care West Northampton Council CareCost Payments,,DART Care Costs,Support with Memory & Cognition Res ST Discharge and Review Team,Adult Services,DART Care Costs,Rehabilitation And Respite Care
West Northamptonshire Council,04-Aug-23,51400332333,"£3,222.66",03-Aug-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,847351,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,04-Aug-23,51400331975,"£3,250.00",02-Aug-23,ADC Infrastructure Limited,COMPANY,91400004176,J6005,NCP,AP Non-Commercial Payments,,Highways Development Liason WNC,Highways Development Agreements S278,Highways & Transport Service WNC,Transport Strategy & Development WNC,Sales - Publications
West Northamptonshire Council,04-Aug-23,51400331844,"£4,293.65",30-May-23,CAROLINE CHISHOLM SCHOOL,TRADE SUPPLIER,A000532,B1010,II,Incoming Invoice Posting,,Wooldale Centre - CCS (DSG),Wooldale PFI Contract,Assets and Environment,A&E Works,Electricity
West Northamptonshire Council,04-Aug-23,51400332312,"£4,320.00",25-Jul-23,NonStop Consulting Ltd,COMPANY,UK240524,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Educational Psychology,Educational Psychology,Education,Education Psychology,Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400331335,"£4,425.98",31-Jul-23,Far Cotton and Delapre Parish Council,COMPANY,91400004172,E6000,NCP,AP Non-Commercial Payments,,Enforcement and Monitoring,Community Infrastructure Levy (CIL),Planning - Development Management and Policy,Planning Enforcement and Monitoring,Payments to Other Establishments
West Northamptonshire Council,04-Aug-23,51400332402,"£4,500.00",04-Aug-23,Redacted Personal Data,INDIVIDUAL,91400004193,B2000,NCP,AP Non-Commercial Payments,,Afghan Resettlement,Afghan Bridging Support,Housing and Communities,Afghan Resettlement,Rents and Leases
West Northamptonshire Council,04-Aug-23,51400330446,"£4,531.14",25-Jul-23,National Grid Electricity Distribution,COMPANY,23043577,B0000,II,Incoming Invoice Posting,,Utility Services,Utility Services [NCC],Assets and Environment,A&E Works,Building Repair and Maintenance
West Northamptonshire Council,04-Aug-23,51400322096,"£4,938.84",10-Jul-23,Gamma Network Solutions,COMPANY,GA172606,D5105,II,Incoming Invoice Posting,,Telephony & Networks Contracts,Telephony & Networks contracts,"Digital, Technology & Innovation",Operations,Telephone costs
West Northamptonshire Council,04-Aug-23,51400331824,"£4,947.16",31-Jul-23,CAROLINE CHISHOLM SCHOOL,TRADE SUPPLIER,A000545,B1010,II,Incoming Invoice Posting,,Wooldale Centre - CCS (DSG),Wooldale PFI Contract,Assets and Environment,A&E Works,Electricity
West Northamptonshire Council,04-Aug-23,51400331930,"£4,949.13",29-Jun-23,CAROLINE CHISHOLM SCHOOL,TRADE SUPPLIER,A000539,B1010,II,Incoming Invoice Posting,,Wooldale Centre - CCS (DSG),Wooldale PFI Contract,Assets and Environment,A&E Works,Electricity
West Northamptonshire Council,04-Aug-23,51400331903,"£5,000.00",02-Aug-23,Huggg Limited,COMPANY,91400004177,D7005,NCP,AP Non-Commercial Payments,,Homes for Ukraine,Homes For Ukraine,Housing and Communities,Homes for Ukraine,Grants
West Northamptonshire Council,04-Aug-23,51400332404,"£5,297.51",03-Aug-23,Polesworth Group Homes Limited,CARE ESTABLISHMENT,N1822438 P137317-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability Res LT LD Northampton,Adult Services,LD Care Costs,Residential Care
West Northamptonshire Council,04-Aug-23,51400332320,"£5,661.98",03-Aug-23,Voluntary Impact Northamptonshire Ltd,COMPANY,1973,C6000,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Concessionary Fares,Highways & Transport Service WNC,Transport Strategy & Development WNC,Concessions - payments to transport operators
West Northamptonshire Council,04-Aug-23,51400331191,"£5,897.09",28-Jul-23,RATHGAR CARE HOME LTD,CARE ESTABLISHMENT,N2211848 P137172-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,DART Care Costs,Support with Memory & Cognition Res LT Discharge and Review Team,Adult Services,DART Care Costs,Residential Care
West Northamptonshire Council,04-Aug-23,51400331697,"£7,010.40",28-Jul-23,Steer Ltd,COMPANY,5640765,D4100,II,Incoming Invoice Posting,,Highways & Transport Planning WNC,Transport Planning WNC,Highways & Transport Service WNC,Transport Strategy & Development WNC,Consultancy
West Northamptonshire Council,04-Aug-23,51400331904,"£7,850.00",02-Aug-23,Redacted Personal Data,INDIVIDUAL,91400004178,B2000,NCP,AP Non-Commercial Payments,,Afghan Resettlement,Afghan Bridging Support,Housing and Communities,Afghan Resettlement,Rents and Leases
West Northamptonshire Council,04-Aug-23,51400331879,"£7,970.40",28-Apr-23,HCUK Group,COMPANY,HCL-21323,D4100,II,Incoming Invoice Posting,,Development Mangement,Development Management,Planning - Development Management and Policy,Planning - Development Management,Consultancy
West Northamptonshire Council,04-Aug-23,51400332005,"£8,290.09",27-Jun-23,HCUK Group,COMPANY,HCL-21637,D4110,II,Incoming Invoice Posting,,Development Mangement,Development Management,Planning - Development Management and Policy,Planning - Development Management,Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332223,"£8,848.17",16-May-23,Garry Hamilton Ltd,COMPANY,12075,XB000,II,Incoming Invoice Posting,,Disabled Facilities Grants [DDC],Disabled Facilities Grants,Housing and Communities Capital,Disabled Facilities Grants [DDC],"New Construction, Conversion and Renovation"
West Northamptonshire Council,04-Aug-23,51400332321,"£9,186.96",03-Aug-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,847349,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,04-Aug-23,51400332325,"£9,187.09",03-Aug-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,847371,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,04-Aug-23,51400332331,"£9,723.00",03-Aug-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,847421,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,04-Aug-23,51400332319,"£9,800.35",03-Aug-23,BRITANNIA BUS LTD T/A MERIDIAN,TRADE SUPPLIER,NCC0723001,C6000,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Concessionary Fares,Highways & Transport Service WNC,Transport Strategy & Development WNC,Concessions - payments to transport operators
West Northamptonshire Council,04-Aug-23,51400321984,"£10,200.00",10-Jul-23,Jeremy Benn Associates Limited t/a JBA Consulting,COMPANY,2023a3255,XF000,II,Incoming Invoice Posting,,Northamptonshire Holistic Flood Reslilience,Northamptonshire Holistic Flood Reslilience,Assets and Environment Capital,Flood and Water Management,Expenditure on Grants
West Northamptonshire Council,04-Aug-23,51400331918,"£10,536.00",19-Feb-23,CHELSEA HIRE,TRADE SUPPLIER,44205,XB020,II,Incoming Invoice Posting,,Economic Development,Northampton Market Square,Economic Growth & Regeneration,Economic Development,Construction - External Professional Fees
West Northamptonshire Council,04-Aug-23,51400331893,"£10,968.00",19-Feb-23,CHELSEA HIRE,TRADE SUPPLIER,44204,XB020,II,Incoming Invoice Posting,,Economic Development,Northampton Market Square,Economic Growth & Regeneration,Economic Development,Construction - External Professional Fees
West Northamptonshire Council,04-Aug-23,51400332314,"£11,315.77",26-Jul-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2936130,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332410,"£12,584.54",03-Aug-23,OAKFIELD,CARE ESTABLISHMENT,N0531432 P137318-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability Res LT LD Northampton,Adult Services,LD Care Costs,Residential Care
West Northamptonshire Council,04-Aug-23,51400332423,"£12,956.40",31-Mar-23,1ST REACTION SECURITY LIMITED,TRADE SUPPLIER,85823,B3105,II,Incoming Invoice Posting,,Homelessness,COVI-19 Rough Sleepers,Housing and Communities,Housing Solutions,Security Equipment
West Northamptonshire Council,04-Aug-23,51400332299,"£13,219.87",12-Jul-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2929155,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332313,"£13,223.40",26-Jul-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2935694,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332298,"£13,230.30",05-Jul-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2925672,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332292,"£13,377.61",17-May-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2902582,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332305,"£13,468.86",19-Jul-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2932646,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332328,"£13,747.88",03-Aug-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,847352,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,04-Aug-23,51400332294,"£14,457.64",31-May-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2910427,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332296,"£14,653.98",21-Jun-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2918277,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332295,"£14,727.62",14-Jun-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2914516,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332297,"£14,776.70",28-Jun-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2921980,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332291,"£14,776.74",10-May-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2898809,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332293,"£14,801.24",24-May-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2906524,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,04-Aug-23,51400332307,"£15,144.94",03-May-23,TEACHING PERSONNEL LTD,TRADE SUPPLIER,2895058,D4110,SPV,AP VAT Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
