Body Name,Date Paid,Transaction Number,Amount,Invoice Date,Supplier Name,Supplier Type,Invoice Number,Account,Transaction Type,Transaction Type Description,Supplier Reporting,Expense Area,Cost Centre Description ,Service Area Categorisation,Service Division Categorisation,Expense Type
West Northamptonshire Council,11-Sep-23,51400346371,-£507.60,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0528438 P138772-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Client Care Contributions
West Northamptonshire Council,11-Sep-23,51400346354,-£507.60,08-Sep-23,Redacted Personal Data,INDIVIDUAL,DS911030 P138772-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Client Care Contributions
West Northamptonshire Council,11-Sep-23,51400346261,-£507.60,08-Sep-23,Redacted Personal Data,INDIVIDUAL,CK996034 P138772-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Client Care Contributions
West Northamptonshire Council,11-Sep-23,51400346320,-£501.60,08-Sep-23,Redacted Personal Data,INDIVIDUAL,DS911639 P138772-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Client Care Contributions
West Northamptonshire Council,11-Sep-23,51400346430,£525.80,08-Sep-23,Redacted Personal Data,INDIVIDUAL,M9955361 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346524,£527.04,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0213606 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346707,£528.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0612560 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346681,£553.80,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0926519 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346708,£560.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1531428 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346252,£564.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0128097 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346276,£576.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,DS940831 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346378,£577.36,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0420763 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346338,£580.32,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0729811 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346554,£624.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT910085 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346418,£624.96,08-Sep-23,Redacted Personal Data,INDIVIDUAL,M9950187 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346596,£642.84,08-Sep-23,Redacted Personal Data,INDIVIDUAL,CK974477 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346444,£665.20,08-Sep-23,Redacted Personal Data,INDIVIDUAL,DS911788 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346443,£669.60,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0229527 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346291,£676.20,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0417725 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346501,£679.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0031122 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346679,£682.68,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0726949 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Support with Memory & Cognition CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346450,£684.88,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0540042 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346431,£716.28,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0030143 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346690,£723.12,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT836999 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346537,£723.88,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0930716 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346660,£736.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0085635 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346381,£776.64,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0620569 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346713,£780.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,M9963175 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346532,£781.44,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT911916 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346393,£791.24,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT872612 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346576,£799.20,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT963447 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346303,£800.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT870882 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346301,£800.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,CK998774 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346598,£804.64,08-Sep-23,Redacted Personal Data,INDIVIDUAL,CK974165 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346726,£807.04,08-Sep-23,Redacted Personal Data,INDIVIDUAL,P0017630 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346269,£807.12,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT835596 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Sensory Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346636,£807.12,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1420644 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346416,£816.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,DS900424 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346329,£829.68,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT998101 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346457,£829.96,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0918882 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346492,£837.36,08-Sep-23,Redacted Personal Data,INDIVIDUAL,M9935851 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346620,£864.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT921156 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346542,£868.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,CK989324 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346461,£871.56,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT941877 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346315,£874.12,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0715551 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346582,£877.84,08-Sep-23,Redacted Personal Data,INDIVIDUAL,GH860942 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346287,£883.88,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT854233 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346562,£885.88,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1142039 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346633,£896.80,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1420746 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346601,£896.80,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0311446 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346500,£906.04,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT912618 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346464,£911.68,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0317202 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346263,£914.32,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0228206 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346735,£924.32,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1424342 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346571,£944.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1260857 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346586,£954.08,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0418786 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346732,£960.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0221160 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346651,£960.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT950374 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346711,£960.32,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1619772 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Support with Memory & Cognition CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346699,£961.68,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT982797 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346402,£968.32,08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT951386 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346388,£989.00,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0829847 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346326,£989.24,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0226928 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346643,£999.40,08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1424302 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346715,"£1,000.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0129334 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346454,"£1,006.72",08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT985509 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346259,"£1,007.88",08-Sep-23,Redacted Personal Data,INDIVIDUAL,DS800589 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346533,"£1,014.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT921234 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400344292,"£1,017.20",06-Sep-23,Redacted Personal Data,INDIVIDUAL,91400004333,B2000,NCP,AP Non-Commercial Payments,,Afghan Resettlement,Afghan Resettlement,Housing and Communities,Afghan Resettlement,Rents and Leases
West Northamptonshire Council,11-Sep-23,51400346364,"£1,022.64",08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT893476 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346439,"£1,028.56",08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT850338 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346682,"£1,032.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,M9937425 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346512,"£1,032.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0725542 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346555,"£1,036.80",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0929908 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346634,"£1,037.88",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1385954 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346462,"£1,049.04",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0918437 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346455,"£1,051.08",08-Sep-23,Redacted Personal Data,INDIVIDUAL,M9924024 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346591,"£1,058.40",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0427533 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346733,"£1,058.40",08-Sep-23,Redacted Personal Data,INDIVIDUAL,DS940668 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346389,"£1,060.96",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0121185 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346652,"£1,066.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,CK996942 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346677,"£1,075.48",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1389067 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346344,"£1,080.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT973396 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346645,"£1,104.40",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N1419324 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346694,"£1,107.20",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0417058 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346638,"£1,107.68",08-Sep-23,Redacted Personal Data,INDIVIDUAL,N0324757 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Daventry,Physical Support CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346312,"£1,135.12",08-Sep-23,Redacted Personal Data,INDIVIDUAL,P0018685 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346358,"£1,136.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT900388 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346293,"£1,144.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT831334 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Direct Payments
West Northamptonshire Council,11-Sep-23,51400346339,"£1,144.00",08-Sep-23,Redacted Personal Data,INDIVIDUAL,NT943739 P138772-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Direct Payments
