Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
KAMSET DIGITAL,Printing & Reprographic Services - External,13 March 2025,£268.00,PO00051856,PRINT,Purchase order

Nickolds Property Management,Homelessness Provision,13 March 2025,"£7,070.00",PO00051857,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 March 2025,"£7,105.00",PO00051858,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 March 2025,"£7,665.00",PO00051859,HOMEPROV,Purchase order

FD SOLUTIONS LTD,Stationary,13 March 2025,£279.12,PO00051860,STAT1,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,13 March 2025,"£2,664.00",PO00051861,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,13 March 2025,"£2,664.00",PO00051862,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,13 March 2025,"£2,590.00",PO00051863,HR2,Purchase order

Nickolds Property Management,Homelessness Provision,13 March 2025,"£7,080.00",PO00051864,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 March 2025,"£7,875.00",PO00051865,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 March 2025,"£8,295.00",PO00051866,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,13 March 2025,"£29,425.00",PO00051867,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,13 March 2025,"£33,155.00",PO00051868,HOMEPROV,Purchase order

TAMESIDE METROPOLITAN BOROUGH COUNCIL,Subscriptions,13 March 2025,"£2,070.00",PO00051873,SUBS,Purchase order

FAREWAY TAXIS,Homelessness Provision,13 March 2025,"£1,153.00",PO00051874,HOMEPROV,Purchase order

DOLPHIN LEISURE UK LTD,Sports Equipment,13 March 2025,"£3,125.00",PO00051875,SPORT2,Purchase order

WALKERS CLEANING SERVICES LTD,Cleaning Services - External,14 March 2025,£592.96,PO00051876,CLEAN2,Purchase order

TOTALKARE H D W S LTD,Vehicle Tools and Equipment,14 March 2025,"£3,510.00",PO00051878,VEHIC10,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14 March 2025,£368.68,PO00051880,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14 March 2025,£704.54,PO00051881,VEHIC7,Purchase order

VINEHR LIMITED,Training / Course Fees,14 March 2025,"£1,380.00",PO00051884,TRG1,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,14 March 2025,"£7,910.00",PO00051885,HOMEPROV,Purchase order

KI SOUND & LIGHT LIMITED,Engineering Services,14 March 2025,£637.26,PO00051886,ENGINEER,Purchase order

Beguiled Productions Limited,Promotional Advertising,14 March 2025,"£3,000.00",PO00051887,ADVRT1,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,14 March 2025,£316.72,PO00051892,VEHIC8,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,14 March 2025,£350.80,PO00051893,VEHIC8,Purchase order

New Hall Wine Estate,Performing Arts,14 March 2025,"£1,217.04",PO00051897,PERFORM,Purchase order

SPALDINGS (UK) LIMITED,Digital Maintenance & Support,14 March 2025,"£1,199.57",PO00051900,DIGIT6,Purchase order

GBG PLC,Software,14 March 2025,"£2,841.00",PO00051902,LICENCE,Purchase order

T J COTTIS TRANSPORT LIMITED,Waste Collection Services,14 March 2025,£700.00,PO00051906,WASTE1,Purchase order

Royal National Theatre,Performing Arts,14 March 2025,£801.51,PO00051909,PERFORM,Purchase order

CCS MEDIA LTD,Digital Consumables,14 March 2025,"£3,057.82",PO00051910,DIGIT2,Purchase order

ANTHONY COLLINS SOLICITORS LLP,Consultancy,17 March 2025,"£19,620.00",PO00051911,CONSULT,Purchase order

Spirit Of Ukraine LTD,Homelessness Provision,17 March 2025,£500.00,PO00051913,HOMEPROV,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,17 March 2025,"£26,978.36",PO00051915,HOMEPROV,Purchase order

HAYS MONTROSE,Temporary Staff,17 March 2025,£780.33,PO00051918,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,17 March 2025,£780.33,PO00051919,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,17 March 2025,£431.20,PO00051920,HR2,Purchase order

W & H ROMAC LTD,Signage - Highway,17 March 2025,£504.27,PO00051922,SIGN4,Purchase order

CAODS (CHELMSFORD AMATUR OPERATIC & DRAMATIC SOCIETY,Performing Arts,17 March 2025,"£25,933.35",PO00051923,PERFORM,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,17 March 2025,£386.85,PO00051925,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,17 March 2025,£300.08,PO00051926,VEHIC7,Purchase order

HAYS MONTROSE,Street Cleaning Services,17 March 2025,"£1,369.99",PO00051928,CLEAN5,Purchase order

HAYS MONTROSE,Street Cleaning Services,17 March 2025,"£2,695.80",PO00051929,CLEAN5,Purchase order

DIAL A JET DRAINAGE LTD,Traffic,17 March 2025,£280.00,PO00051930,TRAFF5,Purchase order

CHELMSFORD SAFETY SUPPLIES,Uniforms & Workwear (not PPE),17 March 2025,£949.51,PO00051931,UNIFORM,Purchase order

CHELMSFORD SAFETY SUPPLIES,Uniforms & Workwear (not PPE),17 March 2025,£520.70,PO00051933,UNIFORM,Purchase order

DIRECT TYRE MANAGEMENT LTD,Vehicle Maintenance,17 March 2025,£724.50,PO00051934,VEHIC8,Purchase order

Expert Access Solutions Ltd,Engineering Services,17 March 2025,£552.19,PO00051938,ENGINEER,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,17 March 2025,"£5,495.00",PO00051940,TREE,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,17 March 2025,£275.25,PO00051941,HR2,Purchase order

Fenn Wright Client Commercial Rent Account,Property Management,17 March 2025,"£5,501.00",PO00051942,PROP4,Purchase order

Fenn Wright Client Commercial Rent Account,Property Management,17 March 2025,"£9,981.50",PO00051943,PROP4,Purchase order

ASCENDING ARBS TREE SERVICES LTD,Tree Management Services,17 March 2025,£701.49,PO00051944,TREE,Purchase order

The Royal National Institute for Deaf People (RNID),Training / Course Fees,17 March 2025,£999.00,PO00051945,TRG1,Purchase order

New Hope Rentals,Homelessness Provision,17 March 2025,"£10,560.00",PO00051946,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,17 March 2025,"£10,800.00",PO00051947,HOMEPROV,Purchase order

PALL MALL PREMIER CARS,Vehicles - Private Motor,17 March 2025,£835.25,PO00051948,VEHIC1,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,17 March 2025,£636.04,PO00051949,SIGN4,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,17 March 2025,£672.72,PO00051951,SIGN4,Purchase order

TMP (UK) LTD,Statutory Advertising,17 March 2025,£323.05,PO00051953,ADVRT2,Purchase order

ESSEX COUNTY COUNCIL,Consultancy,17 March 2025,"£9,921.00",PO00051954,CONSULT,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,17 March 2025,"£1,147.83",PO00051957,SECUR4,Purchase order

APSE,#N/A,17 March 2025,"£1,395.00",PO00051959,NA,Purchase order

The Lockfather limited,Building Repairs,17 March 2025,£827.36,PO00051961,BUILD07,Purchase order

THE ANGLIA SIGN CASTING LTD,Crematorium Equipment,17 March 2025,£422.94,PO00051962,CREM1,Purchase order

MOUNTFIELD SERVICES,DFGS Grant,18 March 2025,"£2,395.00",PO00051969,DFGS,Purchase order

The Handmade Food Company,Catering Services - External,18 March 2025,"£1,244.50",PO00051974,CAT1,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,18 March 2025,£359.88,PO00051975,CLEAN1,Purchase order

FARGRO LTD,Seeds & Plants,18 March 2025,"£4,244.40",PO00051980,HORT2,Purchase order

BEVAN BRITTAN LLP,Legal Advice,18 March 2025,"£1,739.50",PO00051981,LEGAL4,Purchase order

JACOBS CERTIFICATED BAILIFFS,Debt Collection & Recovery,18 March 2025,"£1,127.03",PO00051982,DEBT,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,18 March 2025,"£2,590.00",PO00051983,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,18 March 2025,"£2,664.00",PO00051984,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,18 March 2025,"£1,395.00",PO00051985,HR2,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,18 March 2025,"£3,159.85",PO00051987,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,18 March 2025,"£7,070.00",PO00051988,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,18 March 2025,"£7,105.00",PO00051989,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,18 March 2025,"£8,270.00",PO00051990,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,18 March 2025,"£7,245.00",PO00051991,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,18 March 2025,"£7,875.00",PO00051992,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,18 March 2025,"£8,295.00",PO00051993,HOMEPROV,Purchase order

FLAIR TRAINING,Training / Course Fees,18 March 2025,"£1,580.00",PO00052000,TRG1,Purchase order

RIGHT DIGITAL SOLUTIONS LIMITED,Digital Leases,18 March 2025,"£3,710.44",PO00052001,DIGIT1,Purchase order

MHR INTERNATIONAL UK LIMITED,Software,18 March 2025,"£1,300.00",PO00052002,DIGIT7,Purchase order

Tall Stories Theatre Company Ltd,Performing Arts,18 March 2025,"£21,131.56",PO00052005,PERFORM,Purchase order

M J FENCING LTD,Horticultural Services,18 March 2025,£540.00,PO00052006,HORT7,Purchase order

OPTIMUM OILS LTD,Vehicles Parts,18 March 2025,"£1,623.60",PO00052008,VEHIC7,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,18 March 2025,£289.17,PO00052010,BUILD07,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,18 March 2025,£629.74,PO00052011,BUILD07,Purchase order

Ceres Property LLP,Consultancy,18 March 2025,"£2,750.00",PO00052012,CONSULT,Purchase order

MONTAGU EVANS LLP,Property Management,18 March 2025,"£5,000.00",PO00052014,PROP4,Purchase order

MOUNTFIELD SERVICES,DFGS Grant,19 March 2025,"£2,695.00",PO00052017,DFGS,Purchase order

SKIP-PRO LIMITED,Waste Disposal Services,19 March 2025,£300.00,PO00052019,WASTE2,Purchase order

PREMIER PLANTS UK LTD,Seeds & Plants,19 March 2025,£310.00,PO00052033,HORT2,Purchase order

REDACTED,Performing Arts,19 March 2025,£250.00,PO00052036,PERFORM,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,19 March 2025,£763.93,PO00052037,HOMEPROV,Purchase order

CHELMSFORD PEST CONTROL,Pest Control,19 March 2025,£375.00,PO00052038,PEST,Purchase order

FORD MOTOR COMPANY LTD T/AS PARTSPLUS,Vehicles Parts,19 March 2025,£986.26,PO00052039,VEHIC7,Purchase order

AVALON PROMOTIONS LTD,Performing Arts,19 March 2025,"£1,796.00",PO00052041,PERFORM,Purchase order

AVALON PROMOTIONS LTD,Performing Arts,19 March 2025,"£1,774.36",PO00052042,PERFORM,Purchase order

THIS IS FEVER LTD,Design,19 March 2025,£598.50,PO00052052,ADVRT3,Purchase order

STEPHEN GREEN AND ASSOCIATES LTD,Hazardous Waste Cleanup,19 March 2025,"£1,637.21",PO00052056,WASTE4,Purchase order

Bill Kenwright Limited,Performing Arts,19 March 2025,"£25,031.16",PO00052057,PERFORM,Purchase order

NATIVE PROMOTIONS,Uniforms & Workwear (not PPE),19 March 2025,£517.95,PO00052058,UNIFORM,Purchase order

MICROSOFT IRELAND OPERATIONS LTD,Mobile Devices,20 March 2025,£370.80,PO00052059,DIGIT9,Purchase order

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,20 March 2025,"£2,595.00",PO00052060,DFGS,Purchase order

BUNZL CLEANING AND HYGIENE SUPPLIES,Cleaning Supplies,20 March 2025,"£1,496.71",PO00052064,CLEAN1,Purchase order

G & B FINCH SOILS,Playground Maintenance,20 March 2025,"£3,103.39",PO00052070,PLAY2,Purchase order

REDACTED,Performing Arts,20 March 2025,£550.00,PO00052071,PERFORM,Purchase order

REDACTED,Performing Arts,20 March 2025,£550.00,PO00052072,PERFORM,Purchase order

POSITIVE WASTE SOLUTIONS LTD,Asbestos Removal,20 March 2025,£330.00,PO00052073,ASBESTOS,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,20 March 2025,£634.55,PO00052074,CAT2,Purchase order

POSITIVE WASTE SOLUTIONS LTD,Asbestos Removal,20 March 2025,"£1,433.00",PO00052075,ASBESTOS,Purchase order

REDACTED,Performing Arts,20 March 2025,"£1,821.34",PO00052080,PERFORM,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,20 March 2025,£300.00,PO00052081,HOMEPROV,Purchase order

"The partnership known as Ronnie, Reggie & Me",Performing Arts,20 March 2025,"£2,219.26",PO00052083,PERFORM,Purchase order

SPECIALIST COMPUTER CENTRES PLC,Debt Collection & Recovery,20 March 2025,"£74,000.00",PO00052087,DEBT,Purchase order

MARES S P A,Sports Equipment,20 March 2025,"£3,293.00",PO00052088,SPORT2,Purchase order

PRESTIGE PRODUCTIONS LTD,Performing Arts,20 March 2025,"£6,562.21",PO00052089,PERFORM,Purchase order

Jamie Cook t/a JC Building Services & Adaptions,DFGS Grant,20 March 2025,£465.00,PO00052090,DFGS,Purchase order

NC RANGE SITE LIMITED,DFGS Grant,20 March 2025,"£3,069.62",PO00052091,DFGS,Purchase order

CAPITA BUSINESS SERVICES LTD,Debt Collection & Recovery,20 March 2025,£845.00,PO00052093,DEBT,Purchase order

AUTO JET,Vehicle Maintenance,21 March 2025,"£1,005.00",PO00052094,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,21 March 2025,"£1,460.00",PO00052095,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,21 March 2025,"£1,625.00",PO00052096,VEHIC8,Purchase order

SWORD ENGINEERING LTD,Recycling Services,21 March 2025,"£1,300.00",PO00052097,RECYCL1,Purchase order

ASHE GREEN CIVIL ENGINEERS LTD,Maintenance,21 March 2025,"£1,260.00",PO00052099,OSREPAIR,Purchase order

COGNIV8 LTD,Consultancy,21 March 2025,"£7,440.00",PO00052102,CONSULT,Purchase order

MHR INTERNATIONAL UK LIMITED,Software,21 March 2025,"£70,607.03",PO00052107,DIGIT7,Purchase order

MHG (SUPPLIES) LTD,Stationary,21 March 2025,£372.50,PO00052109,STAT1,Purchase order

MARSH LIMITED UK,Insurance,21 March 2025,"£528,529.71",PO00052111,INSURE,Purchase order

WOBURN CHEMICALS,Chemicals,21 March 2025,"£1,041.25",PO00052112,CHEM,Purchase order

CCS MEDIA LTD,Mobile Devices,21 March 2025,£725.25,PO00052113,DIGIT9,Purchase order

HAYS MONTROSE,Street Cleaning Services,24 March 2025,"£1,361.25",PO00052119,CLEAN5,Purchase order

Blake Tree Care Limited,Tree Management Services,24 March 2025,"£1,250.00",PO00052121,TREE,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,24 March 2025,"£1,565.89",PO00052123,SIGN4,Purchase order

New Hope Rentals,Homelessness Provision,24 March 2025,"£10,080.00",PO00052124,HOMEPROV,Purchase order

NEW ERA FUELS LIMITED,Fuel,24 March 2025,"£28,795.44",PO00052125,FUEL1,Purchase order

CHELMSFORD COLLEGE,Property Maintenance,24 March 2025,"£42,946.82",PO00052126,PROP3,Purchase order

HAYS MONTROSE,Temporary Staff,24 March 2025,£780.33,PO00052131,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,24 March 2025,£725.20,PO00052133,HR2,Purchase order

ESSEX COUNTY COUNCIL,Consultancy,24 March 2025,£396.50,PO00052137,CONSULT,Purchase order

HAYS MONTROSE,Temporary Staff,24 March 2025,£738.15,PO00052138,HR2,Purchase order

CHELMSFORD CHESS,DFGS Grant,24 March 2025,"£101,250.00",PO00052140,DFGS,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,24 March 2025,"£3,230.99",PO00052142,HOMEPROV,Purchase order

SMB CANOPIES,Museums & Galleries,24 March 2025,£950.00,PO00052143,MUSEUM,Purchase order

TMP (UK) LTD,Statutory Advertising,24 March 2025,£811.30,PO00052145,ADVRT2,Purchase order

BIRKETTS LLP,Property Management,24 March 2025,£500.00,PO00052147,PROP4,Purchase order

SAFETY-KLEEN UK LTD,Recycling Services,24 March 2025,£743.01,PO00052150,RECYCL1,Purchase order

Causeway Technologies Ltd,Statutory Advertising,24 March 2025,£585.00,PO00052152,ADVRT2,Purchase order

ASHE GREEN CIVIL ENGINEERS LTD,DFGS Grant,24 March 2025,"£7,733.50",PO00052157,DFGS,Purchase order

Elm Valley Foods Ltd,Performing Arts,24 March 2025,£490.96,PO00052158,PERFORM,Purchase order

TMP (UK) LTD,Statutory Advertising,24 March 2025,£295.50,PO00052161,ADVRT2,Purchase order

MAPS LEGAL ASSISTANCE,Insurance,24 March 2025,"£2,022.16",PO00052162,INSURE,Purchase order

GB ADAPTATIONS,DFGS Grant,24 March 2025,"£6,013.00",PO00052163,DFGS,Purchase order

BASILDON BOROUGH COUNCIL,Auditing - Audit Team,24 March 2025,£287.42,PO00052164,AUDIT2,Purchase order

MEDIGOLD HEALTH CONSULTANCY LIMITED,Healthcare Fees,25 March 2025,"£2,661.50",PO00052166,HEALTH3,Purchase order

AVC WISE LTD,Pension Funds,25 March 2025,£711.92,PO00052167,PENSION,Purchase order

THE WINDOW COMPANY (CONTRACTS) lTD,DFGS Grant,25 March 2025,"£1,803.00",PO00052169,DFGS,Purchase order

T J COTTIS TRANSPORT LIMITED,Digital Maintenance & Support,25 March 2025,£700.00,PO00052170,DIGIT6,Purchase order

EASY MOBILITY SERVICES,DFGS Grant,25 March 2025,"£3,967.00",PO00052171,DFGS,Purchase order

ALGECO UK LIMITED,Election Services,25 March 2025,£415.00,PO00052173,LEGAL2,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,25 March 2025,£275.25,PO00052174,HR2,Purchase order

 CPM:Digital,Recycling Services,25 March 2025,"£2,059.00",PO00052177,RECYCL1,Purchase order

Birmingham Stage Co (London) Ltd,Performing Arts,25 March 2025,"£12,500.00",PO00052178,PERFORM,Purchase order

AVALON PROMOTIONS LTD,Performing Arts,25 March 2025,"£4,863.25",PO00052179,PERFORM,Purchase order

BLUE SKY PRINTING LIMITED,Printing & Reprographic Services - External,25 March 2025,£278.00,PO00052180,PRINT,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,25 March 2025,£802.55,PO00052181,SECUR4,Purchase order

OTTIS SPORTS & LEISUREWEAR,Uniforms & Workwear (not PPE),25 March 2025,"£1,103.25",PO00052182,UNIFORM,Purchase order

EVENT SOUND AND LIGHT,Performing Arts,25 March 2025,£615.00,PO00052183,PERFORM,Purchase order

OUTDOOR MEDIA AND PRINTING UK LTD,Printing & Reprographic Services - External,25 March 2025,£375.00,PO00052184,PRINT,Purchase order

BISHOPS PRINTERS,Design,25 March 2025,"£2,480.00",PO00052185,ADVRT3,Purchase order

BISHOPS PRINTERS,Printing & Reprographic Services - External,25 March 2025,"£5,538.00",PO00052186,PRINT,Purchase order

Drama Blocks UK Ltd,Performing Arts,25 March 2025,"£1,546.00",PO00052188,PERFORM,Purchase order

G & B FINCH SOILS,Playground Maintenance,25 March 2025,"£1,241.73",PO00052189,PLAY2,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,25 March 2025,£914.52,PO00052190,SIGN4,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,25 March 2025,"£1,652.24",PO00052194,CLEAN2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,25 March 2025,"£9,936.22",PO00052195,CLEAN2,Purchase order

TWOFOLD DOCUMENT MANAGEMENT SYSTEMS,Digital Maintenance & Support,25 March 2025,£738.50,PO00052198,DIGIT6,Purchase order

PALL MALL PREMIER CARS,Vehicles - Private Motor,25 March 2025,£677.25,PO00052199,VEHIC1,Purchase order

The Deli Hylands,Catering Services - External,25 March 2025,£676.70,PO00052200,CAT1,Purchase order

HAYS MONTROSE,Street Cleaning Services,25 March 2025,£714.84,PO00052203,CLEAN5,Purchase order

REDACTED,Performing Arts,25 March 2025,£250.00,PO00052204,PERFORM,Purchase order

Nickolds Property Management,Homelessness Provision,25 March 2025,"£8,295.00",PO00052205,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,25 March 2025,"£7,875.00",PO00052206,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,25 March 2025,"£7,920.00",PO00052207,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,25 March 2025,"£8,050.00",PO00052208,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,25 March 2025,"£7,105.00",PO00052209,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,25 March 2025,"£7,070.00",PO00052210,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,25 March 2025,£350.00,PO00052211,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,25 March 2025,£713.93,PO00052212,HOMEPROV,Purchase order

W & H ROMAC LTD,Signage - Highway,25 March 2025,£858.70,PO00052214,SIGN4,Purchase order

ESSEX COUNTY COUNCIL,Waste Disposal Services,26 March 2025,"£53,111.10",PO00052222,WASTE2,Purchase order

CHIPSIDE LTD,Software,26 March 2025,"£4,800.00",PO00052229,DIGIT7,Purchase order

CHIPSIDE LTD,Mobile Devices,26 March 2025,"£9,463.75",PO00052230,DIGIT9,Purchase order

LAPWING MARKETING,Public Administration,26 March 2025,£279.00,PO00052234,ADMIN,Purchase order

LighthouseGRC Limited,Accountancy Services,26 March 2025,"£13,230.00",PO00052239,FIN1,Purchase order

LONGFIELD MEDIA LTD,Promotional Advertising,26 March 2025,£999.00,PO00052244,ADVRT1,Purchase order

POSITIVE WASTE SOLUTIONS LTD,Asbestos Removal,26 March 2025,£310.00,PO00052245,ASBESTOS,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,26 March 2025,£454.93,PO00052246,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,26 March 2025,£909.86,PO00052247,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,26 March 2025,£300.08,PO00052248,VEHIC7,Purchase order

North Valley Metal Co (Colne) Ltd,Security - Equipment,26 March 2025,"£1,537.00",PO00052254,SECUR3,Purchase order

TRAVELERS INSURANCE COMPANY LTD,Insurance,26 March 2025,"£1,894.10",PO00052260,INSURE,Purchase order

THE TILL ROLL COMPANY LTD,Performing Arts,26 March 2025,£414.95,PO00052263,PERFORM,Purchase order

Trafalgar Releasing Limited,Performing Arts,26 March 2025,£880.92,PO00052264,PERFORM,Purchase order

TECHNOLOGY ONE UK LTD,Software as a Service,27 March 2025,"£190,196.88",PO00052265,DIGI8,Purchase order

PROPERTY STOP,Homelessness Provision,27 March 2025,"£28,930.00",PO00052269,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,27 March 2025,"£29,470.00",PO00052270,HOMEPROV,Purchase order

ESSEX COUNTY COUNCIL,Recruitment Services,27 March 2025,£987.00,PO00052271,HR1,Purchase order

Harrow Business Services Ltd,Paper,27 March 2025,£558.00,PO00052273,PAPER,Purchase order

BISHOPS PRINTERS,Postage,27 March 2025,£276.39,PO00052274,MAIL1,Purchase order

REDACTED,Burial & Cremation,27 March 2025,£814.00,PO00052278,CREM4,Purchase order

REDACTED,Burial & Cremation,27 March 2025,"£1,298.00",PO00052279,CREM4,Purchase order

RICHARD BUCKNALL MANAGEMENT LTD,Performing Arts,27 March 2025,"£6,892.58",PO00052280,PERFORM,Purchase order

SHOWDOWN MUSIC LTD,Performing Arts,27 March 2025,"£7,629.90",PO00052281,PERFORM,Purchase order

ONE FROM THE HEART,Performing Arts,27 March 2025,"£1,297.72",PO00052282,PERFORM,Purchase order

J P LENNARD LTD,Sports Equipment,27 March 2025,£497.19,PO00052283,SPORT2,Purchase order

Global Marketing Group,Performing Arts,27 March 2025,£855.33,PO00052286,PERFORM,Purchase order

PPL PRS LTD,Performing Arts,27 March 2025,"£11,582.01",PO00052287,PERFORM,Purchase order

Trafalgar Releasing Limited,Performing Arts,27 March 2025,£868.77,PO00052298,PERFORM,Purchase order

Netcall Technology Limited,Cloud Services,28 March 2025,"£27,260.00",PO00052300,DIGIT3,Purchase order

AUTO JET,Vehicle Maintenance,28 March 2025,£705.00,PO00052302,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,28 March 2025,"£1,120.00",PO00052303,VEHIC8,Purchase order

AVALON PROMOTIONS LTD,Performing Arts,28 March 2025,"£5,031.79",PO00052304,PERFORM,Purchase order

Ellis Live,Performing Arts,28 March 2025,"£6,399.70",PO00052305,PERFORM,Purchase order

TRASH Promotions,Performing Arts,28 March 2025,"£6,267.88",PO00052306,PERFORM,Purchase order

BADDOW ROAD SUPPLIES LTD,Recycling Services,28 March 2025,"£4,784.92",PO00052308,RECYCL1,Purchase order

ARGENTS LTD,Seeds & Plants,28 March 2025,£493.85,PO00052313,HORT2,Purchase order

G & B FINCH SOILS,Playground Maintenance,28 March 2025,"£1,228.50",PO00052314,PLAY2,Purchase order

JOHN WICKS ENGINEERING,Vehicle Tools and Equipment,28 March 2025,"£2,983.13",PO00052315,VEHIC10,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,28 March 2025,£669.40,PO00052317,SIGN4,Purchase order

MALDON DISTRICT COUNCIL,Rent - Land / Property,28 March 2025,"£2,500.00",PO00052318,RENT,Purchase order

RIVERSIDE TRUCK RENTAL LTD,Vehicle Maintenance,28 March 2025,"£1,896.62",PO00052319,VEHIC8,Purchase order

TIME TO SHINE SCHOOL OF DANCE,Performing Arts,28 March 2025,"£4,785.25",PO00052320,PERFORM,Purchase order

WOBURN CHEMICALS,Chemicals,28 March 2025,"£1,139.20",PO00052323,CHEM,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,28 March 2025,"£2,590.00",PO00052324,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,28 March 2025,"£2,664.00",PO00052325,HR2,Purchase order

M J FENCING LTD,Fencing,31 March 2025,£720.00,PO00052327,FENCE,Purchase order

New Hope Rentals,Homelessness Provision,31 March 2025,"£10,440.00",PO00052328,HOMEPROV,Purchase order

G & O REFRIGERATION LTD,Engineering Services,31 March 2025,£426.78,PO00052330,ENGINEER,Purchase order

HAYS MONTROSE,Temporary Staff,31 March 2025,£725.20,PO00052331,HR2,Purchase order

CCS MEDIA LTD,Mobile Devices,31 March 2025,"£1,524.64",PO00052332,DIGIT9,Purchase order

HAYS MONTROSE,Temporary Staff,31 March 2025,£780.33,PO00052335,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,31 March 2025,£780.33,PO00052336,HR2,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,31 March 2025,"£3,329.57",PO00052338,HOMEPROV,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,31 March 2025,"£3,230.00",PO00052339,CLEAN2,Purchase order

