Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
O2,Telecoms,17-Jun-24," £1,554.92 ",,DIGIT8,Direct Debit

BALM & DAVIES LTD,Building Repairs,07-Jun-24," £1,542.00 ",PO00042888,BUILD07,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,03-Jun-24," £1,538.68 ",PO00042622,VEHIC2,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,14-Jun-24," £1,534.50 ",PO00043158,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,14-Jun-24," £1,534.50 ",PO00043159,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,14-Jun-24," £1,534.50 ",PO00043160,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,14-Jun-24," £1,534.50 ",PO00043161,HOMEPROV,Purchase order

ROYAL MAIL WEST TE,Postage,06-Jun-24," £1,534.34 ",,MAIL1,Direct Debit

DRIVER HIRE NATIONWIDE,Temporary Staff,21-Jun-24," £1,528.50 ",PO00043359,HR2,Purchase order

Little Wander Ltd,Performing Arts,24-Jun-24," £1,517.91 ",PO00043405,PERFORM,Purchase order

LANDSCAPE SUPPLY COMPANY,Horticultural Services,12-Jun-24," £1,506.27 ",PO00043040,HORT7,Purchase order

RESOLUTION DATA MANAGEMENT LTD,Digital Maintenance & Support,03-Jun-24," £1,500.00 ",PO00042621,DIGIT6,Purchase order

CHELMSFORD COUNCIL FOR VOLUNTARY SERVICE,Homelessness Provision,06-Jun-24," £1,500.00 ",PO00042866,HOMEPROV,Purchase order

Xcapism Learning Ltd,Training / Course Fees,13-Jun-24," £1,500.00 ",PO00043141,TRG1,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,04-Jun-24," £1,480.00 ",PO00042705,CAT2,Purchase order

Redacted,Performing Arts,24-Jun-24," £1,477.89 ",PO00043404,PERFORM,Purchase order

AUTO JET,Vehicle Maintenance,06-Jun-24," £1,460.00 ",PO00042842,VEHIC8,Purchase order

CENTRAL SCHOOL OF BALLET (BALLET CENTRAL),Performing Arts,27-Jun-24," £1,451.24 ",PO00043564,PERFORM,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,04-Jun-24," £1,450.00 ",PO00042671,CAT2,Purchase order

BRAVE ARTS,Public Relations,10-Jun-24," £1,450.00 ",PO00042949,PR,Purchase order

ESSEX SUPPLIES (UK) LTD,Street Cleaning Services,07-Jun-24," £1,439.90 ",PO00042889,CLEAN5,Purchase order

FLUID BRANDING LIMITED,Stationary,24-Jun-24," £1,409.00 ",PO00043432,STAT1,Purchase order

Flu Vac Vouchers,GENEXPENSE,25-Jun-24," £1,400.00 ",,,Procurement card

LAW ABSOLUTE,Temporary Staff,04-Jun-24," £1,395.00 ",PO00042690,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,10-Jun-24," £1,395.00 ",PO00042984,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,14-Jun-24," £1,395.00 ",PO00043170,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,27-Jun-24," £1,395.00 ",PO00043579,HR2,Purchase order

THE EATERY,Catering Supplies - Food & Drink,28-Jun-24," £1,380.00 ",PO00043600,CAT2,Purchase order

PALL MALL PREMIER CARS,Passenger Transport,03-Jun-24," £1,379.25 ",PO00042643,TRANS2,Purchase order

Myriad Housing Ltd,Property Management,10-Jun-24," £1,370.90 ",PO00042982,PROP4,Purchase order

LP Creatives,Performing Arts,05-Jun-24," £1,362.68 ",PO00042758,PERFORM,Purchase order

Redacted,Temporary Staff,12-Jun-24," £1,360.00 ",PO00043056,HR2,Purchase order

TERBERG MATECK UK LTD,Vehicle Maintenance,12-Jun-24," £1,360.00 ",PO00043076,VEHIC8,Purchase order

BRITISH SUGAR PLC,Soils & Dressing,04-Jun-24," £1,358.00 ",PO00042692,HORT4,Purchase order

LET'S GET CRAFTY!,Temporary Staff,17-Jun-24," £1,330.00 ",PO00043189,HR2,Purchase order

COMP VOUCHER SERV,Subscriptions,06-Jun-24," £1,329.74 ",,SUBS,Direct Debit

DENNIS EAGLE LTD,Vehicle Maintenance,06-Jun-24," £1,313.99 ",PO00042852,VEHIC8,Purchase order

SWIM ENGLAND,Trophies & Awards,06-Jun-24," £1,302.95 ",PO00042850,SPORT5,Purchase order

BOOKER LTD,Bar Stock,11-Jun-24," £1,302.70 ",,CAT2,Direct Debit

Little Wander Ltd,Performing Arts,17-Jun-24," £1,301.19 ",PO00043192,PERFORM,Purchase order

Event flag hire for Skills Festival.,NEWEQUIP,19-Jun-24," £1,300.00 ",,,Procurement card

REVEAL MEDIA,Security - Equipment,06-Jun-24," £1,268.00 ",PO00042827,SECUR3,Purchase order

MERCURY RECYCLING LTD,Recycling Services,06-Jun-24," £1,265.00 ",PO00042868,RECYCL1,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,25-Jun-24," £1,263.29 ",PO00043473,VEHIC7,Purchase order

New Hope Rentals,Homelessness Provision,25-Jun-24," £1,260.00 ",PO00043493,HOMEPROV,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,18-Jun-24," £1,237.75 ",PO00043244,VEHIC5,Purchase order

TERBERG MATECK UK LTD,Vehicle Maintenance,28-Jun-24," £1,236.38 ",PO00043622,VEHIC8,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,18-Jun-24," £1,200.98 ",PO00043236,SECUR4,Purchase order

Baker Richards Consulting Ltd,Performing Arts,10-Jun-24," £1,200.00 ",PO00042956,PERFORM,Purchase order

ADAPT LTD,Training / Course Fees,18-Jun-24," £1,200.00 ",PO00043246,TRG1,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,21-Jun-24," £1,191.50 ",PO00043393,VEHIC7,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,04-Jun-24," £1,173.56 ",PO00042673,SECUR4,Purchase order

ESSEX COUNTY COUNCIL,Recruitment Services,03-Jun-24," £1,168.00 ",PO00042607,HR1,Purchase order

WILDY AND SONS LTD,Publications,07-Jun-24," £1,155.00 ",PO00042913,PRINT2,Purchase order

GB ADAPTATIONS,DFGS Grant,24-Jun-24," £1,140.00 ",PO00043426,DFGS,Purchase order

MC TRUCK & BUS LTD,Vehicles Parts,12-Jun-24," £1,125.66 ",PO00043052,VEHIC7,Purchase order

GRANGE EUROPE LTD T/A THE HYGIENE COMPANY,Cleaning Supplies,14-Jun-24," £1,110.00 ",PO00043156,CLEAN1,Purchase order

ATH TRAINING GROUP LTD,Training / Course Fees,11-Jun-24," £1,095.00 ",PO00042985,TRG1,Purchase order

Portable display stand for elections and other photo shoots,ADVERTISING,25-Jun-24," £1,079.57 ",,,Procurement card

The Bruce Longden Coaching Foundation,Training / Course Fees,04-Jun-24," £1,078.20 ",PO00042684,TRG1,Purchase order

SIGNS FOR YOU LTD,Design,03-Jun-24," £1,073.50 ",PO00042645,ADVRT3,Purchase order

MARSTON HOLDING LIMITED,Parking Fines Collection,03-Jun-24," £1,072.85 ",PO00042644,FINES,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,19-Jun-24," £1,064.78 ",PO00043311,SIGN4,Purchase order

Myriad Housing Ltd,Property Management,19-Jun-24," £1,062.80 ",PO00043304,PROP4,Purchase order

V G NASH & SON,Vehicle Maintenance,06-Jun-24," £1,062.50 ",PO00042861,VEHIC8,Purchase order

BELL BRUSH,Street Cleaning Services,11-Jun-24," £1,062.50 ",PO00043008,CLEAN5,Purchase order

LIGHT 'N EASY LTD,Electrical Services,04-Jun-24," £1,057.09 ",PO00042665,BUILD10,Purchase order

IDSERVICES,Property Management,07-Jun-24," £1,050.00 ",PO00042883,PROP4,Purchase order

ERNEST DOE & SONS LTD,Vehicle Maintenance,07-Jun-24," £1,048.17 ",PO00042940,VEHIC8,Purchase order

BALM & DAVIES LTD,Building Repairs,18-Jun-24," £1,045.42 ",PO00043255,BUILD07,Purchase order

WOBURN CHEMICALS,Chemicals,03-Jun-24," £1,032.20 ",PO00042635,CHEM,Purchase order

THE PUPPET COMPANY,Museums & Galleries,17-Jun-24," £1,029.50 ",PO00043210,MUSEUM,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,25-Jun-24," £1,024.46 ",PO00043472,VEHIC7,Purchase order

TEAM KINETIX,Temporary Staff,17-Jun-24," £1,014.00 ",PO00043190,HR2,Purchase order

MARSTON HOLDING LIMITED,Parking Fines Collection,04-Jun-24," £1,012.94 ",PO00042677,FINES,Purchase order

BEAULIEU COMMUNITY TRUST,Election Services,07-Jun-24," £1,008.33 ",PO00042937,LEGAL2,Purchase order

ORONA LTD,Property Maintenance,04-Jun-24," £1,006.68 ",PO00042710,PROP3,Purchase order

AUTO JET,Vehicle Maintenance,06-Jun-24," £1,005.00 ",PO00042841,VEHIC8,Purchase order

ST JOHN PAYNE CATHOLIC SCHOOL,Election Services,05-Jun-24," £1,000.00 ",PO00042773,LEGAL2,Purchase order

ARCHIES FORGE LIMITED,Events,11-Jun-24, £991.76 ,PO00043002,EVENTS,Purchase order

TEMPLE BRIGHT LLP,Legal Advice,24-Jun-24, £987.50 ,PO00043407,LEGAL4,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,12-Jun-24, £980.00 ,PO00043059,SIGN4,Purchase order

LASER ELECTRICAL SERVICES LTD,Building Repairs,28-Jun-24, £971.02 ,PO00043629,BUILD07,Purchase order

ESSEX COUNTY COUNCIL,Recruitment Services,10-Jun-24, £968.00 ,PO00042946,HR1,Purchase order

SPALDINGS (UK) LIMITED,Digital Maintenance & Support,07-Jun-24, £957.87 ,PO00042941,DIGIT6,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,21-Jun-24, £946.66 ,PO00043391,VEHIC7,Purchase order

AUTOGRAPH SOUND RECORDING LTD,Performing Arts,06-Jun-24, £924.00 ,PO00042878,PERFORM,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,12-Jun-24, £920.00 ,PO00043102,HOMEPROV,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,05-Jun-24, £917.17 ,PO00042752,BUILD07,Purchase order

S B SKIP HIRE,Waste Disposal Services,03-Jun-24, £900.00 ,PO00042611,WASTE2,Purchase order

Redacted,Training / Course Fees,06-Jun-24, £900.00 ,PO00042826,TRG1,Purchase order

SOUTHEND COUNTY WWW.JUCTIC.GOpayment for summons issued for 4th July hearing,GENEXPENSE,11-Jun-24, £899.00 ,,,Procurement card

Redacted,Performing Arts,26-Jun-24, £897.19 ,PO00043537,PERFORM,Purchase order

Comedy Club 4 Kids,Performing Arts,13-Jun-24, £893.76 ,PO00043122,PERFORM,Purchase order

DASH INFORMATION SYSTEMS LIMITED,Crematorium Equipment,28-Jun-24, £892.00 ,PO00043608,CREM1,Purchase order

WESTAIR REPRODUCTIONS LIMITED,Museums & Galleries,18-Jun-24, £877.14 ,PO00043258,MUSEUM,Purchase order

POWER PRECISION AND FA GUNNISLAKE,PCARDTRAN,25-Jun-24, £875.92 ,,,Procurement card

MOVOLYTICS LIMITED,Vehicles Parts,03-Jun-24, £875.00 ,PO00042636,VEHIC7,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,18-Jun-24, £875.00 ,PO00043235,CAT2,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,06-Jun-24, £874.68 ,PO00042837,VEHIC7,Purchase order

CHAMBERS GLAZING,Windows & Glass,25-Jun-24, £864.85 ,PO00043441,GLASS,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,11-Jun-24, £857.60 ,PO00043023,SECUR4,Purchase order

FIRST FENCE LTD,Fencing,20-Jun-24, £852.63 ,PO00043330,FENCE,Purchase order

HIGHWOOD VILLAGE HALL,Election Services,05-Jun-24, £850.00 ,PO00042798,LEGAL2,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,17-Jun-24, £837.50 ,PO00043202,CLEAN1,Purchase order

Urban Design Training Course,TRAINEXPENSE,11-Jun-24, £820.00 ,,,Procurement card

SOCIETY OF LONDON THEATRE,Performing Arts,02-Jun-24, £817.80 ,PO00042604,PERFORM,Purchase order

P TUCKWELL LTD,Vehicles Parts,04-Jun-24, £812.27 ,PO00042691,VEHIC7,Purchase order

Equipment and cable labels,NEWEQUIP,25-Jun-24, £812.04 ,,,Procurement card

Theatre capital - assisted listening,NEWEQUIP,11-Jun-24, £809.91 ,,,Procurement card

Greedyvegan,Events,20-Jun-24, £805.00 ,PO00043335,EVENTS,Purchase order

WRITTLE COMMUNITY ASSOCIATION,Election Services,07-Jun-24, £800.00 ,PO00042917,LEGAL2,Purchase order

GRANGE EUROPE LTD T/A THE HYGIENE COMPANY,Cleaning Supplies,19-Jun-24, £800.00 ,PO00043283,CLEAN1,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,04-Jun-24, £798.00 ,PO00042670,CAT2,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,06-Jun-24, £798.00 ,PO00042858,CAT2,Purchase order

CHELMSFORD SAFETY SUPPLIES,Uniforms & Workwear (not PPE),19-Jun-24, £796.77 ,PO00043316,UNIFORM,Purchase order

CHELMSFORD VAN HIRE,Vehicle Hire,19-Jun-24, £792.85 ,PO00043307,VEHIC5,Purchase order

RENTOKIL INITIAL SERVICES T/A INITIAL WASHROOMS,Cleaning Services - External,04-Jun-24, £787.53 ,PO00042688,CLEAN2,Purchase order

MOVING CANVAS,Temporary Staff,10-Jun-24, £780.00 ,PO00042970,HR2,Purchase order

DRIVER HIRE NATIONWIDE,Temporary Staff,21-Jun-24, £780.00 ,PO00043360,HR2,Purchase order

DRIVER HIRE NATIONWIDE,Temporary Staff,21-Jun-24, £780.00 ,PO00043361,HR2,Purchase order

LASER ELECTRICAL SERVICES LTD,Building Repairs,12-Jun-24, £777.45 ,PO00043083,BUILD07,Purchase order

D T TRUCKS LIMITED,Vehicles Parts,25-Jun-24, £773.94 ,PO00043462,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,03-Jun-24, £762.17 ,PO00042625,VEHIC7,Purchase order

TMP (UK) LTD,Statutory Advertising,24-Jun-24, £760.30 ,PO00043436,ADVRT2,Purchase order

Redacted,Temporary Staff,10-Jun-24, £760.00 ,PO00042969,HR2,Purchase order

RAMSDEN HEATH CHRISTIAN GROWTH CENTRE,Election Services,05-Jun-24, £750.00 ,PO00042783,LEGAL2,Purchase order

11TH CHELMSFORD (ST LUKE'S) SCOUT GROUP,Electrical Services,07-Jun-24, £750.00 ,PO00042939,BUILD10,Purchase order

6 PUMP COURT CHAMBERS,Legal Advocacy,17-Jun-24, £750.00 ,PO00043205,LEGAL1,Purchase order

INGLETON WOOD LLP,Consultancy,27-Jun-24, £750.00 ,PO00043596,CONSULT,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,17-Jun-24, £749.90 ,PO00043206,VEHIC7,Purchase order

JP Stone Sales Ltd,Paving & Kerbstones,21-Jun-24, £745.00 ,PO00043351,PAVING,Purchase order

PGR Timber Ltd,Building Materials,12-Jun-24, £732.61 ,PO00043030,MAT,Purchase order

AUTO JET,Vehicle Maintenance,25-Jun-24, £725.00 ,PO00043469,VEHIC8,Purchase order

SIEMENS ENERGY SERVICES LTD,Building Repairs,07-Jun-24, £723.02 ,PO00042905,BUILD07,Purchase order

GLASSHAUS DISPLAYS LTD,Museums & Galleries,07-Jun-24, £720.00 ,PO00042945,MUSEUM,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14-Jun-24, £719.35 ,PO00043179,VEHIC7,Purchase order

NORTHUMBRIAN WATER LIMITED,Building Repairs,21-Jun-24, £718.85 ,PO00043374,BUILD07,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,14-Jun-24, £718.20 ,PO00043168,CAT2,Purchase order

Redacted,Temporary Staff,19-Jun-24, £716.00 ,PO00043284,HR2,Purchase order

EMS,Lift Maintenance,19-Jun-24, £708.31 ,,LIFT2,Direct Debit

CORPORATE MAILING SOLUTIONS,Election Services,14-Jun-24, £706.64 ,PO00043169,LEGAL2,Purchase order

SAFETY-KLEEN UK LTD,Recycling Services,05-Jun-24, £703.74 ,PO00042721,RECYCL1,Purchase order

FACEBK  BFDZW4L9K2 FB.ME/ADS,ADVERTISING,04-Jun-24, £700.00 ,,,Procurement card

GREAT WALTHAM VILLAGE HALL COMMITTEE,Election Services,05-Jun-24, £700.00 ,PO00042799,LEGAL2,Purchase order

ENVIRONMENT AGENCY,Consultancy,24-Jun-24, £700.00 ,PO00043413,CONSULT,Purchase order

FORD MOTOR COMPANY LTD T/AS PARTSPLUS,Vehicles Parts,25-Jun-24, £697.10 ,PO00043478,VEHIC7,Purchase order

Redacted,Performing Arts,18-Jun-24, £694.09 ,PO00043219,PERFORM,Purchase order

EMS,Lift Maintenance,19-Jun-24, £688.98 ,,LIFT2,Direct Debit

WORLDPAY,Banking,24-Jun-24, £678.90 ,,FIN2,Direct Debit

Sit stand desk and etherncon pass throughs,CAPITAL,11-Jun-24, £669.39 ,,,Procurement card

COLLINGWOOD PRIMARY SCHOOL,Election Services,07-Jun-24, £666.67 ,PO00042930,LEGAL2,Purchase order

Kirkman & Jourdain Ltd,Building Repairs,03-Jun-24, £662.92 ,PO00042620,BUILD07,Purchase order

EASY MOBILITY SERVICES,DFGS Grant,24-Jun-24, £662.10 ,PO00043420,DFGS,Purchase order

IMAGESOUND PLC,Software,04-Jun-24, £660.00 ,PO00042679,LICENCE,Purchase order

PHELAN BARKER LLP,Design,06-Jun-24, £660.00 ,PO00042856,ADVRT3,Purchase order

THE TOPSOIL COMPANY LT 07887 876322Topsoil for new planting in Central Park.,GRDMTCEMAT,11-Jun-24, £660.00 ,,,Procurement card

THE TOPSOIL COMPANY LT 07887 876322Topsoil for new planting in Central Park.,GRDMTCEMAT,19-Jun-24, £660.00 ,,,Procurement card

LES MILLS FITNESS,Fitness Instructors,27-Jun-24, £660.00 ,,SPORT3,Direct Debit

Redacted,Burial & Cremation,27-Jun-24, £660.00 ,PO00043585,CREM4,Purchase order

WILLIAM DE FERRERS SCHOOL (POOL GAS),Election Services,21-Jun-24, £658.85 ,PO00043384,LEGAL2,Purchase order

ESSEX COUNTY COUNCIL,Election Services,21-Jun-24, £658.00 ,PO00043386,LEGAL2,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,25-Jun-24, £657.86 ,PO00043494,HOMEPROV,Purchase order

INSCRIBE CREATIVE LTD,Design,10-Jun-24, £650.00 ,PO00042960,ADVRT3,Purchase order

HAYS MONTROSE,Temporary Staff,10-Jun-24, £646.41 ,PO00042950,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,24-Jun-24, £646.40 ,PO00043412,HR2,Purchase order

Slatter Cricket & Play,Sports Pitches,11-Jun-24, £645.00 ,PO00042992,SPORT1,Purchase order

WRIGHT FOUNDATION,Training / Course Fees,18-Jun-24, £645.00 ,PO00043239,TRG1,Purchase order

TMP (UK) LTD,Statutory Advertising,10-Jun-24, £644.10 ,PO00042978,ADVRT2,Purchase order

COUNTY PUMPS LTD,Vehicle Maintenance,18-Jun-24, £637.35 ,PO00043229,VEHIC8,Purchase order

WALLACE KENNELS,Kennel Fees,05-Jun-24, £630.00 ,PO00042759,KENNEL,Purchase order

GREEN BUSINESS UK LTD T/A GREEN TOURISM,Subscriptions,20-Jun-24, £630.00 ,PO00043326,SUBS,Purchase order

CHANDLER MATERIAL SUPPLIES LTD,Tool & Equipment Purchase,13-Jun-24, £628.96 ,PO00043110,TOOL1,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,06-Jun-24, £625.50 ,PO00042867,BUILD07,Purchase order

TWOFOLD DOCUMENT MANAGEMENT SYSTEMS,Digital Maintenance & Support,04-Jun-24, £619.41 ,PO00042693,DIGIT6,Purchase order

"EDF ENERGY Unit 10A The Aquarium, 101 Lower Anchor Road - electricity",GENEXPENSE,11-Jun-24, £616.01 ,,,Procurement card

EMS,Lift Maintenance,19-Jun-24, £608.27 ,,LIFT2,Direct Debit

Wrist bands for Skills Fest 2024,PRINTSTAT,04-Jun-24, £601.80 ,,,Procurement card

CHELMSFORD SPIRITUALIST SOCIETY LTD,Election Services,05-Jun-24, £600.00 ,PO00042763,LEGAL2,Purchase order

THE CHELMERS VILLAGE HALL MANAGEMENT COMMITTEE,Election Services,05-Jun-24, £600.00 ,PO00042769,LEGAL2,Purchase order

Danbury Parish Council,Election Services,07-Jun-24, £600.00 ,PO00042929,LEGAL2,Purchase order

HAWTHORN HEAVY HORSES,Horticultural Services,26-Jun-24, £600.00 ,PO00043556,HORT7,Purchase order

BIRKETTS LLP,Property Management,27-Jun-24, £600.00 ,PO00043592,PROP4,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,18-Jun-24, £598.50 ,PO00043233,CAT2,Purchase order

IT'S YOUR MEDIA,Promotional Advertising,26-Jun-24, £595.00 ,PO00043550,ADVRT1,Purchase order

RIVERSIDE TRUCK RENTAL LTD,Vehicle Maintenance,12-Jun-24, £592.78 ,PO00043061,VEHIC8,Purchase order

The Lockfather limited,Building Repairs,14-Jun-24, £592.02 ,PO00043173,BUILD07,Purchase order

PGR Timber Ltd,Building Materials,07-Jun-24, £586.93 ,PO00042909,MAT,Purchase order

DCRS LTD,Traffic Wardens,12-Jun-24, £585.00 ,PO00043062,TRAFF2,Purchase order

BOOKER LTD,Bar Stock,18-Jun-24, £581.04 ,,CAT2,Direct Debit

OMEGA CITYLIFTS SERVICES LTD,Building Repairs,14-Jun-24, £575.70 ,PO00043164,BUILD07,Purchase order

A FIFIELD SERVICES,Sports Equipment,06-Jun-24, £570.00 ,PO00042865,SPORT2,Purchase order

CHELMSFORD SAFETY SUPPLIES,Traffic,05-Jun-24, £567.26 ,PO00042720,TRAFF5,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,21-Jun-24, £563.88 ,PO00043397,HOMEPROV,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,10-Jun-24, £562.25 ,PO00042952,SECUR4,Purchase order

EMS,Lift Maintenance,19-Jun-24, £561.55 ,,LIFT2,Direct Debit

New Hope Rentals,Homelessness Provision,03-Jun-24, £560.00 ,PO00042612,HOMEPROV,Purchase order

COUNTRYSIDE AUTOMATION LTD,Building Repairs,06-Jun-24, £560.00 ,PO00042823,BUILD07,Purchase order

New Hope Rentals,Homelessness Provision,10-Jun-24, £560.00 ,PO00042968,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,18-Jun-24, £560.00 ,PO00043214,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,24-Jun-24, £560.00 ,PO00043417,HOMEPROV,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Services - External,13-Jun-24, £559.10 ,PO00043116,CLEAN2,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,25-Jun-24, £555.84 ,PO00043464,VEHIC7,Purchase order

The Offshoot Foundation,Performing Arts,04-Jun-24, £555.12 ,PO00042681,PERFORM,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,18-Jun-24, £555.07 ,PO00043248,VEHIC8,Purchase order

GREAT BADDOW PCC MEADGATE ACCOUNT,Election Services,05-Jun-24, £551.25 ,PO00042789,LEGAL2,Purchase order

Redacted,Performing Arts,02-Jun-24, £550.00 ,PO00042602,PERFORM,Purchase order

OMP Building Services Limited,Maintenance,03-Jun-24, £550.00 ,PO00042632,OSREPAIR,Purchase order

IDOX SOFTWARE LTD,Consultancy,03-Jun-24, £550.00 ,PO00042646,CONSULT,Purchase order

INSCRIBE CREATIVE LTD,Design,05-Jun-24, £550.00 ,PO00042804,ADVRT3,Purchase order

REDSTONE,Digital Maintenance & Support,04-Jun-24, £549.10 ,PO00042687,DIGIT6,Purchase order

PJR Communications Ltd,Promotional Advertising,18-Jun-24, £545.00 ,PO00043222,ADVRT1,Purchase order

H & J FOODS LTD T/A OLYMPIC FOODS,Catering Supplies - Food & Drink,19-Jun-24, £544.74 ,PO00043285,CAT2,Purchase order

EMS,Lift Maintenance,19-Jun-24, £544.16 ,,LIFT2,Direct Debit

CHRIST CHURCH (UNITED REFORMED CHURCH),Election Services,07-Jun-24, £540.00 ,PO00042926,LEGAL2,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,25-Jun-24, £537.96 ,PO00043444,HOMEPROV,Purchase order

EMS,Lift Maintenance,19-Jun-24, £532.98 ,,LIFT2,Direct Debit

TMP (UK) LTD,Statutory Advertising,05-Jun-24, £529.15 ,PO00042807,ADVRT2,Purchase order

TMP (UK) LTD,Statutory Advertising,12-Jun-24, £529.15 ,PO00043063,ADVRT2,Purchase order

D T TRUCKS LIMITED,Vehicles Parts,20-Jun-24, £526.84 ,PO00043336,VEHIC7,Purchase order

BRICO VEHICLE SERVICES LTD,Vehicles Parts,13-Jun-24, £526.75 ,PO00043144,VEHIC7,Purchase order

BBS COFFEE AND MUFFINS CHELMSFORDChelmsford River Clean Volunteer Refreshments,GENEXPENSE,19-Jun-24, £525.00 ,,,Procurement card

Ipswich & Suffolk Property Management limited,Property Management,18-Jun-24, £520.99 ,PO00043228,PROP4,Purchase order

Chelmsford Accident Repair Specialists Ltd T/A Chelmsford Au,Insurance,18-Jun-24, £519.96 ,PO00043216,INSURE,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,06-Jun-24, £519.56 ,PO00042836,VEHIC7,Purchase order

HAYS MONTROSE,Temporary Staff,03-Jun-24, £515.38 ,PO00042608,HR2,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,17-Jun-24, £511.32 ,PO00043200,CLEAN1,Purchase order

GALLEYWOOD INFANTS SCHOOL,Election Services,05-Jun-24, £510.00 ,PO00042802,LEGAL2,Purchase order

RUNWELL HOSPITAL STAFF SOCIAL CLUB LTD T/A RUNWELL SPORTS &,Election Services,05-Jun-24, £509.25 ,PO00042781,LEGAL2,Purchase order

Ipswich & Suffolk Property Management limited,Property Management,18-Jun-24, £502.36 ,PO00043225,PROP4,Purchase order

RETTENDON MEMORIAL HALL,Election Services,05-Jun-24, £500.00 ,PO00042782,LEGAL2,Purchase order

MARGARETTING  VILLAGE HALL,Election Services,05-Jun-24, £500.00 ,PO00042790,LEGAL2,Purchase order

Chelmsford County High School for Girls,Election Services,07-Jun-24, £500.00 ,PO00042931,LEGAL2,Purchase order

New Generation Development Agency,Museums & Galleries,12-Jun-24, £500.00 ,PO00043055,MUSEUM,Purchase order

Ethics of AI Course with LSE,TRAINEXPENSE,19-Jun-24, £500.00 ,,,Procurement card

6 PUMP COURT CHAMBERS,Legal Advocacy,24-Jun-24, £500.00 ,PO00043403,LEGAL1,Purchase order

Firework Crazy Limited,Events,24-Jun-24, £500.00 ,PO00043423,EVENTS,Purchase order

Firework Crazy Limited,Events,24-Jun-24, £500.00 ,PO00043424,EVENTS,Purchase order

Firework Crazy Limited,Events,24-Jun-24, £500.00 ,PO00043425,EVENTS,Purchase order

CHELMSFORD PEST CONTROL,Pest Control,24-Jun-24, £500.00 ,PO00043438,PEST,Purchase order

DVLA VEHICLE TAX - VO13URH,VEHICLETAX,19-Jun-24, £497.50 ,,,Procurement card

