Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
CHELMSFORD AUTO ELECTRIC LTD,Vehicles Parts,14/01/2025, £552.00 ,PO00049967,VEHIC7,Purchase order

SP TOOLS4TRADE.CO.UK IVER,,14/01/2025, £519.00 ,,,Procurement card

NON SLIP SHOP LTD TELFORD,Anti slip flooring for pedestrian bridge at Chancellor Pk.,14/01/2025, £514.88 ,,,Procurement card

M J FENCING LTD,Maintenance,14/01/2025, £505.00 ,PO00049950,OSREPAIR,Purchase order

Pace Consult Ltd,Building Surveys,14/01/2025, £500.00 ,PO00049971,SURVEY1,Purchase order

COUNTRYSIDE AUTOMATION LTD,Building Repairs,14/01/2025, £456.97 ,PO00049920,BUILD07,Purchase order

WWW.JOEANDSEPHS.CO.UK WATFORD,,14/01/2025, £454.18 ,,,Procurement card

WALLACE KENNELS,Kennel Fees,14/01/2025, £450.00 ,PO00049898,KENNEL,Purchase order

WF EDUCATION GROUP LTD SHREWSBURY,,14/01/2025, £436.80 ,,,Procurement card

CHARLES COOPER SPECIALIST DECORATORS LTD,Building Repairs,14/01/2025, £420.00 ,PO00049921,BUILD07,Purchase order

WWW.EMAP.COM LONDON,,14/01/2025, £417.00 ,,,Procurement card

Essex Cleaning Machines,Sports Equipment,14/01/2025, £361.60 ,PO00049960,SPORT2,Purchase order

DVLA VEHICLE TAX 0300 1234321,12 Months vehicle charge inc credit card charge for Parks vehicle reg.LL71VVX.,14/01/2025, £337.50 ,,,Procurement card

DVLA VEHICLE TAX 0300 1234321,12 Months vehicle charge inc credit card charge for Parks Vehicle reg.LL71VVZ.,14/01/2025, £337.50 ,,,Procurement card

DVLA VEHICLE TAX 0300 1234321,12 Months vehicle tax for Parks vehicle reg.LL71VVW.,14/01/2025, £337.50 ,,,Procurement card

DVLA VEHICLE TAX 0300 1234321,12 Months vehicle tax inc credit card charge for Parks vehicle reg. LP71BDE.,14/01/2025, £337.50 ,,,Procurement card

DVLA VEHICLE TAX 0300 1234321,12 Months vehicle tax inc credit card charge for Parks vehicle reg. LP71BDF.,14/01/2025, £337.50 ,,,Procurement card

DVLA VEHICLE TAX 0300 1234321,12 Months vehicle tax inc credit card charge for Parks vehicle reg.LL71VVU.,14/01/2025, £337.50 ,,,Procurement card

LASER ELECTRICAL SERVICES LTD,Building Repairs,14/01/2025, £334.43 ,PO00049904,BUILD07,Purchase order

TRAVELODG TRAVELODGE,,14/01/2025, £332.46 ,,,Procurement card

ERNEST DOE & SONS LTD,Vehicles Parts,14/01/2025, £323.17 ,PO00049937,VEHIC7,Purchase order

CULTURAL ENTERPRISES SALISBURY,,14/01/2025, £315.00 ,,,Procurement card

ERNEST DOE & SONS LTD,Vehicles Parts,14/01/2025, £297.62 ,PO00049934,VEHIC7,Purchase order

TRAVELODG TRAVELODGE,,14/01/2025, £288.96 ,,,Procurement card

CHELMSFORD AUTO ELECTRIC LTD,Vehicles Parts,14/01/2025, £288.88 ,PO00049968,VEHIC7,Purchase order

TRAVELODG TRAVELODGE,,14/01/2025, £284.01 ,,,Procurement card

HIGHLINE ROADMARKINGS LTD,Signage - Highway,14/01/2025, £279.42 ,PO00049962,SIGN4,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,14/01/2025, £270.00 ,PO00049896,BUILD07,Purchase order

CORPORATE MAILING SOLUTIONS,Election Services,14/01/2025, £268.59 ,PO00049947,LEGAL2,Purchase order

SWIFT CATERING EQUIPMENT LTD,Building Repairs,14/01/2025, £256.00 ,PO00049932,BUILD07,Purchase order

NATWEST ONECARD,Banking,15/01/2025," £47,048.70 ",,FIN2,Diret Debit

FREEDOM COMMUNICAT,Telecoms,15/01/2025," £43,396.80 ",,DIGIT8,Diret Debit

HAYS MONTROSE,Temporary Staff,15/01/2025," £23,450.46 ",PO00049991,HR2,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,15/01/2025," £14,883.23 ",PO00050011,HOMEPROV,Purchase order

HAYS MONTROSE,Temporary Staff,15/01/2025," £13,714.47 ",PO00049990,HR2,Purchase order

1st Industrial & Commercial Services Ltd,Building Repairs,15/01/2025," £6,860.00 ",PO00050014,BUILD07,Purchase order

COMPLETE CONSTRUCTION,Building Repairs,15/01/2025," £3,895.00 ",PO00049997,BUILD07,Purchase order

ONE FROM THE HEART,Performing Arts,15/01/2025," £3,675.00 ",PO00050006,PERFORM,Purchase order

O2,Telecoms,15/01/2025," £2,805.80 ",,DIGIT8,Diret Debit

LACONS BREWERY LIM,Bar Stock,15/01/2025," £2,629.73 ",,CAT2,Diret Debit

PARK AVENUE RECRUITMENT LIMITED,Temporary Staff,15/01/2025," £1,875.00 ",PO00050009,HR2,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,15/01/2025," £1,633.50 ",PO00049985,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,15/01/2025," £1,534.50 ",PO00049982,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,15/01/2025," £1,485.00 ",PO00049980,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,15/01/2025," £1,485.00 ",PO00049981,HOMEPROV,Purchase order

P TUCKWELL LTD,Vehicle Maintenance,15/01/2025," £1,450.36 ",PO00050001,VEHIC8,Purchase order

I-SEE ACCESS SOLUTIONS,Building Repairs,15/01/2025," £1,200.00 ",PO00050007,BUILD07,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,15/01/2025," £1,155.00 ",PO00049977,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,15/01/2025," £1,155.00 ",PO00049979,HOMEPROV,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,15/01/2025, £893.58 ,PO00049986,VEHIC8,Purchase order

STAGE ELECTRICS,Performing Arts,15/01/2025, £404.52 ,PO00049989,PERFORM,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,15/01/2025, £350.80 ,PO00049987,VEHIC8,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,15/01/2025, £350.80 ,PO00049988,VEHIC8,Purchase order

W20 LIMITED T/AS  CCFC EVENTS LIMITED,Catering Supplies - Food & Drink,15/01/2025, £320.00 ,PO00050015,CAT2,Purchase order

PROPERTY STOP,Homelessness Provision,16/01/2025," £28,205.00 ",PO00050051,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,16/01/2025," £28,165.00 ",PO00050050,HOMEPROV,Purchase order

JOHN FORD GROUP LTD,DFGS Grant,16/01/2025," £14,027.49 ",PO00050046,DFGS,Purchase order

Civica UK Limited,Digital Maintenance & Support,16/01/2025," £11,655.00 ",PO00050017,DIGIT6,Purchase order

SPEKTRIX LIMITED,Telecoms,16/01/2025," £7,925.75 ",,DIGIT8,Diret Debit

WESTFIELD CONT HEA,Insurance,16/01/2025," £6,693.16 ",,HR2,Diret Debit

DG ACCESSIBLE DESIGNS LTD,DFGS Grant,16/01/2025," £2,359.62 ",PO00050047,DFGS,Purchase order

T J COTTIS TRANSPORT LIMITED,Waste Disposal Services,16/01/2025," £1,750.00 ",PO00050042,WASTE2,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,16/01/2025," £1,534.50 ",PO00050018,HOMEPROV,Purchase order

ASHE GREEN CIVIL ENGINEERS LTD,Maintenance,16/01/2025," £1,043.00 ",PO00050043,OSREPAIR,Purchase order

WOBURN CHEMICALS,Chemicals,16/01/2025," £1,032.20 ",PO00050026,CHEM,Purchase order

MATTHEW HUNT DELIVERIES,Performing Arts,16/01/2025, £850.00 ,PO00050024,PERFORM,Purchase order

NATIVE PROMOTIONS,Uniforms & Workwear (not PPE),16/01/2025, £795.00 ,PO00050022,UNIFORM,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,16/01/2025, £717.50 ,PO00050056,CAT2,Purchase order

T J COTTIS TRANSPORT LIMITED,Haulage,16/01/2025, £600.00 ,PO00050040,HAUL,Purchase order

THE ART FILE,Museums & Galleries,16/01/2025, £402.86 ,PO00050035,MUSEUM,Purchase order

CHELMSFORD VAN HIRE,Homelessness Provision,16/01/2025, £360.00 ,PO00050038,HOMEPROV,Purchase order

VANITORIALS LTD,Cleaning Supplies,16/01/2025, £328.69 ,PO00050041,CLEAN1,Purchase order

The Lockfather limited,Building Repairs,16/01/2025, £258.34 ,PO00050054,BUILD07,Purchase order

CHELMSFORD IMPROVEMENT DISTRICT LIMITED,Debt Collection & Recovery,17/01/2025," £12,441.02 ",PO00050077,DEBT,Purchase order

Nickolds Property Management,Homelessness Provision,17/01/2025," £9,115.00 ",PO00050074,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,17/01/2025," £8,505.00 ",PO00050072,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,17/01/2025," £8,400.00 ",PO00050071,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,17/01/2025," £8,400.00 ",PO00050073,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,17/01/2025," £8,160.00 ",PO00050075,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,17/01/2025," £8,055.00 ",PO00050070,HOMEPROV,Purchase order

ORIGIN AMENITY SOLUTIONS,Seeds & Plants,17/01/2025," £6,522.78 ",PO00050059,HORT2,Purchase order

ESSEX COUNTY COUNCIL,Consultancy,17/01/2025," £4,451.00 ",PO00050079,CONSULT,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,17/01/2025," £2,664.00 ",PO00050093,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,17/01/2025," £2,664.00 ",PO00050095,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,17/01/2025," £2,590.00 ",PO00050097,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,17/01/2025," £2,590.00 ",PO00050099,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,17/01/2025," £2,131.20 ",PO00050096,HR2,Purchase order

PGR Timber Ltd,Maintenance,17/01/2025," £1,860.23 ",PO00050091,OSREPAIR,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,17/01/2025," £1,620.00 ",PO00050094,HR2,Purchase order

P TUCKWELL LTD,Vehicles Parts,17/01/2025, £750.98 ,PO00050085,VEHIC7,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,17/01/2025, £420.00 ,PO00050098,HR2,Purchase order

P TUCKWELL LTD,Vehicles Parts,17/01/2025, £398.20 ,PO00050083,VEHIC7,Purchase order

F2M LIMITED,Homelessness Provision,17/01/2025, £325.00 ,PO00050069,HOMEPROV,Purchase order

DIRECTA (UK) LTD,Cleaning Supplies,17/01/2025, £284.49 ,PO00050062,CLEAN1,Purchase order

New Hope Rentals,Homelessness Provision,20/01/2025," £7,980.00 ",PO00050120,HOMEPROV,Purchase order

ESSEX & SUFFOLK WATER,Water (Utility),20/01/2025," £3,403.82 ",PO00050112,WATER,Purchase order

ASTUTIS LTD,Training / Course Fees,20/01/2025," £2,060.00 ",PO00050128,TRG1,Purchase order

ESSEX & SUFFOLK WATER,Water (Utility),20/01/2025," £1,457.19 ",PO00050113,WATER,Purchase order

The Handmade Food Company,Catering Services - External,20/01/2025, £839.20 ,PO00050131,CAT1,Purchase order

Clearaway Recycling,Removal Services,20/01/2025, £806.00 ,PO00050115,REMOVAL,Purchase order

OUTDOOR MEDIA AND PRINTING UK LTD,Car Park Maintenance,20/01/2025, £461.00 ,PO00050132,CPARK1,Purchase order

F2M LIMITED,Homelessness Provision,20/01/2025, £379.17 ,PO00050129,HOMEPROV,Purchase order

VIP SECURITY (ESSEX) LTD,Performing Arts,20/01/2025, £367.00 ,PO00050108,PERFORM,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,20/01/2025, £346.50 ,PO00050136,VEHIC5,Purchase order

TMP (UK) LTD,Statutory Advertising,20/01/2025, £323.05 ,PO00050133,ADVRT2,Purchase order

REDACTED,Photography,20/01/2025, £255.80 ,PO00050126,PHOTO,Purchase order

CHELMSFORD PEST CONTROL,Pest Control,20/01/2025, £250.00 ,PO00050100,PEST,Purchase order

VIRGIN MEDIA PYMTS,Banking,21/01/2025," £11,600.26 ",,FIN2,Diret Debit

Nickolds Property Management,Homelessness Provision,21/01/2025," £8,890.00 ",PO00050172,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,21/01/2025," £8,505.00 ",PO00050166,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,21/01/2025," £8,400.00 ",PO00050165,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,21/01/2025," £8,145.00 ",PO00050171,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,21/01/2025," £7,980.00 ",PO00050164,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,21/01/2025," £7,980.00 ",PO00050173,HOMEPROV,Purchase order

CHELMSFORD IMPROVEMENT DISTRICT LIMITED,Subscriptions,21/01/2025," £5,000.00 ",PO00050176,SUBS,Purchase order

INVISICHEM TECHNOLOGIES LIMITED,PPE Workwear,21/01/2025," £3,929.62 ",PO00050150,PPE1,Purchase order

RM ONLINE INVOICE PAYM LONDON,,21/01/2025," £3,160.76 ",,,Procurement card

BOOKER LTD,Bar Stock,21/01/2025," £2,302.30 ",,CAT2,Diret Debit

MEDIGOLD HEALTH CONSULTANCY LIMITED,Healthcare Fees,21/01/2025," £2,111.00 ",PO00050170,HEALTH3,Purchase order

IDSERVICES,Property Maintenance,21/01/2025," £1,970.00 ",PO00050175,PROP3,Purchase order

AUTO JET,Vehicle Maintenance,21/01/2025," £1,625.00 ",PO00050145,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,21/01/2025," £1,460.00 ",PO00050144,VEHIC8,Purchase order

SITEXORBIS LIMITED,Traffic Wardens,21/01/2025," £1,144.56 ",PO00050141,TRAFF2,Purchase order

EMS,Lift Maintenance,21/01/2025," £1,098.61 ",,LIFT2,Diret Debit

TRAVELODG TRAVELODGE ,,21/01/2025," £1,080.94 ",,,Procurement card

WHITTAKER OFFICE SUPPLIES LIMITED T/A WHITTAKER WORKPLACE,Digital Consumables,21/01/2025, £933.00 ,PO00050143,DIGIT2,Purchase order

EMS,Lift Maintenance,21/01/2025, £921.35 ,,LIFT2,Diret Debit

WORLDPAY,Banking,21/01/2025, £864.66 ,,FIN2,Diret Debit

DRIVER HIRE NATIONWIDE,Temporary Staff,21/01/2025, £820.00 ,PO00050152,HR2,Purchase order

EMS,Lift Maintenance,21/01/2025, £814.30 ,,LIFT2,Diret Debit

PROJECT HR CONSULTANTS LTD,Recruitment Services,21/01/2025, £750.00 ,PO00050147,HR1,Purchase order

EMS,Lift Maintenance,21/01/2025, £745.30 ,,LIFT2,Diret Debit

FACEBK  4FXAPJY9K2 FB.ME/ADS,,21/01/2025, £700.00 ,,,Procurement card

LGA conf 2025,,21/01/2025, £693.60 ,,,Procurement card

T R AUTOS TAKELEY BISHOPS STORT,,21/01/2025, £644.00 ,,,Procurement card

Ipswich & Suffolk Property Management limited,Property Management,21/01/2025, £614.71 ,PO00050149,PROP4,Purchase order

EMS,Lift Maintenance,21/01/2025, £510.81 ,,LIFT2,Diret Debit

M J FENCING LTD,Playground Maintenance,21/01/2025, £505.00 ,PO00050174,PLAY2,Purchase order

DVLA VEHICLE TAX - VN60CWV,,21/01/2025, £497.50 ,,,Procurement card

EMS,Lift Maintenance,21/01/2025, £461.89 ,,LIFT2,Diret Debit

VIP SECURITY (ESSEX) LTD,Temporary Staff,21/01/2025, £458.75 ,PO00050156,HR2,Purchase order

DVLA VEHICLE TAX  - VN68RYW,,21/01/2025, £452.50 ,,,Procurement card

DVLA VEHICLE TAX  - VN68RYX,,21/01/2025, £452.50 ,,,Procurement card

DVLA VEHICLE TAX - VE64AXA,,21/01/2025, £452.50 ,,,Procurement card

DVLA VEHICLE TAX - VE70HWN,,21/01/2025, £452.50 ,,,Procurement card

DVLA VEHICLE TAX - VE70HWO,,21/01/2025, £452.50 ,,,Procurement card

DVLA VEHICLE TAX - VE70UOJ,,21/01/2025, £452.50 ,,,Procurement card

DVLA VEHICLE TAX - VN68RYY,,21/01/2025, £452.50 ,,,Procurement card

DVLA VEHICLE TAX -VE67ZDH,,21/01/2025, £452.50 ,,,Procurement card

TECHNOGYM,Fitness Instructors,21/01/2025, £448.80 ,,SPORT3,Diret Debit

EMS,Lift Maintenance,21/01/2025, £446.29 ,,LIFT2,Diret Debit

EMS,Lift Maintenance,21/01/2025, £416.16 ,,LIFT2,Diret Debit

EMS,Lift Maintenance,21/01/2025, £401.08 ,,LIFT2,Diret Debit

TRAVELODG TRAVELODGE,,21/01/2025, £380.90 ,,,Procurement card

EMS,Lift Maintenance,21/01/2025, £368.45 ,,LIFT2,Diret Debit

EMS,Lift Maintenance,21/01/2025, £358.97 ,,LIFT2,Diret Debit

Soundtrack Your Brand music player,,21/01/2025, £306.00 ,,,Procurement card

J P LENNARD LTD,Digital Maintenance & Support,21/01/2025, £276.05 ,PO00050140,DIGIT6,Purchase order

The Handmade Food Company,Catering Services - External,21/01/2025, £270.00 ,PO00050177,CAT1,Purchase order

EMS,Lift Maintenance,21/01/2025, £266.61 ,,LIFT2,Diret Debit

SR*25651 - Umbraco Forms licence,,21/01/2025, £255.00 ,,,Procurement card

REDACTED,Performing Arts,21/01/2025, £250.00 ,PO00050180,PERFORM,Purchase order

WWW.ABTT.ORG.UK LONDON,Membership renewal,21/01/2025, £250.00 ,,,Procurement card

TELEFONICA INCENTIVE FUND,Telecommunitcations,22/01/2025," £26,771.00 ",PO00050211,DIGIT8,Purchase order

HAYS MONTROSE,Temporary Staff,22/01/2025," £24,381.06 ",PO00050215,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,22/01/2025," £23,183.95 ",PO00050217,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,22/01/2025," £20,939.33 ",PO00050218,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,22/01/2025," £12,917.67 ",PO00050216,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,22/01/2025," £10,559.11 ",PO00050214,HR2,Purchase order

ANGLIAN WATER BUSI,Water,22/01/2025," £7,621.17 ",,WATER,Diret Debit

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,22/01/2025," £5,615.00 ",PO00050248,DFGS,Purchase order

NC RANGE SITE LIMITED,DFGS Grant,22/01/2025," £4,859.51 ",PO00050250,DFGS,Purchase order

DIRECT DISPLAYS LTD,DFGS Grant,22/01/2025," £4,496.00 ",PO00050251,DFGS,Purchase order

Jamie Cook t/a JC Building Services & Adaptions,DFGS Grant,22/01/2025," £3,280.00 ",PO00050249,DFGS,Purchase order

ANGLIAN WATER BUSI,Water,22/01/2025," £2,881.31 ",,WATER,Diret Debit

TRAVELERS INSURANCE COMPANY LTD,Insurance,22/01/2025," £2,500.00 ",PO00050213,INSURE,Purchase order

SQUARE STAR,Training / Course Fees,22/01/2025," £2,500.00 ",PO00050235,TRG1,Purchase order

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,22/01/2025," £2,470.00 ",PO00050182,DFGS,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,22/01/2025," £2,071.79 ",PO00050187,HOMEPROV,Purchase order

IRRV SERVICES LTD,Debt Collection & Recovery,22/01/2025," £1,550.00 ",PO00050252,DEBT,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,22/01/2025," £1,501.67 ",PO00050223,VEHIC7,Purchase order

AUTO JET,Vehicle Maintenance,22/01/2025," £1,310.00 ",PO00050200,VEHIC8,Purchase order

ROYAL MAIL WEST TE,Postage,22/01/2025," £1,215.98 ",,MAIL1,Diret Debit

THE FEDERATION OF BRITISH CREMATION AUTHORITIES,Crematorium Sundries,22/01/2025," £1,155.00 ",PO00050208,CREM5,Purchase order

CHELMSFORD CATHEDRAL,Catering Services - External,22/01/2025," £1,065.00 ",PO00050247,CAT1,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,22/01/2025, £790.15 ,PO00050231,CLEAN1,Purchase order

COMPLETE CONSTRUCTION,Maintenance,22/01/2025, £550.00 ,PO00050186,OSREPAIR,Purchase order

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,22/01/2025, £385.00 ,PO00050181,DFGS,Purchase order

CELLAR TWELVE LTD,Performing Arts,22/01/2025, £318.60 ,PO00050232,PERFORM,Purchase order

EBS DIRECT DEBITS,Banking,22/01/2025, £316.59 ,,FIN2,Diret Debit

DENNIS EAGLE LTD,Vehicles Parts,22/01/2025, £280.09 ,PO00050221,VEHIC7,Purchase order

HEAVYHAUL (CHELMSFORD) LTD,Vehicle Recovery,22/01/2025, £280.00 ,PO00050194,VEHIC9,Purchase order

TELEFONICA O2 UK LTD,Telecommunitcations,22/01/2025, £279.00 ,PO00050242,DIGIT8,Purchase order

TERBERG MATECK UK LTD,Vehicle Maintenance,22/01/2025, £277.07 ,PO00050188,VEHIC8,Purchase order

THE BRILLIANT BRANDING COMPANY LTD,Promotional Advertising,22/01/2025, £260.75 ,PO00050225,ADVRT1,Purchase order

CHELMSFORD CHESS,Homelessness Provision,23/01/2025," £101,250.00 ",PO00050266,HOMEPROV,Purchase order

NEW ERA FUELS LIMITED,Fuel,23/01/2025," £30,370.08 ",PO00050280,FUEL1,Purchase order

WILLIAM DE FERRERS SCHOOL (POOL GAS),Rent - Land / Property,23/01/2025," £24,099.80 ",PO00050257,RENT,Purchase order

PARK AVENUE RECRUITMENT LIMITED,Temporary Staff,23/01/2025," £4,013.00 ",PO00050259,HR2,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,23/01/2025," £3,523.85 ",PO00050269,HOMEPROV,Purchase order

PARK AVENUE RECRUITMENT LIMITED,Temporary Staff,23/01/2025," £1,850.00 ",PO00050262,HR2,Purchase order

TECHNOGYM UK LTD,Digital Maintenance & Support,23/01/2025," £1,125.26 ",PO00050253,DIGIT6,Purchase order

TECHNOGYM UK LTD,Digital Maintenance & Support,23/01/2025," £1,125.26 ",PO00050254,DIGIT6,Purchase order

WASTEPARTS UK LTD,Vehicles Parts,23/01/2025, £912.50 ,PO00050279,VEHIC7,Purchase order

STAGE ELECTRICS,Performing Arts,23/01/2025, £806.69 ,PO00050261,PERFORM,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,23/01/2025, £483.37 ,PO00050276,VEHIC7,Purchase order

TELEFONICA O2 UK LTD,Telecommunitcations,23/01/2025, £279.00 ,PO00050285,DIGIT8,Purchase order

SWE Productions Ltd,Performing Arts,24/01/2025," £26,420.40 ",PO00050313,PERFORM,Purchase order

Carelift Services Limited,DFGS Grant,24/01/2025," £15,508.00 ",PO00050302,DFGS,Purchase order

Nasstar,Digital Maintenance & Support,24/01/2025," £13,663.54 ",PO00050303,DIGIT6,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,24/01/2025," £8,236.25 ",PO00050290,HOMEPROV,Purchase order

ALBION ENVIRONMENTAL LTD,Training / Course Fees,24/01/2025," £4,245.00 ",PO00050294,TRG1,Purchase order

WAVENET LIMITED,Telecoms,24/01/2025," £4,131.41 ",,DIGIT8,Diret Debit

WAVENET LIMITED,Telecoms,24/01/2025," £3,619.16 ",,DIGIT8,Diret Debit

VDC TRADING LIMITED,Performing Arts,24/01/2025," £2,616.85 ",PO00050295,PERFORM,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,24/01/2025," £1,910.00 ",PO00050301,TREE,Purchase order

NEW ERA FUELS LIMITED,"Lubricants, Oils, Greases",24/01/2025, £784.30 ,PO00050307,FUEL2,Purchase order

M J FENCING LTD,Playground Maintenance,24/01/2025, £715.00 ,PO00050289,PLAY2,Purchase order

AVC WISE LTD,Pension Funds,24/01/2025, £640.73 ,PO00050309,PENSION,Purchase order

M J FENCING LTD,Playground Maintenance,24/01/2025, £535.00 ,PO00050308,PLAY2,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,24/01/2025, £265.72 ,PO00050288,SIGN4,Purchase order

EDFENERGY CUST PLC,Utilities Gas,27/01/2025," £114,071.25 ",,GAS,Diret Debit

ESSEX COUNTY COUNCIL,Waste Disposal Services,27/01/2025," £51,196.60 ",PO00050317,WASTE2,Purchase order

LOCATA (HOUSING SERVICES) LTD,Homelessness Provision,27/01/2025," £5,852.75 ",PO00050315,HOMEPROV,Purchase order

LES MILLS FITNESS,Fitness Instructors,27/01/2025," £2,169.18 ",,SPORT3,Diret Debit

ALLPAY INVOICE,Banking,27/01/2025," £1,891.21 ",,FIN2,Diret Debit

COMPLETE CONSTRUCTION,Vehicle Tools and Equipment,27/01/2025, £735.00 ,PO00050344,VEHIC10,Purchase order

LES MILLS FITNESS,Fitness Instructors,27/01/2025, £679.80 ,,SPORT3,Diret Debit

M J FENCING LTD,Street Furniture,27/01/2025, £390.00 ,PO00050321,STFURN,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,27/01/2025, £371.25 ,PO00050320,VEHIC5,Purchase order

Craig Whymark (Fanny Galore),Performing Arts,27/01/2025, £350.00 ,PO00050327,PERFORM,Purchase order

SWIFT CATERING EQUIPMENT LTD,Building Repairs,27/01/2025, £299.60 ,PO00050324,BUILD07,Purchase order

TMP (UK) LTD,Statutory Advertising,27/01/2025, £267.95 ,PO00050333,ADVRT2,Purchase order

Spirit Of Ukraine LTD,Homelessness Provision,27/01/2025, £250.00 ,PO00050340,HOMEPROV,Purchase order

Spirit Of Ukraine LTD,Homelessness Provision,27/01/2025, £250.00 ,PO00050341,HOMEPROV,Purchase order

CHELMSFORD CHESS,Homelessness Provision,28/01/2025," £33,500.00 ",PO00050353,HOMEPROV,Purchase order

Happy Ending Pantomimes Ltd,Performing Arts,28/01/2025," £31,270.03 ",PO00050402,PERFORM,Purchase order

GERALD EVE LLP,Consultancy,28/01/2025," £9,964.00 ",PO00050376,CONSULT,Purchase order

New Hope Rentals,Homelessness Provision,28/01/2025," £7,860.00 ",PO00050350,HOMEPROV,Purchase order

SR*25020 - PDQ Inventory Renewal,,28/01/2025," £3,967.96 ",,,Procurement card

The Rent Guarantee Company Ltd,Homelessness Provision,28/01/2025," £3,594.99 ",PO00050349,HOMEPROV,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,28/01/2025," £2,664.00 ",PO00050396,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,28/01/2025," £2,664.00 ",PO00050397,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,28/01/2025," £2,590.00 ",PO00050394,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,28/01/2025," £2,590.00 ",PO00050395,HR2,Purchase order

PRINT MARKETPLACE 40 2802345,,28/01/2025," £2,108.08 ",,,Procurement card

PRINT MARKETPLACE 40 2802345,,28/01/2025," £2,069.36 ",,,Procurement card

REDACTED,Consultancy,28/01/2025," £2,000.00 ",PO00050355,CONSULT,Purchase order

REDACTED,Burial & Cremation,28/01/2025," £1,738.00 ",PO00050373,CREM4,Purchase order

ECLIPSE SECURITY UK LTD,Security Personnel,28/01/2025," £1,435.50 ",PO00050348,SECUR4,Purchase order

NEWLYN,Parking Fines Collection,28/01/2025," £1,247.25 ",PO00050392,FINES,Purchase order

