Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
WAVENET LIMITED,Telecoms,24/05/2024,"£6,856.62",,,Direct Debit

WESTFIELD CONT HEA,Insurance,16/05/2024,"£6,597.26",,,Direct Debit

BARCLAYCARD,Banking,24/05/2024,"£6,141.10",,,Direct Debit

EDFENERGY CUST PLC,Utilities Gas,22/05/2024,"£3,656.18",,,Direct Debit

SHELL U.K. LIMITED,Fuel,23/05/2024,"£3,534.85",,,Direct Debit

GRAPE PASSIONS LTD,Bar Stock,07/05/2024,"£3,463.05",,,Direct Debit

ROYAL MAIL WEST TE,Postage,30/05/2024,"£3,161.09",,,Direct Debit

WAVENET LIMITED,Telecoms,24/05/2024,"£2,844.38",,,Direct Debit

ROYAL MAIL WEST TE,Postage,23/05/2024,"£2,742.43",,,Direct Debit

ALLPAY INVOICE,Banking,28/05/2024,"£2,549.30",,,Direct Debit

LACONS BREWERY LIM,Bar Stock,15/05/2024,"£2,539.20",,,Direct Debit

BOOKER LTD,Bar Stock,08/05/2024,"£2,334.12",,,Direct Debit

LES MILLS FITNESS,Fitness Instructors,28/05/2024,"£2,106.00",,,Direct Debit

BOOKER LTD,Bar Stock,15/05/2024,"£1,856.85",,,Direct Debit

BARCLAYCARD,Banking,09/05/2024,"£1,800.00",,,Direct Debit

FREEDOM COMMUNICAT,Telecoms,03/05/2024,"£1,665.05",,,Direct Debit

FREEDOM COMMUNICAT,Telecoms,31/05/2024,"£1,656.10",,,Direct Debit

O2,Telecoms,16/05/2024,"£1,564.27",,,Direct Debit

BARCLAYCARD,Banking,15/05/2024,"£1,500.00",,,Direct Debit

BARCLAYCARD,Banking,23/05/2024,"£1,350.00",,,Direct Debit

COMP VOUCHER SERV,Subscriptions,09/05/2024,"£1,329.74",,,Direct Debit

ANGLIAN WATER BUSI,Fuel,23/05/2024,"£1,191.23",,,Direct Debit

BOOKER LTD,Bar Stock,21/05/2024,"£1,173.67",,,Direct Debit

WORLDPAY,Banking,21/05/2024,£736.86,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£709.73,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£669.96,,,Direct Debit

LES MILLS FITNESS,Fitness Instructors,28/05/2024,£660.00,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£639.16,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£575.49,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£552.51,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£527.28,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£477.64,,,Direct Debit

TECHNOGYM,Fitness Instructors,21/05/2024,£448.80,,,Direct Debit

GCI NETWORK SOLUTI,Telecoms,03/05/2024,£386.46,,,Direct Debit

GCI NETWORK SOLUTI,Telecoms,31/05/2024,£382.89,,,Direct Debit

EBS DIRECT DEBITS,Banking,22/05/2024,£325.37,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£307.19,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£293.01,,,Direct Debit

ANGLIAN WATER BUSI,Fuel,17/05/2024,£286.55,,,Direct Debit

EMS,Lift Maintenance,21/05/2024,£255.46,,,Direct Debit

ROYAL MAIL WEST TE,Postage,02/05/2024,£250.00,,,Direct Debit

ROYAL MAIL WEST TE,Postage,30/05/2024,£250.00,,,Direct Debit

