Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Corporate management,External Audit fees,08-Jun-23,200060082,Grant Thornton UK LLP,"34,410.40"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - other works,22-Jun-23,200060259,Barrow BID Company Ltd,"1,500.00"
Barrow Borough Council,Recycling,Professional training,29-Jun-23,200060426,Furness Fluid Power Ltd,"1,495.00"
Barrow Borough Council,Homelessness,Homeless support funding,01-Jun-23,200059992,Sorella Group Ltd,850
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,01-Jun-23,200060004,SIG Trading Ltd,"3,221.86"
Barrow Borough Council,IR personal account,Tax deducted - CIS tax,14-Jun-23,200060172,Horrocks (NorthWest) Ltd,-900
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,01-Jun-23,200059985,Howdens Joinery Ltd,"2,375.01"
Barrow Borough Council,Current assets - stocks,Garage Parts,29-Jun-23,200060389,Geesinknorba Ltd,"1,262.62"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,01-Jun-23,200060036,Hughes Brothers,882.56
Barrow Borough Council,The park leisure centre,Water,22-Jun-23,200060251,Water Plus Ltd,992.64
Barrow Borough Council,Recycling,Agency staff,29-Jun-23,200060405,Pearce Bentley Security Services,"3,187.50"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,01-Jun-23,200060046,DLP Services (Northern) Ltd,"26,690.64"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,08-Jun-23,200060095,Wrekin Windows,"13,909.02"
Barrow Borough Council,Dr John Cooper-Clarke 06.05.23,Hire of halls,01-Jun-23,200060028,Crosstown Concerts Ltd,-852.5
Barrow Borough Council,Voids maintenance - HRA,Void repairs,22-Jun-23,200060249,UK Environmental & Asbestos Solutions Ltd,"1,775.00"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,22-Jun-23,200060333,DLP Services (Northern) Ltd,"4,585.38"
Barrow Borough Council,Major works maintenance - HRA,Shop repairs,22-Jun-23,200060284,Chris Bugler,900
Barrow Borough Council,The park leisure centre,Gas,14-Jun-23,200060161,OS Generation Limited,"2,644.86"
Barrow Borough Council,Recycling,Equipment maintenance,14-Jun-23,200060132,Associated Industrial Control Solutions Ltd,"1,774.00"
Barrow Borough Council,Harding Rise Business Centre,Professional fees,08-Jun-23,200060087,Energy Counsel,"1,000.00"
Barrow Borough Council,LUF - Public Realm.,Professional fees,01-Jun-23,200059968,Leck Construction Ltd,"4,412.70"
Barrow Borough Council,A - Elite Dance,Hire of halls,29-Jun-23,200060407,Elite School of Dance,"-1,550.00"
Barrow Borough Council,Barrow BID,Other bodies expenditure,22-Jun-23,200060259,Barrow BID Company Ltd,"4,136.22"
Barrow Borough Council,UKSPF Revenue,UKSPF Feasibility Studies,22-Jun-23,200060250,Curtins Consulting,695
Barrow Borough Council,Corporate management,External Audit fees,29-Jun-23,200060357,Grant Thornton UK LLP,"7,500.00"
Barrow Borough Council,Forum 28,Maintenance contracts - TSU,14-Jun-23,200060165,Phosters (FM) Ltd,"1,204.88"
Barrow Borough Council,The park leisure centre,Buildings repairs and maintenance,08-Jun-23,200060063,Phosters (FM) Ltd,565.95
Barrow Borough Council,Allotments,Water,01-Jun-23,200060000,Water Plus Ltd,700
Barrow Borough Council,Waste collection,Agency staff,08-Jun-23,200060058,ALS Managed Services,"2,626.94"
Barrow Borough Council,HRA administration,Photocopying charges,29-Jun-23,200060468,Ricoh UK Ltd,589.35
