Supplier Name,Supplier Number,Invoice Number,Description,Invoice Date,Payment Date,Invoice Amount (Gross),,
Capgemini UK Plc,12301,2600110384570,Security Surveillance - Video monitors,45159,45188,358.72,,
Capgemini UK Plc,12301,2600110384672,Computer Equip. & Accessories,45159,45188,3110.4,,
Capgemini UK Plc,12301,2600110384291,Computer Equip. & Accessories,45159,45188,2681.55,,
Capgemini UK Plc,12301,2600110367122,Computer Equip. & Accessories,45016,45188,4932.54,,
Capgemini UK Plc,12301,2600110384873,IT Equip. & Accessories - Keyboards,45159,45188,354,,
Capgemini UK Plc,12301,2600110384760,IT Equip. & Accessories - Personal computers,45159,45188,1886.8,,
Capgemini UK Plc,12301,2600110384585,IT Equip. & Accessories - Personal computers,45159,45188,1886.8,,
Capgemini UK Plc,12301,2600110384699,Computer Equip. & Accessories,45159,45188,334.8,,
Capgemini UK Plc,12301,2600110384252,Computer Equip. & Accessories,45159,45188,11902.4,,
Capgemini UK Plc,12301,2600110384378,IT Equip. & Accessories - Personal computers,45159,45188,1886.8,,
Capgemini UK Plc,12301,2600110341839,Computer Equip. & Accessories,44853,45188,-6856.16,,
Capgemini UK Plc,12301,2600110384261,Computer Equip. & Accessories,45159,45188,4318.35,,
Capgemini UK Plc,12301,2600110384283,Computer Equip. & Accessories,45159,45188,5753.35,,
Capgemini UK Plc,12301,2600110384290,Computer Equip. & Accessories,45159,45188,6419.7,,
Capgemini UK Plc,12301,2600110341872,Computer Equip. & Accessories,44853,45188,11553.56,,
Capgemini UK Plc,12301,2600110383384,Computer Equip. & Accessories,45138,45188,13189.66,,
Capgemini UK Plc,12301,2600110384716,Components for IT or Telecoms-Sub assemblies for electronic devices,45159,45188,351.48,,
Capgemini UK Plc,12301,2600110384352,Security Surveillance - Video monitors,45159,45188,358.72,,
Capgemini UK Plc,12301,2600110384755,IT Equip. & Accessories - Keyboards,45159,45188,319.08,,
Capgemini UK Plc,12301,2600110384638,IT Equip. & Accessories - Keyboards,45159,45188,354,,
Capgemini UK Plc,12301,2600110384853,IT Equip. & Accessories - Keyboards,45159,45188,354,,
Capgemini UK Plc,12301,2600110384594,IT Equip. & Accessories - Keyboards,45159,45188,354,,
Capgemini UK Plc,12301,2600110384450,IT Equip. & Accessories - Keyboards,45159,45188,354,,
Capgemini UK Plc,12301,2600110384602,IT Equip. & Accessories - Keyboards,45159,45188,354,,
Capgemini UK Plc,12301,2600110384310,IT Equip. & Accessories - Keyboards,45159,45188,354,,
Capgemini UK Plc,12301,2600110384841,IT Equip. & Accessories - Keyboards,45159,45188,354,,
Capgemini UK Plc,12301,2600110384539,IT Equip. & Accessories - Keyboards,45159,45188,421.36,,
Capgemini UK Plc,12301,2600110384483,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384624,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384580,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384733,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384680,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384931,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384631,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384774,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384569,IT Software ,45159,45188,507.97,,
Capgemini UK Plc,12301,2600110384619,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384466,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384722,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384832,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384451,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384566,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384749,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384390,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384404,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384345,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384408,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384797,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384445,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384325,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384689,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384520,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384439,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384688,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384328,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384660,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384611,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384452,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384531,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384862,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384833,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384402,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384413,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384344,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384588,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384743,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384667,IT Software - Business spec s/ware ,45159,45188,1033.09,,
Capgemini UK Plc,12301,2600110384388,IT Software - Business spec s/ware ,45159,45188,2056.64,,
Capgemini UK Plc,12301,2600110316626,IT Software - Business spec s/ware ,44671,45188,2056.64,,
Capgemini UK Plc,12301,2600110384695,IT Software - Business spec s/ware ,45159,45188,2056.64,,
Capgemini UK Plc,12301,2600110384696,IT Software - Business spec s/ware ,45159,45188,2066.18,,
Capgemini UK Plc,12301,2600110328556,IT Software - Business spec s/ware ,44754,45188,2574.15,,
Capgemini UK Plc,12301,2600110384850,Phone & Comms devices - Phone headsets,45159,45188,276.05,,
Capgemini UK Plc,12301,2600110384822,Phone & Comms devices - Phone headsets,45159,45188,276.05,,
Capgemini UK Plc,12301,2600110384795,Security Surveillance - Video monitors,45159,45188,358.72,,
Capgemini UK Plc,12301,2600110384476,IT Equip. & Accessories - Personal computers,45159,45188,1886.8,,
Capgemini UK Plc,12301,2600110384763,IT Equip. & Accessories - Personal computers,45159,45188,7547.18,,
Capgemini UK Plc,12301,2600110384406,Security Surveillance - Video monitors,45159,45188,358.72,,
Capgemini UK Plc,12301,2600110384467,Phone & Comms devices - Phone headsets,45159,45188,1229.16,,
Capgemini UK Plc,12301,2600110384777,IT Equip. & Accessories - Computer or notebook stands,45159,45188,797.16,,
Capgemini UK Plc,12301,2600110376205,Computer Equip. & Accessories,45097,45188,-400088.99,,
Capgemini UK Plc,12301,2600110379544,Computer Equip. & Accessories,45118,45188,-400088.99,,
Capgemini UK Plc,12301,2600110379700,Computer Equip. & Accessories,45118,45188,-57660.17,,
Capgemini UK Plc,12301,2600110354299,Computer Equip. & Accessories,44951,45188,-35978.17,,
Capgemini UK Plc,12301,2600110379461,Computer Equip. & Accessories,45118,45188,-3793.4,,
Capgemini UK Plc,12301,2600110376212,Computer Equip. & Accessories,45097,45188,-3793.4,,
Capgemini UK Plc,12301,2600110384267,Computer Equip. & Accessories,45159,45188,370.61,,
Capgemini UK Plc,12301,2600110384266,Computer Equip. & Accessories,45159,45188,402.26,,
Capgemini UK Plc,12301,2600110384463,Computer Equip. & Accessories,45159,45188,738.94,,
Capgemini UK Plc,12301,2600110384245,Computer Equip. & Accessories,45159,45188,840.11,,
Capgemini UK Plc,12301,2600110384288,Computer Equip. & Accessories,45159,45188,840.11,,
Capgemini UK Plc,12301,2600110384287,Computer Equip. & Accessories,45159,45188,1400.26,,
Capgemini UK Plc,12301,2600110384282,Computer Equip. & Accessories,45159,45188,1449.08,,
Capgemini UK Plc,12301,2600110384278,Computer Equip. & Accessories,45159,45188,1554.99,,
Capgemini UK Plc,12301,2600110384257,Computer Equip. & Accessories,45159,45188,2578.21,,
Capgemini UK Plc,12301,2600110380613,Computer Equip. & Accessories,45126,45188,2750.9,,
Capgemini UK Plc,12301,2600110375233,Computer Equip. & Accessories,45090,45188,3793.4,,
Capgemini UK Plc,12301,2600110375412,Computer Equip. & Accessories,45097,45188,3793.4,,
Capgemini UK Plc,12301,2600110384824,Computer Equip. & Accessories,45159,45188,4763.34,,
Capgemini UK Plc,12301,2600110384246,Computer Equip. & Accessories,45159,45188,5264.24,,
Capgemini UK Plc,12301,2600110384359,Computer Equip. & Accessories,45159,45188,8436.42,,
Capgemini UK Plc,12301,2600110385028,Computer Equip. & Accessories,45161,45188,44542.8,,
Capgemini UK Plc,12301,2600110372233,Computer Equip. & Accessories,45066,45188,57660.17,,
Capgemini UK Plc,12301,2600110372986,Computer Equip. & Accessories,45076,45188,184917.88,,
Capgemini UK Plc,12301,2600110375201,Computer Equip. & Accessories,45089,45188,400088.99,,
Capgemini UK Plc,12301,2600110375375,Computer Equip. & Accessories,45097,45188,400088.99,,
Capgemini UK Plc,12301,2600110384239,Human resources (HR) services - Temp clerical or admin assist.,45159,45188,14102.44,,
Capgemini UK Plc,12301,2600110384472,IT Equip. & Accessories - Bar code reader equipment,45159,45188,275.69,,
Capgemini UK Plc,12301,2600110384434,IT Equip. & Accessories - Bar code reader equipment,45159,45188,551.38,,
Capgemini UK Plc,12301,2600110384714,IT Equip. & Accessories - Bar code reader equipment,45159,45188,689.22,,
Capsticks Solicitors LLP,14691,73060984,Legal services ,44963,45188,420,,
CDW Ltd,41728,UKPSC0252207,Phone & Comms devices - Mobile phones,45182,45188,-2110.13,,
CDW Ltd,41728,PSINV03302274,Phone & Comms devices - Mobile phones,44469,45188,2110.13,,
CDW Ltd,41728,PSINV03935232,Components for IT or Telecoms - Pen or flash drive,45033,45188,1032.5,,
CDW Ltd,41728,UKSI04064254,Computer Equip. & Accessories,45161,45188,2721.65,,
CDW Ltd,41728,UKSI04064267,Computer Equip. & Accessories,45161,45188,2721.65,,
CDW Ltd,41728,UKSI04062735,Computer Equip. & Accessories,45160,45188,7227.83,,
CDW Ltd,41728,UKSI04062716,IT Services ,45160,45188,8638.18,,
CDW Ltd,41728,UKSI04062745,Computer Equip. & Accessories,45160,45188,35703.07,,
CDW Ltd,41728,UKSI04064250,Computer Equip. & Accessories,45161,45188,158443.22,,
CDW Ltd,41728,PSINV03864430,IT Equip. & Accessories - Computer switch boxes,44967,45188,855,,
CDW Ltd,41728,PSINV03864434,IT Equip. & Accessories - Computer switch boxes,44967,45188,1296,,
CDW Ltd,41728,PSINV03878938,Electrical wire/cable/harness - Network cable,44980,45188,829.44,,
CDW Ltd,41728,PSINV03878939,Electrical wire/cable/harness - Network cable,44980,45188,933.12,,
CDW Ltd,41728,UKSI04061427,Computer Equip. & Accessories,45159,45188,7583.93,,
CDW Ltd,41728,UKSI04064248,Computer Equip. & Accessories,45161,45188,44001.12,,
CDW Ltd,41728,UKPSC0251216,IT Equip. & Accessories -  LCD panels or monitors,45161,45188,-17147.16,,
CGI IT UK Ltd,12331,GB014111717,Management Consulting - IT consultation services,45160,45188,5716.8,,
Churchill Contract Services Ltd,74495,556352,Planned Maintenance,45107,45188,5579.34,,
Churchill Contract Services Ltd,74495,556351,Planned Maintenance,45077,45188,5892.13,,
Churchill Contract Services Ltd,74495,556353,Planned Maintenance,45138,45188,95242.58,,
Cinos Ltd,20000,UK16230,Multimedia Network Equipment - Television core equipment,45181,45188,2789.65,,
City of London,12173,|#|00012422 00000063,Rent,45183,45188,75000,,
Civil Service Club,13259,030053,External Catering,45177,45188,478.9,,
CJ Pilgrim Properties Ltd,19797,|#|00012422 00000022,Rent,45183,45188,3125,,
CJS UK Management Ltd,13548,26580311,Conference and Seminar Fees,45083,45188,456,,
Clearway Environmental Services Ltd,19157,575769,Other Operational Expenses,45181,45188,550.8,,
Clearway Environmental Services Ltd,19157,575768,Other Operational Expenses,45181,45188,550.8,,
Clearway Environmental Services Ltd,19157,575770,Other Operational Expenses,45181,45188,1177.2,,
College of Policing Ltd,12763,90083056,Vocational training ,45161,45188,3399,,
Combustion Services Ltd,20608,72326,Construction & Manufacturing - Components/Supplies ,45177,45188,378,,
Combustion Services Ltd,20608,72327,Construction & Manufacturing - Components/Supplies ,45176,45188,2323.06,,
Computacenter UK Ltd,12186,3884197715,IT Equip. & Accessories - Tablet computers,45161,45188,3820.18,,
Computacenter UK Ltd,12186,3884194501,Components for IT or Telecoms - Flash memory storage devices,45159,45188,549.9,,
Computacenter UK Ltd,12186,3884197702,Components for IT or Telecoms - Flash memory storage devices,45161,45188,940.8,,
Computacenter UK Ltd,12186,3884197703,Components for IT or Telecoms - Flash memory storage devices,45161,45188,1053.6,,
Computacenter UK Ltd,12186,3884196034,Components for IT or Telecoms - Flash memory storage devices,45160,45188,1677.8,,
Computacenter UK Ltd,12186,3884197707,Components for IT or Telecoms - Hard disk drives,45159,45188,746.88,,
Computacenter UK Ltd,12186,3884194511,Components for IT or Telecoms - Hard disk drives,45159,45188,1199.88,,
Computacenter UK Ltd,12186,3884197713,Components for IT or Telecoms - Hard disk drives,45161,45188,2160.72,,
Computacenter UK Ltd,12186,3884195054,Electrical wire/cable/harness - Insulated or covered cable,45159,45188,384.96,,
Computacenter UK Ltd,12186,3884197711,Multimedia Network Equipment - Service concentrators or hubs,45161,45188,520.2,,
Computacenter UK Ltd,12186,3884197701,Components for IT or Telecoms - Flash memory storage devices,45161,45188,766.8,,
Computacenter UK Ltd,12186,3884196660,Components for IT or Telecoms - Flash memory storage devices,45160,45188,913.75,,
Computacenter UK Ltd,12186,3884198236,Components for IT or Telecoms - Flash memory storage devices,45161,45188,457.2,,
Computacenter UK Ltd,12186,3884194509,Phone & Comms devices - Phone headsets,45159,45188,428.88,,
Computacenter UK Ltd,12186,3884197720,Components for IT or Telecoms - Flash memory storage devices,45161,45188,325.92,,
Computacenter UK Ltd,12186,3884196037,Components for IT or Telecoms - Flash memory storage devices,45160,45188,413.44,,
Computacenter UK Ltd,12186,3884196026,Hardware ,45160,45188,2166.32,,
Computacenter UK Ltd,12186,3884199328,IT Equip. & Accessories - Computer display glare screens,45161,45188,280.42,,
Computacenter UK Ltd,12186,3884197694,IT Equip. & Accessories - Plotter printers,45161,45188,1085.57,,
Computacenter UK Ltd,12186,3884194506,IT Equip. & Accessories -  LCD panels or monitors,45159,45188,473.87,,
Computacenter UK Ltd,12186,3884197695,Electrical wire/cable/harness - Insulated or covered cable,45161,45188,813,,
Computacenter UK Ltd,12186,3884194512,Electrical wire/cable/harness - Insulated or covered cable,45159,45188,1120.32,,
Computacenter UK Ltd,12186,3884160269,IT Equip. & Accessories - Notebook computers,45128,45188,13371.41,,
Computacenter UK Ltd,12186,3884199333,Audio & Visual equipment - Projection screens,45161,45188,272.27,,
Computacenter UK Ltd,12186,3884199331,Audio & Visual equipment - Projection screens,45161,45188,416.05,,
Computacenter UK Ltd,12186,3884199330,Audio & Visual equipment - Projection screens,45161,45188,416.05,,
Computacenter UK Ltd,12186,3884194514,IT Equip. & Accessories - Laser printers,45159,45188,358.99,,
Computacenter UK Ltd,12186,3884196041,IT Services - System installation,45160,45188,395.69,,
Computacenter UK Ltd,12186,3884147849,IT Services - Technical support or help desk,45118,45188,12480,,
Computacenter UK Ltd,12186,3884171650,IT Software - Data compression software,45139,45188,6336.73,,
Coniston Ltd,10480,25065,Building/Construct/Maintenance - Services ,45149,45188,71666.22,,
Constantine Ltd,16740,0000043066,Professional Fees,45131,45188,2592,,
Corstorphine and Wright Ltd,64947,15282,Management & Business - Prof. & Admin. Serv.,45169,45188,6360,,
Cosford Property Company Ltd,19031,|#|00012422 00000002,Rent,45183,45188,48750,,
Cotswold District Council,19255,1401786391|#|102684,General Rates,45184,45188,332,,
Crown Pet Foods Ltd,13061,0000001683,Animal feed - Dog & cat food ,45161,45188,2328.23,,
Crown Pet Foods Ltd,13061,0000001685,Animal feed - Dog & cat food ,45161,45188,2562.98,,
Crown Pet Foods Ltd,13061,0000001684,Animal feed - Dog & cat food ,45161,45188,2934.52,,
Cushman and Wakefield LLP,16035,10001162 WEST EA|#|00012427 00000015,Service Charge,45183,45188,1500,,
D Tec International Ltd,19492,0000013694,Measuring & testing instrument - Drugs analyzer equip./supplies,45181,45188,10290,,
Dealmost Ltd,15658,|#|00012422 00000036,Rent,45183,45188,4250,,
Defence Infrastructure Organisation,14085,VEO/90002162/600|#|00012425 00000003,Rent,45183,45188,5950,,
Deloitte LLP,14056,8003843614,Management Consulting - Business & corporate ,45146,45188,19200,,
Deloitte LLP,14056,8003781038,Management Consulting - Business & corporate ,45124,45188,19200,,
Direct Tool Company Ltd,57422,0000459332,Vehicle Components & Systems ,45169,45188,598.8,,
Ecosystem Ltd,46885,10179,Office Equipment & supplies - Paper shredding equipment,45128,45188,3619.5,,
Ecosystem Ltd,46885,10181,Office Equipment & supplies - Paper shredding equipment,45131,45188,5816.89,,
EDF Energy Plc,16706,16521939/20VAT,Utilities - Electric utilities ,45155,45188,2178653.28,,
Elmbridge Borough Council,19032,60937607|#|102737,General Rates,45184,45188,20480,,
Endeavour Automotive Ltd,11891,117552,Vehicle Components & Systems ,45156,45188,569.02,,
Endeavour Automotive Ltd,11891,117534,Vehicle Components & Systems ,45156,45188,818.8,,
Enterprise Rent A Car UK Ltd,11732,404010114018,Passenger transport - Vehicle rental or leasing,45159,45188,271.94,,
Epping Forest District Council,12152,700080731|#|102741,General Rates,45184,45188,8294,,
ESC Construction Consultants Ltd,64843,04/36.943-2102,Management & Business - Prof. & Admin. Serv.,45176,45188,13883.07,,
Eurofins Forensic Services Ltd,17848,0000073594,Laboratory & scientific equip.,45182,45188,631.34,,
Ford Motor Company Ltd,11829,8137242,Vehicles & Accessories/Comp,45161,45188,36534.96,,
Ford Motor Company Ltd,11829,8137243,Vehicles & Accessories/Comp,45161,45188,36534.96,,
Ford Motor Company Ltd Trading As Parts Plus UK,43808,24142469,Vehicle Components & Systems ,45161,45188,386.93,,
Foreign and Commonwealth Development Office,12170,20008978,Hotel Accommodation,45159,45188,2285.37,,
Forensic Pathology Services,13366,P12004,Law enforcement - Forensic equip. ,45159,45188,24937.08,,
Francis Francis Solutions,77143,000195,Consultants Fees,45173,45188,600,,
FX Fire and Safety Solutions Ltd,15938,6210,Fire protection - Fire extinguishers,44979,45188,1375.44,,
Gerald Eve LLP,15065,0269DA001173|#|00012422 00000021,Rent,45183,45188,24689.4,,
GMK Ltd,14254,OP/I828517,Light weapons & ammunition - Ammunition ,45180,45188,568.8,,
GMK Ltd,14254,OP/I828521,Light weapons & ammunition - Firearms ,45180,45188,924,,
GMK Ltd,14254,OP/I828525,Light weapons & ammunition - Firearms ,45180,45188,23916,,
Goodyear Dunlop Tyres UK Ltd,12185,5070053766,Vehicle Components & Systems ,45161,45188,488.4,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052353,Vehicle Components & Systems ,45160,45188,499.25,,
Goodyear Dunlop Tyres UK Ltd,12185,5070053760,Vehicle repair or maint. serv. - repair/maintainance ,45161,45188,271.81,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052337,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,284.64,,
Goodyear Dunlop Tyres UK Ltd,12185,5070053759,Vehicle repair or maint. serv. - repair/maintainance ,45161,45188,287.11,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052351,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,331.13,,
Goodyear Dunlop Tyres UK Ltd,12185,5070053763,Vehicle repair or maint. serv. - repair/maintainance ,45161,45188,334.16,,
Goodyear Dunlop Tyres UK Ltd,12185,5070053755,Vehicle repair or maint. serv. - repair/maintainance ,45161,45188,375.62,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052339,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,380.87,,
Goodyear Dunlop Tyres UK Ltd,12185,5070051275,Vehicle repair or maint. serv. - repair/maintainance ,45159,45188,389.14,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052345,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,400.9,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052344,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,439.2,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052343,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,448.8,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052341,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,462.1,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052350,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,486.96,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052346,Vehicle repair or maint. serv. - repair/maintainance ,45160,45188,668.69,,
Goodyear Dunlop Tyres UK Ltd,12185,5070051274,Vehicle repair or maint. serv. - repair/maintainance ,45159,45188,768.97,,
Goodyear Dunlop Tyres UK Ltd,12185,5070052354,Vehicle Components & Systems ,45160,45188,499.25,,
Goodyear Dunlop Tyres UK Ltd,12185,5070053767,Vehicle Components & Systems ,45161,45188,998.5,,
Goodyear Dunlop Tyres UK Ltd,12185,5070053768,Vehicle Components & Systems ,45161,45188,2477.42,,
Grayce Group Ltd,68480,63618,Management Consulting - Business & corporate ,45180,45188,1188,,
Grayce Group Ltd,68480,63619,Management Consulting - Business & corporate ,45180,45188,1740,,
Grayce Group Ltd,68480,63620,Management Consulting - Business & corporate ,45180,45188,1740,,
Greater London Authority Income,13159,1800011670,Marketing & distribution - Public relation services,45090,45188,3144.29,,
GVA,37624,|#|00012422 00000045,Rent,45183,45188,27840,,
GVA Grimley Client ac re Westminster City Council,15834,|#|00012422 00000035,Rent,45183,45188,4000,,
GVA Grimley Client ac re Westminster City Council,15834,|#|00012422 00000054,Rent,45183,45188,7500,,
GVA Grimley Ltd Re Richmond  Borough Council,27431,|#|00012422 00000032,Rent,45183,45188,3267,,
GVA Grimley Ltd Re Richmond  Borough Council,27431,|#|00012422 00000008,Rent,45183,45188,3831.25,,
Hamilton Architects,17914,23034/1,Management & Business - Prof. & Admin. Serv.,45177,45188,50794.08,,
Harpur Trust,20730,|#|00012422 00000074,Rent,45183,45188,1500,,
Hays Specialist Recruitment Ltd,14258,1013102660,Management Consulting - Business & corporate ,45146,45188,2820,,
HB Ltd,15824,|#|00012422 00000051,Rent,45183,45188,169500,,
HB Ltd,15824,|#|00012427 00000010,Service Charge,45183,45188,4388.96,,
Head Office Collection Account,14074,630003985|#|102786,General Rates,45184,45188,1659,,
Head Office Collection Account,14074,630003927|#|102787,General Rates,45184,45188,3277,,
Head Office Collection Account,14074,629799459|#|102784,General Rates,45184,45188,7288,,
Head Office Collection Account,14074,629799491|#|102785,General Rates,45184,45188,7608,,
Head Office Collection Account,14074,631032586|#|102781,General Rates,45184,45188,10640,,
Head Office Collection Account,14074,630098149|#|102782,General Rates,45184,45188,14374,,
Head Office Collection Account,14074,629799572|#|102783,General Rates,45184,45188,31388,,
Heathrow Airports Ltd,12159,1000005222|#|00012422 00000057,Rent,45183,45188,4508.7,,
Heathrow Airports Ltd,12159,2868|#|00012422 00000048,Rent,45183,45188,6600,,
Heathrow Airports Ltd,12159,|#|00012422 00000064,Rent,45183,45188,7163.7,,
Heathrow Airports Ltd,12159,6721|#|00012422 00000065,Rent,45183,45188,11334.76,,
Heathrow Airports Ltd,12159,1000005224|#|00012422 00000046,Rent,45183,45188,13167.6,,
Heathrow Airports Ltd,12159,3339|#|00012422 00000049,Rent,45183,45188,18000,,
Heathrow Airports Ltd,12159,1000007185|#|00012422 00000053,Rent,45183,45188,58153.8,,
Helical Systems Ltd,14478,|#|00012425 00000002,Rent,45183,45188,2116.8,,
Holy Trinity Wealdstone PCC,14866,|#|00012422 00000025,Rent,45183,45188,1580,,
Homerton Hospital NHS Foundation Trust,15125,|#|00012422 00000068,Rent,45183,45188,5820,,
Homerton Hospital NHS Foundation Trust,15125,RQX-U-000983465|#|00012427 00000013,Service Charge,45183,45188,420,,
House Of Canine Ltd,60375,61,Police Dogs - purchase,45159,45188,5400,,
Humming Bird Motors Plc,13212,30340882,Vehicle Components & Systems ,45183,45188,259.2,,
Informed Solutions Ltd,29444,12431,IT Software - Human resources software,45160,45188,6870,,
Informed Solutions Ltd,29444,12432,IT Software - Human resources software,45160,45188,7462.93,,
J B Leisure Trading As Just Paintball,15018,JP-367,Light weapons & ammunition - Firearms ,45161,45188,1675.2,,
J H Ventures Ltd,15172,|#|00012422 00000056,Rent,45183,45188,1014,,
J H Ventures Ltd,15172,|#|00012422 00000044,Rent,45183,45188,11250,,
Jaguar Land Rover Ltd,11927,901598912,Vehicles & Accessories/Comp,45161,45188,58768.79,,
JIGSAW-GC Community Interest Company,56684,JGC-VRU-204,Human resources (HR) services,45126,45188,2067.5,,
Kawasaki Motors Europe NV,19040,6450840,Vehicle Components & Systems ,45177,45188,353.16,,
Kawasaki Motors Europe NV,19040,6450806,Vehicle Components & Systems ,45177,45188,388.3,,
Keytracker Ltd,13806,167233,Vehicle Components & Systems ,45173,45188,365.94,,
Kier Business Services Ltd,14087,10318892,Management & Business - Prof. & Admin. Serv.,45160,45188,6764.94,,
Kier Business Services Ltd,14087,10313261,Management & Business - Prof. & Admin. Serv.,45069,45188,13920,,
Kingston and Wimbledon YMCA,19796,|#|00012422 00000010,Rent,45183,45188,2062.5,,
Kingston and Wimbledon YMCA,19796,|#|00012427 00000004,Service Charge,45183,45188,382.02,,
Kingston Corporation,19254,1390023|#|102788,General Rates,45184,45188,724,,
Kingston Corporation,19254,1479784|#|102792,General Rates,45184,45188,798,,
Kingston Corporation,19254,1479776|#|102789,General Rates,45184,45188,5852,,
Kingston Corporation,19254,1479768|#|102791,General Rates,45184,45188,5852,,
Kingston Corporation,19254,1395564|#|102790,General Rates,45184,45188,19285,,
Knight Frank Client Trust Account,15594,|#|00012422 00000020,Rent,45183,45188,5550,,
Knight Frank LLP,12751,90224021,Management Consulting - Business & corporate ,45169,45188,39686.78,,
Knight Frank LLP,12751,90224204,Construction & Manufacturing - Components/Supplies ,45170,45188,3348,,
Knight Frank LLP,12751,90224203,Management Consulting - Business & corporate ,45170,45188,4111.69,,
Lalu Catering Services Ltd,77191,0000021,External Catering,45133,45188,500,,
Lintbells Ltd,59398,0000343758,Police Dogs Veterinary Services Contract,45161,45188,3815.23,,
London Borough of Barking and Dagenham,19242,200096856|#|102695,General Rates,45184,45188,341,,
London Borough of Barking and Dagenham,19242,200178729|#|102693,General Rates,45184,45188,611,,
London Borough of Barking and Dagenham,19242,200301554|#|102697,General Rates,45184,45188,1796,,
London Borough of Barking and Dagenham,19242,200178664|#|102694,General Rates,45184,45188,5533,,
London Borough of Barking and Dagenham,19242,200255859|#|102696,General Rates,45184,45188,32186,,
London Borough of Barking and Dagenham,19242,200191010|#|102692,General Rates,45184,45188,44688,,
