Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   3,,,,,,
Start Date:  28 May 2023,,,,,,
End Date:   24 June 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,B HEPWORTH & CO LTD,Stock of Fleet,1005\5110283913,07 Jun 2023,350.00,
TFL CORPORATE,PAULO CÂMARA THERAPY,Management & Support Consultancy,1001\5110286708,13 Jun 2023,350.00,
TFL CORPORATE,AGIITO LIMITED,Staff Travel (Business Fares),1001\1900169621,21 Jun 2023,349.88,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075319,31 May 2023,349.01,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101171949,15 Jun 2023,348.90,
TRANSPORT TRADING LTD,DIGITAL ID LTD ,Building Maintenance & Repairs,1004\5110277624,01 Jun 2023,348.85,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171092,14 Jun 2023,348.80,
LONDON UNDERGROUND LTD,RYGOR COMMERCIALS LTD,Vehicle Repairs & Maintenance,1005\5110265127,31 May 2023,348.60,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017799,07 Jun 2023,348.44,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Vehicle Repairs & Maintenance,1005\5110283320,07 Jun 2023,348.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005\5110269768,06 Jun 2023,347.85,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Stock of Fleet,1031\5110286532,13 Jun 2023,347.73,
LONDON BUS SERVICES LTD,MOBILE FLEETWASH UK LTD,Vehicle Repairs & Maintenance,1006\5110282582,05 Jun 2023,347.22,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101172003,15 Jun 2023,347.20,
TFL CORPORATE,PROJECT SKILLS SOLUTIONS LTD,Staff Training,1001\5110289252,19 Jun 2023,347.00,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017822,07 Jun 2023,346.98,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172763,21 Jun 2023,346.85,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101166668,29 May 2023,346.60,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110279880,07 Jun 2023,346.40,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004\1901695161,20 Jun 2023,346.19,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101169340,07 Jun 2023,346.15,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110279802,30 May 2023,345.32,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Stock of Fleet,1005\5110286908,13 Jun 2023,345.20,
LONDON TRANSPORT MUSEUM,CEOSBORNEDESIGNS,Management & Support Consultancy,1011\5110280406,31 May 2023,345.00,
LONDON UNDERGROUND LTD,AUTOMATIC TEST SERVICES LTD,Civil Engineering Construction Works,1005\5110284733,12 Jun 2023,345.00,
LONDON UNDERGROUND LTD,CHAINSTREAM UK LTD,Fleet,1005\5110250725,19 Jun 2023,345.00,
LONDON UNDERGROUND LTD,CHAINSTREAM UK LTD,Fleet,1005\5110253378,19 Jun 2023,345.00,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261086,07 Jun 2023,344.64,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110276080,07 Jun 2023,344.55,
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005\5110280194,21 Jun 2023,344.21,
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005\5110280205,21 Jun 2023,344.21,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901694596,07 Jun 2023,343.72,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901694561,07 Jun 2023,343.44,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005\5110270994,07 Jun 2023,343.33,
LONDON UNDERGROUND LTD,VAN VYNCK ENVIRONMENTAL LTD,Health & Safety Pest Control,1005\5110278419,01 Jun 2023,342.59,
LONDON UNDERGROUND LTD,VAN VYNCK ENVIRONMENTAL LTD,Health & Safety Pest Control,1005\5110278427,01 Jun 2023,342.59,
TFL CORPORATE,BANNER GROUP LIMITED,Furniture & Equipment,1001\5110275999,19 Jun 2023,342.58,
LONDON UNDERGROUND LTD,ARCO PROFESSIONAL SAFETY SERV. LTD,Building Maintenance & Repairs,1005\5110280302,21 Jun 2023,342.50,
LUL NOMINEE BCV LIMITED,FIBREPLUS LTD,Maintenance Materials,1033\5110286944,16 Jun 2023,342.40,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1031\5110277851,19 Jun 2023,342.30,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Stock of Signals and Electricals,1005\5110285983,12 Jun 2023,342.00,
LONDON UNDERGROUND LTD,MENDIP MEDIA GROUP LTD,Transcription,1005\5110281524,06 Jun 2023,341.72,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017909,21 Jun 2023,341.53,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Stock of Fleet,1031\5110267938,31 May 2023,341.00,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110277061,07 Jun 2023,341.00,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Stock of Fleet,1031\5110276926,13 Jun 2023,341.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110271813,09 Jun 2023,340.71,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101167884,05 Jun 2023,340.70,
TFL CORPORATE,AGIITO LIMITED,Staff Travel (Business Fares),1001\1900169610,20 Jun 2023,340.10,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260431,31 May 2023,340.00,
TFL CORPORATE,AGIITO LIMITED,Hotel Accommodation,1001\1900169586,12 Jun 2023,340.00,
TFL CORPORATE,AGIITO LIMITED,Hotel Accommodation,1001\1900169587,12 Jun 2023,340.00,
TFL CORPORATE,AGIITO LIMITED,Hotel Accommodation,1001\1900169588,12 Jun 2023,340.00,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110276870,14 Jun 2023,340.00,
TFL CORPORATE,KINGSBEECH LTD,Fleet,1001\5110289272,21 Jun 2023,340.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1005\5110277879,21 Jun 2023,339.90,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110276987,07 Jun 2023,339.84,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110277043,07 Jun 2023,339.84,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110277047,07 Jun 2023,339.84,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110277049,07 Jun 2023,339.84,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110277064,07 Jun 2023,339.84,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110277065,07 Jun 2023,339.84,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110273823,14 Jun 2023,339.72,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Plant & Equipment Purchases,1005\5110284754,08 Jun 2023,339.17,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004\1901694958,14 Jun 2023,339.11,
SURFACE TRANSPORT CORP,CMA BUILDING SERVICES LTD TRAIDING,General Fees & Charges,1002\1900075691,21 Jun 2023,339.00,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901694923,21 Jun 2023,338.57,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004\1901694959,14 Jun 2023,338.46,
LONDON UNDERGROUND LTD,IMI NORGREN LTD,Stock of Other Spares,1005\5110273551,13 Jun 2023,338.20,
TFL CORPORATE,MEDIAEDGE,Advertising,1001\5110276978,06 Jun 2023,337.84,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110277051,07 Jun 2023,337.64,
TFL CORPORATE,CUTWEL LTD,Fleet,1001\5110281117,05 Jun 2023,337.50,
LONDON UNDERGROUND LTD,GT GETTAXI (UK) LTD,PCO Outsourced Services,1005\5110284631,08 Jun 2023,336.26,
TRANSPORT TRADING LTD,GRAYSONS HOSPITALITY LIMITED,Caterers Service Charges,1004\5110290400,21 Jun 2023,336.02,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1005\5110268498,02 Jun 2023,335.64,
LONDON UNDERGROUND LTD,BIFFA WASTE SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005\5110283355,21 Jun 2023,335.56,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110268462,02 Jun 2023,335.20,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110270674,31 May 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110270720,31 May 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110270728,31 May 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110272840,07 Jun 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110272843,07 Jun 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110272846,07 Jun 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110275510,14 Jun 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110275516,14 Jun 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110275518,14 Jun 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110281475,21 Jun 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110281476,21 Jun 2023,335.00,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110281743,21 Jun 2023,335.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110279514,23 Jun 2023,334.86,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1020\5110276931,13 Jun 2023,334.62,
LONDON UNDERGROUND LTD,LAKEDALE POWER TOOLS,Electrical Equipment Maintenance,1005\5110274939,16 Jun 2023,334.60,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275677,07 Jun 2023,333.80,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275680,07 Jun 2023,333.80,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275683,07 Jun 2023,333.80,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275684,07 Jun 2023,333.80,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275687,07 Jun 2023,333.80,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275690,07 Jun 2023,333.80,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Security Services (Guards),1005\5110274579,14 Jun 2023,333.60,
LONDON UNDERGROUND LTD,VOITH TURBO LTD,Fleet,1005\5110273584,12 Jun 2023,333.06,
LONDON UNDERGROUND LTD,PABLON TOOLS LTD,Maintenance Materials,1005\5110287869,15 Jun 2023,332.40,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170015,07 Jun 2023,332.11,
TFL CORPORATE,CUTWEL LTD,Fleet,1001\5110280149,31 May 2023,332.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110277729,21 Jun 2023,331.97,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110275369,16 Jun 2023,331.96,
LONDON UNDERGROUND LTD,CITY SPRINT UK LTD,Couriers,1005\1900260692,16 Jun 2023,331.36,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110286968,13 Jun 2023,331.12,
TFL CORPORATE,AGIITO LIMITED,Hotel Accommodation,1001\1900169589,12 Jun 2023,331.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110286889,14 Jun 2023,330.00,
LONDON UNDERGROUND LTD,HELLERMANN TYTON,Stock of Signals and Electricals,1005\5110279077,21 Jun 2023,330.00,
SURFACE TRANSPORT CORP,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1002\5110289629,23 Jun 2023,330.00,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Stock of Fleet,1031\5110286864,13 Jun 2023,329.80,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Advertising,1001\5110278099,31 May 2023,329.79,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101105452,15 Jun 2023,329.70,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004\1901695162,21 Jun 2023,329.60,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101170711,12 Jun 2023,328.90,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017796,07 Jun 2023,328.78,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1001\5110285024,14 Jun 2023,328.75,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101167481,02 Jun 2023,328.55,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Uniforms,1020\5110278797,21 Jun 2023,328.10,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5110271677,07 Jun 2023,328.07,
LUL NOMINEE SSL LIMITED,SMALL ORDER SPRINGS & PRESSINGS LTD,Stock of Fleet,1031\5110273659,12 Jun 2023,328.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1005\5110285907,12 Jun 2023,328.00,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Computer Consumables,1033\5110279423,22 Jun 2023,327.68,
LONDON UNDERGROUND LTD,MEDWAY SLING COMPANY MKT LTD,Stock of Fleet,1005\5110289740,21 Jun 2023,327.50,
TFL CORPORATE,COMPUTACENTER PLC,Computer Consumables,1001\5110277813,21 Jun 2023,327.30,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110279225,21 Jun 2023,327.12,
LONDON UNDERGROUND LTD,BOC GASES,Plant & Equipment Purchases,1005\5110285196,13 Jun 2023,326.85,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Stock of Lifts and Escalators,1005\5110286962,13 Jun 2023,326.62,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110263167,14 Jun 2023,326.48,
LONDON RIVER SERVICES LTD,RS COMPONENTS LTD,Fire and Safety Equipment,1007\5110268557,05 Jun 2023,326.15,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Building Maintenance & Repairs,1005\5110268510,02 Jun 2023,326.06,
LUL NOMINEE BCV LIMITED,BANNER GROUP LIMITED,Furniture & Equipment,1033\5110266917,31 May 2023,325.75,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110263081,08 Jun 2023,325.71,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005\5110270996,07 Jun 2023,325.56,
RFL (IINFRASTRUCTURE) LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1025\5110285647,15 Jun 2023,325.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275655,07 Jun 2023,325.48,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Stock of Fleet,1005\5110287380,14 Jun 2023,325.20,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110278881,30 May 2023,325.00,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110278956,30 May 2023,325.00,
LONDON UNDERGROUND LTD,HIREMECH LTD,Electrical Equipment Maintenance,1005\5110286773,13 Jun 2023,325.00,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110275817,14 Jun 2023,325.00,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110276874,14 Jun 2023,325.00,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900260664,12 Jun 2023,324.90,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900260665,12 Jun 2023,324.90,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900260666,12 Jun 2023,324.90,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Lifts and Escalators,1005\5110277926,21 Jun 2023,324.81,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Maintenance Materials,1031\5110275209,14 Jun 2023,324.72,
DIAL A RIDE,ACCESS INDEPENDENT LTD,Management & Support Consultancy,1010\5110281384,06 Jun 2023,324.48,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110273843,14 Jun 2023,324.39,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110273893,12 Jun 2023,324.16,
LONDON UNDERGROUND LTD,4-RAIL SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005\5110278232,31 May 2023,324.00,
LONDON UNDERGROUND LTD,4-RAIL SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005\5110278235,31 May 2023,324.00,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110275490,14 Jun 2023,324.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Signals and Electricals,1005\5110278616,21 Jun 2023,324.00,
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,Office Accommodation Moves,1004\5110285580,14 Jun 2023,323.80,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017807,07 Jun 2023,323.68,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017808,07 Jun 2023,323.68,
TTL PROPERTIES LTD,E.ON NEXT ENERGY LTD,Electricity,1040\1900005298,09 Jun 2023,323.13,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110275214,14 Jun 2023,323.00,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901694429,31 May 2023,322.71,
TFL CORPORATE,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1001\1900173282,15 Jun 2023,322.35,
TFL CORPORATE,RICS BUSINESS SERVICES,Staff Training,1001\5110273053,07 Jun 2023,322.00,
LONDON UNDERGROUND LTD,KINGDOM VALUES LTD,Plant & Equipment Purchases,1005\5110286739,16 Jun 2023,322.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005\5110278545,21 Jun 2023,321.57,
LT MUSEUM TRADING LTD,ARTISAN PEOPLE,Agency Staff,1024\5110284527,08 Jun 2023,321.44,
TFL CORPORATE,CUTWEL LTD,Fleet,1001\5110284270,12 Jun 2023,321.34,
SURFACE TRANSPORT CORP,TOOMEY SCAFFOLDING,General Fees & Charges,1002\1900075688,21 Jun 2023,321.00,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004\1901695064,16 Jun 2023,320.78,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275614,07 Jun 2023,320.67,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110275907,07 Jun 2023,320.67,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1005\5110278641,21 Jun 2023,320.14,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Fleet,1031\5110286951,13 Jun 2023,320.04,
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,General Insurance,1001\5110279101,30 May 2023,320.00,
RAIL FOR LONDON LIMITED,SAFEGUARD PEST CONTROL,Building Maintenance & Repairs,1020\5110283252,07 Jun 2023,320.00,
DIAL A RIDE,EVEAN,Vehicle Repairs & Maintenance,1010\5110278890,07 Jun 2023,320.00,
LUL NOMINEE SSL LIMITED,KARAS PLATING LTD,Stock Issues - Repairables,1031\5110286603,14 Jun 2023,320.00,
LONDON UNDERGROUND LTD,PABLON TOOLS LTD,Maintenance Materials,1005\5110280896,01 Jun 2023,319.97,
LUL NOMINEE SSL LIMITED,FAIVELEY TRANSPORT,Fleet,1031\5110284023,09 Jun 2023,319.96,
LONDON UNDERGROUND LTD,GRINSTY RAIL LTD,Fleet,1005\5110278270,30 May 2023,319.94,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017897,21 Jun 2023,319.88,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101170936,12 Jun 2023,319.40,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900261551,19 Jun 2023,319.26,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110267950,31 May 2023,319.16,
TFL CORPORATE,COMPUTACENTER PLC,Manage IT Services,1001\5110272605,07 Jun 2023,319.10,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,Stock of Fleet,1005\5110278721,21 Jun 2023,318.50,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110279369,21 Jun 2023,318.46,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101174412,23 Jun 2023,318.35,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005\5110278589,21 Jun 2023,318.33,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Advertising,1001\5110287223,19 Jun 2023,318.24,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110280963,01 Jun 2023,318.08,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110270900,07 Jun 2023,318.08,
LONDON BUS SERVICES LTD,CAMBER SECURITY SYSTEMS LIMITED,Building Maintenance & Repairs,1006\5110277671,09 Jun 2023,318.00,
LONDON BUS SERVICES LTD,CAMBER SECURITY SYSTEMS LIMITED,Building Maintenance & Repairs,1006\5110277679,09 Jun 2023,318.00,
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Computer Hardware,1005\5110278834,21 Jun 2023,317.90,
LONDON UNDERGROUND LTD,CITY SPRINT UK LTD,Couriers,1005\1900260264,09 Jun 2023,317.52,
TFL CORPORATE,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1001\1900173241,14 Jun 2023,317.40,
LT MUSEUM TRADING LTD,BENUGO,Caterers Service Charges,1024\5110278183,20 Jun 2023,317.26,
RAIL FOR LONDON LIMITED,AGIITO LIMITED,Staff Travel (Business Fares),1020\1900007974,13 Jun 2023,316.60,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110275210,14 Jun 2023,316.50,
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Traffic Signals,1002\5110284364,14 Jun 2023,315.92,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Plant & Equipment Purchases,1033\5110268452,01 Jun 2023,315.90,
LONDON TRANSPORT MUSEUM,COMBINED PRECISION,Computer Consumables,1011\5110281040,01 Jun 2023,315.82,
LONDON TRANSPORT MUSEUM,COMBINED PRECISION,Computer Consumables,1011\5110281072,01 Jun 2023,315.82,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101169028,06 Jun 2023,315.48,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110278874,30 May 2023,315.00,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110280191,31 May 2023,315.00,
LONDON UNDERGROUND LTD,GRINSTY RAIL LTD,Fleet,1005\5110279152,31 May 2023,315.00,
LONDON UNDERGROUND LTD,FIREBLITZ EXTINGUISHER LTD,Fleet,1005\5110281393,21 Jun 2023,315.00,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Fleet,1033\5110279473,23 Jun 2023,314.60,
LONDON TRANSPORT MUSEUM,ROYAL MAIL,Postage,1011\5110271548,05 Jun 2023,314.50,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Document Archive & Storage,1005\5110269432,07 Jun 2023,314.14,
LONDON UNDERGROUND LTD,COMPUTACENTER PLC,Telephony Fixed,1005\5110274468,14 Jun 2023,313.90,
RAIL FOR LONDON LIMITED,SYNECTICS SECURITY LTD,Computer Software,1020\5110279013,30 May 2023,313.50,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110271707,08 Jun 2023,313.36,
TFL CORPORATE,HAYLEY GROUP PLC,Uniforms,1001\5110269393,06 Jun 2023,312.80,
RFL (IINFRASTRUCTURE) LTD,AGIITO LIMITED,Hotel Accommodation,1025\1900001566,05 Jun 2023,312.62,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005\5110278687,21 Jun 2023,312.47,
