Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  6,,,,,,
Start Date:  20 August 2023,,,,,,
End Date: 16 September 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,REDACTED,Fleet,1005/5110328767,15 Sep 2023,"3,707.20",
RAIL FOR LONDON LIMITED,R S CLARE & CO LTD,N/A,1020/5110315889,06 Sep 2023,"3,707.06",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183274,23 Aug 2023,"3,697.12",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183314,23 Aug 2023,"3,691.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184546,30 Aug 2023,"3,691.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185134,06 Sep 2023,"3,691.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186887,13 Sep 2023,"3,691.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184375,30 Aug 2023,"3,684.75",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185175,06 Sep 2023,"3,684.75",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186103,13 Sep 2023,"3,684.75",
LUL NOMINEE SSL LIMITED,Kelly Integrated Transport Serv ltd,Signalling Systems,1031/5110316645,11 Sep 2023,"3,682.66",
TRANSPORT TRADING LTD,Quadient UK Ltd,Postage,1004/5110324026,06 Sep 2023,"3,681.39",
LONDON UNDERGROUND LTD,Delatim Limited,Building Maintenance & Repairs,1005/5110329003,15 Sep 2023,"3,674.74",
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Fire and Safety Equipment,1005/5110317843,23 Aug 2023,"3,666.38",
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110316177,30 Aug 2023,"3,650.23",
TTL PROPERTIES LTD,Faithful & Gould,Management & Support Consultancy,1040/5110311037,29 Aug 2023,"3,648.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Signalling Systems,1005/5110312157,22 Aug 2023,"3,648.00",
LONDON UNDERGROUND LTD,RS Components Ltd,Electrical Equipment Maintenance,1005/5110321663,06 Sep 2023,"3,645.68",
LONDON UNDERGROUND LTD,Transport Investigations Ltd,Agency Staff,1005/5110317299,22 Aug 2023,"3,645.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182799,23 Aug 2023,"3,644.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182808,23 Aug 2023,"3,644.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183946,30 Aug 2023,"3,644.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184004,30 Aug 2023,"3,644.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185327,06 Sep 2023,"3,644.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186593,13 Sep 2023,"3,644.00",
RFL (IINFRASTRUCTURE) LTD,Hiremech Limited,Plant & Equipment Purchases,1025/5110327694,13 Sep 2023,"3,643.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184169,30 Aug 2023,"3,641.19",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185181,06 Sep 2023,"3,641.19",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185190,06 Sep 2023,"3,641.19",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186102,13 Sep 2023,"3,641.19",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186520,13 Sep 2023,"3,641.19",
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Equipment Repairs & Maintenance,1005/5110314220,12 Sep 2023,"3,639.53",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Electrical & Electronic Engineering,1031/5110318045,12 Sep 2023,"3,631.95",
LUL NOMINEE SSL LIMITED,Schaeffler (UK) Ltd,Fleet,1031/5110312978,29 Aug 2023,"3,628.80",
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,N/A,1020/5110307175,21 Aug 2023,"3,627.72",
RFL (IINFRASTRUCTURE) LTD,RS Components Ltd,Building Maintenance & Repairs,1025/5110309072,24 Aug 2023,"3,627.22",
LONDON UNDERGROUND LTD,Equans Services Limited,Equipment Repairs & Maintenance,1005/5110319262,30 Aug 2023,"3,627.01",
TFL CORPORATE,Currie & Brown UK Limited,Management & Support Consultancy,1001/5110322935,01 Sep 2023,"3,625.00",
LONDON UNDERGROUND LTD,L.B FOSTER RAIL TECHNOLOGIES(UK)LTD,Fleet,1005/5110323619,07 Sep 2023,"3,625.00",
LONDON UNDERGROUND LTD,Robert Stevens & Sons Ltd,Connect PFI Service Costs,1005/5110316686,31 Aug 2023,"3,622.00",
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Traffic Signals,1002/5110308822,23 Aug 2023,"3,619.95",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Computer Hardware,1005/5110308126,22 Aug 2023,"3,610.23",
RAIL FOR LONDON LIMITED,Simply 4 Group Ltd,Professional Engineering Services,1020/5110320513,08 Sep 2023,"3,610.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182833,23 Aug 2023,"3,607.48",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184421,30 Aug 2023,"3,607.48",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185004,06 Sep 2023,"3,607.48",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186545,13 Sep 2023,"3,607.48",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183417,23 Aug 2023,"3,605.70",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184044,30 Aug 2023,"3,605.70",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185131,06 Sep 2023,"3,605.70",
LONDON UNDERGROUND LTD,BF Bassett & Findley Ltd,Connect PFI Service Costs,1005/5110293950,31 Aug 2023,"3,602.00",
TFL CORPORATE,DeepStore Limited,Document Archive & Storage,1001/5110327760,13 Sep 2023,"3,600.77",
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110326180,13 Sep 2023,"3,600.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185370,06 Sep 2023,"3,597.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186988,13 Sep 2023,"3,597.50",
TFL CORPORATE,Links Signs,Street Furniture,1001/5110321804,04 Sep 2023,"3,596.00",
DOCKLANDS LIGHT RAILWAY,Worldline IT Services UK Ltd,Computer Software,1012/5110308266,23 Aug 2023,"3,594.43",
SURFACE TRANSPORT CORP,MITIE Cleaning & Environmental,Building Maintenance & Repairs,1002/5110311655,25 Aug 2023,"3,588.75",
LONDON UNDERGROUND LTD,TIFLEX LTD,Stock Of Track,1005/5110315975,06 Sep 2023,"3,582.80",
LONDON UNDERGROUND LTD,Tidyco Ltd,Plant & Equipment Purchases,1005/5110302837,13 Sep 2023,"3,580.18",
SURFACE TRANSPORT CORP,GTT-EMEA LIMITED,CCS Service Contract,1002/5110317259,04 Sep 2023,"3,577.04",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110316474,14 Sep 2023,"3,575.88",
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,Rates,1004/1901697044,01 Sep 2023,"3,575.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF SUTTON,Rates,1004/1901696988,01 Sep 2023,"3,573.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184751,30 Aug 2023,"3,572.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185495,06 Sep 2023,"3,572.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186324,13 Sep 2023,"3,572.00",
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Stationery,1002/5110326435,13 Sep 2023,"3,564.90",
LONDON UNDERGROUND LTD,ARRIVA LONDON NORTH LTD,Franchise/Concession Fixed Fee,1005/5110310285,23 Aug 2023,"3,562.50",
LONDON UNDERGROUND LTD,C E F,Building Maintenance & Repairs,1005/5110310915,29 Aug 2023,"3,560.30",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BROMLEY,Rates,1004/1901696963,01 Sep 2023,"3,558.00",
TFL CORPORATE,Comtec Cable Accessories Ltd,Manage IT Services,1001/5110313628,30 Aug 2023,"3,554.59",
TTL PROPERTIES LTD,JNG CONSTRUCTION & ENGINEERING LTD,Building Maintenance & Repairs,1040/5110320554,30 Aug 2023,"3,553.47",
TTL PROPERTIES LTD,JNG CONSTRUCTION & ENGINEERING LTD,Building Maintenance & Repairs,1040/5110322093,07 Sep 2023,"3,553.47",
RAIL FOR LONDON LIMITED,K & L Gates,Legal Fees,1020/5110325819,08 Sep 2023,"3,545.00",
SURFACE TRANSPORT CORP,Concept Information Technology,Management & Support Consultancy,1002/5110318393,31 Aug 2023,"3,540.00",
SURFACE TRANSPORT CORP,Concept Information Technology,Management & Support Consultancy,1002/5110322666,12 Sep 2023,"3,540.00",
SURFACE TRANSPORT CORP,Concept Information Technology,Management & Support Consultancy,1002/5110325846,08 Sep 2023,"3,540.00",
LONDON UNDERGROUND LTD,JNG CONSTRUCTION & ENGINEERING LTD,Civil Engineering Construction Works,1005/5110319873,24 Aug 2023,"3,539.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900266098,23 Aug 2023,"3,535.70",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900266449,30 Aug 2023,"3,535.70",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900266871,06 Sep 2023,"3,535.70",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900266949,06 Sep 2023,"3,535.70",
LONDON UNDERGROUND LTD,Lindner Interiors Limited,Connect PFI Service Costs,1005/5110317356,21 Aug 2023,"3,530.68",
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901696971,01 Sep 2023,"3,524.00",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110310442,25 Aug 2023,"3,515.03",
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Ticket & Pass Production,1004/5110321774,04 Sep 2023,"3,511.26",
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005/5110307787,21 Aug 2023,"3,507.40",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184338,30 Aug 2023,"3,504.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184364,30 Aug 2023,"3,504.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184365,30 Aug 2023,"3,504.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187031,13 Sep 2023,"3,504.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187098,13 Sep 2023,"3,504.00",
LUL NOMINEE SSL LIMITED,Siemens Mobility Limited,Electrical & Electronic Engineering,1031/5110318149,13 Sep 2023,"3,500.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183333,23 Aug 2023,"3,500.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184911,30 Aug 2023,"3,500.50",
TTL PROPERTIES LTD,Insight Executive Group Limited,Management & Support Consultancy,1040/5110324029,04 Sep 2023,"3,500.00",
TTL PROPERTIES LTD,Insight Executive Group Limited,Management & Support Consultancy,1040/5110324087,05 Sep 2023,"3,500.00",
TTL PROPERTIES LTD,Insight Executive Group Limited,Management & Support Consultancy,1040/5110324088,05 Sep 2023,"3,500.00",
LONDON TRANSPORT MUSEUM,Jen Kavanagh Ltd,Management & Support Consultancy,1011/5110326581,11 Sep 2023,"3,500.00",
TRANSPORT TRADING LTD,SUKUMAR SIVASUNDARAM  NSS FOOD AND,Transys Control - TTL,1004/1901696800,23 Aug 2023,"3,500.00",
LONDON UNDERGROUND LTD,WESSEX ROPE AND PACKAGING LTD,N/A,1005/5110328326,14 Sep 2023,"3,500.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182807,23 Aug 2023,"3,498.96",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183985,30 Aug 2023,"3,498.96",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186903,13 Sep 2023,"3,498.96",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Signalling Systems,1020/5110316580,06 Sep 2023,"3,492.00",
LUL NOMINEE SSL LIMITED,Tidyco Ltd,N/A,1031/5110311569,29 Aug 2023,"3,489.06",
LONDON UNDERGROUND LTD,Equans Services Limited,Connect PFI Service Costs,1005/5110327058,12 Sep 2023,"3,485.18",
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004/1901697034,01 Sep 2023,"3,481.00",
CYCLE HIRE SCHEME,MediaEdge:CIA,Advertising,1016/5110320003,08 Sep 2023,"3,479.18",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182824,23 Aug 2023,"3,476.65",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184532,30 Aug 2023,"3,476.65",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184992,06 Sep 2023,"3,476.65",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186532,13 Sep 2023,"3,476.65",
LONDON UNDERGROUND LTD,Pablon Tools Limited,N/A,1005/5110319859,24 Aug 2023,"3,474.18",
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110316753,11 Sep 2023,"3,473.04",
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900004825,23 Aug 2023,"3,467.03",
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900004848,30 Aug 2023,"3,467.03",
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900004859,06 Sep 2023,"3,467.03",
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900004889,13 Sep 2023,"3,467.03",
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110325910,13 Sep 2023,"3,466.80",
RAIL FOR LONDON LIMITED,HANNING & KAHL GmbH & Co KG,Exchange Gain Realised,1020/2000072074,30 Aug 2023,"3,465.20",
LT MUSEUM TRADING LTD,Bucher and Harrison Ltd,LTM Purchase of Toys for Resale,1024/1900023524,23 Aug 2023,"3,465.00",
LONDON UNDERGROUND LTD,JAFCO TOOLS LTD,N/A,1005/5110319019,13 Sep 2023,"3,461.90",
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900004821,23 Aug 2023,"3,460.80",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306739,24 Aug 2023,"3,459.79",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306742,24 Aug 2023,"3,457.79",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004/1901697010,01 Sep 2023,"3,456.00",
SURFACE TRANSPORT CORP,London Borough of Lewisham,Street Furniture,1002/5110326311,13 Sep 2023,"3,455.00",
TRANSPORT TRADING LTD,MITIE FM LIMITED,Security Services (Guards),1004/5110316405,21 Aug 2023,"3,450.59",
LONDON UNDERGROUND LTD,BRITISH SAFETY COUNCIL,Staff Training,1005/5110320674,25 Aug 2023,"3,450.00",
TFL CORPORATE,Hyder Consulting (UK) Ltd,Planning & Development Consultancy,1001/5110315172,06 Sep 2023,"3,450.00",
LUL NOMINEE BCV LIMITED,NEEDS LTD,Track General Maintenance,1033/5110312192,30 Aug 2023,"3,450.00",
SURFACE TRANSPORT CORP,JC Decaux UK Ltd,Civil Engineering Construction Works,1002/5110310521,23 Aug 2023,"3,444.20",
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004/1901697048,01 Sep 2023,"3,442.00",
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110317050,25 Aug 2023,"3,440.00",
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110319858,25 Aug 2023,"3,440.00",
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110322921,04 Sep 2023,"3,440.00",
CYCLE HIRE SCHEME,Mace Macro Ltd,Franchise/Concession Fixed Fee,1016/5110326389,15 Sep 2023,"3,438.98",
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110321139,30 Aug 2023,"3,435.62",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186001,06 Sep 2023,"3,432.88",
LONDON UNDERGROUND LTD,Pablon Tools Limited,N/A,1005/5110319846,24 Aug 2023,"3,426.50",
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110316172,29 Aug 2023,"3,425.00",
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110320838,30 Aug 2023,"3,425.00",
LUL NOMINEE SSL LIMITED,OTE Precision Engineering (UK) Ltd,N/A,1031/5110314709,30 Aug 2023,"3,425.00",
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110294059,29 Aug 2023,"3,421.80",
TFL CORPORATE,CDW Limited,Computer Hardware,1001/5110313989,30 Aug 2023,"3,418.80",
LUL NOMINEE BCV LIMITED,Turner Tools Ltd Inc Besco Ind.,Equipment Repairs & Maintenance,1033/5110324493,06 Sep 2023,"3,418.78",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186174,13 Sep 2023,"3,418.77",
LONDON UNDERGROUND LTD,PERCY LANE PRODUCTS,Fleet,1005/5110318293,23 Aug 2023,"3,417.32",
LONDON UNDERGROUND LTD,PERCY LANE PRODUCTS,Fleet,1005/5110318295,23 Aug 2023,"3,417.32",
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110317059,21 Aug 2023,"3,410.00",
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110319861,25 Aug 2023,"3,410.00",
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110322905,04 Sep 2023,"3,410.00",
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110322911,04 Sep 2023,"3,410.00",
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110307995,23 Aug 2023,"3,394.56",
LONDON BUS SERVICES LTD,Computacenter Plc,Computer Consumables,1006/5110311240,30 Aug 2023,"3,393.05",
TFL CORPORATE,Senator International Ltd,Office Accommodation Moves,1001/5110309182,23 Aug 2023,"3,390.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185373,06 Sep 2023,"3,386.40",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186989,13 Sep 2023,"3,386.40",
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,N/A,1005/5110322881,01 Sep 2023,"3,383.04",
LONDON UNDERGROUND LTD,Coughtrie International,Civil Engineering Construction Works,1005/5110321183,29 Aug 2023,"3,382.40",
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,N/A,1005/5110310386,25 Aug 2023,"3,381.35",
LUL NOMINEE SSL LIMITED,Siemens Mobility Limited,Traction Current,1031/5110318814,13 Sep 2023,"3,380.07",
CYCLE HIRE SCHEME,VCCP Group LLP,Production Artwork And Design For Marketing,1016/5110317660,13 Sep 2023,"3,380.00",
SURFACE TRANSPORT CORP,CSTS Ltd,Road Maintenance,1002/5110311428,25 Aug 2023,"3,377.92",
RFL (IINFRASTRUCTURE) LTD,AEG Power Solutions Ltd,Civil Engineering Construction Works,1025/5110309923,25 Aug 2023,"3,374.74",
SURFACE TRANSPORT CORP,ATKINS LIMITED,Civil Engineering Construction Works,1002/5110315291,06 Sep 2023,"3,368.42",
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Maintenance Materials,1025/5110308884,23 Aug 2023,"3,368.20",
LONDON UNDERGROUND LTD,Instarmac Group Limited,N/A,1005/5110320176,24 Aug 2023,"3,364.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183150,23 Aug 2023,"3,364.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183972,30 Aug 2023,"3,364.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306804,24 Aug 2023,"3,359.22",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306726,24 Aug 2023,"3,359.22",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314241,31 Aug 2023,"3,359.22",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314252,31 Aug 2023,"3,359.22",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314256,31 Aug 2023,"3,359.22",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314842,31 Aug 2023,"3,359.22",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314843,31 Aug 2023,"3,359.22",
LONDON UNDERGROUND LTD,Assa Abloy Global Solution UK Ltd,Maintenance Materials,1005/5110320623,29 Aug 2023,"3,356.00",
TFL CORPORATE,Creactive Design Limited,Professional Engineering Services,1001/5110321775,04 Sep 2023,"3,355.66",
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110319751,25 Aug 2023,"3,350.00",
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110326185,13 Sep 2023,"3,350.00",
SURFACE TRANSPORT CORP,London Borough of Richmond Upon Tha,Borough Services - Claim Against Pr Yr Accrual,1002/1900076314,06 Sep 2023,"3,350.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183272,23 Aug 2023,"3,348.96",
LUL NOMINEE SSL LIMITED,KINGSBEECH LTD,N/A,1031/5110319621,31 Aug 2023,"3,344.00",
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Stock of Signals and Electricals,1005/5110307329,22 Aug 2023,"3,340.20",
LONDON UNDERGROUND LTD,PES GROUP LTD,Fleet,1005/5110323687,04 Sep 2023,"3,339.95",
DIAL A RIDE,Universal Tyre & Autocentres,Vehicle Running Costs,1010/5110324133,05 Sep 2023,"3,339.72",
LONDON UNDERGROUND LTD,RS Components Ltd,Stationery,1005/5110308462,23 Aug 2023,"3,339.62",
LONDON UNDERGROUND LTD,Daisy Corporate Services TradingLtd,Telephony Fixed,1005/5110317572,12 Sep 2023,"3,338.92",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184377,30 Aug 2023,"3,337.76",
LUL NOMINEE SSL LIMITED,Alstom Engineering & Services LTD,N/A,1031/5110316239,11 Sep 2023,"3,337.50",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,N/A,1020/5110319631,13 Sep 2023,"3,336.58",
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110306330,22 Aug 2023,"3,333.24",
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Manage IT Services,1004/5110320786,29 Aug 2023,"3,332.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900266461,30 Aug 2023,"3,329.70",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005/5110314317,06 Sep 2023,"3,326.70",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183642,23 Aug 2023,"3,322.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184662,30 Aug 2023,"3,322.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185477,06 Sep 2023,"3,322.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186992,13 Sep 2023,"3,322.00",
LONDON BUS SERVICES LTD,Telent Technology Services Ltd,Computer Software,1006/5110319282,13 Sep 2023,"3,307.20",
LONDON UNDERGROUND LTD,JNG CONSTRUCTION & ENGINEERING LTD,Connect PFI Service Costs,1005/5110327010,12 Sep 2023,"3,301.66",
SURFACE TRANSPORT CORP,LA International Computer Consultan,Management & Support Consultancy,1002/5110322838,01 Sep 2023,"3,300.00",
LONDON UNDERGROUND LTD,KETECH SYSTEMS LTD,Vehicle Repairs & Maintenance,1005/5110307212,31 Aug 2023,"3,298.31",
LONDON UNDERGROUND LTD,KETECH SYSTEMS LTD,Vehicle Repairs & Maintenance,1005/5110317329,01 Sep 2023,"3,298.31",
SURFACE TRANSPORT CORP,Hyder Consulting (UK) Ltd,Manage IT Services,1002/5110322810,04 Sep 2023,"3,295.05",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183113,23 Aug 2023,"3,294.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183269,23 Aug 2023,"3,294.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183981,30 Aug 2023,"3,294.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184462,30 Aug 2023,"3,294.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185326,06 Sep 2023,"3,294.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185349,06 Sep 2023,"3,294.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186585,13 Sep 2023,"3,294.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186984,13 Sep 2023,"3,294.80",
TFL CORPORATE,Daisy Corporate Services TradingLtd,Telephony Fixed,1001/5110318750,13 Sep 2023,"3,291.58",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183644,23 Aug 2023,"3,290.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184749,30 Aug 2023,"3,290.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185053,06 Sep 2023,"3,290.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185883,06 Sep 2023,"3,290.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186208,13 Sep 2023,"3,290.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186144,13 Sep 2023,"3,286.14",
