Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   1,,,,,,
Start Date:  1 April 2023,,,,,,
End Date:   29 April 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160968,12-Apr-23,"3,777.40",
LUL NOMINEE SSL LIMITED,FAIVELEY TRANSPORT,Fleet,1031\5110241318,12-Apr-23,"3,777.00",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901693259,21-Apr-23,"3,775.55",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159755,05-Apr-23,"3,774.95",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161173,12-Apr-23,"3,774.95",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162252,19-Apr-23,"3,774.95",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901693358,21-Apr-23,"3,774.25",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901693359,21-Apr-23,"3,774.25",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HARINGEY,Rates,1004\1901693080,20-Apr-23,"3,772.95",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901693880,28-Apr-23,"3,769.34",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110236399,04-Apr-23,"3,763.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160972,12-Apr-23,"3,760.65",
TRANSPORT TRADING LTD,CATERCALL LTD,Caterers Service Charges,1004\5110239459,11-Apr-23,"3,760.00",
TRANSPORT TRADING LTD,TELENT TECHNOLOGY SERVICES LTD,Security Services (Guards),1004\5110242545,18-Apr-23,"3,758.72",
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,PCN and Penalty Fare Processing,1002\5110253286,25-Apr-23,"3,753.68",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163117,26-Apr-23,"3,752.86",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110170166,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110174074,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110174083,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110177117,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110180073,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110186168,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110188499,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110188892,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110191279,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110191295,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110241463,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110245388,06-Apr-23,"3,750.00",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110246820,03-Apr-23,"3,750.00",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110246893,06-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110254630,19-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110254636,13-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110254680,24-Apr-23,"3,750.00",
TFL CORPORATE,CURRIE & BROWN UK LIMITED,Management & Support Consultancy,1001\5110255693,28-Apr-23,"3,750.00",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110256245,17-Apr-23,"3,750.00",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110258030,17-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110258269,18-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110258276,24-Apr-23,"3,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110263447,27-Apr-23,"3,750.00",
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Stock Of Track,1005\5110258557,18-Apr-23,"3,750.00",
TFL CORPORATE,MEVITAE,Management & Support Consultancy,1001\5110245322,19-Apr-23,"3,747.45",
LUL NOMINEE SSL LIMITED,TRELLEBORG INDUSTRIAL AVS,Signalling Systems,1031\5110246824,26-Apr-23,"3,745.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF MERTON,Rates,1004\1901693573,21-Apr-23,"3,742.50",
LUL NOMINEE SSL LIMITED,VALCO UK ENGINEERING LTD,Stock of Fleet,1031\5110238400,05-Apr-23,"3,737.40",
SURFACE TRANSPORT CORP,UK POWER NETWORKS LTD,Electricity,1002\5110246090,12-Apr-23,"3,736.48",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110264592,28-Apr-23,"3,735.00",
SURFACE TRANSPORT CORP,MACLEOD SIMMONDS LTD,Civil Engineering Construction Works,1002\5110255302,05-Apr-23,"3,730.94",
RAIL FOR LONDON LIMITED,O2 UK LTD,Telephony Mobile,1020\1900007894,20-Apr-23,"3,728.47",
LONDON UNDERGROUND LTD,PRISTINE CONDITION LTD,Staff Training,1005\5110246793,03-Apr-23,"3,725.00",
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Stock of Fleet,1031\5110243064,17-Apr-23,"3,725.00",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110247462,06-Apr-23,"3,723.75",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110255616,13-Apr-23,"3,723.75",
LONDON UNDERGROUND LTD,DRAINFORCE LIMITED,Track General Maintenance,1005\5110251367,28-Apr-23,"3,718.88",
LONDON UNDERGROUND LTD,DELVA PATMAN REDLER LLP,Planning & Development Consultancy,1005\5110256570,06-Apr-23,"3,718.75",
RFL (IINFRASTRUCTURE) LTD,UNIVERSAL,Office Accommodation Moves,1025\5110257291,17-Apr-23,"3,717.03",
RAIL FOR LONDON LIMITED,AIRQUICK (NEWARK) LTD,Protective Clothing,1020\5110239690,12-Apr-23,"3,717.00",
LUL NOMINEE BCV LIMITED,TURNER TOOLS LTD INC BESCO IND.,Equipment Repairs & Maintenance,1033\5110263407,26-Apr-23,"3,714.60",
RAIL FOR LONDON LIMITED,SWARCO PEEK TRAFFIC B.V.,Maintenance Materials,1020\5110235612,06-Apr-23,"3,712.26",
LONDON UNDERGROUND LTD,LEO TEXTILES LIMITED,Uniforms,1005\5110259209,19-Apr-23,"3,712.25",
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004\1901692723,20-Apr-23,"3,711.00",
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1005\5110262249,25-Apr-23,"3,708.88",
LUL NOMINEE BCV LIMITED,TURNER TOOLS LTD INC BESCO IND.,Equipment Repairs & Maintenance,1033\5110255064,05-Apr-23,"3,708.50",
TRANSPORT TRADING LTD,ENCOM ENERGY COMPLIANCE CONSULT LTD,Building Maintenance & Repairs,1004\5110238230,05-Apr-23,"3,705.00",
TFL CORPORATE,FAITHFUL+GOULD,Management & Support Consultancy,1001\5110210795,04-Apr-23,"3,699.00",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Stock of Fleet,1020\5110239697,05-Apr-23,"3,698.45",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,Rates,1004\1901693060,20-Apr-23,"3,692.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159468,05-Apr-23,"3,691.55",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HARINGEY,Rates,1004\1901693086,20-Apr-23,"3,686.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161368,12-Apr-23,"3,677.03",
CYCLE HIRE SCHEME,WRAGGE & CO,Legal Fees,1016\5110256885,26-Apr-23,"3,672.00",
LONDON UNDERGROUND LTD,PB DESIGN & DEVELOPMENTS LIMITED,Electrical Equipment Maintenance,1005\5110246656,03-Apr-23,"3,659.00",
RAIL FOR LONDON LIMITED,SWARCO PEEK TRAFFIC B.V.,Signalling Systems,1020\5110235616,06-Apr-23,"3,658.18",
TTL PROPERTIES LTD,ARRIVA RAIL LONDON LTD,Civil Engineering Construction Works,1040\5110258004,25-Apr-23,"3,658.15",
LUL NOMINEE SSL LIMITED,PRV ENGINEERING LTD,Stock of Fleet,1031\5110257609,12-Apr-23,"3,650.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Signalling Systems,1005\5110246646,12-Apr-23,"3,648.00",
TFL CORPORATE,O2 UK LTD,Telephony Mobile,1001\5110252792,26-Apr-23,"3,647.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159618,05-Apr-23,"3,644.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161258,12-Apr-23,"3,644.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161523,19-Apr-23,"3,644.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161524,19-Apr-23,"3,644.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161794,19-Apr-23,"3,644.00",
LUL NOMINEE SSL LIMITED,GBM SERVICES LTD,Operational Cleaning,1031\5110242372,03-Apr-23,"3,642.99",
SURFACE TRANSPORT CORP,CORPORATE DOCUMENT SERVICES LTD,Printing,1002\5110255926,05-Apr-23,"3,642.87",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161219,12-Apr-23,"3,642.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161220,12-Apr-23,"3,642.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAVERING,Rates,1004\1901693126,21-Apr-23,"3,635.20",
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004\1901693498,21-Apr-23,"3,635.20",
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005\5110249160,26-Apr-23,"3,630.12",
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005\5110249162,26-Apr-23,"3,630.12",
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005\5110249165,26-Apr-23,"3,630.12",
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005\5110249167,26-Apr-23,"3,630.12",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163029,26-Apr-23,"3,628.56",
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020\5110242468,17-Apr-23,"3,627.72",
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020\5110242476,17-Apr-23,"3,627.72",
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020\5110251300,25-Apr-23,"3,627.72",
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020\5110242482,17-Apr-23,"3,627.72",
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020\5110245966,24-Apr-23,"3,627.72",
TTL PROPERTIES LTD,JNG CONSTRUCTION & ENGINEERING,Civil Engineering Construction Works,1040\5110249467,17-Apr-23,"3,626.89",
TTL PROPERTIES LTD,JNG CONSTRUCTION & ENGINEERING,Civil Engineering Construction Works,1040\5110252109,11-Apr-23,"3,626.89",
LONDON TRANSPORT MUSEUM,BIG EYES DESIGN LTD,Production Artwork And Design For Marketing,1011\5110256981,12-Apr-23,"3,620.00",
SURFACE TRANSPORT CORP,DAISY CORPORATE SERVICES TRADINGLTD,Computer Software,1002\5110218047,25-Apr-23,"3,617.55",
TRANSPORT TRADING LTD,BEXLEY COUNCIL,Rates,1004\1901692594,20-Apr-23,"3,615.25",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110252244,26-Apr-23,"3,609.55",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110252681,26-Apr-23,"3,609.55",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110253020,26-Apr-23,"3,609.55",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110253036,26-Apr-23,"3,609.55",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110253466,26-Apr-23,"3,609.55",
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005\5110237067,05-Apr-23,"3,608.76",
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005\5110237751,05-Apr-23,"3,608.76",
LONDON UNDERGROUND LTD,SABRE RAIL SERVICES LTD,Fleet,1005\5110254958,26-Apr-23,"3,608.24",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Signalling Systems,1005\5110254263,27-Apr-23,"3,608.08",
LONDON UNDERGROUND LTD,JNG CONSTRUCTION & ENGINEERING,Connect PFI Service Costs,1005\5110262678,26-Apr-23,"3,607.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901693609,21-Apr-23,"3,606.67",
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Uniforms,1005\5110237608,05-Apr-23,"3,606.50",
TTL PROPERTIES LTD,EDF ENERGY,Electricity,1040\1900004613,13-Apr-23,"3,603.44",
LONDON UNDERGROUND LTD,MIKE KERRY CONSULTING LTD,Staff Training,1005\5110255552,05-Apr-23,"3,600.00",
LONDON UNDERGROUND LTD,L C SWITCHGEAR LTD,Fleet,1005\5110245886,24-Apr-23,"3,600.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159912,05-Apr-23,"3,597.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161167,12-Apr-23,"3,597.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162397,19-Apr-23,"3,597.50",
SURFACE TRANSPORT CORP,MITIE CLEANING & ENVIRONMENTAL,Road Maintenance,1002\5110255579,26-Apr-23,"3,588.75",
LUL NOMINEE SSL LIMITED,CREACTIVE DESIGN LTD,Stock Issues - Repairables,1031\5110256963,17-Apr-23,"3,585.20",
LUL NOMINEE SSL LIMITED,CREACTIVE DESIGN LTD,Stock Issues - Repairables,1031\5110259910,21-Apr-23,"3,585.20",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901693245,21-Apr-23,"3,584.00",
LONDON RIVER SERVICES LTD,EXCALIBRE TECHNOLOGIES LTD,Franchise/Concession Fixed Fee,1007\5110263530,25-Apr-23,"3,580.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF SUTTON,Rates,1004\1901692849,20-Apr-23,"3,578.37",
SURFACE TRANSPORT CORP,GTT-EMEA LIMITED,CCS Service Contract,1002\5110260281,24-Apr-23,"3,577.04",
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,Rates,1004\1901693599,21-Apr-23,"3,576.87",
DOCKLANDS LIGHT RAILWAY,HYDER CONSULTING (UK) LTD,Civil Engineering Construction Works,1012\5110236178,05-Apr-23,"3,574.58",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161612,19-Apr-23,"3,572.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161613,19-Apr-23,"3,572.00",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Computer Hardware,1005\5110235177,04-Apr-23,"3,570.96",
LT MUSEUM TRADING LTD,WALLACE SEWELL LTD,Purchase of Furniture for Resale,1024\1900022930,12-Apr-23,"3,570.36",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,MR Construction Costs,1005\5110246860,25-Apr-23,"3,568.21",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,MR Construction Costs,1005\5110246861,25-Apr-23,"3,568.21",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,MR Construction Costs,1005\5110247076,25-Apr-23,"3,568.21",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Stock of Signals and Electricals,1005\5110234453,03-Apr-23,"3,568.09",
LONDON UNDERGROUND LTD,DERLIN CONSTRUCTION LTD,Fleet,1005\5110262208,26-Apr-23,"3,565.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BROMLEY,Rates,1004\1901692617,20-Apr-23,"3,562.00",
LONDON UNDERGROUND LTD,KONECRANES DEMAG UK LTD,Equipment Repairs & Maintenance,1005\5110236069,04-Apr-23,"3,560.00",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901693278,21-Apr-23,"3,559.47",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901693277,21-Apr-23,"3,558.17",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162641,26-Apr-23,"3,555.04",
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110247853,04-Apr-23,"3,553.05",
SURFACE TRANSPORT CORP,SPECIALIST COMPUTER CENTRES LTD,Computer Hardware,1002\5110249890,26-Apr-23,"3,551.77",
SURFACE TRANSPORT CORP,CONCEPT INFORMATION TECHNOLOGY,Management & Support Consultancy,1002\5110256888,27-Apr-23,"3,540.00",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110235066,03-Apr-23,"3,540.00",
LONDON UNDERGROUND LTD,EYRE & ELLISTON LTD,Stock of Fleet,1005\5110253636,18-Apr-23,"3,536.25",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900256470,05-Apr-23,"3,535.70",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257385,12-Apr-23,"3,535.70",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257481,19-Apr-23,"3,535.70",
LUL NOMINEE SSL LIMITED,FAIRHURST GROUP LLP,Civil Engineering Construction Works,1031\5110260032,26-Apr-23,"3,535.00",
PUBLIC CARRIAGE OFFICE,AECOM LTD,Customer Research And Counts,1003\5110245557,19-Apr-23,"3,532.07",
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004\1901692721,20-Apr-23,"3,526.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162858,26-Apr-23,"3,525.24",
LONDON UNDERGROUND LTD,FORWARD CHEMICALS LTD,Stock of Fleet,1005\5110251453,14-Apr-23,"3,525.00",
SURFACE TRANSPORT CORP,GUILDMORE LTD,General Fees & Charges,1002\1900074836,19-Apr-23,"3,522.00",
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Stock of Fleet,1005\5110254251,25-Apr-23,"3,520.70",
LONDON UNDERGROUND LTD,A J WELLS & SONS LTD,Connect PFI Service Costs,1005\5110263764,26-Apr-23,"3,507.00",
LONDON UNDERGROUND LTD,GRINSTY RAIL LTD,Vehicle Repairs & Maintenance,1005\5110255564,06-Apr-23,"3,505.00",
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Office Accommodation Moves,1004\5110246928,28-Apr-23,"3,505.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159353,05-Apr-23,"3,504.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161408,12-Apr-23,"3,504.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161574,19-Apr-23,"3,504.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162332,19-Apr-23,"3,503.76",
DOCKLANDS LIGHT RAILWAY,UK POWER NETWORKS LTD,Electrical Equipment Maintenance,1012\5110255609,26-Apr-23,"3,502.74",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159355,05-Apr-23,"3,500.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161026,12-Apr-23,"3,500.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161572,19-Apr-23,"3,500.50",
TTL PROPERTIES LTD,C & W (U.K.) LLP,Building Maintenance & Repairs,1040\5110247769,26-Apr-23,"3,500.00",
TTL PROPERTIES LTD,C & W (U.K.) LLP,Building Maintenance & Repairs,1040\5110247771,26-Apr-23,"3,500.00",
TTL PROPERTIES LTD,C & W (U.K.) LLP,Building Maintenance & Repairs,1040\5110247773,26-Apr-23,"3,500.00",
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Software Maintenance,1004\5110255557,12-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110170580,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110170593,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110174067,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110174082,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110177073,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110177076,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110177079,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110180061,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110182823,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110186161,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110188420,06-Apr-23,"3,500.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110191312,06-Apr-23,"3,500.00",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110255624,24-Apr-23,"3,500.00",
LONDON RIVER SERVICES LTD,FASTSTREAM RECRUITMENT LTD,Management & Support Consultancy,1007\5110260738,21-Apr-23,"3,500.00",
SURFACE TRANSPORT CORP,HAY & TAY LIMITED,Planning & Development Consultancy,1002\5110246882,03-Apr-23,"3,500.00",
LONDON UNDERGROUND LTD,L C SWITCHGEAR LTD,Traction Current,1005\5110246122,25-Apr-23,"3,500.00",
LONDON UNDERGROUND LTD,WESSEX ROPE AND PACKAGING LTD,Stock Of Track,1005\5110262054,25-Apr-23,"3,500.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159665,05-Apr-23,"3,498.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160423,12-Apr-23,"3,498.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161016,12-Apr-23,"3,498.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161061,12-Apr-23,"3,498.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162221,19-Apr-23,"3,498.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162223,19-Apr-23,"3,498.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162471,19-Apr-23,"3,498.96",
LONDON BUS SERVICES LTD,BRAMBLE.CC LIMITED,Management & Support Consultancy,1006\5110248975,25-Apr-23,"3,498.43",
LONDON UNDERGROUND LTD,JOINTING TECHNOLOGIES,Vehicle Repairs & Maintenance,1005\5110238218,06-Apr-23,"3,497.34",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1031\5110246387,24-Apr-23,"3,494.78",
LONDON UNDERGROUND LTD,J J HARDY & SONS LTD,Stock of Fleet,1005\5110246270,25-Apr-23,"3,490.00",
RAIL FOR LONDON LIMITED,PEI GENESIS LTD,Stock of Fleet,1020\5110256624,06-Apr-23,"3,487.95",
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004\1901693505,21-Apr-23,"3,487.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110238453,26-Apr-23,"3,484.96",
SURFACE TRANSPORT CORP,CSTS LTD,Traffic Signals,1002\5110260120,26-Apr-23,"3,484.03",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162739,26-Apr-23,"3,483.82",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1031\5110250695,19-Apr-23,"3,478.80",
SURFACE TRANSPORT CORP,CSTS LTD,Road Maintenance,1002\5110225929,13-Apr-23,"3,478.55",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Signalling Systems,1005\5110262644,28-Apr-23,"3,465.60",
LUL NOMINEE SSL LIMITED,DELLNER FERRABYRNE LIMITED,Stock Issues - Repairables,1031\5110242081,17-Apr-23,"3,461.76",
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001\5110235991,05-Apr-23,"3,460.00",
TRANSPORT TRADING LTD,DAISY CORPORATE SERVICES TRADINGLTD,Telephony Fixed,1004\5110244543,19-Apr-23,"3,459.11",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BRENT,Rates,1004\1901692605,20-Apr-23,"3,458.07",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901693250,21-Apr-23,"3,456.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159782,05-Apr-23,"3,455.25",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159783,05-Apr-23,"3,455.25",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160391,12-Apr-23,"3,455.25",
