Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  09,,,,,,,,,
Start Date:  12 November 2023,,,,,,,,,
End Date: 09 December 2023,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
LONDON UNDERGROUND LTD,A J WELLS & SONS LTD,Fire and Safety Equipment,1005/5110361021,17 November 2023,994.50,,,,
TFL CORPORATE,Hilti (GB) Ltd,Plant & Equipment Purchases,1001/5110346573,13 November 2023,994.00,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201117,06 December 2023,993.75,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199343,29 November 2023,993.75,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196838,15 November 2023,993.75,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271339,15 November 2023,993.16,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271704,22 November 2023,993.08,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018966,15 November 2023,992.18,,,,
TFL CORPORATE,Computacenter Plc,Signalling Systems,1001/5110360213,06 December 2023,992.16,,,,
LUL NOMINEE BCV LIMITED,RS Components Ltd,Plant & Equipment Purchases,1033/5110348456,15 November 2023,992.16,,,,
LONDON UNDERGROUND LTD,Accrasystems Ltd - T/A Metroseal,Stock of Fleet,1005/5110365700,27 November 2023,992.00,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196596,15 November 2023,991.81,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698580,15 November 2023,991.26,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198029,22 November 2023,990.23,,,,
LONDON UNDERGROUND LTD,TYLER BROS LTD,Stock of Signals and Electricals,1005/5110372122,05 December 2023,990.00,,,,
DIAL A RIDE,Woodall Nicholson Ltd,Vehicle Repairs & Maintenance,1010/5110346484,14 November 2023,990.00,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077461,06 December 2023,989.79,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061743,22 November 2023,989.55,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900062228,06 December 2023,989.55,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061988,29 November 2023,989.55,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061987,29 November 2023,989.55,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900062229,06 December 2023,989.55,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061657,15 November 2023,989.55,,,,
LT MUSEUM TRADING LTD,King and Mcgaw Ltd,LTM Purchase of Posters & Print Prods for Resale,1024/1900023936,28 November 2023,989.28,,,,
LONDON UNDERGROUND LTD,Elmdale Welding & Eng Supplies Ltd,Plant & Equipment Purchases,1005/5110365643,24 November 2023,989.00,,,,
TRANSPORT TRADING LTD,WJB Services Limited,Office Accommodation Moves,1004/5110373208,06 December 2023,987.50,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061777,22 November 2023,987.23,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698912,29 November 2023,986.73,,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110355135,22 November 2023,986.50,,,,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Pumps & Drainage,1005/5110364557,24 November 2023,985.62,,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005/5110359016,28 November 2023,984.92,,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005/5110359014,28 November 2023,984.92,,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005/5110359005,28 November 2023,984.92,,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005/5110359022,28 November 2023,984.92,,,,
LONDON UNDERGROUND LTD,Brookvex IMS Ltd,Printing,1005/5110362957,21 November 2023,984.63,,,,
DIAL A RIDE,Corporate Document Services Ltd,Advertising,1010/5110361397,08 December 2023,984.34,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196883,15 November 2023,982.80,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198552,22 November 2023,982.80,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199999,29 November 2023,982.80,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200976,06 December 2023,982.80,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110340465,17 November 2023,982.43,,,,
TRANSPORT TRADING LTD,BANNER GROUP LIMITED,Stationery,1004/5110359434,06 December 2023,980.48,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196956,15 November 2023,980.40,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004/1901699549,07 December 2023,980.00,,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Infrastructure Maintenance and Repair,1020/5110364276,28 November 2023,980.00,,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Infrastructure Maintenance and Repair,1020/5110359194,16 November 2023,980.00,,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Infrastructure Maintenance and Repair,1020/5110365887,01 December 2023,980.00,,,,
LONDON UNDERGROUND LTD,WJB Services Limited,Office Accommodation Moves,1005/5110361097,15 November 2023,979.70,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077476,06 December 2023,979.30,,,,
LT MUSEUM TRADING LTD,H P Gibson & Sons Ltd,LTM Purchase of Gifts for Resale,1024/1900023963,28 November 2023,979.20,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272770,06 December 2023,978.18,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272434,29 November 2023,978.18,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271836,22 November 2023,978.18,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271855,22 November 2023,978.18,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271152,15 November 2023,978.10,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271819,22 November 2023,978.10,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271740,22 November 2023,976.42,,,,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Fleet,1020/5110348326,15 November 2023,975.96,,,,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Fleet,1020/5110350101,20 November 2023,975.96,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698770,22 November 2023,975.81,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272162,29 November 2023,975.43,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271226,15 November 2023,975.43,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272116,29 November 2023,975.43,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271879,22 November 2023,975.43,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271190,15 November 2023,975.43,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272115,29 November 2023,975.43,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272354,29 November 2023,975.43,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271887,22 November 2023,975.35,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271236,15 November 2023,975.35,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272834,06 December 2023,975.35,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271300,15 November 2023,975.35,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272779,06 December 2023,975.35,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272160,29 November 2023,975.35,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271701,22 November 2023,975.35,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271199,15 November 2023,975.35,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271121,15 November 2023,975.35,,,,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110353179,15 November 2023,975.00,,,,
RAIL FOR LONDON LIMITED,SCCS Survey Equipment Ltd,Plant & Equipment Purchases,1020/5110366792,27 November 2023,975.00,,,,
TRANSPORT TRADING LTD,WJB Services Limited,Office Accommodation Moves,1004/5110365661,23 November 2023,975.00,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110359345,06 December 2023,974.64,,,,
TTL PROPERTIES LTD,Jones FM LLP,Infrastructure Maintenance and Repair,1040/5110363319,22 November 2023,974.40,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272647,06 December 2023,974.33,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272326,29 November 2023,974.30,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271774,22 November 2023,974.30,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Fleet,1005/5110365180,24 November 2023,974.22,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Fleet,1005/5110365183,24 November 2023,973.98,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271711,22 November 2023,973.88,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272568,06 December 2023,973.88,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110351603,20 November 2023,973.41,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272572,06 December 2023,972.90,,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Maintenance Materials,1005/5110367445,29 November 2023,972.84,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698773,22 November 2023,971.32,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901699148,06 December 2023,971.32,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199680,29 November 2023,970.92,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197148,15 November 2023,970.40,,,,
TRANSPORT TRADING LTD,INSOURCE SELECT LIMITED,Management & Support Consultancy,1004/5110361122,21 November 2023,970.00,,,,
LUL NOMINEE BCV LIMITED,PARKSIDE STEEL (STOCKHOLDERS),Track General Maintenance,1033/5110358970,13 November 2023,970.00,,,,
TTL PROPERTIES LTD,Translation & Interp. in London Ltd,Management & Support Consultancy,1040/5110371369,06 December 2023,970.00,,,,
DIAL A RIDE,Turnamms Assessors,Fleet stock issues,1010/1900013840,13 November 2023,969.57,,,,
RAIL FOR LONDON LIMITED,Tower Supplies,Management & Support Consultancy,1020/5110368264,01 December 2023,969.51,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271349,15 November 2023,969.40,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271261,15 November 2023,969.22,,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110365964,28 November 2023,968.79,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005/5110356464,29 November 2023,967.60,,,,
LT MUSEUM TRADING LTD,Stop Gap Marketing,Agency Staff,1024/5110360298,16 November 2023,966.18,,,,
LT MUSEUM TRADING LTD,Stop Gap Marketing,Agency Staff,1024/5110370697,06 December 2023,966.18,,,,
LT MUSEUM TRADING LTD,Stop Gap Marketing,Agency Staff,1024/5110364469,22 November 2023,966.18,,,,
LT MUSEUM TRADING LTD,Artisan People,Agency Staff,1024/5110366577,24 November 2023,966.11,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110359377,05 December 2023,966.00,,,,
TRANSPORT TRADING LTD,G4S Cash Solutions (UK) Limited,Cash Handling & Processing,1004/5110361048,15 November 2023,965.10,,,,
TFL CORPORATE,RAPID RESULTS COLLEGE LTD,Staff Training,1001/5110351963,21 November 2023,965.00,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698760,22 November 2023,964.78,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698751,22 November 2023,964.68,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698742,22 November 2023,964.68,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698782,22 November 2023,964.68,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Fleet,1005/5110354311,28 November 2023,964.50,,,,
TRANSPORT TRADING LTD,MITIE FM LIMITED,Security Services (Guards),1004/5110365378,29 November 2023,964.50,,,,
LONDON UNDERGROUND LTD,GBM Services Limited,Office Cleaning,1005/5110361442,15 November 2023,964.13,,,,
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900005259,06 December 2023,964.11,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Maintenance Materials,1005/5110348836,15 November 2023,963.53,,,,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005/5110348937,15 November 2023,962.90,,,,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110353474,22 November 2023,962.90,,,,
SURFACE TRANSPORT CORP,Pablon Tools Limited,Maintenance Materials,1002/5110361107,15 November 2023,961.70,,,,
VICTORIA COACH STATN LTD,Roblett Electrical,Building Maintenance & Repairs,1008/5110368109,08 December 2023,961.70,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005/5110345859,13 November 2023,961.00,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198074,22 November 2023,960.94,,,,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005/1900270607,13 November 2023,960.81,,,,
VICTORIA COACH STATN LTD,Oyster Sales Service,VCS Repayments & Commission,1008/5110361577,07 December 2023,960.58,,,,
LONDON TRANSPORT MUSEUM,Design Some Moore Ltd,Production Artwork And Design For Marketing,1011/5110369385,30 November 2023,960.00,,,,
SURFACE TRANSPORT CORP,FIRSTPROS LIMITED,Civil Engineering Construction Works,1002/5110369577,01 December 2023,960.00,,,,
TFL CORPORATE,INSTITUTION OF MECHANICAL ENGS,Staff Training,1001/5110361551,04 December 2023,960.00,,,,
VICTORIA COACH STATN LTD,Kimpton Flooring Ltd,Building Maintenance & Repairs,1008/1900004844,15 November 2023,960.00,,,,
LUL NOMINEE SSL LIMITED,MORGANITE ELECTRICAL CARBON LTD,Stock of Fleet,1031/5110359741,05 December 2023,960.00,,,,
LONDON UNDERGROUND LTD,PRV ENGINEERING LTD,Stock of Fleet,1005/5110358385,13 November 2023,960.00,,,,
LUL NOMINEE SSL LIMITED,PRV ENGINEERING LTD,Stock of Fleet,1031/5110358384,27 November 2023,960.00,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012232842024,Fares Refund Control  (TTL Only),1004/1101223284,01 December 2023,959.80,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110349402,20 November 2023,958.65,,,,
LONDON UNDERGROUND LTD,Watson Fuels,Vehicle Operating Leases,1005/5110352005,21 November 2023,957.85,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110345415,13 November 2023,956.76,,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Vehicle Repairs & Maintenance,1005/5110366510,24 November 2023,956.65,,,,
LONDON UNDERGROUND LTD,Econ Construction Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110348066,15 November 2023,956.62,,,,
LONDON UNDERGROUND LTD,Econ Construction Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110348088,15 November 2023,955.70,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077460,06 December 2023,955.49,,,,
LONDON UNDERGROUND LTD,NEEDS LTD,Stock of Fleet,1005/5110353371,20 November 2023,954.00,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272147,29 November 2023,953.81,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196774,15 November 2023,953.66,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110354909,28 November 2023,952.94,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110354902,28 November 2023,952.94,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110354894,28 November 2023,952.94,,,,
SURFACE TRANSPORT CORP,Sky High Plc,Manage IT Services,1002/5110358995,29 November 2023,952.88,,,,
RAIL FOR LONDON LIMITED,Zurich Engineering,Protective Clothing,1020/5110350676,13 November 2023,952.55,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF HACKNEY,Rates,1004/1901699089,22 November 2023,952.50,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110357889,29 November 2023,951.43,,,,
TFL CORPORATE,CDW Limited,Computer Hardware,1001/5110350498,15 November 2023,950.66,,,,
RFL (IINFRASTRUCTURE) LTD,C E F,Building Maintenance & Repairs,1025/5110354768,15 November 2023,950.45,,,,
TFL CORPORATE,BAgile Limited,Staff Training,1001/5110357701,21 November 2023,950.00,,,,
TTL PROPERTIES LTD,Dentons UKMEA LLP,Legal Fees,1040/5110360699,15 November 2023,950.00,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077459,06 December 2023,949.76,,,,
LONDON UNDERGROUND LTD,HAMPSHIRE HOSE SERVICES LTD,Stock of Fleet,1005/5110359879,14 November 2023,949.56,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110354174,28 November 2023,949.44,,,,
TFL CORPORATE,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1001/5110364422,21 November 2023,949.11,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005/5110347658,15 November 2023,948.75,,,,
RAIL FOR LONDON LIMITED,COMECH METROLOGY,Signalling Systems,1020/5110371638,05 December 2023,948.28,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061885,22 November 2023,947.15,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900062126,29 November 2023,947.15,,,,
RFL (IINFRASTRUCTURE) LTD,Equans Services Limited,Fire and Safety Equipment,1025/5110346206,16 November 2023,946.77,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198671,22 November 2023,946.40,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197245,15 November 2023,946.40,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110349268,16 November 2023,945.78,,,,
DIAL A RIDE,Coachworks Ltd,Vehicle Running Costs,1010/5110366453,24 November 2023,945.00,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901699209,06 December 2023,944.76,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698934,29 November 2023,944.76,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901699218,06 December 2023,944.76,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698599,15 November 2023,944.76,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698774,22 November 2023,944.66,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698908,29 November 2023,944.66,,,,
RFL (IINFRASTRUCTURE) LTD,Amba Hydraulics ltd,Plant & Equipment Purchases,1025/5110368204,28 November 2023,944.23,,,,
LONDON UNDERGROUND LTD,Secheron Hasler (UK) Ltd,Fleet,1005/5110372204,05 December 2023,943.80,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201064,06 December 2023,943.20,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198284,22 November 2023,943.20,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199565,29 November 2023,943.20,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198648,22 November 2023,943.20,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272852,06 December 2023,942.53,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110351602,20 November 2023,941.95,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012229282024,Fares Refund Control  (TTL Only),1004/1101222928,30 November 2023,940.85,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110372732,08 December 2023,940.00,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110361592,16 November 2023,940.00,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110372095,05 December 2023,940.00,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110372718,08 December 2023,940.00,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110372749,08 December 2023,940.00,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110361594,16 November 2023,940.00,,,,
LONDON UNDERGROUND LTD,Go Escalator Services Ltd,Escalators,1005/5110366026,28 November 2023,940.00,,,,
LONDON UNDERGROUND LTD,Go Escalator Services Ltd,Escalators,1005/5110370106,05 December 2023,940.00,,,,
LONDON UNDERGROUND LTD,Go Escalator Services Ltd,Escalators,1005/5110366020,27 November 2023,940.00,,,,
LONDON UNDERGROUND LTD,Jetway Associates Ltd,Stock of Fleet,1005/5110352076,22 November 2023,940.00,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110349374,20 November 2023,939.73,,,,
LONDON RIVER SERVICES LTD,Arco Ltd,Uniforms,1007/5110355617,28 November 2023,939.06,,,,
RAIL FOR LONDON LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1020/5110351607,20 November 2023,938.80,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061653,15 November 2023,938.58,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698959,29 November 2023,938.11,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698901,29 November 2023,938.11,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901699180,06 December 2023,938.11,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901699194,06 December 2023,938.11,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698707,22 November 2023,938.11,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698873,29 November 2023,938.11,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901699224,06 December 2023,938.11,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901699225,06 December 2023,938.11,,,,
LUL NOMINEE BCV LIMITED,Brady Corporation Ltd.,Track General Maintenance,1033/5110355648,28 November 2023,936.58,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199156,29 November 2023,936.32,,,,
LONDON UNDERGROUND LTD,Wave Utilities,Water,1005/1900265252,17 November 2023,936.03,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198238,22 November 2023,935.70,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200776,06 December 2023,935.70,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199837,29 November 2023,935.70,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197474,15 November 2023,935.70,,,,
LONDON TRANSPORT MUSEUM,SMART EDUCATION LIMITED,Agency Staff,1011/5110352460,15 November 2023,935.55,,,,
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004/5110371924,08 December 2023,935.24,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197690,15 November 2023,935.20,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200834,06 December 2023,935.20,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198948,22 November 2023,935.20,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199386,29 November 2023,935.20,,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Stock Of Track,1005/5110358506,04 December 2023,935.00,,,,
TTL PROPERTIES LTD,Equans Services Limited,Building Maintenance & Repairs,1040/5110352564,17 November 2023,934.63,,,,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Stationery,1005/5110372554,08 December 2023,934.40,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271854,22 November 2023,934.34,,,,
