Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  5,,,,,,
Start Date:  23 July 2023,,,,,,
End Date: 19 August 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900263992,26 Jul 2023,"1,572.05",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264662,02 Aug 2023,"1,572.05",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264183,26 Jul 2023,"1,571.95",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264999,09 Aug 2023,"1,571.88",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265315,16 Aug 2023,"1,571.88",
LONDON UNDERGROUND LTD,Corporate Document Services Ltd,Printing,1005/5110301453,27 Jul 2023,"1,570.73",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004/1901696078,26 Jul 2023,"1,570.25",
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Plant & Equipment Purchases,1005/5110311681,09 Aug 2023,"1,569.44",
TTL PROPERTIES LTD,SUTTON & EAST SURREY WATER PLC,Water,1040/1900005672,24 Jul 2023,"1,568.66",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264474,02 Aug 2023,"1,568.48",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110296344,02 Aug 2023,"1,568.43",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264446,02 Aug 2023,"1,567.72",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265480,16 Aug 2023,"1,567.72",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265160,09 Aug 2023,"1,567.17",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900263963,26 Jul 2023,"1,566.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900263974,26 Jul 2023,"1,566.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264664,02 Aug 2023,"1,566.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264702,02 Aug 2023,"1,566.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265211,09 Aug 2023,"1,566.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265213,09 Aug 2023,"1,566.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265269,16 Aug 2023,"1,566.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265573,16 Aug 2023,"1,566.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264450,02 Aug 2023,"1,565.43",
LONDON UNDERGROUND LTD,CREIGHTON AND SON LIMITED,Fleet,1005/5110308560,08 Aug 2023,"1,562.88",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110296402,02 Aug 2023,"1,562.64",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110296509,26 Jul 2023,"1,562.64",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110296759,26 Jul 2023,"1,562.64",
LONDON UNDERGROUND LTD,BURGES SALMON LLP,Legal Fees,1005/5110296301,26 Jul 2023,"1,562.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900180832,09 Aug 2023,"1,562.19",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008179,02 Aug 2023,"1,560.32",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008213,16 Aug 2023,"1,560.32",
SURFACE TRANSPORT CORP,UK Power Networks (Operations) Ltd,Road Maintenance,1002/5110306366,16 Aug 2023,"1,560.00",
LONDON UNDERGROUND LTD,THORLUX LIGHTING,Building Maintenance & Repairs,1005/5110295530,26 Jul 2023,"1,560.00",
LUL NOMINEE BCV LIMITED,Konecranes Demag UK Ltd,Equipment Repairs & Maintenance,1033/5110300830,02 Aug 2023,"1,560.00",
LONDON UNDERGROUND LTD,CLUSON ENGINEERING LTD,Uniforms,1005/5110299934,07 Aug 2023,"1,560.00",
LONDON UNDERGROUND LTD,Tidyco Ltd,Fleet,1005/5110302841,09 Aug 2023,"1,559.47",
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Track General Maintenance,1005/5110310413,07 Aug 2023,"1,559.30",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900178884,26 Jul 2023,"1,558.84",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900179936,02 Aug 2023,"1,558.84",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181132,09 Aug 2023,"1,558.84",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182017,16 Aug 2023,"1,558.84",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900178200,26 Jul 2023,"1,558.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900179721,02 Aug 2023,"1,558.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900180461,09 Aug 2023,"1,558.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181736,16 Aug 2023,"1,558.80",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110297254,31 Jul 2023,"1,556.90",
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110313399,15 Aug 2023,"1,556.75",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264101,26 Jul 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264114,26 Jul 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264122,26 Jul 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264567,02 Aug 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265051,09 Aug 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265095,09 Aug 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265181,09 Aug 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265184,09 Aug 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265525,16 Aug 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265532,16 Aug 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265533,16 Aug 2023,"1,555.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264120,26 Jul 2023,"1,555.85",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264563,02 Aug 2023,"1,555.85",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265076,09 Aug 2023,"1,555.85",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265179,09 Aug 2023,"1,555.85",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265521,16 Aug 2023,"1,555.85",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900179165,26 Jul 2023,"1,554.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900180200,02 Aug 2023,"1,554.50",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265382,16 Aug 2023,"1,554.11",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005/5110262034,04 Aug 2023,"1,551.59",
LONDON UNDERGROUND LTD,McGinley Support Services Ltd,Track General Maintenance,1005/5110306090,28 Jul 2023,"1,551.37",
LONDON UNDERGROUND LTD,KPK (SHEET METAL) LTD,Plant & Equipment Purchases,1005/5110299383,02 Aug 2023,"1,550.00",
TFL CORPORATE,Glass Walls and Doors,Furniture & Equipment,1001/5110313373,09 Aug 2023,"1,550.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264398,02 Aug 2023,"1,549.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264565,02 Aug 2023,"1,548.56",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265040,09 Aug 2023,"1,548.56",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264096,26 Jul 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264097,26 Jul 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264100,26 Jul 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264109,26 Jul 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264111,26 Jul 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264112,26 Jul 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264113,26 Jul 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264558,02 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264562,02 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264569,02 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264571,02 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264572,02 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264573,02 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264576,02 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265044,09 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265045,09 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265050,09 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265068,09 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265178,09 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265512,16 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265514,16 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265515,16 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265519,16 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265529,16 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265530,16 Aug 2023,"1,548.40",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110298106,02 Aug 2023,"1,547.98",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900179996,02 Aug 2023,"1,546.20",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264513,02 Aug 2023,"1,545.37",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264157,26 Jul 2023,"1,545.20",
LONDON UNDERGROUND LTD,Brookvex IMS Ltd,Fleet,1005/5110313988,10 Aug 2023,"1,545.06",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265490,16 Aug 2023,"1,544.63",
SURFACE TRANSPORT CORP,Agentis Workwear Ltd,Protective Clothing,1002/5110312901,08 Aug 2023,"1,544.40",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264019,26 Jul 2023,"1,541.78",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264391,02 Aug 2023,"1,541.78",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265013,09 Aug 2023,"1,541.78",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265304,16 Aug 2023,"1,541.78",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265335,16 Aug 2023,"1,541.78",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264418,02 Aug 2023,"1,541.75",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264952,09 Aug 2023,"1,541.75",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265336,16 Aug 2023,"1,541.75",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265363,16 Aug 2023,"1,541.75",
LUL NOMINEE SSL LIMITED,BRUSH TRACTION LTD,Stock of Fleet,1031/5110306077,16 Aug 2023,"1,541.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900178687,26 Jul 2023,"1,540.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900179551,02 Aug 2023,"1,540.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181361,09 Aug 2023,"1,540.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181919,16 Aug 2023,"1,540.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182580,16 Aug 2023,"1,540.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900179847,02 Aug 2023,"1,540.13",
LT MUSEUM TRADING LTD,The Tourism Media Group Ltd.,Advertising,1024/5110300790,08 Aug 2023,"1,540.00",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265032,09 Aug 2023,"1,539.86",
LONDON UNDERGROUND LTD,Pablon Tools Limited,Maintenance Materials,1005/5110310961,04 Aug 2023,"1,538.80",
LONDON UNDERGROUND LTD,Pablon Tools Limited,Maintenance Materials,1005/5110311114,03 Aug 2023,"1,538.80",
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110304881,08 Aug 2023,"1,538.35",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900263994,26 Jul 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264401,02 Aug 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264640,02 Aug 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265025,09 Aug 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265028,09 Aug 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265173,09 Aug 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265306,16 Aug 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265373,16 Aug 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265555,16 Aug 2023,"1,538.28",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900263939,26 Jul 2023,"1,538.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900263971,26 Jul 2023,"1,538.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264421,02 Aug 2023,"1,538.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264510,02 Aug 2023,"1,538.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264643,02 Aug 2023,"1,538.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265027,09 Aug 2023,"1,538.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265220,09 Aug 2023,"1,538.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265279,16 Aug 2023,"1,538.25",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265557,16 Aug 2023,"1,538.25",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900178681,26 Jul 2023,"1,537.88",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264194,26 Jul 2023,"1,537.36",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900263995,26 Jul 2023,"1,537.20",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264948,09 Aug 2023,"1,537.20",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265360,16 Aug 2023,"1,537.20",
TFL CORPORATE,Corporate Document Services Ltd,Printing,1001/5110311620,08 Aug 2023,"1,537.14",
TFL CORPORATE,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1001/5110314513,18 Aug 2023,"1,537.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265357,16 Aug 2023,"1,536.93",
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110294745,26 Jul 2023,"1,536.88",
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110298803,02 Aug 2023,"1,536.88",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110295874,26 Jul 2023,"1,536.04",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005/5110302129,09 Aug 2023,"1,535.91",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008162,26 Jul 2023,"1,535.70",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008182,02 Aug 2023,"1,535.70",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008184,02 Aug 2023,"1,535.70",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181688,16 Aug 2023,"1,535.44",
TTL PROPERTIES LTD,High Court Enforcement Group Ltd,Legal Fees,1040/5110309337,01 Aug 2023,"1,535.00",
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110294735,26 Jul 2023,"1,534.24",
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110298799,02 Aug 2023,"1,534.24",
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Maintenance of Plant & Equipment,1002/5110299958,02 Aug 2023,"1,534.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900180288,02 Aug 2023,"1,533.85",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181108,09 Aug 2023,"1,533.85",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182634,16 Aug 2023,"1,533.85",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181551,09 Aug 2023,"1,532.64",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181687,16 Aug 2023,"1,532.64",
LONDON UNDERGROUND LTD,Whitmore Europe Limited,Track General Maintenance,1005/5110311361,03 Aug 2023,"1,532.34",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900178801,26 Jul 2023,"1,532.30",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900180337,02 Aug 2023,"1,532.30",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182410,16 Aug 2023,"1,532.30",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264166,26 Jul 2023,"1,530.60",
LONDON UNDERGROUND LTD,SK ELECTRONICS LTD,Fleet,1005/5110297500,26 Jul 2023,"1,530.00",
LONDON UNDERGROUND LTD,SK ELECTRONICS LTD,Fleet,1005/5110303809,14 Aug 2023,"1,530.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181726,16 Aug 2023,"1,528.64",
LUL NOMINEE BCV LIMITED,PERCY LANE PRODUCTS,Fleet,1033/5110275874,27 Jul 2023,"1,528.06",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900263935,26 Jul 2023,"1,527.88",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264626,02 Aug 2023,"1,527.88",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265472,16 Aug 2023,"1,527.88",
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110303735,14 Aug 2023,"1,527.20",
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110294756,26 Jul 2023,"1,525.60",
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110298842,02 Aug 2023,"1,525.60",
TFL CORPORATE,Cycle Confident,Advertising,1001/5110311788,09 Aug 2023,"1,525.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900179226,26 Jul 2023,"1,524.48",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264125,26 Jul 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264126,26 Jul 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264138,26 Jul 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264522,02 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264527,02 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264539,02 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264542,02 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265187,09 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265196,09 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265484,16 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265491,16 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265504,16 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265507,16 Aug 2023,"1,524.14",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264526,02 Aug 2023,"1,524.03",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265189,09 Aug 2023,"1,524.03",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264727,02 Aug 2023,"1,523.97",
LONDON UNDERGROUND LTD,Cordwallis Group,Vehicle Repairs & Maintenance,1005/5110312748,09 Aug 2023,"1,523.90",
DOCKLANDS LIGHT RAILWAY,EDF Energy,Electricity,1012/1900005701,11 Aug 2023,"1,523.49",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182318,16 Aug 2023,"1,523.00",
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900005682,02 Aug 2023,"1,521.34",
TRANSPORT TRADING LTD,Thames River Services,Gross Sales Clearance,1004/1901696402,03 Aug 2023,"1,520.96",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264073,26 Jul 2023,"1,520.44",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264697,02 Aug 2023,"1,520.44",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265083,09 Aug 2023,"1,520.44",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265403,16 Aug 2023,"1,520.44",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265404,16 Aug 2023,"1,520.44",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900264085,26 Jul 2023,"1,520.33",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265071,09 Aug 2023,"1,520.33",
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110297454,31 Jul 2023,"1,520.00",
LONDON UNDERGROUND LTD,Konecranes Demag UK Ltd,Plant & Equipment Purchases,1005/5110315874,15 Aug 2023,"1,519.51",
LONDON UNDERGROUND LTD,Corporate Document Services Ltd,Stock of Fleet,1005/5110303859,25 Jul 2023,"1,519.17",
