Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  11,,,,,,,,,
Start Date: 07/01/2024,,,,,,,,,
End Date: 03/02/2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208421,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209002,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208441,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208356,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208051,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208045,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206920,24-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208987,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208985,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208610,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208282,31-Jan-24,"2,822.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208324,31-Jan-24,"2,822.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206754,17-Jan-24,"2,819.46",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207475,24-Jan-24,"2,819.46",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207323,24-Jan-24,"2,819.44",,,,
LONDON RIVER SERVICES LTD,EDF Energy,Electricity,1007/1900005436,23-Jan-24,"2,813.62",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208327,31-Jan-24,"2,813.06",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012332642024,Fares Refund Control  (TTL Only),1004/1101233264,11-Jan-24,"2,812.00",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110383503,17-Jan-24,"2,811.00",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110378655,09-Jan-24,"2,811.00",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110378660,09-Jan-24,"2,811.00",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110383507,17-Jan-24,"2,811.00",,,,
LUL NOMINEE SSL LIMITED,SUNBELT RENTALS LIMITED,Civil Engineering Construction Works,1031/5110385923,26-Jan-24,"2,809.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209027,31-Jan-24,"2,807.95",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206519,10-Jan-24,"2,807.95",,,,
TRANSPORT TRADING LTD,City Sprint UK Ltd,Couriers,1004/1901700203,26-Jan-24,"2,805.49",,,,
TRANSPORT TRADING LTD,Daisy Corporate Services TradingLtd,Telephony Fixed,1004/5110376940,09-Jan-24,"2,804.93",,,,
SURFACE TRANSPORT CORP,AECOM Limited,Civil Engineering Construction Works,1002/5110383054,10-Jan-24,"2,804.82",,,,
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,Stock of Fleet,1031/5110395998,31-Jan-24,"2,803.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207019,24-Jan-24,"2,803.20",,,,
LONDON UNDERGROUND LTD,ARLINGTON FLEET SERVICES LTD,Fleet,1005/5110395512,30-Jan-24,"2,802.30",,,,
LONDON UNDERGROUND LTD,ARLINGTON FLEET SERVICES LTD,Fleet,1005/5110395499,30-Jan-24,"2,802.30",,,,
LONDON UNDERGROUND LTD,ARLINGTON FLEET SERVICES LTD,Fleet,1005/5110395496,30-Jan-24,"2,802.30",,,,
LONDON UNDERGROUND LTD,ARLINGTON FLEET SERVICES LTD,Fleet,1005/5110395493,30-Jan-24,"2,802.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207918,24-Jan-24,"2,800.40",,,,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110393406,29-Jan-24,"2,800.00",,,,
LONDON UNDERGROUND LTD,LOWERY LTD,Signalling Systems,1005/5110384092,10-Jan-24,"2,800.00",,,,
RAIL FOR LONDON LIMITED,Investigo,Management & Support Consultancy,1020/5110386527,11-Jan-24,"2,796.00",,,,
RAIL FOR LONDON LIMITED,Investigo,Management & Support Consultancy,1020/5110389585,16-Jan-24,"2,796.00",,,,
LONDON UNDERGROUND LTD,Endeavour Drilling Ltd,Civil Engineering Construction Works,1005/5110381689,11-Jan-24,"2,793.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206937,24-Jan-24,"2,792.64",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206985,24-Jan-24,"2,790.42",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207467,24-Jan-24,"2,790.42",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206909,24-Jan-24,"2,789.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207628,24-Jan-24,"2,788.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208018,31-Jan-24,"2,788.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208350,31-Jan-24,"2,787.55",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208975,31-Jan-24,"2,785.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208991,31-Jan-24,"2,785.10",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208382,31-Jan-24,"2,785.10",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012393442024,Fares Refund Control  (TTL Only),1004/1101239344,02-Feb-24,"2,784.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206600,17-Jan-24,"2,783.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206935,24-Jan-24,"2,783.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208440,31-Jan-24,"2,783.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207610,24-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208435,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206513,10-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208367,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208046,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208395,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206518,10-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209015,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208364,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208487,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208771,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208031,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208429,31-Jan-24,"2,781.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207237,24-Jan-24,"2,781.34",,,,
LONDON UNDERGROUND LTD,Aggregates Industries Uk Ltd,Maintenance Materials,1005/5110385455,11-Jan-24,"2,781.03",,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Fleet,1005/5110397610,02-Feb-24,"2,780.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208379,31-Jan-24,"2,780.00",,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110392088,23-Jan-24,"2,779.52",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208172,31-Jan-24,"2,777.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207103,24-Jan-24,"2,777.36",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207095,24-Jan-24,"2,777.36",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207135,24-Jan-24,"2,777.36",,,,
LONDON RIVER SERVICES LTD,EVAC+CHAIR INTERNATIONAL LTD,Equipment Repairs & Maintenance,1007/5110387088,31-Jan-24,"2,776.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206401,10-Jan-24,"2,775.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208491,31-Jan-24,"2,775.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275171,17-Jan-24,"2,774.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208365,31-Jan-24,"2,773.30",,,,
LONDON UNDERGROUND LTD,GBM Services Limited,Escalators,1005/5110389619,15-Jan-24,"2,772.79",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207153,24-Jan-24,"2,772.42",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207117,24-Jan-24,"2,772.42",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208263,31-Jan-24,"2,762.25",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208419,31-Jan-24,"2,760.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208532,31-Jan-24,"2,760.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206917,24-Jan-24,"2,760.80",,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Track General Maintenance,1005/5110395447,31-Jan-24,"2,759.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208932,31-Jan-24,"2,758.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208524,31-Jan-24,"2,758.76",,,,
LONDON UNDERGROUND LTD,Delatim Limited,Building Maintenance & Repairs,1005/5110393719,24-Jan-24,"2,755.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208568,31-Jan-24,"2,754.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208331,31-Jan-24,"2,752.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207147,24-Jan-24,"2,752.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206875,24-Jan-24,"2,752.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206919,24-Jan-24,"2,752.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207669,24-Jan-24,"2,752.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207274,24-Jan-24,"2,752.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207664,24-Jan-24,"2,752.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207528,24-Jan-24,"2,752.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206939,24-Jan-24,"2,752.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207279,24-Jan-24,"2,752.40",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,Rates,1004/1901700445,17-Jan-24,"2,751.45",,,,
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110386470,10-Jan-24,"2,750.00",,,,
SURFACE TRANSPORT CORP,Pell Frischmann Consultants Ltd,Civil Engineering Construction Works,1002/5110383048,12-Jan-24,"2,750.00",,,,
LONDON BUS SERVICES LTD,London General Transport Serv,Vehicle Purchases,1006/5110382344,11-Jan-24,"2,750.00",,,,
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Stock of Fleet,1005/5110379366,10-Jan-24,"2,750.00",,,,
TTL PROPERTIES LTD,Nathaniel Lichfield & Partners,Planning & Development Consultancy,1040/5110391063,22-Jan-24,"2,750.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206922,24-Jan-24,"2,747.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208792,31-Jan-24,"2,742.84",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110395126,31-Jan-24,"2,742.62",,,,
LONDON UNDERGROUND LTD,Aggregates Industries Uk Ltd,Maintenance Materials,1005/5110382515,10-Jan-24,"2,741.32",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208462,31-Jan-24,"2,740.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208151,31-Jan-24,"2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208124,31-Jan-24,"2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208126,31-Jan-24,"2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206332,10-Jan-24,"2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208486,31-Jan-24,"2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208083,31-Jan-24,"2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208507,31-Jan-24,"2,738.45",,,,
LONDON UNDERGROUND LTD,EDMUNDSON ELECTRICAL LTD,Stock of Other Spares,1005/5110385863,31-Jan-24,"2,736.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208548,31-Jan-24,"2,735.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207350,24-Jan-24,"2,735.02",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208448,31-Jan-24,"2,734.39",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208057,31-Jan-24,"2,732.65",,,,
LONDON UNDERGROUND LTD,JAFCO TOOLS LTD,Stock Of Track,1005/5110380211,10-Jan-24,"2,732.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208481,31-Jan-24,"2,732.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208330,31-Jan-24,"2,732.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208723,31-Jan-24,"2,731.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208029,31-Jan-24,"2,729.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207196,24-Jan-24,"2,729.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208539,31-Jan-24,"2,729.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208442,31-Jan-24,"2,729.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208544,31-Jan-24,"2,729.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208034,31-Jan-24,"2,729.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208523,31-Jan-24,"2,729.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208427,31-Jan-24,"2,729.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207642,24-Jan-24,"2,729.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209035,31-Jan-24,"2,729.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208363,31-Jan-24,"2,729.58",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209069,31-Jan-24,"2,728.90",,,,
LONDON UNDERGROUND LTD,M R Scaffolding Services Limited,Track General Maintenance,1005/5110387424,10-Jan-24,"2,727.29",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208879,31-Jan-24,"2,727.10",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208839,31-Jan-24,"2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206663,17-Jan-24,"2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208573,31-Jan-24,"2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208933,31-Jan-24,"2,725.71",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207223,24-Jan-24,"2,725.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208142,31-Jan-24,"2,725.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208733,31-Jan-24,"2,725.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208931,31-Jan-24,"2,725.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208893,31-Jan-24,"2,725.20",,,,
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Stock of Fleet,1005/5110388455,31-Jan-24,"2,725.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208488,31-Jan-24,"2,724.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208592,31-Jan-24,"2,723.20",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110378894,10-Jan-24,"2,722.58",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208777,31-Jan-24,"2,721.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206534,10-Jan-24,"2,720.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208312,31-Jan-24,"2,720.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208678,31-Jan-24,"2,719.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207302,24-Jan-24,"2,719.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207267,24-Jan-24,"2,719.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207265,24-Jan-24,"2,719.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208305,31-Jan-24,"2,719.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207266,24-Jan-24,"2,719.20",,,,
TRANSPORT TRADING LTD,Grundon Waste Management Ltd,Non Recyclable Waste Disposal/Refuse Collection,1004/5110387014,24-Jan-24,"2,718.72",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208888,31-Jan-24,"2,718.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207837,24-Jan-24,"2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208912,31-Jan-24,"2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208270,31-Jan-24,"2,716.40",,,,
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110384294,12-Jan-24,"2,714.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208076,31-Jan-24,"2,714.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208528,31-Jan-24,"2,713.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208256,31-Jan-24,"2,710.70",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008723,31-Jan-24,"2,709.67",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207876,24-Jan-24,"2,707.12",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208756,31-Jan-24,"2,706.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207998,31-Jan-24,"2,706.15",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208511,31-Jan-24,"2,706.15",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208257,31-Jan-24,"2,706.15",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207359,24-Jan-24,"2,704.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206676,17-Jan-24,"2,704.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206314,10-Jan-24,"2,704.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208234,31-Jan-24,"2,704.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208489,31-Jan-24,"2,704.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208446,31-Jan-24,"2,703.95",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206481,10-Jan-24,"2,703.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208122,31-Jan-24,"2,703.45",,,,
LONDON UNDERGROUND LTD,Gateway Training & Consultancy Ltd,Staff Training,1005/5110387562,19-Jan-24,"2,700.00",,,,
SURFACE TRANSPORT CORP,EDF Energy,Electricity,1002/5110387207,09-Jan-24,"2,699.83",,,,
LONDON UNDERGROUND LTD,Total Gas & Power Ltd,Gas,1005/1900276189,25-Jan-24,"2,698.91",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206522,10-Jan-24,"2,698.75",,,,
SURFACE TRANSPORT CORP,Siemens Traffic Controls,Connect PFI Service Costs,1002/5110387089,31-Jan-24,"2,698.56",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208829,31-Jan-24,"2,698.36",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206543,10-Jan-24,"2,698.10",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208740,31-Jan-24,"2,698.10",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208798,31-Jan-24,"2,697.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207977,31-Jan-24,"2,697.80",,,,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD ,Bus Contract Payments,1006/1900049900,02-Feb-24,"2,697.21",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207993,31-Jan-24,"2,696.31",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012331612024,Fares Refund Control  (TTL Only),1004/1101233161,11-Jan-24,"2,695.40",,,,
LONDON UNDERGROUND LTD,Portaramp UK Limited,Civil Engineering Construction Works,1005/5110393519,24-Jan-24,"2,695.00",,,,
TFL CORPORATE,CREACTIVE DESIGN LTD,Management & Support Consultancy,1001/5110388693,15-Jan-24,"2,695.00",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012360342024,Fares Refund Control  (TTL Only),1004/1101236034,22-Jan-24,"2,694.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208656,31-Jan-24,"2,693.65",,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Fleet,1005/5110397591,02-Feb-24,"2,692.50",,,,
RAIL FOR LONDON LIMITED,Total Gas & Power Ltd,Gas,1020/5110342298,15-Jan-24,"2,690.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208514,31-Jan-24,"2,690.40",,,,
TFL CORPORATE,VCCP Group LLP,Advertising,1001/5110383457,17-Jan-24,"2,690.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208236,31-Jan-24,"2,689.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207662,24-Jan-24,"2,689.16",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208401,31-Jan-24,"2,686.64",,,,
RFL (IINFRASTRUCTURE) LTD,KINGSBEECH LTD,Stock of Other Spares,1025/5110386795,10-Jan-24,"2,685.76",,,,
TFL CORPORATE,PeopleScout Limited,Recruitment Expenses,1001/5110382235,16-Jan-24,"2,685.38",,,,
TFL CORPORATE,PeopleScout Limited,Recruitment Expenses,1001/5110382232,16-Jan-24,"2,685.37",,,,
LONDON UNDERGROUND LTD,J J HARDY & SONS LTD,Stock of Fleet,1005/5110382377,17-Jan-24,"2,685.00",,,,
LONDON UNDERGROUND LTD,J J HARDY & SONS LTD,Stock of Fleet,1005/5110386565,31-Jan-24,"2,685.00",,,,
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110391472,01-Feb-24,"2,684.52",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007119,31-Jan-24,"2,682.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208875,31-Jan-24,"2,682.50",,,,
