Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  13,,,,,,,,,
Start Date:  03 March 2024,,,,,,,,,
End Date: 31 March 2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110423519,19 March 2024,£635,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410877,11 March 2024,£634,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410151,11 March 2024,£634,,,,
TRANSPORT TRADING LTD,Harris Installations Services Ltd,Furniture & Equipment,1004/5110426055,22 March 2024,£634,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012474612024,Fares Refund Control  (TTL Only),1004/1101247461,05 March 2024,£634,,,,
LONDON UNDERGROUND LTD,Volvo Group UK Limited,Vehicle Operating Leases,1005/5110410930,19 March 2024,£634,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701344,06 March 2024,£633,,,,
LT MUSEUM TRADING LTD,Impress Print Services Ltd,Advertising,1024/5110430201,27 March 2024,£633,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019820,06 March 2024,£633,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019856,13 March 2024,£633,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019947,20 March 2024,£633,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019992,22 March 2024,£633,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410193,11 March 2024,£633,,,,
LONDON UNDERGROUND LTD,Secheron Hasler (UK) Ltd,Stock of Fleet,1005/5110409486,18 March 2024,£633,,,,
LONDON UNDERGROUND LTD,Secheron Hasler (UK) Ltd,Stock of Fleet,1005/5110413860,22 March 2024,£633,,,,
TFL CORPORATE,BSI STANDARDS,Staff Training,1001/5110404754,11 March 2024,£632,,,,
TRANSPORT TRADING LTD,HAYLEY GROUP PLC,Uniforms,1004/5110404560,11 March 2024,£632,,,,
TRANSPORT TRADING LTD,GARRAN LOCKERS LTD,Furniture & Equipment,1004/5110429475,22 March 2024,£632,,,,
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Printing,1002/5110429390,22 March 2024,£632,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1033/5110403718,06 March 2024,£632,,,,
LONDON UNDERGROUND LTD,L . S.  International Limited,Uniforms,1005/5110421523,13 March 2024,£632,,,,
LONDON UNDERGROUND LTD,L . S.  International Limited,Uniforms,1005/5110422018,13 March 2024,£632,,,,
LONDON UNDERGROUND LTD,L . S.  International Limited,Uniforms,1005/5110421526,13 March 2024,£632,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422068,13 March 2024,£632,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422255,13 March 2024,£632,,,,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005/5110410319,11 March 2024,£631,,,,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005/5110418363,06 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701630,22 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701249,06 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701416,13 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701250,06 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701507,20 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701251,06 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701629,22 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701415,13 March 2024,£631,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701508,20 March 2024,£631,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019806,06 March 2024,£631,,,,
VICTORIA COACH STATN LTD,O2 UK Limited,Telephony Mobile,1008/1900004893,22 March 2024,£630,,,,
LONDON UNDERGROUND LTD,Quay Office Furnishers Ltd,Furniture & Equipment,1005/5110419657,13 March 2024,£630,,,,
SURFACE TRANSPORT CORP,Camden New Journal,Advertising,1002/5110426826,20 March 2024,£630,,,,
LONDON RIVER SERVICES LTD,North Kent College,Staff Training,1007/5110408854,13 March 2024,£630,,,,
SURFACE TRANSPORT CORP,Camden New Journal,Advertising,1002/5110430733,27 March 2024,£630,,,,
LUL NOMINEE BCV LIMITED,Turner Tools Ltd Inc Besco Ind.,Track General Maintenance,1033/5110413868,08 March 2024,£630,,,,
LONDON UNDERGROUND LTD,C E F,Plant & Equipment Purchases,1005/5110412790,06 March 2024,£629,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078423,20 March 2024,£629,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900065083,22 March 2024,£629,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064901,20 March 2024,£629,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064827,20 March 2024,£629,,,,
DIAL A RIDE,Biffa Waste Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1010/5110426677,27 March 2024,£629,,,,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900014205,06 March 2024,£629,,,,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900014216,13 March 2024,£629,,,,
TFL CORPORATE,Cutwel Ltd,Fleet,1001/5110424327,19 March 2024,£627,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701583,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701258,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701325,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701322,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701327,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701326,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701318,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701314,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701313,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701316,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701315,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701339,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701338,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701342,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701340,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701334,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701329,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701328,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701332,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701330,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701311,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701263,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701262,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701267,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701265,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701259,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701254,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701253,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701256,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701255,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701294,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701289,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701303,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701299,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701283,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701269,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701268,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701279,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701276,06 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701698,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701704,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701713,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701696,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701676,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701684,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701695,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701592,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701571,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701554,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701553,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701573,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701582,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701581,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701577,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701625,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701626,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701636,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701603,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701599,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701601,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701602,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701638,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701671,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701672,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701673,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701670,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701641,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701643,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701669,22 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701405,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701401,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701406,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701410,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701407,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701379,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701377,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701392,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701395,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701393,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701419,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701445,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701439,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701450,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701455,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701453,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701428,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701427,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701429,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701432,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701431,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701518,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701516,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701552,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701525,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701536,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701531,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701529,20 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701462,13 March 2024,£626,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701373,13 March 2024,£626,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410186,11 March 2024,£626,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1031/5110412058,20 March 2024,£626,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064415,06 March 2024,£625,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064815,20 March 2024,£625,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110403845,06 March 2024,£625,,,,
LUL NOMINEE SSL LIMITED,COMECH METROLOGY,Signalling Systems,1031/5110423363,18 March 2024,£625,,,,
LONDON UNDERGROUND LTD,GEISMAR (UK) LTD,Track General Maintenance,1005/5110406788,13 March 2024,£625,,,,
LONDON UNDERGROUND LTD,Lanes Group plc,Building Maintenance & Repairs,1005/5110409375,18 March 2024,£624,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217320,20 March 2024,£624,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019929,20 March 2024,£624,,,,
TFL CORPORATE,Vodafone Limited,Telephony Fixed,1001/5110409421,08 March 2024,£623,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278827,13 March 2024,£623,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422034,13 March 2024,£623,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422429,13 March 2024,£623,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422072,13 March 2024,£623,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701368,13 March 2024,£622,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701513,20 March 2024,£622,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1005/5110406316,12 March 2024,£621,,,,
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Furniture & Equipment,1025/5110411341,20 March 2024,£621,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Furniture & Equipment,1005/5110413452,22 March 2024,£621,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Signalling Systems,1005/5110431862,28 March 2024,£621,,,,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110412282,20 March 2024,£621,,,,
TFL CORPORATE,REDACTED,Production Artwork And Design For Marketing,1001/5110415833,04 March 2024,£620,,,,
DIAL A RIDE,Coachworks Ltd,Vehicle Repairs & Maintenance,1010/5110428328,22 March 2024,£620,,,,
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,Stock of Fleet,1031/5110431529,27 March 2024,£620,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064686,13 March 2024,£620,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064605,13 March 2024,£620,,,,
TFL CORPORATE,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1001/5110415488,06 March 2024,£620,,,,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110416833,20 March 2024,£619,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701534,20 March 2024,£618,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064587,13 March 2024,£618,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900065061,22 March 2024,£618,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900065142,22 March 2024,£618,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701580,20 March 2024,£618,,,,
LONDON UNDERGROUND LTD,FIREBLITZ EXTINGUISHER LTD,Plant & Equipment Purchases,1005/5110402832,06 March 2024,£617,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701542,20 March 2024,£617,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064601,13 March 2024,£616,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900065013,22 March 2024,£616,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064572,06 March 2024,£616,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064683,13 March 2024,£615,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012490122024,Fares Refund Control  (TTL Only),1004/1101249012,12 March 2024,£615,,,,
LONDON UNDERGROUND LTD,Volvo Group UK Limited,Vehicle Operating Leases,1005/5110414121,20 March 2024,£615,,,,
RFL (IINFRASTRUCTURE) LTD,Air Filters Ltd,Connect PFI Service Costs,1025/5110419277,19 March 2024,£615,,,,
RAIL FOR LONDON LIMITED,Edenbeck,Non Recyclable Waste Disposal/Refuse Collection,1020/5110424874,20 March 2024,£614,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110404584,11 March 2024,£614,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110422553,14 March 2024,£614,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110422494,14 March 2024,£614,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110422498,14 March 2024,£614,,,,
LONDON UNDERGROUND LTD,Ductclean (UK) Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110431961,28 March 2024,£614,,,,
TFL CORPORATE,Senator International Ltd,Furniture & Equipment,1001/5110409377,18 March 2024,£613,,,,
LONDON TRANSPORT MUSEUM,City Brunch LTD,Caterers Service Charges,1011/5110423386,14 March 2024,£613,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410876,11 March 2024,£613,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410142,11 March 2024,£613,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012513932024,Fares Refund Control  (TTL Only),1004/1101251393,22 March 2024,£613,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422031,13 March 2024,£612,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110423373,18 March 2024,£612,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110414555,22 March 2024,£612,,,,
LONDON UNDERGROUND LTD,Bio-Circle Surface Technology Ltd,Fleet,1005/5110427296,21 March 2024,£611,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012511932024,Fares Refund Control  (TTL Only),1004/1101251193,22 March 2024,£610,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Vehicle Repairs & Maintenance,1005/5110411426,20 March 2024,£610,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900065043,22 March 2024,£610,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064762,13 March 2024,£610,,,,
RFL (IINFRASTRUCTURE) LTD,British Fire Consortium,Staff Training,1025/5110426944,20 March 2024,£610,,,,
RFL (IINFRASTRUCTURE) LTD,British Fire Consortium,Staff Training,1025/5110426953,20 March 2024,£610,,,,
RFL (IINFRASTRUCTURE) LTD,British Fire Consortium,Staff Training,1025/5110426955,20 March 2024,£610,,,,
RAIL FOR LONDON LIMITED,Darcy Spillcare Manufacture,Signalling Systems,1020/5110417071,05 March 2024,£610,,,,
LONDON UNDERGROUND LTD,Kingspan Light+Air (UK&Ireland) Ltd,Maintenance Materials,1005/5110402196,05 March 2024,£609,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110409571,11 March 2024,£609,,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Stock of Signals and Electricals,1005/5110408831,15 March 2024,£609,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064784,20 March 2024,£609,,,,
DOCKLANDS LIGHT RAILWAY,COLLINS RIVER ENTERPRISES LTD,Ticket & Pass Production,1012/5110422555,13 March 2024,£608,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701375,13 March 2024,£608,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279312,20 March 2024,£607,,,,
