Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  12,,,,,,
Start Date:  04 February 2024,,,,,,
End Date: 02 March 2024,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
LT MUSEUM TRADING LTD,Stop Gap Marketing,Agency Staff,1024/5110380261,29/02/2024,"£2,736",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209276,07/02/2024,"£2,736",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212866,28/02/2024,"£2,736",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211707,21/02/2024,"£2,735",
LUL NOMINEE SSL LIMITED,CWW ENGINEERS SUPPLY CO LTD,Stock of Fleet,1031/5110389626,07/02/2024,"£2,734",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213778,28/02/2024,"£2,733",
LONDON UNDERGROUND LTD,ACL Hire Limited,Vehicle Operating Leases,1005/5110394483,20/02/2024,"£2,733",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210918,14/02/2024,"£2,733",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211814,21/02/2024,"£2,733",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209793,07/02/2024,"£2,733",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213024,28/02/2024,"£2,733",
LUL NOMINEE BCV LIMITED,PERCY LANE PRODUCTS,Fleet,1033/5110407424,29/02/2024,"£2,733",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212159,21/02/2024,"£2,732",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211610,21/02/2024,"£2,732",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212816,28/02/2024,"£2,732",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212803,28/02/2024,"£2,732",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209947,07/02/2024,"£2,732",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210466,14/02/2024,"£2,732",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210955,14/02/2024,"£2,732",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209290,07/02/2024,"£2,732",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212151,21/02/2024,"£2,731",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211344,14/02/2024,"£2,731",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213377,28/02/2024,"£2,731",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210256,07/02/2024,"£2,731",
TFL CORPORATE,Survey Supplies Limited,Computer Software,1001/5110399301,14/02/2024,"£2,731",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211905,21/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213009,28/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210265,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210772,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210737,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210065,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211215,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211210,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209189,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209184,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210053,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209834,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213421,28/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212964,28/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212387,21/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213121,28/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213295,28/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213319,28/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211658,21/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211550,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211510,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212385,21/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212368,21/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212040,21/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209744,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210561,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210507,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212976,28/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212053,21/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209772,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212731,28/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211635,21/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209851,07/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210957,14/02/2024,"£2,730",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209881,07/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210597,14/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210125,07/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209879,07/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209880,07/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210598,14/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213795,28/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211946,21/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212104,21/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213497,28/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211945,21/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210600,14/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210599,14/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211944,21/02/2024,"£2,729",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211448,14/02/2024,"£2,729",
LONDON UNDERGROUND LTD,Go Escalator Services Ltd,Maintenance Materials,1005/5110407218,20/02/2024,"£2,728",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210954,14/02/2024,"£2,727",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211601,21/02/2024,"£2,727",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212806,28/02/2024,"£2,727",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213653,28/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213714,28/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209559,07/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211398,14/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209652,07/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212497,21/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211931,21/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213156,28/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213111,28/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210177,07/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210841,14/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211412,14/02/2024,"£2,726",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213447,28/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211409,14/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209292,07/02/2024,"£2,725",
LONDON UNDERGROUND LTD,LPA CHANNEL ELECTRIC LTD,Stock of Other Spares,1005/5110392637,05/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209476,07/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213091,28/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209783,07/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212884,28/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213836,28/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212555,21/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211235,14/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211973,21/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212165,21/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213046,28/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209856,07/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211464,14/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213574,28/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209250,07/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211615,21/02/2024,"£2,725",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211436,14/02/2024,"£2,723",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212121,21/02/2024,"£2,723",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209368,07/02/2024,"£2,723",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213511,28/02/2024,"£2,723",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212263,21/02/2024,"£2,721",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213731,28/02/2024,"£2,721",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210188,07/02/2024,"£2,721",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211408,14/02/2024,"£2,721",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210314,07/02/2024,"£2,721",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210662,14/02/2024,"£2,721",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212052,21/02/2024,"£2,721",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212920,28/02/2024,"£2,721",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209747,07/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209751,07/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213095,28/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209745,07/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210174,07/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212323,21/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213627,28/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213612,28/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211982,21/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210274,07/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210816,14/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210875,14/02/2024,"£2,720",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209997,07/02/2024,"£2,719",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212396,21/02/2024,"£2,719",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211378,14/02/2024,"£2,719",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213410,28/02/2024,"£2,719",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209877,07/02/2024,"£2,719",
LONDON UNDERGROUND LTD,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1005/5110394553,14/02/2024,"£2,718",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209788,07/02/2024,"£2,718",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211234,14/02/2024,"£2,718",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213736,28/02/2024,"£2,718",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212647,21/02/2024,"£2,718",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209303,07/02/2024,"£2,718",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209548,07/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209329,07/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212191,21/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210094,07/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211517,14/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213510,28/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213288,28/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211919,21/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210571,14/02/2024,"£2,716",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211137,14/02/2024,"£2,716",
SURFACE TRANSPORT CORP,PeopleScout Limited,Recruitment Expenses,1002/5110398494,27/02/2024,"£2,715",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210782,14/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212904,28/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209969,07/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211874,21/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210096,07/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213535,28/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213537,28/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210098,07/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210099,07/02/2024,"£2,714",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213113,28/02/2024,"£2,713",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209971,07/02/2024,"£2,713",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210612,14/02/2024,"£2,713",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211978,21/02/2024,"£2,713",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110396036,22/02/2024,"£2,711",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209477,07/02/2024,"£2,711",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211239,14/02/2024,"£2,711",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212408,21/02/2024,"£2,711",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213844,28/02/2024,"£2,711",
TFL CORPORATE,Tritech 3D Ltd,Fleet,1001/5110412165,27/02/2024,"£2,710",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008797,21/02/2024,"£2,710",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008820,28/02/2024,"£2,710",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008785,14/02/2024,"£2,710",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008753,07/02/2024,"£2,710",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110387768,06/02/2024,"£2,709",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110393007,14/02/2024,"£2,707",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211167,14/02/2024,"£2,707",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213824,28/02/2024,"£2,707",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209698,07/02/2024,"£2,707",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212617,21/02/2024,"£2,707",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210167,07/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210633,14/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209989,07/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209242,07/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209282,07/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213845,28/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213541,28/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213455,28/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212679,21/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212307,21/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211388,14/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210924,14/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211986,21/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212150,21/02/2024,"£2,706",
LONDON UNDERGROUND LTD,Aggregates Industries Uk Ltd,Maintenance Materials,1005/5110398822,21/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212854,28/02/2024,"£2,706",
SURFACE TRANSPORT CORP,Powderworth Ltd,Other Joint Funding Contributions,1002/1900078129,13/02/2024,"£2,706",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210268,07/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209873,07/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209410,07/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210931,14/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213742,28/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212764,28/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212765,28/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212766,28/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212445,21/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211076,14/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212071,21/02/2024,"£2,704",
LONDON RIVER SERVICES LTD,AVISON YOUNG (UK) LIMITED,Franchise/Concession Fixed Fee,1007/5110398232,28/02/2024,"£2,704",
LONDON RIVER SERVICES LTD,AVISON YOUNG (UK) LIMITED,Franchise/Concession Fixed Fee,1007/5110398231,28/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209764,07/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211208,14/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212051,21/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212971,28/02/2024,"£2,704",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211308,14/02/2024,"£2,703",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212568,21/02/2024,"£2,703",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209309,07/02/2024,"£2,703",
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110414178,28/02/2024,"£2,701",
TFL CORPORATE,Test Partners Ltd,LTM Design & Presentation Consultancy,1001/5110410815,28/02/2024,"£2,700",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212041,21/02/2024,"£2,699",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212965,28/02/2024,"£2,699",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211213,14/02/2024,"£2,699",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209185,07/02/2024,"£2,699",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213732,28/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210593,14/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213730,28/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209407,07/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210255,07/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212339,21/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211261,14/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209966,07/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213279,28/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213006,28/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212351,21/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211475,14/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210368,07/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209453,07/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210164,07/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212201,21/02/2024,"£2,698",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213749,28/02/2024,"£2,698",
