BATCH ID,NAME VEND,INVOICEID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
800190023,Reed Specialist Recruitment   ,E0238965077,13,"2,241.72",FRS STAFF AGENCY                        ,11/04/2023,,People Services,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,16,638.92,FRS STAFF AGENCY                        ,11/04/2023,,People Services,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,8,672.64,FRS STAFF AGENCY                        ,11/04/2023,,People Services,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,6,677.54,FRS STAFF AGENCY                        ,11/04/2023,,People Services,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,20,"2,802.15",FRS STAFF AGENCY                        ,11/04/2023,,People Services,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,17,672.7,FRS STAFF AGENCY                        ,11/04/2023,,People Services,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,21,"1,623.35",CULTURAL CHANGE & TALENT                ,11/04/2023,,People Services,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,19,"1,623.35",CULTURAL CHANGE & TALENT                ,11/04/2023,,People Services,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,11,330.16,FRS STAFF AGENCY                        ,11/04/2023,,Training and Professional Development,Human Resources
800190023,Reed Specialist Recruitment   ,E0238965077,18,672.64,FRS STAFF AGENCY                        ,11/04/2023,,Protection Board,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,8,792.52,FRS STAFF AGENCY                        ,11/04/2023,"11,619.27",Fire Stations (Management),Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,10,672.64,FRS STAFF AGENCY                        ,11/04/2023,,Central Operations,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,5,530.54,FRS STAFF AGENCY                        ,11/04/2023,,Respiratory Protective Equipment ,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,15,812.37,FRS STAFF AGENCY                        ,11/04/2023,,Respiratory Protective Equipment ,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,7,672.64,FRS STAFF AGENCY                        ,11/04/2023,,Fire Stations (South West),Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,16,538.16,FRS STAFF AGENCY                        ,11/04/2023,,Fire Stations (South West),Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,1,689.09,FRS STAFF AGENCY                        ,11/04/2023,,Protection Board,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,9,672.64,FRS STAFF AGENCY                        ,11/04/2023,,Protection Board,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,13,877.73,FRS STAFF AGENCY                        ,11/04/2023,,Protection Board,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,17,877.73,FRS STAFF AGENCY                        ,11/04/2023,,Protection Board,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,14,677.54,FRS STAFF AGENCY                        ,11/04/2023,,Service Improvement,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,2,672.64,FRS STAFF AGENCY                        ,11/04/2023,,Service Improvement,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,3,538.11,FRS STAFF AGENCY                        ,11/04/2023,,Service Improvement,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,6,705.39,FRS STAFF AGENCY                        ,11/04/2023,,Service Improvement,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,11,672.64,FRS STAFF AGENCY                        ,11/04/2023,,Service Improvement,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,12,672.7,FRS STAFF AGENCY                        ,11/04/2023,,Service Improvement,Human Resources
800189939,Reed Specialist Recruitment   ,E0238966357,4,544.19,FRS STAFF AGENCY                        ,11/04/2023,,Central Fire Safety,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,11,825.21,FRS STAFF AGENCY                        ,11/04/2023,"65,546.73",Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,16,"3,278.50",FRS STAFF AGENCY                        ,11/04/2023,,Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,17,"2,783.55",FRS STAFF AGENCY                        ,11/04/2023,,Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,33,"2,364.40",FRS STAFF AGENCY                        ,11/04/2023,,Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,29,"2,846.20",FRS STAFF AGENCY                        ,11/04/2023,,Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,35,"1,135.25",FRS STAFF AGENCY                        ,11/04/2023,,Communications,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,32,"2,191.07",FRS STAFF AGENCY                        ,11/04/2023,,Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,28,"2,593.22",FRS STAFF AGENCY                        ,11/04/2023,,Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,27,"2,673.46",FRS STAFF AGENCY                        ,11/04/2023,,Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,23,"2,730.16",FRS STAFF AGENCY                        ,11/04/2023,,Finance Services,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,2,564.32,FRS STAFF AGENCY                        ,11/04/2023,,Information Management (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,3,573.11,FRS STAFF AGENCY                        ,11/04/2023,,Information Management (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,31,764.34,FRS STAFF AGENCY                        ,11/04/2023,,Technical & Support Service,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,37,818.97,FRS STAFF AGENCY                        ,11/04/2023,,Technical & Support Service,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,30,"1,256.58",FRS STAFF AGENCY                        ,11/04/2023,,Technical & Support Service,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,4,"2,535.70",FRS STAFF AGENCY                        ,11/04/2023,,Enterprise Application Group (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,7,"2,160.70",FRS STAFF AGENCY                        ,11/04/2023,,Enterprise Application Group (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,15,960.49,FRS STAFF AGENCY                        ,11/04/2023,,Enterprise Application Group (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,24,"3,710.70",FRS STAFF AGENCY                        ,11/04/2023,,Enterprise Application Group (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,21,"2,221.00",FRS STAFF AGENCY                        ,11/04/2023,,Enterprise Application Group (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,6,"2,216.20",FRS STAFF AGENCY                        ,11/04/2023,,Infrastructure Team (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,8,"1,194.85",FRS STAFF AGENCY                        ,11/04/2023,,Infrastructure Team (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,20,"1,658.70",FRS STAFF AGENCY                        ,11/04/2023,,Infrastructure Team (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,36,548.32,FRS STAFF AGENCY                        ,11/04/2023,,Property Department,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,22,672.64,FRS STAFF AGENCY                        ,11/04/2023,,Property Department,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,9,689.09,FRS STAFF AGENCY                        ,11/04/2023,,Information Management (ICT),Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,34,"3,464.65",FRS STAFF AGENCY                        ,11/04/2023,,Property Department,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,14,"2,039.65",FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,10,667.38,FRS STAFF AGENCY                        ,11/04/2023,,General Counsel,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,25,"1,050.70",FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,1,705.54,FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,13,"3,106.63",FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,18,719.41,FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,19,"1,674.33",FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,26,"1,878.37",FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,5,"1,240.54",FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189940,Reed Specialist Recruitment   ,E0238968070,12,"3,032.80",FRS STAFF AGENCY                        ,11/04/2023,,Procurement,Human Resources
800189941,Reed Specialist Recruitment   ,E0238968551,2,"1,215.68",FRS STAFF AGENCY                        ,11/04/2023,"2,024.65",Communications,Human Resources
800189941,Reed Specialist Recruitment   ,E0238968551,1,808.97,FRS STAFF AGENCY                        ,11/04/2023,,Communications,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,11,825.21,FRS STAFF AGENCY                        ,17/04/2023,"65,825.36",Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,16,"2,226.84",FRS STAFF AGENCY                        ,17/04/2023,,Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,29,"2,364.40",FRS STAFF AGENCY                        ,17/04/2023,,Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,30,"2,846.20",FRS STAFF AGENCY                        ,17/04/2023,,Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,15,"2,622.80",FRS STAFF AGENCY                        ,17/04/2023,,Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,33,"1,036.13",FRS STAFF AGENCY                        ,17/04/2023,,Communications,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,27,"3,341.83",FRS STAFF AGENCY                        ,17/04/2023,,Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,28,"2,593.22",FRS STAFF AGENCY                        ,17/04/2023,,Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,32,"2,191.07",FRS STAFF AGENCY                        ,17/04/2023,,Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,25,"3,412.70",FRS STAFF AGENCY                        ,17/04/2023,,Finance Services,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,2,716.39,FRS STAFF AGENCY                        ,17/04/2023,,Information Management (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,5,705.39,FRS STAFF AGENCY                        ,17/04/2023,,Information Management (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,31,702.08,FRS STAFF AGENCY                        ,17/04/2023,,Technical & Support Service,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,8,818.97,FRS STAFF AGENCY                        ,17/04/2023,,Technical & Support Service,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,21,764.34,FRS STAFF AGENCY                        ,17/04/2023,,Technical & Support Service,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,23,"2,160.70",FRS STAFF AGENCY                        ,17/04/2023,,Enterprise Application Group (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,37,800.95,FRS STAFF AGENCY                        ,17/04/2023,,Enterprise Application Group (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,38,800.95,FRS STAFF AGENCY                        ,17/04/2023,,Enterprise Application Group (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,1,576.3,FRS STAFF AGENCY                        ,17/04/2023,,Enterprise Application Group (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,3,"2,535.70",FRS STAFF AGENCY                        ,17/04/2023,,Enterprise Application Group (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,4,"3,710.70",FRS STAFF AGENCY                        ,17/04/2023,,Enterprise Application Group (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,22,"2,221.00",FRS STAFF AGENCY                        ,17/04/2023,,Enterprise Application Group (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,9,"1,194.85",FRS STAFF AGENCY                        ,17/04/2023,,Infrastructure Team (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,19,"1,658.70",FRS STAFF AGENCY                        ,17/04/2023,,Infrastructure Team (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,20,"2,216.20",FRS STAFF AGENCY                        ,17/04/2023,,Infrastructure Team (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,24,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Property Department,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,10,669.41,FRS STAFF AGENCY                        ,17/04/2023,,Information Management (ICT),Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,34,"3,464.65",FRS STAFF AGENCY                        ,17/04/2023,,Property Department,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,14,"2,039.65",FRS STAFF AGENCY                        ,17/04/2023,,Procurement,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,7,834.21,FRS STAFF AGENCY                        ,17/04/2023,,General Counsel,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,36,491.26,FRS STAFF AGENCY                        ,17/04/2023,,General Counsel,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,13,"2,485.31",FRS STAFF AGENCY                        ,17/04/2023,,Procurement,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,17,359.7,FRS STAFF AGENCY                        ,17/04/2023,,Procurement,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,18,"2,092.91",FRS STAFF AGENCY                        ,17/04/2023,,Procurement,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,26,"2,347.96",FRS STAFF AGENCY                        ,17/04/2023,,Procurement,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,35,"1,050.70",FRS STAFF AGENCY                        ,17/04/2023,,Procurement,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,6,"1,240.54",FRS STAFF AGENCY                        ,17/04/2023,,Procurement,Human Resources
800190152,Reed Specialist Recruitment   ,E0238982825,12,"3,032.80",FRS STAFF AGENCY                        ,17/04/2023,,Procurement,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,4,"1,152.90",FRS STAFF AGENCY                        ,17/04/2023,"16,748.02",Grenfell Investigation Team,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,5,"1,152.90",FRS STAFF AGENCY                        ,17/04/2023,,Grenfell Investigation Team,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,7,"2,539.20",FRS STAFF AGENCY                        ,17/04/2023,,Enterprise Application Group (ICT),Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,11,"2,347.76",FRS STAFF AGENCY                        ,17/04/2023,,Strategy & Risk,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,2,"1,854.87",FRS STAFF AGENCY                        ,17/04/2023,,Strategy & Risk,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,3,"1,303.40",FRS STAFF AGENCY                        ,17/04/2023,,Strategy & Risk,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,6,"1,001.44",FRS STAFF AGENCY                        ,17/04/2023,,Strategy & Risk,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,8,836.27,FRS STAFF AGENCY                        ,17/04/2023,,Strategy & Risk,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,9,"1,535.70",FRS STAFF AGENCY                        ,17/04/2023,,Strategy & Risk,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,10,"2,084.38",FRS STAFF AGENCY                        ,17/04/2023,,Strategy & Risk,Human Resources
800190153,Reed Specialist Recruitment   ,E0238983977,1,939.2,FRS STAFF AGENCY                        ,17/04/2023,,Strategy & Risk,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,22,695.42,FRS STAFF AGENCY                        ,17/04/2023,"36,247.29",Communications,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,9,"1,152.90",FRS STAFF AGENCY                        ,17/04/2023,,Grenfell Investigation Team,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,13,"1,167.76",FRS STAFF AGENCY                        ,17/04/2023,,Health and Safety,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,3,672.64,FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,4,672.64,FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,1,672.64,FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,5,590.66,FRS STAFF AGENCY                        ,17/04/2023,,Training and Professional Development,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,15,986.28,FRS STAFF AGENCY                        ,17/04/2023,,Training and Professional Development,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,17,843.85,FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,19,672.7,FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,23,"4,714.69",FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,2,677.54,FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,8,672.64,FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,10,"2,802.15",FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,11,"3,900.00",FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,14,"2,802.15",FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,16,"4,714.69",FRS STAFF AGENCY                        ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,18,825.42,CULTURAL CHANGE & TALENT                ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,21,"1,623.35",CULTURAL CHANGE & TALENT                ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,25,825.42,CULTURAL CHANGE & TALENT                ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,26,825.42,CULTURAL CHANGE & TALENT                ,17/04/2023,,People Services,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,7,825.42,FRS STAFF AGENCY                        ,17/04/2023,,Training and Professional Development,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,12,812,FRS STAFF AGENCY                        ,17/04/2023,,Training and Professional Development,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,24,812,FRS STAFF AGENCY                        ,17/04/2023,,Training and Professional Development,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,6,614.27,FRS STAFF AGENCY                        ,17/04/2023,,Communications,Human Resources
800190156,Reed Specialist Recruitment   ,E0238984002,20,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Protection Board,Human Resources
800190077,Reed Specialist Recruitment   ,E0238992084,1,808.97,FRS STAFF AGENCY                        ,17/04/2023,808.97,Communications,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,14,792.52,FRS STAFF AGENCY                        ,17/04/2023,"16,710.24",Fire Stations (Management),Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,1,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Central Operations,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,19,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Central Operations,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,4,530.54,FRS STAFF AGENCY                        ,17/04/2023,,Respiratory Protective Equipment ,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,17,489.81,FRS STAFF AGENCY                        ,17/04/2023,,Respiratory Protective Equipment ,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,12,"1,480.87",FRS STAFF AGENCY                        ,17/04/2023,,Training and Professional Development,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,13,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Fire Stations (South West),Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,20,403.62,FRS STAFF AGENCY                        ,17/04/2023,,Fire Stations (South West),Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,23,789.88,FRS STAFF AGENCY                        ,17/04/2023,,Protection Board,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,24,648.83,FRS STAFF AGENCY                        ,17/04/2023,,Protection Board,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,6,819.78,FRS STAFF AGENCY                        ,17/04/2023,,Protection Board,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,22,789.88,FRS STAFF AGENCY                        ,17/04/2023,,Protection Board,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,15,877.73,FRS STAFF AGENCY                        ,17/04/2023,,Protection Board,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,18,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Protection Board,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,21,677.54,FRS STAFF AGENCY                        ,17/04/2023,,Protection Board,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,16,542.03,FRS STAFF AGENCY                        ,17/04/2023,,Service Improvement,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,8,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Service Improvement,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,9,672.7,FRS STAFF AGENCY                        ,17/04/2023,,Service Improvement,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,10,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Service Improvement,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,5,705.39,FRS STAFF AGENCY                        ,17/04/2023,,Service Improvement,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,7,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Service Improvement,Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,2,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Fire Stations (North East),Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,3,672.64,FRS STAFF AGENCY                        ,17/04/2023,,Fire Stations (North East),Human Resources
800190078,Reed Specialist Recruitment   ,E0238993885,11,435.36,FRS STAFF AGENCY                        ,17/04/2023,,Central Fire Safety,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,70,613.01,FRS STAFF AGENCY                        ,20/04/2023,"132,139.06",Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,97,"1,207.85",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,80,"1,207.85",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,6,"3,278.50",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,7,"2,783.55",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,8,"2,561.58",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,34,"2,364.40",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,32,"1,055.31",FRS STAFF AGENCY                        ,20/04/2023,,Communications,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,54,575.52,FRS STAFF AGENCY                        ,20/04/2023,,Communications,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,65,"1,061.54",FRS STAFF AGENCY                        ,20/04/2023,,Communications,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,96,"1,061.54",FRS STAFF AGENCY                        ,20/04/2023,,Communications,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,23,769.87,FRS STAFF AGENCY                        ,20/04/2023,,Fire Stations (Management),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,31,692.9,FRS STAFF AGENCY                        ,20/04/2023,,Respiratory Protective Equipment ,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,75,530.54,FRS STAFF AGENCY                        ,20/04/2023,,Respiratory Protective Equipment ,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,81,"1,034.24",FRS STAFF AGENCY                        ,20/04/2023,,Incident Command Policy ,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,98,"1,034.24",FRS STAFF AGENCY                        ,20/04/2023,,Incident Command Policy ,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,48,"3,583.16",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,50,"3,341.83",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,51,"2,593.22",FRS STAFF AGENCY                        ,20/04/2023,,Finance Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,73,"1,152.90",FRS STAFF AGENCY                        ,20/04/2023,,Grenfell Investigation Team,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,74,"1,152.90",FRS STAFF AGENCY                        ,20/04/2023,,Grenfell Investigation Team,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,67,"1,152.90",FRS STAFF AGENCY                        ,20/04/2023,,Grenfell Investigation Team,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,19,"1,459.70",FRS STAFF AGENCY                        ,20/04/2023,,Health and Safety,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,93,705.39,FRS STAFF AGENCY                        ,20/04/2023,,Information Management (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,77,716.39,FRS STAFF AGENCY                        ,20/04/2023,,Information Management (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,17,458.62,FRS STAFF AGENCY                        ,20/04/2023,,Technical & Support Service,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,44,767.9,FRS STAFF AGENCY                        ,20/04/2023,,Technical & Support Service,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,83,818.97,FRS STAFF AGENCY                        ,20/04/2023,,Technical & Support Service,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,94,800.95,FRS STAFF AGENCY                        ,20/04/2023,,Enterprise Application Group (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,18,"2,221.00",FRS STAFF AGENCY                        ,20/04/2023,,Enterprise Application Group (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,24,"2,539.20",FRS STAFF AGENCY                        ,20/04/2023,,Enterprise Application Group (ICT),Human Resources
