Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Number(T),Supplier Number,VAT Registration Number,Text,Expense Area(T),Expense Code,Expense Code(T),Expense Type(T)
14/01/2023,60073390,3004600060 - 14/1/23,92.39,TotalEnergies,RC507575,689638949,Museums Service,R2100,Electricity,,
14/01/2023,60073391,3004600071 - 14/1/23,237.47,TotalEnergies,RC507575,689638949,Museums Service,R2100,Electricity,,
14/01/2023,60073392,3004600082 - 14/1/23,571.35,TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity,,
14/01/2023,60073393,3004600093 - 14/1/23,564.5,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
01/01/2023,60073394,3041169,15.83,Virgin Strauss Water Uk Ltd T/A Vigin Pure,RC501021,832101383,Libraries,R4401,Fees and Charges,,
14/01/2023,60073395,3004600104 - 14/1/23,145.55,TotalEnergies,RC507575,689638949,Cemeteries,R2100,Electricity,,
14/01/2023,60073398,3004665994 - 14/1/23,5783.28,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
14/01/2023,60073400,3005142481 - 14/1/23,3053.11,TotalEnergies,RC507575,689638949,The King Centre,R2100,Electricity,,
11/01/2023,60073402,97,2008.25,Routewise Consulting,RC302128,,Public Rights of Way,R4400,Professional Fees,,
01/01/2023,60073403,3004597959 - 10/12/22,196.51,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
01/01/2023,60073404,3004597960 - 10/12/22,183.06,TotalEnergies,RC507575,689638949,Oakham Bus Station,R2100,Electricity,,
01/01/2023,60073405,3004597970 - 10/12/22,260.2,TotalEnergies,RC507575,689638949,Early Intervention Youth Services,R2100,Electricity,,
01/01/2023,60073413,3004600093 - 10/12/22,493.23,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
01/01/2023,60073414,3004600104 - 10/12/22,32.14,TotalEnergies,RC507575,689638949,Cemeteries,R2100,Electricity,,
01/01/2023,60073418,3004665994 - 10/12/22,5436.48,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
01/01/2023,60073421,3005142481 - 10/12/22,2726.12,TotalEnergies,RC507575,689638949,The King Centre,R2100,Electricity,,
19/01/2023,60073424,197299,950.11,Peterborough City Council,RC500551,121 5335 13,Legal Services,R5011,TPP - Local Authorities,,
01/01/2023,60073425,3004597959 -1/12/22,218.43,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
01/01/2023,60073426,3004597960 - 1/12/22,164.6,TotalEnergies,RC507575,689638949,Oakham Bus Station,R2100,Electricity,,
17/01/2023,60073427,3201102,53,Berridge Taxis,RC503277,978 4186 62,Homelessness,R5017,TPP - Other,,
01/01/2023,60073428,3004597970 - 1/12/22,309.66,TotalEnergies,RC507575,689638949,Early Intervention Youth Services,R2100,Electricity,,
19/01/2023,60073431,10157793,3535.96,Lincolnshire County Council,RC502090,129 3923 55,Adoption,R6292,Section 24 Payments,,
01/01/2023,60073435,3004600093 - 1/12/22,594.46,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
01/01/2023,60073436,3004600104 - 1/12/22,25.16,TotalEnergies,RC507575,689638949,Cemeteries,R2100,Electricity,,
17/01/2023,60073440,018 22-23,9926.98,Pre-School Learning Alliance T/A Early Years Alliance,RC508069,830 4722 51,Children's Centres - Revenue,R4401,Fees and Charges,,
19/01/2023,60073441,INV-0469,90,Rutland Showground Ltd,RC509159,,Crime And Disorder,R4401,Fees and Charges,,
01/01/2023,60073443,3004597959 - 1/12/22 cr,-219.53,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
19/01/2023,60073444,INV-5248,194,AWD Recruitment Limited,RC301737,898 8262 46,ASC Support and Review Staffing,R1700,Staff Advertising Costs,,
01/01/2023,60073445,3004597960 - 1/12/22 cr,-165.39,TotalEnergies,RC507575,689638949,Oakham Bus Station,R2100,Electricity,,
18/01/2023,60073446,INV-5249,194,AWD Recruitment Limited,RC301737,898 8262 46,ASC Support and Review Staffing,R1700,Staff Advertising Costs,,
01/01/2023,60073447,3004597970 - 1/12/22 cr,-311.2,TotalEnergies,RC507575,689638949,Early Intervention Youth Services,R2100,Electricity,,
19/01/2023,60073448,INV-31860,1150,Opus Pharmacy Services Ltd,RC500494,821 7566 25,"Training, Confs & Seminars",R4405,Training Charges,,
01/01/2023,60073456,3004600093 - 1/12/22 cr,-597.48,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
01/01/2023,60073457,3004600104 - 1/12/22 cr,-25.19,TotalEnergies,RC507575,689638949,Cemeteries,R2100,Electricity,,
19/01/2023,60073464,LQP594829,1216,Liquid Personnel Ltd,RC302142,,ASC Support and Review Staffing,R1100,Agency Staff,,
19/01/2023,60073465,LQP594830,1176,Liquid Personnel Ltd,RC302142,,DOLS,R1100,Agency Staff,,
19/01/2023,60073466,RWLRut32,560,Redwings Lodge (Rutland) Ltd,RC300089,168491177,Homelessness,R4900,Accommodation Costs,,
07/01/2023,60073467,SI-739,2330.5,Fiesta Sports Coaching,RC301836,,Section 31 Holiday Activities and Food,R4401,Fees and Charges,,
18/01/2023,60073468,SINVFT00019655,3736.45,Longhurst Group Ltd,RC502529,326027036,"OT's, Aids & Equipment",R4000,Furniture & Equipment,,
19/01/2023,60073469,ZOO200170430,378,Zoolab,RC300807,150 4867 12,Children's Centres - Revenue,R4401,Fees and Charges,,
17/01/2023,60073470,209430501 - 17/1/23,183.69,Anglian Water Business Ltd,RC500175,242 5074 29,Libraries,R2401,Water Services,,
11/01/2023,60073471,6810359,20.45,Espo,RC502268,705 1805 61,Transport Management,R4000,Furniture & Equipment,,
24/01/2023,60073472,Redacted Personal Data,1031.02,Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care,,
15/01/2023,60073473,471347,1323,Seven Resourcing Ltd,RC301926,,ASC P&S Staffing,R1100,Agency Staff,,
19/01/2023,60073474,LQP594831,1554,Liquid Personnel Ltd,RC302142,,ASC Support and Review Staffing,R1100,Agency Staff,,
16/01/2023,60073475,326268501 - 16/1/23,47.95,Anglian Water Business Ltd,RC500175,242 5074 29,Libraries,R2401,Water Services,,
19/01/2023,60073476,Redacted Personal Data,19,One off Invoice Payments - BACS,RC300802,,Parking,R9313,Fees - Parking,,
10/01/2023,60073477,6808937,74.25,Espo,RC502268,705 1805 61,Health & Safety,R4000,Furniture & Equipment,,
11/01/2023,60073478,6810360,61,Espo,RC502268,705 1805 61,Transport Fleet,R3004,Vehicle Maintenance,,
20/01/2023,60073479,22/ 072i,750,Conservation Services Ltd,RC508293,,Museums Service,R4000,Furniture & Equipment,,
10/01/2023,60073480,22/ 073i,260,Conservation Services Ltd,RC508293,,Museums Service,R4000,Furniture & Equipment,,
13/01/2023,60073481,2914,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
13/01/2023,60073482,2917,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
13/01/2023,60073483,2918,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
13/01/2023,60073484,2920,160,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
17/01/2023,60073485,46049,5550,UKCM,RC302148,,Waste Management,R4000,Furniture & Equipment,,
20/01/2023,60073487,269633,1427.84,MiHomecare limited,RC502617,,ASC S&R Homecare MH,R5029,TPP - Home Care,,
09/01/2023,60073489,1009554,80.27,Askews and Holts Library Services Ltd,RC505812,153 4009 95,Libraries,R4309,Books,,
09/01/2023,60073490,1009555,328.95,Askews and Holts Library Services Ltd,RC505812,153 4009 95,Libraries,R4309,Books,,
20/01/2023,60073491,4754653,51,AAT,RC500114,524 8751 31,Rutland Adult Skill Budget Post July 2014,R4401,Fees and Charges,,
01/01/2023,60073493,Redacted Personal Data,3162,The Housing Network,RC302053,,Homelessness,R4900,Accommodation Costs,,
20/01/2023,60073495,INV-015021,220,Safe Kids Walking Ltd t/a Brightkidz and Brand my Thingy,RC500833,834 8147 15,Road Safety and Sustainable Transport,R4000,Furniture & Equipment,,
20/01/2023,60073496,2022/23_LLRTM03,400,Redacted Personal Data,RC302276,,WHZAN ASC Project,R4401,Fees and Charges,,
18/01/2023,60073497,SINVFT00019659,911,Longhurst Group Ltd,RC502529,326027036,BCF: Assistive Technology,R4000,Furniture & Equipment,,
17/01/2023,60073498,Redacted Personal Data,2878,Prodec Builders Ltd,RC500627,881 5410 24,Capital Programme People - Adults,C1150,Capital Grant Expenditure,,
13/01/2023,60073499,2915,60,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
14/01/2023,60073501,59898,90,Millennium Telecom Ltd,RC508183,876312804,IT Operational Support,R4537,Computing - Internet,,
14/01/2023,60073502,59924,40,Millennium Telecom Ltd,RC508183,876312804,IT Operational Support,R4537,Computing - Internet,,
14/01/2023,60073503,60042,52.48,Millennium Telecom Ltd,RC508183,876312804,IT Operational Support,R4537,Computing - Internet,,
14/01/2023,60073504,60043,259.94,Millennium Telecom Ltd,RC508183,876312804,IT Operational Support,R4537,Computing - Internet,,
19/01/2023,60073507,1037343,-1578.57,Prime Life Ltd,RC502626,729 8397 74,Interim Beds (CCG),R5028,TPP - Residental Care,,
10/01/2023,60073508,04351270AC01Q020,2795.04,British Telecommunications Plc,RC501804,245 7193 48,Telecommunications,R4505,Telephone Call charges,,
10/01/2023,60073509,97822270AC01Q020,1397.52,British Telecommunications Plc,RC501804,245 7193 48,Telecommunications,R4505,Telephone Call charges,,
17/01/2023,60073510,209996601 - 17/1/23,113.5,Anglian Water Business Ltd,RC500175,242 5074 29,Oakham Bus Station,R2401,Water Services,,
17/01/2023,60073511,209997501 - 17/1/23,297.35,Anglian Water Business Ltd,RC500175,242 5074 29,Admin Buildings,R2401,Water Services,,
11/01/2023,60073512,2023002241,1195.01,Neopost Finance Limited,RC500388,805 6441 40,Reprographics & Post,R4401,Fees and Charges,,
20/01/2023,60073513,Redacted Personal Data,19,One off Invoice Payments - BACS,RC300802,,Parking,R9313,Fees - Parking,,
23/01/2023,60073514,17,32.5,Redacted Personal Data,RC301810,,Aiming High,R4401,Fees and Charges,,
20/01/2023,60073515,35,1327.25,JFrostPlayTherapy,RC301930,,SEN Recovery Plan Expenditure,R4400,Professional Fees,,
23/01/2023,60073516,109/2223,84,Greetham Community Centre,RC505312,,Aiming High,R2201,Room Hire,,
23/01/2023,60073517,198,120,Sudan Psychology Services,RC302252,,SEN Funding EOTAS & Tuition,R4400,Professional Fees,,
23/01/2023,60073518,[202] - 2023,10,Rural Museums Network,RC500783,,Museums Service,R4701,Subscriptions,,
21/01/2023,60073520,Redacted Personal Data,261.8,Super Scientists,RC301671,,Education Otherwise,R4400,Professional Fees,,
22/01/2023,60073521,04548 - 04549,696.89,The Caring Company Rutland,RC508741,,ASC S&R Homecare OP,R5029,TPP - Home Care,,
03/01/2023,60073522,10307,1365,M Bissell Display Ltd,RC302229,371538544,Capital Programme - ITB,C1001,"Vehicle, Plant & Equipment Purchase",,
23/01/2023,60073523,12521,30.75,"Inspire Culture, Learning & Libraries (Midlands)",RC302317,232994192,Libraries,R4309,Books,,
19/01/2023,60073525,132448,157.25,ComCat Services Ltd,RC504058,872 1847 06,The King Centre,R2003,R & M - Emergency Works,,
18/01/2023,60073527,2201798,1546.75,StaffAid Limited,RC300674,246 0481 17,Management of Community Support Services,R1100,Agency Staff,,
18/01/2023,60073528,2201810,519.88,StaffAid Limited,RC300674,246 0481 17,Management of Community Support Services,R1100,Agency Staff,,
18/01/2023,60073529,3982816,1480,Venn Group Limited,RC302061,766 7117 04,Community Care Finance,R1100,Agency Staff,,
23/01/2023,60073530,7040944,225,Idox Software Ltd,RC506407,766 8008 04,"Training, Confs & Seminars",R4405,Training Charges,,
23/01/2023,60073531,ARG 01284,14242.31,A & R Guardian Services Ltd,RC509277,,ASC S&R Homecare OP,R5029,TPP - Home Care,,
10/01/2023,60073532,B3604,1485,Westcotes House Ltd,RC505233,987 7451 53,Homelessness,R4900,Accommodation Costs,,
23/01/2023,60073534,C/BN261864,840,Civica UK Ltd,RC501070,391 1710 65,Community Care Finance,R1100,Agency Staff,,
23/01/2023,60073538,Redacted Personal Data,1719.46,ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care,,
23/01/2023,60073542,Redacted Personal Data,61.07,ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care,,
23/01/2023,60073543,Redacted Personal Data,1878.99,ICall Care,RC302020,,ASC S&R Homecare PD,R5029,TPP - Home Care,,
23/01/2023,60073544,Redacted Personal Data,200.24,ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care,,
11/01/2023,60073545,RCC Sep - Dec 22,1221,Uppingham School Sports Centre,RC302147,135562319,Recreation and Leisure,R2201,Room Hire,,
23/01/2023,60073546,SLS484211,390.32,MG Recycling Limited,RC301398,333 2986 91,Waste Management,R5021,TPP - Waste Disposal,,
19/01/2023,60073547,UK159064,1342.32,Flowbird Smart City UK Ltd,RC301556,GB821077453,Parking,R5017,TPP - Other,,
19/01/2023,60073548,UK159065,143,Flowbird Smart City UK Ltd,RC301556,GB821077453,Parking,R5017,TPP - Other,,
23/01/2023,60073549,9c - 23/01/23,25,Kleena Windows,RC501990,,Children's Centres - Revenue,R2700,Contract Cleaning,,
23/01/2023,60073550,WF01/23/28521,645,WRIGHT Foundation CIC,RC301845,,Recreation and Leisure,R1650,Training Expenses,,
22/01/2023,60073552,0152010664 - 22/01/23,24.82,Water Plus,RC500879,486 9855 65,Admin Buildings,R2401,Water Services,,
24/01/2023,60073553,11-191915,1035,Trowers & Hamlins LLP,RC301985,,Catmose Leisure Contract Procurement,R4400,Professional Fees,,
24/01/2023,60073554,4647,395,Geo Green Power Limited,RC302285,994365470,Central Maintenance,R2004,R & M - Programmed,,
01/01/2023,60073555,6291,125,Escalla TS Ltd,RC302138,853747690,"Training, Confs & Seminars",R4405,Training Charges,,
24/01/2023,60073556,14191,5000,Phil Jones Associates Ltd,RC302267,811620373,Capability Fund,R4400,Professional Fees,,
24/01/2023,60073558,99701,99.75,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Ashwell Road Business Units,R2004,R & M - Programmed,,
22/01/2023,60073559,113841,1927.72,Macildowie Associates Limited,RC300706,694 2566 96,Finance,R1100,Agency Staff,,
24/01/2023,60073560,Grant Agreement Phase 2 - Jan 23,133672.48,Uppingham Community College,RC501260,111 5329 57,Capital Programme People ? Childrens,C1150,Capital Grant Expenditure,,
22/01/2023,60073561,113842,1927.72,Macildowie Associates Limited,RC300706,694 2566 96,Finance,R1100,Agency Staff,,
22/01/2023,60073562,113843,1476,Macildowie Associates Limited,RC300706,694 2566 96,Finance,R1100,Agency Staff,,
20/01/2023,60073563,150090,180,Flow Mech Products Ltd,RC301794,593 4329 17,Central Maintenance,R2004,R & M - Programmed,,
20/01/2023,60073564,150099,180,Flow Mech Products Ltd,RC301794,593 4329 17,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
20/01/2023,60073565,150100,180,Flow Mech Products Ltd,RC301794,593 4329 17,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
20/01/2023,60073566,150101,180,Flow Mech Products Ltd,RC301794,593 4329 17,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
20/01/2023,60073567,150102,180,Flow Mech Products Ltd,RC301794,593 4329 17,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
20/01/2023,60073568,150103,180,Flow Mech Products Ltd,RC301794,593 4329 17,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
20/01/2023,60073569,150104,180,Flow Mech Products Ltd,RC301794,593 4329 17,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
20/01/2023,60073570,150105,180,Flow Mech Products Ltd,RC301794,593 4329 17,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
01/01/2023,60073572,1009370,335.47,Askews and Holts Library Services Ltd,RC505812,153 4009 95,Prison Library Service - Stocken,R4309,Books,,
23/01/2023,60073573,RCC01/03,650.5,Jeakins Weir Ltd,RC301857,121257116,Central Maintenance,R2003,R & M - Emergency Works,,
24/01/2023,60073574,Sessions Jan 2023,306,Toddle Talk With Sarah,RC300426,,Children's Centres - Revenue,R4401,Fees and Charges,,
19/01/2023,60073575,School Admissions - Ranking Service Level 3,-82,North Luffenham C Of E Primary School,RC500422,,Admissions Service,R9109,Contributions - Schools,,
13/01/2023,60073576,2919,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
20/01/2023,60073577,NEW4STEABBAHOYLES,507,One off Invoice Payments - BACS,RC300802,,Homelessness,R5017,TPP - Other,,
22/01/2023,60073579,Modelling for Life Drawing - Jan 23,50,One off Invoice Payments - BACS,RC300802,,Community Learning,R4401,Fees and Charges,,
19/01/2023,60073580,5033947,38.5,UK Health security Agency,RC300248,888 8516 48,Property Services Rechargeable Works,R2004,R & M - Programmed,,
24/01/2023,60073582,I676110,65.45,Ulverscroft Large Print Books Ltd,RC501241,620 3102 12,Libraries,R4309,Books,,
24/01/2023,60073583,INV-015030,175,Safe Kids Walking Ltd t/a Brightkidz and Brand my Thingy,RC500833,834 8147 15,Road Safety and Sustainable Transport,R4000,Furniture & Equipment,,
01/01/2023,60073584,INV-94318,745,Global Mediation Ltd,RC508789,740 3623 59,SEN Operations,R4400,Professional Fees,,
26/01/2023,60073588,PI002423,694,Able Training Support Ltd,RC301245,245 7843 77,"Training, Confs & Seminars",R4405,Training Charges,,
27/01/2023,60073589,PI002424,628,Able Training Support Ltd,RC301245,245 7843 77,"Training, Confs & Seminars",R4405,Training Charges,,
23/01/2023,60073590,RCC0032,6702.36,A&S Rescue Services Limited,RC302095,,ASC S&R Homecare OP,R5029,TPP - Home Care,,
24/01/2023,60073591,RCC0066,8778.81,Midlands Total Care Limited,RC301877,,ASC S&R Homecare OP,R5029,TPP - Home Care,,
24/01/2023,60073592,INV460250,204,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff,,
24/01/2023,60073593,Redacted Personal Data,19,One off Invoice Payments - BACS,RC300802,,Parking,R9313,Fees - Parking,,
23/01/2023,60073594,PH Credit Note - 23.01.23,-610.68,A&S Rescue Services Limited,RC302095,,ASC S&R Homecare OP,R5029,TPP - Home Care,,
25/01/2023,60073596,240,570,Rutland Gymnastics,RC500798,,Aiming High,R4401,Fees and Charges,,
25/01/2023,60073597,258.22.23,2343,Opinion Research Services Limited,RC302174,647 7177 02,Local Plan (Started 2021-22),R4400,Professional Fees,,
25/01/2023,60073598,1914,600,Summers Tree and Garden Services,RC302309,319282495,Children's Centres - Revenue,R4401,Fees and Charges,,
01/01/2023,60073599,3939,792.25,Action Deafness Ltd,RC506720,978 8916 31,ASC S&R Homecare PD,R5029,TPP - Home Care,,
25/01/2023,60073600,5455,170,Leicester LGBT Centre,RC301107,,Early Intervention Youth Services,R4401,Fees and Charges,,
25/01/2023,60073601,116102,1035.45,G2 Recruitment Limited - a division of G2V Recruitment Group Limited,RC300732,182 8193 83,Revenues,R1100,Agency Staff,,
25/01/2023,60073602,261992,1120,James Andrews Recruitment Solutions,RC302195,976026696,Housing Options Team,R1100,Agency Staff,,
25/01/2023,60073603,261993,1295,James Andrews Recruitment Solutions,RC302195,976026696,Housing Options Team,R1100,Agency Staff,,
25/01/2023,60073604,1049288,1700,Precision Resourcing Group Limited,RC301972,214013569,SEN Operations,R1100,Agency Staff,,
25/01/2023,60073605,6299936,6837.96,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
25/01/2023,60073606,100370,218.93,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
25/01/2023,60073607,100371,122.85,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
25/01/2023,60073608,100373,290.85,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2004,R & M - Programmed,,
25/01/2023,60073617,100374,119,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2004,R & M - Programmed,,
25/01/2023,60073619,100375,57.75,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2004,R & M - Programmed,,
25/01/2023,60073620,100376,94.5,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2004,R & M - Programmed,,
25/01/2023,60073621,100377,110.25,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2004,R & M - Programmed,,
25/01/2023,60073622,100378,99.75,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Property Services Rechargeable Works,R2004,R & M - Programmed,,
25/01/2023,60073623,100379,131.25,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
25/01/2023,60073624,100380,131.25,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed,,
25/01/2023,60073625,10951144,1470,The Oyster Partnership Ltd,RC302167,832961025,Highways Management,R1100,Agency Staff,,
10/01/2023,60073628,B3611,1705,Westcotes House Ltd,RC505233,987 7451 53,Homelessness,R4900,Accommodation Costs,,
25/01/2023,60073629,B3614,1705,Westcotes House Ltd,RC505233,987 7451 53,Homelessness,R4900,Accommodation Costs,,
25/01/2023,60073630,MTGI00173273,1600,Matchtech,RC301148,991 2571 00,Highways Management,R1100,Agency Staff,,
25/01/2023,60073631,MTGI00173274,1739,Matchtech,RC301148,991 2571 00,Highways Management,R1100,Agency Staff,,
25/01/2023,60073632,MTGI00173275,1188,Matchtech,RC301148,991 2571 00,Highways Management,R1100,Agency Staff,,
25/01/2023,60073633,3274,950.17,The Melton Learning Hub,RC507309,,Post 16 Transport,R3207,Transport Contract,,
25/01/2023,60073634,3294,142.5,The Melton Learning Hub,RC507309,,Education Otherwise,R4401,Fees and Charges,,
23/01/2023,60073636,B3616,2015,Westcotes House Ltd,RC505233,987 7451 53,Homes for Ukraine,R4900,Accommodation Costs,,
18/01/2023,60073637,Redacted Personal Data,287.22,ICall Care,RC302020,,ASC S&R Homecare OP,R5028,TPP - Residental Care,,
25/01/2023,60073639,Redacted Personal Data,19,One off Invoice Payments - BACS,RC300802,,Parking,R9313,Fees - Parking,,
25/01/2023,60073640,Redacted Personal Data,19,One off Invoice Payments - BACS,RC300802,,Parking,R9313,Fees - Parking,,
26/01/2023,60073643,Redacted Personal Data,529,Super Scientists,RC301671,,Education Otherwise,R4400,Professional Fees,,
26/01/2023,60073644,Redacted Personal Data,1024,Super Scientists,RC301671,,Education Otherwise,R4400,Professional Fees,,
26/01/2023,60073645,Redacted Personal Data,768,Super Scientists,RC301671,,SEN Funding EOTAS & Tuition,R4400,Professional Fees,,
26/01/2023,60073646,Redacted Personal Data,895.35,Super Scientists,RC301671,,SEN Funding EOTAS & Tuition,R4400,Professional Fees,,
26/01/2023,60073647,Redacted Personal Data,737.2,Super Scientists,RC301671,,Education Otherwise,R4400,Professional Fees,,
26/01/2023,60073648,Redacted Personal Data,640,Super Scientists,RC301671,,Education Otherwise,R4400,Professional Fees,,
26/01/2023,60073649,Redacted Personal Data,2960,Super Scientists,RC301671,,SEN Funding EOTAS & Tuition,R4400,Professional Fees,,
26/01/2023,60073650,Redacted Personal Data,1280,Super Scientists,RC301671,,Education Otherwise,R4400,Professional Fees,,
26/01/2023,60073651,559,240,Gail Justice Drama Therapist,RC302019,,SEN Funding Other,R5017,TPP - Other,,
03/01/2023,60073653,807,1641.2,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance,,
10/01/2023,60073654,808,1641.2,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance,,
17/01/2023,60073655,809,1641.2,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance,,
24/01/2023,60073656,810,1641.2,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance,,
03/01/2023,60073658,812,1893.2,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance,,
10/01/2023,60073659,813,1893.2,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance,,
17/01/2023,60073660,814,1893.2,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance,,
24/01/2023,60073661,815,1893.2,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance,,
20/01/2023,60073662,2939,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
20/01/2023,60073663,2942,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
20/01/2023,60073664,2943,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
20/01/2023,60073665,2944,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
20/01/2023,60073666,2945,160,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
24/01/2023,60073667,28750,125.25,Word Language Services Limited,RC300901,243 5458 05,Children Looked After,R4400,Professional Fees,,
24/01/2023,60073668,28752,121.5,Word Language Services Limited,RC300901,243 5458 05,Early Intervention Youth Services,R4400,Professional Fees,,
25/01/2023,60073669,2201815,2504.88,StaffAid Limited,RC300674,246 0481 17,Management of Community Support Services,R1100,Agency Staff,,
26/01/2023,60073670,I0102818,12685.39,Midlands Partnership NHS FT,RC508170,654441580,Sexual Health,R5017,TPP - Other,,
20/01/2023,60073673,INV-27286,60,Locate Accommodation Ltd,RC301793,737619993,Unaccompanied Asylum Seekers - Over 18,R6292,Section 24 Payments,,
01/01/2023,60073674,855077698,95,Nottingham City Council,RC502105,118 0454 92,Human Resources,R4400,Professional Fees,,
20/01/2023,60073675,INV-27287,120,Locate Accommodation Ltd,RC301793,737619993,Unaccompanied Asylum Seekers - Over 18,R6292,Section 24 Payments,,
01/01/2023,60073676,333,3000,Brooke Hill Academy Trust Ltd,RC501837,,Early Years Training,R4405,Training Charges,,
25/01/2023,60073680,RESI 14,2228,St Thomas Aquinas Catholic Multi Academy Trust T/A English Martyrs Catholic Voluntary Academy,RC507715,,SEN Recovery Plan Expenditure,R4400,Professional Fees,,
01/01/2023,60073681,I503315,310,Iliffe Media Publishing Ltd,RC501920,261 6151 24,Highways Management,R4317,Non Staff Advertising,,
01/01/2023,60073682,I508009,170.5,Iliffe Media Publishing Ltd,RC501920,261 6151 24,Highways Management,R4317,Non Staff Advertising,,
26/01/2023,60073683,SI-14,200,Oakham Cycle Centre,RC508261,145051736,Recreation and Leisure,R4401,Fees and Charges,,
01/01/2023,60073684,I512445,170.5,Iliffe Media Publishing Ltd,RC501920,261 6151 24,Highways Management,R4317,Non Staff Advertising,,
24/01/2023,60073687,6828733,40.59,Espo,RC502268,705 1805 61,Day Opportunities Services,R4400,Professional Fees,,
26/01/2023,60073689,Redacted Personal Data,19,One off Invoice Payments - BACS,RC300802,,Parking,R9313,Fees - Parking,,
31/01/2023,60073690,SN33 - JAN 23,111,D C Taxis,RC509186,,SEN Transport,R3207,Transport Contract,,
26/01/2023,60073693,Redacted Personal Data,872.9,Super Scientists,RC301671,,SEN Funding EOTAS & Tuition,R4400,Professional Fees,,
27/01/2023,60073695,4.22E+11,5332.52,North Northamptonshire Council,RC301823,,RCC Internal Audit,R4400,Professional Fees,,
